Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"SUM.NZ, Long, 2026-02-10 (Price: 11.25)",2026-02-17 (Price: 10.46),"-7.02%, 7 days","71.43%, Past 4 years, 14","Daily, was CONFIRMED on 2026-02-10",Already confirmed,"2026-02-17 (Price: 10.46), 7.02% below",7 days,11.16,No Information,No Information,No Information,No Information,No Information,No Information,5.47%/2.32%/3.77%,"6.69%, 10.0%",2 months/1 day/19 days,2026-05-07/2026-02-11/2026-03-09,5.72%,-0.28%,6.0%,0.18,-0.09,11.3951/11.6741/11.53/12.64/19.8479/26.5969/11.51,11.13/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",2026-02-17 (Price: 97.76),"22.8%, 3.6 months","100.0%, Past 31 years, 8","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-02-17 (Price: 97.76), 22.8% above",3.6 months,79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 30.54% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,2031-09-06/2026-01-30/2028-04-04,8.5%,12.52%,-4.02%,1.5,0.63,101.1286/101.8371/138.22/84.3925/95.0177/123.2166/81.47,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
FRACTAL TRACK,"ATM.NZ, Long, 2025-12-12 (Price: 10.16)",2026-02-17 (Price: 11.19),"10.14%, 2.2 months","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2025-12-12",Already confirmed,"2026-02-17 (Price: 11.19), 10.14% above",2.2 months,10.1,No Information,No Information,No Information,"23.66% (Price: 9.6935), 15.44% above, Upmove Bounce Back","2024-11-13 (Price: 5.22), 2025-11-05 (Price: 11.08)",No Information,20.37%/5.32%/11.64%,"1.65%, 37.5%",1.1 year/21 days/6 months,2027-07-08/2026-01-11/2026-08-29,23.8%,-3.41%,27.21%,1.69,-0.03,10.923/11.3426/13.68/10.965/21.86/25.8879/No EMA 200 Target,10.1/5.185/9.9254/9.2893/No F-Track Level/No F-Track Level/9.71,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"ATM.NZ, Long, 2026-01-22 (Price: 9.94)",2026-02-17 (Price: 11.19),"12.58%, 26 days","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-02-17 (Price: 11.19), 12.58% above",26 days,9.5,No Information,No Information,No Information,"23.66% (Price: 9.4049), 18.98% above, Upmove Bounce Back","2023-11-15 (Price: 4.0), 2025-11-05 (Price: 11.08)",No Information,20.37%/5.32%/11.64%,"1.65%, 37.5%",1.1 year/21 days/6 months,2027-08-18/2026-02-21/2026-10-09,23.8%,-3.41%,27.21%,1.69,-0.03,10.6865/11.097/14.19/10.965/21.86/25.8879/No EMA 200 Target,9.55/5.185/9.9254/9.2893/No F-Track Level/No F-Track Level/9.71,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"MTY.TO, Long, 2026-01-18 (Price: 40.33)",2026-02-17 (Price: 42.75),"6.0%, 1 month","79.17%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-01-16",Already confirmed,"2026-02-17 (Price: 42.75), 6.0% above",1 month,39.9,No Information,No Information,No Information,No Information,No Information,6.0% above/6.0% above/6.0% above,14.89%/5.03%/9.29%,"37.54%, 76.03%",1.1 year/28 days/5.1 months,2027-08-14/2026-02-27/2026-08-27,0.91%,5.06%,-4.15%,-0.11,0.29,41.1527/44.0767/60.23/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,33.34/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.21,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MTY.TO, Long, 2026-01-11 (Price: 40.19)",2026-02-17 (Price: 42.75),"6.37%, 1.2 month","79.17%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-01-09",Already confirmed,"2026-02-17 (Price: 42.75), 6.37% above",1.2 month,38.27,No Information,No Information,No Information,No Information,No Information,11.85% above/6.96% above/6.37% above,14.89%/5.03%/9.29%,"37.54%, 76.03%",1.1 year/28 days/5.1 months,2027-08-07/2026-02-20/2026-08-20,0.91%,5.06%,-4.15%,-0.11,0.29,41.0099/43.9237/43.89/72.5033/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,33.34/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.25,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"MAR, Long, 2025-06-30 (Price: 273.21)",2026-02-17 (Price: 359.94),"31.74%, 7.7 months","100.0%, Past 32 years, 7","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-17 (Price: 359.94), 31.74% above",7.7 months,262.12,No Information,No Information,No Information,"38.2% (Price: 207.8333), 73.19% above, Upmove Bounce Back","2020-03-31 (Price: 46.56), 2025-02-28 (Price: 307.52)",No Information,31.27%/20.88%/23.76%,"-0.0%, 58.79%",2.8 years/6 months/1.3 year,2029-06-27/2026-03-17/2027-05-08,9.12%,7.6%,1.52%,2.24,0.38,329.8191/338.1247/429.79/No Horizontal Resistance/372.972/399.3723/281.92,136.01/129.12/235.5515/198.7812/No F-Track Level/No F-Track Level/No EMA 200 Support,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"EFA, Long, 2026-01-25 (Price: 99.97)",2026-02-17 (Price: 104.22),"4.25%, 23 days","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-02-17 (Price: 104.22), 4.25% above",23 days,98.0,No Information,No Information,No Information,No Information,No Information,4.25% above/4.83% above/4.25% above,7.21%/1.24%/3.58%,"13.66%, 23.59%",10.7 months/1.2 month/3.4 months,2027-05-04/2026-03-18/2026-06-21,2.98%,2.36%,0.62%,0.36,0.03,102.9491/103.5489/123.86/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.02/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/91.35,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-08-10 (Price: 57.24)",2026-02-17 (Price: 58.91),"2.92%, 6.4 months","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-08-08",Already confirmed,"2026-02-17 (Price: 58.91), 2.92% above",6.4 months,55.02,No Information,No Information,No Information,No Information,No Information,8.39% above/2.92% above/2.92% above,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,2026-11-17/2025-10-01/2026-01-04,-0.68%,2.1%,-2.78%,0.55,0.05,60.9778/62.2886/57.91/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,35.9/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/41.89,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
DELTADRIFT,"ATM.NZ, Long, 2026-01-22 (Price: 9.94)",2026-02-16 (Price: 10.5),"5.63%, 25 days","75.0%, Past 4 years, 12","Daily, was CONFIRMED on 2026-01-22",Already confirmed,"2026-02-17 (Price: 11.19), 12.58% above",26 days,9.5,No Information,No Information,No Information,No Information,No Information,No Information,8.79%/3.28%/5.7%,"14.37%, 14.37%",2.5 months/2 days/18 days,2026-05-10/2026-01-24/2026-02-17,5.16%,-1.82%,6.98%,0.11,0.02,10.4917/10.5066/10.5/10.965/21.86/25.8879/No EMA 200 Target,9.55/5.185/9.9254/9.2893/No F-Track Level/No F-Track Level/9.71,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",2026-02-15 (Price: 55.39),"20.68%, 8.2 months","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2026-02-17 (Price: 55.38), 20.65% above",8.2 months,43.42,No Information,No Information,No Information,No Information,No Information,28.05% above/25.78% above/20.65% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2025-11-14/2025-07-25/2025-09-01,-1.83%,3.94%,-5.77%,0.27,0.24,46.5885/49.1497/49.65/51.51/65.8353/68.6522/No EMA 200 Target,37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level/44.38,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-11-23 (Price: 47.11)",2026-02-15 (Price: 55.39),"17.58%, 2.8 months","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-11-21",Already confirmed,"2026-02-17 (Price: 55.38), 17.55% above",2.9 months,47.0,No Information,No Information,No Information,No Information,No Information,24.73% above/16.44% above/17.55% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2026-04-24/2026-01-02/2026-02-09,-1.83%,3.94%,-5.77%,0.27,0.24,47.8166/50.4454/52.74/51.51/65.8353/68.6522/No EMA 200 Target,41.23/34.9317/46.0303/41.121/No F-Track Level/No F-Track Level/42.96,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2024-07-21 (Price: 76.98)",2026-02-15 (Price: 62.0),"-19.46%, 1.6 year","91.3%, Past 10 years, 23","Weekly, is CONFIRMED on 2024-07-19",Already confirmed,"2026-02-17 (Price: 62.5), 18.81% below",1.6 year,75.37,No Information,No Information,No Information,No Information,No Information,9.42% below/17.5% below/18.81% below,13.53%/1.78%/6.21%,"5.83%, 27.74%",1.2 year/1.2 month/3.5 months,2026-04-07/2024-09-11/2024-12-20,8.44%,10.06%,-1.62%,1.12,0.58,81.6527/81.7605/76.99/85.45/119.9356/137.6171/No EMA 200 Target,67.63/38.35/73.6141/54.7158/No F-Track Level/No F-Track Level/67.82,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2025-12-14 (Price: 175.02)",2026-02-15 (Price: 182.78),"4.43%, 2.1 months","83.7%, Past 10 years, 92","Weekly, was CONFIRMED on 2025-12-14",Already confirmed,"2026-02-17 (Price: 184.97), 5.69% above",2.2 months,182.64,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,175.83%/0.32%/40.35%,"35.55%, 47.56%",8.9 months/2.1 months/4 months,2027-01-04/2026-03-15/2026-06-05,75.78%,46.22%,29.56%,0.69,1.86,219.8776/245.6406/239.8943/No Horizontal Resistance/239.8943/283.6698/No EMA 200 Target,167.02/13.9695/152.8996/143.3288/No F-Track Level/No F-Track Level/172.06,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"^GSPC, Long, 2025-10-19 (Price: 6664.0098)",2026-02-15 (Price: 6836.1699),"2.58%, 4 months","88.46%, Past 10 years, 52","Weekly, was CONFIRMED on 2025-10-19",Already confirmed,"2026-02-17 (Price: 6843.2202), 2.69% above",4 months,6622.5298,No Information,"^DJI, Normal Case",No Information,No Information,No Information,No Information,21.88%/0.79%/8.32%,"14.2%, 31.81%",9.8 months/2.1 months/4.3 months,2026-12-18/2026-01-18/2026-04-23,23.94%,9.23%,14.71%,0.85,0.57,7287.7611/7218.4554/7318.7876/No Horizontal Resistance/7318.7876/7940.05/No EMA 200 Target,5074.08/4106.4632/6353.1151/5892.8418/No F-Track Level/No F-Track Level/6511.09,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-12-28 (Price: 94.47)",2026-02-15 (Price: 76.87),"-18.63%, 1.6 month","80.0%, Past 15 years, 5","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2026-02-17 (Price: 77.0), 18.49% below",1.7 month,94.71,No Information,No Information,No Information,No Information,No Information,No Information,17.48%/14.69%/16.13%,"53.59%, 53.59%",3.7 months/21 days/2.2 months,2026-06-06/2026-01-27/2026-04-02,0.19%,16.07%,-15.88%,-0.03,0.7,108.9617/109.708/109.33/No Horizontal Resistance/139.352/152.4292/111.45,94.39/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,72.73%/11/3.4 months (Across ALL Assets),90.36%/83/2.3 months (Across ALL Assets)
TRENDPULSE,"EWJ, Long, 2026-02-09 (Price: 91.29)",2026-02-13 (Price: 93.85),"2.8%, 4 days","90.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-02-09",Already confirmed,"2026-02-17 (Price: 91.87), 0.64% above",8 days,90.3,No Information,No Information,No Information,No Information,No Information,6.7% above/0.64% above/0.64% above,6.09%/0.13%/1.99%,"20.53%, 29.69%",4.1 months/10 days/1.4 month,2026-08-04/2026-02-23/2026-04-10,6.05%,4.95%,1.1%,-0.04,0.24,92.2851/93.1067/113.04/No Horizontal Resistance/90.9425/104.8752/No EMA 200 Target,79.74/53.915/83.4752/No support/No F-Track Level/No F-Track Level/78.88,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-11-04 (Price: 9.53)",2026-02-13 (Price: 9.59),"0.63%, 3.4 months","83.33%, Past 4 years, 30","Daily, is CONFIRMED on 2025-11-04",Already confirmed,"2026-02-17 (Price: 9.2), 3.46% below",3.5 months,9.45,No Information,No Information,No Information,No Information,No Information,2.54% below/3.46% below/3.46% below,7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,2026-04-13/2025-12-04/2026-01-03,0.18%,2.84%,-2.66%,0.35,0.12,9.7006/9.793/10.51/No Horizontal Resistance/11.2606/15.4512/No EMA 200 Target,8.95/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.12,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"UPS, Long, 2026-02-05 (Price: 116.55)",2026-02-13 (Price: 119.24),"2.31%, 8 days","84.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-02-05",Already confirmed,"2026-02-17 (Price: 115.51), 0.89% below",12 days,116.0,No Information,No Information,No Information,No Information,No Information,1.05% below/0.89% below/0.89% below,12.72%/0.81%/3.61%,"11.68%, 27.88%",4.4 months/6 days/19 days,2026-08-15/2026-02-13/2026-03-04,3.68%,1.2%,2.48%,0.2,0.07,118.8693/120.7575/118.16/221.2667/228.7501/295.6013/No EMA 200 Target,103.7/107.93/112.825/No support/No F-Track Level/No F-Track Level/95.43,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2026-01-16 (Price: 139.28)",2026-02-13 (Price: 146.42),"5.13%, 28 days","85.19%, Past 4 years, 27","Daily, is CONFIRMED on 2026-01-16",Already confirmed,"2026-02-17 (Price: 147.89), 6.18% above",1.1 month,137.77,No Information,No Information,No Information,No Information,No Information,7.18% above/6.18% above/6.18% above,6.98%/0.37%/2.24%,"18.84%, 26.48%",2.8 months/4 days/15 days,2026-05-17/2026-01-21/2026-02-06,6.19%,1.18%,5.01%,-0.03,-0.0,144.113/142.3999/156.12/171.0825/218.156/349.4971/No EMA 200 Target,134.0/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/135.98,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2026-02-02 (Price: 9.48)",2026-02-12 (Price: 9.78),"3.16%, 10 days","83.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-02-02",Already confirmed,"2026-02-17 (Price: 9.2), 2.95% below",15 days,9.35,No Information,No Information,No Information,No Information,No Information,2.95% below/2.95% below/2.95% below,7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,2026-07-12/2026-03-04/2026-04-03,0.18%,2.84%,-2.66%,0.35,0.12,9.6497/9.7416/9.73/9.85/11.2606/15.4512/No EMA 200 Target,9.18/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.21,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
