Symbol,Signal,Signal Date/Price($),Latest Trading Date/Price($),Interval,Current F-Stack Level($),Current Band Price Range($),Width of Current Band(%),Band Composition (F-Stack Level(%) of Low($)-High($) & ..),Trading Days between signal date and Latest Trading date,Price on Latest Trading day vs signal date,Next Band Price Level($),Next Band Price Range($),Next F-Track [%] (Price Level [$]/Retracement Level [%]/Upmove [$]),Next F-Track [%] Price Level vs Price on Latest Trading day,Next Band Price Level vs Price on Latest Trading day
GILD,Resistance,2026-03-31 (Price: 139.37),2026-04-10 (Price: 138.99),Monthly,147.6277,144.4759-150.7795,4.36,161.8% of 59.4500-112.0000 & 161.8% of 70.7800-117.0800 & 161.8% of 65.0400-117.0800 & 161.8% of 62.5500-117.0800,10 days,0.27% below,164.8390,163.5396-166.1383,134.7457/23.66/64.27-148.95,3.05% below,18.6% above
FSF.NZ,Resistance,2026-03-31 (Price: 8.2),2026-04-10 (Price: 8.4),Monthly,8.2307,8.2307-8.2307,0,423.6% of 3.9100-4.9300,10 days,2.44% above,10.9011,10.9011-10.9011,4.7128/88.6/3.2-3.08,43.9% below,29.77% above
EWJ,Resistance,2026-03-31 (Price: 84.44),2026-04-10 (Price: 88.13),Monthly,88.5172,88.5172-88.5172,0,261.8% of 58.9600-70.2500,10 days,4.37% above,97.7161,97.7161-97.7161,86.1315/23.66/71.43-92.37,2.27% below,10.88% above
ORCL,Resistance,2026-03-31 (Price: 147.11),2026-04-10 (Price: 138.09),Monthly,262.1706,262.1706-262.1706,0,1109.0% of 69.8700-87.2100,10 days,6.13% below,287.7444,287.7444-287.7444,144.722/88.6/140.72-281.24,4.8% above,108.37% above
005930.KS,Resistance,2026-03-31 (Price: 167200.0),2026-04-10 (Price: 206000.0),Monthly,190351.6400,189268.08-191435.2,1.15,7601.2% of 11400.0000-13740.0000 & 1794.4% of 42500.0000-50800.0000,10 days,23.21% above,220223.2400,219272.88-221173.6,178956.91/23.66/46150.0-216500.0,13.13% below,6.9% above
TSLA,Resistance,2026-03-31 (Price: 371.75),2026-04-10 (Price: 348.95),Monthly,443.0324,443.0324-443.0324,0,161.8% of 282.1600-381.5867,10 days,6.13% below,461.2057,461.2057-461.2057,318.815/50/183.28-449.72,8.64% below,32.17% above
000660.KS,Resistance,2026-03-31 (Price: 807000.0),2026-04-10 (Price: 1027000.0),Monthly,989971.0000,989971.0-989971.0,0,4697.8% of 73900.0000-93400.0000,10 days,27.26% above,1229093.3500,1192274.2-1265912.5,845045.39/23.66/28700.0-1061000.0,17.72% below,19.68% above
MU,Resistance,2026-03-31 (Price: 337.84),2026-04-10 (Price: 420.59),Monthly,409.5495,406.8653-412.2338,1.32,1109.0% of 50.1000-82.2700 & 1109.0% of 103.7100-131.5300,10 days,24.49% above,442.9249,434.8086-451.0413,374.3813/23.66/76.95-337.84,10.99% below,5.31% above
GOOG,Resistance,2026-03-31 (Price: 286.86),2026-04-10 (Price: 315.72),Monthly,330.6546,330.6546-330.6546,0,685.4% of 101.4500-134.8910,10 days,10.06% above,480.6870,472.3107-489.0633,287.0488/23.66/101.45-311.43,9.08% below,52.25% above
WPM,Resistance,2026-03-31 (Price: 131.01),2026-04-10 (Price: 144.84),Monthly,143.1487,143.1487-143.1487,0,685.4% of 56.2400-68.9200,10 days,10.56% above,196.8612,196.8612-196.8612,135.6195/23.66/42.25-131.01,6.37% below,35.92% above
NU,Semi-Resistance,2026-03-22 (Price: 13.94),2026-04-10 (Price: 14.96),Weekly,16.0685,16.0685-16.0685,0,161.8% of 10.8100-14.0600,19 days,7.32% above,19.3185,19.3185-19.3185,No Support,No Support,29.13% above
BN.TO,Resistance,2026-03-01 (Price: 59.82),2026-04-10 (Price: 58.35),Weekly,66.0174,66.0174-66.0174,0,161.8% of 48.2733-59.2400,1.3 month,2.46% below,75.9313,74.8784-76.9841,No Support,No Support,30.13% above
AAPL,Resistance,2026-02-28 (Price: 264.18),2026-04-10 (Price: 260.48),Monthly,275.1059,273.4456-276.7661,1.21,423.6% of 144.2900-174.7800 & 1794.4% of 41.6100-54.7150,1.4 month,1.4% below,297.1089,296.2756-297.9422,260.3676/23.66/212.5-271.86,0.04% below,14.06% above
CNU.NZ,Resistance,2026-02-28 (Price: 9.58),2026-04-10 (Price: 9.51),Monthly,9.7276,9.5777-9.8775,3.13,161.8% of 7.1750-8.6600 & 161.8% of 6.6900-8.6600,1.4 month,0.73% below,11.0627,11.0627-11.0627,9.282/23.66/7.4-9.56,2.4% below,16.33% above
QQQ,Resistance,2026-02-28 (Price: 607.29),2026-04-10 (Price: 611.07),Monthly,634.1966,634.1966-634.1966,0,4697.8% of 29.1200-42.0000,1.4 month,0.62% above,768.7753,768.7753-768.7753,546.4514/23.66/277.95-629.07,10.57% below,25.81% above
AVGO,Resistance,2026-02-28 (Price: 319.55),2026-04-10 (Price: 371.55),Monthly,397.4404,397.4404-397.4404,0,1794.4% of 47.0120-66.5410,1.4 month,16.27% above,614.0170,614.017-614.017,326.3338/23.66/47.012-346.1,12.17% below,65.26% above
AMZN,Resistance,2026-01-31 (Price: 239.3),2026-04-10 (Price: 238.38),Monthly,243.9420,241.0826-246.8015,2.37,261.8% of 120.2095-166.3795 & 685.4% of 75.0985-100.1500,2.3 months,0.38% below,257.1563,257.1563-257.1563,216.6816/23.66/103.13-233.22,9.1% below,7.88% above
AMD,Resistance,2026-01-31 (Price: 236.73),2026-04-10 (Price: 245.04),Monthly,251.8988,251.8988-251.8988,0,2903.4% of 13.8200-22.0200,2.3 months,3.51% above,269.2327,269.2327-269.2327,221.984/23.66/97.35-256.12,9.41% below,9.87% above
^NDX,Semi-Resistance,2026-01-31 (Price: 25552.3906),2026-04-10 (Price: 25116.3379),Monthly,25849.2000,25849.2-25849.2,0,4697.8% of 1185.7500-1710.7500,2.3 months,1.71% below,31443.3312,31443.3312-31443.3312,22457.6702/23.66/11405.5703-25858.1309,10.59% below,25.19% above
MSFT,Resistance,2026-01-31 (Price: 430.29),2026-04-10 (Price: 370.87),Monthly,517.4523,517.4523-517.4523,0,1794.4% of 31.2812-58.3750,2.3 months,13.81% below,574.7462,574.7462-574.7462,368.8052/88.6/395.26-533.5,0.56% below,54.97% above
GLXY.TO,Resistance,2026-01-31 (Price: 38.5),2026-03-31 (Price: 28.26),Monthly,47.9485,47.9485-47.9485,0,261.8% of 4.8300-21.3000,2.0 month,26.6% below,54.3937,53.3954-55.3919,No Support,No Support,92.48% above
SFTBY,Resistance,2026-01-31 (Price: 13.81),2026-04-10 (Price: 11.84),Monthly,20.8342,20.8342-20.8342,0,1109.0% of 4.9200-6.3550,2.3 months,14.27% below,22.5282,22.3219-22.7345,11.6634/61.8/6.3475-21.9775,1.49% below,90.27% above
SPOT,Resistance,2025-12-31 (Price: 580.71),2026-04-10 (Price: 475.99),Monthly,692.6317,692.6317-692.6317,0,685.4% of 241.5700-307.3800,3.3 months,18.03% below,971.4029,971.4029-971.4029,427.1425/50/79.42-767.34,10.26% below,104.08% above
NFLX,Resistance,2025-12-31 (Price: 93.76),2026-04-10 (Price: 103.01),Monthly,123.8617,123.8617-123.8617,0,7601.2% of 4.8801-6.4454,3.3 months,9.87% above,138.6860,138.686-138.686,89.0986/38.2/19.744-133.913,13.5% below,34.63% above
HDFCBANK.NS,Semi-Resistance,2025-12-31 (Price: 991.2),2026-04-10 (Price: 810.3),Monthly,976.4995,967.9018-985.0971,1.78,261.8% of 430.9500-636.0500 & 2903.4% of 46.1375-78.4775,3.3 months,18.25% below,1299.7536,1299.7536-1299.7536,811.168/61.8/701.7-987.3,0.11% above,60.4% above
UBER,Semi-Resistance,2025-12-31 (Price: 81.71),2026-04-10 (Price: 70.48),Monthly,87.2921,87.2921-87.2921,0,161.8% of 60.3200-76.9900,3.3 months,13.74% below,103.1697,102.3772-103.9621,70.6297/38.2/20.46-97.97,0.21% above,46.38% above
META,Semi-Resistance,2025-12-31 (Price: 660.09),2026-04-10 (Price: 629.86),Monthly,722.2832,722.2832-722.2832,0,1109.0% of 118.1000-172.5800,3.3 months,4.58% below,915.8510,915.851-915.851,628.6993/23.66/118.1-738.7,0.18% below,45.41% above
IMO.TO,Breakout,2026-04-10 (Price: 178.93),2026-04-10 (Price: 178.93),Monthly,165.0158,165.0158-165.0158,0,1109.0% of 47.2400-57.8600,0 days,0.0% below,192.4759,192.4759-192.4759,161.4194/23.66/92.99-178.93,9.79% below,7.57% above
CNQ.TO,Vibration,2026-04-10 (Price: 64.16),2026-04-10 (Price: 64.16),Monthly,66.0478,65.8353-66.2602,0.65,4697.8% of 1.1325-2.5098 & 685.4% of 17.5906-24.6915,0 days,0.0% below,73.1275,69.5454-76.7097,62.4558/23.66/39.56-67.86,2.66% below,13.98% above
XIU.TO,Vibration,2026-03-31 (Price: 48.15),2026-04-10 (Price: 49.48),Monthly,48.3988,48.3988-48.3988,0,423.6% of 13.2400-21.5400,10 days,2.76% above,56.9776,56.9776-56.9776,44.7068/23.66/29.86-48.15,9.65% below,15.15% above
MCD,Vibration,2026-03-31 (Price: 310.79),2026-04-10 (Price: 305.68),Monthly,322.8370,322.837-322.837,0,19900.2% of 5.6875-7.2812,10 days,1.64% below,371.0748,371.0748-371.0748,304.23/38.2/265.4-310.79,0.47% below,21.39% above
EFA,Breakout,2026-03-31 (Price: 97.13),2026-04-10 (Price: 102.18),Monthly,98.2071,98.2071-98.2071,0,261.8% of 58.7800-73.8400,10 days,5.2% above,106.1972,104.1278-108.2666,93.7953/23.66/59.31-105.38,8.21% below,3.93% above
TD.TO,Breakout,2026-03-31 (Price: 129.92),2026-04-10 (Price: 139.28),Monthly,127.7222,127.7222-127.7222,0,1794.4% of 14.6750-20.9750,10 days,7.2% above,133.1838,133.1838-133.1838,118.1817/23.66/59.83-139.28,15.15% below,4.38% below
RY.TO,Vibration,2026-03-31 (Price: 224.88),2026-04-10 (Price: 237.86),Monthly,225.3281,225.3281-225.3281,0,1109.0% of 69.0700-83.1600,10 days,5.77% above,240.0573,234.9422-245.1723,200.5108/23.66/87.17-226.72,15.7% below,0.92% above
NA.TO,Vibration,2026-03-31 (Price: 180.01),2026-04-10 (Price: 195.72),Monthly,185.7170,185.416-186.018,0.32,1794.4% of 23.9200-32.9200 & 4697.8% of 11.0250-14.7500,10 days,8.73% above,204.2705,204.2705-204.2705,174.7195/23.66/121.08-195.72,10.73% below,4.37% above
ATZ.TO,Breakout,2026-03-31 (Price: 113.52),2026-04-10 (Price: 127.42),Monthly,111.7977,111.7977-111.7977,0,261.8% of 26.3200-58.9700,10 days,12.24% above,164.6254,164.6254-164.6254,111.4535/23.66/26.32-107.33,12.53% below,29.2% above
WMT,Breakout,2026-03-31 (Price: 124.28),2026-04-10 (Price: 126.77),Monthly,114.6382,112.8213-116.4551,3.22,1794.4% of 23.3400-28.3267 & 1109.0% of 19.6133-28.3267 & 1109.0% of 27.5133-35.5333,10 days,2.0% above,136.6818,131.3462-142.0174,112.071/23.66/42.8767-127.95,11.6% below,7.82% above
GLD,Breakout,2026-03-31 (Price: 430.29),2026-04-10 (Price: 437.13),Monthly,403.5768,403.5768-403.5768,0,685.4% of 116.1200-158.0600,10 days,1.59% above,581.2346,581.2346-581.2346,424.7298/23.66/164.81-444.95,2.84% below,32.97% above
PPH,Breakout,2026-03-31 (Price: 103.88),2026-04-10 (Price: 103.83),Monthly,102.7801,101.34-104.2201,2.84,261.8% of 57.4100-74.1900 & 261.8% of 55.6300-74.1900,10 days,0.05% below,128.4901,128.4901-128.4901,104.2898/23.66/89.46-111.7,0.44% above,23.75% above
TD,Breakout,2026-03-31 (Price: 93.31),2026-04-10 (Price: 100.71),Monthly,92.1326,87.6103-96.6549,10.32,261.8% of 44.2300-60.8000 & 161.8% of 64.9700-80.6900 & 161.8% of 63.9900-80.6900 & 161.8% of 59.9000-80.6900 & 423.6% of 39.8300-52.6300 & 423.6% of 39.8000-52.6300 & 423.6% of 49.7200-60.8000,10 days,7.93% above,106.9178,106.125-107.7106,89.1833/23.66/53.24-100.71,11.45% below,6.16% above
MAR,Breakout,2026-03-31 (Price: 327.07),2026-04-10 (Price: 354.1),Monthly,313.5051,311.8464-315.1638,1.06,423.6% of 136.0100-177.5200 & 1794.4% of 66.4600-80.3200,10 days,8.26% above,355.3234,355.3234-355.3234,313.455/23.66/136.01-341.73,11.48% below,0.35% above
ACWX,Breakout,2026-03-31 (Price: 68.47),2026-04-10 (Price: 72.29),Monthly,70.4618,70.025-70.8987,1.25,261.8% of 41.9600-52.6800 & 261.8% of 41.4200-52.6800,10 days,5.58% above,75.6529,75.6529-75.6529,68.785/23.66/56.95-74.45,4.85% below,4.65% above
SOXX,Breakout,2026-03-31 (Price: 328.66),2026-04-10 (Price: 386.6),Monthly,320.8469,316.8455-324.8483,2.53,4697.8% of 15.2467-21.6667 & 261.8% of 183.8400-235.3800 & 4697.8% of 15.4700-21.9533 & 423.6% of 108.8267-159.8233,10 days,17.63% above,395.2114,388.2594-402.1634,332.5108/23.66/183.84-386.6,13.99% below,2.23% above
SLV,Breakout,2026-03-31 (Price: 68.14),2026-04-10 (Price: 69.08),Monthly,67.0665,66.4326-67.7004,1.91,1109.0% of 20.5200-24.6600 & 161.8% of 13.1900-46.8800,10 days,1.38% above,94.8082,94.8082-94.8082,63.01/50/17.5-75.44,8.79% below,37.24% above
XLU,Breakout,2026-03-31 (Price: 45.89),2026-04-10 (Price: 46.96),Monthly,43.1213,43.1213-43.1213,0,423.6% of 14.3800-21.1650,10 days,2.33% above,60.8844,60.8844-60.8844,42.966/23.66/29.845-47.73,8.51% below,29.65% above
EIF.TO,Vibration,2026-03-31 (Price: 104.39),2026-04-10 (Price: 105.24),Monthly,108.4647,108.1742-108.7551,0.54,685.4% of 42.6500-52.2100 & 1794.4% of 23.8800-28.6100,10 days,0.81% above,117.3251,117.3251-117.3251,94.6864/23.66/42.65-108.68,10.03% below,11.48% above
ASML,Breakout,2026-03-31 (Price: 1320.83),2026-04-10 (Price: 1478.28),Monthly,1374.6905,1341.3456-1408.0353,4.97,261.8% of 686.6100-936.7000 & 261.8% of 668.0800-936.7000 & 19900.2% of 21.1705-28.1396,10 days,11.92% above,1542.4146,1520.0863-1564.7429,1318.0231/23.66/668.08-1450.5601,10.84% below,4.34% above
^BVSP,Breakout,2026-03-31 (Price: 187462.0),2026-04-10 (Price: 197323.875),Monthly,173653.9680,173653.968-173653.968,0,1794.4% of 8623.0000-17820.0000,10 days,5.26% above,192289.6000,192289.6-192289.6,No Support,No Support,2.55% below
EEM,Breakout,2026-03-31 (Price: 56.79),2026-04-10 (Price: 60.56),Monthly,58.9308,57.7291-60.1325,4.16,161.8% of 40.1900-51.0300 & 161.8% of 39.1600-51.0300 & 161.8% of 43.3700-53.7300,10 days,6.64% above,64.6430,63.4803-65.8057,59.3896/23.66/43.76-62.58,1.93% below,6.74% above
BNS.TO,Breakout,2026-02-28 (Price: 103.48),2026-04-10 (Price: 100.85),Monthly,95.6649,94.9631-96.3667,1.48,261.8% of 61.0600-74.0100 & 161.8% of 57.4700-81.5100,1.4 month,2.54% below,105.6031,103.2883-107.918,94.2784/23.66/56.15-103.48,6.52% below,4.71% above
^GSPC,Vibration,2026-02-28 (Price: 6878.8799),2026-04-10 (Price: 6816.8901),Monthly,6878.3796,6878.3796-6878.3796,0,423.6% of 3785.3799-4515.5498,1.4 month,0.9% below,7259.3705,7229.888-7288.8531,6171.6483/23.66/3871.98-6939.0298,9.47% below,6.49% above
BDGI.TO,Breakout,2026-01-31 (Price: 76.99),2026-04-10 (Price: 63.4),Monthly,73.0410,72.2104-73.8716,2.30,423.6% of 27.6900-38.2000 & 261.8% of 35.9800-50.2000 & 261.8% of 31.4600-47.6600,2.3 months,17.65% below,87.1484,83.0931-91.2038,63.8711/38.2/39.28-76.99,0.74% above,37.46% above
IWM,Breakout,2026-01-31 (Price: 259.65),2026-04-10 (Price: 261.3),Monthly,245.3626,236.3162-254.409,7.66,261.8% of 133.9000-173.0200 & 161.8% of 178.4000-218.1700 & 161.8% of 169.3600-218.1700 & 685.4% of 102.7300-124.8600,2.3 months,0.64% above,270.9222,270.9222-270.9222,247.9708/23.66/194.86-259.65,5.1% below,3.68% above
VGT,Breakout,2026-01-31 (Price: 747.92),2026-04-10 (Price: 743.28),Monthly,671.1312,671.1312-671.1312,0,261.8% of 326.5500-458.1700,2.3 months,0.62% below,884.0923,884.0923-884.0923,685.0535/23.66/330.2-793.21,7.83% below,18.94% above
IBKR,Semi-Breakout,2026-01-31 (Price: 74.88),2026-04-10 (Price: 71.21),Monthly,64.9573,64.9573-64.9573,0,1109.0% of 15.3850-19.8550,2.3 months,4.9% below,77.1458,77.1458-77.1458,63.5325/23.66/15.385-71.19,10.78% below,8.34% above
^STI,Breakout,2026-01-31 (Price: 4905.1299),2026-04-10 (Price: 4989.4102),Monthly,4426.2671,4238.2072-4614.3269,8.87,161.8% of 3105.8501-3805.7000 & 161.8% of 3007.3601-3805.7000 & 685.4% of 1352.3000-1803.2200 & 423.6% of 1795.1300-2438.5000 & 261.8% of 2790.8899-3487.3899,2.3 months,1.72% above,5057.7620,4938.0571-5177.467,4550.9861/23.66/3093.1101-4995.0698,8.79% below,1.37% above
EFN.TO,Breakout,2025-12-31 (Price: 36.05),2026-04-10 (Price: 32.09),Monthly,33.6344,33.6344-33.6344,0,685.4% of 8.9600-12.5600,3.3 months,10.98% below,48.8840,48.884-48.884,29.9672/23.66/4.15-37.83,6.62% below,52.33% above
