Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"GNE.NZ, Long, 2025-12-05 (Price: 2.36)",No Exit Yet,"0.0%, 0 days","92.86%, Past 4 years, 14","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 2.36), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,5.47%/2.27%/3.64%,"7.36%, 7.72%",1.2 month/1 day/10 days,2026-01-27/2025-12-06/2025-12-19,16.24%,-6.13%,22.37%,0.94,-0.41,2.4204/2.4459/2.43/3.575/4.6908/5.9676/No Moving Avg Target,2.33/2.0733/No F-Stack Support/No F-Stack Support/2.4686/2.5108/2.33,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2025-12-05 (Price: 99.26)",No Exit Yet,"0.0%, 0 days","90.32%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 99.26), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.39% above/0.55% above/0.0% below,12.4%/0.79%/4.86%,"1.93%, 33.13%",9.8 months/19 days/3.1 months,2027-02-03/2026-01-01/2026-04-17,9.78%,3.65%,6.13%,1.33,0.04,101.7911/104.084/115.51/No Horizontal Resistance/105.6031/114.0496/No Moving Avg Target,63.97/61.07/95.6649/90.1456/88.9194/82.4971/79.06,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
FRACTAL TRACK,"UBER, Long, 2025-12-05 (Price: 91.32)",No Exit Yet,"0.0%, 0 days","87.5%, Past 6 years, 8","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 91.32), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 82.5663), 10.6% above, Upmove Bounce Back","2022-07-03 (Price: 19.895), 2025-09-28 (Price: 101.99)",No Information,110.4%/15.19%/62.8%,"3.04%, 55.87%",2.7 years/2.5 months/1.5 year,2029-10-22/2026-03-22/2028-01-05,20.24%,13.56%,6.68%,0.39,0.48,92.151/148.669/140.58/No Horizontal Resistance/103.1697/130.9341/No Moving Avg Target,83.87/34.6025/87.2921/71.0872/82.5663/70.6297/87.24,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-12-05 (Price: 53.95)",No Exit Yet,"0.0%, 0 days","81.82%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 53.95), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,16.63%/0.1%/7.67%,"14.36%, 34.47%",6.0 months/19 days/2.1 months,2026-08-21/2026-01-01/2026-03-06,9.08%,10.18%,-1.1%,0.39,0.36,55.7088/58.088/59.43/No Horizontal Resistance/60.5768/64.246/No Moving Avg Target,48.65/29.49/50.5717/44.5293/53.8138/55.585/46.62,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2025-12-05 (Price: 45.995)",No Exit Yet,"0.0%, 0 days","81.82%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 45.995), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.8% above/0.0% below/0.0% below,12.26%/2.26%/5.43%,"0.65%, 24.58%",10.1 months/19 days/2.6 months,2027-02-18/2026-01-01/2026-03-26,11.14%,2.84%,8.3%,1.13,0.01,47.0253/48.4925/55.37/65.1933/78.3229/93.1188/No Moving Avg Target,44.33/39.215/No F-Stack Support/No F-Stack Support/53.1262/54.7954/44.79,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-05 (Price: 122.2)",No Exit Yet,"0.0%, 0 days","80.65%, Past 4 years, 31","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 122.2), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.76% above/0.0% below/0.0% below,4.43%/0.31%/2.11%,"10.76%, 19.34%",3.9 months/4 days/16 days,2026-05-22/2025-12-10/2025-12-28,1.65%,7.04%,-5.39%,0.02,0.24,125.0839/124.7784/134.15/No Horizontal Resistance/127.7222/133.1838/No Moving Avg Target,113.54/73.6233/116.5496/105.2485/104.9138/94.2661/99.51,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-05 (Price: 100.24)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 23 years, 7","Quarterly, is CONFIRMED on 2025-12-05",No Cancellation Possible,"2025-12-05 (Price: 100.24), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 106.2331), 5.64% below, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,57.17%/10.52%/34.09%,"-0.0%, 57.17%",2.2 months/2.2 months/2.2 months,2026-03-10/2026-03-09/2026-03-09,106.75%,5.4%,101.35%,1.28,0.89,192.7415/66.0682/29.53/34.8663/77.3488/70.5306/No Moving Avg Target,133.91/34.8663/77.3488/70.5306/89.0986/75.193/113.42,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-12-05 (Price: 100.24)",No Exit Yet,"-0.0%, 0 days","87.5%, Past 23 years, 16","Monthly, is CONFIRMED on 2025-12-05",No Cancellation Possible,"2025-12-05 (Price: 100.24), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 102.5619), 2.26% below, Upmove Break Below","2012-08-31 (Price: 0.7544), 2025-06-30 (Price: 134.115)",No Information,51.8%/3.55%/19.68%,"21.42%, 51.8%",2.1 months/20 days/27 days,2026-03-07/2026-01-02/2026-01-13,107.65%,5.4%,102.25%,0.58,0.92,184.5819/80.5128/20.22/34.8663/77.3488/70.5306/No Moving Avg Target,133.91/34.8663/77.3488/70.5306/89.0986/75.193/113.42,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2025-12-05 (Price: 62.05)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2025-12-05 (Price: 62.05), 0.0% below",0 days,No Information,No Information,No Information,"50.0% (Price: 53.39), 16.22% above, Upmove Break Below","2022-06-30 (Price: 16.78), 2025-12-05 (Price: 90.0)",No Information,22.05%/16.72%/18.57%,"0%, 22.05%",6.5 months/2.2 months/3.3 months,2026-09-13/2026-03-09/2026-04-25,14.54%,5.4%,9.14%,7.65,0.48,66.8775/50.5273/18.12/16.82/58.4635/48.0625/43.72,63.3/16.82/58.4635/48.0625/62.03/53.39/No Moving Avg Support,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
FRACTAL TRACK,"KWEB, Short, 2025-12-05 (Price: 37.59)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 12 years, 9","Monthly, was CONFIRMED on 2025-12-02",No Cancellation Possible,"2025-12-05 (Price: 37.59), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 38.4709), 2.29% below, Upmove Break Below","2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",No Information,10.4%/3.11%/6.98%,"19.33%, 16.82%",2.2 months/21 days/1.2 month,2026-03-10/2026-01-04/2026-01-26,21.98%,5.3%,16.68%,0.3,0.14,34.5527/34.9662/25.18/24.5062/No F-Stack Support/No F-Stack Support/36.36,42.01/24.5062/No F-Stack Support/No F-Stack Support/39.3865/41.3508/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
