"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"FBU.NZ, Long, 2025-12-10 (Price: 3.58)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 10","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 3.28 prior to 2025-12-31,"2025-12-10 (Price: 3.58), 0.0% below",0 days,"8, 2021-04-30 (Price: 7.27)",2025-10-31 (Price: 3.26),2025-11-28 (Price: 3.35),40/12/0 days,9.82% above/6.87% above/0.0% below,2021-04-30 (Price: 8.1708)/2025-12-10 (Price: 3.1092),27.18%/11.21%/20.88%,"-0.0%, 49.28%",6 days/5 days/5 days,2026-09-01/2026-07-15/2026-07-28,5.5%,0.69%,4.81%,1.23,0.0,4.1829/4.3275/5.79/7.985/12.6329/13.7816/No EMA 200 Target,2.83/2.82/No F-Stack Support/No F-Stack Support/No support/No support/3.2,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"BDGI.TO, Long, 2025-12-10 (Price: 78.37)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 61.31 prior to 2025-12-31,"2025-12-10 (Price: 78.37), 0.0% below",0 days,"0, 2018-06-30 (Price: 31.67)",2025-09-30 (Price: 61.38),2025-12-10 (Price: 78.37),71/0/0 days,27.68% above/0.0% below/0.0% below,2018-06-30 (Price: 49.0339)/2025-12-10 (Price: 52.2506),227.42%/21.67%/158.83%,"-0.0%, 36.34%",1 day/1 day/1 day,2028-07-05/2027-10-18/2028-03-23,16.49%,8.5%,7.99%,0.7,0.42,161.6538/202.8451/106.39/No Horizontal Resistance/87.1484/97.3919/No EMA 200 Target,26.66/24.32/73.041/66.9303/68.5456/61.8935/53.15,88.89%/9/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
"TD.TO, Long, 2025-12-10 (Price: 125.88)",No Exit Yet,"0.0%, 0 days","90.0%, Past 10 years, 30","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 122.7959 prior to 2025-12-12,"2025-12-10 (Price: 125.88), 0.0% below",0 days,"2, 2025-06-29 (Price: 99.45)",2025-12-10 (Price: 125.88),2025-12-09 (Price: 123.47),0/1/0 days,0.0% below/1.95% above/0.0% below,2025-06-29 (Price: 99.8746)/2025-12-10 (Price: 122.185),12.32%/1.31%/6.58%,"9.57%, 31.6%",1 day/28 days/4 days,2028-07-05/2026-01-19/2026-07-02,7.49%,5.65%,1.84%,1.01,0.31,135.0063/134.1629/141.74/No Horizontal Resistance/127.7222/133.1838/No EMA 200 Target,81.05/73.6233/116.5496/105.2485/107.9254/96.7042/100.1,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"^TNX, Long, 2025-12-08 (Price: 4.172)",No Exit Yet,"-0.19%, 2 days","90.62%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-08",Already confirmed,"2025-12-10 (Price: 4.164), 0.19% below",2 days,"6, 2025-03-21 (Price: 4.252)",2025-12-05 (Price: 4.139),2025-12-08 (Price: 4.172),5/2/2 days,0.6% above/0.19% below/0.19% below,2025-03-21 (Price: 4.7122)/2025-12-08 (Price: 4.12),14.35%/1.59%/5.42%,"7.92%, 30.24%",2 days/6 days/19 days,2026-03-09/2025-12-16/2026-01-04,26.36%,9.62%,16.74%,0.75,0.51,4.6939/4.3981/4.22/4.6918/17.4008/18.8284/4.25,4.0/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"BNS.TO, Long, 2025-12-08 (Price: 99.39)",No Exit Yet,"0.81%, 2 days","93.1%, Past 4 years, 29","Daily, is CONFIRMED on 2025-12-08",Already confirmed,"2025-12-10 (Price: 100.2), 0.81% above",2 days,"2, 2025-10-08 (Price: 88.42)",2025-12-08 (Price: 99.39),2025-12-08 (Price: 99.39),2/2/2 days,0.81% above/0.81% above/0.81% above,2025-10-08 (Price: 89.7202)/2025-12-08 (Price: 98.7121),4.49%/0.55%/2.32%,"5.65%, 21.81%",3 days/6 days/22 days,2026-04-30/2025-12-16/2026-01-08,6.73%,3.09%,3.64%,0.73,0.12,106.2976/101.6958/105.97/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,88.42/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.2,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"BNS.TO, Long, 2025-12-07 (Price: 99.26)",No Exit Yet,"0.95%, 3 days","100.0%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 100.2), 0.95% above",3 days,"2, 2024-10-13 (Price: 72.18)",2025-11-30 (Price: 96.94),2025-12-02 (Price: 98.72),10/8/3 days,3.36% above/1.5% above/0.95% above,2024-10-13 (Price: 75.69)/2025-12-07 (Price: 94.2113),12.4%/0.79%/4.02%,"0%, 33.13%",1 day/28 days/3 days,2027-07-03/2026-01-16/2026-04-25,7.58%,2.54%,5.04%,1.18,0.04,103.8557/103.2503/115.51/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,63.97/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.06,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"BAC, Long, 2025-12-07 (Price: 53.95)",No Exit Yet,"0.24%, 3 days","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 54.08), 0.24% above",3 days,"2, 2025-01-05 (Price: 44.81)",2025-12-07 (Price: 53.95),2025-12-05 (Price: 53.95),3/5/3 days,0.24% above/0.24% above/0.24% above,2025-01-05 (Price: 47.0713)/2025-12-07 (Price: 53.4227),16.63%/0.1%/7.69%,"5.06%, 34.47%",8 days/1 day/3 days,2026-12-07/2026-01-28/2026-04-25,6.48%,6.95%,-0.47%,0.61,0.35,56.5558/58.0988/59.43/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,48.65/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/46.62,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"MCD, Long, 2025-12-07 (Price: 311.23)",No Exit Yet,"-0.22%, 3 days","100.0%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 310.53), 0.22% below",3 days,"2, 2025-06-22 (Price: 287.46)",2025-12-07 (Price: 311.23),2025-12-05 (Price: 311.23),3/5/3 days,0.22% below/0.22% below/0.22% below,2025-06-22 (Price: 329.8643)/2025-12-07 (Price: 307.0986),10.85%/0.38%/4.66%,"0%, 16.82%",10 days/1 day/4 days,2027-02-27/2026-01-28/2026-06-24,9.08%,6.77%,2.31%,1.49,0.4,333.7008/325.7333/325.49/321.3575/370.0426/590.3302/No EMA 200 Target,297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"FBU.NZ, Long, 2025-12-07 (Price: 3.64)",No Exit Yet,"-1.65%, 3 days","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 3.58), 1.65% below",3 days,"4, 2024-07-21 (Price: 3.31)",2025-12-07 (Price: 3.64),2025-12-07 (Price: 3.64),3/3/3 days,1.65% below/1.65% below/1.65% below,2024-07-21 (Price: 3.5705)/2025-12-07 (Price: 3.3277),5.66%/3.22%/4.85%,"41.61%, 51.08%",1 day/3 days/10 days,2027-07-03/2026-05-08/2027-02-14,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.5239/3.8165/3.84/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.5015/3.1474/No F-Track Level/No F-Track Level/3.2,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"IFT.NZ, Long, 2025-12-07 (Price: 11.78)",No Exit Yet,"-2.72%, 3 days","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 11.46), 2.72% below",3 days,"0, 2021-08-15 (Price: 7.51)",2025-12-07 (Price: 11.78),2025-12-05 (Price: 11.78),3/5/3 days,2.72% below/2.72% below/2.72% below,2021-08-15 (Price: 15.2992)/2025-12-07 (Price: 11.6078),32.14%/0.49%/7.8%,"0%, 24.36%",1 day/1 day/4 days,2027-07-03/2026-02-05/2026-06-29,9.48%,8.73%,0.75%,1.08,0.54,12.839/12.6988/14.34/11.925/18.927/29.733/No EMA 200 Target,11.55/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.34,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"TCS.NS, Long, 2025-12-05 (Price: 3238.2)",No Exit Yet,"-1.51%, 5 days","96.15%, Past 4 years, 26","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 3189.2), 1.51% below",5 days,"2, 2025-10-07 (Price: 2973.7)",2025-12-04 (Price: 3229.2),2025-12-05 (Price: 3238.2),6/5/5 days,1.24% below/1.51% below/1.51% below,2025-10-07 (Price: 3058.3407)/2025-12-05 (Price: 3204.1373),8.18%/1.59%/3.14%,"12.98%, 25.8%",4 days/6 days/1 day,2026-06-14/2025-12-13/2026-01-17,14.5%,5.53%,8.97%,0.53,0.28,3389.4239/3339.8795/3396.9/4543.575/5637.7577/6110.9256/3279.96,2990.2/2923.4601/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"WMT, Long, 2025-12-05 (Price: 115.11)",No Exit Yet,"-1.68%, 5 days","100.0%, Past 4 years, 23","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 113.18), 1.68% below",5 days,"4, 2025-08-07 (Price: 103.12)",2025-12-03 (Price: 114.41),2025-12-05 (Price: 115.11),7/5/5 days,1.08% below/1.68% below/1.68% below,2025-08-07 (Price: 104.2312)/2025-12-05 (Price: 112.5412),4.8%/0.97%/2.87%,"-0.0%, 26.01%",2 days/6 days/21 days,2026-03-27/2025-12-13/2026-01-04,12.68%,12.5%,0.18%,2.03,0.74,120.6007/118.4137/122.3/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,100.61/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.23,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"TD.TO, Long, 2025-12-05 (Price: 122.2)",No Exit Yet,"3.01%, 5 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-10 (Price: 125.88), 3.01% above",5 days,"4, 2025-08-25 (Price: 102.28)",2025-12-04 (Price: 120.09),2025-12-05 (Price: 122.2),6/5/5 days,4.82% above/3.01% above/3.01% above,2025-08-25 (Price: 109.2887)/2025-12-05 (Price: 120.0861),4.43%/0.31%/2.53%,"4.88%, 19.34%",1 day/4 days/12 days,2026-02-03/2025-12-10/2025-12-22,5.23%,5.65%,-0.42%,1.2,0.29,127.4424/125.2917/134.15/No Horizontal Resistance/128.6672/152.0396/No EMA 200 Target,113.54/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/99.51,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"WIPRO.NS, Long, 2025-12-03 (Price: 254.69)",2025-12-09 (Price: 257.41),"1.07%, 6 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-10 (Price: 257.98), 1.29% above",7 days,"8, 2025-05-09 (Price: 242.01)",2025-12-02 (Price: 250.17),2025-12-03 (Price: 254.69),8/7/7 days,3.12% above/1.29% above/1.29% above,2025-05-09 (Price: 280.1774)/2025-12-03 (Price: 249.3043),12.97%/1.07%/3.55%,"4.22%, 15.72%",2 days/6 days/22 days,2026-04-03/2025-12-11/2026-01-03,15.14%,9.33%,5.81%,1.08,0.49,272.8749/263.7315/262.3/366.6625/412.2037/473.5829/255.05,236.49/187.6063/216.7036/198.5041/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"JETS, Long, 2025-12-01 (Price: 26.2)",2025-12-08 (Price: 27.43),"4.69%, 7 days","80.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-12-01",Already confirmed,"2025-12-10 (Price: 28.04), 7.02% above",9 days,"2, 2025-10-09 (Price: 24.83)",2025-12-01 (Price: 26.2),2025-12-01 (Price: 26.2),9/9/9 days,7.02% above/7.02% above/7.02% above,2025-10-09 (Price: 25.5514)/2025-12-01 (Price: 25.9916),8.17%/0.83%/3.6%,"14.2%, 35.94%",2 days/8 days/22 days,2026-03-06/2025-12-12/2026-01-01,-14.22%,-2.09%,-12.13%,0.14,0.02,26.1424/27.1432/27.02/27.1773/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,23.68/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.56,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"CNR.TO, Long, 2025-12-01 (Price: 133.81)",2025-12-08 (Price: 136.2),"1.79%, 7 days","88.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-12-01",Already confirmed,"2025-12-10 (Price: 135.56), 1.31% above",9 days,"0, 2024-02-15 (Price: 174.92)",2025-11-27 (Price: 131.82),2025-12-01 (Price: 133.81),13/9/9 days,2.84% above/1.31% above/1.31% above,2024-02-15 (Price: 198.739)/2025-12-01 (Price: 132.1121),6.98%/0.37%/2.17%,"18.84%, 26.48%",2 days/4 days/16 days,2026-04-01/2025-12-06/2025-12-24,5.85%,1.19%,4.66%,0.01,-0.01,138.6807/136.7137/158.48/173.435/218.156/349.4971/136.95,128.08/127.762/86.815/55.8095/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"GOOG, Long, 2025-11-30 (Price: 320.12)",No Exit Yet,"0.27%, 10 days","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-10 (Price: 321.0), 0.27% above",10 days,"2, 2025-05-18 (Price: 167.43)",2025-11-23 (Price: 299.65),2025-11-30 (Price: 320.12),17/10/10 days,7.12% above/0.27% above/0.27% above,2025-05-18 (Price: 168.6944)/2025-11-30 (Price: 304.0583),19.02%/3.15%/10.32%,"-0.0%, 15.08%",6 days/1 day/1 day,2026-08-22/2026-01-21/2026-02-20,15.16%,15.34%,-0.18%,1.56,0.83,377.3575/353.1564/411.73/No Horizontal Resistance/285.4807/322.8294/No EMA 200 Target,147.74/84.51/240.3589/219.0619/No F-Track Level/No F-Track Level/203.2,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
