Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",2026-02-12 (Price: 207.21),"17.53%, 6.5 months","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-02-12 (Price: 207.21), 17.53% above",6.5 months,138.77,No Information,No Information,No Information,No Information,No Information,87.13% above/17.53% above/17.53% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2029-02-23/2026-03-09/2026-11-12,20.96%,6.33%,14.63%,1.29,0.43,338.0392/355.6878/206.9/No Horizontal Resistance/219.0648/251.3512/No EMA 200 Target,97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-11-23 (Price: 47.11)",2026-02-12 (Price: 54.53),"15.75%, 2.7 months","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-11-21",Already confirmed,"2026-02-12 (Price: 54.53), 15.75% above",2.7 months,47.0,No Information,No Information,No Information,No Information,No Information,22.82% above/15.75% above/15.75% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2026-04-24/2026-01-02/2026-02-09,-1.83%,3.94%,-5.77%,0.27,0.24,47.8166/50.4454/52.74/51.51/65.8353/68.6522/No EMA 200 Target,41.23/34.9317/46.0303/41.121/No F-Track Level/No F-Track Level/42.96,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",2026-02-12 (Price: 54.53),"18.8%, 8.1 months","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2026-02-12 (Price: 54.53), 18.8% above",8.1 months,43.42,No Information,No Information,No Information,No Information,No Information,26.08% above/18.8% above/18.8% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2025-11-14/2025-07-25/2025-09-01,-1.83%,3.94%,-5.77%,0.27,0.24,46.5885/49.1497/49.65/51.51/65.8353/68.6522/No EMA 200 Target,37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level/44.38,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",2026-02-12 (Price: 189.1),"7.14%, 8.6 months","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-02-12 (Price: 189.1), 7.14% above",8.6 months,170.49,No Information,No Information,No Information,No Information,No Information,7.14% above/7.14% above/7.14% above,24.69%/6.61%/15.78%,"0%, 12.12%",1 year/5 months/9.3 months,2026-11-03/2026-01-03/2026-07-09,8.62%,19.19%,-10.57%,2.59,1.27,209.8938/204.3517/279.99/No Horizontal Resistance/194.1559/294.0831/No EMA 200 Target,39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
BAND MATRIX,"AAPL, Long, 2026-01-07 (Price: 260.33)",2026-02-12 (Price: 261.98),"0.63%, 1.2 month","80.0%, Past 5 years, 5","Daily, was CONFIRMED on 2026-01-07",No Cancellation Possible,"2026-02-12 (Price: 261.98), 0.63% above",1.2 month,263.2,No Information,No Information,No Information,No Information,No Information,No Information,54.19%/13.51%/32.85%,"9.44%, 30.22%",3 years/1.1 month/1.2 year,2030-04-20/2026-02-23/2027-09-24,17.35%,10.3%,7.05%,0.76,0.55,283.5514/345.8484/314.7/No Horizontal Resistance/289.238/325.3828/No EMA 200 Target,245.27/136.57/202.8031/187.5583/No F-Track Level/No F-Track Level/238.89,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
BAND MATRIX,"CSCO, Long, 2026-01-06 (Price: 75.23)",2026-02-12 (Price: 75.36),"0.17%, 1.2 month","71.43%, Past 5 years, 7","Daily, was CONFIRMED on 2026-01-06",No Cancellation Possible,"2026-02-12 (Price: 75.36), 0.17% above",1.2 month,75.53,No Information,No Information,No Information,No Information,No Information,No Information,12.81%/8.85%/10.95%,"17.89%, 34.77%",7.3 months/1.7 month/5 months,2026-11-19/2026-03-20/2026-08-11,5.11%,7.55%,-2.44%,0.24,0.42,77.6298/83.4677/80.55/No Horizontal Resistance/78.7458/109.6316/No EMA 200 Target,71.04/40.92/75.1101/68.2017/No F-Track Level/No F-Track Level/69.94,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
BAND MATRIX,"EFN.TO, Long, 2025-11-17 (Price: 35.37)",2026-02-12 (Price: 33.64),"-4.89%, 2.9 months","90.91%, Past 5 years, 11","Daily, was CONFIRMED on 2025-11-17",No Cancellation Possible,"2026-02-12 (Price: 33.64), 4.89% below",2.9 months,34.68,No Information,No Information,No Information,No Information,No Information,No Information,19.77%/2.75%/10.33%,"6.6%, 17.54%",6.8 months/1.2 month/3.4 months,2026-09-08/2026-01-08/2026-04-13,20.08%,15.63%,4.45%,0.95,0.95,37.8919/39.0237/38.46/No Horizontal Resistance/45.1741/70.5281/No EMA 200 Target,34.92/11.7733/29.5041/No support/No F-Track Level/No F-Track Level/35.31,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2025-12-14 (Price: 175.02)",2026-02-12 (Price: 188.62),"7.77%, 2 months","83.7%, Past 10 years, 92","Weekly, was CONFIRMED on 2025-12-14",Already confirmed,"2026-02-12 (Price: 188.62), 7.77% above",2 months,182.64,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,175.83%/0.32%/40.35%,"35.55%, 47.56%",8.9 months/2.1 months/4 months,2027-01-04/2026-03-15/2026-06-05,75.78%,46.22%,29.56%,0.69,1.86,219.8776/245.6406/239.8943/No Horizontal Resistance/239.8943/283.6698/No EMA 200 Target,167.02/13.9695/152.8996/143.3288/No F-Track Level/No F-Track Level/169.75,88.89%/27/2.9 months (Across ALL Assets),85.45%/55/2.5 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-02-29 (Price: 192.53)",2026-02-12 (Price: 207.21),"7.62%, 2 years","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2024-02-29",Already confirmed,"2026-02-12 (Price: 207.21), 7.62% above",2 years,169.27,No Information,No Information,No Information,No Information,No Information,40.57% above/7.62% above/7.62% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2027-09-24/2024-10-07/2025-06-12,20.96%,6.33%,14.63%,1.29,0.43,369.1378/388.41/209.37/No Horizontal Resistance/170.075/187.3421/No EMA 200 Target,60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/124.45,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
BASELINEDIVERGENCE,"^GSPC, Long, 2025-10-19 (Price: 6664.0098)",2026-02-12 (Price: 6873.2798),"3.14%, 3.9 months","88.46%, Past 10 years, 52","Weekly, was CONFIRMED on 2025-10-19",Already confirmed,"2026-02-12 (Price: 6873.2798), 3.14% above",3.9 months,6622.5298,No Information,"^DJI, Normal Case",No Information,No Information,No Information,No Information,21.88%/0.79%/8.32%,"14.2%, 31.81%",9.8 months/2.1 months/4.3 months,2026-12-18/2026-01-18/2026-04-23,23.94%,9.23%,14.71%,0.85,0.57,7287.7611/7218.4554/6767.7249/No Horizontal Resistance/6767.7249/9765.5661/No EMA 200 Target,5074.08/4128.7074/6316.2337/5433.2046/No F-Track Level/No F-Track Level/6491.26,88.89%/27/2.9 months (Across ALL Assets),85.45%/55/2.5 months (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-12-28 (Price: 94.47)",2026-02-12 (Price: 76.685),"-18.83%, 1.5 month","80.0%, Past 15 years, 5","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2026-02-12 (Price: 76.685), 18.83% below",1.5 month,94.71,No Information,No Information,No Information,No Information,No Information,No Information,17.48%/14.69%/16.13%,"53.59%, 53.59%",3.7 months/21 days/2.2 months,2026-06-06/2026-01-27/2026-04-02,0.19%,16.07%,-15.88%,-0.03,0.7,108.9617/109.708/109.33/No Horizontal Resistance/139.352/152.4292/112.36,94.39/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,94.87%/39/1.3 month (Across ALL Assets),87.5%/112/2.3 months (Across ALL Assets)
FRACTAL TRACK,"MAR, Long, 2025-06-30 (Price: 273.21)",2026-02-12 (Price: 356.7162),"30.56%, 7.6 months","100.0%, Past 32 years, 7","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-12 (Price: 356.7162), 30.56% above",7.6 months,262.12,No Information,No Information,No Information,"38.2% (Price: 207.8333), 71.64% above, Upmove Bounce Back","2020-03-31 (Price: 46.56), 2025-02-28 (Price: 307.52)",No Information,31.27%/20.88%/23.76%,"-0.0%, 58.79%",2.8 years/6 months/1.3 year,2029-06-27/2026-03-17/2027-05-08,9.12%,7.6%,1.52%,2.24,0.38,329.8191/338.1247/429.79/No Horizontal Resistance/372.972/399.3723/278.74,136.01/129.12/235.5515/198.7812/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"ACWX, Long, 2025-06-30 (Price: 60.94)",2026-02-12 (Price: 73.2501),"20.2%, 7.6 months","100.0%, Past 17 years, 7","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-12 (Price: 73.2501), 20.2% above",7.6 months,59.72,No Information,No Information,No Information,"50% (Price: 48.385), 51.39% above, Upmove Bounce Back","2022-10-31 (Price: 38.81), 2024-09-30 (Price: 57.96)",No Information,22.53%/20.09%/21.48%,"-0.0%, 23.35%",3.1 years/1.2 year/2 years,2029-12-02/2027-03-17/2028-05-07,8.75%,0.78%,7.97%,1.6,-0.09,59.9893/74.0299/72.43/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/64.13,52.16/44.95/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",2026-02-12 (Price: 99.08),"24.46%, 3.5 months","100.0%, Past 31 years, 8","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-02-12 (Price: 99.08), 24.46% above",3.5 months,79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 32.31% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,2031-09-06/2026-01-30/2028-04-04,8.5%,12.52%,-4.02%,1.5,0.63,101.1286/101.8371/138.22/84.3925/95.0177/123.2166/81.04,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",2026-02-12 (Price: 99.08),"26.23%, 7.6 months","100.0%, Past 31 years, 8","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-02-12 (Price: 99.08), 26.23% above",7.6 months,77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 60.43% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,2031-05-06/2025-09-29/2027-12-03,8.5%,12.52%,-4.02%,1.5,0.63,99.7058/100.4044/135.41/84.9567/95.0177/123.2166/81.04,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
DELTADRIFT,"LYFT, Long, 2026-01-29 (Price: 17.75)",2026-02-12 (Price: 13.135),"-26.0%, 14 days","72.73%, Past 4 years, 11","Daily, was CONFIRMED on 2026-01-29",Already confirmed,"2026-02-12 (Price: 13.135), 26.0% below",14 days,17.2,No Information,No Information,No Information,No Information,No Information,No Information,8.38%/5.33%/6.9%,"26.16%, 31.32%",1.8 month/1 day/15 days,2026-04-17/2026-01-30/2026-02-19,-3.92%,-12.3%,8.38%,-0.15,-0.0,17.569/18.9748/18.27/57.19/No Next Fib Ext/No Next Fib Ext/17.83,17.2/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,83.04%/112/11 days (Across ALL Assets),78.71%/479/15 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2026-01-12 (Price: 331.77)",2026-02-11 (Price: 375.91),"13.3%, 1 month","100.0%, Past 4 years, 28","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-02-12 (Price: 371.2), 11.88% above",1 month,322.1,No Information,No Information,No Information,No Information,No Information,16.73% above/11.88% above/11.88% above,10.21%/1.91%/4.94%,"-0.0%, 57.14%",1.2 month/6 days/17 days,2026-03-05/2026-01-20/2026-02-05,15.88%,22.8%,-6.92%,1.52,1.04,364.7479/348.1594/500.04/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,276.96/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/243.38,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"BIPC.TO, Long, 2026-02-04 (Price: 67.17)",2026-02-11 (Price: 69.72),"3.8%, 7 days","86.67%, Past 4 years, 15","Daily, is CONFIRMED on 2026-02-04",Already confirmed,"2026-02-12 (Price: 68.59), 2.11% above",8 days,66.71,No Information,No Information,No Information,No Information,No Information,2.8% above/2.11% above/2.11% above,12.79%/0.56%/5.02%,"24.4%, 42.49%",2.6 months/8 days/19 days,2026-05-27/2026-02-15/2026-03-03,5.98%,9.04%,-3.06%,0.23,0.47,71.798/70.5419/67.28/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,60.21/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/58.51,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2026-01-19 (Price: 9.36)",2026-02-11 (Price: 9.67),"3.31%, 23 days","83.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-01-19",Already confirmed,"2026-02-12 (Price: 9.78), 4.49% above",24 days,9.34,No Information,No Information,No Information,No Information,No Information,4.49% above/4.49% above/4.49% above,7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,2026-06-28/2026-02-18/2026-03-20,0.18%,2.84%,-2.66%,0.35,0.12,9.5275/9.6183/9.68/9.85/11.2606/15.4512/No EMA 200 Target,9.18/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.19,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2026-01-12 (Price: 117.97)",2026-02-11 (Price: 129.04),"9.38%, 1 month","96.3%, Past 4 years, 27","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-02-12 (Price: 134.12), 13.69% above",1 month,117.5,No Information,No Information,No Information,No Information,No Information,17.1% above/13.69% above/13.69% above,6.72%/0.97%/2.82%,"14.39%, 26.01%",2.6 months/6 days/23 days,2026-05-04/2026-01-20/2026-02-14,13.73%,14.72%,-0.99%,0.54,0.89,124.0455/121.2968/164.76/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,110.9/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/101.03,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2026-01-27 (Price: 314.13)",2026-02-11 (Price: 324.12),"3.18%, 15 days","85.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-01-27",Already confirmed,"2026-02-12 (Price: 331.475), 5.52% above",16 days,312.32,No Information,No Information,No Information,No Information,No Information,5.92% above/5.52% above/5.52% above,4.95%/0.71%/2.34%,"0.45%, 11.38%",3.9 months/6 days/1.3 month,2026-07-15/2026-02-04/2026-03-24,11.02%,4.75%,6.27%,0.76,0.23,323.4911/321.4806/321.44/321.444/370.0426/590.3302/No EMA 200 Target,302.84/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/306.33,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
