"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"WMT, Long, 2025-12-14 (Price: 116.7)",No Exit Yet,"-1.6%, 4 days","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-18 (Price: 114.83), 1.6% below",4 days,"0, 2021-08-22 (Price: 50.4833)",2025-11-30 (Price: 110.51),2025-12-12 (Price: 116.7),18/6/4 days,3.91% above/1.6% below/1.6% below,2021-08-22 (Price: 54.212)/2025-12-14 (Price: 109.112),10.45%/2.48%/5.29%,"1.31%, 24.69%",1.5 year/28 days/5.7 months,2028-02-04/2026-01-23/2026-08-18,8.78%,8.74%,0.04%,1.42,0.53,124.1221/122.8734/156.43/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,101.18/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.71,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"MFT.NZ, Long, 2025-12-14 (Price: 67.4)",No Exit Yet,"0.52%, 4 days","90.91%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-18 (Price: 67.75), 0.52% above",4 days,"4, 2024-07-28 (Price: 72.0)",2025-12-14 (Price: 67.4),2025-12-11 (Price: 67.25),4/7/4 days,0.52% above/0.74% above/0.52% above,2024-07-28 (Price: 78.0579)/2025-12-14 (Price: 66.7737),13.53%/1.78%/5.86%,"5.83%, 27.74%",1.2 year/28 days/4.4 months,2027-08-31/2026-01-23/2026-06-23,9.15%,10.41%,-1.26%,1.17,0.61,72.5831/71.3496/70.16/85.45/105.252/119.9356/No EMA 200 Target,58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.86,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"TD.TO, Long, 2025-12-14 (Price: 125.8)",No Exit Yet,"1.34%, 4 days","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-18 (Price: 127.49), 1.34% above",4 days,"2, 2025-06-29 (Price: 99.45)",2025-12-14 (Price: 125.8),2025-12-09 (Price: 123.47),4/9/4 days,1.34% above/3.26% above/1.34% above,2025-06-29 (Price: 99.8746)/2025-12-14 (Price: 122.185),12.32%/1.31%/6.58%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,2028-07-09/2026-01-23/2026-07-06,7.49%,5.65%,1.84%,1.01,0.31,134.9205/134.0776/141.61/No Horizontal Resistance/128.6672/152.0396/No EMA 200 Target,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/100.5,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"ABNB, Long, 2025-12-11 (Price: 128.0)",2025-12-17 (Price: 133.78),"4.52%, 6 days","88.89%, Past 4 years, 18","Daily, is CONFIRMED on 2025-12-11",Already confirmed,"2025-12-18 (Price: 133.99), 4.68% above",7 days,"0, 2024-02-27 (Price: 152.06)",2025-12-10 (Price: 127.57),2025-12-11 (Price: 128.0),8/7/7 days,5.03% above/4.68% above/4.68% above,2024-02-27 (Price: 188.583)/2025-12-11 (Price: 125.7194),13.07%/1.63%/7.15%,"39.55%, 57.01%",3.2 months/6 days/26 days,2026-04-29/2025-12-19/2026-01-17,10.28%,-2.98%,13.26%,0.22,0.05,127.3216/137.152/142.44/178.025/223.5359/256.334/No EMA 200 Target,111.54/99.795/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/126.69,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"ABNB, Long, 2025-12-10 (Price: 127.57)",2025-12-17 (Price: 133.78),"4.87%, 7 days","88.89%, Past 4 years, 18","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-18 (Price: 133.99), 5.03% above",8 days,"0, 2024-02-26 (Price: 149.27)",2025-12-09 (Price: 125.39),2025-12-10 (Price: 127.57),9/8/8 days,6.86% above/5.03% above/5.03% above,2024-02-26 (Price: 192.9862)/2025-12-10 (Price: 124.1457),13.07%/1.63%/7.15%,"39.55%, 57.01%",3.2 months/6 days/26 days,2026-04-28/2025-12-18/2026-01-16,10.28%,-2.98%,13.26%,0.22,0.05,126.8939/136.6913/140.59/178.025/223.5359/256.334/No EMA 200 Target,111.54/99.795/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/126.77,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"BNS.TO, Long, 2025-12-08 (Price: 99.39)",2025-12-15 (Price: 100.55),"1.17%, 7 days","93.1%, Past 4 years, 29","Daily, is CONFIRMED on 2025-12-08",Already confirmed,"2025-12-18 (Price: 99.34), 0.05% below",10 days,"2, 2025-10-08 (Price: 88.42)",2025-12-08 (Price: 99.39),2025-12-08 (Price: 99.39),10/10/10 days,0.05% below/0.05% below/0.05% below,2025-10-08 (Price: 89.7202)/2025-12-08 (Price: 98.7121),4.49%/0.55%/2.32%,"5.65%, 21.81%",3.3 months/6 days/22 days,2026-04-30/2025-12-16/2026-01-08,6.73%,3.09%,3.64%,0.73,0.12,106.2976/101.6958/105.97/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,88.42/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.2,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"BNS.TO, Long, 2025-12-07 (Price: 99.26)",No Exit Yet,"0.08%, 11 days","100.0%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-18 (Price: 99.34), 0.08% above",11 days,"2, 2024-10-13 (Price: 72.18)",2025-11-30 (Price: 96.94),2025-12-02 (Price: 98.72),18/16/11 days,2.48% above/0.63% above/0.08% above,2024-10-13 (Price: 75.69)/2025-12-07 (Price: 94.2113),12.4%/0.79%/4.02%,"0%, 33.13%",1.1 year/28 days/3.2 months,2027-07-03/2026-01-16/2026-04-25,7.58%,2.54%,5.04%,1.18,0.04,103.8557/103.2503/115.51/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,63.97/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.06,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"BAC, Long, 2025-12-07 (Price: 53.95)",No Exit Yet,"0.57%, 11 days","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-18 (Price: 54.26), 0.57% above",11 days,"2, 2025-01-05 (Price: 44.81)",2025-12-07 (Price: 53.95),2025-12-05 (Price: 53.95),11/13/11 days,0.57% above/0.57% above/0.57% above,2025-01-05 (Price: 47.0713)/2025-12-07 (Price: 53.4227),16.63%/0.1%/7.69%,"5.06%, 34.47%",8.4 months/1.2 month/3.2 months,2026-12-07/2026-01-28/2026-04-25,6.48%,6.95%,-0.47%,0.61,0.35,56.5558/58.0988/59.43/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,48.65/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/46.62,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"MCD, Long, 2025-12-07 (Price: 311.23)",No Exit Yet,"2.71%, 11 days","100.0%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-18 (Price: 319.65), 2.71% above",11 days,"2, 2025-06-22 (Price: 287.46)",2025-12-07 (Price: 311.23),2025-12-05 (Price: 311.23),11/13/11 days,2.71% above/2.71% above/2.71% above,2025-06-22 (Price: 329.8643)/2025-12-07 (Price: 307.0986),10.85%/0.38%/4.66%,"0%, 16.82%",10.3 months/1.2 month/4.6 months,2027-02-27/2026-01-28/2026-06-24,9.08%,6.77%,2.31%,1.49,0.4,333.7008/325.7333/325.49/321.3575/370.0426/590.3302/No EMA 200 Target,297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"FBU.NZ, Long, 2025-12-07 (Price: 3.64)",No Exit Yet,"0.27%, 11 days","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-18 (Price: 3.65), 0.27% above",11 days,"4, 2024-07-21 (Price: 3.31)",2025-12-07 (Price: 3.64),2025-12-07 (Price: 3.64),11/11/11 days,0.27% above/0.27% above/0.27% above,2024-07-21 (Price: 3.5705)/2025-12-07 (Price: 3.3277),5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,2027-07-03/2026-05-08/2027-02-14,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.5239/3.8165/3.84/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.5015/3.1474/No F-Track Level/No F-Track Level/3.2,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"IFT.NZ, Long, 2025-12-07 (Price: 11.78)",No Exit Yet,"-9.17%, 11 days","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-18 (Price: 10.7), 9.17% below",11 days,"0, 2021-08-15 (Price: 7.51)",2025-12-07 (Price: 11.78),2025-12-05 (Price: 11.78),11/13/11 days,9.17% below/9.17% below/9.17% below,2021-08-15 (Price: 15.2992)/2025-12-07 (Price: 11.6078),32.14%/0.49%/7.8%,"0%, 24.36%",1.1 year/1.4 month/4.7 months,2027-07-03/2026-02-05/2026-06-29,9.48%,8.73%,0.75%,1.08,0.54,12.839/12.6988/14.34/11.925/18.927/29.733/No EMA 200 Target,11.55/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.34,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"TD.TO, Long, 2025-12-05 (Price: 122.2)",2025-12-15 (Price: 126.75),"3.72%, 10 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-18 (Price: 127.49), 4.33% above",13 days,"4, 2025-08-25 (Price: 102.28)",2025-12-04 (Price: 120.09),2025-12-05 (Price: 122.2),14/13/13 days,6.16% above/4.33% above/4.33% above,2025-08-25 (Price: 109.2887)/2025-12-05 (Price: 120.0861),4.43%/0.31%/2.53%,"4.88%, 19.34%",1.4 month/4 days/12 days,2026-02-03/2025-12-10/2025-12-22,5.23%,5.65%,-0.42%,1.2,0.29,127.4424/125.2917/134.15/No Horizontal Resistance/128.6672/152.0396/No EMA 200 Target,113.54/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/99.51,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"WMT, Long, 2025-12-04 (Price: 114.84)",2025-12-17 (Price: 115.66),"0.71%, 13 days","100.0%, Past 4 years, 23","Daily, is CONFIRMED on 2025-12-04",Already confirmed,"2025-12-18 (Price: 114.83), 0.01% below",14 days,"4, 2025-08-06 (Price: 103.36)",2025-12-03 (Price: 114.41),2025-12-04 (Price: 114.84),15/14/14 days,0.37% above/0.01% below/0.01% below,2025-08-06 (Price: 104.1322)/2025-12-04 (Price: 112.4423),4.8%/0.97%/2.87%,"-0.0%, 26.01%",2.6 months/6 days/21 days,2026-03-26/2025-12-12/2026-01-03,12.68%,12.5%,0.18%,2.03,0.74,120.3179/118.1359/121.73/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,100.61/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.14,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"WMT, Long, 2025-12-03 (Price: 114.41)",2025-12-17 (Price: 115.66),"1.09%, 14 days","100.0%, Past 4 years, 23","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-18 (Price: 114.83), 0.37% above",15 days,"4, 2025-08-05 (Price: 99.31)",2025-12-03 (Price: 114.41),2025-12-03 (Price: 114.41),15/15/15 days,0.37% above/0.37% above/0.37% above,2025-08-05 (Price: 104.0333)/2025-12-03 (Price: 112.3434),4.8%/0.97%/2.87%,"-0.0%, 26.01%",2.6 months/6 days/21 days,2026-03-25/2025-12-11/2026-01-02,12.68%,12.5%,0.18%,2.03,0.74,119.8674/117.6936/123.47/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,100.61/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.09,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"HDFCBANK.NS, Long, 2025-11-30 (Price: 1007.6)",No Exit Yet,"-2.77%, 18 days","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-18 (Price: 979.7), 2.77% below",18 days,"0, 2020-11-30 (Price: 720.425)",2025-11-30 (Price: 1007.6),2025-11-28 (Price: 1007.6),18/20/18 days,2.77% below/2.77% below/2.77% below,2020-11-30 (Price: 763.4559)/2025-11-30 (Price: 979.6324),23.14%/5.97%/13.11%,"11.13%, 17.76%",9.1 months/5 months/6.2 months,2026-12-30/2026-07-05/2026-08-26,11.02%,13.41%,-2.39%,0.59,0.75,1218.9945/1139.6964/1179.9/1009.6/1098.0619/1305.7899/No EMA 200 Target,701.7/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"XIU.TO, Long, 2025-11-30 (Price: 46.43)",No Exit Yet,"0.51%, 18 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-18 (Price: 46.665), 0.51% above",18 days,"2, 2023-05-31 (Price: 29.68)",2025-09-30 (Price: 44.77),2025-11-24 (Price: 45.37),79/24/18 days,4.23% above/2.85% above/0.51% above,2023-05-31 (Price: 31.8)/2025-11-30 (Price: 43.425),12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-08-17/2026-05-22/2026-11-30,6.01%,3.56%,2.45%,0.45,0.12,51.0823/51.2587/56.48/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/41.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"IEI, Long, 2025-11-30 (Price: 120.26)",No Exit Yet,"-0.34%, 18 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-18 (Price: 119.85), 0.34% below",18 days,"2, 2024-09-30 (Price: 119.61)",2025-11-30 (Price: 120.26),2025-11-21 (Price: 120.08),18/27/18 days,0.34% below/0.19% below/0.34% below,2024-09-30 (Price: 120.33)/2025-11-30 (Price: 119.47),1.93%/1.13%/1.45%,"15.13%, 15.6%",11.2 months/6.1 months/8.1 months,2027-03-31/2026-08-22/2026-11-16,1.43%,0.7%,0.73%,-0.36,-0.87,123.3146/122.0038/120.65/129.9625/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/118.54,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
