Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-08-24 (Price: 78.13)",Weekly,No Exit Yet,86.9118 (Historic Rise or Fall to Pivot),No Date Target,3.93%/8.78%,"11.57%, 3.9 months","2025-12-18 (Price: 87.17), 11.57% above",90.5917 (Avg % Gain of Historic Winning trades)/136.68 (Exit Rule)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/94.8264 (Backtested Max),2035-12-04 (Max)/2027-07-02 (Avg),76.98/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/76.85,"92.31%, Past 20 years, 13",No Information,No Information,No Information,"23.66% (Price: 74.9138), 16.36% above, Upmove Bounce Back","1999-03-07 (Price: 0.425), 2024-07-28 (Price: 98.0)",No Information,21.37%/7.04%/15.95%,"14.17%, 49.7%",7.2 years/1.2 month/1.3 year,8.85%,12.31%,-3.46%,1.52,0.64,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-07-06 (Price: 78.82)",Weekly,No Exit Yet,87.6794 (Historic Rise or Fall to Pivot),No Date Target,4.84%/9.0%,"10.59%, 5.5 months","2025-12-18 (Price: 87.17), 10.59% above",91.3918 (Avg % Gain of Historic Winning trades)/137.36 (Exit Rule)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/95.6638 (Backtested Max),2035-10-16 (Max)/2027-05-14 (Avg),65.75/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/76.85,"92.31%, Past 20 years, 13",No Information,No Information,No Information,"23.66% (Price: 74.9167), 16.36% above, Upmove Bounce Back","2002-02-03 (Price: 0.4375), 2024-07-28 (Price: 98.0)",No Information,21.37%/7.04%/15.95%,"14.17%, 49.7%",7.2 years/1.2 month/1.3 year,8.85%,12.31%,-3.46%,1.52,0.64,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-11-16 (Price: 3.45)",Weekly,No Exit Yet,3.6453 (Backtested Max),No Date Target,4.66%/118.77%,"5.8%, 1.1 month","2025-12-18 (Price: 3.65), 5.8% above",3.82 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2),2027-06-12 (Max)/2026-04-17 (Min)/2027-01-24 (Avg),2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.17,"88.89%, Past 10 years, 18",No Information,No Information,No Information,No Information,No Information,4.58% above/5.8% above/5.8% above,5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,-4.06%,-3.73%,-0.33%,-0.25,-0.19,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-10-05 (Price: 3.48)",Weekly,No Exit Yet,3.6488 (Avg % Gain of Historic Winning trades),No Date Target,0.74%/66.58%,"4.89%, 2.5 months","2025-12-18 (Price: 3.65), 4.89% above",6.08 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/3.677 (Backtested Max),2027-05-01 (Max)/2026-03-06 (Min)/2026-12-13 (Avg),2.94/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.11,"88.89%, Past 10 years, 18",No Information,No Information,No Information,No Information,No Information,16.24% above/4.89% above/4.89% above,5.66%/3.22%/4.85%,"41.61%, 51.08%",1.1 year/3.5 months/10 months,-4.06%,-3.73%,-0.33%,-0.25,-0.19,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2025-11-18 (Price: 12.6)",Daily,No Exit Yet,No Price Target,2025-12-19 (Avg),5.13%/8.67%,"-3.57%, 1 month","2025-12-18 (Price: 12.15), 3.57% below",13.2035 (Historic Rise or Fall to Pivot)/13.2275 (Avg % Gain of Historic Winning trades)/13.36 (Exit Rule)/13.345 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/13.676 (Backtested Max)/12.7739 (Backtested Min),2026-08-14 (Max)/2025-12-19 (Avg),11.6/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/11.45,"94.44%, Past 4 years, 18",No Information,No Information,No Information,No Information,No Information,3.95% below/3.57% below/3.57% below,8.54%/1.38%/4.98%,"6.4%, 20.48%",6.2 months/4 days/22 days,16.06%,5.58%,10.48%,1.15,0.29,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-11-24 (Price: 13.1)",Weekly,2025-12-18 (Price: 12.15) (Today),No Price Target,No Date Target,11.04%/14.86%,"-7.25%, 1.1 year","2025-12-18 (Price: 12.15), 7.25% below",14.4689 (Historic Rise or Fall to Pivot)/13.9554 (Avg % Gain of Historic Winning trades)/14.24 (Exit Rule)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/14.5004 (Backtested Max)/13.4917 (Backtested Min),No Next Date Target,9.4/9.246/11.0645/No support/No F-Track Level/No F-Track Level/11.11,"90.91%, Past 10 years, 11",No Information,No Information,No Information,No Information,No Information,3.19% below/7.25% below/7.25% below,10.69%/2.99%/6.53%,"8.88%, 47.61%",1.9 month/28 days/1.4 month,-0.02%,11.46%,-11.48%,0.54,0.63,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
FRACTAL TRACK,"FSF.NZ, Long, 2025-11-26 (Price: 7.7)",Daily,No Exit Yet,8.4138 (Avg % Gain of Historic Winning trades),No Date Target,1.01%/2.35%,"8.36%, 22 days","2025-12-18 (Price: 8.344), 8.36% above",8.5401 (Historic Rise or Fall to Pivot)/9.88 (Exit Rule)/8.4284 (F-Stack 1)/9.7443 (F-Stack 2)/8.7002 (Backtested Max),2030-01-16 (Max)/2026-08-31 (Avg),7.2/2.942/6.3611/No support/No F-Track Level/No F-Track Level/6.89,"100.0%, Past 5 years, 11",No Information,No Information,No Information,"23.66% (Price: 7.5388), 10.68% above, Upmove Bounce Back","2025-01-15 (Price: 4.76), 2025-10-14 (Price: 8.4)",No Information,12.99%/0.21%/9.27%,"-0.0%, 31.25%",2.9 years/6 days/6.4 months,19.15%,8.37%,10.78%,1.51,0.45,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",Monthly,2025-11-30 (Price: 7.75),8.5311 (F-Stack 1)/8.4718 (Backtested Min),No Date Target,3.91%/7.7%,"26.81%, 5.7 months","2025-12-18 (Price: 8.344), 26.81% above",8.9863 (Avg % Gain of Historic Winning trades)/8.67 (Exit Rule)/12.0421 (F-Stack 2)/9.4791 (Backtested Max),2027-06-28 (Max)/2026-03-22 (Min)/2026-07-30 (Avg),3.0/2.942/6.3611/No support/No F-Track Level/No F-Track Level/5.37,"100.0%, Past 20 years, 7",No Information,No Information,No Information,No Information,No Information,35.67% above/30.37% above/26.81% above,44.06%/28.75%/36.57%,"-0.0%, 15.01%",1.4 year/6.1 months/9.1 months,14.41%,0.49%,13.92%,1.44,-0.1,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
SIGMASHELL,"NZDUSD=X, Long, 2025-10-01 (Price: 0.5796)",Daily,2025-12-16 (Price: 0.5786),No Price Target,No Date Target,1.66%/1.97%,"-0.17%, 2.6 months","2025-12-17 (Price: 0.5786), 0.17% below",0.5882 (Historic Rise or Fall to Pivot)/0.6031 (Avg % Gain of Historic Winning trades)/0.7479 (Horizontal)/0.59 (EMA 200)/0.6563 (Backtested Max),2026-11-22 (Max)/2025-12-22 (Min)/2026-03-19 (Avg),No support/0.5509/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,"84.21%, Past 5 years, 19","-3.71, 84.38",No Information,No Information,No Information,No Information,No Information,13.24%/0.27%/4.06%,"4.2%, 15.06%",9.6 months/1.9 month/3.9 months,7.12%,-0.45%,7.57%,0.64,-0.35,91.43%/70/0 days (Across ALL Assets),75.11%/237/0 days (Across ALL Assets)
SIGMASHELL,"NZDUSD=X, Long, 2025-08-01 (Price: 0.5889)",Daily,2025-12-16 (Price: 0.5786),No Price Target,No Date Target,5.91%/15.26%,"-1.75%, 4.6 months","2025-12-17 (Price: 0.5786), 1.75% below",0.6128 (Avg % Gain of Historic Winning trades)/0.7332 (Horizontal)/0.6669 (Backtested Max),2026-09-22 (Max)/2026-01-17 (Avg),No support/0.5509/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,"84.21%, Past 5 years, 19","-3.98, 88.46",No Information,No Information,No Information,No Information,No Information,13.24%/0.27%/4.06%,"4.2%, 15.06%",9.6 months/1.9 month/3.9 months,7.12%,-0.45%,7.57%,0.64,-0.35,91.43%/70/0 days (Across ALL Assets),75.11%/237/0 days (Across ALL Assets)
DELTADRIFT,"MSFT, Long, 2025-11-26 (Price: 485.5)",Daily,No Exit Yet,No Price Target,2025-12-16 (Avg),2.34%/4.01%,"-0.31%, 22 days","2025-12-18 (Price: 483.98), 0.31% below",510.2605 (Historic Rise or Fall to Pivot)/503.3664 (Avg % Gain of Historic Winning trades)/506.81 (Exit Rule)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/510.8917 (Backtested Max)/495.3071 (Backtested Min),2026-03-10 (Max),472.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/473.58,"72.73%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,No Information,5.23%/2.02%/3.68%,"8.2%, 14.53%",2.4 months/1 day/14 days,5.1%,6.53%,-1.43%,0.07,0.34,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
DELTADRIFT,"BTC-USD, Long, 2025-11-19 (Price: 91465.9922)",Daily,No Exit Yet,No Price Target,2025-12-17 (Max),10.21%/10.8%,"-6.48%, 29 days","2025-12-18 (Price: 85542.2578), 6.48% below",94777.0611 (Historic Rise or Fall to Pivot)/97118.5905 (Avg % Gain of Historic Winning trades)/95947.83 (Exit Rule)/124582.2656 (Horizontal)/122105.3521 (F-Stack 1)/133759.1807 (F-Stack 2)/108201.04 (EMA 200)/102167.5133 (Backtested Max)/94273.9982 (Backtested Min),No Next Date Target,76271.95/18304.4229/88987.7198/76786.0499/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 4 years, 12",No Information,No Information,No Information,No Information,No Information,No Information,11.7%/3.07%/6.18%,"15.01%, 18.23%",20 days/2 days/6 days,11.57%,11.17%,0.4%,0.31,0.4,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",Monthly,No Exit Yet,490.132 (F-Stack 2),No Date Target,78.79%,"39.52%, 6.7 months","2025-12-18 (Price: 483.37), 39.52% above",864.2098 (Historic Rise or Fall to Pivot),2028-02-15 (Max)/2028-02-15 (Max)/2028-02-15 (Max),175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,"83.33%, Past 20 years, 6",No Information,No Information,No Information,No Information,No Information,71.31% above/69.71% above/39.52% above,7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,26.29%,28.82%,-2.53%,0.27,1.04,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2025-09-21 (Price: 308.66)",Weekly,No Exit Yet,No Price Target,2025-12-21 (Avg),75.29%/84.87%,"-41.67%, 2.9 months","2025-12-18 (Price: 180.03), 41.67% below",347.829 (Historic Rise or Fall to Pivot)/332.8281 (Avg % Gain of Historic Winning trades)/383.61 (Exit Rule)/376.1425 (F-Stack 2)/374.2502 (Backtested Max)/315.574 (Backtested Min),2026-06-30 (Max)/2025-12-21 (Avg),226.13/82.7925/233.7381/167.1709/No F-Track Level/No F-Track Level/188.37,"96.67%, Past 10 years, 30",No Information,No Information,No Information,No Information,No Information,38.38% below/41.67% below/41.67% below,21.25%/2.24%/7.83%,"11.71%, 25.99%",6.5 months/28 days/2.1 months,9.56%,9.15%,0.41%,1.07,0.47,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-12-12 (Price: 95.19)",Daily,No Exit Yet,No Price Target,2025-12-20 (Avg),3.69%/6.9%,"-1.25%, 6 days","2025-12-18 (Price: 94.0), 1.25% below",100.4826 (Historic Rise or Fall to Pivot)/101.3393 (Avg % Gain of Historic Winning trades)/100.91 (Exit Rule)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/113.26 (EMA 200)/107.0507 (Backtested Max)/97.465 (Backtested Min),2026-01-07 (Max)/2025-12-20 (Avg),92.71/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"81.82%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,No Information,12.46%/2.39%/6.46%,"20.18%, 20.74%",18 days/1 day/6 days,8.49%,10.45%,-1.96%,0.17,0.53,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-26 (Price: 617.1)",Weekly,No Exit Yet,No Price Target,2025-12-17 (Min),8.0%/11.01%,"-1.29%, 1.8 month","2025-12-18 (Price: 609.11), 1.29% below",700.9022 (Historic Rise or Fall to Pivot)/657.8286 (Avg % Gain of Historic Winning trades)/676.16 (Exit Rule)/836.2536 (F-Stack 2)/691.584 (Backtested Max),2026-04-26 (Max)/2026-02-02 (Avg),422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/533.99,"88.24%, Past 10 years, 17",No Information,No Information,No Information,No Information,No Information,0.86% above/0.24% below/1.29% below,12.07%/1.74%/6.6%,"10.15%, 35.46%",4.2 months/1.2 month/2.3 months,8.62%,11.98%,-3.36%,0.65,0.79,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
FRACTAL TRACK,"MCD, Long, 2025-03-31 (Price: 312.37)",Monthly,No Exit Yet,319.7732 (Backtested Min),No Date Target,13.62%/15.76%,"2.33%, 8.7 months","2025-12-18 (Price: 319.65), 2.33% above",381.8099 (Historic Rise or Fall to Pivot)/376.5308 (Avg % Gain of Historic Winning trades)/363.2 (Exit Rule)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/403.5508 (Backtested Max),2034-10-23 (Max)/2027-05-22 (Avg),254.84/203.8833/254.2758/233.8976/No F-Track Level/No F-Track Level/306.22,"81.48%, Past 60 years, 27",No Information,No Information,No Information,"23.66% (Price: 282.3476), 13.21% above, Upmove Bounce Back","2022-03-31 (Price: 217.68), 2024-01-31 (Price: 302.39)",No Information,29.19%/2.37%/20.54%,"23.84%, 62.0%",6.7 years/3 months/1.5 year,6.88%,8.79%,-1.91%,0.83,0.47,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-29 (Price: 1007.45)",Weekly,No Exit Yet,No Price Target,2025-12-19 (Avg),3.94%/8.16%,"-2.75%, 5.7 months","2025-12-18 (Price: 979.7), 2.75% below",1107.792 (Historic Rise or Fall to Pivot)/1059.6359 (Avg % Gain of Historic Winning trades)/1152.92 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1095.7026 (Backtested Max)/1018.3305 (Backtested Min),2027-05-07 (Max)/2025-12-19 (Avg),818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level/892.58,"100.0%, Past 10 years, 22",No Information,No Information,No Information,No Information,No Information,0.27% below/1.05% below/2.75% below,8.76%/1.08%/5.18%,"-0.0%, 23.57%",1.3 year/28 days/4 months,9.17%,10.82%,-1.65%,1.55,0.65,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
