Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",Monthly,2026-03-03 (Price: 208.73),No Price Target,No Date Target,17.12%/25.32%,"-4.86%, 1.2 year","2026-03-03 (Price: 208.73), 4.86% below",276.9141 (Historic Rise or Fall to Pivot)/286.2381 (Avg % Gain of Historic Winning trades)/244.46 (Function Specific Target)/332.4197 (Backtested Max)/261.5787 (Backtested Min),2027-07-27 (Max)/2026-06-01 (Avg),84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,"100.0%, Past 20 years, 15",209.96,No Information,No Information,No Information,No Information,No Information,0.4% above/4.86% below/4.86% below,51.52%/19.23%/30.47%,"-0.0%, 23.74%",1.8 year/6.1 months/11.9 months,15.9%,18.33%,-2.43%,1.69,0.81,91.67%/84/11.6 months (Across ALL Assets),68.75%/128/9.3 months (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2025-11-16 (Price: 508.94)",Weekly,No Exit Yet,No Price Target,2026-02-28 (Avg),8.12%/9.48%,"-5.42%, 3.6 months","2026-03-03 (Price: 481.36), 5.42% below",541.9702 (Historic Rise or Fall to Pivot)/533.7763 (Avg % Gain of Historic Winning trades)/526.98 (Function Specific Target)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/567.977 (Backtested Max)/520.442 (Backtested Min),2027-01-15 (Max),477.54/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/496.0,"96.0%, Past 10 years, 25",497.08,No Information,No Information,No Information,No Information,No Information,5.42% below/4.19% below/5.42% below,11.6%/2.26%/4.88%,"13.62%, 25.57%",9.8 months/1.2 month/2.4 months,8.49%,8.59%,-0.1%,0.7,0.55,90.74%/162/4.6 months (Across ALL Assets),80.52%/267/3.6 months (Across ALL Assets)
TRENDPULSE,"SPY, Long, 2025-09-30 (Price: 666.18)",Monthly,2026-03-03 (Price: 680.33),No Price Target,No Date Target,6.32%/8.94%,"2.12%, 5.1 months","2026-03-03 (Price: 680.33), 2.12% above",761.9767 (Historic Rise or Fall to Pivot)/741.1252 (Avg % Gain of Historic Winning trades)/1004.58 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/755.4481 (Backtested Max)/723.3382 (Backtested Min),2027-04-26 (Max)/2026-03-22 (Min)/2026-10-17 (Avg),554.54/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/600.46,"80.0%, Past 20 years, 10",637.5,No Information,No Information,No Information,No Information,No Information,2.12% above/2.12% above/2.12% above,13.4%/8.58%/11.25%,"5.51%, 13.47%",1.1 year/4 months/8.8 months,5.38%,4.9%,0.48%,0.81,0.25,91.67%/84/11.6 months (Across ALL Assets),68.75%/128/9.3 months (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2026-02-22 (Price: 78.67)",Weekly,2026-03-01 (Price: 96.24),No Price Target,No Date Target,12.57%/42.63%,"24.19%, 9 days","2026-03-03 (Price: 97.7), 24.19% above",139.352 (F-Stack 1)/152.4292 (F-Stack 2)/109.98 (EMA 200),2026-08-01 (Max)/2026-03-24 (Min)/2026-05-28 (Avg),76.87/34.8663/77.567/72.1834/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 15 years, 5",76.92,No Information,No Information,No Information,No Information,No Information,No Information,17.48%/14.69%/16.13%,"53.59%, 53.59%",3.7 months/21 days/2.2 months,0.19%,16.07%,-15.88%,-0.03,0.7,76.92%/13/2.8 months (Across ALL Assets),85.22%/115/2.2 months (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Long, 2026-02-22 (Price: 1957.8059)",Weekly,No Exit Yet,No Price Target,2026-03-04 (Min),2.28%/15.86%,"1.21%, 9 days","2026-03-03 (Price: 1981.4688), 1.21% above",2026.7207 (Historic Rise or Fall to Pivot)/2430.0287 (Avg % Gain of Historic Winning trades)/4097.97 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/3382.11 (EMA 200)/2608.7764 (Backtested Max)/2295.7232 (Backtested Min),2026-10-14 (Max)/2026-03-04 (Min)/2026-06-23 (Avg),1576.73/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 10 years, 5",1965.1317,No Information,No Information,No Information,"88.6% (Price: 1793.4297), 10.48% above, Upmove Bounce Back","2025-04-13 (Price: 1386.7993), 2025-08-24 (Price: 4953.7329)",No Information,33.25%/17.26%/24.12%,"-0.0%, 44.11%",5.4 months/7 days/2.8 months,44.95%,44.58%,0.37%,1.56,1.59,95.65%/69/1.5 year (Across ALL Assets),56.83%/139/7.6 months (Across ALL Assets)
TRENDPULSE,"PG, Long, 2024-09-30 (Price: 173.2)",Monthly,No Exit Yet,No Price Target,2026-03-05 (Avg),12.85%/14.99%,"-7.78%, 1.4 year","2026-03-03 (Price: 159.72), 7.78% below",183.6613 (Historic Rise or Fall to Pivot)/188.84 (Avg % Gain of Historic Winning trades)/253.33 (Function Specific Target)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/202.5228 (Backtested Max)/180.2492 (Backtested Min),2028-09-27 (Max)/2026-03-05 (Avg),126.25/122.9033/161.0808/140.2317/No F-Track Level/No F-Track Level/162.39,"92.86%, Past 20 years, 14",171.03,No Information,No Information,No Information,No Information,No Information,6.89% below/7.78% below/7.78% below,16.93%/4.07%/9.03%,"3.8%, 22.42%",2.8 years/5.1 months/1 year,4.95%,4.3%,0.65%,0.98,0.19,91.67%/84/11.6 months (Across ALL Assets),68.75%/128/9.3 months (Across ALL Assets)
DELTADRIFT,"RELIANCE.NS, Long, 2026-01-12 (Price: 1483.2)",Daily,2026-03-02 (Price: 1358.0),No Price Target,No Date Target,10.58%/12.31%,"-8.44%, 1.6 month","2026-03-02 (Price: 1358.0), 8.44% below",1536.5952 (Historic Rise or Fall to Pivot)/1525.1746 (Avg % Gain of Historic Winning trades)/1530.88 (Function Specific Target)/1531.725 (Horizontal)/1879.7264 (F-Stack 1)/2065.5547 (F-Stack 2)/1552.4654 (Backtested Max)/1501.74 (Backtested Min),No Next Date Target,1470.6/1025.8126/1375.0525/1288.3015/No F-Track Level/No F-Track Level/1450.87,"72.73%, Past 4 years, 11",1475.3,No Information,No Information,No Information,No Information,No Information,No Information,4.67%/1.25%/2.83%,"6.81%, 6.81%",16 days/4 days/9 days,4.15%,6.83%,-2.68%,0.09,0.37,83.45%/139/13 days (Across ALL Assets),77.76%/508/15 days (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2025-12-07 (Price: 311.23)",Weekly,2026-03-01 (Price: 341.06),No Price Target,No Date Target,3.86%/11.4%,"6.73%, 2.9 months","2026-03-03 (Price: 332.17), 6.73% above",370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/344.9985 (Backtested Max),2027-02-27 (Max)/2026-06-11 (Avg),297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,"100.0%, Past 10 years, 19",309.48,No Information,No Information,No Information,No Information,No Information,6.73% above/6.73% above/6.73% above,10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,7.73%,6.98%,0.75%,1.39,0.42,90.74%/162/4.6 months (Across ALL Assets),80.52%/267/3.6 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2026-02-19 (Price: 58.23)",Daily,No Exit Yet,60.5243 (Avg % Gain of Historic Winning trades),No Date Target,3.09%/4.02%,"3.66%, 12 days","2026-03-03 (Price: 60.36), 3.66% above",62.2246 (Historic Rise or Fall to Pivot)/81.57 (Function Specific Target)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/62.7894 (Backtested Max),2026-04-25 (Max)/2026-03-06 (Avg),42.38/34.9317/48.4386/46.0303/No F-Track Level/No F-Track Level/44.98,"78.26%, Past 4 years, 23",57.83,No Information,No Information,No Information,No Information,No Information,8.99% above/3.66% above/3.66% above,7.83%/0.32%/3.94%,"11.63%, 29.81%",1.5 month/4 days/11 days,17.54%,12.66%,4.88%,0.1,0.6,91.89%/296/1.3 month (Across ALL Assets),82.01%/528/1.4 month (Across ALL Assets)
DELTADRIFT,"COIN, Long, 2026-02-06 (Price: 165.12)",Daily,2026-03-02 (Price: 185.24),No Price Target,No Date Target,7.81%/57.62%,"10.44%, 25 days","2026-03-03 (Price: 182.36), 10.44% above",289.6467 (Horizontal)/449.909 (F-Stack 1)/643.0255 (F-Stack 2)/287.44 (EMA 200)/196.6084 (Backtested Max),2026-06-03 (Max)/2026-03-11 (Avg),146.12/86.505/130.0002/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.89%, Past 4 years, 9",154.56,No Information,No Information,No Information,No Information,No Information,No Information,19.07%/5.69%/9.26%,"27.31%, 39.8%",2.7 months/3 days/23 days,12.46%,-11.08%,23.54%,0.43,0.2,83.45%/139/13 days (Across ALL Assets),77.76%/508/15 days (Across ALL Assets)
FRACTAL TRACK,"EFN.TO, Long, 2026-01-16 (Price: 34.48)",Daily,No Exit Yet,No Price Target,2026-03-04 (Min),13.3%/17.66%,"-6.41%, 1.5 month","2026-03-03 (Price: 32.27), 6.41% below",36.5626 (Historic Rise or Fall to Pivot)/37.9694 (Avg % Gain of Historic Winning trades)/46.27 (Function Specific Target)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/40.8347 (Backtested Max),2027-08-12 (Max)/2026-03-04 (Min)/2026-06-21 (Avg),31.79/12.67/29.5041/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.0%, Past 5 years, 20",35.2,No Information,No Information,No Information,"23.66% (Price: 33.5008), 3.67% below, Upmove Bounce Back","2023-10-23 (Price: 18.5), 2025-09-19 (Price: 38.15)",No Information,18.43%/2.81%/10.12%,"6.91%, 23.72%",1.1 year/1.1 month/3.6 months,27.0%,15.63%,11.37%,1.17,0.95,93.07%/303/5.2 months (Across ALL Assets),50.91%/55/5 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",Monthly,2026-03-03 (Price: 11.03),No Price Target,No Date Target,17.71%/25.82%,"-12.46%, 1.4 year","2026-03-03 (Price: 11.03), 12.46% below",14.044 (Historic Rise or Fall to Pivot)/13.8776 (Avg % Gain of Historic Winning trades)/19.79 (Function Specific Target)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/15.12 (Backtested Max)/12.983 (Backtested Min),2026-09-08 (Max),3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,"100.0%, Past 20 years, 12",12.315,No Information,No Information,No Information,No Information,No Information,9.96% below/11.55% below/12.46% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,5.74%,8.41%,-2.67%,1.75,0.5,91.67%/84/11.6 months (Across ALL Assets),68.75%/128/9.3 months (Across ALL Assets)
DELTADRIFT,"KXS.TO, Long, 2026-02-22 (Price: 124.2)",Weekly,2026-03-03 (Price: 133.56),No Price Target,No Date Target,3.54%/4.31%,"7.54%, 9 days","2026-03-03 (Price: 133.56), 7.54% above",147.6862 (Historic Rise or Fall to Pivot)/139.3151 (Avg % Gain of Historic Winning trades)/143.5 (Function Specific Target)/209.885 (Horizontal)/245.9157 (F-Stack 1)/289.1348 (F-Stack 2)/178.53 (EMA 200)/140.6689 (Backtested Max)/138.2843 (Backtested Min),2026-07-24 (Max)/2026-05-15 (Min)/2026-06-19 (Avg),123.77/No Horizontal Support/118.5983/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 11 years, 4",122.9,No Information,No Information,No Information,No Information,No Information,No Information,13.26%/11.34%/12.17%,"0%, 17.71%",3.5 months/1.9 month/2.7 months,12.67%,15.77%,-3.1%,14.45,0.74,76.92%/13/2.8 months (Across ALL Assets),85.22%/115/2.2 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-02-15 (Price: 66.46)",Weekly,No Exit Yet,69.7764 (Backtested Min),No Date Target,5.0%/9.24%,"5.24%, 16 days","2026-03-03 (Price: 69.94), 5.24% above",76.4024 (Historic Rise or Fall to Pivot)/77.9842 (Avg % Gain of Historic Winning trades)/76.97 (Function Specific Target)/73.435 (Horizontal)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/90.0666 (Backtested Max),2027-11-02 (Max)/2026-03-27 (Min)/2026-09-02 (Avg),47.63/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/51.76,"82.61%, Past 10 years, 23",64.36,No Information,No Information,No Information,No Information,No Information,5.24% above/5.24% above/5.24% above,35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,11.89%,3.89%,8.0%,0.73,0.26,90.74%/162/4.6 months (Across ALL Assets),80.52%/267/3.6 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-02-08 (Price: 120.18)",Weekly,2026-03-03 (Price: 144.17),No Price Target,No Date Target,-62.66%/-51.87%,"-19.96%, 23 days","2026-03-03 (Price: 144.17), 19.96% above",113.4499 (Avg % Gain of Historic Winning trades)/53.83 (Function Specific Target)/93.0152 (F-Stack 1)/69.3828 (F-Stack 2),2026-10-18 (Max)/2026-03-20 (Min)/2026-05-27 (Avg),No support/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No support,"89.47%, Past 10 years, 19",155.0,No Information,No Information,No Information,No Information,No Information,19.96% above/19.96% above/19.96% above,15.6%/1.62%/5.6%,"24.19%, 18.85%",5.8 months/28 days/2.5 months,-0.74%,4.79%,-5.53%,0.37,0.22,66.67%/6/1.8 month (Across ALL Assets),35.71%/14/1.5 month (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-10-31 (Price: 214.84)",Monthly,2026-03-03 (Price: 144.17),No Price Target,No Date Target,-28.57%/-18.92%,"32.89%, 4.1 months","2026-03-03 (Price: 144.17), 32.89% below",102.98 (Function Specific Target)/116.89 (Horizontal)/131.2534 (F-Stack 2),2026-06-09 (Max)/2026-06-05 (Min)/2026-06-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",216.11,No Information,No Information,No Information,No Information,No Information,33.29% below/32.89% below/32.89% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/5.4 months (Across ALL Assets),0.0%/7/6.3 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,2026-03-03 (Price: 144.17),No Price Target,No Date Target,-28.22%/-18.92%,"33.29%, 5.1 months","2026-03-03 (Price: 144.17), 33.29% below",103.48 (Function Specific Target)/116.89 (Horizontal)/131.2534 (F-Stack 2),2026-05-09 (Max)/2026-05-05 (Min)/2026-05-05 (Min),No support/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No support,"87.5%, Past 20 years, 8",244.35,No Information,No Information,No Information,No Information,No Information,40.89% below/40.41% below/33.29% below,23.76%/7.99%/13.25%,"41.99%, 25.96%",5.1 months/5 months/5 months,4.94%,4.79%,0.15%,-0.02,0.22,100.0%/3/5.4 months (Across ALL Assets),0.0%/7/6.3 months (Across ALL Assets)
DELTADRIFT,"JPM, Short, 2025-10-31 (Price: 311.12)",Monthly,No Exit Yet,300.9735 (F-Stack 1)/299.72 (EMA 200),No Date Target,-58.12%/-4.25%,"3.49%, 4.1 months","2026-03-03 (Price: 300.26), 3.49% below",291.0839 (Avg % Gain of Historic Winning trades)/125.7575 (Horizontal)/287.5071 (F-Stack 2),2026-03-10 (Max),No support/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 45 years, 5",313.97,No Information,No Information,No Information,No Information,No Information,No Information,7.59%/5.25%/6.44%,"20.94%, 8.48%",3 months/2 months/2.4 months,2.69%,4.88%,-2.19%,-0.03,0.32,0.0%/3/2.3 months (Across ALL Assets),0.0%/3/4.7 months (Across ALL Assets)
DELTADRIFT,"TD.TO, Short, 2025-11-30 (Price: 117.65)",Monthly,2026-02-28 (Price: 132.88),No Price Target,No Date Target,-44.89%/-37.62%,"-13.56%, 3.1 months","2026-03-03 (Price: 133.6), 13.56% above",106.4144 (Historic Rise or Fall to Pivot)/111.8734 (Avg % Gain of Historic Winning trades)/109.14 (Function Specific Target)/73.6233 (Horizontal)/101.1064 (F-Stack 1)/83.3451 (F-Stack 2)/112.41 (EMA 200)/127.9914 (Backtested Max)/120.3442 (Backtested Min),No Next Date Target,No Recent Maxima/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 54 years, 6",115.02,No Information,No Information,No Information,No Information,No Information,No Information,8.79%/2.29%/4.91%,"0.0%, 10.3%",2 months/1 month/1.4 month,5.19%,4.88%,0.31%,1.28,0.43,0.0%/3/2.3 months (Across ALL Assets),0.0%/3/4.7 months (Across ALL Assets)
