Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2025-10-26 (Price: 66.54)",2026-01-16 (Price: 69.89) (Today),"5.03%, 2.7 months","83.33%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-16 (Price: 69.89), 5.03% above",2.7 months,No Information,No Information,No Information,No Information,No Information,5.03% above/5.03% above/5.03% above,4.87%/1.37%/3.26%,"7.49%, 23.65%",11.9 months/28 days/3 months,2027-03-27/2025-12-05/2026-03-05,5.13%,1.98%,3.15%,0.52,-0.01,68.982/68.7092/71.72/No Horizontal Resistance/69.6679/76.9985/No EMA 200 Target,51.22/45.07/61.9685/No support/No F-Track Level/No F-Track Level/59.25,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"SBUX, Long, 2026-01-06 (Price: 89.46)",2026-01-16 (Price: 92.99) (Today),"3.95%, 10 days","91.67%, Past 4 years, 12","Daily, is CONFIRMED on 2026-01-06",Already confirmed,"2026-01-16 (Price: 92.99), 3.95% above",10 days,No Information,No Information,No Information,No Information,No Information,7.43% above/3.95% above/3.95% above,8.06%/2.15%/4.6%,"1.89%, 25.49%",3.2 months/6 days/1.2 month,2026-05-25/2026-01-14/2026-02-27,10.39%,-0.2%,10.59%,0.88,0.03,92.1527/93.5752/91.34/117.438/142.4098/150.3462/No EMA 200 Target,83.86/71.675/89.1063/76.529/No F-Track Level/No F-Track Level/87.21,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",2026-01-16 (Price: 621.26) (Today),"8.92%, 4.6 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-16 (Price: 621.26), 8.92% above",4.6 months,No Information,No Information,No Information,No Information,No Information,8.92% above/8.92% above/8.92% above,16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,2026-11-17/2026-04-05/2026-07-18,8.4%,6.82%,1.58%,1.2,0.37,649.1722/640.3881/735.71/No Horizontal Resistance/610.7303/836.2536/No EMA 200 Target,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2026-01-16 (Price: 48.64) (Today),"13.75%, 4.6 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-16 (Price: 48.64), 13.75% above",4.6 months,No Information,No Information,No Information,No Information,No Information,13.75% above/13.75% above/13.75% above,12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-05-18/2026-02-20/2026-08-31,6.01%,3.56%,2.45%,0.45,0.12,47.0446/47.207/53.49/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/38.98,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",2026-01-16 (Price: 437.5) (Today),"26.28%, 7.7 months","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-01-16 (Price: 437.5), 26.28% above",7.7 months,No Information,No Information,No Information,No Information,No Information,55.05% above/53.61% above/26.28% above,7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,2028-02-15/2028-02-15/2028-02-15,26.29%,28.82%,-2.53%,0.27,1.04,864.2098/373.4492/367.54/408.5817/413.6779/490.132/No EMA 200 Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2024-01-31 (Price: 869.82)",2026-01-16 (Price: 1358.5699) (Today),"56.19%, 2 years","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-01-16 (Price: 1358.5699), 56.19% above",2 years,No Information,No Information,No Information,No Information,No Information,56.19% above/56.19% above/56.19% above,42.83%/5.07%/18.51%,"28.83%, 59.07%",1.4 year/5.1 months/1 year,2026-01-28/2024-09-08/2025-07-05,8.92%,10.16%,-1.24%,0.75,0.49,1035.4337/1030.8237/1286.69/888.525/1034.6774/1091.1724/No EMA 200 Target,588.66/188.78/832.8601/749.8177/No F-Track Level/No F-Track Level/678.52,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
SIGMASHELL,"MCY.NZ, Long, 2025-12-02 (Price: 6.3)",2026-01-16 (Price: 6.48) (Today),"2.86%, 1.5 month","76.47%, Past 5 years, 17","Daily, was CONFIRMED on 2025-12-02",Already confirmed,"2026-01-16 (Price: 6.48), 2.86% above",1.5 month,"-3.38, 76.78",No Information,No Information,No Information,No Information,No Information,22.29%/3.47%/11.45%,"5.11%, 24.61%",1.5 year/1.3 month/4.8 months,2028-01-23/2026-01-27/2026-06-28,24.55%,5.54%,19.01%,0.96,0.28,6.5772/7.0213/7.8394/7.085/7.8394/8.9737/No EMA 200 Target,6.07/5.13/5.8309/4.54/No F-Track Level/No F-Track Level/6.29,85.45%/55/4.2 months (Across ALL Assets),74.3%/214/3.9 months (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",2026-01-16 (Price: 43.39) (Today),"10.06%, 9.7 months","92.31%, Past 27 years, 13","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2026-01-16 (Price: 43.39), 10.06% above",9.7 months,No Information,No Information,No Information,"23.66% (Price: 36.9765), 17.34% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,2033-09-01/2026-07-26/2027-09-03,5.35%,2.87%,2.48%,1.11,0.06,40.9429/45.1535/51.42/41.0733/49.4858/72.2363/42.21,29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2025-10-31 (Price: 1059.23)",2026-01-16 (Price: 1358.5699) (Today),"28.26%, 2.6 months","92.31%, Past 30 years, 13","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-01-16 (Price: 1358.5699), 28.26% above",2.6 months,No Information,No Information,No Information,"38.2% (Price: 692.3064), 96.24% above, Upmove Bounce Back","2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",No Information,30.95%/20.8%/23.81%,"6.56%, 49.5%",2.6 years/1 month/8.9 months,2029-07-17/2025-12-13/2026-11-21,12.71%,13.9%,-1.19%,1.74,0.62,1226.5883/1311.4327/1715.43/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/873.67,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
FRACTAL TRACK,"IWM, Long, 2025-06-30 (Price: 215.79)",2026-01-16 (Price: 265.76) (Today),"23.16%, 6.7 months","88.89%, Past 25 years, 9","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-16 (Price: 265.76), 23.16% above",6.7 months,No Information,No Information,No Information,"88.6% (Price: 171.1673), 55.26% above, Upmove Bounce Back","2023-10-31 (Price: 161.67), 2024-11-30 (Price: 244.98)",No Information,25.23%/12.67%/20.64%,"34.06%, 36.6%",1.9 year/5 months/1.1 year,2028-03-16/2026-02-02/2027-01-24,7.1%,4.62%,2.48%,0.69,0.22,238.8148/260.3291/265.78/244.72/267.7701/348.4025/227.73,194.86/162.3167/209.2101/157.2742/No F-Track Level/No F-Track Level/No EMA 200 Support,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
FRACTAL TRACK,"WMT, Long, 2025-06-30 (Price: 97.78)",2026-01-16 (Price: 119.7) (Today),"22.42%, 6.7 months","76.92%, Past 53 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-16 (Price: 119.7), 22.42% above",6.7 months,No Information,No Information,No Information,"23.66% (Price: 81.1648), 47.48% above, Upmove Bounce Back","1996-01-31 (Price: 3.2917), 2025-02-28 (Price: 105.3)",No Information,31.01%/7.63%/22.28%,"13.36%, 28.82%",3.7 years/7.1 months/1.5 year,2030-10-11/2026-05-04/2027-08-21,6.18%,11.88%,-5.7%,0.95,0.61,118.6365/119.5654/158.98/No Horizontal Resistance/98.8222/108.7906/101.69,40.53/42.9289/85.5556/72.7913/No F-Track Level/No F-Track Level/No EMA 200 Support,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2026-01-06 (Price: 1242.1899)",2026-01-15 (Price: 1331.6),"7.2%, 9 days","85.71%, Past 4 years, 14","Daily, is CONFIRMED on 2026-01-06",Already confirmed,"2026-01-16 (Price: 1358.5699), 9.37% above",10 days,No Information,No Information,No Information,No Information,No Information,16.74% above/9.37% above/9.37% above,21.88%/0.41%/10.18%,"34.28%, 51.77%",3.8 months/7 days/1.3 month,2026-06-20/2026-01-16/2026-03-03,11.06%,16.29%,-5.23%,0.48,0.74,1277.0954/1368.6448/1409.4/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,1015.43/576.784/1034.6774/832.8601/No F-Track Level/No F-Track Level/850.52,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"NVO, Long, 2025-07-24 (Price: 70.73)",2026-01-15 (Price: 57.12),"-19.24%, 5.8 months","92.31%, Past 4 years, 13","Daily, is CONFIRMED on 2025-07-24",Already confirmed,"2026-01-16 (Price: 62.33), 11.88% below",5.9 months,No Information,No Information,No Information,No Information,No Information,6.66% below/11.88% below/11.88% below,9.26%/2.25%/5.3%,"15.27%, 17.98%",1.6 month/7 days/17 days,2025-10-01/2025-08-03/2025-08-17,11.95%,6.59%,5.36%,0.52,0.35,74.2948/74.4787/71.99/139.01/157.4212/189.8872/84.53,64.31/37.265/70.5125/51.1046/No F-Track Level/No F-Track Level/No EMA 200 Support,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-12-05 (Price: 115.11)",2026-01-15 (Price: 119.2),"3.55%, 1.4 month","100.0%, Past 4 years, 23","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2026-01-16 (Price: 119.7), 3.99% above",1.4 month,No Information,No Information,No Information,No Information,No Information,4.62% above/3.99% above/3.99% above,4.8%/0.97%/2.87%,"-0.0%, 26.01%",2.6 months/6 days/21 days,2026-03-27/2025-12-13/2026-01-04,12.68%,12.5%,0.18%,2.03,0.74,120.6007/118.4137/122.3/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,100.61/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.23,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-08-21 (Price: 591.92)",2026-01-14 (Price: 546.82),"-7.62%, 4.9 months","96.15%, Past 4 years, 26","Daily, is CONFIRMED on 2025-08-21",Already confirmed,"2026-01-16 (Price: 539.49), 8.86% below",4.9 months,No Information,No Information,No Information,No Information,No Information,8.86% below/8.86% below/8.86% below,7.81%/1.11%/2.94%,"5.85%, 28.57%",3.5 months/4 days/1.3 month,2026-01-20/2025-08-26/2025-10-16,5.71%,7.58%,-1.87%,0.98,0.39,598.6087/609.3224/608.31/No Horizontal Resistance/716.5814/751.3605/No EMA 200 Target,550.18/279.035/554.0572/515.4888/No F-Track Level/No F-Track Level/547.22,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-12-22 (Price: 168.04)",2026-01-14 (Price: 184.93),"10.05%, 23 days","78.95%, Past 4 years, 19","Daily, is CONFIRMED on 2025-12-22",Already confirmed,"2026-01-16 (Price: 188.28), 12.04% above",25 days,No Information,No Information,No Information,No Information,No Information,18.39% above/12.04% above/12.04% above,9.09%/1.23%/5.04%,"19.7%, 28.41%",4.4 months/6 days/1 month,2026-07-01/2025-12-30/2026-02-03,12.04%,18.03%,-5.99%,0.06,0.87,180.8951/176.5092/187.59/No Horizontal Resistance/178.0989/194.7923/No EMA 200 Target,145.49/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/130.56,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2025-12-18 (Price: 43.41)",2026-01-14 (Price: 48.03),"10.64%, 27 days","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2025-12-18",Already confirmed,"2026-01-16 (Price: 47.79), 10.09% above",29 days,No Information,No Information,No Information,"78.6% (Price: 43.2814), 10.42% above, Upmove Bounce Back","2025-10-21 (Price: 41.67), 2025-11-20 (Price: 49.2)",No Information,10.83%/7.23%/9.92%,"-0.0%, 17.04%",9.4 months/1.1 month/4.2 months,2027-01-30/2026-02-03/2026-06-18,20.54%,16.68%,3.86%,1.1,0.86,43.9396/47.7163/47.93/51.51/65.8353/68.6522/43.58,43.0/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/No EMA 200 Support,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-10-02 (Price: 577.33)",2026-01-14 (Price: 546.82),"-5.28%, 3.5 months","96.15%, Past 4 years, 26","Daily, is CONFIRMED on 2025-10-02",Already confirmed,"2026-01-16 (Price: 539.49), 6.55% below",3.5 months,No Information,No Information,No Information,No Information,No Information,6.55% below/6.55% below/6.55% below,7.81%/1.11%/2.94%,"5.85%, 28.57%",3.5 months/4 days/1.3 month,2026-03-03/2025-10-07/2025-11-27,5.71%,7.58%,-1.87%,0.98,0.39,583.8538/594.3035/672.59/592.9033/716.5814/751.3605/No EMA 200 Target,565.13/306.91/554.0572/515.4888/No F-Track Level/No F-Track Level/556.01,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
DELTADRIFT,"MSFT, Long, 2025-11-26 (Price: 485.5)",2026-01-14 (Price: 459.38),"-5.38%, 1.6 month","72.73%, Past 4 years, 11","Daily, was CONFIRMED on 2025-11-26",Already confirmed,"2026-01-16 (Price: 459.86), 5.28% below",1.7 month,No Information,No Information,No Information,No Information,No Information,No Information,5.23%/2.02%/3.68%,"8.2%, 14.53%",2.4 months/1 day/14 days,2026-03-10/2025-11-27/2025-12-16,5.1%,6.53%,-1.43%,0.07,0.34,510.2605/503.3664/506.81/No Horizontal Resistance/553.3726/615.9924/No EMA 200 Target,472.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/482.26,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
DELTADRIFT,"SFTBY, Long, 2025-11-19 (Price: 15.245)",2026-01-14 (Price: 13.23),"-13.22%, 1.9 month","72.73%, Past 4 years, 11","Daily, was CONFIRMED on 2025-11-19",Already confirmed,"2026-01-16 (Price: 12.53), 17.81% below",1.9 month,No Information,No Information,No Information,No Information,No Information,No Information,12.83%/2.56%/6.09%,"19.12%, 20.76%",11 days/1 day/5 days,2025-12-04/2025-11-20/2025-11-26,2.49%,14.8%,-12.31%,-0.02,0.67,16.4158/16.1734/16.29/No Horizontal Resistance/23.8631/28.8451/No EMA 200 Target,14.97/4.205/14.0995/12.0968/No F-Track Level/No F-Track Level/11.94,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2026-01-06 (Price: 47.91)",2026-01-14 (Price: 48.53),"1.29%, 8 days","100.0%, Past 4 years, 19","Daily, is CONFIRMED on 2026-01-06",Already confirmed,"2026-01-16 (Price: 48.64), 1.52% above",10 days,No Information,No Information,No Information,No Information,No Information,2.94% above/1.52% above/1.52% above,2.7%/0.5%/1.73%,"0%, 8.66%",2.2 months/6 days/26 days,2026-04-11/2026-01-14/2026-02-12,10.25%,7.22%,3.03%,2.78,0.44,49.1413/48.7388/49.06/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,44.51/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/42.09,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
