Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-02-09 (Price: 190.04)",Daily,No Exit Yet,No Price Target,2026-02-17 (Min),4.09%/8.17%,"-1.08%, 9 days","2026-02-18 (Price: 187.98), 1.08% below",240.2486 (Historic Rise or Fall to Pivot)/206.9346 (Avg % Gain of Historic Winning trades)/203.33 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/226.9268 (Backtested Max)/195.6652 (Backtested Min),2026-03-05 (Max)/2026-02-23 (Avg),171.88/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/170.11,"90.91%, Past 4 years, 22",184.26,No Information,No Information,No Information,No Information,No Information,1.39% above/1.08% below/1.08% below,19.41%/2.96%/8.89%,"6.69%, 63.72%",17 days/6 days/10 days,14.95%,45.88%,-30.93%,1.01,1.76,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2025-12-14 (Price: 175.02)",Weekly,2026-02-15 (Price: 182.78),No Price Target,No Date Target,16.97%/27.62%,"7.4%, 2.2 months","2026-02-18 (Price: 187.98), 7.4% above",219.8776 (Historic Rise or Fall to Pivot)/245.6406 (Avg % Gain of Historic Winning trades)/239.8943 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/482.7577 (Backtested Max),2027-01-04 (Max)/2026-03-15 (Min)/2026-06-05 (Avg),167.02/13.9695/152.8996/143.3288/No F-Track Level/No F-Track Level/172.44,"83.7%, Past 10 years, 92",182.64,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,175.83%/0.32%/40.35%,"35.55%, 47.56%",8.9 months/2.1 months/4 months,75.78%,46.22%,29.56%,0.69,1.86,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
DELTADRIFT,"BTC-USD, Long, 2026-02-06 (Price: 70555.3906)",Daily,No Exit Yet,No Price Target,2026-02-20 (Avg),9.1%/9.43%,"-6.0%, 12 days","2026-02-18 (Price: 66320.6719), 6.0% below",72573.2748 (Historic Rise or Fall to Pivot)/74760.4919 (Avg % Gain of Historic Winning trades)/73666.88 (Function Specific Target)/124582.2656 (Horizontal)/136097.3501 (F-Stack 1)/177421.0223 (F-Stack 2)/99873.17 (EMA 200)/78810.3713 (Backtested Max)/72354.5531 (Backtested Min),2026-04-29 (Max)/2026-02-20 (Avg),62702.1/18304.4229/57447.2152/51395.9501/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 4 years, 15",62704.4531,No Information,No Information,No Information,No Information,No Information,No Information,11.7%/2.55%/5.96%,"26.18%, 26.18%",1.9 month/2 days/10 days,6.02%,14.76%,-8.74%,0.14,0.5,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Exit Yet,No Price Target,2026-02-20 (Max),93.76%/105.21%,"-36.62%, 8.8 months","2026-02-18 (Price: 66320.6719), 36.62% below",360750.2922 (Historic Rise or Fall to Pivot)/283025.1161 (Avg % Gain of Historic Winning trades)/128503.09 (Function Specific Target)/136097.3501 (F-Stack 2)/404352.9859 (Backtested Max)/155178.2931 (Backtested Min),2026-02-20 (Max),16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level/94736.72,"100.0%, Past 20 years, 5",94212.8594,No Information,No Information,No Information,No Information,No Information,29.6% below/36.62% below/36.62% below,286.43%/48.3%/170.48%,"-0.0%, 15.0%",6.1 months/5.1 months/5.8 months,56.19%,37.5%,18.69%,0.89,1.29,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-12-28 (Price: 94.47)",Weekly,2026-02-15 (Price: 76.87),No Price Target,No Date Target,38.92%/39.71%,"-17.44%, 1.7 month","2026-02-18 (Price: 77.99), 17.44% below",108.9617 (Historic Rise or Fall to Pivot)/109.708 (Avg % Gain of Historic Winning trades)/109.33 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/111.27 (EMA 200)/110.9834 (Backtested Max)/108.3476 (Backtested Min),2026-06-06 (Max)/2026-04-02 (Avg),94.39/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 15 years, 5",94.71,No Information,No Information,No Information,No Information,No Information,No Information,17.48%/14.69%/16.13%,"53.59%, 53.59%",3.7 months/21 days/2.2 months,0.19%,16.07%,-15.88%,-0.03,0.7,72.73%/11/3.4 months (Across ALL Assets),90.36%/83/2.3 months (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-12-29 (Price: 94.15)",Daily,No Exit Yet,No Price Target,2026-02-19 (Avg),21.26%/22.53%,"-17.16%, 1.7 month","2026-02-18 (Price: 77.99), 17.16% below",95.5622 (Historic Rise or Fall to Pivot)/97.3229 (Avg % Gain of Historic Winning trades)/107.7 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/113.4 (EMA 200)/100.8817 (Backtested Max)/94.5737 (Backtested Min),2026-04-20 (Max)/2026-02-19 (Avg),93.23/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"94.44%, Past 4 years, 18",93.99,No Information,No Information,No Information,No Information,No Information,17.44% below/17.16% below/17.16% below,7.15%/0.45%/3.37%,"0.57%, 20.2%",2.6 months/7 days/1.2 month,15.4%,9.17%,6.23%,1.08,0.47,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
FRACTAL TRACK,"MCD, Long, 2026-01-08 (Price: 308.88)",Daily,No Exit Yet,329.9147 (Avg % Gain of Historic Winning trades),No Date Target,4.88%/12.86%,"6.15%, 1.4 month","2026-02-18 (Price: 327.89), 6.15% above",370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/343.907 (Backtested Max),2028-08-03 (Max)/2026-07-03 (Min)/2027-03-18 (Avg),299.86/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/307.01,"93.75%, Past 5 years, 16",303.44,No Information,No Information,No Information,"61.8% (Price: 303.4045), 8.07% above, Upmove Bounce Back","2025-10-09 (Price: 292.04), 2025-12-18 (Price: 321.79)",No Information,11.34%/1.63%/6.81%,"2.66%, 18.2%",1.8 year/4.1 months/10 months,9.72%,5.91%,3.81%,0.88,0.33,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2025-12-07 (Price: 311.23)",Weekly,No Exit Yet,326.5736 (Avg % Gain of Historic Winning trades),No Date Target,1.25%/5.22%,"5.35%, 2.4 months","2026-02-18 (Price: 327.89), 5.35% above",331.989 (Historic Rise or Fall to Pivot)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/344.9985 (Backtested Max),2027-02-27 (Max)/2026-06-11 (Avg),297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,"100.0%, Past 10 years, 19",309.48,No Information,No Information,No Information,No Information,No Information,5.35% above/5.35% above/5.35% above,10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,7.73%,6.98%,0.75%,1.39,0.42,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-12 (Price: 60.61)",Daily,No Exit Yet,No Price Target,2026-02-17 (Min),3.79%/4.91%,"-2.87%, 6 days","2026-02-18 (Price: 58.87), 2.87% below",66.1194 (Historic Rise or Fall to Pivot)/62.2525 (Avg % Gain of Historic Winning trades)/61.76 (Function Specific Target)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/66.077 (Backtested Max)/61.1009 (Backtested Min),2026-03-12 (Max)/2026-02-26 (Avg),60.19/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.11,"100.0%, Past 4 years, 13",59.18,No Information,No Information,No Information,No Information,No Information,2.87% below/2.87% below/2.87% below,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,11.13%,4.24%,6.89%,0.97,0.2,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-08-10 (Price: 57.24)",Weekly,2026-02-18 (Price: 58.87),No Price Target,No Date Target,5.81%/14.11%,"2.85%, 6.4 months","2026-02-18 (Price: 58.87), 2.85% above",62.2886 (Avg % Gain of Historic Winning trades)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.1769 (Backtested Max),2026-11-17 (Max),35.9/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/41.89,"95.65%, Past 10 years, 23",55.02,No Information,No Information,No Information,No Information,No Information,8.32% above/2.85% above/2.85% above,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,-0.68%,2.1%,-2.78%,0.55,0.05,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-11-23 (Price: 47.11)",Weekly,2026-02-15 (Price: 55.39),56.1127 (Backtested Max),No Date Target,15.32%/20.25%,"21.18%, 2.9 months","2026-02-18 (Price: 57.09), 21.18% above",65.8353 (F-Stack 1)/68.6522 (F-Stack 2),2026-04-24 (Max),41.23/34.9317/46.0303/41.121/No F-Track Level/No F-Track Level/42.96,"86.36%, Past 10 years, 22",47.0,No Information,No Information,No Information,No Information,No Information,28.58% above/20.04% above/21.18% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,-1.83%,3.94%,-5.77%,0.27,0.24,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",Weekly,2026-02-15 (Price: 55.39),No Price Target,No Date Target,15.32%/20.25%,"24.38%, 8.3 months","2026-02-18 (Price: 57.09), 24.38% above",65.8353 (F-Stack 1)/68.6522 (F-Stack 2),No Next Date Target,37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level/44.38,"86.36%, Past 10 years, 22",43.42,No Information,No Information,No Information,No Information,No Information,32.0% above/29.66% above/24.38% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,-1.83%,3.94%,-5.77%,0.27,0.24,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2026-02-06 (Price: 120.18)",Daily,No Exit Yet,No Price Target,2026-02-17 (Avg),5.14%/6.1%,"-2.33%, 12 days","2026-02-18 (Price: 117.38), 2.33% below",125.6602 (Historic Rise or Fall to Pivot)/123.4128 (Avg % Gain of Historic Winning trades)/124.54 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/221.94 (EMA 200)/125.9727 (Backtested Max),2026-03-04 (Max),No Recent Minima/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No EMA 200 Support,"76.92%, Past 4 years, 13",121.94,No Information,No Information,No Information,No Information,No Information,No Information,4.82%/1.26%/2.69%,"8.44%, 9.99%",18 days/2 days/8 days,4.66%,6.27%,-1.61%,0.1,0.34,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-11-26 (Price: 188.16)",Daily,No Exit Yet,No Price Target,2026-02-16 (Avg),61.84%/62.34%,"-37.62%, 2.8 months","2026-02-18 (Price: 117.38), 37.62% below",190.5496 (Historic Rise or Fall to Pivot)/206.2422 (Avg % Gain of Historic Winning trades)/293.2329 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/221.94 (EMA 200)/213.1476 (Backtested Max)/189.9663 (Backtested Min),2026-03-05 (Max),185.77/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"90.0%, Past 5 years, 10",188.7,"-3.35, 100.0%",No Information,No Information,No Information,No Information,No Information,13.28%/0.96%/9.61%,"5.24%, 12.83%",2.3 months/1.2 month/1.9 month,11.85%,6.18%,5.67%,0.52,0.33,75.47%/53/4.6 months (Across ALL Assets),71.43%/224/3.8 months (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",Monthly,2026-01-31 (Price: 43.25),45.1535 (Avg % Gain of Historic Winning trades),No Date Target,4.91%/8.5%,"15.69%, 10.8 months","2026-02-18 (Price: 45.61), 15.69% above",51.42 (Function Specific Target)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2)/47.8501 (Backtested Max),2033-09-01 (Max)/2026-07-26 (Min)/2027-09-03 (Avg),29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.31%, Past 27 years, 13",39.57,No Information,No Information,No Information,"23.66% (Price: 36.9765), 23.35% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,5.35%,2.87%,2.48%,1.11,0.06,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2026-02-10 (Price: 44.2)",Daily,2026-02-18 (Price: 45.61),No Price Target,2026-02-18 (Min),8.5%/43.05%,"3.19%, 8 days","2026-02-18 (Price: 45.61), 3.19% above",49.4858 (F-Stack 1)/65.2454 (F-Stack 2),2026-06-11 (Max)/2026-03-16 (Avg),42.56/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/42.6,"85.19%, Past 4 years, 27",43.75,No Information,No Information,No Information,No Information,No Information,5.21% above/3.19% above/3.19% above,4.38%/0.62%/2.23%,"10.13%, 19.69%",2.8 months/6 days/24 days,8.66%,2.65%,6.01%,0.1,0.09,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-02-12 (Price: 11.3)",Daily,No Exit Yet,No Price Target,2026-02-20 (Min),3.45%/4.63%,"-2.48%, 6 days","2026-02-18 (Price: 11.02), 2.48% below",11.8119 (Historic Rise or Fall to Pivot)/11.7644 (Avg % Gain of Historic Winning trades)/12.23 (Function Specific Target)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/11.53 (EMA 200)/12.3712 (Backtested Max)/11.4006 (Backtested Min),2026-07-05 (Max)/2026-02-20 (Min)/2026-03-31 (Avg),10.83/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Support,"96.15%, Past 4 years, 26",11.27,No Information,No Information,No Information,No Information,No Information,2.3% below/2.48% below/2.48% below,9.48%/0.89%/4.11%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.16%,8.14%,7.02%,0.86,0.43,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
SIGMASHELL,"IFT.NZ, Long, 2025-12-02 (Price: 11.75)",Daily,No Exit Yet,No Price Target,2026-02-18 (Min),8.21%/10.68%,"-6.21%, 2.6 months","2026-02-18 (Price: 11.02), 6.21% below",12.1965 (Historic Rise or Fall to Pivot)/13.1835 (Avg % Gain of Historic Winning trades)/18.927 (Function Specific Target)/11.925 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/14.1658 (Backtested Max)/12.321 (Backtested Min),2026-06-02 (Max)/2026-03-24 (Avg),11.39/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.54,"100.0%, Past 5 years, 9",11.58,"-3.31, 87.5%",No Information,No Information,No Information,No Information,No Information,20.56%/4.86%/12.2%,"0%, 16.37%",4.2 months/1.8 month/2.6 months,30.94%,8.0%,22.94%,2.04,0.45,75.47%/53/4.6 months (Across ALL Assets),71.43%/224/3.8 months (Across ALL Assets)
