Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
OSCILLATOR DELTA,"IBIT, Long, 2026-01-02 (Price: 50.94)",No Exit Yet,"4.95%, 3 days","83.33%, Past 1 years, 6","Daily, is Confirmed on 2026-01-02",No Cancellation Possible,"2026-01-05 (Price: 53.46), 4.95% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,8.18%/7.68%/7.94%,"13.32%, 14.42%",1.3 month/15 days/29 days,2026-02-27/2026-01-23/2026-02-13,22.32%,27.39%,-5.07%,0.36,1.11,53.054/54.9846/55.02/70.855/74.3812/88.2877/58.83,No Recent Minima/41.99/45.1961/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.14%/59/1.9 month (Across ALL Assets),66.67%/264/2.6 months (Across ALL Assets)
TRENDPULSE,"MSE.PA, Long, 2026-01-02 (Price: 65.3)",No Exit Yet,"1.16%, 3 days","100.0%, Past 4 years, 18","Daily, is CONFIRMED on 2026-01-02",Already confirmed,"2026-01-05 (Price: 66.06), 1.16% above",3 days,No Information,No Information,No Information,No Information,No Information,2.09% above/1.16% above/1.16% above,4.76%/0.41%/2.29%,"0%, 13.59%",3.5 months/6 days/1.3 month,2026-06-03/2026-01-10/2026-02-27,9.16%,6.81%,2.35%,1.46,0.37,67.5594/66.7954/66.67/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,63.33/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/60.1,No Data (Across ALL Assets),No Data (Across ALL Assets)
SIGMASHELL,"NFLX, Long, 2026-01-02 (Price: 90.99)",No Exit Yet,"0.52%, 3 days","100.0%, Past 5 years, 5","Daily, was CONFIRMED on 2026-01-02",Already confirmed,"2026-01-05 (Price: 91.46), 0.52% above",3 days,"-5.54, 75.0",No Information,No Information,No Information,No Information,No Information,44.38%/13.01%/27.21%,"0%, 18.45%",6.7 months/2 months/3.1 months,2026-10-20/2026-03-29/2026-05-16,64.2%,22.33%,41.87%,2.41,0.93,98.5786/115.7484/139.352/No Horizontal Resistance/139.352/152.4292/113.37,85.59/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2025-12-31 (Price: 36.54)",No Exit Yet,"-6.49%, 5 days","85.71%, Past 4 years, 14","Daily, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 34.17), 6.49% below",5 days,No Information,No Information,No Information,No Information,No Information,5.97% below/6.49% below/6.49% below,6.63%/0.76%/3.55%,"0.81%, 14.63%",1.2 month/6 days/22 days,2026-02-21/2026-01-08/2026-01-31,14.01%,1.7%,12.31%,1.17,0.11,38.8968/37.8372/37.47/39.3812/40.717/47.4928/No EMA 200 Target,35.13/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/36.17,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"JPY=X, Long, 2025-12-31 (Price: 156.413)",No Exit Yet,"0.2%, 5 days","73.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-02 (Price: 156.731), 0.2% above",5 days,No Information,No Information,No Information,No Information,No Information,0.29% above/0.6% below/0.2% above,18.95%/3.25%/10.93%,"19.82%, 27.01%",1.1 year/5 months/9.2 months,2027-07-27/2026-08-05/2027-02-03,-1.08%,0.88%,-1.96%,0.37,-0.3,172.2576/173.5089/158.98/159.6617/175.8568/187.2285/No EMA 200 Target,142.3/110.2702/138.2059/No support/No F-Track Level/No F-Track Level/148.77,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-12-31 (Price: 301.15)",No Exit Yet,"5.62%, 5 days","100.0%, Past 24 years, 7","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 318.06), 5.62% above",5 days,No Information,No Information,No Information,No Information,No Information,5.62% above/17.44% above/5.62% above,74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,2030-09-16/2027-11-08/2028-09-16,16.0%,8.74%,7.26%,0.66,0.45,401.8546/444.9491/463.42/No Horizontal Resistance/348.2242/411.0319/No EMA 200 Target,106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-12-31 (Price: 55.0)",No Exit Yet,"3.44%, 5 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 56.89), 3.44% above",5 days,No Information,No Information,No Information,No Information,No Information,6.04% above/2.91% above/3.44% above,30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-11-08/2026-08-05/2027-01-26,4.68%,2.37%,2.31%,0.29,0.18,64.064/64.9825/67.83/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/47.69,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2025-12-31 (Price: 310.24)",No Exit Yet,"0.25%, 5 days","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 311.03), 0.25% above",5 days,No Information,No Information,No Information,No Information,No Information,2.05% above/0.25% above/0.25% above,30.2%/3.49%/16.71%,"0%, 34.42%",2.2 years/5 months/10.1 months,2029-02-20/2026-08-05/2027-03-14,9.36%,7.98%,1.38%,1.77,0.4,379.9199/362.0811/329.02/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,136.01/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/267.22,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-12-31 (Price: 3.68)",No Exit Yet,"1.9%, 5 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 3.75), 1.9% above",5 days,No Information,No Information,No Information,No Information,No Information,15.03% above/1.9% above/1.9% above,27.18%/11.21%/20.88%,"-0.0%, 49.28%",6.1 months/5 months/5.3 months,2026-09-22/2026-08-05/2026-08-18,5.5%,0.69%,4.81%,1.23,0.0,4.2997/4.4484/5.83/7.985/12.7156/14.3053/No EMA 200 Target,2.83/2.82/3.5015/3.1474/No F-Track Level/No F-Track Level/3.23,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2025-12-31 (Price: 68.62)",No Exit Yet,"-0.07%, 5 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 68.57), 0.07% below",5 days,No Information,No Information,No Information,No Information,No Information,0.07% below/0.07% below/0.07% below,38.76%/5.7%/13.28%,"24.41%, 40.93%",1.8 year/5 months/8.5 months,2028-07-26/2026-08-05/2027-01-04,9.96%,11.66%,-1.7%,0.82,0.67,106.3884/77.7327/69.15/85.45/105.252/119.9356/No EMA 200 Target,55.51/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.85,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-12-31 (Price: 73.13)",No Exit Yet,"0.38%, 5 days","100.0%, Past 33 years, 6","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 73.41), 0.38% above",5 days,No Information,No Information,No Information,No Information,No Information,19.6% above/0.38% above/0.38% above,227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-07-26/2027-11-08/2028-04-13,16.49%,8.5%,7.99%,0.7,0.42,150.8453/189.2824/98.01/No Horizontal Resistance/79.8787/88.3247/No EMA 200 Target,26.66/24.32/70.6207/63.2847/No F-Track Level/No F-Track Level/55.48,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"EFA, Long, 2025-12-31 (Price: 96.03)",No Exit Yet,"2.21%, 5 days","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 98.15), 2.21% above",5 days,No Information,No Information,No Information,No Information,No Information,2.21% above/1.94% above/2.21% above,18.42%/4.43%/10.16%,"13.47%, 23.01%",1.5 year/5 months/8.9 months,2028-02-21/2026-08-05/2027-01-21,4.72%,2.4%,2.32%,0.44,0.03,108.197/105.7866/110.15/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.61/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/90.09,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"AAPL, Long, 2025-12-31 (Price: 271.86)",No Exit Yet,"-1.69%, 5 days","100.0%, Past 45 years, 5","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 267.26), 1.69% below",5 days,No Information,No Information,No Information,"38.2% (Price: 169.2862), 57.87% above, Upmove Bounce Back","2016-06-30 (Price: 22.3675), 2024-12-31 (Price: 260.1)",No Information,37.72%/33.07%/35.65%,"-0.0%, 10.93%",1 year/9.1 months/10.6 months,2027-06-05/2027-01-30/2027-04-05,12.11%,12.37%,-0.26%,1.91,0.56,390.1463/368.7781/414.5/No Horizontal Resistance/289.238/325.3828/No EMA 200 Target,23.9/136.57/202.8031/187.5583/No F-Track Level/No F-Track Level/232.3,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"HDB, Long, 2025-12-31 (Price: 36.54)",No Exit Yet,"-6.49%, 5 days","88.89%, Past 26 years, 9","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 34.17), 6.49% below",5 days,No Information,No Information,No Information,"38.2% (Price: 34.562), 1.13% below, Upmove Bounce Back","2024-02-29 (Price: 26.08), 2025-07-31 (Price: 39.805)",No Information,26.63%/20.05%/23.77%,"32.26%, 39.31%",3.3 years/4.1 months/1.4 year,2030-09-16/2026-06-25/2027-12-29,8.78%,11.88%,-3.1%,0.83,0.59,42.3754/45.2256/44.77/39.3812/40.717/47.4928/No EMA 200 Target,26.75/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/36.21,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"TCS.NS, Long, 2025-12-31 (Price: 3206.2)",No Exit Yet,"0.31%, 5 days","87.5%, Past 21 years, 8","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 3216.1001), 0.31% above",5 days,No Information,No Information,No Information,"50% (Price: 2809.1), 14.49% above, Upmove Bounce Back","2016-11-30 (Price: 1025.95), 2024-08-31 (Price: 4592.25)",No Information,26.36%/7.31%/19.71%,"10.18%, 12.85%",1.3 year/3 months/8.3 months,2027-11-08/2026-05-10/2026-12-26,7.28%,13.73%,-6.45%,0.82,0.62,3337.6542/3838.142/5345.98/4543.575/5637.7577/6110.9256/3238.9,2888.4/2923.4601/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-31 (Price: 37.75)",No Exit Yet,"-0.21%, 5 days","85.71%, Past 24 years, 7","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 37.67), 0.21% below",5 days,No Information,No Information,No Information,"23.66% (Price: 34.9549), 7.77% above, Upmove Bounce Back","2023-10-31 (Price: 20.29), 2025-01-31 (Price: 39.5)",No Information,22.73%/20.64%/21.31%,"10.15%, 45.89%",6.4 years/4 months/3.3 years,2035-02-19/2026-06-22/2030-09-16,4.68%,9.29%,-4.61%,0.75,0.49,47.0516/45.7945/49.28/39.1438/40.9296/48.5677/No EMA 200 Target,33.54/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.43,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"SUM.NZ, Long, 2025-12-31 (Price: 12.29)",No Exit Yet,"0.73%, 5 days","100.0%, Past 14 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 12.38), 0.73% above",5 days,No Information,No Information,No Information,"50% (Price: 10.74), 15.27% above, Upmove Bounce Back","2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",No Information,48.88%/41.01%/44.94%,"-0.0%, 38.76%",1.3 year/1 year/1.1 year,2027-11-08/2027-06-05/2027-07-27,11.55%,11.73%,-0.18%,0.86,0.59,12.6169/17.8131/15.53/13.345/19.8479/26.5969/No EMA 200 Target,8.8/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/11.43,No Data (Across ALL Assets),No Data (Across ALL Assets)
DELTADRIFT,"KWEB, Long, 2025-12-30 (Price: 34.39)",2026-01-02 (Price: 35.63),"3.61%, 3 days","75.0%, Past 4 years, 12","Daily, was CONFIRMED on 2025-12-30",Already confirmed,"2026-01-05 (Price: 36.45), 5.99% above",6 days,No Information,No Information,No Information,No Information,No Information,No Information,19.05%/4.1%/7.08%,"18.75%, 18.75%",1.6 month/2 days/14 days,2026-03-09/2026-01-01/2026-01-19,3.5%,-1.91%,5.41%,0.03,0.1,35.4974/36.8248/36.16/54.865/112.1402/127.8094/36.36,33.63/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"ETH-USD, Long, 2025-12-27 (Price: 2947.9983)",2026-01-03 (Price: 3125.9175),"6.04%, 7 days","92.86%, Past 4 years, 42","Daily, is CONFIRMED on 2025-12-27",Already confirmed,"2026-01-05 (Price: 3238.2122), 9.84% above",9 days,No Information,No Information,No Information,No Information,No Information,10.68% above/9.84% above/9.84% above,39.76%/1.01%/13.37%,"17.31%, 42.86%",3 months/5 days/23 days,2026-05-06/2026-01-03/2026-01-29,60.18%,45.2%,14.98%,0.97,1.15,3593.3151/3342.1457/3872.72/4922.7188/4887.278/5344.0381/3585.05,2827.07/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
DELTADRIFT,"ARM, Long, 2025-12-24 (Price: 111.55)",2026-01-05 (Price: 116.11) (Today),"4.09%, 12 days","83.33%, Past 2 years, 6","Daily, was CONFIRMED on 2025-12-24",Already confirmed,"2026-01-05 (Price: 116.11), 4.09% above",12 days,No Information,No Information,No Information,No Information,No Information,No Information,13.24%/7.69%/10.84%,"19.77%, 19.77%",1.2 month/5 days/15 days,2026-02-14/2025-12-31/2026-01-14,17.56%,26.25%,-8.69%,0.29,1.04,114.1937/123.642/118.92/184.93/209.6611/292.8214/137.41,96.83/No Horizontal Support/102.2246/89.5435/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"IBKR, Long, 2025-12-19 (Price: 64.26)",2026-01-05 (Price: 71.57) (Today),"11.38%, 17 days","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2026-01-05 (Price: 71.57), 11.38% above",17 days,No Information,No Information,No Information,"23.66% (Price: 62.1287), 15.2% above, Upmove Bounce Back","2024-08-05 (Price: 25.9225), 2025-10-10 (Price: 73.35)",No Information,16.34%/10.24%/12.37%,"7.97%, 31.97%",1.1 year/28 days/3 months,2027-07-15/2026-01-28/2026-04-28,35.27%,24.2%,11.07%,1.68,1.19,69.4458/72.209/92.72/No Horizontal Resistance/81.4292/98.2092/No EMA 200 Target,62.45/13.0762/62.0029/55.579/No F-Track Level/No F-Track Level/58.68,No Data (Across ALL Assets),No Data (Across ALL Assets)
OSCILLATOR DELTA,"IBKR, Long, 2025-11-26 (Price: 64.19)",2026-01-05 (Price: 71.57) (Today),"11.5%, 1.3 month","73.68%, Past 6 years, 19","Daily, is Confirmed on 2025-11-26",No Cancellation Possible,"2026-01-05 (Price: 71.57), 11.5% above",1.3 month,No Information,No Information,No Information,No Information,No Information,No Information,17.02%/5.19%/9.62%,"11.21%, 13.86%",2.1 months/4 days/25 days,2026-02-25/2025-12-01/2026-01-01,15.03%,21.69%,-6.66%,0.38,1.02,70.5705/70.3651/67.4/No Horizontal Resistance/102.297/159.1852/No EMA 200 Target,No Recent Minima/13.0762/45.4088/31.9794/No F-Track Level/No F-Track Level/58.68,88.14%/59/1.9 month (Across ALL Assets),66.67%/264/2.6 months (Across ALL Assets)
