Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-09-05 (Price: 37.89)",Daily,No Exit Yet,38.98 (Exit Rule),No Date Target,0.49%/0.92%,"2.93%, 4.1 months","2026-01-07 (Price: 39.0), 2.93% above",39.9967 (Historic Rise or Fall to Pivot)/39.3601 (Avg % Gain of Historic Winning trades)/39.1917 (Horizontal)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/42.0579 (Backtested Max),2026-02-04 (Max),36.6/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.2,"84.09%, Past 4 years, 44",No Information,No Information,No Information,No Information,No Information,2.93% above/2.93% above/2.93% above,11.0%/0.47%/3.88%,"35.07%, 43.46%",3.5 months/7 days/1.2 month,-16.19%,6.47%,-22.66%,-0.13,0.33,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-12-12 (Price: 95.19)",Daily,No Exit Yet,No Price Target,2026-01-07 (Max),7.42%/10.75%,"-4.69%, 26 days","2026-01-07 (Price: 90.73), 4.69% below",100.4826 (Historic Rise or Fall to Pivot)/101.3393 (Avg % Gain of Historic Winning trades)/100.91 (Exit Rule)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/113.32 (EMA 200)/107.0507 (Backtested Max)/97.465 (Backtested Min),No Next Date Target,92.71/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"81.82%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,No Information,12.46%/2.39%/6.46%,"20.18%, 20.74%",18 days/1 day/6 days,8.49%,10.45%,-1.96%,0.17,0.53,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-12-29 (Price: 94.15)",Daily,No Exit Yet,No Price Target,2026-01-08 (Min),4.24%/6.1%,"-3.63%, 9 days","2026-01-07 (Price: 90.73), 3.63% below",96.2684 (Historic Rise or Fall to Pivot)/97.2758 (Avg % Gain of Historic Winning trades)/103.57 (Exit Rule)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/113.4 (EMA 200)/100.8817 (Backtested Max)/94.5737 (Backtested Min),2026-04-29 (Max)/2026-01-08 (Min)/2026-03-04 (Avg),93.23/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.24%, Past 4 years, 17",No Information,No Information,No Information,No Information,No Information,3.96% below/3.63% below/3.63% below,7.15%/0.45%/3.32%,"0.57%, 20.2%",2.8 months/7 days/1.5 month,16.89%,16.03%,0.86%,1.0,0.73,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-05-31 (Price: 120.723)",Monthly,No Exit Yet,No Price Target,2026-01-07 (Min),50.81%/53.59%,"-24.84%, 7.4 months","2026-01-07 (Price: 90.73), 24.84% below",191.5391 (Historic Rise or Fall to Pivot)/157.4228 (Avg % Gain of Historic Winning trades)/181.31 (Exit Rule)/139.352 (F-Stack 2)/178.5372 (Backtested Max)/136.8274 (Backtested Min),2027-07-22 (Max)/2026-06-30 (Avg),17.49/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/89.19,"100.0%, Past 20 years, 16",No Information,No Information,No Information,No Information,No Information,19.83% below/20.3% below/24.84% below,47.89%/13.34%/30.4%,"-0.0%, 41.88%",1.5 year/5.1 months/9.1 months,18.72%,22.73%,-4.01%,1.4,0.91,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
FRACTAL TRACK,"MEL.NZ, Long, 2025-05-31 (Price: 5.49)",Monthly,No Exit Yet,No Price Target,2026-01-07 (Min),20.05%/21.33%,"1.64%, 7.4 months","2026-01-07 (Price: 5.58), 1.64% above",7.0036 (Avg % Gain of Historic Winning trades)/6.77 (Exit Rule)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/7.3489 (Backtested Max)/6.6989 (Backtested Min),2029-09-11 (Max)/2028-02-15 (Avg),5.48/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 12 years, 5",No Information,No Information,No Information,"78.6% (Price: 5.2119), 7.06% above, Upmove Bounce Back","2023-10-31 (Price: 4.755), 2024-07-31 (Price: 6.89)",No Information,33.86%/22.02%/27.57%,"-0.0%, 18.2%",3 years/5.1 months/1.9 year,15.8%,7.62%,8.18%,1.15,0.44,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-03 (Price: 5.9)",Daily,No Exit Yet,No Price Target,2026-01-07 (Avg),9.46%/9.58%,"-5.42%, 4.2 months","2026-01-07 (Price: 5.58), 5.42% below",6.1077 (Historic Rise or Fall to Pivot)/6.1148 (Avg % Gain of Historic Winning trades)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.3112 (Backtested Max),2026-08-29 (Max),5.42/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.77,"93.94%, Past 4 years, 33",No Information,No Information,No Information,No Information,No Information,4.45% below/5.42% below/5.42% below,6.97%/1.45%/3.64%,"6.51%, 16.22%",8.3 months/20 days/2.9 months,15.17%,1.53%,13.64%,0.66,0.09,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-01 (Price: 5.84)",Daily,No Exit Yet,No Price Target,2026-01-05 (Avg),8.34%/8.47%,"-4.45%, 4.3 months","2026-01-07 (Price: 5.58), 4.45% below",6.0456 (Historic Rise or Fall to Pivot)/6.0526 (Avg % Gain of Historic Winning trades)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/6.247 (Backtested Max),2026-08-27 (Max),5.42/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/5.77,"93.94%, Past 4 years, 33",No Information,No Information,No Information,No Information,No Information,4.45% below/4.45% below/4.45% below,6.97%/1.45%/3.64%,"6.51%, 16.22%",8.3 months/20 days/2.9 months,15.17%,1.53%,13.64%,0.66,0.09,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
DELTADRIFT,"BTC-USD, Long, 2025-11-19 (Price: 91465.9922)",Daily,2026-01-05 (Price: 93882.5547),No Price Target,No Date Target,3.57%/4.12%,"-0.48%, 1.6 month","2026-01-07 (Price: 91025.4375), 0.48% below",94777.0611 (Historic Rise or Fall to Pivot)/97118.5905 (Avg % Gain of Historic Winning trades)/95947.83 (Exit Rule)/124582.2656 (Horizontal)/122105.3521 (F-Stack 1)/133759.1807 (F-Stack 2)/106545.29 (EMA 200)/102167.5133 (Backtested Max)/94273.9982 (Backtested Min),No Next Date Target,76271.95/18304.4229/88987.7198/76786.0499/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 4 years, 12",No Information,No Information,No Information,No Information,No Information,No Information,11.7%/3.07%/6.18%,"15.01%, 18.23%",20 days/2 days/6 days,11.57%,11.17%,0.4%,0.31,0.4,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Exit Yet,No Price Target,2026-01-07 (Min),49.52%/70.48%,"-13.01%, 7.4 months","2026-01-07 (Price: 91025.4375), 13.01% below",360760.756 (Historic Rise or Fall to Pivot)/283025.1161 (Avg % Gain of Historic Winning trades)/161744.31 (Exit Rule)/136097.3501 (F-Stack 2)/404352.9859 (Backtested Max)/155178.2931 (Backtested Min),2026-02-20 (Max)/2026-02-07 (Avg),16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level/94736.72,"100.0%, Past 20 years, 5",No Information,No Information,No Information,No Information,No Information,3.38% below/13.01% below/13.01% below,286.43%/48.3%/170.48%,"-0.0%, 15.0%",6.1 months/5.1 months/5.8 months,57.76%,40.52%,17.24%,0.93,1.37,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
DELTADRIFT,"PG, Long, 2025-12-28 (Price: 144.74)",Weekly,No Exit Yet,No Price Target,2026-01-07 (Min),8.17%/10.53%,"-4.63%, 10 days","2026-01-07 (Price: 138.04), 4.63% below",152.9468 (Historic Rise or Fall to Pivot)/152.5704 (Avg % Gain of Historic Winning trades)/152.76 (Exit Rule)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/155.57 (EMA 200)/158.6929 (Backtested Max)/149.3138 (Backtested Min),2026-10-19 (Max)/2026-03-24 (Avg),142.84/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 5",No Information,No Information,No Information,No Information,No Information,No Information,9.64%/3.16%/5.41%,"0%, 10.64%",6.8 months/7 days/2 months,7.35%,3.94%,3.41%,1.98,0.16,93.75%/16/3.4 months (Across ALL Assets),87.5%/104/2.3 months (Across ALL Assets)
SIGMASHELL,"PG, Long, 2025-10-02 (Price: 152.05)",Daily,No Exit Yet,No Price Target,2026-01-09 (Avg),11.07%/12.7%,"-9.21%, 3.2 months","2026-01-07 (Price: 138.04), 9.21% below",155.6384 (Historic Rise or Fall to Pivot)/162.6023 (Avg % Gain of Historic Winning trades)/186.6499 (Exit Rule)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/155.57 (EMA 200)/175.5873 (Backtested Max)/153.3272 (Backtested Min),2026-05-20 (Max)/2026-01-09 (Avg),150.47/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 13","-3.12, 82.15",No Information,No Information,No Information,No Information,No Information,15.48%/0.84%/6.94%,"-0.0%, 11.76%",5.3 months/1.2 month/2.3 months,17.9%,6.33%,11.57%,1.15,0.33,85.45%/55/4.2 months (Across ALL Assets),74.3%/214/3.9 months (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2025-12-31 (Price: 36.54)",Daily,No Exit Yet,No Price Target,2026-01-08 (Min),10.9%/12.86%,"-9.14%, 7 days","2026-01-07 (Price: 33.2), 9.14% below",38.8968 (Historic Rise or Fall to Pivot)/37.8372 (Avg % Gain of Historic Winning trades)/37.47 (Exit Rule)/39.3812 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/38.9626 (Backtested Max)/36.8177 (Backtested Min),2026-02-21 (Max)/2026-01-08 (Min)/2026-01-31 (Avg),35.13/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/36.17,"85.71%, Past 4 years, 14",No Information,No Information,No Information,No Information,No Information,8.64% below/9.14% below/9.14% below,6.63%/0.76%/3.55%,"0.81%, 14.63%",1.2 month/6 days/22 days,14.01%,1.7%,12.31%,1.17,0.11,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"HDB, Long, 2025-05-31 (Price: 37.695)",Monthly,No Exit Yet,No Price Target,2026-01-07 (Min),17.02%/21.6%,"-11.92%, 7.4 months","2026-01-07 (Price: 33.2), 11.92% below",40.5485 (Historic Rise or Fall to Pivot)/43.1834 (Avg % Gain of Historic Winning trades)/42.95 (Exit Rule)/38.8512 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/45.0342 (Backtested Max)/40.3713 (Backtested Min),2027-12-25 (Max)/2027-04-08 (Avg),26.75/25.82/32.7076/21.1884/No F-Track Level/No F-Track Level/32.11,"100.0%, Past 20 years, 12",No Information,No Information,No Information,No Information,No Information,11.92% below/9.45% below/11.92% below,19.47%/7.1%/14.56%,"-0.0%, 63.31%",1.8 year/5.1 months/1.3 year,10.0%,11.88%,-1.88%,1.34,0.59,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
FRACTAL TRACK,"AIA.NZ, Long, 2025-04-27 (Price: 8.0)",Weekly,No Exit Yet,8.4528 (Historic Rise or Fall to Pivot),No Date Target,5.16%/7.21%,"5.75%, 8.5 months","2026-01-07 (Price: 8.46), 5.75% above",9.116 (Avg % Gain of Historic Winning trades)/9.07 (Exit Rule)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.6424 (Backtested Max),2028-03-04 (Max)/2026-09-21 (Avg),7.79/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.86,"93.33%, Past 20 years, 15",No Information,No Information,No Information,"61.8% (Price: 7.75), 9.16% above, Upmove Bounce Back","2024-09-22 (Price: 7.07), 2025-02-09 (Price: 8.85)",No Information,20.53%/2.63%/13.95%,"4.23%, 15.35%",2 years/2.1 months/11.8 months,9.21%,4.75%,4.46%,0.88,0.23,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",Weekly,2026-01-04 (Price: 8.33),No Price Target,No Date Target,1.45%/4.63%,"7.77%, 3.6 months","2026-01-07 (Price: 8.46), 7.77% above",8.5824 (Historic Rise or Fall to Pivot)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.8517 (Backtested Max),2026-08-12 (Max)/2026-01-20 (Avg),7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 10 years, 19",No Information,No Information,No Information,No Information,No Information,8.6% above/7.77% above/7.77% above,12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,11.42%,5.83%,5.59%,1.52,0.3,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",Monthly,2026-01-07 (Price: 41.87) (Today),No Price Target,No Date Target,7.84%/14.28%,"6.2%, 9.4 months","2026-01-07 (Price: 41.87), 6.2% above",45.1535 (Avg % Gain of Historic Winning trades)/51.42 (Exit Rule)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2)/47.8501 (Backtested Max),2033-09-01 (Max)/2026-07-26 (Min)/2027-09-03 (Avg),29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.31%, Past 27 years, 13",No Information,No Information,No Information,"23.66% (Price: 36.9765), 13.23% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,5.35%,2.87%,2.48%,1.11,0.06,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
OSCILLATOR DELTA,"XLU, Long, 2025-12-23 (Price: 42.62)",Daily,No Exit Yet,No Price Target,2026-01-06 (Min),6.89%/8.12%,"-1.76%, 15 days","2026-01-07 (Price: 41.87), 1.76% below",45.271 (Historic Rise or Fall to Pivot)/46.4984 (Avg % Gain of Historic Winning trades)/46.88 (Exit Rule)/49.4858 (F-Stack 1)/65.2454 (F-Stack 2)/54.1913 (Backtested Max)/44.7553 (Backtested Min),2026-11-22 (Max)/2026-04-14 (Avg),No Recent Minima/29.6267/35.4254/30.3912/No F-Track Level/No F-Track Level/42.08,"80.0%, Past 6 years, 15",No Information,No Information,No Information,No Information,No Information,No Information,27.15%/5.01%/9.1%,"11.19%, 14.07%",7.7 months/10 days/2.6 months,16.95%,4.29%,12.66%,0.47,0.2,88.52%/61/1.9 month (Across ALL Assets),68.58%/261/2.6 months (Across ALL Assets)
