"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"ORCL, Long, 2026-01-12 (Price: 204.68)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 17","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-12 (Price: 204.68), 0.0% below",0 days,"4, 2025-08-25 (Price: 235.41)",2026-01-09 (Price: 198.52),2026-01-12 (Price: 204.68),3/0/0 days,3.1% above/0.0% below/0.0% below,2025-08-25 (Price: 377.028)/2026-01-12 (Price: 191.659),13.62%/0.73%/5.74%,"-0.0%, 11.99%",3.2 months/6 days/1.2 month,2026-05-31/2026-01-20/2026-03-05,20.9%,16.31%,4.59%,1.07,0.75,226.6626/216.4286/223.12/No Horizontal Resistance/287.7444/314.8727/216.71,189.65/82.7925/197.6737/140.8739/No support/167.408/No EMA 200 Support,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"XIU.TO, Long, 2026-01-12 (Price: 48.48)",No Exit Yet,"0.0%, 0 days","93.75%, Past 10 years, 16","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 48.1438 prior to 2026-01-16,"2026-01-12 (Price: 48.48), 0.0% below",0 days,"2, 2024-11-24 (Price: 38.41)",2026-01-11 (Price: 48.22),2026-01-09 (Price: 48.22),1/3/0 days,0.54% above/0.54% above/0.0% below,2024-11-24 (Price: 38.3918)/2026-01-12 (Price: 47.9139),5.21%/1.57%/3.78%,"2.16%, 32.4%",1.1 year/1.2 month/6.5 months,2027-08-08/2026-03-05/2026-10-21,5.54%,4.24%,1.3%,1.64,0.19,49.406/50.3125/54.52/No Horizontal Resistance/48.3988/56.9776/No EMA 200 Target,35.35/27.675/41.5586/34.9694/43.5235/40.4469/42.29,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"QQQ, Long, 2026-01-12 (Price: 627.17)",No Exit Yet,"0.0%, 0 days","88.24%, Past 10 years, 17","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 622.31 prior to 2026-01-16,"2026-01-12 (Price: 627.17), 0.0% below",0 days,"8, 2024-03-17 (Price: 433.92)",2026-01-04 (Price: 613.12),2026-01-09 (Price: 626.65),8/3/0 days,2.29% above/0.08% above/0.0% below,2024-03-17 (Price: 466.5314)/2026-01-12 (Price: 618.1602),12.07%/1.74%/6.6%,"10.15%, 35.46%",4.2 months/1.2 month/2.3 months,2026-07-13/2026-03-05/2026-04-21,8.62%,11.98%,-3.36%,0.65,0.79,712.3397/668.5632/743.12/No Horizontal Resistance/765.0054/903.4157/No EMA 200 Target,422.67/256.995/578.1694/464.7077/546.4514/490.7995/562.64,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"^NDX, Long, 2026-01-12 (Price: 25787.6641)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 9","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 25534.8919 prior to 2026-01-16,"2026-01-12 (Price: 25787.6641), 0.0% below",0 days,"8, 2024-03-17 (Price: 17808.25)",2026-01-04 (Price: 25206.1699),2026-01-09 (Price: 25766.2598),8/3/0 days,2.31% above/0.08% above/0.0% below,2024-03-17 (Price: 19150.1639)/2026-01-12 (Price: 25407.8527),3.95%/1.69%/2.62%,"-0.0%, 35.49%",4.4 months/1.2 month/2.9 months,2026-07-22/2026-03-05/2026-05-18,3.75%,13.42%,-9.67%,0.85,0.8,27814.5745/26463.3009/30575.31/No Horizontal Resistance/31284.5255/34778.0694/No EMA 200 Target,17397.7/10555.915/22960.0831/19028.9478/22457.6702/20168.8619/23119.95,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"XLF, Long, 2026-01-12 (Price: 55.29)",No Exit Yet,"0.0%, 0 days","94.12%, Past 10 years, 17","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 55.03 prior to 2026-01-16,"2026-01-12 (Price: 55.29), 0.0% below",0 days,"10, 2023-10-01 (Price: 33.17)",2026-01-04 (Price: 54.93),2026-01-12 (Price: 55.29),8/0/0 days,0.66% above/0.0% below/0.0% below,2023-10-01 (Price: 49.0377)/2026-01-12 (Price: 54.6266),8.36%/2.64%/4.77%,"8.87%, 39.33%",1.2 year/28 days/3.9 months,2027-09-29/2026-02-21/2026-06-30,4.32%,6.93%,-2.61%,1.14,0.38,59.398/57.9273/68.56/No Horizontal Resistance/60.5544/64.3957/No EMA 200 Target,51.67/30.1167/54.2495/49.3988/50.1484/46.2327/52.05,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"ACWX, Long, 2026-01-12 (Price: 69.82)",No Exit Yet,"0.0%, 0 days","90.0%, Past 20 years, 10","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 68.01 prior to 2026-01-30,"2026-01-12 (Price: 69.82), 0.0% below",0 days,"2, 2023-07-31 (Price: 51.15)",2025-11-30 (Price: 66.49),2026-01-02 (Price: 68.13),43/10/0 days,5.01% above/2.48% above/0.0% below,2023-07-31 (Price: 51.3)/2026-01-12 (Price: 65.5714),15.1%/1.97%/6.76%,"10.07%, 26.55%",3.3 years/4.1 months/1.4 year,2030-09-28/2026-07-07/2028-01-10,1.22%,0.78%,0.44%,0.41,-0.09,74.6865/74.5398/81.02/No Horizontal Resistance/67.4663/76.2652/No EMA 200 Target,52.16/45.07/60.1332/51.8814/62.5059/57.9927/62.36,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"ASML, Long, 2026-01-12 (Price: 1281.23)",No Exit Yet,"0.0%, 0 days","92.86%, Past 10 years, 28","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 1264.857 prior to 2026-01-16,"2026-01-12 (Price: 1281.23), 0.0% below",0 days,"2, 2025-07-06 (Price: 794.5)",2026-01-12 (Price: 1281.23),2026-01-09 (Price: 1273.88),0/3/0 days,0.0% below/0.58% above/0.0% below,2025-07-06 (Price: 806.2086)/2026-01-12 (Price: 1258.5642),26.23%/2.69%/12.25%,"25.72%, 56.36%",8.9 months/1.2 month/3.5 months,2027-02-02/2026-03-05/2026-06-13,11.7%,15.27%,-3.57%,1.0,0.74,1417.8091/1438.1807/1573.27/No Horizontal Resistance/1081.4334/1218.8523/No EMA 200 Target,689.82/576.784/998.2461/956.961/1116.7452/1014.231/861.02,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"^BVSP, Long, 2026-01-12 (Price: 163150.3438)",No Exit Yet,"0.0%, 0 days","88.89%, Past 20 years, 9","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 161124.0 prior to 2026-01-30,"2026-01-12 (Price: 163150.3438), 0.0% below",0 days,"4, 2022-09-30 (Price: 110037.0)",2025-11-30 (Price: 159072.0),2026-01-05 (Price: 161870.0),43/7/0 days,2.56% above/0.79% above/0.0% below,2022-09-30 (Price: 118704.842)/2026-01-12 (Price: 152013.9293),14.35%/2.63%/9.45%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2030-09-28/2026-12-29/2028-09-28,6.15%,6.78%,-0.63%,0.48,0.36,180509.5404/178568.0513/195018.35/No Horizontal Resistance/166057.916/178771.431/No EMA 200 Target,120283.0/96132.0/151418.724/142375.45/153960.0442/147153.434/142650.39,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"GS, Long, 2026-01-12 (Price: 949.55)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 14","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 942.8752 prior to 2026-01-16,"2026-01-12 (Price: 949.55), 0.0% below",0 days,"2, 2025-07-06 (Price: 723.68)",2026-01-12 (Price: 949.55),2026-01-12 (Price: 949.55),0/0/0 days,0.0% below/0.0% below/0.0% below,2025-07-06 (Price: 725.236)/2026-01-12 (Price: 938.1843),16.64%/3.18%/8.74%,"0%, 44.52%",1.5 year/1.4 month/6.1 months,2028-03-04/2026-03-13/2026-10-04,9.45%,7.78%,1.67%,2.03,0.4,973.5736/1032.5407/1085.07/No Horizontal Resistance/916.0326/973.4919/No EMA 200 Target,470.81/288.555/818.1554/728.9736/765.1133/644.3091/719.01,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"GS, Long, 2026-01-12 (Price: 949.55)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 884.0 prior to 2026-01-30,"2026-01-12 (Price: 949.55), 0.0% below",0 days,"2, 2023-07-31 (Price: 355.87)",2025-12-31 (Price: 879.0),2026-01-02 (Price: 914.34),12/10/0 days,8.03% above/3.85% above/0.0% below,2023-07-31 (Price: 351.8948)/2026-01-12 (Price: 831.3002),53.25%/7.0%/28.8%,"-0.0%, 34.98%",2.5 years/4 months/1.1 year,2029-08-07/2026-07-04/2027-08-08,10.95%,5.86%,5.09%,1.01,0.3,1144.2078/1223.0204/1305.76/No Horizontal Resistance/916.0326/973.4919/No EMA 200 Target,303.61/288.555/818.1554/728.9736/765.1133/644.3091/719.01,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"IWM, Long, 2026-01-12 (Price: 261.5)",No Exit Yet,"0.0%, 0 days","100.0%, Past 25 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 247.63 prior to 2026-03-31,"2026-01-12 (Price: 261.5), 0.0% below",0 days,"2, 2021-09-30 (Price: 218.75)",2025-12-31 (Price: 246.16),2026-01-02 (Price: 248.78),12/10/0 days,6.23% above/5.11% above/0.0% below,2021-09-30 (Price: 244.4167)/2026-01-12 (Price: 245.1967),22.48%/22.48%/22.48%,"-0.0%, 49.28%",1 year/1 year/1 year,2027-06-17/2027-06-17/2027-06-17,3.33%,4.39%,-1.06%,0.87,0.2,240.7107/320.2852/287.15/No Horizontal Resistance/270.9222/282.5179/No EMA 200 Target,164.92/162.3167/245.3626/196.8345/240.3826/227.3067/226.47,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
"PPH, Long, 2026-01-12 (Price: 105.6193)",No Exit Yet,"0.0%, 0 days","85.0%, Past 20 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 103.4 prior to 2026-01-30,"2026-01-12 (Price: 105.6193), 0.0% below",0 days,"0, 2021-01-31 (Price: 68.14)",2025-12-31 (Price: 103.17),2026-01-12 (Price: 105.6193),12/0/0 days,2.37% above/0.0% below/0.0% below,2021-01-31 (Price: 78.5883)/2026-01-12 (Price: 98.4383),15.31%/2.34%/9.66%,"3.25%, 39.01%",4.4 years/5 months/1.3 year,2032-04-24/2026-08-17/2027-11-20,1.56%,1.67%,-0.11%,1.06,-0.07,117.3959/115.8221/128.11/No Horizontal Resistance/126.5323/135.6093/No EMA 200 Target,82.93/65.915/102.4808/84.9957/100.2743/95.969/91.06,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"AIA.NZ, Long, 2026-01-12 (Price: 8.6)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 19","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 8.57 prior to 2026-01-16,"2026-01-12 (Price: 8.6), 0.0% below",0 days,"2, 2025-06-08 (Price: 7.82)",2026-01-11 (Price: 8.54),2026-01-12 (Price: 8.6),1/0/0 days,0.7% above/0.0% below/0.0% below,2025-06-08 (Price: 8.08)/2026-01-12 (Price: 8.4),12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,2026-12-03/2026-02-21/2026-05-13,11.42%,5.83%,5.59%,1.52,0.3,9.4024/9.1117/9.07/8.8963/10.792/12.737/No EMA 200 Target,7.47/7.0017/8.0885/7.295/7.764/7.0966/7.87,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"BDGI.TO, Long, 2026-01-12 (Price: 76.6)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 76.2661 prior to 2026-03-31,"2026-01-12 (Price: 76.6), 0.0% below",0 days,"0, 2018-09-30 (Price: 29.6)",2025-09-30 (Price: 61.38),2026-01-12 (Price: 76.6),104/0/0 days,24.8% above/0.0% below/0.0% below,2018-09-30 (Price: 49.1411)/2026-01-12 (Price: 52.3578),227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-08-07/2027-11-20/2028-04-25,16.49%,8.5%,7.99%,0.7,0.42,158.0028/198.2638/104.8/No Horizontal Resistance/87.1484/97.3919/No EMA 200 Target,26.66/24.32/73.041/66.9303/68.5456/61.8935/56.66,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
"MX.TO, Long, 2026-01-12 (Price: 65.86)",No Exit Yet,"0.0%, 0 days","91.3%, Past 10 years, 23","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 62.97 prior to 2026-01-16,"2026-01-12 (Price: 65.86), 0.0% below",0 days,"2, 2025-05-11 (Price: 45.21)",2026-01-11 (Price: 65.19),2026-01-09 (Price: 65.19),1/3/0 days,1.03% above/1.03% above/0.0% below,2025-05-11 (Price: 49.2387)/2026-01-12 (Price: 62.6233),35.52%/4.37%/12.45%,"12.77%, 73.13%",1.2 year/28 days/5.4 months,2027-09-29/2026-02-21/2026-09-03,11.99%,2.22%,9.77%,0.84,0.19,75.7127/74.0596/78.25/73.435/118.0011/153.5474/No EMA 200 Target,47.63/38.425/59.4784/56.2772/No support/No support/49.01,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"MTY.TO, Long, 2026-01-12 (Price: 40.21)",No Exit Yet,"0.0%, 0 days","73.91%, Past 10 years, 23","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 39.9 prior to 2026-01-16,"2026-01-12 (Price: 40.21), 0.0% below",0 days,"8, 2023-04-16 (Price: 59.7)",2026-01-12 (Price: 40.21),2026-01-06 (Price: 40.03),0/6/0 days,0.0% below/0.45% above/0.0% below,2023-04-16 (Price: 70.7306)/2026-01-12 (Price: 39.5891),16.17%/2.07%/7.98%,"37.54%, 76.03%",1.1 year/28 days/4.3 months,2027-08-08/2026-02-21/2026-07-17,2.07%,4.23%,-2.16%,-0.11,0.25,41.0303/43.4188/51.9/72.5033/74.4994/87.3544/No EMA 200 Target,33.34/37.115/10.9521/4.4021/No support/No support/39.24,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"TRI.TO, Long, 2026-01-12 (Price: 178.86)",No Exit Yet,"0.0%, 0 days","86.36%, Past 10 years, 22","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 178.69 prior to 2026-01-16,"2026-01-12 (Price: 178.86), 0.0% below",0 days,"2, 2025-07-06 (Price: 271.86)",2026-01-11 (Price: 179.94),2026-01-08 (Price: 179.29),1/4/0 days,0.6% below/0.24% below/0.0% below,2025-07-06 (Price: 309.1314)/2026-01-12 (Price: 170.6514),13.59%/2.46%/6.9%,"4.4%, 26.29%",8.9 months/1.2 month/3.7 months,2027-02-02/2026-03-05/2026-06-21,10.34%,7.2%,3.14%,1.09,0.43,189.9493/191.2013/234.66/240.8933/308.8111/326.8654/235.04,173.66/126.1128/175.5204/No support/161.3528/143.8099/No EMA 200 Support,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
