Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-31 (Price: 629.07)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 629.07), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,4.78% above/0.0% below/0.0% below,26.83%/2.45%/11.5%,"0%, 13.09%",369 days/11 days/167 days,2027-04-18/2025-11-15/2026-06-29,8.54%,7.66%,0.88%,1.61,0.27,727.2049/701.413/844.88/No Horizontal Resistance/634.1966/765.0054,468.92/256.995/578.1694/464.7077/546.4514/490.7995,596.73/537.0,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"^GSPC, Long, 2025-10-31 (Price: 6840.2002)",No Exit Yet,"0.0%, 0 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 6840.2002), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.27% above/0.0% below/0.0% below,15.39%/5.61%/10.47%,"7.48%, 24.77%",631 days/87 days/231 days,2028-05-01/2026-03-06/2026-09-30,6.19%,6.14%,0.05%,1.33,0.2,7862.8101/7556.3692/8982.34/No Horizontal Resistance/6878.3796/7229.888,5569.06/4128.7074/6483.7743/5939.2254/6109.0953/5610.5536,6640.02/6111.52,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"^NDX, Long, 2025-10-31 (Price: 25858.127)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 25858.127), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,4.77% above/0.0% below/0.0% below,30.75%/6.45%/16.49%,"0%, 13.1%",304 days/107 days/153 days,2027-01-14/2026-04-03/2026-06-09,9.53%,7.75%,1.78%,1.92,0.28,33817.2585/30122.1321/34741.23/No Horizontal Resistance/25849.2/31284.5255,19278.45/10555.915/22960.0831/19028.9478/22457.6702/20168.8619,24519.3/22067.0,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2025-10-31 (Price: 47562.8711)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 47562.8711), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.97% above/0.0% below/0.0% below,6.98%/0.22%/3.64%,"0%, 34.78%",249 days/19 days/106 days,2026-10-26/2025-11-27/2026-04-02,6.14%,9.9%,-3.76%,1.98,0.44,49394.0416/49294.1596/55178.5/No Horizontal Resistance/50924.8674/68852.5953,38314.86/32154.0552/39844.8882/32997.1394/45336.5725/43674.8163,46229.44/43702.44,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2025-10-31 (Price: 91.99)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 91.99), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,7.25% above/0.0% below/0.0% below,20.44%/4.28%/14.08%,"0%, 26.01%",719 days/152 days/296 days,2028-09-06/2026-06-08/2027-01-02,6.51%,5.64%,0.87%,2.46,0.16,104.4546/104.9422/113.97/No Horizontal Resistance/95.6649/105.6031,56.15/62.2517/90.1456/81.5516/83.4153/78.0413,88.59/76.35,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2025-10-31 (Price: 89.1)",No Exit Yet,"0.0%, 0 days","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 89.1), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.17% above/0.0% below/0.0% below,16.63%/9.44%/14.17%,"27.25%, 40.67%",458 days/109 days/214 days,2027-08-25/2026-04-06/2026-09-05,4.63%,3.85%,0.78%,0.4,0.04,100.2999/101.7255/105.13/No Horizontal Resistance/121.7688/179.2513,58.93/59.52/86.2425/64.2863/84.5426/78.872,87.48/82.19,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2025-10-31 (Price: 66.35)",No Exit Yet,"0.0%, 0 days","75.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 66.35), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,12.34%/1.81%/5.37%,"10.41%, 24.22%",371 days/261 days/319 days,2027-04-21/2026-11-13/2027-02-05,0.86%,0.96%,-0.1%,0.14,-0.1,67.7898/69.913/76.63/No Horizontal Resistance/67.4663/76.2652,52.16/45.07/60.1332/51.8814/59.1572/54.0609,64.86/59.62,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2025-10-31 (Price: 300.43)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 300.43), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,62.44%/5.05%/22.29%,"0%, 37.55%",392 days/107 days/232 days,2027-05-21/2026-04-03/2026-10-02,11.02%,13.62%,-2.6%,0.97,0.47,389.4775/367.3958/420.14/No Horizontal Resistance/291.0528/360.6179,166.0/83.575/242.5186/188.2216/251.761/215.1289,274.27/218.77,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"NIFTY_MIDCAP_100.NS, Long, 2025-10-31 (Price: 59825.8984)",No Exit Yet,"0.0%, 0 days","84.38%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 59825.8984), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.57% above/0.0% below/0.0% below,11.35%/2.01%/6.57%,"21.92%, 38.39%",259 days/19 days/68 days,2026-11-10/2025-11-27/2026-02-06,7.24%,12.76%,-5.52%,0.49,0.56,65868.3141/63756.4599/61485.14/60182.9323/72577.1591/79594.0726,55727.4/24894.2998/51420.3721/37395.584/64252.6044/66296.9647,58144.29/55609.45,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2025-10-31 (Price: 73.11)",No Exit Yet,"0.0%, 0 days","88.89%, Past 4 years, 9","Daily, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 73.11), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.27% above/0.0% below/0.0% below,5.08%/1.06%/2.82%,"17.72%, 27.08%",26 days/4 days/10 days,2025-12-07/2025-11-05/2025-11-14,4.43%,5.43%,-1.0%,0.07,0.19,74.426/75.1717/76.36/No Horizontal Resistance/81.4336/89.7071,67.46/40.92/64.9561/46.1144/66.6233/62.4096,68.79/64.73,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2025-10-31 (Price: 311.12)",No Exit Yet,"0.0%, 0 days","93.75%, Past 4 years, 16","Daily, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 311.12), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.54% above/0.0% below/0.0% below,10.64%/1.29%/4.2%,"2.79%, 13.14%",51 days/4 days/15 days,2026-01-12/2025-11-05/2025-11-21,16.4%,16.49%,-0.09%,1.21,0.58,320.6092/324.187/314.46/No Horizontal Resistance/357.3035/404.0796,294.11/125.7575/297.9709/271.3591/266.7317/235.2191,304.83/274.75,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-10-31 (Price: 92.54)",No Exit Yet,"0.0%, 0 days","72.73%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 92.54), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.41% above/0.0% below/0.0% below,16.81%/1.91%/6.7%,"3.25%, 19.02%",1129 days/129 days/341 days,2030-04-23/2026-05-05/2027-03-08,3.96%,2.28%,1.68%,0.66,-0.08,101.868/98.7402/96.67/No Horizontal Resistance/102.4808/126.5323,82.93/65.915/84.9957/395.7871/104.6773/107.8529,90.45/88.68,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"VGT, Long, 2025-10-31 (Price: 793.21)",No Exit Yet,"0.0%, 0 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 793.21), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,6.24% above/0.0% below/0.0% below,22.53%/3.21%/12.24%,"23.72%, 51.21%",434 days/11 days/193 days,2027-07-21/2025-11-15/2026-08-06,5.93%,12.9%,-6.97%,0.56,0.56,907.115/890.2989/1090.34/No Horizontal Resistance/884.0923/1003.1001,542.38/311.83/671.1312/639.8848/685.0535/610.1187,739.53/644.77,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-10-31 (Price: 73.59)",No Exit Yet,"0.0%, 0 days","92.86%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 73.59), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,27.69% above/0.0% below/0.0% below,159.21%/3.87%/39.19%,"37.81%, 37.81%",413 days/33 days/163 days,2027-06-21/2025-12-17/2026-06-24,15.59%,16.43%,-0.84%,0.71,0.55,158.086/102.4299/96.66/No Horizontal Resistance/63.4408/66.9303,35.88/24.32/55.1508/48.4155/64.3621/58.5069,62.34/48.39,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"RY.TO, Long, 2025-10-31 (Price: 205.47)",No Exit Yet,"0.0%, 0 days","87.5%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 205.47), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.95% above/0.0% below/0.0% below,16.93%/7.34%/11.34%,"14.35%, 21.22%",632 days/87 days/216 days,2028-05-03/2026-03-06/2026-09-08,6.54%,8.98%,-2.44%,0.79,0.37,240.3588/228.7703/272.86/No Horizontal Resistance/225.3281/240.0573,162.1/118.8425/200.2171/172.0705/176.082/156.2581,202.23/179.57,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"EFA, Long, 2025-10-31 (Price: 94.49)",No Exit Yet,"0.0%, 0 days","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 94.49), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,15.26%/4.43%/9.83%,"14.7%, 17.42%",217 days/84 days/125 days,2026-09-10/2026-03-01/2026-04-30,5.57%,3.33%,2.24%,0.52,0.02,113.6715/103.7784/107.68/No Horizontal Resistance/98.2071/106.1972,75.61/66.265/86.3568/75.1989/84.0679/76.766,93.4/87.2,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
FRACTAL TRACK,"GLD, Long, 2025-10-30 (Price: 370.13)",No Exit Yet,"-0.54%, 1 days","100.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-10-30",Already confirmed,"2025-10-31 (Price: 368.12), 0.54% below",1 days,No Information,No Information,No Information,"23.66% (Price: 363.7476), 1.2% above, Upmove Bounce Back","2024-11-14 (Price: 236.13), 2025-10-20 (Price: 403.3)",No Information,14.47%/1.81%/6.53%,"-0.0%, 10.21%",303 days/38 days/117 days,2027-01-11/2025-12-24/2026-04-17,8.69%,12.55%,-3.86%,0.39,0.64,372.2397/394.2995/470.43/No Horizontal Resistance/424.4974/624.146,363.0/150.8/301.1087/224.8487/No F-Track Level/No F-Track Level,351.46/307.04,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
BAND MATRIX,"GBPUSD=X, Long, 2025-10-30 (Price: 1.3195)",No Exit Yet,"-0.31%, 1 days","90.91%, Past 5 years, 11","Daily, was CONFIRMED on 2025-10-30",No Cancellation Possible,"2025-10-31 (Price: 1.3154), 0.31% below",1 days,No Information,No Information,No Information,No Information,No Information,No Information,5.08%/0.79%/2.94%,"10.95%, 16.78%",118 days/22 days/57 days,2026-04-18/2025-11-30/2026-01-20,3.7%,1.15%,2.55%,0.27,-0.35,1.3392/1.3583/1.35/1.4232/2.4421/3.2078,1.32/1.1912/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.34/1.32,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
OSCILLATOR DELTA,"NFLX, Long, 2025-10-29 (Price: 1100.41)",No Exit Yet,"1.68%, 2 days","77.78%, Past 6 years, 18","Daily, is Confirmed on 2025-10-29",No Cancellation Possible,"2025-10-31 (Price: 1118.86), 1.68% above",2 days,No Information,No Information,No Information,No Information,No Information,No Information,18.33%/5.07%/8.52%,"35.12%, 35.12%",131 days/2 days/18 days,2026-05-06/2025-10-31/2025-11-24,11.49%,25.76%,-14.27%,0.23,0.8,1132.1018/1194.1649/1155.43/No Horizontal Resistance/1393.524/1524.2919,No Recent Minima/348.6633/1008.8519/864.7664/No F-Track Level/No F-Track Level,1195.57/1121.78,76.92%/78/41 days (Across ALL Assets),64.14%/304/46 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-10-29 (Price: 1007.85)",No Exit Yet,"-2.04%, 2 days","100.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-10-29",Already confirmed,"2025-10-31 (Price: 987.3), 2.04% below",2 days,No Information,No Information,No Information,No Information,No Information,2.04% below/2.04% below/2.04% below,7.91%/1.92%/3.49%,"0%, 9.14%",67 days/4 days/27 days,2026-02-03/2025-11-03/2025-12-07,12.92%,9.77%,3.15%,1.61,0.36,1026.7976/1043.024/1034.52/No Horizontal Resistance/1098.0619/1305.7899,945.05/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level,974.69/939.21,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-10-29 (Price: 72.71)",No Exit Yet,"1.21%, 2 days","82.35%, Past 4 years, 17","Daily, is CONFIRMED on 2025-10-29",Already confirmed,"2025-10-31 (Price: 73.59), 1.21% above",2 days,No Information,No Information,No Information,No Information,No Information,4.03% above/1.21% above/1.21% above,9.61%/1.3%/4.53%,"16.01%, 27.74%",69 days/4 days/15 days,2026-02-05/2025-11-03/2025-11-19,11.34%,5.2%,6.14%,0.47,0.22,74.8986/76.0038/83.27/No Horizontal Resistance/63.2847/69.0016,56.14/24.32/58.5532/53.241/No F-Track Level/No F-Track Level,61.58/48.02,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
FRACTAL TRACK,"SLV, Long, 2025-10-29 (Price: 43.23)",No Exit Yet,"1.8%, 2 days","84.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-10-29",Already confirmed,"2025-10-31 (Price: 44.01), 1.8% above",2 days,No Information,No Information,No Information,"23.66% (Price: 41.7238), 5.48% above, Upmove Bounce Back","2022-11-03 (Price: 17.44), 2025-10-16 (Price: 49.25)",No Information,31.49%/7.53%/19.18%,"6.26%, 37.46%",1125 days/14 days/530 days,2030-04-15/2025-11-18/2027-12-05,9.34%,8.5%,0.84%,0.3,0.31,44.2978/51.5215/62.32/No Horizontal Resistance/48.7992/54.635,42.4/18.99/41.7135/37.8198/No F-Track Level/No F-Track Level,41.17/33.61,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
FRACTAL TRACK,"NFLX, Long, 2025-10-29 (Price: 1100.41)",No Exit Yet,"1.68%, 2 days","93.94%, Past 5 years, 33","Daily, was CONFIRMED on 2025-10-29",Already confirmed,"2025-10-31 (Price: 1118.86), 1.68% above",2 days,No Information,No Information,No Information,"23.66% (Price: 1105.397), 1.22% above, Upmove Bounce Back","2023-10-18 (Price: 344.73), 2025-06-30 (Price: 1341.15)",No Information,81.64%/0.95%/25.23%,"11.2%, 75.95%",834 days/11 days/171 days,2029-02-17/2025-11-13/2026-07-03,42.54%,20.19%,22.35%,0.57,0.66,1191.9641/1378.0434/1698.26/No Horizontal Resistance/1393.524/1524.2919,1094.56/348.6633/1008.8519/864.7664/No F-Track Level/No F-Track Level,1195.57/1121.78,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
