Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-11 (Price: 88.81)",Weekly,No Exit Yet,97.8686 (Avg % Gain of Historic Winning trades),No Date Target,1.36%/12.56%,"10.08%, 1.2 month","2026-02-17 (Price: 97.76), 10.08% above",99.0942 (Historic Rise or Fall to Pivot)/111.17 (Function Specific Target)/123.2166 (F-Stack 2)/110.0356 (Backtested Max),2027-06-16 (Max)/2026-03-04 (Min)/2026-08-03 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,"84.62%, Past 10 years, 26",86.08,No Information,No Information,No Information,No Information,No Information,10.08% above/11.57% above/10.08% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-02-09 (Price: 190.04)",Daily,No Exit Yet,No Price Target,2026-02-17 (Min),5.78%/9.93%,"-2.67%, 8 days","2026-02-17 (Price: 184.97), 2.67% below",240.2486 (Historic Rise or Fall to Pivot)/206.9346 (Avg % Gain of Historic Winning trades)/203.33 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/226.9268 (Backtested Max)/195.6652 (Backtested Min),2026-03-05 (Max)/2026-02-23 (Avg),171.88/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/170.11,"90.91%, Past 4 years, 22",184.26,No Information,No Information,No Information,No Information,No Information,0.24% below/2.67% below/2.67% below,19.41%/2.96%/8.89%,"6.69%, 63.72%",17 days/6 days/10 days,14.95%,45.88%,-30.93%,1.01,1.76,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2025-12-14 (Price: 175.02)",Weekly,2026-02-15 (Price: 182.78),No Price Target,No Date Target,18.87%/29.69%,"5.69%, 2.2 months","2026-02-17 (Price: 184.97), 5.69% above",219.8776 (Historic Rise or Fall to Pivot)/245.6406 (Avg % Gain of Historic Winning trades)/239.8943 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/482.7577 (Backtested Max),2027-01-04 (Max)/2026-03-15 (Min)/2026-06-05 (Avg),167.02/13.9695/152.8996/143.3288/No F-Track Level/No F-Track Level/172.06,"83.7%, Past 10 years, 92",182.64,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,175.83%/0.32%/40.35%,"35.55%, 47.56%",8.9 months/2.1 months/4 months,75.78%,46.22%,29.56%,0.69,1.86,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-12-28 (Price: 94.47)",Weekly,2026-02-15 (Price: 76.87),No Price Target,No Date Target,40.71%/41.51%,"-18.49%, 1.7 month","2026-02-17 (Price: 77.0), 18.49% below",108.9617 (Historic Rise or Fall to Pivot)/109.708 (Avg % Gain of Historic Winning trades)/109.33 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/111.45 (EMA 200)/110.9834 (Backtested Max)/108.3476 (Backtested Min),2026-06-06 (Max)/2026-04-02 (Avg),94.39/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 15 years, 5",94.71,No Information,No Information,No Information,No Information,No Information,No Information,17.48%/14.69%/16.13%,"53.59%, 53.59%",3.7 months/21 days/2.2 months,0.19%,16.07%,-15.88%,-0.03,0.7,72.73%/11/3.4 months (Across ALL Assets),90.36%/83/2.3 months (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-12-29 (Price: 94.15)",Daily,No Exit Yet,No Price Target,2026-02-19 (Avg),22.82%/24.11%,"-18.22%, 1.7 month","2026-02-17 (Price: 77.0), 18.22% below",95.5622 (Historic Rise or Fall to Pivot)/97.3229 (Avg % Gain of Historic Winning trades)/107.7 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/113.4 (EMA 200)/100.8817 (Backtested Max)/94.5737 (Backtested Min),2026-04-20 (Max)/2026-02-19 (Avg),93.23/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"94.44%, Past 4 years, 18",93.99,No Information,No Information,No Information,No Information,No Information,18.49% below/18.22% below/18.22% below,7.15%/0.45%/3.37%,"0.57%, 20.2%",2.6 months/7 days/1.2 month,15.4%,9.17%,6.23%,1.08,0.47,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2026-02-08 (Price: 327.16)",Weekly,No Exit Yet,327.66 (Function Specific Target),No Date Target,1.33%/4.78%,"0.14%, 9 days","2026-02-17 (Price: 327.62), 0.14% above",348.9816 (Historic Rise or Fall to Pivot)/343.289 (Avg % Gain of Historic Winning trades)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/362.6569 (Backtested Max)/331.9693 (Backtested Min),2027-05-01 (Max)/2026-04-01 (Min)/2026-08-13 (Avg),303.26/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/306.64,"100.0%, Past 10 years, 19",319.0,No Information,No Information,No Information,No Information,No Information,4.01% above/2.55% above/0.14% above,10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,7.73%,6.98%,0.75%,1.39,0.42,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2025-12-07 (Price: 311.23)",Weekly,No Exit Yet,326.5736 (Avg % Gain of Historic Winning trades),No Date Target,1.33%/5.3%,"5.27%, 2.4 months","2026-02-17 (Price: 327.62), 5.27% above",331.989 (Historic Rise or Fall to Pivot)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/344.9985 (Backtested Max),2027-02-27 (Max)/2026-06-11 (Avg),297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,"100.0%, Past 10 years, 19",309.48,No Information,No Information,No Information,No Information,No Information,5.27% above/5.27% above/5.27% above,10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,7.73%,6.98%,0.75%,1.39,0.42,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-12 (Price: 60.61)",Daily,No Exit Yet,No Price Target,2026-02-17 (Min),3.72%/4.84%,"-2.8%, 5 days","2026-02-17 (Price: 58.91), 2.8% below",66.1194 (Historic Rise or Fall to Pivot)/62.2525 (Avg % Gain of Historic Winning trades)/61.76 (Function Specific Target)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/66.077 (Backtested Max)/61.1009 (Backtested Min),2026-03-12 (Max)/2026-02-26 (Avg),60.19/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.11,"100.0%, Past 4 years, 13",59.18,No Information,No Information,No Information,No Information,No Information,2.8% below/2.8% below/2.8% below,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,11.13%,4.24%,6.89%,0.97,0.2,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-08-10 (Price: 57.24)",Weekly,2026-02-17 (Price: 58.91),No Price Target,No Date Target,5.74%/14.03%,"2.92%, 6.4 months","2026-02-17 (Price: 58.91), 2.92% above",62.2886 (Avg % Gain of Historic Winning trades)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.1769 (Backtested Max),2026-11-17 (Max),35.9/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/41.89,"95.65%, Past 10 years, 23",55.02,No Information,No Information,No Information,No Information,No Information,8.39% above/2.92% above/2.92% above,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,-0.68%,2.1%,-2.78%,0.55,0.05,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-11-23 (Price: 47.11)",Weekly,2026-02-15 (Price: 55.39),56.1127 (Backtested Max),No Date Target,18.88%/23.97%,"17.55%, 2.9 months","2026-02-17 (Price: 55.38), 17.55% above",65.8353 (F-Stack 1)/68.6522 (F-Stack 2),2026-04-24 (Max),41.23/34.9317/46.0303/41.121/No F-Track Level/No F-Track Level/42.96,"86.36%, Past 10 years, 22",47.0,No Information,No Information,No Information,No Information,No Information,24.73% above/16.44% above/17.55% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,-1.83%,3.94%,-5.77%,0.27,0.24,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",Weekly,2026-02-15 (Price: 55.39),54.6715 (Backtested Max),No Date Target,18.88%/23.97%,"20.65%, 8.2 months","2026-02-17 (Price: 55.38), 20.65% above",65.8353 (F-Stack 1)/68.6522 (F-Stack 2),No Next Date Target,37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level/44.38,"86.36%, Past 10 years, 22",43.42,No Information,No Information,No Information,No Information,No Information,28.05% above/25.78% above/20.65% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,-1.83%,3.94%,-5.77%,0.27,0.24,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2026-02-06 (Price: 120.18)",Daily,No Exit Yet,No Price Target,2026-02-17 (Avg),8.75%/9.75%,"-5.57%, 11 days","2026-02-17 (Price: 113.48), 5.57% below",125.6602 (Historic Rise or Fall to Pivot)/123.4128 (Avg % Gain of Historic Winning trades)/124.54 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/222.64 (EMA 200)/125.9727 (Backtested Max),2026-03-04 (Max),No Recent Minima/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No EMA 200 Support,"76.92%, Past 4 years, 13",121.94,No Information,No Information,No Information,No Information,No Information,No Information,4.82%/1.26%/2.69%,"8.44%, 9.99%",18 days/2 days/8 days,4.66%,6.27%,-1.61%,0.1,0.34,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-11-26 (Price: 188.16)",Daily,No Exit Yet,No Price Target,2026-02-16 (Avg),67.4%/67.91%,"-39.69%, 2.8 months","2026-02-17 (Price: 113.48), 39.69% below",190.5496 (Historic Rise or Fall to Pivot)/206.2422 (Avg % Gain of Historic Winning trades)/293.2329 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/222.64 (EMA 200)/213.1476 (Backtested Max)/189.9663 (Backtested Min),2026-03-05 (Max),185.77/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"90.0%, Past 5 years, 10",188.7,"-3.35, 100.0%",No Information,No Information,No Information,No Information,No Information,13.28%/0.96%/9.61%,"5.24%, 12.83%",2.3 months/1.2 month/1.9 month,11.85%,6.18%,5.67%,0.52,0.33,75.47%/53/4.6 months (Across ALL Assets),71.43%/224/3.8 months (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2025-12-28 (Price: 69.01)",Weekly,No Exit Yet,No Price Target,2026-02-18 (Min),12.38%/17.12%,"-9.43%, 1.7 month","2026-02-17 (Price: 62.5), 9.43% below",73.1989 (Historic Rise or Fall to Pivot)/73.2955 (Avg % Gain of Historic Winning trades)/87.47 (Function Specific Target)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/78.3471 (Backtested Max)/70.2384 (Backtested Min),2027-09-14 (Max)/2026-02-18 (Min)/2026-05-29 (Avg),58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.83,"91.3%, Past 10 years, 23",68.29,No Information,No Information,No Information,No Information,No Information,8.44% below/9.43% below/9.43% below,13.53%/1.78%/6.21%,"5.83%, 27.74%",1.2 year/1.2 month/3.5 months,8.44%,10.06%,-1.62%,1.12,0.58,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2024-07-21 (Price: 76.98)",Weekly,2026-02-15 (Price: 62.0),No Price Target,No Date Target,23.18%/25.36%,"-18.81%, 1.6 year","2026-02-17 (Price: 62.5), 18.81% below",81.6527 (Historic Rise or Fall to Pivot)/81.7605 (Avg % Gain of Historic Winning trades)/76.99 (Function Specific Target)/85.45 (Horizontal)/119.9356 (F-Stack 1)/137.6171 (F-Stack 2)/87.3954 (Backtested Max)/78.3502 (Backtested Min),2026-04-07 (Max),67.63/38.35/73.6141/54.7158/No F-Track Level/No F-Track Level/67.82,"91.3%, Past 10 years, 23",75.37,No Information,No Information,No Information,No Information,No Information,9.42% below/17.5% below/18.81% below,13.53%/1.78%/6.21%,"5.83%, 27.74%",1.2 year/1.2 month/3.5 months,8.44%,10.06%,-1.62%,1.12,0.58,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MTY.TO, Long, 2026-01-18 (Price: 40.33)",Weekly,2026-02-17 (Price: 42.75),No Price Target,No Date Target,3.1%/8.39%,"6.0%, 1 month","2026-02-17 (Price: 42.75), 6.0% above",44.0767 (Avg % Gain of Historic Winning trades)/60.23 (Function Specific Target)/72.5033 (Horizontal)/46.3351 (Backtested Max),2027-08-14 (Max)/2026-02-27 (Min)/2026-08-27 (Avg),33.34/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.21,"79.17%, Past 10 years, 24",39.9,No Information,No Information,No Information,No Information,No Information,6.0% above/6.0% above/6.0% above,14.89%/5.03%/9.29%,"37.54%, 76.03%",1.1 year/28 days/5.1 months,0.91%,5.06%,-4.15%,-0.11,0.29,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MTY.TO, Long, 2026-01-11 (Price: 40.19)",Weekly,2026-02-17 (Price: 42.75),No Price Target,2026-02-20 (Min),2.67%/2.75%,"6.37%, 1.2 month","2026-02-17 (Price: 42.75), 6.37% above",43.9237 (Avg % Gain of Historic Winning trades)/43.89 (Function Specific Target)/72.5033 (Horizontal)/46.1743 (Backtested Max),2027-08-07 (Max)/2026-02-20 (Min)/2026-08-20 (Avg),33.34/37.115/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/39.25,"79.17%, Past 10 years, 24",38.27,No Information,No Information,No Information,No Information,No Information,11.85% above/6.96% above/6.37% above,14.89%/5.03%/9.29%,"37.54%, 76.03%",1.1 year/28 days/5.1 months,0.91%,5.06%,-4.15%,-0.11,0.29,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
