Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"ETH-USD, Long, 2025-12-10 (Price: 3325.3901)",Daily,No Exit Yet,No Price Target,2026-01-12 (Avg),8.81%/15.03%,"-7.17%, 1.1 month","2026-01-12 (Price: 3086.9534), 7.17% below",4053.318 (Historic Rise or Fall to Pivot)/3769.9948 (Avg % Gain of Historic Winning trades)/3860.56 (Exit Rule)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5298.9816 (F-Stack 2)/3550.99 (EMA 200)/4647.5652 (Backtested Max)/3358.9765 (Backtested Min),2026-04-19 (Max),2800.19/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.86%, Past 4 years, 42",No Information,No Information,No Information,No Information,No Information,7.05% below/7.17% below/7.17% below,39.76%/1.01%/13.37%,"17.31%, 42.86%",3 months/5 days/23 days,60.18%,45.2%,14.98%,0.97,1.15,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
FRACTAL TRACK,"AIA.NZ, Long, 2025-11-18 (Price: 7.77)",Daily,2026-01-12 (Price: 8.6) (Today),No Price Target,No Date Target,1.25%/3.44%,"10.68%, 1.8 month","2026-01-12 (Price: 8.6), 10.68% above",8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.7071 (Backtested Max),2027-09-26 (Max)/2026-03-10 (Min)/2026-11-18 (Avg),7.6/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 6",No Information,No Information,No Information,"38.2% (Price: 7.9428), 8.27% above, Upmove Bounce Back","2025-07-16 (Price: 7.365), 2025-11-04 (Price: 8.3)",No Information,12.06%/1.24%/7.08%,"-0.0%, 14.0%",1.3 year/2.6 months/8.4 months,14.01%,-0.21%,14.22%,1.2,-0.11,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",Weekly,2026-01-04 (Price: 8.33),8.5824 (Historic Rise or Fall to Pivot),No Date Target,2.93%/3.44%,"9.55%, 3.8 months","2026-01-12 (Price: 8.6), 9.55% above",8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.8517 (Backtested Max),2026-08-12 (Max)/2026-01-20 (Avg),7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 10 years, 19",No Information,No Information,No Information,No Information,No Information,10.4% above/9.55% above/9.55% above,12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,11.42%,5.83%,5.59%,1.52,0.3,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",Monthly,2026-01-12 (Price: 42.58) (Today),No Price Target,No Date Target,6.04%/12.38%,"8.0%, 9.6 months","2026-01-12 (Price: 42.58), 8.0% above",45.1535 (Avg % Gain of Historic Winning trades)/51.42 (Exit Rule)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2)/47.8501 (Backtested Max),2033-09-01 (Max)/2026-07-26 (Min)/2027-09-03 (Avg),29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.31%, Past 27 years, 13",No Information,No Information,No Information,"23.66% (Price: 36.9765), 15.15% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,5.35%,2.87%,2.48%,1.11,0.06,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2022-03-31 (Price: 37.23)",Quarterly,No Exit Yet,43.1607 (Avg % Gain of Historic Winning trades)/43.1607 (Backtested Max)/43.1607 (Backtested Min),No Date Target,2.64%/10.24%,"14.37%, 3.8 years","2026-01-12 (Price: 42.58), 14.37% above",46.94 (Exit Rule)/43.7042 (F-Stack 2),2026-03-28 (Max)/2026-03-28 (Max)/2026-03-28 (Max),12.78/23.93/35.4254/30.3912/No F-Track Level/No F-Track Level/33.84,"75.0%, Past 27 years, 4",No Information,No Information,No Information,No Information,No Information,14.37% above/14.37% above/14.37% above,15.93%/15.93%/15.93%,"8.81%, 39.64%",2.8 years/2.8 years/2.8 years,1.15%,2.87%,-1.72%,0.42,0.05,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2026-01-06 (Price: 12.41)",Daily,No Exit Yet,No Price Target,2026-01-11 (Min),0.65%/1.52%,"0.73%, 6 days","2026-01-12 (Price: 12.5), 0.73% above",13.0044 (Historic Rise or Fall to Pivot)/13.028 (Avg % Gain of Historic Winning trades)/12.69 (Exit Rule)/13.345 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/13.4698 (Backtested Max)/12.5813 (Backtested Min),2026-10-02 (Max)/2026-02-06 (Avg),11.82/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/11.43,"94.44%, Past 4 years, 18",No Information,No Information,No Information,No Information,No Information,0.73% above/0.73% above/0.73% above,8.54%/1.38%/4.98%,"6.4%, 20.48%",6.2 months/4 days/22 days,16.06%,5.58%,10.48%,1.15,0.29,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2025-11-16 (Price: 12.25)",Weekly,No Exit Yet,No Price Target,2026-01-15 (Avg),0.93%/2.96%,"2.04%, 1.9 month","2026-01-12 (Price: 12.5), 2.04% above",13.5301 (Historic Rise or Fall to Pivot)/13.0499 (Avg % Gain of Historic Winning trades)/12.87 (Exit Rule)/13.345 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/13.5595 (Backtested Max)/12.6163 (Backtested Min),2026-02-06 (Max)/2026-01-15 (Avg),10.66/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/11.45,"90.91%, Past 10 years, 11",No Information,No Information,No Information,No Information,No Information,5.4% above/2.04% above/2.04% above,10.69%/2.99%/6.53%,"8.88%, 47.61%",1.9 month/28 days/1.4 month,-0.02%,11.46%,-11.48%,0.54,0.63,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-06-30 (Price: 497.41)",Monthly,2026-01-12 (Price: 477.18) (Today),No Price Target,No Date Target,11.15%/15.97%,"-4.07%, 6.5 months","2026-01-12 (Price: 477.18), 4.07% below",669.6133 (Historic Rise or Fall to Pivot)/608.4319 (Avg % Gain of Historic Winning trades)/650.36 (Exit Rule)/553.3726 (F-Stack 2)/636.0879 (Backtested Max)/530.3883 (Backtested Min),2045-10-07 (Max)/2028-01-24 (Avg),375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/480.66,"92.31%, Past 39 years, 13",No Information,No Information,No Information,"50% (Price: 340.89), 39.98% above, Upmove Bounce Back","2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",No Information,27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,7.9%,16.21%,-8.31%,1.65,0.79,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
FRACTAL TRACK,"AMZN, Long, 2025-12-11 (Price: 230.28)",Daily,No Exit Yet,No Price Target,2026-01-13 (Min),2.91%/4.08%,"7.03%, 1.1 month","2026-01-12 (Price: 246.47), 7.03% above",256.5319 (Avg % Gain of Historic Winning trades)/314.43 (Exit Rule)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/263.2791 (Backtested Max)/253.6534 (Backtested Min),2029-10-18 (Max)/2026-01-13 (Min)/2026-12-11 (Avg),226.89/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level/218.32,"100.0%, Past 5 years, 16",No Information,No Information,No Information,"23.66% (Price: 225.4168), 9.34% above, Upmove Bounce Back","2023-10-26 (Price: 118.35), 2025-11-03 (Price: 258.6)",No Information,14.33%/10.15%/11.4%,"-0.0%, 55.73%",2.7 years/23 days/8.4 months,24.8%,5.4%,19.4%,2.24,0.29,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
TRENDPULSE,"MA, Long, 2026-01-07 (Price: 579.92)",Daily,No Exit Yet,No Price Target,2026-01-12 (Min),3.55%/3.57%,"-2.35%, 5 days","2026-01-12 (Price: 566.28), 2.35% below",586.4731 (Historic Rise or Fall to Pivot)/596.9696 (Avg % Gain of Historic Winning trades)/587.58 (Exit Rule)/592.9033 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/625.2118 (Backtested Max)/586.3571 (Backtested Min),2026-06-08 (Max)/2026-03-04 (Avg),563.13/305.0867/554.0572/515.4888/No F-Track Level/No F-Track Level/561.98,"96.15%, Past 4 years, 26",No Information,No Information,No Information,No Information,No Information,0.4% below/2.35% below/2.35% below,7.81%/1.11%/2.94%,"5.85%, 28.57%",3.5 months/4 days/1.3 month,5.71%,7.58%,-1.87%,0.98,0.39,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-12-12 (Price: 95.19)",Daily,2026-01-12 (Price: 89.41) (Today),No Price Target,No Date Target,9.01%/12.38%,"-6.07%, 1 month","2026-01-12 (Price: 89.41), 6.07% below",100.4826 (Historic Rise or Fall to Pivot)/101.3393 (Avg % Gain of Historic Winning trades)/100.91 (Exit Rule)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/113.19 (EMA 200)/107.0507 (Backtested Max)/97.465 (Backtested Min),No Next Date Target,92.71/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"81.82%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,No Information,12.46%/2.39%/6.46%,"20.18%, 20.74%",18 days/1 day/6 days,8.49%,10.45%,-1.96%,0.17,0.53,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",Monthly,2026-01-12 (Price: 627.17) (Today),No Price Target,No Date Target,2.11%/3.51%,"9.95%, 4.5 months","2026-01-12 (Price: 627.17), 9.95% above",649.1722 (Historic Rise or Fall to Pivot)/640.3881 (Avg % Gain of Historic Winning trades)/735.71 (Exit Rule)/836.2536 (F-Stack 2)/664.2308 (Backtested Max),2026-11-17 (Max)/2026-04-05 (Min)/2026-07-18 (Avg),468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,"100.0%, Past 20 years, 14",No Information,No Information,No Information,No Information,No Information,9.95% above/9.95% above/9.95% above,16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,8.4%,6.82%,1.58%,1.2,0.37,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
TRENDPULSE,"DIS, Long, 2025-11-12 (Price: 116.65)",Daily,No Exit Yet,No Price Target,2026-01-11 (Avg),3.6%/4.24%,"-3.28%, 2 months","2026-01-12 (Price: 112.82), 3.28% below",119.2513 (Historic Rise or Fall to Pivot)/120.8377 (Avg % Gain of Historic Winning trades)/116.88 (Exit Rule)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/128.2217 (Backtested Max)/117.6065 (Backtested Min),2026-06-17 (Max),110.24/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/110.16,"80.0%, Past 4 years, 15",No Information,No Information,No Information,No Information,No Information,0.52% above/3.28% below/3.28% below,9.92%/0.82%/3.59%,"37.38%, 50.6%",5 months/8 days/1.4 month,-16.64%,-4.09%,-12.55%,-0.07,-0.15,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-11-28 (Price: 1007.6)",Daily,No Exit Yet,No Price Target,2026-01-10 (Avg),7.75%/8.83%,"-7.01%, 1.5 month","2026-01-12 (Price: 936.95), 7.01% below",1026.8452 (Historic Rise or Fall to Pivot)/1043.5713 (Avg % Gain of Historic Winning trades)/1024.94 (Exit Rule)/1009.6 (Horizontal)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1089.7194 (Backtested Max)/1019.6912 (Backtested Min),2026-04-07 (Max),982.3/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,"100.0%, Past 4 years, 22",No Information,No Information,No Information,No Information,No Information,6.67% below/7.01% below/7.01% below,8.15%/1.2%/3.57%,"-0.0%, 11.99%",3 months/4 days/1 month,15.51%,5.46%,10.05%,1.19,0.28,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-14 (Price: 125.8)",Weekly,2026-01-12 (Price: 130.65) (Today),No Price Target,No Date Target,2.62%/3.27%,"3.86%, 29 days","2026-01-12 (Price: 130.65), 3.86% above",134.9205 (Historic Rise or Fall to Pivot)/134.0776 (Avg % Gain of Historic Winning trades)/141.61 (Exit Rule)/152.0396 (F-Stack 2)/141.2986 (Backtested Max),2028-07-09 (Max)/2026-01-23 (Min)/2026-07-06 (Avg),81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/100.5,"90.0%, Past 10 years, 30",No Information,No Information,No Information,No Information,No Information,3.86% above/5.82% above/3.86% above,12.32%/1.31%/6.58%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,7.49%,5.65%,1.84%,1.01,0.31,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
OSCILLATOR DELTA,"CNQ.TO, Long, 2026-01-09 (Price: 44.62)",Daily,No Exit Yet,No Price Target,2026-01-10 (Min),4.63%/8.51%,"0.43%, 3 days","2026-01-12 (Price: 44.81), 0.43% above",54.0973 (Historic Rise or Fall to Pivot)/48.6224 (Avg % Gain of Historic Winning trades)/54.44 (Exit Rule)/51.51 (Horizontal)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/54.0884 (Backtested Max)/46.8867 (Backtested Min),2026-08-31 (Max)/2026-03-02 (Avg),No Recent Minima/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/43.52,"83.33%, Past 6 years, 18",No Information,No Information,No Information,No Information,No Information,No Information,21.22%/5.08%/8.97%,"11.79%, 15.09%",5.4 months/1 day/1.2 month,20.81%,10.71%,10.1%,0.63,0.53,88.52%/61/1.9 month (Across ALL Assets),68.58%/261/2.6 months (Across ALL Assets)
OSCILLATOR DELTA,"TRI.TO, Long, 2026-01-07 (Price: 177.22)",Daily,No Exit Yet,No Price Target,2026-01-14 (Min),4.07%/5.87%,"0.93%, 5 days","2026-01-12 (Price: 178.86), 0.93% above",189.3596 (Historic Rise or Fall to Pivot)/189.3773 (Avg % Gain of Historic Winning trades)/217.98 (Exit Rule)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/235.04 (EMA 200)/201.4637 (Backtested Max)/186.1342 (Backtested Min),2026-11-07 (Max)/2026-01-14 (Min)/2026-03-26 (Avg),No Recent Minima/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"78.57%, Past 6 years, 14",No Information,No Information,No Information,No Information,No Information,No Information,13.68%/5.03%/6.86%,"11.12%, 16.9%",7 months/5 days/1.8 month,10.61%,7.98%,2.63%,0.34,0.45,88.52%/61/1.9 month (Across ALL Assets),68.58%/261/2.6 months (Across ALL Assets)
