Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Long, 2025-11-28 (Price: 53.81)",2025-12-05 (Price: 62.05) (Today),"15.31%, 5 days","96.55%, Past 5 years, 29","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-05 (Price: 62.05), 15.31% above",5 days,No Information,No Information,No Information,"61.8% (Price: 46.6535), 33.0% above, Upmove Bounce Back","2025-04-07 (Price: 19.86), 2025-10-29 (Price: 90.0)",No Information,163.68%/8.12%/48.76%,"1.65%, 38.56%",11.3 months/13 days/5.4 months,2027-04-04/2025-12-16/2026-07-19,29.01%,21.88%,7.12%,0.45,0.69,55.5319/80.0478/95.89/No Horizontal Resistance/95.4524/115.3755/No Moving Avg Target,50.04/16.82/48.3837/40.3224/No F-Track Level/No F-Track Level/43.72,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-07-31 (Price: 47.27)",2025-12-05 (Price: 53.95) (Today),"14.13%, 4.2 months","75.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-05 (Price: 53.95), 14.13% above",4.2 months,No Information,No Information,No Information,No Information,No Information,22.25% above/12.49% above/14.13% above,30.69%/9.64%/20.1%,"25.08%, 44.87%",1.1 year/2.9 months/6.9 months,2027-03-19/2025-12-05/2026-05-25,4.84%,3.94%,0.9%,0.33,0.19,52.673/56.7713/52.62/48.715/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.14,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-02-28 (Price: 46.1)",2025-12-05 (Price: 53.95) (Today),"17.03%, 9.3 months","75.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-05 (Price: 53.95), 17.03% above",9.3 months,No Information,No Information,No Information,No Information,No Information,22.75% above/17.03% above/17.03% above,30.69%/9.64%/20.1%,"25.08%, 44.87%",1.1 year/2.9 months/6.9 months,2026-10-17/2025-07-05/2025-12-23,4.84%,3.94%,0.9%,0.33,0.19,51.3692/55.3661/56.66/48.96/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,26.34/22.67/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/42.38,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"JETS, Long, 2025-06-30 (Price: 22.97)",2025-12-05 (Price: 27.43) (Today),"19.42%, 5.3 months","80.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-12-05 (Price: 27.43), 19.42% above",5.3 months,No Information,No Information,No Information,No Information,No Information,20.73% above/19.73% above/19.42% above,7.48%/7.48%/7.48%,"3.13%, 30.25%",2.9 months/2.9 months/2.9 months,2025-11-01/2025-11-01/2025-11-01,2.81%,0.17%,2.64%,0.19,0.02,21.5964/24.6882/26.61/27.271/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,19.82/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/22.89,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2025-07-31 (Price: 48.56)",2025-12-05 (Price: 54.74) (Today),"12.73%, 4.2 months","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-05 (Price: 54.74), 12.73% above",4.2 months,No Information,No Information,No Information,No Information,No Information,20.25% above/12.73% above/12.73% above,23.15%/1.8%/12.25%,"17.13%, 38.01%",1.1 year/2.9 months/6.2 months,2027-03-22/2025-12-04/2026-04-26,4.02%,6.97%,-2.95%,0.38,0.24,53.7074/54.5086/51.72/51.3833/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,36.7/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.66,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2025-09-21 (Price: 72.36)",2025-12-05 (Price: 81.03) (Today),"11.98%, 2.5 months","91.67%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-05 (Price: 81.03), 11.98% above",2.5 months,No Information,No Information,No Information,No Information,No Information,22.14% above/11.98% above/11.98% above,27.5%/0.75%/11.96%,"1.9%, 52.31%",11.6 months/19 days/2.0 month,2027-02-08/2025-10-18/2025-12-15,19.85%,1.2%,18.66%,1.67,0.09,75.4642/81.0143/93.79/No Horizontal Resistance/72.73/90.9746/No Moving Avg Target,34.26/25.645/50.0225/36.1563/No F-Track Level/No F-Track Level/47.97,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"ATM.NZ, Long, 2025-02-28 (Price: 8.84)",2025-12-05 (Price: 10.51) (Today),"18.89%, 9.3 months","100.0%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-05 (Price: 10.51), 18.89% above",9.3 months,No Information,No Information,No Information,No Information,No Information,63.2% above/18.89% above/18.89% above,131.71%/45.45%/77.13%,"-0.0%, 48.4%",1.6 year/5.8 months/1.1 year,2027-06-26/2025-11-07/2026-09-20,27.09%,19.2%,7.89%,1.97,0.6,10.5055/15.6583/13.32/No Horizontal Resistance/21.86/25.8879/No Moving Avg Target,4.15/5.185/8.6495/8.0201/No F-Track Level/No F-Track Level/6.78,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"ATZ.TO, Long, 2025-11-25 (Price: 109.14)",2025-12-05 (Price: 113.29) (Today),"3.8%, 10 days","91.89%, Past 4 years, 37","Daily, is CONFIRMED on 2025-11-25",Already confirmed,"2025-12-05 (Price: 113.29), 3.8% above",10 days,No Information,No Information,No Information,No Information,No Information,6.93% above/3.8% above/3.8% above,18.96%/1.32%/6.21%,"50.85%, 58.96%",1.1 month/5 days/13 days,2026-01-11/2025-12-02/2025-12-13,16.69%,30.38%,-13.7%,0.13,0.89,114.8044/115.9176/128.46/No Horizontal Resistance/99.4929/119.4832/No Moving Avg Target,94.11/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/72.04,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
DELTADRIFT,"ARM, Long, 2025-11-18 (Price: 136.04)",2025-12-05 (Price: 141.31) (Today),"3.87%, 17 days","80.0%, Past 2 years, 5","Daily, was CONFIRMED on 2025-11-18",Already confirmed,"2025-12-05 (Price: 141.31), 3.87% above",17 days,No Information,No Information,No Information,No Information,No Information,No Information,13.24%/7.69%/10.84%,"19.77%, 19.77%",25 days/3 days/10 days,2025-12-24/2025-11-22/2025-12-02,19.42%,56.91%,-37.49%,0.35,1.37,139.9035/150.7867/145.35/165.49/209.6611/292.8214/137.8,131.42/No Horizontal Support/122.7432/102.2246/No F-Track Level/No F-Track Level/No Moving Avg Support,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
PULSEGAUGE,"XLU, Long, 2025-07-06 (Price: 81.84)",2025-12-05 (Price: 43.3) (Today),"-47.09%, 5.1 months","88.24%, Past 25 years, 17","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-12-05 (Price: 43.3), 47.09% below",5.1 months,No Information,No Information,No Information,No Information,No Information,No Information,21.89%/20.15%/20.77%,"31.54%, 37.64%",1.2 year/6.1 months/10.5 months,2027-03-12/2026-03-29/2026-10-06,6.61%,3.83%,2.78%,0.29,0.06,83.1167/98.8382/98.9717/82.1467/98.9717/144.4725/83.19,74.53/58.96/70.8508/53.4708/No F-Track Level/No F-Track Level/No Moving Avg Support,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
FRACTAL TRACK,"ASHR, Long, 2025-06-30 (Price: 27.54)",2025-12-05 (Price: 33.06) (Today),"20.04%, 5.3 months","100.0%, Past 12 years, 8","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-05 (Price: 33.06), 20.04% above",5.3 months,No Information,No Information,No Information,"88.6% (Price: 23.1742), 42.66% above, Upmove Bounce Back","2024-02-29 (Price: 21.56), 2024-10-31 (Price: 35.72)",No Information,6.41%/6.41%/6.41%,"-0.0%, 12.65%",5.8 months/5.8 months/5.8 months,2026-03-07/2026-03-07/2026-03-07,9.59%,2.03%,7.56%,0.36,0.04,28.6196/29.3053/36.04/39.9467/60.2967/80.3432/29.15,25.82/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"^DJI, Long, 2025-02-02 (Price: 44544.6602)",2025-12-05 (Price: 47954.9883) (Today),"7.66%, 10.2 months","100.0%, Past 20 years, 33","Weekly, was CONFIRMED on 2025-02-02",Already confirmed,"2025-12-05 (Price: 47954.9883), 7.66% above",10.2 months,No Information,No Information,No Information,"23.66% (Price: 42057.8236), 14.02% above, Upmove Bounce Back","2023-10-29 (Price: 32327.1992), 2024-12-08 (Price: 45073.6289)",No Information,47.66%/0.85%/23.42%,"-0.0%, 50.73%",4.5 years/6.6 months/1.9 year,2031-06-21/2025-11-17/2027-10-10,4.85%,7.58%,-2.73%,0.53,0.28,45310.8284/54977.0196/52192.52/No Horizontal Resistance/54129.8938/83218.843/No Moving Avg Target,41938.45/29171.1927/36151.8794/25040.9446/No F-Track Level/No F-Track Level/44028.91,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"HYG, Long, 2025-06-30 (Price: 80.65)",2025-12-05 (Price: 80.75) (Today),"0.12%, 5.3 months","90.91%, Past 18 years, 11","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-05 (Price: 80.75), 0.12% above",5.3 months,No Information,No Information,No Information,"38.2% (Price: 76.5615), 5.47% above, Upmove Bounce Back","2022-10-31 (Price: 70.4), 2024-09-30 (Price: 80.37)",No Information,2.15%/2.15%/2.15%,"3.95%, 5.88%",1.2 year/1.2 year/1.2 year,2027-03-20/2027-03-20/2027-03-20,-0.69%,-1.4%,0.72%,-0.15,-0.53,80.2064/82.384/86.63/86.99/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,78.6/72.2733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/79.86,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
PULSEGAUGE,"NA.TO, Long, 2025-07-06 (Price: 141.41)",2025-12-05 (Price: 170.76) (Today),"20.76%, 5.1 months","94.12%, Past 25 years, 17","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-12-05 (Price: 170.76), 20.76% above",5.1 months,No Information,No Information,No Information,No Information,No Information,No Information,24.84%/20.45%/21.62%,"24.51%, 35.98%",8.0 months/1.3 month/4.1 months,2026-06-17/2025-08-31/2025-12-29,22.55%,10.54%,12.01%,0.56,0.41,149.4562/171.9828/188.6608/No Horizontal Resistance/188.6608/207.1743/No Moving Avg Target,112.96/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/139.16,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
FRACTAL TRACK,"IWM, Long, 2023-06-30 (Price: 187.27)",2025-12-05 (Price: 250.77) (Today),"33.91%, 2.5 years","100.0%, Past 25 years, 8","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-12-05 (Price: 250.77), 33.91% above",2.5 years,No Information,No Information,No Information,"38.2% (Price: 164.1636), 52.76% above, Upmove Bounce Back","2009-03-31 (Price: 34.26), 2021-12-31 (Price: 244.46)",No Information,56.32%/25.19%/40.76%,"-0.0%, 20.56%",2.0 year/2.0 year/2.0 year,2026-05-02/2026-04-30/2026-04-30,11.21%,6.21%,5.0%,0.5,0.2,180.9028/263.6013/313.39/232.67/348.4025/539.5308/221.03,164.92/144.954/157.2742/112.1542/No F-Track Level/No F-Track Level/No Moving Avg Support,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
PULSEGAUGE,"XLE, Long, 2025-07-06 (Price: 87.03)",2025-12-05 (Price: 45.92) (Today),"-47.24%, 5.1 months","88.24%, Past 25 years, 17","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-12-05 (Price: 45.92), 47.24% below",5.1 months,No Information,No Information,No Information,No Information,No Information,No Information,25.86%/20.56%/21.69%,"22.79%, 28.17%",9.3 months/29 days/3.6 months,2026-08-14/2025-08-17/2025-12-10,11.79%,4.04%,7.76%,0.37,0.13,90.9463/105.9068/106.8857/98.445/106.8857/117.7423/No Moving Avg Target,78.76/45.695/74.1414/53.9043/No F-Track Level/No F-Track Level/86.66,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
FRACTAL TRACK,"RHHBY, Long, 2024-12-31 (Price: 34.88)",2025-12-05 (Price: 48.51) (Today),"39.08%, 11.3 months","100.0%, Past 24 years, 9","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-12-05 (Price: 48.51), 39.08% above",11.3 months,No Information,No Information,No Information,"88.6% (Price: 29.4418), 64.77% above, Upmove Bounce Back","2018-06-30 (Price: 26.3), 2022-06-30 (Price: 53.86)",No Information,15.79%/12.77%/14.28%,"-0.0%, 30.62%",4.7 years/4.2 years/4.4 years,2031-09-21/2030-12-12/2031-05-02,2.03%,6.19%,-4.16%,0.46,0.19,34.1824/39.8609/51.42/52.46/58.6089/65.2057/41.55,31.92/34.87/31.0544/130.7472/No F-Track Level/No F-Track Level/No Moving Avg Support,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
PULSEGAUGE,"XLY, Long, 2025-07-06 (Price: 221.21)",2025-12-05 (Price: 119.73) (Today),"-45.87%, 5.1 months","94.12%, Past 25 years, 17","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-12-05 (Price: 119.73), 45.87% below",5.1 months,No Information,No Information,No Information,No Information,No Information,No Information,24.2%/20.01%/21.36%,"15.0%, 22.4%",1.2 year/19 days/8.5 months,2027-04-02/2025-08-02/2026-07-08,12.01%,9.63%,2.38%,0.69,0.37,229.5496/268.4605/250.963/No Horizontal Resistance/250.963/267.8313/No Moving Avg Target,182.79/134.92/172.2248/113.1365/No F-Track Level/No F-Track Level/218.95,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2022-12-31 (Price: 85.85)",2025-12-05 (Price: 121.22) (Today),"41.2%, 3.0 years","100.0%, Past 33 years, 10","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-12-05 (Price: 121.22), 41.2% above",3.0 years,No Information,No Information,No Information,No Information,No Information,96.5% above/42.18% above/41.2% above,74.14%/5.29%/44.68%,"-0.0%, 24.28%",2.5 years/10.9 months/1.4 year,2026-08-14/2024-04-17/2025-01-06,12.82%,17.18%,-4.36%,1.5,0.52,96.8989/124.2078/90.9/No Horizontal Resistance/123.4541/140.4376/No Moving Avg Target,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level/67.59,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
OSCILLATOR DELTA,"META, Long, 2025-11-10 (Price: 631.76)",2025-12-05 (Price: 673.42) (Today),"6.59%, 25 days","72.41%, Past 6 years, 29","Daily, is Confirmed on 2025-11-10",No Cancellation Possible,"2025-12-05 (Price: 673.42), 6.59% above",25 days,No Information,No Information,No Information,No Information,No Information,No Information,9.21%/5.09%/7.57%,"24.1%, 28.78%",23 days/3 days/10 days,2025-12-13/2025-11-14/2025-11-24,-75.0%,21.72%,-96.72%,-0.28,0.69,619.1248/679.5842/663.35/No Horizontal Resistance/842.484/1305.5879/671.47,No Recent Minima/280.19/556.264/2054.9119/No F-Track Level/No F-Track Level/No Moving Avg Support,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
