Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"TFII.TO, Long, 2025-10-31 (Price: 126.04)",No Exit Yet,"0.0%, 0 days","90.0%, Past 25 years, 10","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 126.04), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 116.97), 7.75% above, Upmove Bounce Back","2005-10-31 (Price: 13.01), 2024-04-30 (Price: 220.93)",No Information,303.95%/7.43%/90.09%,"39.0%, 80.29%",1738 days/239 days/934 days,2032-09-21/2026-10-12/2029-07-14,8.14%,12.86%,-4.72%,0.55,0.45,151.2984/239.5894/250.79/219.9933/223.9051/280.6304,111.42/102.925/113.6809/104.714/248.934/266.1435,128.39/130.55,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
TRENDPULSE,"^GSPC, Long, 2025-10-31 (Price: 6840.2002)",No Exit Yet,"0.0%, 0 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 6840.2002), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.27% above/0.0% below/0.0% below,15.39%/5.61%/10.47%,"7.48%, 24.77%",631 days/87 days/231 days,2028-05-01/2026-03-06/2026-09-30,6.19%,6.14%,0.05%,1.33,0.2,7862.8101/7556.3692/8982.34/No Horizontal Resistance/6878.3796/7229.888,5569.06/4128.7074/6483.7743/5939.2254/6109.0953/5610.5536,6640.02/6111.52,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2025-10-31 (Price: 73.11)",No Exit Yet,"0.0%, 0 days","88.89%, Past 4 years, 9","Daily, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 73.11), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.27% above/0.0% below/0.0% below,5.08%/1.06%/2.82%,"17.72%, 27.08%",26 days/4 days/10 days,2025-12-07/2025-11-05/2025-11-14,4.43%,5.43%,-1.0%,0.07,0.19,74.426/75.1717/76.36/No Horizontal Resistance/81.4336/89.7071,67.46/40.92/64.9561/46.1144/66.6233/62.4096,68.79/64.73,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
TRENDPULSE,"VGT, Long, 2025-10-31 (Price: 793.21)",No Exit Yet,"0.0%, 0 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 793.21), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,6.24% above/0.0% below/0.0% below,22.53%/3.21%/12.24%,"23.72%, 51.21%",434 days/11 days/193 days,2027-07-21/2025-11-15/2026-08-06,5.93%,12.9%,-6.97%,0.56,0.56,907.115/890.2989/1090.34/No Horizontal Resistance/884.0923/1003.1001,542.38/311.83/671.1312/639.8848/685.0535/610.1187,739.53/644.77,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"RY.TO, Long, 2025-10-31 (Price: 205.47)",No Exit Yet,"0.0%, 0 days","87.5%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 205.47), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.95% above/0.0% below/0.0% below,16.93%/7.34%/11.34%,"14.35%, 21.22%",632 days/87 days/216 days,2028-05-03/2026-03-06/2026-09-08,6.54%,8.98%,-2.44%,0.79,0.37,240.3588/228.7703/272.86/No Horizontal Resistance/225.3281/240.0573,162.1/118.8425/200.2171/172.0705/176.082/156.2581,202.23/179.57,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"0.0%, 0 days","85.71%, Past 30 years, 21","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 1059.23), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 692.3064), 53.0% above, Upmove Bounce Back","2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",No Information,624.81%/9.57%/195.49%,"6.56%, 59.07%",2348 days/173 days/982 days,2035-02-21/2026-07-08/2029-09-22,12.88%,19.16%,-6.28%,0.53,0.6,1163.8819/3129.9187/1715.43/No Horizontal Resistance/1081.4334/1218.8523,662.63/561.385/998.2461/956.961/1235.8618/1313.1536,924.91/776.73,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",No Exit Yet,"0.0%, 0 days","85.71%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 281.82), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,15.71% above/0.0% below/0.0% below,39.1%/1.54%/23.19%,"3.21%, 17.45%",412 days/76 days/164 days,2027-06-19/2026-02-18/2026-06-25,11.85%,23.51%,-11.66%,1.08,0.83,339.3958/347.1741/402.28/No Horizontal Resistance/306.4481/330.6546,156.23/84.6567/243.1061/191.2921/242.6036/212.2906,244.46/194.01,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"NIFTY_MIDCAP_100.NS, Long, 2025-10-31 (Price: 59825.8984)",No Exit Yet,"0.0%, 0 days","84.38%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 59825.8984), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.57% above/0.0% below/0.0% below,11.35%/2.01%/6.57%,"21.92%, 38.39%",259 days/19 days/68 days,2026-11-10/2025-11-27/2026-02-06,7.24%,12.76%,-5.52%,0.49,0.56,65868.3141/63756.4599/61485.14/60182.9323/72577.1591/79594.0726,55727.4/24894.2998/51420.3721/37395.584/64252.6044/66296.9647,58144.29/55609.45,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
FRACTAL TRACK,"NVO, Long, 2025-10-31 (Price: 49.46)",No Exit Yet,"0.0%, 0 days","84.0%, Past 44 years, 25","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 49.46), 0.0% below",0 days,No Information,No Information,No Information,"38.2% (Price: 45.6224), 8.41% above, Upmove Bounce Back","2018-10-31 (Price: 20.615), 2022-04-30 (Price: 61.08)",No Information,3374.71%/15.27%/425.8%,"27.04%, 47.55%",5739 days/215 days/1377 days,2048-08-03/2026-09-07/2031-04-17,15.56%,13.68%,1.88%,0.26,0.52,60.4648/260.0607/73.74/139.01/159.2295/190.9685,47.07/37.445/46.3037/42.9268/47.9075/35.154,56.18/67.17,83.72%/43/1335 days (Across ALL Assets),70.54%/112/343 days (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2025-10-31 (Price: 89.1)",No Exit Yet,"0.0%, 0 days","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 89.1), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.17% above/0.0% below/0.0% below,16.63%/9.44%/14.17%,"27.25%, 40.67%",458 days/109 days/214 days,2027-08-25/2026-04-06/2026-09-05,4.63%,3.85%,0.78%,0.4,0.04,100.2999/101.7255/105.13/No Horizontal Resistance/121.7688/179.2513,58.93/59.52/86.2425/64.2863/84.5426/78.872,87.48/82.19,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"EFA, Long, 2025-10-31 (Price: 94.49)",No Exit Yet,"0.0%, 0 days","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 94.49), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,15.26%/4.43%/9.83%,"14.7%, 17.42%",217 days/84 days/125 days,2026-09-10/2026-03-01/2026-04-30,5.57%,3.33%,2.24%,0.52,0.02,113.6715/103.7784/107.68/No Horizontal Resistance/98.2071/106.1972,75.61/66.265/86.3568/75.1989/84.0679/76.766,93.4/87.2,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
BAND MATRIX,"ATD.TO, Long, 2025-10-31 (Price: 71.28)",No Exit Yet,"0.0%, 0 days","80.0%, Past 5 years, 10","Daily, is CONFIRMED on 2025-10-31",No Cancellation Possible,"2025-10-31 (Price: 71.28), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,19.21%/0.22%/9.13%,"9.62%, 20.63%",173 days/24 days/80 days,2026-07-08/2025-12-04/2026-02-23,12.48%,10.16%,2.32%,0.63,0.39,73.5681/77.7879/75.68/85.51/100.8822/111.119,69.94/45.49/69.1528/55.4059/87.7049/90.1476,72.8/71.85,76.32%/76/130 days (Across ALL Assets),76.19%/252/112 days (Across ALL Assets)
OSCILLATOR DELTA,"SPOT, Long, 2025-10-31 (Price: 655.04)",No Exit Yet,"0.0%, 0 days","76.47%, Past 6 years, 17","Daily, is Confirmed on 2025-10-31",No Cancellation Possible,"2025-10-31 (Price: 655.04), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,20.64%/5.12%/8.42%,"12.1%, 16.97%",34 days/2 days/13 days,2025-12-19/2025-11-02/2025-11-18,14.8%,31.59%,-16.79%,0.4,0.92,724.0812/710.1944/694.34/No Horizontal Resistance/781.2452/847.0387,No Recent Minima/118.6/603.8196/527.3045/228.7542/223.4772,691.85/646.91,76.92%/78/41 days (Across ALL Assets),64.14%/304/46 days (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2025-10-31 (Price: 66.35)",No Exit Yet,"0.0%, 0 days","75.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 66.35), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,12.34%/1.81%/5.37%,"10.41%, 24.22%",371 days/261 days/319 days,2027-04-21/2026-11-13/2027-02-05,0.86%,0.96%,-0.1%,0.14,-0.1,67.7898/69.913/76.63/No Horizontal Resistance/67.4663/76.2652,52.16/45.07/60.1332/51.8814/59.1572/54.0609,64.86/59.62,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
TRENDPULSE,"PPH, Long, 2025-10-31 (Price: 92.54)",No Exit Yet,"0.0%, 0 days","72.73%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 92.54), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,2.41% above/0.0% below/0.0% below,16.81%/1.91%/6.7%,"3.25%, 19.02%",1129 days/129 days/341 days,2030-04-23/2026-05-05/2027-03-08,3.96%,2.28%,1.68%,0.66,-0.08,101.868/98.7402/96.67/No Horizontal Resistance/102.4808/126.5323,82.93/65.915/84.9957/395.7871/104.6773/107.8529,90.45/88.68,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
FRACTAL TRACK,"BYDDY, Short, 2025-10-31 (Price: 12.94)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 15 years, 18","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 12.94), 0.0% below",0 days,No Information,No Information,No Information,"88.6% (Price: 13.3457), 3.04% below, Downmove Bounce Back","2025-10-31 (Price: 14.58), 2025-10-31 (Price: 12.77)",No Information,35.45%/3.52%/13.28%,"29.22%, 35.45%",108 days/21 days/35 days,2026-04-05/2025-11-30/2025-12-20,15.98%,5.4%,10.58%,0.53,0.4,13.0267/11.2216/11.85/7.1075/10.1095/6.9107,16.89/7.1075/10.1095/6.9107/12.152/10.0049,13.81/15.23,71.43%/7/46 days (Across ALL Assets),50.0%/20/69 days (Across ALL Assets)
FRACTAL TRACK,"LYFT, Short, 2025-10-31 (Price: 20.46)",No Exit Yet,"-0.0%, 0 days","88.73%, Past 5 years, 71","Daily, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 20.46), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 21.1775), 3.39% below, Downmove Bounce Back","2025-10-31 (Price: 20.635), 2025-10-31 (Price: 19.9)",No Information,19.27%/0.06%/4.76%,"16.51%, 19.27%",10 days/1 days/3 days,2025-11-14/2025-11-01/2025-11-04,24.73%,5.1%,19.63%,0.25,0.15,19.0442/19.4861/20.02/8.8875/No F-Stack Support/No F-Stack Support,20.64/8.8875/No F-Stack Support/No F-Stack Support/20.2114/20.943,19.88/15.35,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"PG, Short, 2025-10-31 (Price: 150.37)",No Exit Yet,"-0.0%, 0 days","87.8%, Past 5 years, 41","Daily, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 150.37), 0.0% below",0 days,No Information,No Information,No Information,"61.8% (Price: 156.0546), 3.64% below, Downmove Bounce Back","2025-10-31 (Price: 151.1), 2025-10-31 (Price: 148.53)",No Information,5.11%/0.07%/3.2%,"5.7%, 8.79%",33 days/1 days/15 days,2025-12-17/2025-11-01/2025-11-21,7.68%,5.1%,2.58%,0.26,-0.0,149.4227/145.5582/148.83/121.86/147.1065/128.0678,152.49/121.86/147.1065/128.0678/187.8025/192.6036,153.91/160.91,48.72%/117/7 days (Across ALL Assets),39.83%/118/25 days (Across ALL Assets)
FRACTAL TRACK,"WPM, Short, 2025-10-31 (Price: 96.52)",No Exit Yet,"-0.0%, 0 days","87.5%, Past 20 years, 24","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 96.52), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 96.3808), 0.14% above, Upmove Break Below","2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",No Information,24.39%/3.3%/10.76%,"20.59%, 24.39%",65 days/20 days/29 days,2026-02-02/2025-11-28/2025-12-12,13.82%,5.4%,8.42%,0.5,0.59,102.7938/86.1344/50.93/38.3375/95.3086/87.2909,111.84/38.3375/95.3086/87.2909/94.0739/81.6073,103.96/86.74,71.43%/7/46 days (Across ALL Assets),50.0%/20/69 days (Across ALL Assets)
FRACTAL TRACK,"GDX, Short, 2025-10-31 (Price: 72.06)",No Exit Yet,"-0.0%, 0 days","86.36%, Past 19 years, 22","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-10-31 (Price: 72.06), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 71.0194), 1.47% above, Upmove Break Below","2023-10-31 (Price: 25.62), 2025-10-31 (Price: 85.09)",No Information,18.82%/3.24%/8.48%,"15.04%, 19.79%",65 days/20 days/33 days,2026-02-02/2025-11-28/2025-12-17,11.13%,5.4%,5.73%,0.63,0.15,67.2248/65.9493/36.38/25.645/50.0225/36.1563,76.4/25.645/50.0225/36.1563/68.7859/58.7664,71.81/53.93,71.43%/7/46 days (Across ALL Assets),50.0%/20/69 days (Across ALL Assets)
