Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2022-03-31 (Price: 37.23)",Quarterly,No Exit Yet,43.1607 (Avg % Gain of Historic Winning trades)/43.7042 (F-Stack 2)/43.1607 (Backtested Max)/43.1607 (Backtested Min),No Date Target,7.64%,"17.14%, 3.9 years","2026-01-15 (Price: 43.61), 17.14% above",46.94 (Exit Rule),2026-03-28 (Max)/2026-03-28 (Max)/2026-03-28 (Max),12.78/23.93/35.4254/30.3912/No F-Track Level/No F-Track Level/33.84,"75.0%, Past 27 years, 4",No Information,No Information,No Information,No Information,No Information,17.14% above/17.14% above/17.14% above,15.93%/15.93%/15.93%,"8.81%, 39.64%",2.8 years/2.8 years/2.8 years,1.15%,2.87%,-1.72%,0.42,0.05,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-06-30 (Price: 497.41)",Monthly,2026-01-15 (Price: 456.66) (Today),No Price Target,No Date Target,16.15%/21.18%,"-8.19%, 6.6 months","2026-01-15 (Price: 456.66), 8.19% below",669.6133 (Historic Rise or Fall to Pivot)/608.4319 (Avg % Gain of Historic Winning trades)/650.36 (Exit Rule)/553.3726 (F-Stack 2)/636.0879 (Backtested Max)/530.3883 (Backtested Min),2045-10-07 (Max)/2028-01-24 (Avg),375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/481.87,"92.31%, Past 39 years, 13",No Information,No Information,No Information,"50% (Price: 340.89), 33.96% above, Upmove Bounce Back","2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",No Information,27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,7.9%,16.21%,-8.31%,1.65,0.79,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
DELTADRIFT,"MSFT, Long, 2025-11-26 (Price: 485.5)",Daily,2026-01-14 (Price: 459.38),No Price Target,No Date Target,8.46%/10.23%,"-5.94%, 1.7 month","2026-01-15 (Price: 456.66), 5.94% below",510.2605 (Historic Rise or Fall to Pivot)/503.3664 (Avg % Gain of Historic Winning trades)/506.81 (Exit Rule)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/510.8917 (Backtested Max)/495.3071 (Backtested Min),2026-03-10 (Max),472.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/481.87,"72.73%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,No Information,5.23%/2.02%/3.68%,"8.2%, 14.53%",2.4 months/1 day/14 days,5.1%,6.53%,-1.43%,0.07,0.34,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
FRACTAL TRACK,"TSLA, Long, 2025-11-30 (Price: 430.17)",Weekly,2026-01-15 (Price: 438.57) (Today),No Price Target,No Date Target,11.76%/16.02%,"1.95%, 1.5 month","2026-01-15 (Price: 438.57), 1.95% above",622.2409 (Historic Rise or Fall to Pivot)/508.8481 (Avg % Gain of Historic Winning trades)/716.21 (Exit Rule)/490.132 (F-Stack 1)/554.3681 (F-Stack 2)/571.2227 (Backtested Max),2028-01-21 (Max)/2026-01-21 (Min)/2026-06-22 (Avg),391.09/181.0784/413.6779/330.0827/No F-Track Level/No F-Track Level/368.28,"73.33%, Past 15 years, 15",No Information,No Information,No Information,"23.66% (Price: 375.7432), 16.72% above, Upmove Bounce Back","2019-06-09 (Price: 11.7993), 2024-12-22 (Price: 488.54)",No Information,32.79%/4.5%/18.29%,"19.51%, 42.05%",1.5 year/1.2 month/4.7 months,12.11%,30.11%,-18.0%,0.69,1.16,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",Monthly,2026-01-15 (Price: 438.57) (Today),No Price Target,No Date Target,11.76%/97.05%,"26.59%, 7.6 months","2026-01-15 (Price: 438.57), 26.59% above",864.2098 (Historic Rise or Fall to Pivot)/490.132 (F-Stack 2),2028-02-15 (Max)/2028-02-15 (Max)/2028-02-15 (Max),175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,"83.33%, Past 20 years, 6",No Information,No Information,No Information,No Information,No Information,55.43% above/53.98% above/26.59% above,7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,26.29%,28.82%,-2.53%,0.27,1.04,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-10-02 (Price: 577.33)",Daily,2026-01-14 (Price: 546.82),No Price Target,No Date Target,7.57%/7.59%,"-6.01%, 3.5 months","2026-01-15 (Price: 542.65), 6.01% below",583.8538 (Historic Rise or Fall to Pivot)/594.3035 (Avg % Gain of Historic Winning trades)/672.59 (Exit Rule)/592.9033 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/622.4195 (Backtested Max)/583.7384 (Backtested Min),2026-03-03 (Max),565.13/306.91/554.0572/515.4888/No F-Track Level/No F-Track Level/556.01,"96.15%, Past 4 years, 26",No Information,No Information,No Information,No Information,No Information,6.01% below/6.01% below/6.01% below,7.81%/1.11%/2.94%,"5.85%, 28.57%",3.5 months/4 days/1.3 month,5.71%,7.58%,-1.87%,0.98,0.39,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-08-21 (Price: 591.92)",Daily,2026-01-14 (Price: 546.82),No Price Target,No Date Target,10.29%/10.31%,"-8.32%, 4.9 months","2026-01-15 (Price: 542.65), 8.32% below",598.6087 (Historic Rise or Fall to Pivot)/609.3224 (Avg % Gain of Historic Winning trades)/608.31 (Exit Rule)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/638.149 (Backtested Max)/598.4903 (Backtested Min),2026-01-20 (Max),550.18/279.035/554.0572/515.4888/No F-Track Level/No F-Track Level/547.22,"96.15%, Past 4 years, 26",No Information,No Information,No Information,No Information,No Information,8.32% below/8.32% below/8.32% below,7.81%/1.11%/2.94%,"5.85%, 28.57%",3.5 months/4 days/1.3 month,5.71%,7.58%,-1.87%,0.98,0.39,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"TRI.TO, Long, 2026-01-07 (Price: 177.22)",Daily,No Exit Yet,No Price Target,2026-01-14 (Min),7.29%/9.15%,"-2.11%, 8 days","2026-01-15 (Price: 173.48), 2.11% below",189.3596 (Historic Rise or Fall to Pivot)/189.3773 (Avg % Gain of Historic Winning trades)/217.98 (Exit Rule)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/233.98 (EMA 200)/201.4637 (Backtested Max)/186.1342 (Backtested Min),2026-11-07 (Max)/2026-03-26 (Avg),No Recent Minima/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"78.57%, Past 6 years, 14",No Information,No Information,No Information,No Information,No Information,No Information,13.68%/5.03%/6.86%,"11.12%, 16.9%",7 months/5 days/1.8 month,10.61%,7.98%,2.63%,0.34,0.45,88.52%/61/1.9 month (Across ALL Assets),68.58%/261/2.6 months (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-11-26 (Price: 188.16)",Daily,No Exit Yet,No Price Target,2026-01-17 (Min),9.5%/9.84%,"-7.8%, 1.7 month","2026-01-15 (Price: 173.48), 7.8% below",190.5496 (Historic Rise or Fall to Pivot)/206.2422 (Avg % Gain of Historic Winning trades)/293.2329 (Exit Rule)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/233.98 (EMA 200)/213.1476 (Backtested Max)/189.9663 (Backtested Min),2026-03-05 (Max)/2026-01-17 (Min)/2026-02-16 (Avg),185.77/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"90.0%, Past 5 years, 10","-3.35, 100.0",No Information,No Information,No Information,No Information,No Information,13.28%/0.96%/9.61%,"5.24%, 12.83%",2.3 months/1.2 month/1.9 month,11.85%,6.18%,5.67%,0.52,0.33,85.45%/55/4.2 months (Across ALL Assets),74.3%/214/3.9 months (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-12-22 (Price: 168.04)",Daily,2026-01-14 (Price: 184.93),187.59 (Exit Rule),No Date Target,3.46%,"12.04%, 24 days","2026-01-15 (Price: 188.27), 12.04% above",194.7923 (F-Stack 2),2026-07-01 (Max)/2026-02-03 (Avg),145.49/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/130.56,"78.95%, Past 4 years, 19",No Information,No Information,No Information,No Information,No Information,18.38% above/12.04% above/12.04% above,9.09%/1.23%/5.04%,"19.7%, 28.41%",4.4 months/6 days/1 month,12.04%,18.03%,-5.99%,0.06,0.87,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-09-21 (Price: 148.53)",Weekly,2026-01-11 (Price: 173.79),187.3 (Exit Rule)/188.7668 (Backtested Max),No Date Target,No Next Target,"26.76%, 3.9 months","2026-01-15 (Price: 188.27), 26.76% above",No Next Target,2026-03-31 (Max),82.12/48.855/125.9496/92.3678/No F-Track Level/No F-Track Level/111.59,"86.67%, Past 10 years, 30",No Information,No Information,No Information,No Information,No Information,26.76% above/26.76% above/26.76% above,27.09%/5.0%/11.19%,"14.05%, 49.41%",4.4 months/1.2 month/2.6 months,3.49%,6.66%,-3.17%,0.68,0.35,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-09-30 (Price: 3.37)",Monthly,No Exit Yet,3.7478 (Backtested Min),No Date Target,4.44%/8.06%,"11.87%, 3.6 months","2026-01-15 (Price: 3.77), 11.87% above",3.9375 (Historic Rise or Fall to Pivot)/4.0737 (Avg % Gain of Historic Winning trades)/4.39 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.286 (Backtested Max),2026-06-22 (Max)/2026-05-05 (Min)/2026-05-18 (Avg),2.83/2.82/3.1474/No support/No F-Track Level/No F-Track Level/3.1,"100.0%, Past 20 years, 10",No Information,No Information,No Information,No Information,No Information,19.68% above/19.3% above/11.87% above,27.18%/11.21%/20.88%,"-0.0%, 49.28%",6.1 months/5 months/5.3 months,5.5%,0.69%,4.81%,1.23,0.0,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-02-28 (Price: 3.39)",Monthly,No Exit Yet,3.77 (Backtested Min),No Date Target,5.06%/8.69%,"11.21%, 10.7 months","2026-01-15 (Price: 3.77), 11.21% above",3.9609 (Historic Rise or Fall to Pivot)/4.0978 (Avg % Gain of Historic Winning trades)/4.25 (Exit Rule)/7.985 (Horizontal)/12.7156 (F-Stack 1)/14.3053 (F-Stack 2)/4.3114 (Backtested Max),No Next Date Target,2.83/3.3133/3.1474/No support/No F-Track Level/No F-Track Level/3.02,"100.0%, Past 20 years, 10",No Information,No Information,No Information,No Information,No Information,32.28% above/15.29% above/11.21% above,27.18%/11.21%/20.88%,"-0.0%, 49.28%",6.1 months/5 months/5.3 months,5.5%,0.69%,4.81%,1.23,0.0,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
FRACTAL TRACK,"AMZN, Long, 2025-12-11 (Price: 230.28)",Daily,No Exit Yet,No Price Target,2026-01-13 (Min),6.5%/7.71%,"3.43%, 1.2 month","2026-01-15 (Price: 238.18), 3.43% above",256.5319 (Avg % Gain of Historic Winning trades)/314.43 (Exit Rule)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/263.2791 (Backtested Max)/253.6534 (Backtested Min),2029-10-18 (Max)/2026-12-11 (Avg),226.89/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level/218.99,"100.0%, Past 5 years, 16",No Information,No Information,No Information,"23.66% (Price: 225.4168), 5.66% above, Upmove Bounce Back","2023-10-26 (Price: 118.35), 2025-11-03 (Price: 258.6)",No Information,14.33%/10.15%/11.4%,"-0.0%, 55.73%",2.7 years/23 days/8.4 months,24.8%,5.4%,19.4%,2.24,0.29,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2026-01-09 (Price: 499.1)",Daily,No Exit Yet,No Price Target,2026-01-17 (Min),1.82%/2.02%,"-1.3%, 6 days","2026-01-15 (Price: 492.62), 1.3% below",528.3473 (Historic Rise or Fall to Pivot)/513.8734 (Avg % Gain of Historic Winning trades)/501.6 (Exit Rule)/512.255 (Horizontal)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/524.1548 (Backtested Max)/502.5937 (Backtested Min),2026-03-15 (Max)/2026-01-17 (Min)/2026-01-26 (Avg),496.12/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/497.22,"100.0%, Past 4 years, 19",No Information,No Information,No Information,No Information,No Information,1.3% below/1.3% below/1.3% below,5.02%/0.7%/2.96%,"0%, 7.4%",1.5 month/6 days/12 days,14.99%,9.63%,5.36%,2.13,0.58,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"ETH-USD, Long, 2026-01-06 (Price: 3295.9468)",Daily,No Exit Yet,No Price Target,2026-01-13 (Min),9.48%/13.3%,"0.06%, 9 days","2026-01-15 (Price: 3297.9944), 0.06% above",4017.4296 (Historic Rise or Fall to Pivot)/3736.6149 (Avg % Gain of Historic Winning trades)/3982.37 (Exit Rule)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5306.7298 (F-Stack 2)/3610.77 (EMA 200)/4606.4152 (Backtested Max),2026-05-16 (Max)/2026-02-08 (Avg),2827.07/1370.4997/2637.9184/2471.5754/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.86%, Past 4 years, 42",No Information,No Information,No Information,No Information,No Information,2.23% above/0.06% above/0.06% above,39.76%/1.01%/13.37%,"17.31%, 42.86%",3 months/5 days/23 days,60.18%,45.2%,14.98%,0.97,1.15,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",Monthly,2026-01-15 (Price: 621.78) (Today),No Price Target,No Date Target,2.99%/4.41%,"9.01%, 4.6 months","2026-01-15 (Price: 621.78), 9.01% above",649.1722 (Historic Rise or Fall to Pivot)/640.3881 (Avg % Gain of Historic Winning trades)/735.71 (Exit Rule)/836.2536 (F-Stack 2)/664.2308 (Backtested Max),2026-11-17 (Max)/2026-04-05 (Min)/2026-07-18 (Avg),468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,"100.0%, Past 20 years, 14",No Information,No Information,No Information,No Information,No Information,9.01% above/9.01% above/9.01% above,16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,8.4%,6.82%,1.58%,1.2,0.37,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
