Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-12-05 (Price: 53.95)",No Exit Yet,"0.0%, 0 days","81.82%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 53.95), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,16.63%/0.1%/7.67%,"14.36%, 34.47%",6.0 months/19 days/2.1 months,2026-08-21/2026-01-01/2026-03-06,9.08%,10.18%,-1.1%,0.39,0.36,55.7088/58.088/59.43/No Horizontal Resistance/60.5768/64.246/No Moving Avg Target,48.65/29.49/50.5717/44.5293/53.8138/55.585/46.62,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2025-12-05 (Price: 45.995)",No Exit Yet,"0.0%, 0 days","81.82%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 45.995), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.8% above/0.0% below/0.0% below,12.26%/2.26%/5.43%,"0.65%, 24.58%",10.1 months/19 days/2.6 months,2027-02-18/2026-01-01/2026-03-26,11.14%,2.84%,8.3%,1.13,0.01,47.0253/48.4925/55.37/65.1933/78.3229/93.1188/No Moving Avg Target,44.33/39.215/No F-Stack Support/No F-Stack Support/53.1262/54.7954/44.79,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2025-12-05 (Price: 311.23)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 311.23), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,10.85%/0.38%/4.61%,"-0.0%, 16.82%",7.3 months/19 days/2.2 months,2026-10-18/2026-01-01/2026-03-10,16.19%,9.08%,7.1%,1.39,0.37,323.5547/325.5777/325.49/321.3575/322.837/371.0748/No Moving Avg Target,297.01/228.4467/306.2751/267.8324/306.7319/294.6942/305.89,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-12-05 (Price: 115.11)",No Exit Yet,"0.0%, 0 days","96.88%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 115.11), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.61% above/0.0% below/0.0% below,12.24%/0.97%/3.78%,"14.39%, 26.01%",1.8 month/4 days/19 days,2026-02-22/2025-12-10/2026-01-01,43.52%,16.53%,26.99%,0.61,0.68,117.8496/119.4612/122.3/No Horizontal Resistance/137.8139/No Next Fib Ext/No Moving Avg Target,100.61/42.3916/85.5556/53.2582/107.6436/102.3423/98.23,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2025-12-05 (Price: 11.78)",No Exit Yet,"0.0%, 0 days","97.3%, Past 10 years, 37","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 11.78), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,32.14%/0.49%/5.58%,"5.74%, 24.36%",9.3 months/19 days/3.0 months,2027-01-13/2026-01-01/2026-04-15,12.37%,13.18%,-0.81%,0.92,0.59,12.2877/12.4373/14.34/11.925/13.8771/15.9169/No Moving Avg Target,11.55/7.3167/11.3804/9.6206/14.3361/14.9482/11.34,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-05 (Price: 122.2)",No Exit Yet,"0.0%, 0 days","80.65%, Past 4 years, 31","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-05 (Price: 122.2), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.76% above/0.0% below/0.0% below,4.43%/0.31%/2.11%,"10.76%, 19.34%",3.9 months/4 days/16 days,2026-05-22/2025-12-10/2025-12-28,1.65%,7.04%,-5.39%,0.02,0.24,125.0839/124.7784/134.15/No Horizontal Resistance/127.7222/133.1838/No Moving Avg Target,113.54/73.6233/116.5496/105.2485/104.9138/94.2661/99.51,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-12-04 (Price: 114.84)",No Exit Yet,"0.24%, 1 day","96.88%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-04",Already confirmed,"2025-12-05 (Price: 115.11), 0.24% above",1 day,No Information,No Information,No Information,No Information,No Information,0.61% above/0.24% above/0.24% above,12.24%/0.97%/3.78%,"14.39%, 26.01%",1.8 month/4 days/19 days,2026-02-21/2025-12-09/2025-12-31,43.52%,16.53%,26.99%,0.61,0.68,117.5732/119.181/121.73/No Horizontal Resistance/137.8139/No Next Fib Ext/No Moving Avg Target,100.61/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.14,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"KXS.TO, Long, 2025-12-04 (Price: 178.88)",No Exit Yet,"-1.44%, 1 day","85.29%, Past 4 years, 34","Daily, is CONFIRMED on 2025-12-04",Already confirmed,"2025-12-05 (Price: 176.3), 1.44% below",1 day,No Information,No Information,No Information,No Information,No Information,1.58% above/1.44% below/1.44% below,10.63%/1.1%/4.82%,"34.17%, 47.61%",2.4 months/4 days/20 days,2026-03-16/2025-12-09/2026-01-01,7.29%,9.5%,-2.21%,0.1,0.36,186.0889/187.502/192.3/209.885/227.7644/245.4058/183.27,170.26/125.3967/176.1333/151.1683/No F-Track Level/No F-Track Level/No Moving Avg Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-04 (Price: 38.2)",No Exit Yet,"-0.68%, 1 day","95.45%, Past 5 years, 22","Daily, was CONFIRMED on 2025-12-04",Already confirmed,"2025-12-05 (Price: 37.94), 0.68% below",1 day,No Information,No Information,No Information,"50% (Price: 37.605), 0.89% above, Upmove Bounce Back","2025-10-23 (Price: 34.75), 2025-11-26 (Price: 40.46)",No Information,42.57%/0.52%/10.24%,"1.6%, 46.76%",2.4 years/20 days/8.5 months,2029-05-20/2026-01-01/2026-12-09,7.53%,0.59%,6.94%,0.41,0.02,38.7921/42.1117/41.63/39.1438/40.9296/48.5677/No Moving Avg Target,36.64/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.13,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"DOL.TO, Long, 2025-12-04 (Price: 200.08)",No Exit Yet,"0.51%, 1 day","89.74%, Past 5 years, 39","Daily, was CONFIRMED on 2025-12-04",Already confirmed,"2025-12-05 (Price: 201.11), 0.51% above",1 day,No Information,No Information,No Information,"23.66% (Price: 197.2307), 1.97% above, Upmove Bounce Back","2025-10-14 (Price: 174.26), 2025-11-26 (Price: 204.35)",No Information,96.3%/1.29%/25.2%,"4.51%, 13.11%",1.4 year/24 days/5.6 months,2027-11-28/2026-01-07/2026-08-04,14.53%,30.26%,-15.73%,0.54,1.4,205.6822/250.5002/218.13/No Horizontal Resistance/194.1559/294.0831/No Moving Avg Target,196.89/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/178.83,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-12-04 (Price: 85.5)",No Exit Yet,"-0.08%, 1 day","95.56%, Past 5 years, 45","Daily, was CONFIRMED on 2025-12-04",Already confirmed,"2025-12-05 (Price: 85.43), 0.08% below",1 day,No Information,No Information,No Information,"23.66% (Price: 84.5882), 1.0% above, Upmove Bounce Back","2025-08-07 (Price: 73.58), 2025-11-20 (Price: 88.0)",No Information,55.14%/0.68%/19.67%,"0.73%, 39.08%",1.3 year/12 days/5.4 months,2027-11-02/2025-12-21/2026-07-26,16.13%,12.13%,4.0%,0.44,0.46,88.1248/102.3179/94.15/No Horizontal Resistance/95.0177/123.2166/No Moving Avg Target,83.49/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/76.12,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2025-12-04 (Price: 47.99)",No Exit Yet,"-0.27%, 1 day","80.0%, Past 5 years, 10","Daily, was CONFIRMED on 2025-12-04",Already confirmed,"2025-12-05 (Price: 47.86), 0.27% below",1 day,"-3.57, 70.37",No Information,No Information,No Information,No Information,No Information,24.95%/14.95%/20.78%,"28.06%, 44.04%",4.6 months/1.7 month/2.9 months,2026-06-20/2026-02-15/2026-04-10,5.37%,13.17%,-7.8%,0.12,0.48,49.3241/57.9623/157.4212/139.01/157.4212/201.8641/62.92,44.97/45.4025/45.3824/37.3162/No F-Track Level/No F-Track Level/No Moving Avg Support,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
OSCILLATOR DELTA,"MCY.NZ, Long, 2025-12-03 (Price: 6.37)",No Exit Yet,"0.0%, 2 days","83.33%, Past 6 years, 36","Daily, is Confirmed on 2025-12-03",No Cancellation Possible,"2025-12-05 (Price: 6.37), 0.0% below",2 days,No Information,No Information,No Information,No Information,No Information,No Information,13.28%/5.12%/7.39%,"14.5%, 17.58%",2.6 months/2 days/26 days,2026-03-27/2025-12-05/2026-01-09,14.99%,4.77%,10.22%,0.22,0.17,6.6369/6.8407/7.13/7.085/7.8394/8.9737/No Moving Avg Target,No Recent Minima/5.13/5.8309/4.54/No F-Track Level/No F-Track Level/6.21,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"WIPRO.NS, Long, 2025-12-03 (Price: 254.69)",No Exit Yet,"2.05%, 2 days","84.62%, Past 4 years, 26","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-05 (Price: 259.91), 2.05% above",2 days,No Information,No Information,No Information,No Information,No Information,3.89% above/2.05% above/2.05% above,12.97%/1.23%/3.81%,"4.22%, 15.72%",1.4 month/5 days/13 days,2026-02-03/2025-12-10/2025-12-21,25.69%,10.65%,15.03%,0.61,0.39,266.3803/264.3937/262.3/366.6625/412.2037/473.5829/255.05,236.49/187.6063/216.7036/198.5041/No F-Track Level/No F-Track Level/No Moving Avg Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2025-12-03 (Price: 306.65)",No Exit Yet,"-4.59%, 2 days","100.0%, Past 4 years, 24","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-05 (Price: 292.59), 4.59% below",2 days,No Information,No Information,No Information,No Information,No Information,4.59% below/4.59% below/4.59% below,20.78%/1.46%/5.76%,"-0.0%, 12.09%",2.1 months/4 days/17 days,2026-03-02/2025-12-08/2025-12-27,113.25%,11.5%,101.74%,0.99,0.41,320.3573/324.313/346.41/No Horizontal Resistance/372.972/399.3723/No Moving Avg Target,282.38/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/263.65,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-12-03 (Price: 114.41)",No Exit Yet,"0.61%, 2 days","96.88%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-05 (Price: 115.11), 0.61% above",2 days,No Information,No Information,No Information,No Information,No Information,0.61% above/0.61% above/0.61% above,12.24%/0.97%/3.78%,"14.39%, 26.01%",1.8 month/4 days/19 days,2026-02-20/2025-12-08/2025-12-30,43.52%,16.53%,26.99%,0.61,0.68,117.133/118.7347/123.47/No Horizontal Resistance/137.8139/No Next Fib Ext/No Moving Avg Target,100.61/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.09,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Long, 2025-12-03 (Price: 3191.5718)",No Exit Yet,"-5.35%, 2 days","96.08%, Past 5 years, 51","Daily, was CONFIRMED on 2025-12-03",Already confirmed,"2025-12-05 (Price: 3020.6877), 5.35% below",2 days,No Information,No Information,No Information,"61.8% (Price: 2744.2547), 10.07% above, Upmove Bounce Back","2023-03-10 (Price: 1378.5254), 2025-08-24 (Price: 4953.7329)",No Information,141.85%/0.46%/47.9%,"5.15%, 75.81%",2.7 years/2 days/11.4 months,2029-09-20/2025-12-05/2027-04-10,11.91%,55.75%,-43.84%,0.38,0.99,3215.8277/4720.3347/5336.7/4922.7188/4887.278/5298.9816/3535.6,2800.19/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No Moving Avg Support,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"JPY=X, Long, 2025-12-03 (Price: 155.807)",No Exit Yet,"-0.33%, 2 days","100.0%, Past 5 years, 28","Daily, was CONFIRMED on 2025-12-03",Already confirmed,"2025-12-05 (Price: 155.299), 0.33% below",2 days,No Information,No Information,No Information,"23.66% (Price: 155.1259), 0.11% above, Upmove Bounce Back","2025-09-17 (Price: 146.217), 2025-11-20 (Price: 157.887)",No Information,7.63%/0.83%/2.99%,"-0.0%, 5.8%",5.4 months/15 days/1.8 month,2026-07-27/2025-12-24/2026-02-20,12.99%,7.87%,5.12%,0.49,0.4,156.103/160.4656/162.81/160.2533/175.8568/187.2285/No Moving Avg Target,155.56/109.702/138.2059/765.2646/No F-Track Level/No F-Track Level/148.16,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
SIGMASHELL,"CVS, Long, 2025-12-03 (Price: 75.0)",No Exit Yet,"0.84%, 2 days","100.0%, Past 5 years, 9","Daily, was CONFIRMED on 2025-12-03",Already confirmed,"2025-12-05 (Price: 75.63), 0.84% above",2 days,"-3.45, 77.63",No Information,No Information,No Information,No Information,No Information,21.64%/3.88%/11.16%,"0%, 35.1%",7.8 months/1.6 month/2.6 months,2026-11-06/2026-02-09/2026-03-25,25.69%,7.17%,18.52%,1.78,0.26,78.915/83.37/116.3721/106.045/116.3721/144.3517/No Moving Avg Target,70.26/58.425/70.3769/60.5139/No F-Track Level/No F-Track Level/69.68,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
OSCILLATOR DELTA,"NVDA, Long, 2025-12-02 (Price: 181.46)",No Exit Yet,"0.52%, 3 days","86.84%, Past 6 years, 38","Daily, is Confirmed on 2025-12-02",No Cancellation Possible,"2025-12-05 (Price: 182.41), 0.52% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,21.7%/5.08%/10.25%,"14.32%, 16.64%",1.8 month/2 days/9 days,2026-02-19/2025-12-04/2025-12-15,166.42%,81.52%,84.9%,0.34,2.03,194.7247/200.0597/190.53/No Horizontal Resistance/239.8943/283.6698/No Moving Avg Target,No Recent Minima/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/154.74,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2025-12-02 (Price: 286.19)",No Exit Yet,"-2.59%, 3 days","81.25%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-02",Already confirmed,"2025-12-05 (Price: 278.78), 2.59% below",3 days,No Information,No Information,No Information,No Information,No Information,1.53% below/2.59% below/2.59% below,7.36%/0.78%/3.4%,"13.77%, 30.22%",2.6 months/4 days/23 days,2026-03-24/2025-12-07/2026-01-04,8.33%,26.41%,-18.08%,0.18,0.92,289.3667/295.9205/340.15/No Horizontal Resistance/294.7231/309.0801/No Moving Avg Target,266.25/136.57/189.8723/119.0319/No F-Track Level/No F-Track Level/227.61,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
