Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
BAND MATRIX,"EFA, Long, 2025-11-20 (Price: 91.24)",No Exit Yet,"0.0%, 0 days","75.0%, Past 5 years, 4","Daily, is CONFIRMED on 2025-11-20",No Cancellation Possible,"2025-11-20 (Price: 91.24), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,22.46%/13.8%/16.71%,"16.49%, 26.41%",367 days/114 days/263 days,2027-05-05/2026-05-04/2026-12-05,7.02%,7.76%,-0.74%,0.45,0.3,93.6031/106.4862/100.04/No Horizontal Resistance/98.2071/106.1972/No Moving Avg Target,90.58/66.265/86.3568/75.1989/90.8838/87.3157/88.29,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
OSCILLATOR DELTA,"PG, Long, 2025-11-19 (Price: 146.99)",No Exit Yet,"0.82%, 1 days","79.31%, Past 6 years, 29","Daily, is Confirmed on 2025-11-19",No Cancellation Possible,"2025-11-20 (Price: 148.19), 0.82% above",1 days,No Information,No Information,No Information,No Information,No Information,No Information,14.3%/5.05%/7.36%,"13.37%, 15.58%",119 days/12 days/47 days,2026-05-10/2025-12-06/2026-01-26,-2.55%,3.91%,-6.45%,-0.05,0.08,151.1792/157.8085/154.34/179.4533/186.6499/209.3631/159.61,No Recent Minima/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No Moving Avg Support,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
DELTADRIFT,"BTC-USD, Long, 2025-11-19 (Price: 91465.9922)",No Exit Yet,"0.0%, 0 days","90.91%, Past 4 years, 11","Daily, is CONFIRMED on 2025-11-19",Already confirmed,"2025-11-19 (Price: 91465.9922), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,11.7%/3.07%/6.11%,"14.07%, 14.27%",14 days/0 days/3 days,2025-12-09/2025-11-19/2025-11-23,16.86%,15.19%,1.67%,0.65,0.39,96999.6847/97054.5643/97027.12/124582.2656/122105.3521/133759.1807/110409.11,76271.95/18304.4229/88987.7198/76786.0499/No F-Track Level/No F-Track Level/No Moving Avg Support,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
FRACTAL TRACK,"ATM.NZ, Long, 2025-11-19 (Price: 10.75)",No Exit Yet,"-0.47%, 1 days","95.83%, Past 5 years, 24","Daily, was CONFIRMED on 2025-11-19",Already confirmed,"2025-11-20 (Price: 10.7), 0.47% below",1 days,No Information,No Information,No Information,"23.66% (Price: 10.304), 3.84% above, Upmove Bounce Back","2025-07-10 (Price: 7.8), 2025-11-05 (Price: 11.08)",No Information,56.05%/17.49%/32.17%,"1.65%, 47.74%",874 days/79 days/287 days,2029-05-07/2026-03-13/2027-01-08,16.39%,-5.22%,21.61%,0.49,-0.04,10.8027/14.2083/12.72/No Horizontal Resistance/21.86/25.8879/No Moving Avg Target,10.67/5.185/9.9254/9.2893/No F-Track Level/No F-Track Level/9.16,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
DELTADRIFT,"SFTBY, Long, 2025-11-19 (Price: 60.98)",No Exit Yet,"-6.64%, 1 days","76.92%, Past 4 years, 13","Daily, was CONFIRMED on 2025-11-19",Already confirmed,"2025-11-20 (Price: 56.93), 6.64% below",1 days,No Information,No Information,No Information,No Information,No Information,No Information,12.83%/2.56%/5.52%,"19.12%, 20.76%",9 days/1 days/4 days,2025-12-02/2025-11-20/2025-11-24,5.98%,33.31%,-27.33%,0.08,0.98,68.0232/64.3461/66.18/No Horizontal Resistance/95.4524/115.3755/No Moving Avg Target,59.89/16.82/56.3971/48.3837/No F-Track Level/No F-Track Level/42.55,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2025-11-18 (Price: 12.6)",No Exit Yet,"0.56%, 2 days","90.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-11-18",Already confirmed,"2025-11-20 (Price: 12.67), 0.56% above",2 days,No Information,No Information,No Information,No Information,No Information,0.16% above/0.56% above/0.56% above,8.54%/1.38%/4.55%,"6.4%, 20.48%",133 days/4 days/16 days,2026-05-29/2025-11-23/2025-12-11,46.12%,9.64%,36.48%,0.79,0.35,13.0183/13.1733/13.36/13.345/19.8479/26.5969/No Moving Avg Target,11.6/9.1367/11.0645/56.4607/No F-Track Level/No F-Track Level/11.45,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"ATZ.TO, Long, 2025-11-18 (Price: 99.89)",No Exit Yet,"1.85%, 2 days","91.89%, Past 4 years, 37","Daily, is CONFIRMED on 2025-11-18",Already confirmed,"2025-11-20 (Price: 101.74), 1.85% above",2 days,No Information,No Information,No Information,No Information,No Information,1.85% above/1.85% above/1.85% above,18.96%/1.32%/6.21%,"50.85%, 58.96%",33 days/5 days/13 days,2026-01-04/2025-11-25/2025-12-06,16.69%,30.38%,-13.7%,0.13,0.89,105.0743/106.0932/119.34/No Horizontal Resistance/99.4929/119.4832/No Moving Avg Target,94.11/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/71.14,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"TSLA, Long, 2025-11-18 (Price: 401.25)",No Exit Yet,"-1.5%, 2 days","100.0%, Past 5 years, 34","Daily, was CONFIRMED on 2025-11-18",Already confirmed,"2025-11-20 (Price: 395.23), 1.5% below",2 days,No Information,No Information,No Information,"38.2% (Price: 374.8188), 5.45% above, Upmove Bounce Back","2025-04-07 (Price: 214.25), 2025-11-03 (Price: 474.07)",No Information,69.86%/7.58%/26.58%,"-0.0%, 65.02%",570 days/25 days/199 days,2028-02-21/2025-12-24/2026-09-02,21.17%,25.99%,-4.83%,0.4,0.79,411.6424/507.9023/557.14/408.5817/490.132/554.3681/No Moving Avg Target,320.11/181.0784/330.0827/262.8246/No F-Track Level/No F-Track Level/338.75,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"BABA, Long, 2025-11-18 (Price: 159.72)",No Exit Yet,"-4.03%, 2 days","100.0%, Past 5 years, 17","Daily, was CONFIRMED on 2025-11-18",Already confirmed,"2025-11-20 (Price: 153.28), 4.03% below",2 days,No Information,No Information,No Information,"38.2% (Price: 155.6389), 1.52% below, Upmove Bounce Back","2025-04-09 (Price: 95.73), 2025-10-02 (Price: 192.67)",No Information,74.52%/8.42%/42.02%,"-0.0%, 62.51%",1022 days/45 days/383 days,2029-12-07/2026-01-22/2027-05-26,14.96%,-10.23%,25.19%,0.53,-0.05,157.2284/226.8343/217.88/No Horizontal Resistance/395.5515/453.696/No Moving Avg Target,153.8/67.495/138.4263/108.0763/No F-Track Level/No F-Track Level/134.29,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"EFN.TO, Long, 2025-11-18 (Price: 35.05)",No Exit Yet,"3.42%, 2 days","90.38%, Past 5 years, 52","Daily, was CONFIRMED on 2025-11-18",Already confirmed,"2025-11-20 (Price: 36.25), 3.42% above",2 days,No Information,No Information,No Information,"23.66% (Price: 35.0387), 3.46% above, Upmove Bounce Back","2025-02-03 (Price: 25.0), 2025-09-19 (Price: 38.15)",No Information,43.0%/0.86%/18.32%,"6.13%, 26.27%",387 days/26 days/117 days,2027-06-01/2025-12-25/2026-05-06,16.07%,24.1%,-8.03%,0.65,1.02,35.765/41.4712/42.94/No Horizontal Resistance/45.1741/70.5281/No Moving Avg Target,34.92/11.7733/29.5041/111.5522/No F-Track Level/No F-Track Level/33.38,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"ORCL, Long, 2025-11-18 (Price: 220.49)",No Exit Yet,"-4.44%, 2 days","100.0%, Past 5 years, 42","Daily, was CONFIRMED on 2025-11-18",Already confirmed,"2025-11-20 (Price: 210.69), 4.44% below",2 days,No Information,No Information,No Information,"50% (Price: 213.88), 1.49% below, Upmove Bounce Back","2023-03-13 (Price: 82.04), 2025-09-10 (Price: 345.72)",No Information,248.14%/1.62%/42.03%,"-0.0%, 41.08%",670 days/10 days/173 days,2028-07-15/2025-12-02/2026-07-26,19.17%,35.11%,-15.94%,0.45,1.1,222.0775/313.1619/378.7/No Horizontal Resistance/300.069/376.1425/No Moving Avg Target,217.57/82.7925/208.7793/167.1709/No F-Track Level/No F-Track Level/210.45,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
DELTADRIFT,"ARM, Long, 2025-11-18 (Price: 136.04)",No Exit Yet,"-2.58%, 2 days","80.0%, Past 2 years, 5","Daily, was CONFIRMED on 2025-11-18",Already confirmed,"2025-11-20 (Price: 132.53), 2.58% below",2 days,No Information,No Information,No Information,No Information,No Information,No Information,13.24%/7.69%/10.84%,"19.77%, 19.77%",25 days/3 days/10 days,2025-12-24/2025-11-22/2025-12-02,19.42%,56.91%,-37.49%,0.35,1.37,139.9035/150.7867/145.35/165.49/218.0854/235.5107/138.98,131.42/No Horizontal Support/125.7632/111.1891/No F-Track Level/No F-Track Level/No Moving Avg Support,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
BAND MATRIX,"SOXX, Long, 2025-11-18 (Price: 276.98)",No Exit Yet,"-3.21%, 2 days","75.0%, Past 5 years, 8","Daily, was CONFIRMED on 2025-11-18",No Cancellation Possible,"2025-11-20 (Price: 268.1), 3.21% below",2 days,No Information,No Information,No Information,No Information,No Information,No Information,29.3%/10.91%/18.92%,"16.66%, 41.67%",387 days/40 days/121 days,2027-06-01/2026-01-14/2026-05-12,21.14%,22.72%,-1.58%,0.78,0.76,314.3169/329.3846/321.85/No Horizontal Resistance/348.2242/411.0319/No Moving Avg Target,271.99/110.475/254.997/226.8328/No F-Track Level/No F-Track Level/234.25,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BAND MATRIX,"^GSPC, Long, 2025-11-18 (Price: 6617.3198)",No Exit Yet,"-1.19%, 2 days","100.0%, Past 5 years, 6","Daily, was CONFIRMED on 2025-11-18",No Cancellation Possible,"2025-11-20 (Price: 6538.7598), 1.19% below",2 days,No Information,No Information,No Information,No Information,No Information,No Information,14.12%/0.62%/8.77%,"-0.0%, 23.55%",332 days/67 days/162 days,2027-03-13/2026-02-23/2026-07-10,12.91%,14.39%,-1.48%,1.21,0.71,6822.4567/7197.6587/7010.06/No Horizontal Resistance/9765.5661/10911.139/No Moving Avg Target,6552.51/4106.4632/6316.2337/5433.2046/No F-Track Level/No F-Track Level/6160.15,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BAND MATRIX,"C6L.SI, Long, 2025-11-18 (Price: 6.48)",No Exit Yet,"-0.15%, 2 days","100.0%, Past 5 years, 7","Daily, was CONFIRMED on 2025-11-18",No Cancellation Possible,"2025-11-20 (Price: 6.47), 0.15% below",2 days,No Information,No Information,No Information,No Information,No Information,No Information,36.19%/0.63%/10.95%,"0%, 17.3%",297 days/41 days/151 days,2027-01-22/2026-01-16/2026-06-24,15.77%,13.91%,1.86%,0.63,0.58,6.5241/7.1896/6.86/6.9575/15.377/16.6022/6.74,6.46/4.7975/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BAND MATRIX,"SPY, Long, 2025-11-18 (Price: 660.08)",No Exit Yet,"-1.14%, 2 days","85.71%, Past 5 years, 7","Daily, was CONFIRMED on 2025-11-18",No Cancellation Possible,"2025-11-20 (Price: 652.53), 1.14% below",2 days,No Information,No Information,No Information,No Information,No Information,No Information,18.45%/0.75%/11.01%,"0.34%, 23.41%",332 days/67 days/153 days,2027-03-13/2026-02-23/2026-06-27,15.81%,14.38%,1.43%,1.03,0.7,687.0773/732.7548/709.92/No Horizontal Resistance/969.1148/1522.3697/No Moving Avg Target,653.02/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/614.33,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2025-11-18 (Price: 47.55)",No Exit Yet,"0.11%, 2 days","80.0%, Past 5 years, 10","Daily, was CONFIRMED on 2025-11-18",Already confirmed,"2025-11-20 (Price: 47.6), 0.11% above",2 days,"-3.39, 62.5",No Information,No Information,No Information,No Information,No Information,24.95%/14.95%/20.78%,"28.06%, 44.04%",137 days/51 days/88 days,2026-06-04/2026-01-30/2026-03-25,5.37%,13.17%,-7.8%,0.12,0.48,48.8719/57.4309/157.4212/139.01/157.4212/201.8641/64.68,45.68/45.4025/45.3824/37.3162/No F-Track Level/No F-Track Level/No Moving Avg Support,85.95%/121/73 days (Across ALL Assets),74.78%/230/78 days (Across ALL Assets)
BAND MATRIX,"IWM, Long, 2025-11-17 (Price: 232.76)",No Exit Yet,"-1.57%, 3 days","83.33%, Past 5 years, 6","Daily, was CONFIRMED on 2025-11-17",No Cancellation Possible,"2025-11-20 (Price: 229.11), 1.57% below",3 days,No Information,No Information,No Information,No Information,No Information,No Information,13.56%/4.98%/8.95%,"19.19%, 27.36%",255 days/54 days/155 days,2026-11-21/2026-02-03/2026-06-29,5.52%,8.75%,-3.23%,0.38,0.32,248.0058/253.592/250.8/244.72/267.7701/348.4025/No Moving Avg Target,214.92/162.3167/230.2783/209.2101/No F-Track Level/No F-Track Level/220.04,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BAND MATRIX,"IFT.NZ, Long, 2025-11-17 (Price: 11.87)",No Exit Yet,"0.67%, 3 days","100.0%, Past 5 years, 7","Daily, was CONFIRMED on 2025-11-17",No Cancellation Possible,"2025-11-20 (Price: 11.95), 0.67% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,23.29%/1.53%/10.55%,"0%, 16.59%",284 days/52 days/127 days,2027-01-02/2026-01-31/2026-05-19,17.59%,17.61%,-0.02%,1.19,0.71,12.3614/13.1223/12.74/11.925/18.927/29.733/No Moving Avg Target,11.78/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.31,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BAND MATRIX,"BN.TO, Long, 2025-11-17 (Price: 60.2)",No Exit Yet,"2.33%, 3 days","87.5%, Past 1 years, 8","Daily, was CONFIRMED on 2025-11-17",No Cancellation Possible,"2025-11-20 (Price: 61.6), 2.33% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,25.56%/1.64%/9.89%,"5.79%, 29.07%",160 days/38 days/83 days,2026-07-06/2026-01-11/2026-03-17,15.57%,22.75%,-7.18%,0.9,0.84,68.2066/66.1538/67.18/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,59.13/25.9995/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/56.89,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BAND MATRIX,"EFN.TO, Long, 2025-11-17 (Price: 35.37)",No Exit Yet,"2.49%, 3 days","81.82%, Past 5 years, 11","Daily, was CONFIRMED on 2025-11-17",No Cancellation Possible,"2025-11-20 (Price: 36.25), 2.49% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,19.77%/2.75%/10.33%,"6.6%, 17.54%",147 days/25 days/73 days,2026-06-17/2025-12-23/2026-03-02,20.93%,24.1%,-3.17%,0.88,1.02,37.9449/39.0237/38.48/No Horizontal Resistance/45.1741/70.5281/No Moving Avg Target,34.92/11.7733/29.5041/111.5522/No F-Track Level/No F-Track Level/33.38,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BAND MATRIX,"HOOD, Long, 2025-11-17 (Price: 115.97)",No Exit Yet,"-8.42%, 3 days","80.0%, Past 4 years, 5","Daily, was CONFIRMED on 2025-11-17",No Cancellation Possible,"2025-11-20 (Price: 106.21), 8.42% below",3 days,No Information,No Information,No Information,No Information,No Information,No Information,114.74%/3.97%/51.73%,"72.52%, 81.86%",162 days/62 days/116 days,2026-07-09/2026-02-14/2026-05-04,8.59%,39.13%,-30.54%,0.39,1.06,146.8412/175.9613/161.4/No Horizontal Resistance/164.8517/245.4076/No Moving Avg Target,100.82/8.2917/115.0659/84.2959/No F-Track Level/No F-Track Level/87.16,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2025-11-16 (Price: 508.94)",No Exit Yet,"-1.54%, 3 days","96.77%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2025-11-20 (Price: 501.12), 1.54% below",3 days,No Information,No Information,No Information,No Information,No Information,1.54% below/1.54% below/1.54% below,11.6%/2.26%/5.43%,"13.62%, 25.57%",209 days/24 days/60 days,2026-09-14/2025-12-20/2026-02-10,16.54%,12.36%,4.19%,0.91,0.56,531.5878/536.5754/518.18/No Horizontal Resistance/630.85/709.9376/No Moving Avg Target,477.54/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/496.0,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
