"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"TSM, Long, 2025-12-19 (Price: 288.95)",No Exit Yet,"1.5%, 3 days","95.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 293.28), 1.5% above",3 days,Upmove Bounce Back,23.66% (Price: 271.4559),8.04% above,"2025-04-07 (Price: 134.25), 2025-12-10 (Price: 313.98)",13.85%/10.09%/11.5%,"1.02%, 51.98%",2.1 years/16 days/3.8 months,2028-12-18/2026-01-11/2026-06-02,37.14%,15.53%,21.61%,2.66,0.73,315.2733/322.1792/396.79/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,276.96/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/234.44,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"ASML, Long, 2025-12-19 (Price: 1056.02)",No Exit Yet,"0.09%, 3 days","100.0%, Past 5 years, 16","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 1056.98), 0.09% above",3 days,Upmove Bounce Back,23.66% (Price: 1033.3004),2.29% above,"2025-08-01 (Price: 683.48), 2025-12-03 (Price: 1141.72)",15.95%/4.96%/10.87%,"-0.0%, 53.28%",2.2 years/13 days/6.5 months,2029-02-08/2026-01-06/2026-09-27,24.72%,12.44%,12.28%,3.0,0.59,1150.0058/1170.8094/1330.96/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,1015.43/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/832.38,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"PLTR, Long, 2025-12-19 (Price: 193.38)",No Exit Yet,"0.31%, 3 days","100.0%, Past 5 years, 18","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 193.98), 0.31% above",3 days,Upmove Bounce Back,23.66% (Price: 174.0648),11.44% above,"2025-04-07 (Price: 66.12), 2025-11-03 (Price: 207.52)",33.44%/10.15%/15.79%,"0%, 74.37%",2.3 years/10 days/3.4 months,2029-03-30/2026-01-02/2026-05-15,47.99%,28.98%,19.01%,2.63,1.12,211.4224/223.9147/278.22/No Horizontal Resistance/232.7649/248.6965/No EMA 200 Target,177.29/7.205/191.5407/156.1054/No F-Track Level/No F-Track Level/147.48,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"VGT, Long, 2025-12-19 (Price: 755.54)",No Exit Yet,"0.69%, 3 days","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 760.78), 0.69% above",3 days,Upmove Bounce Back,23.66% (Price: 722.7628),5.26% above,"2025-04-07 (Price: 451.0), 2025-10-29 (Price: 806.99)",11.81%/4.8%/9.66%,"0%, 32.02%",2 years/1 month/4.4 months,2028-10-26/2026-01-31/2026-06-28,27.73%,11.82%,15.91%,4.51,0.66,812.6588/828.5252/969.13/No Horizontal Resistance/946.1588/993.4664/No EMA 200 Target,730.42/311.83/702.1644/626.0547/No F-Track Level/No F-Track Level/669.07,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"BIPC.TO, Long, 2025-12-19 (Price: 63.51)",No Exit Yet,"0.19%, 3 days","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 63.63), 0.19% above",3 days,Upmove Bounce Back,38.2% (Price: 61.5083),3.45% above,"2025-08-01 (Price: 52.64), 2025-10-16 (Price: 66.99)",12.52%/2.79%/9.56%,"2.3%, 18.18%",8.4 months/14 days/2.7 months,2026-12-19/2026-01-08/2026-04-15,22.95%,1.41%,21.54%,1.2,0.05,64.5833/69.5816/72.12/67.0517/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,61.68/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/56.82,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"IBKR, Long, 2025-12-19 (Price: 64.26)",No Exit Yet,"2.39%, 3 days","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 65.795), 2.39% above",3 days,Upmove Bounce Back,23.66% (Price: 62.1287),5.9% above,"2024-08-05 (Price: 25.9225), 2025-10-10 (Price: 73.35)",16.34%/10.24%/12.37%,"7.97%, 31.97%",1.1 year/28 days/3 months,2027-07-15/2026-01-28/2026-04-28,35.27%,24.2%,11.07%,1.68,1.19,69.4458/72.209/92.72/No Horizontal Resistance/81.4292/98.2092/No EMA 200 Target,62.45/13.0762/62.0029/55.579/No F-Track Level/No F-Track Level/57.73,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"NU, Long, 2025-12-19 (Price: 16.34)",No Exit Yet,"1.71%, 3 days","100.0%, Past 4 years, 12","Daily, was CONFIRMED on 2025-12-19",Already confirmed,"2025-12-22 (Price: 16.62), 1.71% above",3 days,Upmove Bounce Back,38.2% (Price: 15.5671),6.76% above,"2025-08-14 (Price: 11.89), 2025-12-02 (Price: 17.84)",14.19%/10.08%/11.27%,"0%, 32.54%",9.7 months/3 days/2 months,2027-02-13/2025-12-23/2026-03-15,42.11%,9.45%,32.66%,9.27,0.53,17.742/18.1815/19.91/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,15.86/5.54/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/13.71,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"FXI, Long, 2025-12-18 (Price: 38.21)",No Exit Yet,"1.1%, 4 days","100.0%, Past 5 years, 11","Daily, was CONFIRMED on 2025-12-18",Already confirmed,"2025-12-22 (Price: 38.63), 1.1% above",4 days,Upmove Bounce Back,23.66% (Price: 36.9983),4.41% above,"2024-01-22 (Price: 20.86), 2025-10-02 (Price: 42.0)",14.16%/6.87%/10.84%,"-0.0%, 45.3%",3.7 years/13 days/1.2 year,2031-03-31/2026-01-05/2027-09-04,13.13%,-2.21%,15.34%,1.46,-0.08,38.8214/42.352/50.89/42.665/90.5742/95.3274/No EMA 200 Target,37.85/20.865/38.0047/No support/No F-Track Level/No F-Track Level/37.72,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"PFE, Long, 2025-12-18 (Price: 25.04)",No Exit Yet,"0.68%, 4 days","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2025-12-18",Already confirmed,"2025-12-22 (Price: 25.21), 0.68% above",4 days,Upmove Bounce Back,61.8% (Price: 25.15),0.24% above,"2025-09-25 (Price: 23.58), 2025-10-03 (Price: 27.69)",15.29%/2.93%/10.03%,"3.6%, 19.77%",2.8 months/12 days/1.5 month,2026-04-18/2026-01-04/2026-02-21,10.93%,-6.4%,17.33%,0.41,-0.42,25.343/27.5515/27.51/55.39/66.4672/73.1352/No EMA 200 Target,24.4/23.345/21.508/20.5265/No F-Track Level/No F-Track Level/24.51,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"XLE, Long, 2025-12-18 (Price: 44.13)",No Exit Yet,"0.18%, 4 days","90.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-12-18",Already confirmed,"2025-12-22 (Price: 44.21), 0.18% above",4 days,Upmove Bounce Back,50% (Price: 44.505),0.66% below,"2025-10-16 (Price: 42.35), 2025-12-05 (Price: 46.66)",11.51%/2.08%/9.2%,"3.48%, 17.74%",1.4 year/21 days/5.7 months,2027-12-16/2026-01-17/2026-08-22,21.1%,11.53%,9.57%,0.91,0.63,45.8599/48.19/46.72/49.2225/54.1372/58.8712/No EMA 200 Target,43.81/22.8475/37.4998/27.2174/No F-Track Level/No F-Track Level/43.48,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"FRW.NZ, Long, 2025-12-18 (Price: 14.2)",No Exit Yet,"-2.18%, 4 days","88.89%, Past 5 years, 9","Daily, was CONFIRMED on 2025-12-18",Already confirmed,"2025-12-22 (Price: 13.89), 2.18% below",4 days,Upmove Bounce Back,23.66% (Price: 13.0889),6.12% above,"2023-10-30 (Price: 7.31), 2025-10-31 (Price: 14.88)",13.53%/1.54%/10.4%,"4.41%, 40.87%",3.7 years/3.6 months/1.2 year,2031-03-31/2026-05-23/2027-09-04,11.59%,4.86%,6.73%,1.04,0.24,14.5692/15.6768/18.74/No Horizontal Resistance/16.2179/21.849/No EMA 200 Target,13.75/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/11.97,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"CNQ.TO, Long, 2025-12-18 (Price: 43.41)",No Exit Yet,"2.46%, 4 days","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2025-12-18",Already confirmed,"2025-12-22 (Price: 44.48), 2.46% above",4 days,Upmove Bounce Back,78.6% (Price: 43.2814),2.77% above,"2025-10-21 (Price: 41.67), 2025-11-20 (Price: 49.2)",10.83%/7.23%/9.92%,"-0.0%, 17.04%",9.4 months/1.1 month/4.2 months,2027-01-30/2026-02-03/2026-06-18,20.54%,16.68%,3.86%,1.1,0.86,43.9396/47.7163/47.93/51.51/65.8353/68.6522/No EMA 200 Target,43.0/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/43.4,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"LYFT, Long, 2025-12-17 (Price: 19.18)",No Exit Yet,"4.01%, 5 days","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2025-12-17",Already confirmed,"2025-12-22 (Price: 19.95), 4.01% above",5 days,Upmove Bounce Back,38.2% (Price: 18.2131),9.54% above,"2025-04-07 (Price: 9.66), 2025-09-17 (Price: 23.5)",29.57%/0.97%/14.95%,"5.88%, 53.48%",1.5 year/6 days/5.5 months,2028-02-07/2025-12-25/2026-08-12,28.24%,-11.2%,39.44%,1.13,0.03,20.4152/22.0474/27.48/57.19/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,19.12/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/16.71,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"MSFT, Long, 2025-12-14 (Price: 478.53)",No Exit Yet,"1.34%, 8 days","100.0%, Past 20 years, 16","Weekly, was CONFIRMED on 2025-12-14",Already confirmed,"2025-12-22 (Price: 484.92), 1.34% above",8 days,Upmove Bounce Back,38.2% (Price: 474.9779),2.09% above,"2025-04-13 (Price: 344.79), 2025-08-03 (Price: 555.45)",25.02%/6.95%/15.92%,"0%, 45.68%",3.7 years/1.4 month/11.4 months,2031-03-27/2026-02-12/2027-04-23,11.58%,10.65%,0.93%,3.32,0.59,511.6443/554.712/604.93/554.585/553.3726/615.9924/No EMA 200 Target,472.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/474.48,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
"WIPRO.NS, Long, 2025-11-30 (Price: 249.53)",No Exit Yet,"9.27%, 22 days","77.78%, Past 80 years, 9","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-22 (Price: 272.67), 9.27% above",22 days,Upmove Bounce Back,61.8% (Price: 232.7652),17.14% above,"2023-04-30 (Price: 176.0), 2025-01-31 (Price: 324.6)",30.71%/20.0%/24.36%,"25.41%, 60.52%",1.9 year/5.1 months/11.6 months,2028-08-16/2026-07-09/2027-04-18,6.46%,15.61%,-9.15%,0.44,0.63,293.597/310.3155/338.69/366.6625/412.2037/473.5829/252.43,239.37/187.6062/216.7036/198.5041/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",No Exit Yet,"0.5%, 22 days","90.0%, Past 48 years, 10","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-22 (Price: 1575.4), 0.5% above",22 days,Upmove Bounce Back,23.66% (Price: 1322.8731),19.09% above,"2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",42.5%/21.29%/26.97%,"6.47%, 28.2%",1.6 year/2 months/7.2 months,2028-03-13/2026-02-24/2026-10-08,11.26%,13.7%,-2.44%,1.21,0.63,2292.7823/1990.2548/2292.59/No Horizontal Resistance/2250.6285/2387.5727/No EMA 200 Target,1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1412.67,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"IWM, Long, 2025-11-11 (Price: 244.24)",2025-12-17 (Price: 247.24),"1.23%, 1.2 month","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2025-11-11",Already confirmed,"2025-12-22 (Price: 253.58), 3.82% above",1.4 month,Upmove Bounce Back,23.66% (Price: 233.5959),8.55% above,"2025-04-07 (Price: 171.73), 2025-10-15 (Price: 252.77)",13.11%/0.65%/9.22%,"-0.0%, 28.11%",3.9 years/1.9 month/11.3 months,2031-06-06/2026-02-01/2027-03-17,14.39%,3.76%,10.63%,1.95,0.16,234.6169/266.7589/292.86/244.72/267.7701/348.4025/No EMA 200 Target,240.35/162.3167/230.2783/209.2101/No F-Track Level/No F-Track Level/223.25,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"GLD, Long, 2025-10-30 (Price: 370.13)",2025-12-22 (Price: 408.23) (Today),"10.29%, 1.8 month","100.0%, Past 5 years, 18","Daily, was CONFIRMED on 2025-10-30",Already confirmed,"2025-12-22 (Price: 408.23), 10.29% above",1.8 month,Upmove Bounce Back,23.66% (Price: 363.7476),12.23% above,"2024-11-14 (Price: 236.13), 2025-10-20 (Price: 403.3)",11.32%/1.34%/8.92%,"-0.0%, 18.1%",2 years/1.4 month/5.2 months,2028-09-06/2025-12-29/2026-06-12,26.16%,11.89%,14.27%,2.41,0.93,398.4449/403.1456/470.43/No Horizontal Resistance/424.4974/624.146/No EMA 200 Target,363.0/150.8/301.1087/224.8487/No F-Track Level/No F-Track Level/328.08,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"INFY, Long, 2025-10-06 (Price: 16.69)",2025-12-18 (Price: 19.18),"14.92%, 2.4 months","92.86%, Past 5 years, 14","Daily, was CONFIRMED on 2025-10-06",Already confirmed,"2025-12-22 (Price: 19.16), 14.8% above",2.6 months,Upmove Bounce Back,78.6% (Price: 16.3102),17.47% above,"2025-08-12 (Price: 15.91), 2025-09-17 (Price: 17.78)",12.21%/2.02%/9.78%,"1.69%, 24.19%",1.2 year/1.6 month/5.5 months,2027-06-23/2025-12-14/2026-06-01,19.54%,1.44%,18.1%,0.98,0.04,16.5248/18.3223/17.81/23.796/31.8515/41.1179/17.51,16.15/16.074/13.0115/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"HYG, Long, 2025-06-30 (Price: 80.65)",2025-12-22 (Price: 80.43) (Today),"-0.27%, 5.8 months","80.0%, Past 18 years, 5","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-22 (Price: 80.43), 0.27% below",5.8 months,Upmove Bounce Back,38.2% (Price: 76.5615),5.05% above,"2022-10-31 (Price: 70.4), 2024-09-30 (Price: 80.37)",2.15%/2.15%/2.15%,"3.95%, 5.88%",1.7 year/1.7 year/1.7 year,2027-12-03/2027-12-03/2027-12-03,3.9%,-0.99%,4.89%,-0.17,-0.53,79.4967/82.384/86.63/86.99/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,78.6/72.2733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/79.91,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"NA.TO, Long, 2025-06-30 (Price: 140.52)",2025-11-30 (Price: 168.95),"20.23%, 5.1 months","92.86%, Past 42 years, 14","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-22 (Price: 175.72), 25.05% above",5.8 months,Upmove Bounce Back,23.66% (Price: 108.7595),61.57% above,"1995-01-31 (Price: 4.25), 2024-12-31 (Price: 141.15)",29.1%/8.19%/21.58%,"3.99%, 52.46%",4.6 years/4 months/1.5 year,2032-01-22/2025-12-20/2027-08-21,8.81%,8.57%,0.24%,1.75,0.52,154.9795/170.8442/222.66/No Horizontal Resistance/188.6608/207.1743/142.08,118.77/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
