Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-09-14 (Price: 241.38)",Weekly,2025-11-16 (Price: 276.98),No Price Target,2025-11-21 (Avg),No Next Target,"34.08%, 2.4 months","2025-11-25 (Price: 323.64), 34.08% above",No Next Target,2026-03-19 (Max),147.74/84.6567/203.7099/185.0665/No F-Track Level/No F-Track Level/182.46,"100.0%, Past 10 years, 26",No Information,No Information,No Information,No Information,No Information,37.62% above/34.08% above/34.08% above,19.02%/3.15%/8.18%,"-0.0%, 15.08%",4.3 months/24 days/1.6 month,35.83%,21.1%,14.73%,1.74,0.79,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
BAND MATRIX,"HDFCBANK.NS, Long, 2025-08-29 (Price: 951.6)",Daily,No Exit Yet,1006.9831 (Avg % Gain of Historic Winning trades),No Date Target,0.83%/1.3%,"5.45%, 3.0 months","2025-11-26 (Price: 1003.45), 5.45% above",1016.4991 (Historic Rise or Fall to Pivot)/1011.74 (Exit Rule)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1113.1817 (Backtested Best),2027-06-05 (Max)/2026-04-16 (Avg),944.85/640.9/765.1075/697.8792/No F-Track Level/No F-Track Level/No Moving Avg Support,"85.71%, Past 5 years, 7",No Information,No Information,No Information,No Information,No Information,No Information,16.98%/0.21%/5.82%,"2.65%, 24.13%",1.2 year/25 days/5.3 months,7.15%,9.35%,-2.2%,0.56,0.36,82.61%/69/4.1 months (Across ALL Assets),75.98%/254/3.7 months (Across ALL Assets)
PULSEGAUGE,"BTC-USD, Long, 2025-07-06 (Price: 109232.0703)",Weekly,2025-11-23 (Price: 86805.0078),No Price Target,2025-11-26 (Max),40.41%/50.08%,"-19.72%, 4.8 months","2025-11-26 (Price: 87690.4219), 19.72% below",123126.3896 (Historic Rise or Fall to Pivot)/136987.9394 (Avg % Gain of Historic Winning trades)/145442.5016 (Backtested Best)/131602.7983 (Backtested Worst),No Next Date Target,78214.48/18304.4229/87809.6423/72214.6916/No F-Track Level/No F-Track Level/No Moving Avg Support,"87.5%, Past 11 years, 8",No Information,No Information,No Information,No Information,No Information,No Information,33.15%/20.48%/25.41%,"15.02%, 15.64%",3.3 months/9 days/1.5 month,144.79%,63.87%,80.93%,0.46,1.51,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"INDY, Long, 2025-07-06 (Price: 54.46)",Weekly,No Exit Yet,No Price Target,2025-11-26 (Min),4.84%/14.18%,"-2.04%, 4.8 months","2025-11-26 (Price: 53.35), 2.04% below",55.9304 (Historic Rise or Fall to Pivot)/66.1417 (Avg % Gain of Historic Winning trades)/60.9145 (Exit Rule)/60.9145 (F-Stack 1)/68.1277 (F-Stack 2)/68.1295 (Backtested Best)/65.4065 (Backtested Worst),2026-07-16 (Max)/2026-04-01 (Avg),47.57/40.73/48.7816/37.969/No F-Track Level/No F-Track Level/51.93,"90.0%, Past 16 years, 10",No Information,No Information,No Information,No Information,No Information,No Information,25.1%/20.1%/21.45%,"15.01%, 16.13%",8.6 months/3.3 months/6.2 months,19.26%,4.76%,14.5%,0.58,0.13,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"DIS, Long, 2025-07-06 (Price: 124.0)",Weekly,2025-11-23 (Price: 104.28),No Price Target,No Date Target,23.17%/44.33%,"-16.69%, 4.8 months","2025-11-26 (Price: 103.31), 16.69% below",127.2488 (Historic Rise or Fall to Pivot)/151.404 (Avg % Gain of Historic Winning trades)/207.5364 (Exit Rule)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/155.9052 (Backtested Best)/149.11 (Backtested Worst),2027-06-28 (Max)/2026-06-02 (Avg),83.53/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/109.82,"76.47%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,25.73%/20.25%/22.1%,"25.68%, 34.0%",1.4 year/29 days/7.6 months,2.4%,5.15%,-2.74%,0.06,0.17,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-29 (Price: 1007.45)",Weekly,No Exit Yet,No Price Target,2025-11-26 (Avg),1.48%/6.39%,"-0.4%, 5 months","2025-11-26 (Price: 1003.45), 0.4% below",1071.1208 (Historic Rise or Fall to Pivot)/1067.5948 (Avg % Gain of Historic Winning trades)/1152.92 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1127.2358 (Backtested Best)/1018.3305 (Backtested Worst),2026-11-23 (Max),818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level/892.58,"100.0%, Past 10 years, 31",No Information,No Information,No Information,No Information,No Information,2.15% above/0.4% below/0.4% below,11.89%/1.08%/5.97%,"-0.0%, 23.57%",11.8 months/19 days/3.5 months,11.86%,15.07%,-3.2%,1.45,0.63,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Exit Yet,No Price Target,2025-11-28 (Avg),55.2%/76.96%,"-16.2%, 6.0 months","2025-11-26 (Price: 87690.4219), 16.2% below",290297.4636 (Historic Rise or Fall to Pivot)/332895.6316 (Avg % Gain of Historic Winning trades)/161744.31 (Exit Rule)/136097.3501 (F-Stack 2)/468339.1802 (Backtested Best)/155178.2931 (Backtested Worst),2025-12-06 (Max)/2025-11-28 (Avg),16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level/94736.72,"100.0%, Past 20 years, 6",No Information,No Information,No Information,No Information,No Information,6.92% below/16.2% below/16.2% below,347.58%/48.3%/218.14%,"-0.0%, 15.0%",4.4 months/3.6 months/4.2 months,256.42%,64.47%,191.95%,1.22,1.44,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
BAND MATRIX,"SOXX, Long, 2025-03-16 (Price: 201.12)",Weekly,2025-11-23 (Price: 270.83),No Price Target,No Date Target,6.27%/16.27%,"41.0%, 8.5 months","2025-11-26 (Price: 283.58), 41.0% above",329.7161 (Avg % Gain of Historic Winning trades)/301.3628 (F-Stack 2)/572.0657 (Backtested Best),2028-07-27 (Max)/2026-01-19 (Min)/2027-01-08 (Avg),198.39/95.6666/161.2/103.2303/No F-Track Level/No F-Track Level/No Moving Avg Support,"100.0%, Past 15 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,184.44%/3.33%/63.94%,"-0.0%, 33.46%",2.4 years/7.1 months/1.3 year,18.84%,20.64%,-1.8%,0.8,0.78,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2024-12-31 (Price: 219.39)",Monthly,No Exit Yet,No Price Target,2025-11-20 (Avg),13.89%/14.12%,"4.69%, 11 months","2025-11-25 (Price: 229.67), 4.69% above",262.1052 (Historic Rise or Fall to Pivot)/306.4659 (Avg % Gain of Historic Winning trades)/295.59 (Exit Rule)/434.4361 (Backtested Best)/261.5787 (Backtested Worst),2026-10-21 (Max),84.0/81.3658/193.0625/132.2674/No F-Track Level/No F-Track Level/189.74,"100.0%, Past 20 years, 18",No Information,No Information,No Information,No Information,No Information,10.48% above/4.69% above/4.69% above,98.02%/19.23%/39.69%,"-0.0%, 23.74%",1.3 year/4.3 months/7.5 months,18.63%,23.05%,-4.42%,1.48,0.71,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"ASHR, Long, 2024-10-06 (Price: 32.82)",Weekly,2025-11-26 (Price: 32.25),No Price Target,No Date Target,5.57%/10.08%,"-1.74%, 1.2 year","2025-11-25 (Price: 32.25), 1.74% below",34.0475 (Historic Rise or Fall to Pivot)/36.4171 (Avg % Gain of Historic Winning trades)/35.5 (Exit Rule)/39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2)/40.9298 (Backtested Best),No Next Date Target,22.46/23.852/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.97,"75.76%, Past 10 years, 33",No Information,No Information,No Information,No Information,No Information,18.0% above/1.74% below/1.74% below,24.71%/0.16%/10.96%,"38.84%, 52.68%",7.3 months/19 days/3.2 months,2.29%,2.49%,-0.19%,0.16,0.06,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
OSCILLATOR DELTA,"BRK-B, Short, 2025-11-19 (Price: 501.26)",Daily,2025-11-20 (Price: 501.12),No Price Target,2025-11-24 (Avg),-47.29%/-11.56%,"-1.46%, 4 days","2025-11-25 (Price: 508.57), 1.46% above",497.2499 (Historic Rise or Fall to Pivot)/495.9968 (Avg % Gain of Historic Winning trades)/496.62 (Exit Rule)/268.082 (Horizontal)/491.88 (F-Stack 1)/449.7662 (F-Stack 2)/497.18 (Moving Avg),2025-12-13 (Max),No Recent Maxima/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/No Moving Avg Support,"89.8%, Past 6 years, 49",No Information,No Information,No Information,No Information,No Information,No Information,4.28%/0.01%/1.05%,"4.75%, 6.36%",17 days/1 day/4 days,25.34%,5.1%,20.24%,0.17,0.56,83.33%/18/4 days (Across ALL Assets),62.86%/35/4 days (Across ALL Assets)
