Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-02-23 (Price: 94.6),95.0177 (F-Stack 1)/94.6354 (Backtested Min),No Date Target,5.4%/6.14%,"20.52%, 7.9 months","2026-02-23 (Price: 94.6), 20.52% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 53.18% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-02-01 (Price: 91.3)",Weekly,2026-02-23 (Price: 94.6),No Price Target,No Date Target,6.36%/7.69%,"3.61%, 22 days","2026-02-23 (Price: 94.6), 3.61% above",101.8725 (Historic Rise or Fall to Pivot)/100.6126 (Avg % Gain of Historic Winning trades)/115.15 (Function Specific Target)/123.2166 (F-Stack 2)/113.1207 (Backtested Max),2027-07-07 (Max)/2026-03-25 (Min)/2026-08-24 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/79.76,"84.62%, Past 10 years, 26",88.65,No Information,No Information,No Information,No Information,No Information,3.61% above/3.61% above/3.61% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-11 (Price: 88.81)",Weekly,2026-02-23 (Price: 94.6),No Price Target,No Date Target,3.46%/4.75%,"6.52%, 1.4 month","2026-02-23 (Price: 94.6), 6.52% above",99.0942 (Historic Rise or Fall to Pivot)/97.8686 (Avg % Gain of Historic Winning trades)/111.17 (Function Specific Target)/123.2166 (F-Stack 2)/110.0356 (Backtested Max),2027-06-16 (Max)/2026-03-04 (Min)/2026-08-03 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,"84.62%, Past 10 years, 26",86.08,No Information,No Information,No Information,No Information,No Information,6.52% above/7.97% above/6.52% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",Monthly,2026-02-23 (Price: 196.6),No Price Target,No Date Target,27.85%/71.94%,"11.51%, 6.9 months","2026-02-23 (Price: 196.6), 11.51% above",338.0392 (Historic Rise or Fall to Pivot)/355.6878 (Avg % Gain of Historic Winning trades)/251.3512 (F-Stack 2)/512.4979 (Backtested Max),2029-02-23 (Max)/2026-03-09 (Min)/2026-11-12 (Avg),97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,"87.5%, Past 20 years, 16",138.77,No Information,No Information,No Information,No Information,No Information,77.55% above/36.38% above/11.51% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-02-29 (Price: 192.53)",Monthly,2026-02-23 (Price: 196.6),No Price Target,No Date Target,87.76%/97.56%,"2.11%, 2 years","2026-02-23 (Price: 196.6), 2.11% above",369.1378 (Historic Rise or Fall to Pivot)/388.41 (Avg % Gain of Historic Winning trades)/559.6462 (Backtested Max),2027-09-24 (Max),60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/124.45,"87.5%, Past 20 years, 16",169.27,No Information,No Information,No Information,No Information,No Information,33.37% above/8.11% above/2.11% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-01-31 (Price: 167.69)",Monthly,2026-02-23 (Price: 196.6),No Price Target,No Date Target,63.54%/72.07%,"17.24%, 2.1 years","2026-02-23 (Price: 196.6), 17.24% above",321.512 (Historic Rise or Fall to Pivot)/338.2978 (Avg % Gain of Historic Winning trades)/487.4413 (Backtested Max),2027-08-26 (Max),60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/116.01,"87.5%, Past 20 years, 16",144.28,No Information,No Information,No Information,No Information,No Information,33.37% above/34.49% above/17.24% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-20 (Price: 62.08)",Daily,No Exit Yet,No Price Target,2026-02-25 (Min),0.78%/2.68%,"0.03%, 3 days","2026-02-23 (Price: 62.1), 0.03% above",67.7231 (Historic Rise or Fall to Pivot)/63.7624 (Avg % Gain of Historic Winning trades)/64.11 (Function Specific Target)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.6796 (Backtested Max)/62.5828 (Backtested Min),2026-03-20 (Max)/2026-02-25 (Min)/2026-03-06 (Avg),58.87/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.53,"100.0%, Past 4 years, 13",61.93,No Information,No Information,No Information,No Information,No Information,1.82% above/0.03% above/0.03% above,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,11.13%,4.24%,6.89%,0.97,0.2,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-12 (Price: 60.61)",Daily,No Exit Yet,62.2525 (Avg % Gain of Historic Winning trades),No Date Target,6.4%/6.47%,"2.46%, 11 days","2026-02-23 (Price: 62.1), 2.46% above",66.1194 (Historic Rise or Fall to Pivot)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/66.077 (Backtested Max),2026-03-12 (Max)/2026-02-26 (Avg),60.19/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.11,"100.0%, Past 4 years, 13",59.18,No Information,No Information,No Information,No Information,No Information,2.46% above/2.46% above/2.46% above,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,11.13%,4.24%,6.89%,0.97,0.2,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-08-10 (Price: 57.24)",Weekly,2026-02-22 (Price: 62.08),62.2886 (Avg % Gain of Historic Winning trades),No Date Target,8.18%/32.41%,"8.49%, 6.6 months","2026-02-23 (Price: 62.1), 8.49% above",82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.1769 (Backtested Max),2026-11-17 (Max),35.9/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/41.89,"95.65%, Past 10 years, 23",55.02,No Information,No Information,No Information,No Information,No Information,14.26% above/8.49% above/8.49% above,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,-0.68%,2.1%,-2.78%,0.55,0.05,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"AIA.NZ, Long, 2025-04-27 (Price: 8.0)",Weekly,No Exit Yet,8.8962 (Horizontal),No Date Target,1.34%/1.85%,"11.87%, 10.1 months","2026-02-23 (Price: 8.95), 11.87% above",9.116 (Avg % Gain of Historic Winning trades)/9.07 (Function Specific Target)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.6424 (Backtested Max),2028-03-04 (Max)/2026-09-21 (Avg),7.79/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.94,"93.33%, Past 20 years, 15",7.965,No Information,No Information,No Information,"61.8% (Price: 7.75), 15.48% above, Upmove Bounce Back","2024-09-22 (Price: 7.07), 2025-02-09 (Price: 8.85)",No Information,20.53%/2.63%/13.95%,"4.23%, 15.35%",2 years/2.1 months/11.8 months,9.21%,4.75%,4.46%,0.88,0.23,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-01-12 (Price: 8.6)",Daily,No Exit Yet,8.9328 (Avg % Gain of Historic Winning trades)/8.92 (Function Specific Target),No Date Target,1.19%/4.25%,"4.07%, 1.4 month","2026-02-23 (Price: 8.95), 4.07% above",9.0567 (Historic Rise or Fall to Pivot)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.3301 (Backtested Max),2026-08-04 (Max)/2026-02-28 (Avg),7.91/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.87,"82.05%, Past 4 years, 39",8.57,No Information,No Information,No Information,No Information,No Information,4.8% above/4.07% above/4.07% above,8.49%/0.39%/3.87%,"6.37%, 18.81%",4.7 months/7 days/1.1 month,10.6%,-0.09%,10.69%,0.66,-0.03,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-01-11 (Price: 8.54)",Weekly,No Exit Yet,No Price Target,2026-02-20 (Min),1.0%/4.04%,"4.8%, 1.4 month","2026-02-23 (Price: 8.95), 4.8% above",9.3112 (Historic Rise or Fall to Pivot)/9.0396 (Avg % Gain of Historic Winning trades)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.6297 (Backtested Max),2026-07-03 (Max)/2026-04-29 (Avg),7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.87,"100.0%, Past 10 years, 20",8.35,No Information,No Information,No Information,No Information,No Information,8.09% above/5.29% above/4.8% above,12.76%/0.47%/5.85%,"-0.0%, 7.89%",4 months/28 days/2.5 months,10.91%,5.79%,5.12%,1.45,0.3,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",Monthly,No Exit Yet,No Price Target,2026-02-24 (Min),33.14%/39.37%,"-8.9%, 2.8 months","2026-02-23 (Price: 1428.0), 8.9% below",2292.7823 (Historic Rise or Fall to Pivot)/1990.2548 (Avg % Gain of Historic Winning trades)/2292.59 (Function Specific Target)/2250.6285 (F-Stack 1)/2387.5727 (F-Stack 2)/2233.6875 (Backtested Max)/1901.2207 (Backtested Min),2028-03-13 (Max)/2026-02-24 (Min)/2026-10-08 (Avg),1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1451.48,"90.0%, Past 48 years, 10",1486.0,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 7.95% above, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/26.97%,"6.47%, 28.2%",1.6 year/2 months/7.2 months,11.26%,13.7%,-2.44%,1.21,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"RELIANCE.NS, Long, 2024-02-29 (Price: 1460.8)",Monthly,No Exit Yet,No Price Target,2026-02-26 (Max),9.76%/10.32%,"-2.25%, 2 years","2026-02-23 (Price: 1428.0), 2.25% below",2144.8926 (Historic Rise or Fall to Pivot)/1725.643 (Avg % Gain of Historic Winning trades)/1575.43 (Function Specific Target)/2250.6285 (F-Stack 2)/2080.9096 (Backtested Max)/1567.4384 (Backtested Min),2026-02-26 (Max),1071.86/853.4344/1393.886/957.4297/No F-Track Level/No F-Track Level/1244.6,"100.0%, Past 20 years, 13",1435.0,No Information,No Information,No Information,No Information,No Information,0.1% above/2.25% below/2.25% below,42.45%/7.3%/18.13%,"-0.0%, 36.79%",1.4 year/7.1 months/1.1 year,7.63%,11.53%,-3.9%,1.41,0.59,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-05-31 (Price: 972.45)",Monthly,No Exit Yet,No Price Target,2026-02-24 (Avg),11.57%/19.09%,"-5.02%, 8.9 months","2026-02-23 (Price: 923.6), 5.02% below",1167.4262 (Historic Rise or Fall to Pivot)/1099.9382 (Avg % Gain of Historic Winning trades)/1547.55 (Function Specific Target)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1197.4749 (Backtested Max)/1030.5053 (Backtested Min),2026-06-30 (Max)/2026-02-24 (Avg),701.7/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level/876.52,"80.0%, Past 20 years, 15",964.9,No Information,No Information,No Information,No Information,No Information,5.02% below/5.02% below/5.02% below,23.14%/5.97%/13.11%,"11.13%, 17.76%",9.1 months/5 months/6.2 months,10.25%,12.73%,-2.48%,0.59,0.71,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-10-12 (Price: 980.9)",Weekly,No Exit Yet,No Price Target,2026-02-23 (Avg),14.33%/17.27%,"-5.84%, 4.5 months","2026-02-23 (Price: 923.6), 5.84% below",1083.1098 (Historic Rise or Fall to Pivot)/1055.9389 (Avg % Gain of Historic Winning trades)/1098.0619 (Function Specific Target)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1283.9 (Backtested Max),2026-08-12 (Max),945.05/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/975.13,"82.0%, Past 10 years, 150",971.9,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,30.89%/0.05%/7.65%,"18.53%, 37.24%",7 months/2.1 months/3.1 months,21.18%,9.63%,11.55%,0.72,0.57,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2026-01-30 (Price: 162.25)",Daily,2026-02-20 (Price: 178.7),180.1786 (Avg % Gain of Historic Winning trades)/178.5075 (Backtested Min),No Date Target,4.79%/5.72%,"9.98%, 24 days","2026-02-23 (Price: 178.45), 9.98% above",204.77 (Function Specific Target)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/186.9931 (Backtested Max),2029-01-29 (Max)/2026-04-26 (Min)/2027-01-08 (Avg),161.96/82.9367/148.3746/134.0186/No F-Track Level/No F-Track Level/153.02,"100.0%, Past 5 years, 9",163.43,No Information,No Information,No Information,"23.66% (Price: 160.7722), 11.0% above, Upmove Bounce Back","2025-04-09 (Price: 106.67), 2025-12-22 (Price: 177.54)",No Information,15.25%/10.02%/11.05%,"0%, 19.4%",2.1 years/2 months/7.9 months,24.66%,12.6%,12.06%,7.0,0.93,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
