Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"FSF.NZ, Long, 2025-11-26 (Price: 7.7)",No Exit Yet,"0.0%, 1 day","100.0%, Past 5 years, 26","Daily, was CONFIRMED on 2025-11-26",Already confirmed,"2025-11-27 (Price: 7.7), 0.0% below",1 day,No Information,No Information,No Information,"23.66% (Price: 7.5388), 2.14% above, Upmove Bounce Back","2025-01-15 (Price: 4.76), 2025-10-14 (Price: 8.4)",No Information,77.7%/0.21%/30.68%,"-0.0%, 31.25%",2.5 years/4 days/9 months,2029-06-27/2025-12-01/2026-12-22,12.36%,12.69%,-0.32%,0.72,0.48,7.9988/10.0624/9.88/No Horizontal Resistance/8.4284/9.7443/No Moving Avg Target,7.2/2.942/6.3611/37.689/No F-Track Level/No F-Track Level/6.68,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
DELTADRIFT,"FSF.NZ, Long, 2025-11-26 (Price: 7.7)",No Exit Yet,"0.0%, 1 day","100.0%, Past 4 years, 9","Daily, was CONFIRMED on 2025-11-26",Already confirmed,"2025-11-27 (Price: 7.7), 0.0% below",1 day,No Information,No Information,No Information,No Information,No Information,No Information,6.77%/1.46%/3.63%,"0%, 5.4%",19 days/2 days/11 days,2025-12-23/2025-11-28/2025-12-11,15.05%,19.63%,-4.58%,2.34,0.75,8.4384/7.9795/8.21/No Horizontal Resistance/8.4284/9.7443/No Moving Avg Target,7.2/2.942/6.3611/37.689/No F-Track Level/No F-Track Level/6.68,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2025-11-25 (Price: 276.97)",No Exit Yet,"0.21%, 1 day","81.25%, Past 4 years, 32","Daily, is CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 277.55), 0.21% above",1 day,No Information,No Information,No Information,No Information,No Information,0.21% above/0.21% above/0.21% above,7.36%/0.78%/3.4%,"13.77%, 30.22%",2.6 months/4 days/23 days,2026-03-17/2025-11-30/2025-12-28,8.33%,26.41%,-18.08%,0.18,0.92,280.0444/286.387/322.97/No Horizontal Resistance/294.7231/309.0801/No Moving Avg Target,266.25/136.57/189.8723/119.0319/No F-Track Level/No F-Track Level/226.76,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"MCY.NZ, Long, 2025-11-25 (Price: 6.5)",No Exit Yet,"-2.15%, 2 days","90.2%, Past 4 years, 51","Daily, is CONFIRMED on 2025-11-25",Already confirmed,"2025-11-27 (Price: 6.36), 2.15% below",2 days,No Information,No Information,No Information,No Information,No Information,2.15% below/2.15% below/2.15% below,7.72%/1.3%/4.53%,"14.39%, 20.6%",4 months/4 days/27 days,2026-05-17/2025-11-30/2026-01-03,20.77%,4.77%,16.0%,0.81,0.17,6.6215/6.7944/6.59/7.085/7.8394/8.9737/No Moving Avg Target,6.32/5.13/6.4223/5.8309/No F-Track Level/No F-Track Level/6.21,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"ATZ.TO, Long, 2025-11-25 (Price: 109.14)",No Exit Yet,"1.63%, 1 day","91.89%, Past 4 years, 37","Daily, is CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 110.92), 1.63% above",1 day,No Information,No Information,No Information,No Information,No Information,4.69% above/1.63% above/1.63% above,18.96%/1.32%/6.21%,"50.85%, 58.96%",1.1 month/5 days/13 days,2026-01-11/2025-12-02/2025-12-13,16.69%,30.38%,-13.7%,0.13,0.89,114.8044/115.9176/128.46/No Horizontal Resistance/99.4929/119.4832/No Moving Avg Target,94.11/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/72.04,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"AMZN, Long, 2025-11-25 (Price: 229.67)",No Exit Yet,"-0.22%, 1 day","100.0%, Past 5 years, 22","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 229.16), 0.22% below",1 day,No Information,No Information,No Information,"23.66% (Price: 216.6816), 5.76% above, Upmove Bounce Back","2023-01-06 (Price: 81.43), 2025-11-03 (Price: 258.6)",No Information,29.44%/10.5%/19.08%,"-0.0%, 56.15%",2.5 years/29 days/11.8 months,2029-07-16/2026-01-06/2027-04-23,8.66%,8.36%,0.29%,0.63,0.31,238.4204/273.491/335.97/239.3/317.6152/339.3352/No Moving Avg Target,217.14/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level/214.66,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"UBER, Long, 2025-11-25 (Price: 83.69)",No Exit Yet,"2.35%, 1 day","100.0%, Past 5 years, 47","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 85.66), 2.35% above",1 day,No Information,No Information,No Information,"23.66% (Price: 81.5091), 5.09% above, Upmove Bounce Back","2023-04-27 (Price: 29.22), 2025-07-09 (Price: 97.715)",No Information,103.69%/0.66%/22.72%,"-0.0%, 56.64%",2.7 years/21 days/5.3 months,2029-09-19/2025-12-25/2026-07-11,16.11%,18.26%,-2.15%,0.44,0.6,84.1754/102.7044/124.79/No Horizontal Resistance/99.1711/103.8185/86.99,83.36/34.6025/75.9736/63.3753/No F-Track Level/No F-Track Level/No Moving Avg Support,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"QQQ, Long, 2025-11-25 (Price: 608.89)",No Exit Yet,"0.88%, 1 day","100.0%, Past 5 years, 31","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 614.27), 0.88% above",1 day,No Information,No Information,No Information,"23.66% (Price: 581.4989), 5.64% above, Upmove Bounce Back","2025-04-07 (Price: 402.39), 2025-10-29 (Price: 637.01)",No Information,49.98%/1.83%/18.58%,"-0.0%, 24.88%",1.3 year/11 days/5.7 months,2027-09-09/2025-12-10/2026-08-01,17.52%,16.62%,0.89%,0.43,0.69,618.206/722.0218/749.66/No Horizontal Resistance/836.2536/910.0135/No Moving Avg Target,585.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/544.74,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"FXI, Long, 2025-11-25 (Price: 39.6)",No Exit Yet,"-0.58%, 1 day","100.0%, Past 5 years, 22","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 39.37), 0.58% below",1 day,No Information,No Information,No Information,"23.66% (Price: 37.8808), 3.93% above, Upmove Bounce Back","2024-08-05 (Price: 24.59), 2025-10-02 (Price: 42.0)",No Information,20.99%/3.97%/12.16%,"-0.0%, 45.3%",2.6 years/27 days/1.1 year,2029-09-05/2026-01-03/2027-06-28,5.97%,-3.23%,9.2%,0.55,-0.09,39.3941/44.4154/50.05/42.665/83.3684/90.0109/No Moving Avg Target,38.58/20.865/34.3506/28.5649/No F-Track Level/No F-Track Level/37.42,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"ASHR, Long, 2025-11-25 (Price: 32.25)",No Exit Yet,"0.16%, 1 day","91.3%, Past 5 years, 23","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 32.3), 0.16% above",1 day,No Information,No Information,No Information,"23.66% (Price: 31.4536), 2.69% above, Upmove Bounce Back","2025-04-07 (Price: 23.27), 2025-10-29 (Price: 33.99)",No Information,17.11%/2.73%/9.92%,"10.44%, 32.83%",3.2 months/1.2 month/2.2 months,2026-04-11/2026-01-17/2026-02-28,1.15%,-2.53%,3.68%,0.04,-0.17,32.3081/35.4492/38.68/39.9467/60.2967/80.3432/No Moving Avg Target,31.79/23.68/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/28.98,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"KWEB, Long, 2025-11-25 (Price: 37.74)",No Exit Yet,"-0.64%, 1 day","100.0%, Past 5 years, 23","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 37.5), 0.64% below",1 day,No Information,No Information,No Information,"50% (Price: 35.595), 5.35% above, Upmove Bounce Back","2025-04-08 (Price: 27.825), 2025-10-02 (Price: 43.365)",No Information,40.19%/7.17%/20.95%,"-0.0%, 42.67%",1.2 year/4 months/7.9 months,2027-08-18/2026-05-17/2026-11-04,15.59%,-12.03%,27.62%,0.48,-0.12,37.4343/45.6465/47.06/54.865/112.1402/127.8094/No Moving Avg Target,36.23/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/36.29,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"SOXX, Long, 2025-11-25 (Price: 283.58)",No Exit Yet,"2.75%, 1 day","95.12%, Past 5 years, 41","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 291.39), 2.75% above",1 day,No Information,No Information,No Information,"23.66% (Price: 265.2949), 9.84% above, Upmove Bounce Back","2022-12-28 (Price: 112.05), 2025-10-29 (Price: 312.79)",No Information,150.93%/1.52%/33.7%,"4.47%, 44.19%",2.0 years/12 days/7.9 months,2028-10-23/2025-12-12/2026-11-04,12.53%,22.72%,-10.19%,0.46,0.76,291.6053/379.1465/404.02/No Horizontal Resistance/348.2242/411.0319/No Moving Avg Target,268.1/110.475/254.997/226.8328/No F-Track Level/No F-Track Level/235.51,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"^GSPC, Long, 2025-11-25 (Price: 6765.8799)",No Exit Yet,"0.69%, 1 day","100.0%, Past 5 years, 30","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 6812.6099), 0.69% above",1 day,No Information,No Information,No Information,"23.66% (Price: 6426.9579), 6.0% above, Upmove Bounce Back","2025-04-07 (Price: 4835.04), 2025-10-29 (Price: 6920.3398)",No Information,60.63%/1.24%/22.15%,"-0.0%, 18.9%",1.9 year/1.2 month/7.4 months,2028-08-10/2026-01-17/2026-10-12,15.73%,14.39%,1.34%,0.4,0.71,6828.8026/8264.5223/8017.06/No Horizontal Resistance/9765.5661/10911.139/No Moving Avg Target,6538.76/4128.7074/6316.2337/5433.2046/No F-Track Level/No F-Track Level/6173.36,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"^NDX, Long, 2025-11-25 (Price: 25018.3594)",No Exit Yet,"0.87%, 1 day","100.0%, Past 5 years, 31","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 25236.9395), 0.87% above",1 day,No Information,No Information,No Information,"23.66% (Price: 23901.2992), 5.59% above, Upmove Bounce Back","2025-04-07 (Price: 16542.1992), 2025-10-29 (Price: 26182.0996)",No Information,52.07%/1.74%/16.14%,"-0.0%, 24.85%",1.2 year/11 days/5.3 months,2027-09-06/2025-12-10/2026-07-14,16.45%,16.65%,-0.21%,0.44,0.69,25488.7046/29056.3226/30802.3/No Horizontal Resistance/33965.62/36701.6323/No Moving Avg Target,24054.38/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level/22383.98,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"WPM.TO, Long, 2025-11-25 (Price: 144.58)",No Exit Yet,"3.72%, 1 day","97.3%, Past 5 years, 37","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 149.96), 3.72% above",1 day,No Information,No Information,No Information,"23.66% (Price: 139.3211), 7.64% above, Upmove Bounce Back","2024-06-28 (Price: 71.18), 2025-10-16 (Price: 160.44)",No Information,69.2%/2.13%/25.88%,"0.62%, 39.55%",2.2 years/15 days/6.1 months,2029-01-09/2025-12-16/2026-08-15,14.82%,17.12%,-2.29%,0.59,0.6,148.368/181.9973/198.14/No Horizontal Resistance/180.0371/199.4231/No Moving Avg Target,139.91/52.782/133.3839/125.3844/No F-Track Level/No F-Track Level/125.43,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"GS, Long, 2025-11-25 (Price: 802.32)",No Exit Yet,"1.71%, 1 day","96.88%, Past 5 years, 32","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 816.01), 1.71% above",1 day,No Information,No Information,No Information,"23.66% (Price: 746.1905), 9.36% above, Upmove Bounce Back","2025-04-07 (Price: 439.38), 2025-11-13 (Price: 841.28)",No Information,117.52%/0.35%/18.56%,"0.74%, 33.99%",2.0 years/27 days/6.3 months,2028-10-23/2026-01-03/2026-08-27,11.99%,31.13%,-19.14%,0.39,1.18,816.6013/951.2306/1043.46/No Horizontal Resistance/931.1482/1236.8362/No Moving Avg Target,773.7/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level/674.39,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"BAC, Long, 2025-11-25 (Price: 52.48)",No Exit Yet,"0.97%, 1 day","96.3%, Past 5 years, 27","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 52.99), 0.97% above",1 day,No Information,No Information,No Information,"23.66% (Price: 49.5747), 6.89% above, Upmove Bounce Back","2025-04-09 (Price: 33.07), 2025-11-12 (Price: 54.69)",No Information,45.51%/5.4%/18.32%,"2.21%, 43.05%",2.6 years/1.3 month/1.1 year,2029-08-16/2026-01-19/2027-06-18,8.02%,17.29%,-9.27%,0.4,0.64,53.1832/62.0943/65.45/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,51.0/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/46.4,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"EEM, Long, 2025-11-25 (Price: 53.85)",No Exit Yet,"0.72%, 1 day","100.0%, Past 5 years, 22","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 54.24), 0.72% above",1 day,No Information,No Information,No Information,"23.66% (Price: 52.0228), 4.26% above, Upmove Bounce Back","2025-04-08 (Price: 38.19), 2025-10-29 (Price: 56.31)",No Information,32.68%/2.11%/10.82%,"-0.0%, 18.67%",1.5 year/1.3 month/6.5 months,2028-02-02/2026-01-21/2026-09-01,11.15%,3.28%,7.88%,0.45,0.03,54.3346/59.6766/64.72/No Horizontal Resistance/56.6819/68.2921/No Moving Avg Target,53.1/37.485/41.6415/32.346/No F-Track Level/No F-Track Level/48.48,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"GDX, Long, 2025-11-25 (Price: 77.8)",No Exit Yet,"4.82%, 1 day","96.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 81.55), 4.82% above",1 day,No Information,No Information,No Information,"23.66% (Price: 72.8649), 11.92% above, Upmove Bounce Back","2024-12-30 (Price: 33.42), 2025-10-16 (Price: 85.09)",No Information,19.78%/1.26%/11.83%,"3.89%, 20.99%",9.9 months/25 days/3.6 months,2027-01-29/2025-12-31/2026-04-30,20.71%,13.08%,7.63%,0.52,0.46,79.4649/87.0037/108.8/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,72.97/25.645/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/57.17,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"LYFT, Long, 2025-11-25 (Price: 19.63)",No Exit Yet,"2.7%, 1 day","96.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-11-25",Already confirmed,"2025-11-26 (Price: 20.16), 2.7% above",1 day,No Information,No Information,No Information,"38.2% (Price: 18.7824), 7.33% above, Upmove Bounce Back","2023-05-24 (Price: 7.85), 2025-11-12 (Price: 25.54)",No Information,52.96%/0.97%/21.59%,"5.88%, 53.48%",1.1 year/27 days/6.3 months,2027-06-18/2026-01-03/2026-08-27,19.21%,-6.72%,25.93%,0.41,0.2,19.5181/23.8681/30.24/57.19/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,19.42/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/16.04,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
