Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"AIA.NZ, Long, 2025-11-18 (Price: 7.77)",Daily,No Exit Yet,8.3201 (Avg % Gain of Historic Winning trades)/8.33 (Exit Rule),No Date Target,4.53%/6.8%,"7.21%, 1.4 month","2025-12-31 (Price: 8.33), 7.21% above",8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.7071 (Backtested Max),2027-09-26 (Max)/2026-03-10 (Min)/2026-11-18 (Avg),7.6/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 6",No Information,No Information,No Information,"38.2% (Price: 7.9428), 4.87% above, Upmove Bounce Back","2025-07-16 (Price: 7.365), 2025-11-04 (Price: 8.3)",No Information,12.06%/1.24%/7.08%,"-0.0%, 14.0%",1.3 year/2.6 months/8.4 months,14.01%,-0.21%,14.22%,1.2,-0.11,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",Weekly,2026-01-02 (Price: 8.33),8.3171 (Avg % Gain of Historic Winning trades)/8.37 (Exit Rule),No Date Target,3.03%/6.26%,"6.11%, 3.4 months","2025-12-31 (Price: 8.33), 6.11% above",8.5824 (Historic Rise or Fall to Pivot)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.8517 (Backtested Max),2026-08-12 (Max)/2026-01-20 (Avg),7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 10 years, 19",No Information,No Information,No Information,No Information,No Information,6.93% above/6.11% above/6.11% above,12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,11.42%,5.83%,5.59%,1.52,0.3,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",Monthly,2026-01-02 (Price: 43.18) (Today),No Price Target,No Date Target,4.57%/10.82%,"9.52%, 9.2 months","2026-01-02 (Price: 43.18), 9.52% above",45.1535 (Avg % Gain of Historic Winning trades)/51.42 (Exit Rule)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2)/47.8501 (Backtested Max),2033-09-01 (Max)/2026-07-26 (Min)/2027-09-03 (Avg),29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.31%, Past 27 years, 13",No Information,No Information,No Information,"23.66% (Price: 36.9765), 16.78% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,5.35%,2.87%,2.48%,1.11,0.06,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2022-03-31 (Price: 37.23)",Quarterly,No Exit Yet,43.1607 (Avg % Gain of Historic Winning trades)/43.7042 (F-Stack 2)/43.1607 (Backtested Max)/43.1607 (Backtested Min),No Date Target,8.71%,"15.98%, 3.8 years","2026-01-02 (Price: 43.18), 15.98% above",46.94 (Exit Rule),2026-03-28 (Max)/2026-03-28 (Max)/2026-03-28 (Max),12.78/23.93/35.4254/30.3912/No F-Track Level/No F-Track Level/33.84,"75.0%, Past 27 years, 4",No Information,No Information,No Information,No Information,No Information,15.98% above/15.98% above/15.98% above,15.93%/15.93%/15.93%,"8.81%, 39.64%",2.8 years/2.8 years/2.8 years,1.15%,2.87%,-1.72%,0.42,0.05,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-08-24 (Price: 78.13)",Weekly,No Exit Yet,86.9118 (Historic Rise or Fall to Pivot),No Date Target,5.22%/10.14%,"10.2%, 4.4 months","2026-01-02 (Price: 86.1), 10.2% above",90.5917 (Avg % Gain of Historic Winning trades)/136.68 (Exit Rule)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/94.8264 (Backtested Max),2035-12-04 (Max)/2027-07-02 (Avg),76.98/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/77.57,"92.31%, Past 20 years, 13",No Information,No Information,No Information,"23.66% (Price: 74.9138), 14.93% above, Upmove Bounce Back","1999-03-07 (Price: 0.425), 2024-07-28 (Price: 98.0)",No Information,21.37%/7.04%/15.95%,"14.17%, 49.7%",7.2 years/1.2 month/1.3 year,8.85%,12.31%,-3.46%,1.52,0.64,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2025-11-09 (Price: 83.75)",Weekly,No Exit Yet,No Price Target,2025-12-31 (Min),4.93%/8.07%,"2.81%, 1.8 month","2026-01-02 (Price: 86.1), 2.81% above",93.0463 (Historic Rise or Fall to Pivot)/90.3411 (Avg % Gain of Historic Winning trades)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/103.7662 (Backtested Max),2027-04-14 (Max)/2026-03-01 (Avg),76.55/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/74.69,"83.33%, Past 10 years, 24",No Information,No Information,No Information,No Information,No Information,2.81% above/5.18% above/2.81% above,23.9%/1.55%/7.87%,"6.63%, 46.57%",1 year/1.2 month/2.6 months,13.27%,11.85%,1.42%,0.6,0.66,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,No Exit Yet,317.3575 (Backtested Min),No Date Target,2.38%/9.02%,"11.89%, 2.1 months","2026-01-02 (Price: 315.32), 11.89% above",343.764 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/402.28 (Exit Rule)/322.8294 (F-Stack 2)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",No Information,No Information,No Information,No Information,No Information,29.47% above/25.27% above/11.89% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,13.15%,17.12%,-3.97%,1.16,0.87,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-06-30 (Price: 497.41)",Monthly,2026-01-02 (Price: 472.94) (Today),No Price Target,No Date Target,12.15%/17.01%,"-4.92%, 6.2 months","2026-01-02 (Price: 472.94), 4.92% below",669.6133 (Historic Rise or Fall to Pivot)/608.4319 (Avg % Gain of Historic Winning trades)/650.36 (Exit Rule)/553.3726 (F-Stack 2)/636.0879 (Backtested Max)/530.3883 (Backtested Min),2045-10-07 (Max)/2028-01-24 (Avg),375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/478.03,"92.31%, Past 39 years, 13",No Information,No Information,No Information,"50% (Price: 340.89), 38.74% above, Upmove Bounce Back","2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",No Information,27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,7.9%,16.21%,-8.31%,1.65,0.79,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2025-12-16 (Price: 657.15)",Daily,No Exit Yet,No Price Target,2025-12-31 (Min),3.56%/4.97%,"-1.03%, 17 days","2026-01-02 (Price: 650.41), 1.03% below",694.0161 (Historic Rise or Fall to Pivot)/720.8936 (Avg % Gain of Historic Winning trades)/1060.18 (Exit Rule)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/673.55 (EMA 200)/730.6194 (Backtested Max)/682.7131 (Backtested Min),2026-06-07 (Max)/2026-03-30 (Avg),589.15/276.89/556.264/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 5 years, 10",No Information,No Information,No Information,"23.66% (Price: 637.3234), 2.05% above, Upmove Bounce Back","2023-01-05 (Price: 124.54), 2025-08-15 (Price: 796.25)",No Information,11.18%/3.89%/9.7%,"3.02%, 27.47%",4 months/11 days/2.4 months,26.51%,13.27%,13.24%,0.96,0.62,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",Monthly,2026-01-02 (Price: 438.07) (Today),No Price Target,No Date Target,11.88%/97.28%,"26.44%, 7.2 months","2026-01-02 (Price: 438.07), 26.44% above",864.2098 (Historic Rise or Fall to Pivot)/490.132 (F-Stack 2),2028-02-15 (Max)/2028-02-15 (Max)/2028-02-15 (Max),175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,"83.33%, Past 20 years, 6",No Information,No Information,No Information,No Information,No Information,55.26% above/53.81% above/26.44% above,7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,26.29%,28.82%,-2.53%,0.27,1.04,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2025-09-04 (Price: 125.748)",Daily,No Exit Yet,No Price Target,2026-01-03 (Max),38.82%/41.31%,"-27.64%, 4 months","2026-01-02 (Price: 90.99), 27.64% below",128.5773 (Historic Rise or Fall to Pivot)/129.9228 (Avg % Gain of Historic Winning trades)/128.7 (Exit Rule)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/134.739 (Backtested Max)/126.3139 (Backtested Min),2026-01-03 (Max),114.79/34.8663/116.3145/100.8852/No F-Track Level/No F-Track Level/106.04,"88.24%, Past 4 years, 17",No Information,No Information,No Information,No Information,No Information,25.79% below/27.64% below/27.64% below,7.15%/0.45%/3.32%,"0.57%, 20.2%",2.8 months/7 days/1.5 month,16.89%,16.03%,0.86%,1.0,0.73,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"ETH-USD, Long, 2025-12-27 (Price: 2947.9983)",Daily,No Exit Yet,No Price Target,2026-01-03 (Min),6.84%/14.61%,"6.11%, 6 days","2026-01-02 (Price: 3128.1448), 6.11% above",3593.3151 (Historic Rise or Fall to Pivot)/3342.1457 (Avg % Gain of Historic Winning trades)/3872.72 (Exit Rule)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/3585.05 (EMA 200)/4120.1224 (Backtested Max),2026-05-06 (Max)/2026-01-03 (Min)/2026-01-29 (Avg),2827.07/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.86%, Past 4 years, 42",No Information,No Information,No Information,No Information,No Information,6.92% above/6.11% above/6.11% above,39.76%/1.01%/13.37%,"17.31%, 42.86%",3 months/5 days/23 days,60.18%,45.2%,14.98%,0.97,1.15,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",Monthly,2026-01-02 (Price: 613.12) (Today),No Price Target,No Date Target,4.45%/5.88%,"7.49%, 4.1 months","2026-01-02 (Price: 613.12), 7.49% above",649.1722 (Historic Rise or Fall to Pivot)/640.3881 (Avg % Gain of Historic Winning trades)/735.71 (Exit Rule)/836.2536 (F-Stack 2)/664.2308 (Backtested Max),2026-11-17 (Max)/2026-04-05 (Min)/2026-07-18 (Avg),468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,"100.0%, Past 20 years, 14",No Information,No Information,No Information,No Information,No Information,7.49% above/7.49% above/7.49% above,16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,8.4%,6.82%,1.58%,1.2,0.37,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2025-11-02 (Price: 112.62)",Weekly,No Exit Yet,No Price Target,2026-01-01 (Min),2.76%/5.78%,"-0.68%, 2 months","2026-01-02 (Price: 111.85), 0.68% below",118.3186 (Historic Rise or Fall to Pivot)/131.2586 (Avg % Gain of Historic Winning trades)/139.37 (Exit Rule)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/143.1175 (Backtested Max)/114.94 (Backtested Min),2028-05-28 (Max)/2026-12-15 (Avg),109.19/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/110.19,"100.0%, Past 20 years, 13",No Information,No Information,No Information,"38.2% (Price: 107.6566), 3.9% above, Upmove Bounce Back","2025-04-13 (Price: 80.1), 2025-07-06 (Price: 124.69)",No Information,27.08%/2.06%/16.55%,"-0.0%, 53.97%",1.8 year/1.4 month/9.4 months,10.84%,5.19%,5.65%,1.27,0.26,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-05-31 (Price: 972.45)",Monthly,No Exit Yet,No Price Target,2026-01-03 (Min),2.89%/9.82%,"3.0%, 7.2 months","2026-01-02 (Price: 1001.6), 3.0% above",1176.47 (Historic Rise or Fall to Pivot)/1099.9382 (Avg % Gain of Historic Winning trades)/1270.43 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1197.4749 (Backtested Max)/1030.5053 (Backtested Min),2026-06-30 (Max)/2026-01-03 (Min)/2026-02-24 (Avg),701.7/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level/876.52,"80.0%, Past 20 years, 15",No Information,No Information,No Information,No Information,No Information,3.0% above/3.0% above/3.0% above,23.14%/5.97%/13.11%,"11.13%, 17.76%",9.1 months/5 months/6.2 months,11.02%,13.41%,-2.39%,0.59,0.75,No Data (Across ALL Assets),No Data (Across ALL Assets)
DELTADRIFT,"ARM, Long, 2025-12-24 (Price: 111.55)",Daily,No Exit Yet,No Price Target,2025-12-31 (Min),3.65%/4.71%,"2.85%, 9 days","2026-01-02 (Price: 114.73), 2.85% above",123.642 (Avg % Gain of Historic Winning trades)/118.92 (Exit Rule)/184.93 (Horizontal)/209.6611 (F-Stack 1)/292.8214 (F-Stack 2)/137.42 (EMA 200)/126.3192 (Backtested Max)/120.1282 (Backtested Min),2026-02-14 (Max)/2026-01-14 (Avg),96.83/No Horizontal Support/102.2246/89.5435/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 2 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,13.24%/7.69%/10.84%,"19.77%, 19.77%",1.2 month/5 days/15 days,17.56%,26.25%,-8.69%,0.29,1.04,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-08-10 (Price: 57.24)",Weekly,No Exit Yet,No Price Target,2026-01-04 (Avg),7.97%/10.15%,"-1.21%, 4.8 months","2026-01-02 (Price: 56.55), 1.21% below",61.0579 (Historic Rise or Fall to Pivot)/62.2886 (Avg % Gain of Historic Winning trades)/68.82 (Exit Rule)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.1769 (Backtested Max),2026-11-17 (Max)/2026-01-04 (Avg),35.9/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/41.89,"95.45%, Past 10 years, 22",No Information,No Information,No Information,No Information,No Information,4.05% above/1.21% below/1.21% below,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,-1.73%,1.97%,-3.7%,0.5,0.04,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-11-23 (Price: 47.11)",Weekly,No Exit Yet,No Price Target,2026-01-02 (Min),2.07%/7.06%,"0.02%, 1.3 month","2026-01-02 (Price: 47.12), 0.02% above",48.0946 (Historic Rise or Fall to Pivot)/50.4454 (Avg % Gain of Historic Winning trades)/63.28 (Exit Rule)/51.51 (Horizontal)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/56.1127 (Backtested Max),2026-04-24 (Max)/2026-02-09 (Avg),41.23/34.9317/46.0303/41.121/No F-Track Level/No F-Track Level/42.96,"95.45%, Past 10 years, 22",No Information,No Information,No Information,No Information,No Information,6.13% above/0.93% below/0.02% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,2.78%,3.8%,-1.02%,0.61,0.23,No Data (Across ALL Assets),No Data (Across ALL Assets)
