"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"MCY.NZ, Long, 2026-04-08 (Price: 6.44)",No Exit Yet,"0.0%, 0 days","83.33%, Past 12 years, 6","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 6.08 prior to 2026-04-30,"2026-04-08 (Price: 6.44), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 6.23),3.37% above,"2025-03-31 (Price: 5.5), 2025-09-30 (Price: 6.96)",37.98%/37.98%/37.98%,"10.3%, 15.58%",1 year/1 year/1 year,2027-09-11 (Max),5.53%,5.61%,-0.08%,0.0,0.29,6.7137/8.8859/7.32/7.072/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,6.24/5.13/No F-Stack Support/No F-Stack Support/6.4023/6.23/6.41,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),6.29
"BIPC.TO, Long, 2026-04-08 (Price: 56.47)",No Exit Yet,"0.0%, 0 days","100.0%, Past 18 years, 4","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 51.56 prior to 2026-04-10,"2026-04-08 (Price: 56.47), 0.0% below",0 days,Upmove Bounce Back,78.6% (Price: 50.9109),10.92% above,"2025-04-13 (Price: 45.7), 2026-02-15 (Price: 70.05)",16.58%/5.26%/12.71%,"-0.0%, 43.75%",3.2 years/2.3 months/1.3 year,2030-11-01/2026-07-16/2028-02-14,8.35%,6.28%,2.07%,0.0,0.32,58.3053/63.6473/71.08/67.0517/No Next Fib Ext/No Next Fib Ext/60.37,52.45/44.9667/No F-Stack Support/No F-Stack Support/No stop loss/52.68/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),55.81
"DOL.TO, Long, 2026-04-08 (Price: 174.44)",No Exit Yet,"0.0%, 0 days","100.0%, Past 16 years, 5","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 166.0 prior to 2026-04-10,"2026-04-08 (Price: 174.44), 0.0% below",0 days,Upmove Bounce Back,23.66% (Price: 168.4935),3.53% above,"2020-03-22 (Price: 34.7), 2025-12-14 (Price: 209.96)",23.76%/3.36%/13.51%,"-0.0%, 37.85%",2.6 years/1.9 month/1 year,2029-12-23/2026-06-29/2027-09-11,7.2%,18.41%,-11.21%,0.0,1.16,185.7263/198.0068/279.6/199.54/252.753/384.8349/190.56,166.76/53.2967/171.1219/120.6711/168.4935/143.0107/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),172.35
"EFN.TO, Long, 2026-04-08 (Price: 30.59)",No Exit Yet,"0.0%, 0 days","90.0%, Past 20 years, 10","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 29.66 prior to 2026-04-10,"2026-04-08 (Price: 30.59), 0.0% below",0 days,Upmove Bounce Back,23.66% (Price: 29.9672),2.08% above,"2018-03-18 (Price: 3.21), 2025-11-02 (Price: 38.26)",27.12%/15.11%/17.81%,"4.16%, 79.1%",4.3 years/2.6 months/1 year,2032-05-28/2026-07-29/2027-09-11,7.3%,9.68%,-2.38%,0.0,0.49,34.1109/36.0381/51.62/34.925/48.884/73.5584/35.29,30.11/12.67/24.2096/18.3848/29.9672/24.8709/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),30.62
"ORCL, Long, 2026-04-08 (Price: 143.17)",No Exit Yet,"0.0%, 0 days","87.5%, Past 40 years, 16","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 135.25 prior to 2026-04-30,"2026-04-08 (Price: 143.17), 0.0% below",0 days,Upmove Bounce Back,61.8% (Price: 132.0898),8.39% above,"1986-09-30 (Price: 0.0401), 2025-09-30 (Price: 345.72)",34.39%/1.31%/21.58%,"8.51%, 29.55%",3.1 years/2.1 months/1.2 year,2030-09-10/2026-07-08/2027-12-24,8.7%,14.44%,-5.74%,0.0,0.65,167.8096/174.0661/350.58/No Horizontal Resistance/287.7444/314.8727/217.56,139.81/82.7925/140.8739/129.2165/No stop loss/No stop loss/No EMA 200 Stop Loss,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),149.09
"WCN.TO, Long, 2026-04-08 (Price: 227.87)",No Exit Yet,"0.0%, 0 days","80.0%, Past 23 years, 5","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 211.93 prior to 2026-04-30,"2026-04-08 (Price: 227.87), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 214.3702),6.3% above,"2020-03-31 (Price: 100.55), 2025-04-30 (Price: 284.725)",21.48%/20.83%/21.21%,"4.1%, 15.28%",1.9 year/1 month/9.8 months,2028-12-23/2026-05-21/2027-06-07,6.79%,8.66%,-1.87%,0.54,0.49,282.1031/276.2012/338.38/252.7/314.1525/361.5507/240.51,226.02/148.255/223.3373/142.2872/214.3702/192.6375/No EMA 200 Stop Loss,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),226.05
"WFG.TO, Long, 2026-04-08 (Price: 88.25)",No Exit Yet,"0.0%, 0 days","100.0%, Past 39 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 80.82 prior to 2026-06-30,"2026-04-08 (Price: 88.25), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 81.435),8.37% above,"2020-03-31 (Price: 21.6), 2024-12-31 (Price: 141.27)",49.97%/36.39%/43.07%,"-0.0%, 47.19%",4.1 years/6.1 months/1.8 year,2032-02-12/2026-12-29/2028-11-01,8.77%,4.95%,3.82%,0.5,0.25,95.6806/126.2593/160.05/131.52/159.6818/186.4187/93.68,83.97/81.2433/80.7407/73.9489/No stop loss/No stop loss/No EMA 200 Stop Loss,100.0%/3/1.4 year (Across ALL Assets),50.0%/2/9.1 months (Across ALL Assets),91.27
"CRM, Long, 2026-04-08 (Price: 182.96)",No Exit Yet,"0.0%, 0 days","100.0%, Past 21 years, 9","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 174.57 prior to 2026-04-30,"2026-04-08 (Price: 182.96), 0.0% below",0 days,Upmove Bounce Back,61.8% (Price: 173.4648),5.47% above,"2016-02-29 (Price: 52.6), 2024-12-31 (Price: 369.0)",55.99%/21.39%/29.89%,"-0.0%, 27.95%",10.1 months/3.1 months/5.7 months,2027-06-20/2026-08-20/2026-12-11,17.86%,13.07%,4.79%,1.06,0.61,No Target/237.6467/372.8/368.045/366.0051/415.1238/236.53,132.59/156.1/172.9835/133.059/178.2692/154.0032/No EMA 200 Stop Loss,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),186.85
"BTI, Long, 2026-04-06 (Price: 58.71)",No Exit Yet,"0.15%, 1 day","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2026-04-06",Already confirmed,"2026-04-07 (Price: 58.8), 0.15% above",1 day,Upmove Bounce Back,23.66% (Price: 54.9443),7.02% above,"2024-04-16 (Price: 28.25), 2026-02-25 (Price: 63.2176)",13.87%/1.41%/10.26%,"-0.0%, 37.23%",3.3 years/1.4 month/11.9 months,2030-12-21/2026-06-05/2027-09-05,19.79%,6.02%,13.77%,0.0,0.32,63.078/64.7336/79.69/59.135/82.226/92.0468/No EMA 200 Target,57.37/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/55.73,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets),58.33
"EURUSD=X, Long, 2026-04-05 (Price: 1.1522)",No Exit Yet,"1.57%, 3 days","100.0%, Past 20 years, 11","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-08 (Price: 1.1703), 1.57% above",3 days,Upmove Bounce Back,23.66% (Price: 1.1436),2.33% above,"2022-10-02 (Price: 0.954), 2026-02-01 (Price: 1.2024)",15.74%/3.0%/6.92%,"-0.0%, 9.9%",1.6 year/4 months/9.6 months,2028-07-17/2026-09-25/2027-05-27,4.61%,-0.17%,4.78%,0.0,-0.5,No Target/1.2319/1.3/1.1998/1.6296/1.7649/1.17,1.14/1.0208/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),1.1492
"SFTBY, Long, 2026-04-05 (Price: 11.49)",No Exit Yet,"-2.87%, 3 days","100.0%, Past 14 years, 12","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-08 (Price: 11.16), 2.87% below",3 days,Upmove Bounce Back,61.8% (Price: 10.4799),6.49% above,"2020-03-22 (Price: 3.05), 2025-11-02 (Price: 22.5)",29.9%/6.41%/20.24%,"-0.0%, 64.01%",4.4 years/28 days/11.4 months,2032-07-16/2026-05-15/2027-08-13,16.58%,9.8%,6.78%,0.0,0.48,12.9894/13.8156/23.16/11.9025/23.8631/28.8451/13.65,10.91/4.205/10.0807/8.1314/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),11.56
"XLU, Long, 2026-04-05 (Price: 46.34)",No Exit Yet,"-0.15%, 3 days","100.0%, Past 20 years, 21","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-08 (Price: 46.27), 0.15% below",3 days,Upmove Bounce Back,23.66% (Price: 44.8884),3.08% above,"2025-04-13 (Price: 35.51), 2026-03-01 (Price: 47.795)",18.94%/4.73%/14.27%,"0%, 42.71%",6.5 years/4.2 months/1.3 year,2035-07-16/2026-10-04/2028-02-11,10.6%,3.98%,6.62%,0.0,0.17,47.7163/52.9527/53.71/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,42.51/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/43.74,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),46.17
"BAC, Long, 2026-04-05 (Price: 49.38)",No Exit Yet,"1.82%, 3 days","100.0%, Past 20 years, 16","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-08 (Price: 50.28), 1.82% above",3 days,Upmove Bounce Back,50% (Price: 45.31),10.97% above,"2025-04-13 (Price: 33.07), 2026-01-11 (Price: 57.55)",23.39%/15.5%/17.77%,"-0.0%, 66.1%",3.5 years/7 days/11.2 months,2031-04-04/2026-04-15/2027-08-04,14.41%,0.32%,14.09%,0.0,0.15,53.5427/58.1548/64.07/No Horizontal Resistance/72.41/85.2389/50.9,46.72/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),47.55
"RHHBY, Long, 2026-04-05 (Price: 49.85)",No Exit Yet,"-1.0%, 3 days","100.0%, Past 20 years, 14","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-08 (Price: 49.35), 1.0% below",3 days,Upmove Bounce Back,38.2% (Price: 47.2508),4.44% above,"2016-12-11 (Price: 25.25), 2026-03-01 (Price: 60.85)",21.61%/3.05%/15.13%,"0%, 43.58%",5.7 years/3 months/2.7 years,2034-05-25/2026-08-13/2030-02-10,5.9%,3.51%,2.39%,0.0,0.15,56.6196/57.3923/71.21/52.46/65.2057/86.6196/No EMA 200 Target,47.39/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level/46.89,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),49.02
"NA.TO, Long, 2026-04-05 (Price: 185.01)",No Exit Yet,"1.15%, 3 days","100.0%, Past 20 years, 27","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-08 (Price: 187.14), 1.15% above",3 days,Upmove Bounce Back,23.66% (Price: 173.1163),8.1% above,"2025-04-13 (Price: 106.67), 2026-03-01 (Price: 193.71)",20.62%/0.12%/16.11%,"0%, 45.98%",2.4 years/1.2 month/11.6 months,2029-09-07/2026-05-27/2027-08-22,13.88%,6.38%,7.5%,0.0,0.33,194.982/214.8151/237.23/No Horizontal Resistance/207.1743/217.2943/No EMA 200 Target,162.25/82.9367/148.3746/134.0186/No F-Track Level/No F-Track Level/160.91,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),176.17
"RY.TO, Long, 2026-04-05 (Price: 227.34)",No Exit Yet,"1.17%, 3 days","100.0%, Past 20 years, 25","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-08 (Price: 229.99), 1.17% above",3 days,Upmove Bounce Back,23.66% (Price: 219.2613),4.89% above,"2025-04-13 (Price: 151.25), 2026-01-11 (Price: 240.34)",18.64%/3.09%/15.51%,"0%, 28.45%",2.9 years/3.7 months/1.5 year,2030-05-26/2026-09-12/2028-05-26,12.0%,5.63%,6.37%,0.0,0.29,251.87/262.6004/280.79/239.805/339.4883/371.0652/No EMA 200 Target,218.5/118.8425/221.431/150.7521/No F-Track Level/No F-Track Level/210.06,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),220.71
"SJ.TO, Long, 2026-04-05 (Price: 93.2)",No Exit Yet,"-5.5%, 3 days","100.0%, Past 20 years, 14","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-08 (Price: 88.07), 5.5% below",3 days,Upmove Bounce Back,38.2% (Price: 86.3929),1.94% above,"2025-04-13 (Price: 62.26), 2026-02-15 (Price: 101.31)",21.37%/1.1%/14.81%,"-0.0%, 49.7%",7.2 years/1.2 month/1.4 year,2036-07-15/2026-05-27/2028-04-02,8.83%,10.8%,-1.97%,0.0,0.56,105.8938/107.0029/116.63/No Horizontal Resistance/95.0177/123.2166/No EMA 200 Target,88.63/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/84.82,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),94.19
"EFA, Long, 2026-04-05 (Price: 98.0)",No Exit Yet,"0.36%, 3 days","100.0%, Past 20 years, 16","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-08 (Price: 98.35), 0.36% above",3 days,Upmove Bounce Back,38.2% (Price: 93.0322),5.72% above,"2025-04-13 (Price: 72.15), 2026-03-01 (Price: 105.94)",16.48%/4.35%/14.67%,"0%, 37.48%",6.7 years/3 months/1.9 year,2035-10-28/2026-08-13/2028-12-20,7.42%,1.45%,5.97%,0.0,-0.02,100.2932/112.3766/118.27/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,93.59/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/95.0,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),94.72
"EWJ, Long, 2026-04-05 (Price: 85.29)",No Exit Yet,"0.26%, 3 days","94.12%, Past 20 years, 17","Weekly, was CONFIRMED on 2026-04-05",Already confirmed,"2026-04-08 (Price: 85.51), 0.26% above",3 days,Upmove Bounce Back,23.66% (Price: 81.8183),4.51% above,"2020-03-22 (Price: 41.61), 2026-02-15 (Price: 94.28)",17.95%/2.64%/13.7%,"1.05%, 28.1%",3.7 years/3.3 months/1.3 year,2031-07-17/2026-08-26/2028-02-11,8.64%,1.37%,7.27%,0.0,-0.04,91.6697/96.9747/116.89/No Horizontal Resistance/95.5508/104.8752/No EMA 200 Target,81.2/53.915/83.4752/68.8472/No F-Track Level/No F-Track Level/81.72,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets),82.65
"PG, Long, 2026-03-31 (Price: 144.44)",No Exit Yet,"-2.17%, 8 days","82.35%, Past 39 years, 17","Monthly, was CONFIRMED on 2026-03-31",Already confirmed,"2026-04-08 (Price: 141.3), 2.17% below",8 days,Upmove Bounce Back,23.66% (Price: 140.4168),0.63% above,"1993-08-31 (Price: 11.3125), 2024-11-30 (Price: 180.43)",28.42%/2.46%/17.69%,"3.78%, 32.43%",5.2 years/4.1 months/1.6 year,2033-09-01/2026-09-23/2028-07-12,6.45%,5.97%,0.48%,0.0,0.32,147.8777/169.9914/245.91/179.4533/186.6499/209.3631/151.84,143.31/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets),165.29
