Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"AMZN, Long, 2026-02-11 (Price: 203.88)",Daily,No Exit Yet,No Price Target,2026-02-12 (Min),4.6%/7.84%,"-2.5%, 2 days","2026-02-13 (Price: 198.79), 2.5% below",216.9691 (Historic Rise or Fall to Pivot)/214.3798 (Avg % Gain of Historic Winning trades)/215.67 (Function Specific Target)/239.3 (Horizontal)/317.6152 (F-Stack 1)/339.3352 (F-Stack 2)/223.62 (EMA 200)/225.8583 (Backtested Max)/207.9372 (Backtested Min),2026-03-20 (Max)/2026-02-22 (Avg),200.99/86.995/193.0625/132.2674/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 4 years, 15",208.07,No Information,No Information,No Information,No Information,No Information,No Information,10.78%/1.99%/5.15%,"17.68%, 17.68%",26 days/1 day/8 days,7.43%,4.18%,3.25%,0.18,0.24,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-11-23 (Price: 47.11)",Weekly,2026-02-15 (Price: 55.39),56.1127 (Backtested Max),No Date Target,18.86%/23.94%,"17.58%, 2.8 months","2026-02-13 (Price: 55.39), 17.58% above",65.8353 (F-Stack 1)/68.6522 (F-Stack 2),2026-04-24 (Max),41.23/34.9317/46.0303/41.121/No F-Track Level/No F-Track Level/42.96,"86.36%, Past 10 years, 22",47.0,No Information,No Information,No Information,No Information,No Information,24.75% above/16.46% above/17.58% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,-1.83%,3.94%,-5.77%,0.27,0.24,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",Weekly,2026-02-15 (Price: 55.39),54.6715 (Backtested Max),No Date Target,18.86%/23.94%,"20.68%, 8.2 months","2026-02-13 (Price: 55.39), 20.68% above",65.8353 (F-Stack 1)/68.6522 (F-Stack 2),No Next Date Target,37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level/44.38,"86.36%, Past 10 years, 22",43.42,No Information,No Information,No Information,No Information,No Information,28.07% above/25.8% above/20.68% above,19.11%/1.41%/7.08%,"22.31%, 71.02%",3.5 months/28 days/1.8 month,-1.83%,3.94%,-5.77%,0.27,0.24,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"JD, Long, 2025-05-11 (Price: 33.86)",Weekly,No Exit Yet,No Price Target,2026-02-17 (Max),46.01%/48.28%,"-19.85%, 9.3 months","2026-02-15 (Price: 27.14), 19.85% below",40.2426 (Avg % Gain of Historic Winning trades)/50.06 (Function Specific Target)/92.73 (Horizontal)/103.1027 (F-Stack 1)/108.0778 (F-Stack 2)/41.0519 (Backtested Max)/39.6264 (Backtested Min),2026-02-17 (Max),32.53/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/31.78,"100.0%, Past 11 years, 6",34.025,No Information,No Information,No Information,"61.8% (Price: 31.134), 12.83% below, Upmove Bounce Back","2024-01-28 (Price: 20.82), 2024-10-13 (Price: 47.82)",No Information,21.24%/17.03%/18.85%,"-0.0%, 18.68%",6.5 months/21 days/2.7 months,12.29%,2.34%,9.95%,1.29,0.23,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
TRENDPULSE,"JD, Long, 2025-09-14 (Price: 33.67)",Weekly,No Exit Yet,No Price Target,2026-02-13 (Avg),31.61%/36.8%,"-19.39%, 5.1 months","2026-02-13 (Price: 27.14), 19.39% below",39.0639 (Avg % Gain of Historic Winning trades)/41.34 (Function Specific Target)/92.73 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2)/35.72 (EMA 200)/40.872 (Backtested Max)/37.1279 (Backtested Min),2026-05-24 (Max),30.91/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,"77.78%, Past 10 years, 9",31.66,No Information,No Information,No Information,No Information,No Information,12.65% below/21.1% below/19.39% below,21.39%/10.27%/16.02%,"63.97%, 76.21%",5.8 months/1.9 month/3.5 months,-14.42%,1.91%,-16.33%,-0.14,0.21,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,2026-02-16 (Price: 190.12),No Price Target,No Date Target,7.49%/10.4%,"7.72%, 8.7 months","2026-02-13 (Price: 190.12), 7.72% above",209.8938 (Historic Rise or Fall to Pivot)/204.3517 (Avg % Gain of Historic Winning trades)/279.99 (Function Specific Target)/294.0831 (F-Stack 2)/220.0779 (Backtested Max),2026-11-03 (Max)/2026-07-09 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 9",170.49,No Information,No Information,No Information,No Information,No Information,7.72% above/10.87% above/7.72% above,24.69%/6.61%/15.78%,"0%, 12.12%",1 year/5 months/9.3 months,8.62%,19.19%,-10.57%,2.59,1.27,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-11-16 (Price: 194.93)",Weekly,No Exit Yet,No Price Target,2026-02-15 (Min),10.68%/13.52%,"-2.47%, 3 months","2026-02-15 (Price: 190.12), 2.47% below",215.8265 (Historic Rise or Fall to Pivot)/210.4269 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/249.7638 (Backtested Max),2026-07-08 (Max)/2026-03-26 (Avg),174.88/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/188.44,"84.81%, Past 10 years, 79",184.95,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2025-12-28 (Price: 69.01)",Weekly,No Exit Yet,No Price Target,2026-02-18 (Min),11.49%/16.19%,"-8.71%, 1.7 month","2026-02-16 (Price: 63.0), 8.71% below",73.1989 (Historic Rise or Fall to Pivot)/73.2955 (Avg % Gain of Historic Winning trades)/87.47 (Function Specific Target)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/78.3471 (Backtested Max)/70.2384 (Backtested Min),2027-09-14 (Max)/2026-02-18 (Min)/2026-05-29 (Avg),58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.83,"91.3%, Past 10 years, 23",68.29,No Information,No Information,No Information,No Information,No Information,7.71% below/8.71% below/8.71% below,13.53%/1.78%/6.21%,"5.83%, 27.74%",1.2 year/1.2 month/3.5 months,8.44%,10.06%,-1.62%,1.12,0.58,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2024-07-21 (Price: 76.98)",Weekly,2026-02-15 (Price: 62.0),No Price Target,No Date Target,22.21%/24.37%,"-18.16%, 1.6 year","2026-02-16 (Price: 63.0), 18.16% below",81.6527 (Historic Rise or Fall to Pivot)/81.7605 (Avg % Gain of Historic Winning trades)/76.99 (Function Specific Target)/85.45 (Horizontal)/119.9356 (F-Stack 1)/137.6171 (F-Stack 2)/87.3954 (Backtested Max)/78.3502 (Backtested Min),2026-04-07 (Max),67.63/38.35/73.6141/54.7158/No F-Track Level/No F-Track Level/67.82,"91.3%, Past 10 years, 23",75.37,No Information,No Information,No Information,No Information,No Information,8.7% below/16.84% below/18.16% below,13.53%/1.78%/6.21%,"5.83%, 27.74%",1.2 year/1.2 month/3.5 months,8.44%,10.06%,-1.62%,1.12,0.58,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2025-12-14 (Price: 175.02)",Weekly,2026-02-15 (Price: 182.78),No Price Target,No Date Target,20.3%/31.25%,"4.43%, 2.1 months","2026-02-15 (Price: 182.78), 4.43% above",219.8776 (Historic Rise or Fall to Pivot)/245.6406 (Avg % Gain of Historic Winning trades)/239.8943 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/482.7577 (Backtested Max),2027-01-04 (Max)/2026-03-15 (Min)/2026-06-05 (Avg),167.02/13.9695/152.8996/143.3288/No F-Track Level/No F-Track Level/171.68,"83.7%, Past 10 years, 92",182.64,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,175.83%/0.32%/40.35%,"35.55%, 47.56%",8.9 months/2.1 months/4 months,75.78%,46.22%,29.56%,0.69,1.86,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
FRACTAL TRACK,"JPM, Long, 2026-01-16 (Price: 312.47)",Daily,No Exit Yet,No Price Target,2026-02-15 (Min),8.72%/12.54%,"-3.17%, 28 days","2026-02-13 (Price: 302.55), 3.17% below",342.8108 (Avg % Gain of Historic Winning trades)/340.5 (Function Specific Target)/328.9175 (F-Stack 1)/381.492 (F-Stack 2)/373.6516 (Backtested Max),2029-03-08 (Max)/2026-02-15 (Min)/2026-06-17 (Avg),307.87/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level/296.99,"100.0%, Past 5 years, 20",310.35,No Information,No Information,No Information,"50% (Price: 313.895), 3.61% below, Upmove Bounce Back","2025-10-22 (Price: 290.54), 2026-01-05 (Price: 337.25)",No Information,19.58%/1.16%/9.71%,"-0.0%, 39.69%",2.2 years/21 days/3.5 months,33.39%,14.23%,19.16%,1.48,0.83,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2025-12-28 (Price: 94.47)",Weekly,2026-02-15 (Price: 76.87),No Price Target,No Date Target,40.95%/41.75%,"-18.63%, 1.6 month","2026-02-15 (Price: 76.87), 18.63% below",108.9617 (Historic Rise or Fall to Pivot)/109.708 (Avg % Gain of Historic Winning trades)/109.33 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/111.63 (EMA 200)/110.9834 (Backtested Max)/108.3476 (Backtested Min),2026-06-06 (Max)/2026-04-02 (Avg),94.39/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 15 years, 5",94.71,No Information,No Information,No Information,No Information,No Information,No Information,17.48%/14.69%/16.13%,"53.59%, 53.59%",3.7 months/21 days/2.2 months,0.19%,16.07%,-15.88%,-0.03,0.7,72.73%/11/3.4 months (Across ALL Assets),90.36%/83/2.3 months (Across ALL Assets)
DELTADRIFT,"ETH-USD, Long, 2026-02-03 (Price: 2227.5588)",Daily,No Exit Yet,No Price Target,2026-02-16 (Avg),17.54%/18.94%,"-10.72%, 13 days","2026-02-16 (Price: 1988.8394), 10.72% below",2365.4447 (Historic Rise or Fall to Pivot)/2477.0454 (Avg % Gain of Historic Winning trades)/2421.25 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/3536.66 (EMA 200)/2645.6716 (Backtested Max)/2337.6002 (Backtested Min),2026-03-22 (Max),1472.55/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Support,"86.67%, Past 4 years, 15",2344.4458,No Information,No Information,No Information,No Information,No Information,No Information,18.77%/4.94%/11.2%,"24.06%, 28.71%",1.1 month/1 day/9 days,24.3%,11.69%,12.61%,0.56,0.5,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2025-12-07 (Price: 311.23)",Weekly,No Exit Yet,326.5736 (Avg % Gain of Historic Winning trades),No Date Target,1.35%/5.32%,"5.25%, 2.3 months","2026-02-13 (Price: 327.58), 5.25% above",331.989 (Historic Rise or Fall to Pivot)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/344.9985 (Backtested Max),2027-02-27 (Max)/2026-06-11 (Avg),297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,"100.0%, Past 10 years, 19",309.48,No Information,No Information,No Information,No Information,No Information,5.25% above/5.25% above/5.25% above,10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,7.73%,6.98%,0.75%,1.39,0.42,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
SIGMASHELL,"BTI, Long, 2025-10-01 (Price: 52.28)",Daily,2026-02-11 (Price: 60.33),No Price Target,No Date Target,11.29%/38.19%,"13.81%, 4.5 months","2026-02-13 (Price: 59.5), 13.81% above",82.226 (Function Specific Target)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/66.2178 (Backtested Max),2026-11-22 (Max)/2026-03-15 (Avg),46.69/28.5067/49.3734/41.6622/No F-Track Level/No F-Track Level/No EMA 200 Support,"77.78%, Past 5 years, 9",53.18,"-6.68, 92.86%",No Information,No Information,No Information,No Information,No Information,26.66%/0.22%/7.55%,"3.83%, 21.48%",9.6 months/1.9 month/3.8 months,7.97%,7.13%,0.84%,0.5,0.36,75.47%/53/4.6 months (Across ALL Assets),71.43%/224/3.8 months (Across ALL Assets)
FRACTAL TRACK,"BN.TO, Long, 2026-02-05 (Price: 60.67)",Daily,No Exit Yet,No Price Target,2026-02-13 (Min),2.43%/5.63%,"7.24%, 8 days","2026-02-13 (Price: 65.06), 7.24% above",66.6399 (Avg % Gain of Historic Winning trades)/82.29 (Function Specific Target)/68.7243 (F-Stack 1)/78.4091 (F-Stack 2)/68.9575 (Backtested Max),2029-10-22 (Max)/2026-11-05 (Avg),60.2/41.16/52.8663/46.8365/No F-Track Level/No F-Track Level/No EMA 200 Support,"95.65%, Past 2 years, 23",61.81,No Information,No Information,No Information,"23.66% (Price: 59.9129), 8.59% above, Upmove Bounce Back","2023-12-12 (Price: 32.4), 2026-01-06 (Price: 68.44)",No Information,13.66%/1.8%/9.84%,"1.86%, 36.05%",2.6 years/6 days/6.3 months,32.86%,12.33%,20.53%,1.73,0.66,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"COIN, Long, 2025-06-29 (Price: 353.43)",Weekly,No Exit Yet,No Price Target,2026-02-14 (Avg),188.93%/218.46%,"-53.51%, 7.7 months","2026-02-13 (Price: 164.32), 53.51% below",474.7625 (Avg % Gain of Historic Winning trades)/523.2877 (F-Stack 2)/563.7915 (Backtested Max),2026-07-29 (Max)/2026-02-14 (Avg),160.55/86.505/234.936/157.903/No F-Track Level/No F-Track Level/237.22,"100.0%, Past 10 years, 7",302.08,No Information,No Information,No Information,No Information,No Information,46.72% below/53.51% below/53.51% below,59.52%/2.91%/34.33%,"-0.0%, 53.28%",9.1 months/1.2 month/5.3 months,77.87%,-11.61%,89.48%,1.25,0.21,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2026-01-16 (Price: 139.28)",Daily,2026-02-13 (Price: 146.42),No Price Target,No Date Target,1.76%/6.62%,"5.13%, 28 days","2026-02-13 (Price: 146.42), 5.13% above",156.12 (Function Specific Target)/171.0825 (Horizontal)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/149.0017 (Backtested Max),2026-05-17 (Max),134.0/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/135.98,"85.19%, Past 4 years, 27",137.77,No Information,No Information,No Information,No Information,No Information,6.12% above/5.13% above/5.13% above,6.98%/0.37%/2.24%,"18.84%, 26.48%",2.8 months/4 days/15 days,6.19%,1.18%,5.01%,-0.03,-0.0,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
