Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
BAND MATRIX,"IFT.NZ, Long, 2025-11-17 (Price: 11.87)",No Exit Yet,"-2.27%, 1 days","100.0%, Past 5 years, 7","Daily, was CONFIRMED on 2025-11-17",No Cancellation Possible,"2025-11-18 (Price: 11.6), 2.27% below",1 days,No Information,No Information,No Information,No Information,No Information,No Information,23.29%/1.53%/10.55%,"0%, 16.59%",284 days/52 days/127 days,2027-01-02/2026-01-31/2026-05-19,17.59%,17.61%,-0.02%,1.19,0.71,12.3614/13.1223/12.74/11.925/18.927/29.733,11.78/7.3167/8.121/5.57/No F-Track Level/No F-Track Level,12.32/11.3,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BAND MATRIX,"BN.TO, Long, 2025-11-17 (Price: 60.2)",No Exit Yet,"-1.54%, 1 days","87.5%, Past 1 years, 8","Daily, was CONFIRMED on 2025-11-17",No Cancellation Possible,"2025-11-18 (Price: 59.27), 1.54% below",1 days,No Information,No Information,No Information,No Information,No Information,No Information,25.56%/1.64%/9.89%,"5.79%, 29.07%",160 days/38 days/83 days,2026-07-06/2026-01-11/2026-03-17,15.57%,22.75%,-7.18%,0.9,0.84,68.2066/66.1538/67.18/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,59.13/25.9995/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,63.64/56.84,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BAND MATRIX,"EFN.TO, Long, 2025-11-17 (Price: 35.37)",No Exit Yet,"-0.68%, 1 days","81.82%, Past 5 years, 11","Daily, was CONFIRMED on 2025-11-17",No Cancellation Possible,"2025-11-18 (Price: 35.13), 0.68% below",1 days,No Information,No Information,No Information,No Information,No Information,No Information,19.77%/2.75%/10.33%,"6.6%, 17.54%",147 days/25 days/73 days,2026-06-17/2025-12-23/2026-03-02,20.93%,24.1%,-3.17%,0.88,1.02,37.9449/39.0237/38.48/No Horizontal Resistance/45.1741/70.5281,34.92/11.7733/29.5041/111.5522/No F-Track Level/No F-Track Level,36.86/33.3,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
BAND MATRIX,"HOOD, Long, 2025-11-17 (Price: 115.97)",No Exit Yet,"-2.08%, 1 days","80.0%, Past 4 years, 5","Daily, was CONFIRMED on 2025-11-17",No Cancellation Possible,"2025-11-18 (Price: 113.56), 2.08% below",1 days,No Information,No Information,No Information,No Information,No Information,No Information,114.74%/3.97%/51.73%,"72.52%, 81.86%",162 days/62 days/116 days,2026-07-09/2026-02-14/2026-05-04,8.59%,39.13%,-30.54%,0.39,1.06,146.8412/175.9613/161.4/No Horizontal Resistance/164.8517/245.4076,100.82/8.2917/115.0659/84.2959/No F-Track Level/No F-Track Level,132.68/86.57,82.61%/69/122 days (Across ALL Assets),75.98%/254/112 days (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2025-11-16 (Price: 508.94)",No Exit Yet,"-1.21%, 1 days","96.77%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2025-11-18 (Price: 502.7622), 1.21% below",1 days,No Information,No Information,No Information,No Information,No Information,1.21% below/1.21% below/1.21% below,11.6%/2.26%/5.43%,"13.62%, 25.57%",209 days/24 days/60 days,2026-09-14/2025-12-20/2026-02-10,16.54%,12.36%,4.19%,0.91,0.56,531.5878/536.5754/518.18/No Horizontal Resistance/630.85/709.9376,477.54/268.082/491.88/449.7662/No F-Track Level/No F-Track Level,493.55/496.0,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2025-11-16 (Price: 157739.0)",No Exit Yet,"-0.95%, 1 days","94.44%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2025-11-18 (Price: 156240.8125), 0.95% below",1 days,No Information,No Information,No Information,No Information,No Information,1.41% above/0.95% below/0.95% below,11.93%/0.93%/6.26%,"15.17%, 43.39%",289 days/19 days/71 days,2027-01-08/2025-12-13/2026-02-26,10.24%,5.05%,5.2%,0.76,0.14,161840.214/167613.4614/177361.4/No Horizontal Resistance/173653.968/192289.6,132437.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level,146520.86/136771.08,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"BPCL.NS, Long, 2025-11-16 (Price: 371.15)",No Exit Yet,"0.19%, 1 days","81.25%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2025-11-18 (Price: 371.85), 0.19% above",1 days,No Information,No Information,No Information,No Information,No Information,4.22% above/0.19% above/0.19% above,29.59%/1.78%/11.46%,"32.02%, 47.09%",174 days/19 days/61 days,2026-07-26/2025-12-13/2026-02-12,12.02%,12.45%,-0.44%,0.38,0.44,389.5219/413.6838/455.43/No Horizontal Resistance/372.4081/393.108,308.2/145.35/353.1485/295.7614/No F-Track Level/No F-Track Level,340.26/310.9,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Long, 2025-11-16 (Price: 217.11)",No Exit Yet,"-1.24%, 1 days","97.06%, Past 20 years, 34","Weekly, was CONFIRMED on 2025-11-16",Already confirmed,"2025-11-18 (Price: 214.41), 1.24% below",1 days,No Information,No Information,No Information,"88.6% (Price: 205.401), 4.39% above, Upmove Bounce Back","2024-10-06 (Price: 198.61), 2025-03-02 (Price: 258.18)",No Information,1975.56%/0.56%/388.21%,"1.41%, 39.64%",1859 days/109 days/652 days,2033-03-31/2026-04-22/2028-06-17,16.37%,23.47%,-7.1%,0.29,0.79,223.9055/1059.9527/252.85/256.6133/367.2583/388.6839,209.51/188.685/147.1212/139.9966/No F-Track Level/No F-Track Level,223.94/216.71,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2025-11-16 (Price: 190.17)",No Exit Yet,"-5.1%, 1 days","91.01%, Past 10 years, 89","Weekly, was CONFIRMED on 2025-11-16",Already confirmed,"2025-11-18 (Price: 180.4799), 5.1% below",1 days,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,200.25%/0.47%/39.14%,"45.09%, 51.99%",174 days/44 days/82 days,2026-07-26/2026-01-18/2026-03-14,49.18%,72.17%,-22.99%,0.82,1.91,253.4396/264.6025/239.8943/No Horizontal Resistance/239.8943/283.6698,167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level,186.17/151.84,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets)
OSCILLATOR DELTA,"BYD.TO, Long, 2025-11-13 (Price: 224.5)",No Exit Yet,"-4.49%, 3 days","75.0%, Past 6 years, 28","Daily, is Confirmed on 2025-11-13",No Cancellation Possible,"2025-11-18 (Price: 214.41), 4.49% below",3 days,No Information,No Information,No Information,No Information,No Information,No Information,10.87%/5.0%/6.28%,"13.39%, 19.4%",70 days/1 days/26 days,2026-02-22/2025-11-14/2025-12-20,-15.59%,2.6%,-18.19%,-0.14,0.1,230.5615/238.5986/244.71/256.6133/367.2583/388.6839,No Recent Minima/188.685/147.1212/139.9966/No F-Track Level/No F-Track Level,223.94/216.71,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2025-11-13 (Price: 85.97)",No Exit Yet,"-3.83%, 3 days","80.56%, Past 4 years, 36","Daily, is CONFIRMED on 2025-11-13",Already confirmed,"2025-11-18 (Price: 82.675), 3.83% below",3 days,No Information,No Information,No Information,No Information,No Information,3.04% below/3.83% below/3.83% below,12.01%/1.22%/4.01%,"21.83%, 34.43%",119 days/4 days/21 days,2026-05-04/2025-11-18/2025-12-13,8.72%,13.33%,-4.61%,0.22,0.49,87.7238/89.4174/90.16/No Horizontal Resistance/95.0177/123.2166,78.12/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,80.07/74.93,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"BIPC.TO, Long, 2025-11-13 (Price: 64.33)",No Exit Yet,"-2.11%, 3 days","95.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-11-13",Already confirmed,"2025-11-18 (Price: 62.97), 2.11% below",3 days,No Information,No Information,No Information,"23.66% (Price: 63.5948), 0.98% below, Upmove Bounce Back","2025-08-01 (Price: 52.64), 2025-10-16 (Price: 66.99)",No Information,18.49%/5.22%/10.88%,"2.3%, 12.67%",110 days/13 days/51 days,2026-04-21/2025-12-01/2026-01-25,47.75%,4.17%,43.58%,0.53,0.14,64.5037/71.3291/72.94/65.875/No Next Fib Ext/No Next Fib Ext,60.76/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,60.77/56.2,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
OSCILLATOR DELTA,"CVS, Long, 2025-11-12 (Price: 80.26)",No Exit Yet,"-2.45%, 4 days","75.68%, Past 6 years, 37","Daily, is Confirmed on 2025-11-12",No Cancellation Possible,"2025-11-18 (Price: 78.29), 2.45% below",4 days,No Information,No Information,No Information,No Information,No Information,No Information,17.09%/5.17%/8.81%,"24.36%, 24.36%",126 days/12 days/44 days,2026-05-13/2025-11-29/2026-01-14,3.83%,2.46%,1.37%,0.04,0.1,82.1381/87.3309/84.27/106.045/116.3721/144.3517,No Recent Minima/58.425/76.2419/70.3769/No F-Track Level/No F-Track Level,77.96/68.64,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
OSCILLATOR DELTA,"EBO.NZ, Long, 2025-11-12 (Price: 28.6)",No Exit Yet,"0.91%, 4 days","73.53%, Past 6 years, 34","Daily, is Confirmed on 2025-11-12",No Cancellation Possible,"2025-11-18 (Price: 28.86), 0.91% above",4 days,No Information,No Information,No Information,No Information,No Information,No Information,11.87%/5.31%/7.12%,"15.91%, 19.8%",83 days/3 days/26 days,2026-03-12/2025-11-16/2025-12-19,-7.76%,2.55%,-10.31%,-0.12,0.06,29.4551/30.6363/30.03/46.625/51.6772/55.325,No Recent Minima/27.81/28.1277/26.5961/No F-Track Level/No F-Track Level,29.05/36.07,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
TRENDPULSE,"DIS, Long, 2025-11-12 (Price: 116.65)",No Exit Yet,"-8.3%, 4 days","73.68%, Past 4 years, 19","Daily, is CONFIRMED on 2025-11-12",Already confirmed,"2025-11-18 (Price: 106.97), 8.3% below",4 days,No Information,No Information,No Information,No Information,No Information,4.7% below/8.3% below/8.3% below,9.92%/0.82%/3.54%,"37.38%, 50.6%",107 days/5 days/24 days,2026-04-15/2025-11-19/2025-12-16,-11.02%,-2.49%,-8.53%,-0.17,-0.05,119.7296/120.7794/116.88/168.455/207.5364/245.6322,110.24/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level,113.25/110.16,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"XLV, Long, 2025-11-12 (Price: 152.82)",No Exit Yet,"-0.53%, 4 days","90.91%, Past 4 years, 33","Daily, is CONFIRMED on 2025-11-12",Already confirmed,"2025-11-18 (Price: 152.01), 0.53% below",4 days,No Information,No Information,No Information,No Information,No Information,0.88% above/0.53% below/0.53% below,3.35%/0.29%/1.59%,"7.54%, 13.97%",90 days/4 days/26 days,2026-03-22/2025-11-17/2025-12-19,7.94%,7.25%,0.69%,0.38,0.26,155.5555/155.2498/162.46/No Horizontal Resistance/174.1807/202.706,143.98/121.6312/117.2225/81.225/No F-Track Level/No F-Track Level,142.02/139.18,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"XLF, Long, 2025-11-12 (Price: 53.67)",No Exit Yet,"-4.57%, 4 days","92.31%, Past 4 years, 39","Daily, is CONFIRMED on 2025-11-12",Already confirmed,"2025-11-18 (Price: 51.215), 4.57% below",4 days,No Information,No Information,No Information,No Information,No Information,3.75% below/4.57% below/4.57% below,5.21%/1.0%/2.76%,"10.98%, 16.27%",84 days/4 days/19 days,2026-03-13/2025-11-17/2025-12-09,17.58%,9.83%,7.75%,0.38,0.36,54.7917/55.1513/53.68/No Horizontal Resistance/70.6138/110.4396,52.09/30.1167/45.9996/174.8795/No F-Track Level/No F-Track Level,53.2/51.34,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"NIFTY_MIDCAP_100.NS, Long, 2025-11-12 (Price: 60902.3008)",No Exit Yet,"-0.13%, 4 days","91.67%, Past 4 years, 48","Daily, is CONFIRMED on 2025-11-12",Already confirmed,"2025-11-18 (Price: 60822.0), 0.13% below",4 days,No Information,No Information,No Information,No Information,No Information,0.65% above/0.13% below/0.13% below,4.39%/0.64%/2.63%,"10.85%, 21.42%",71 days/4 days/16 days,2026-02-22/2025-11-17/2025-12-05,15.67%,23.17%,-7.5%,0.55,1.11,63082.6032/62504.0313/62932.07/No Horizontal Resistance/69983.5191/76335.2565,59468.6/24894.2998/51648.171/44465.2214/No F-Track Level/No F-Track Level,58575.85/55821.15,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"GS, Long, 2025-11-12 (Price: 838.97)",No Exit Yet,"-8.43%, 4 days","75.86%, Past 4 years, 29","Daily, is CONFIRMED on 2025-11-12",Already confirmed,"2025-11-18 (Price: 768.249), 8.43% below",4 days,No Information,No Information,No Information,No Information,No Information,5.19% below/8.43% below/8.43% below,15.23%/0.89%/4.44%,"15.57%, 33.99%",65 days/5 days/21 days,2026-02-14/2025-11-19/2025-12-12,-6.28%,23.3%,-29.58%,-0.08,0.8,865.3137/876.2203/858.56/No Horizontal Resistance/931.1482/1236.8362,744.6/288.555/794.5775/634.5288/No F-Track Level/No F-Track Level,782.75/667.17,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2025-11-12 (Price: 12.67)",No Exit Yet,"-8.45%, 4 days","96.67%, Past 4 years, 30","Daily, is CONFIRMED on 2025-11-12",Already confirmed,"2025-11-18 (Price: 11.6), 8.45% below",4 days,No Information,No Information,No Information,No Information,No Information,7.94% below/8.45% below/8.45% below,9.48%/0.89%/3.92%,"10.91%, 28.9%",84 days/4 days/19 days,2026-03-13/2025-11-17/2025-12-09,29.91%,15.95%,13.96%,0.82,0.6,13.1743/13.1667/12.78/No Horizontal Resistance/18.927/29.733,12.27/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level,12.34/11.29,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"CVS, Long, 2025-11-12 (Price: 80.26)",No Exit Yet,"-2.45%, 4 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-11-12",Already confirmed,"2025-11-18 (Price: 78.29), 2.45% below",4 days,No Information,No Information,No Information,"38.2% (Price: 74.9697), 4.43% above, Upmove Bounce Back","2025-07-24 (Price: 58.5), 2025-10-29 (Price: 85.15)",No Information,30.4%/5.7%/13.11%,"-0.0%, 27.13%",225 days/22 days/81 days,2026-10-03/2025-12-13/2026-03-09,30.08%,5.19%,24.9%,0.54,0.19,80.6693/90.7821/96.25/106.045/116.3721/144.3517,76.69/58.425/76.2419/70.3769/No F-Track Level/No F-Track Level,77.96/68.64,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2025-11-12 (Price: 193.75)",No Exit Yet,"-0.41%, 4 days","80.0%, Past 4 years, 10","Daily, was CONFIRMED on 2025-11-12",Already confirmed,"2025-11-18 (Price: 192.96), 0.41% below",4 days,No Information,No Information,No Information,No Information,No Information,No Information,4.82%/1.26%/2.7%,"8.44%, 8.44%",14 days/1 days/5 days,2025-12-02/2025-11-13/2025-11-19,6.54%,8.52%,-1.98%,0.2,0.33,201.5775/198.9812/200.28/240.8933/293.2329/455.2123,190.0/116.89/193.124/131.2534/No F-Track Level/No F-Track Level,216.67/247.05,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
