Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"RHHBY, Long, 2024-12-31 (Price: 34.88)",2025-11-27 (Price: 48.47) (Today),"38.96%, 11.0 months","100.0%, Past 24 years, 9","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-11-27 (Price: 48.47), 38.96% above",11.0 months,No Information,No Information,No Information,"88.6% (Price: 29.4418), 64.63% above, Upmove Bounce Back","2018-06-30 (Price: 26.3), 2022-06-30 (Price: 53.86)",No Information,15.79%/12.77%/14.28%,"-0.0%, 30.62%",4.7 years/4.2 years/4.4 years,2031-09-21/2030-12-12/2031-05-02,2.03%,6.19%,-4.16%,0.46,0.19,34.1824/39.8609/51.42/52.46/58.6089/65.2057/41.32,31.92/34.87/31.0544/130.7472/No F-Track Level/No F-Track Level/No Moving Avg Support,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
FRACTAL TRACK,"BTI, Long, 2025-10-08 (Price: 51.6)",2025-11-26 (Price: 57.81) (Today),"12.03%, 1.6 month","100.0%, Past 5 years, 26","Daily, was CONFIRMED on 2025-10-08",Already confirmed,"2025-11-26 (Price: 57.81), 12.03% above",1.6 month,No Information,No Information,No Information,"38.2% (Price: 49.9425), 15.75% above, Upmove Bounce Back","2025-01-13 (Price: 34.82), 2025-08-21 (Price: 59.29)",No Information,39.14%/0.1%/9.65%,"-0.0%, 37.23%",2.4 years/11 days/10.7 months,2029-03-16/2025-10-23/2027-01-17,5.64%,8.81%,-3.17%,0.41,0.33,53.0603/56.5794/66.28/No Horizontal Resistance/82.226/92.0468/No Moving Avg Target,51.18/28.5067/49.3734/41.6622/No F-Track Level/No F-Track Level/48.58,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
OSCILLATOR DELTA,"JETS, Long, 2025-10-03 (Price: 24.97)",2025-11-26 (Price: 26.26) (Today),"5.17%, 1.8 month","73.53%, Past 6 years, 34","Daily, is Confirmed on 2025-10-03",No Cancellation Possible,"2025-11-26 (Price: 26.26), 5.17% above",1.8 month,No Information,No Information,No Information,No Information,No Information,No Information,14.34%/5.37%/8.01%,"20.15%, 27.83%",1.6 month/2 days/11 days,2025-12-11/2025-10-05/2025-10-18,-15.52%,-4.09%,-11.42%,-0.08,-0.02,25.7391/26.9701/26.22/27.271/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,No Recent Minima/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.55,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Long, 2025-10-21 (Price: 212.17)",2025-11-26 (Price: 235.85) (Today),"11.16%, 1.2 month","97.14%, Past 5 years, 35","Daily, was CONFIRMED on 2025-10-21",Already confirmed,"2025-11-26 (Price: 235.85), 11.16% above",1.2 month,No Information,No Information,No Information,"50% (Price: 213.83), 10.3% above, Upmove Bounce Back","2025-08-08 (Price: 186.1), 2025-09-29 (Price: 241.56)",No Information,33.99%/3.04%/14.2%,"0.61%, 12.07%",4.6 months/12 days/2.5 months,2026-05-07/2025-11-07/2026-02-06,29.12%,2.66%,26.46%,0.58,0.08,215.9042/242.2981/245.45/256.6133/367.2583/388.6839/216.2,209.51/196.0/147.1212/139.9966/No F-Track Level/No F-Track Level/No Moving Avg Support,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
DELTADRIFT,"ETH-USD, Long, 2025-11-23 (Price: 2801.676)",2025-11-25 (Price: 2957.9363),"5.58%, 1 day","90.91%, Past 4 years, 11","Daily, was CONFIRMED on 2025-11-23",Already confirmed,"2025-11-27 (Price: 3027.0298), 8.04% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,18.77%/4.94%/10.33%,"24.06%, 28.71%",24 days/0 days/8 days,2025-12-27/2025-11-23/2025-12-04,25.9%,-3.87%,29.77%,0.6,0.18,2965.0137/3091.0891/3028.05/4922.7188/4887.278/5344.0381/3516.72,2765.7/1370.4997/2637.9184/2471.5754/No F-Track Level/No F-Track Level/No Moving Avg Support,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2025-10-23 (Price: 43.68)",2025-11-25 (Price: 46.84),"7.23%, 1.1 month","100.0%, Past 5 years, 38","Daily, was CONFIRMED on 2025-10-23",Already confirmed,"2025-11-26 (Price: 46.8), 7.14% above",1.1 month,No Information,No Information,No Information,"78.6% (Price: 41.8591), 11.8% above, Upmove Bounce Back","2025-08-19 (Price: 40.62), 2025-10-09 (Price: 46.41)",No Information,101.9%/7.41%/37.34%,"-0.0%, 18.38%",11.9 months/24 days/5.8 months,2027-03-25/2025-11-26/2026-06-30,29.0%,31.99%,-2.99%,0.39,1.09,44.2959/59.9901/47.15/51.51/65.8353/68.6522/No Moving Avg Target,41.91/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/43.01,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
OSCILLATOR DELTA,"ATD.TO, Long, 2025-11-11 (Price: 70.4)",2025-11-25 (Price: 74.41),"5.7%, 14 days","91.18%, Past 6 years, 34","Daily, is Confirmed on 2025-11-11",No Cancellation Possible,"2025-11-26 (Price: 75.73), 7.57% above",15 days,No Information,No Information,No Information,No Information,No Information,No Information,12.15%/5.08%/7.16%,"16.41%, 19.68%",2.9 months/3 days/26 days,2026-03-15/2025-11-15/2025-12-18,35.12%,10.15%,24.97%,0.34,0.37,72.6598/75.4406/73.92/85.51/85.3936/96.14/71.37,No Recent Minima/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/No Moving Avg Support,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"MAR, Long, 2025-11-04 (Price: 272.24)",2025-11-25 (Price: 304.12),"11.71%, 21 days","90.32%, Past 6 years, 31","Daily, is Confirmed on 2025-11-04",No Cancellation Possible,"2025-11-26 (Price: 304.65), 11.9% above",22 days,No Information,No Information,No Information,No Information,No Information,No Information,18.37%/5.48%/7.86%,"12.16%, 19.79%",2.3 months/1 day/15 days,2026-02-11/2025-11-05/2025-11-25,64.8%,11.5%,53.3%,0.39,0.41,287.6216/293.6381/302.19/276.35/372.972/399.3723/No Moving Avg Target,No Recent Minima/129.12/235.5515/198.7812/No F-Track Level/No F-Track Level/263.31,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"ETH-USD, Long, 2025-11-23 (Price: 2801.676)",2025-11-24 (Price: 2952.7134),"5.39%, 0 days","71.43%, Past 6 years, 56","Daily, is Confirmed on 2025-11-23",No Cancellation Possible,"2025-11-27 (Price: 3027.0298), 8.04% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,13.52%/5.1%/7.76%,"15.5%, 17.27%",1.4 month/0 days/5 days,2026-01-21/2025-11-23/2025-11-30,-54.79%,63.56%,-118.35%,-0.14,1.09,3001.7157/3019.0861/2941.76/4922.7188/4887.278/5344.0381/3516.72,No Recent Minima/1370.4997/2637.9184/2471.5754/No F-Track Level/No F-Track Level/No Moving Avg Support,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"ATZ.TO, Long, 2025-11-18 (Price: 99.89)",2025-11-24 (Price: 108.23),"8.35%, 4 days","91.89%, Past 4 years, 37","Daily, is CONFIRMED on 2025-11-18",Already confirmed,"2025-11-26 (Price: 110.92), 11.04% above",8 days,No Information,No Information,No Information,No Information,No Information,11.04% above/11.04% above/11.04% above,18.96%/1.32%/6.21%,"50.85%, 58.96%",1.1 month/5 days/13 days,2026-01-04/2025-11-25/2025-12-06,16.69%,30.38%,-13.7%,0.13,0.89,105.0743/106.0932/119.34/No Horizontal Resistance/99.4929/119.4832/No Moving Avg Target,94.11/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/71.14,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"UPS, Long, 2025-10-26 (Price: 87.22)",2025-11-23 (Price: 94.66),"8.53%, 28 days","91.43%, Past 10 years, 35","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-11-26 (Price: 95.67), 9.69% above",1.1 month,No Information,No Information,No Information,No Information,No Information,10.72% above/9.69% above/9.69% above,31.22%/1.77%/7.51%,"13.76%, 27.26%",8.1 months/19 days/3.6 months,2026-10-14/2025-11-22/2026-04-01,13.13%,2.3%,10.84%,0.5,0.04,85.8332/93.7702/115.44/221.2667/228.7501/295.6013/100.59,82.87/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
PULSEGAUGE,"RHHBY, Long, 2025-07-06 (Price: 40.44)",2025-11-23 (Price: 49.01),"21.19%, 4.7 months","80.0%, Past 24 years, 15","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-27 (Price: 48.47), 19.86% above",4.8 months,No Information,No Information,No Information,No Information,No Information,No Information,23.13%/20.69%/21.85%,"16.04%, 28.69%",1.6 year/2.3 months/7.3 months,2027-11-06/2025-10-13/2026-05-20,7.26%,6.39%,0.87%,0.26,0.21,41.1113/49.2761/58.6089/52.46/58.6089/65.2057/41.32,37.65/34.5167/31.0544/179.717/No F-Track Level/No F-Track Level/No Moving Avg Support,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
BAND MATRIX,"SOXX, Long, 2025-03-16 (Price: 201.12)",2025-11-23 (Price: 270.83),"34.66%, 8.4 months","100.0%, Past 15 years, 6","Weekly, was CONFIRMED on 2025-03-16",No Cancellation Possible,"2025-11-27 (Price: 291.39), 44.88% above",8.5 months,No Information,No Information,No Information,No Information,No Information,No Information,184.44%/3.33%/63.94%,"-0.0%, 33.46%",2.4 years/7.1 months/1.3 year,2028-07-27/2026-01-19/2027-01-08,18.84%,20.64%,-1.8%,0.8,0.78,199.7323/329.7161/264.72/239.6067/254.997/301.3628/235.51,198.39/95.6666/161.2/103.2303/No F-Track Level/No F-Track Level/No Moving Avg Support,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
PULSEGAUGE,"DIS, Long, 2025-07-06 (Price: 124.0)",2025-11-23 (Price: 104.28),"-15.9%, 4.7 months","76.47%, Past 25 years, 17","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-27 (Price: 103.43), 16.59% below",4.8 months,No Information,No Information,No Information,No Information,No Information,No Information,25.73%/20.25%/22.1%,"25.68%, 34.0%",1.4 year/29 days/7.6 months,2027-06-28/2025-08-17/2026-06-02,2.4%,5.15%,-2.74%,0.06,0.17,127.2488/151.404/207.5364/168.455/207.5364/245.6322/No Moving Avg Target,83.53/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/109.79,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2025-10-26 (Price: 146172.0)",2025-11-23 (Price: 154770.0),"5.88%, 28 days","94.44%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2025-11-26 (Price: 158555.0), 8.47% above",1.1 month,No Information,No Information,No Information,No Information,No Information,10.57% above/8.47% above/8.47% above,11.93%/0.93%/6.26%,"15.17%, 43.39%",9.6 months/19 days/2.4 months,2026-12-18/2025-11-22/2026-02-05,10.24%,5.05%,5.2%,0.76,0.14,149972.472/155322.3672/157302.0/No Horizontal Resistance/173653.968/192289.6/No Moving Avg Target,132437.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/134509.56,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"BPCL.NS, Long, 2025-09-21 (Price: 329.55)",2025-11-23 (Price: 364.55),"10.62%, 2.1 months","81.25%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-11-27 (Price: 363.95), 10.44% above",2.2 months,No Information,No Information,No Information,No Information,No Information,16.46% above/10.44% above/10.44% above,29.59%/1.78%/11.46%,"32.02%, 47.09%",5.8 months/19 days/2.0 months,2026-05-31/2025-10-18/2025-12-18,12.02%,12.45%,-0.44%,0.38,0.44,345.8627/367.3164/385.83/343.7375/372.4081/393.108/No Moving Avg Target,308.2/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level/299.65,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
PULSEGAUGE,"ABNB, Long, 2025-07-06 (Price: 136.49)",2025-11-23 (Price: 114.26),"-16.29%, 4.7 months","80.0%, Past 4 years, 5","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-27 (Price: 116.74), 14.47% below",4.8 months,No Information,No Information,No Information,No Information,No Information,No Information,24.16%/21.62%/22.89%,"16.86%, 28.9%",1.1 month/24 days/29 days,2025-08-24/2025-08-09/2025-08-17,63.36%,-1.9%,65.26%,0.32,0.09,147.5184/167.7326/223.5359/178.025/223.5359/256.334/No Moving Avg Target,106.66/99.795/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/128.04,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"BTC-USD, Long, 2025-07-06 (Price: 109232.0703)",2025-11-23 (Price: 86805.0078),"-20.53%, 4.7 months","87.5%, Past 11 years, 8","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-11-27 (Price: 91496.7969), 16.24% below",4.8 months,No Information,No Information,No Information,No Information,No Information,No Information,33.15%/20.48%/25.41%,"15.02%, 15.64%",3.3 months/9 days/1.5 month,2025-11-26/2025-07-19/2025-09-07,144.79%,63.87%,80.93%,0.46,1.51,123126.3896/136987.9394/107223.5861/109784.5/107223.5861/112399.9298/109923.56,78214.48/18304.4229/87809.6423/72214.6916/No F-Track Level/No F-Track Level/No Moving Avg Support,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-06-01 (Price: 9.16)",2025-11-23 (Price: 9.6),"4.8%, 5.8 months","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-05-30",Already confirmed,"2025-11-27 (Price: 9.63), 5.13% above",6.0 months,No Information,No Information,No Information,No Information,No Information,5.13% above/5.13% above/5.13% above,16.04%/1.09%/5.37%,"-0.0%, 16.12%",6.8 months/24 days/2.6 months,2026-03-23/2025-07-05/2025-09-23,15.41%,3.65%,11.76%,1.66,0.08,9.5246/9.6519/9.26/No Horizontal Resistance/11.2606/15.4512/No Moving Avg Target,8.52/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level/8.87,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
SIGMASHELL,"SUM.NZ, Long, 2025-04-01 (Price: 11.26)",2025-11-21 (Price: 12.55),"11.46%, 7.8 months","72.73%, Past 5 years, 11","Daily, was CONFIRMED on 2025-04-01",Already confirmed,"2025-11-27 (Price: 12.29), 9.15% above",8 months,"-12.17, 65.0",No Information,No Information,No Information,No Information,No Information,24.21%/2.02%/11.32%,"14.49%, 34.68%",4.3 months/1.2 month/1.9 month,2025-10-06/2025-05-21/2025-06-22,10.12%,15.85%,-5.73%,0.43,0.62,11.5899/12.5346/19.8479/13.345/19.8479/26.5969/11.43,11.25/9.1367/11.0645/43.9323/No F-Track Level/No F-Track Level/No Moving Avg Support,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
DELTADRIFT,"ETH-USD, Long, 2025-11-08 (Price: 3400.376)",2025-11-21 (Price: 2765.6992),"-18.66%, 13 days","90.91%, Past 4 years, 11","Daily, was CONFIRMED on 2025-11-08",Already confirmed,"2025-11-27 (Price: 3027.0298), 10.98% below",19 days,No Information,No Information,No Information,No Information,No Information,No Information,18.77%/4.94%/10.33%,"24.06%, 28.71%",24 days/0 days/8 days,2025-12-12/2025-11-08/2025-11-19,25.9%,-3.87%,29.77%,0.6,0.18,3598.6179/3751.6348/3675.13/4922.7188/4887.278/5344.0381/3516.72,3292.57/1370.4997/2637.9184/2471.5754/No F-Track Level/No F-Track Level/No Moving Avg Support,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
