Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2022-03-31 (Price: 37.23)",Quarterly,No Exit Yet,43.1607 (Avg % Gain of Historic Winning trades)/43.1607 (Backtested Max)/43.1607 (Backtested Min),No Date Target,1.97%/9.52%,"15.12%, 3.8 years","2025-12-29 (Price: 42.86), 15.12% above",46.94 (Exit Rule)/43.7042 (F-Stack 2),2026-03-28 (Max)/2026-03-28 (Max)/2026-03-28 (Max),12.78/23.93/35.4254/30.3912/No F-Track Level/No F-Track Level/33.84,"75.0%, Past 27 years, 4",No Information,No Information,No Information,No Information,No Information,15.12% above/15.12% above/15.12% above,15.93%/15.93%/15.93%,"8.81%, 39.64%",2.8 years/2.8 years/2.8 years,1.15%,2.87%,-1.72%,0.42,0.05,88.89%/9/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
OSCILLATOR DELTA,"IFT.NZ, Long, 2025-12-01 (Price: 11.6)",Daily,No Exit Yet,No Price Target,2025-12-28 (Min),4.97%/7.22%,"-2.07%, 28 days","2025-12-29 (Price: 11.36), 2.07% below",12.8574 (Historic Rise or Fall to Pivot)/12.7832 (Avg % Gain of Historic Winning trades)/12.18 (Exit Rule)/11.925 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/14.9118 (Backtested Max)/12.187 (Backtested Min),2027-04-01 (Max)/2026-04-10 (Avg),No Recent Minima/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.4,"75.0%, Past 6 years, 12",No Information,No Information,No Information,No Information,No Information,No Information,28.55%/5.06%/10.2%,"21.0%, 21.0%",11.2 months/19 days/3 months,8.23%,10.32%,-2.09%,0.28,0.55,81.76%/159/0 days (Across ALL Assets),67.13%/362/0 days (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-10-31 (Price: 12.6)",Monthly,No Exit Yet,No Price Target,2025-12-26 (Avg),14.29%/22.16%,"-9.84%, 1.2 year","2025-12-29 (Price: 11.36), 9.84% below",14.044 (Historic Rise or Fall to Pivot)/13.8776 (Avg % Gain of Historic Winning trades)/17.2 (Exit Rule)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/15.12 (Backtested Max)/12.983 (Backtested Min),2026-09-08 (Max),3.91/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.07,"100.0%, Past 20 years, 12",No Information,No Information,No Information,No Information,No Information,7.27% below/8.9% below/9.84% below,20.0%/3.04%/10.14%,"-0.0%, 18.64%",1.3 year/5 months/9.7 months,6.41%,8.85%,-2.44%,1.56,0.53,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2025-02-02 (Price: 238.35)",Weekly,2025-12-29 (Price: 222.52) (Today),No Price Target,No Date Target,10.12%/14.86%,"-6.64%, 11 months","2025-12-29 (Price: 222.52), 6.64% below",257.2035 (Historic Rise or Fall to Pivot)/255.5827 (Avg % Gain of Historic Winning trades)/255.83 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/271.4091 (Backtested Max)/245.0476 (Backtested Min),No Next Date Target,208.54/187.425/229.0045/147.1212/No F-Track Level/No F-Track Level/230.01,"100.0%, Past 10 years, 31",No Information,No Information,No Information,No Information,No Information,0.45% above/6.64% below/6.64% below,13.87%/2.81%/7.23%,"-0.0%, 50.63%",7.2 months/28 days/4.3 months,12.02%,17.33%,-5.31%,1.5,0.91,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2023-12-31 (Price: 278.49)",Monthly,No Exit Yet,No Price Target,2025-12-28 (Max),52.29%/65.05%,"-20.1%, 2 years","2025-12-29 (Price: 222.52), 20.1% below",425.8948 (Historic Rise or Fall to Pivot)/377.81 (Exit Rule)/367.2583 (F-Stack 2)/338.8666 (Backtested Max),No Next Date Target,138.66/166.48/229.0045/147.1212/No F-Track Level/No F-Track Level/241.57,"100.0%, Past 20 years, 15",No Information,No Information,No Information,No Information,No Information,14.0% below/20.1% below/20.1% below,21.68%/5.8%/12.59%,"-0.0%, 33.29%",1.4 year/5.1 months/9.6 months,15.34%,14.3%,1.04%,1.57,0.45,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
FRACTAL TRACK,"SUM.NZ, Long, 2025-12-02 (Price: 12.48)",Daily,No Exit Yet,No Price Target,2025-12-28 (Min),1.92%/8.03%,"-1.04%, 27 days","2025-12-29 (Price: 12.35), 1.04% below",13.3411 (Avg % Gain of Historic Winning trades)/13.85 (Exit Rule)/13.345 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/13.9476 (Backtested Max)/12.5873 (Backtested Min),2028-12-01 (Max)/2026-07-24 (Avg),12.29/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/11.42,"93.33%, Past 5 years, 15",No Information,No Information,No Information,"23.66% (Price: 12.2582), 0.75% above, Upmove Bounce Back","2025-08-27 (Price: 10.51), 2025-11-18 (Price: 12.8)",No Information,11.76%/0.86%/6.9%,"1.14%, 27.35%",2.1 years/18 days/5.4 months,14.67%,1.52%,13.15%,0.88,0.03,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2025-11-16 (Price: 12.25)",Weekly,No Exit Yet,No Price Target,2025-12-26 (Min),2.16%/4.21%,"0.82%, 1.4 month","2025-12-29 (Price: 12.35), 0.82% above",13.5301 (Historic Rise or Fall to Pivot)/13.0499 (Avg % Gain of Historic Winning trades)/12.87 (Exit Rule)/13.345 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/13.5595 (Backtested Max)/12.6163 (Backtested Min),2026-02-06 (Max)/2026-01-15 (Avg),10.66/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/11.45,"90.91%, Past 10 years, 11",No Information,No Information,No Information,No Information,No Information,4.13% above/0.82% above/0.82% above,10.69%/2.99%/6.53%,"8.88%, 47.61%",1.9 month/28 days/1.4 month,-0.02%,11.46%,-11.48%,0.54,0.63,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,No Exit Yet,317.3575 (Backtested Min),No Date Target,2.68%/9.34%,"11.56%, 2 months","2025-12-29 (Price: 314.39), 11.56% above",343.764 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/402.28 (Exit Rule)/322.8294 (F-Stack 2)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",No Information,No Information,No Information,No Information,No Information,29.09% above/24.9% above/11.56% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,13.15%,17.12%,-3.97%,1.16,0.87,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2025-12-16 (Price: 657.15)",Daily,No Exit Yet,No Price Target,2025-12-31 (Min),2.12%/3.65%,"0.23%, 13 days","2025-12-29 (Price: 658.69), 0.23% above",694.0161 (Historic Rise or Fall to Pivot)/720.8936 (Avg % Gain of Historic Winning trades)/1061.53 (Exit Rule)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/672.65 (EMA 200)/730.6194 (Backtested Max)/682.7131 (Backtested Min),2026-06-07 (Max)/2025-12-31 (Min)/2026-03-30 (Avg),589.15/276.89/556.264/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 5 years, 10",No Information,No Information,No Information,"23.66% (Price: 636.7887), 3.44% above, Upmove Bounce Back","2023-01-03 (Price: 122.28), 2025-08-15 (Price: 796.25)",No Information,11.18%/3.89%/9.7%,"3.02%, 27.47%",4 months/11 days/2.4 months,26.51%,13.27%,13.24%,0.96,0.62,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-12-12 (Price: 571.93)",Daily,2025-12-29 (Price: 577.9) (Today),No Price Target,No Date Target,0.43%/1.88%,"1.04%, 17 days","2025-12-29 (Price: 577.9), 1.04% above",588.7447 (Avg % Gain of Historic Winning trades)/580.4 (Exit Rule)/592.9033 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/616.5977 (Backtested Max),2026-05-13 (Max)/2026-02-06 (Avg),537.55/306.91/554.0572/515.4888/No F-Track Level/No F-Track Level/559.47,"96.15%, Past 4 years, 26",No Information,No Information,No Information,No Information,No Information,2.58% above/1.04% above/1.04% above,7.81%/1.11%/2.94%,"5.85%, 28.57%",3.5 months/4 days/1.3 month,5.71%,7.58%,-1.87%,0.98,0.39,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2025-12-18 (Price: 319.65)",Daily,No Exit Yet,No Price Target,2025-12-28 (Min),4.16%/4.34%,"-3.48%, 11 days","2025-12-29 (Price: 308.53), 3.48% below",330.2624 (Historic Rise or Fall to Pivot)/327.8011 (Avg % Gain of Historic Winning trades)/327.6 (Exit Rule)/321.3575 (Horizontal)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/335.4727 (Backtested Max)/321.9195 (Backtested Min),2026-06-05 (Max)/2026-02-12 (Avg),300.72/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/306.22,"83.33%, Past 4 years, 18",No Information,No Information,No Information,No Information,No Information,3.19% below/3.48% below/3.48% below,4.95%/0.71%/2.55%,"0.45%, 11.38%",3.9 months/7 days/1.3 month,12.38%,5.6%,6.78%,1.08,0.28,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2025-11-02 (Price: 112.62)",Weekly,No Exit Yet,No Price Target,2026-01-01 (Min),0.66%/3.62%,"1.39%, 1.9 month","2025-12-29 (Price: 114.19), 1.39% above",118.3186 (Historic Rise or Fall to Pivot)/131.2586 (Avg % Gain of Historic Winning trades)/139.37 (Exit Rule)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/143.1175 (Backtested Max)/114.94 (Backtested Min),2028-05-28 (Max)/2026-01-01 (Min)/2026-12-15 (Avg),109.19/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/109.98,"100.0%, Past 20 years, 13",No Information,No Information,No Information,"38.2% (Price: 107.6566), 6.07% above, Upmove Bounce Back","2025-04-13 (Price: 80.1), 2025-07-06 (Price: 124.69)",No Information,27.08%/2.06%/16.55%,"-0.0%, 53.97%",1.8 year/1.4 month/9.4 months,10.84%,5.19%,5.65%,1.27,0.26,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Long, 2025-09-21 (Price: 35.45)",Weekly,No Exit Yet,No Price Target,2025-12-29 (Min),4.39%/7.44%,"2.51%, 3.3 months","2025-12-29 (Price: 36.34), 2.51% above",37.935 (Historic Rise or Fall to Pivot)/41.5155 (Avg % Gain of Historic Winning trades)/43.69 (Exit Rule)/39.042 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/43.639 (Backtested Max)/40.8136 (Backtested Min),2027-07-30 (Max)/2026-07-26 (Avg),35.07/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.0%, Past 20 years, 20",No Information,No Information,No Information,"38.2% (Price: 34.562), 5.14% above, Upmove Bounce Back","2024-02-18 (Price: 26.08), 2025-07-27 (Price: 39.805)",No Information,23.1%/15.13%/17.11%,"5.55%, 32.59%",1.3 year/2.3 months/7.1 months,14.56%,9.73%,4.83%,1.1,0.49,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
DELTADRIFT,"ARM, Long, 2025-12-24 (Price: 111.55)",Daily,No Exit Yet,No Price Target,2025-12-31 (Min),3.33%/7.61%,"-0.93%, 5 days","2025-12-29 (Price: 110.51), 0.93% below",114.1937 (Historic Rise or Fall to Pivot)/123.642 (Avg % Gain of Historic Winning trades)/118.92 (Exit Rule)/184.93 (Horizontal)/209.6611 (F-Stack 1)/292.8214 (F-Stack 2)/137.54 (EMA 200)/126.3192 (Backtested Max)/120.1282 (Backtested Min),2026-02-14 (Max)/2025-12-31 (Min)/2026-01-14 (Avg),96.83/No Horizontal Support/102.2246/89.5435/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 2 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,13.24%/7.69%/10.84%,"19.77%, 19.77%",1.2 month/5 days/15 days,17.56%,26.25%,-8.69%,0.29,1.04,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
FRACTAL TRACK,"TCS.NS, Long, 2025-11-11 (Price: 3047.0)",Daily,No Exit Yet,No Price Target,2025-12-28 (Min),3.97%/7.09%,"6.71%, 1.6 month","2025-12-29 (Price: 3251.5), 6.71% above",3380.6465 (Avg % Gain of Historic Winning trades)/4543.575 (Horizontal)/5637.7577 (F-Stack 1)/6711.0756 (F-Stack 2)/3482.1116 (Backtested Max),2028-09-18 (Max)/2026-07-16 (Avg),2990.2/2923.4601/2637.2425/2299.5932/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 16",No Information,No Information,No Information,"88.6% (Price: 3015.6997), 7.82% above, Upmove Bounce Back","2025-08-04 (Price: 2991.6001), 2025-09-18 (Price: 3203.0)",No Information,14.28%/5.12%/10.95%,"-0.0%, 22.67%",2 years/1.1 month/5.7 months,29.88%,2.0%,27.88%,1.83,0.03,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-12-22 (Price: 168.04)",Daily,No Exit Yet,No Price Target,2025-12-30 (Min),5.81%/9.8%,"-4.33%, 7 days","2025-12-29 (Price: 160.76), 4.33% below",180.8951 (Historic Rise or Fall to Pivot)/176.5092 (Avg % Gain of Historic Winning trades)/187.59 (Exit Rule)/178.0989 (F-Stack 1)/194.7923 (F-Stack 2)/183.3148 (Backtested Max)/170.1069 (Backtested Min),2026-07-01 (Max)/2025-12-30 (Min)/2026-02-03 (Avg),145.49/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/130.56,"78.95%, Past 4 years, 19",No Information,No Information,No Information,No Information,No Information,1.08% above/4.33% below/4.33% below,9.09%/1.23%/5.04%,"19.7%, 28.41%",4.4 months/6 days/1 month,12.04%,18.03%,-5.99%,0.06,0.87,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
