"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"CEN.NZ, Long, 2026-02-12 (Price: 9.78)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 20","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 9.65 prior to 2026-02-13,"2026-02-12 (Price: 9.78), 0.0% below",0 days,"0, 2024-06-16 (Price: 9.43)",2026-02-12 (Price: 9.78),2026-02-12 (Price: 9.78),0/0/0 days,0.0% below/0.0% below/0.0% below,2024-06-16 (Price: 9.43)/2026-02-12 (Price: 9.6389),16.04%/1.09%/5.4%,"0%, 16.12%",9.6 months/1.2 month/4.2 months,2027-04-05/2026-04-05/2026-08-13,9.31%,2.54%,6.77%,1.8,0.07,10.3629/10.3081/9.99/9.85/10.2248/12.5777/No EMA 200 Target,9.25/6.86/9.0337/8.3564/9.1713/8.7234/9.23,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),9.65
"FRW.NZ, Long, 2026-02-12 (Price: 14.89)",No Exit Yet,"0.0%, 0 days","88.24%, Past 20 years, 17","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 14.6 prior to 2026-02-27,"2026-02-12 (Price: 14.89), 0.0% below",0 days,"4, 2004-02-29 (Price: 2.49)",2026-02-12 (Price: 14.89),2026-02-12 (Price: 14.89),0/0/0 days,0.0% below/0.0% below/0.0% below,2004-02-29 (Price: 2.49)/2026-02-12 (Price: 14.0138),19.83%/10.64%/14.72%,"3.66%, 17.71%",1.1 year/4 months/7 months,2027-09-08/2026-08-04/2026-12-13,9.97%,6.84%,3.13%,1.4,0.38,16.8346/17.0818/22.33/No Horizontal Resistance/14.9925/16.4712/No EMA 200 Target,7.7/7.405/12.995/12.2806/13.3714/12.2169/12.6,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets),14.6
"MEL.NZ, Long, 2026-02-12 (Price: 5.79)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 16","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 5.65 prior to 2026-02-13,"2026-02-12 (Price: 5.79), 0.0% below",0 days,"8, 2024-07-21 (Price: 6.89)",2026-02-08 (Price: 5.71),2026-02-12 (Price: 5.79),4/0/0 days,1.4% above/0.0% below/0.0% below,2024-07-21 (Price: 6.89)/2026-02-12 (Price: 5.6192),24.31%/1.96%/9.79%,"-0.0%, 22.1%",8.9 months/1.2 month/3.1 months,2027-03-05/2026-04-05/2026-06-26,11.4%,7.53%,3.87%,1.15,0.39,6.3835/6.3568/6.45/6.825/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,5.46/4.3875/No F-Stack Support/No F-Stack Support/No support/No support/5.73,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),5.65
"ATD.TO, Long, 2026-02-12 (Price: 83.5)",No Exit Yet,"0.0%, 0 days","90.0%, Past 10 years, 20","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 78.91 prior to 2026-02-13,"2026-02-12 (Price: 83.5), 0.0% below",0 days,"2, 2025-04-27 (Price: 74.38)",2026-02-08 (Price: 78.38),2026-02-12 (Price: 83.5),4/0/0 days,6.53% above/0.0% below/0.0% below,2025-04-27 (Price: 74.38)/2026-02-12 (Price: 77.23),15.58%/3.82%/6.76%,"7.08%, 28.5%",8.6 months/28 days/4.1 months,2027-02-20/2026-03-24/2026-08-07,10.6%,14.26%,-3.66%,0.87,0.82,89.9712/89.1446/88.97/85.51/100.8822/111.119/No EMA 200 Target,70.84/45.49/82.6356/73.9889/No support/No support/72.42,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),78.91
"EWJ, Long, 2026-02-12 (Price: 93.625)",No Exit Yet,"0.0%, 0 days","71.43%, Past 20 years, 14","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 85.97 prior to 2026-02-27,"2026-02-12 (Price: 93.625), 0.0% below",0 days,"4, 2001-05-31 (Price: 46.88)",2026-01-31 (Price: 85.72),2026-02-12 (Price: 93.625),12/0/0 days,9.22% above/0.0% below/0.0% below,2001-05-31 (Price: 46.88)/2026-02-12 (Price: 84.9372),18.23%/6.32%/9.77%,"17.76%, 22.9%",2.4 years/5 months/1.8 year,2029-07-17/2026-09-17/2028-09-07,4.29%,2.12%,2.17%,0.28,-0.01,94.7485/102.7722/121.67/No Horizontal Resistance/88.5172/96.0119/No EMA 200 Target,67.1/53.915/83.8122/78.3516/83.245/76.4635/79.15,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets),85.97
"XLU, Long, 2026-02-11 (Price: 44.495)",No Exit Yet,"2.38%, 1 day","85.19%, Past 4 years, 27","Daily, is CONFIRMED on 2026-02-11",Already confirmed,"2026-02-12 (Price: 45.555), 2.38% above",1 day,"4, 2025-10-16 (Price: 46.885)",2026-02-09 (Price: 43.48),2026-02-11 (Price: 44.495),3/1/1 days,4.77% above/2.38% above/2.38% above,2025-10-16 (Price: 46.885)/2026-02-11 (Price: 43.0072),4.38%/0.62%/2.23%,"10.13%, 19.69%",2.8 months/6 days/24 days,2026-06-12/2026-02-19/2026-03-17,8.66%,2.65%,6.01%,0.1,0.09,46.0612/45.4872/45.93/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,42.56/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/42.6,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),44.36
"ATD.TO, Long, 2026-02-11 (Price: 83.05)",No Exit Yet,"0.54%, 1 day","100.0%, Past 4 years, 21","Daily, is CONFIRMED on 2026-02-11",Already confirmed,"2026-02-12 (Price: 83.5), 0.54% above",1 day,"2, 2020-01-10 (Price: 44.67)",2026-02-10 (Price: 80.0),2026-02-11 (Price: 83.05),2/1/1 days,4.38% above/0.54% above/0.54% above,2020-01-10 (Price: 44.67)/2026-02-11 (Price: 79.9224),5.25%/1.18%/3.68%,"-0.0%, 15.84%",4.4 months/11 days/2.1 months,2026-08-21/2026-02-26/2026-05-13,13.1%,6.96%,6.14%,2.83,0.36,83.8639/86.1062/106.08/85.51/85.3936/96.14/No EMA 200 Target,70.84/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/72.36,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),80.11
"USCI, Long, 2026-02-09 (Price: 82.24)",No Exit Yet,"-1.48%, 3 days","100.0%, Past 4 years, 14","Daily, is CONFIRMED on 2026-02-09",Already confirmed,"2026-02-12 (Price: 81.02), 1.48% below",3 days,"0, 2025-06-18 (Price: 76.48)",2026-02-09 (Price: 82.24),2026-02-09 (Price: 82.24),3/3/3 days,1.48% below/1.48% below/1.48% below,2025-06-18 (Price: 76.48)/2026-02-09 (Price: 81.5193),3.77%/0.89%/2.27%,"0%, 7.84%",3.2 months/6 days/1 month,2026-06-28/2026-02-17/2026-03-24,9.0%,11.01%,-2.01%,1.78,0.74,86.5658/84.1068/85.7/No Horizontal Resistance/90.2685/96.4537/No EMA 200 Target,80.53/38.42/81.0354/75.2881/No F-Track Level/No F-Track Level/76.23,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),81.35
"EWJ, Long, 2026-02-09 (Price: 91.29)",No Exit Yet,"2.56%, 3 days","90.0%, Past 4 years, 20","Daily, is CONFIRMED on 2026-02-09",Already confirmed,"2026-02-12 (Price: 93.625), 2.56% above",3 days,"0, 2022-11-15 (Price: 55.04)",2026-02-05 (Price: 86.1),2026-02-09 (Price: 91.29),7/3/3 days,8.74% above/2.56% above/2.56% above,2022-11-15 (Price: 55.04)/2026-02-09 (Price: 86.7131),6.09%/0.13%/1.99%,"20.53%, 29.69%",4.1 months/10 days/1.4 month,2026-08-04/2026-02-23/2026-04-10,6.05%,4.95%,1.1%,-0.04,0.24,92.2851/93.1067/113.04/No Horizontal Resistance/90.9425/104.8752/No EMA 200 Target,79.74/53.915/83.4752/No support/No F-Track Level/No F-Track Level/78.8,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),90.3
"BPCL.NS, Long, 2026-02-08 (Price: 386.35)",No Exit Yet,"-2.24%, 4 days","96.15%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-12 (Price: 377.7), 2.24% below",4 days,"0, 2024-10-06 (Price: 376.0)",2026-01-25 (Price: 349.15),2026-02-06 (Price: 386.35),18/6/4 days,8.18% above/2.24% below/2.24% below,2024-10-06 (Price: 376.0)/2026-02-08 (Price: 345.6375),28.84%/1.78%/8.65%,"14.88%, 47.09%",8.2 months/28 days/3 months,2027-01-28/2026-03-20/2026-06-18,7.54%,10.08%,-2.54%,0.79,0.5,416.9876/419.7693/392.56/No Horizontal Resistance/393.108/467.0257/No EMA 200 Target,349.15/145.35/372.4081/353.1485/No F-Track Level/No F-Track Level/338.71,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),353.0
"MCD, Long, 2026-02-08 (Price: 323.48)",No Exit Yet,"2.47%, 4 days","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-12 (Price: 331.475), 2.47% above",4 days,"4, 2025-03-16 (Price: 326.32)",2026-02-01 (Price: 315.0),2026-02-08 (Price: 323.48),11/4/4 days,5.23% above/2.47% above/2.47% above,2025-03-16 (Price: 326.32)/2026-02-08 (Price: 313.3668),10.85%/1.47%/4.93%,"-0.0%, 16.82%",10.3 months/1.2 month/4.3 months,2027-05-01/2026-04-01/2026-08-13,7.73%,6.98%,0.75%,1.39,0.42,345.0561/339.4276/325.18/No Horizontal Resistance/370.0426/590.3302/No EMA 200 Target,303.26/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/306.54,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),319.0
"EFA, Long, 2026-02-08 (Price: 102.03)",No Exit Yet,"2.36%, 4 days","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-12 (Price: 104.435), 2.36% above",4 days,"2, 2016-04-24 (Price: 60.16)",2026-01-25 (Price: 99.97),2026-02-08 (Price: 102.03),18/4/4 days,4.47% above/2.36% above/2.36% above,2016-04-24 (Price: 60.16)/2026-02-08 (Price: 99.3578),7.21%/1.24%/3.58%,"13.66%, 23.59%",10.7 months/1.2 month/3.4 months,2027-05-18/2026-04-01/2026-07-05,2.98%,2.36%,0.62%,0.36,0.03,105.0705/105.6827/127.15/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.02/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/92.36,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),101.35
"^STI, Long, 2026-02-08 (Price: 4934.4102)",No Exit Yet,"1.67%, 4 days","80.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-02-12 (Price: 5016.7598), 1.67% above",4 days,"2, 2016-03-20 (Price: 2906.8)",2026-01-25 (Price: 4891.4502),2026-02-08 (Price: 4934.4102),18/4/4 days,2.56% above/1.67% above/1.67% above,2016-03-20 (Price: 2906.8)/2026-02-08 (Price: 4852.6019),7.49%/1.15%/3.68%,"14.46%, 29.57%",1.6 year/28 days/4.4 months,2028-05-22/2026-03-20/2026-08-18,-3.63%,2.21%,-5.84%,0.01,-0.03,5072.0802/5115.9965/6150.98/No Horizontal Resistance/5099.1474/6233.5022/No EMA 200 Target,3512.53/3030.985/4356.5412/3433.5319/No F-Track Level/No F-Track Level/4312.1,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),4910.4302
"C6L.SI, Long, 2026-02-04 (Price: 6.6)",2026-02-11 (Price: 6.85),"3.79%, 7 days","89.47%, Past 4 years, 19","Daily, is CONFIRMED on 2026-02-04",Already confirmed,"2026-02-12 (Price: 6.9), 4.55% above",8 days,"4, 2025-05-29 (Price: 7.15)",2026-02-03 (Price: 6.48),2026-02-04 (Price: 6.6),9/8/8 days,6.48% above/4.55% above/4.55% above,2025-05-29 (Price: 7.15)/2026-02-04 (Price: 6.3866),8.19%/0.92%/3.25%,"5.37%, 17.3%",3.8 months/6 days/1.5 month,2026-07-19/2026-02-12/2026-04-10,6.71%,1.19%,5.52%,0.63,0.01,6.7459/6.8145/6.93/6.826/15.377/16.6022/6.69,6.35/4.7975/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),6.48
"BIPC.TO, Long, 2026-02-04 (Price: 67.17)",2026-02-11 (Price: 69.72),"3.8%, 7 days","86.67%, Past 4 years, 15","Daily, is CONFIRMED on 2026-02-04",Already confirmed,"2026-02-12 (Price: 68.59), 2.11% above",8 days,"4, 2025-10-16 (Price: 66.99)",2026-02-02 (Price: 66.72),2026-02-04 (Price: 67.17),10/8/8 days,2.8% above/2.11% above/2.11% above,2025-10-16 (Price: 66.99)/2026-02-04 (Price: 65.7711),12.79%/0.56%/5.02%,"24.4%, 42.49%",2.6 months/8 days/19 days,2026-05-27/2026-02-15/2026-03-03,5.98%,9.04%,-3.06%,0.23,0.47,71.798/70.5419/67.28/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,60.21/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/58.51,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),66.71
"CEN.NZ, Long, 2026-02-02 (Price: 9.48)",2026-02-12 (Price: 9.78),"3.16%, 10 days","83.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-02-02",Already confirmed,"2026-02-12 (Price: 9.78), 3.16% above",10 days,"2, 2025-11-26 (Price: 9.9)",2026-02-02 (Price: 9.48),2026-02-02 (Price: 9.48),10/10/10 days,3.16% above/3.16% above/3.16% above,2025-11-26 (Price: 9.9)/2026-02-02 (Price: 9.2842),7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,2026-07-12/2026-03-04/2026-04-03,0.18%,2.84%,-2.66%,0.35,0.12,9.6497/9.7416/9.73/9.85/11.2606/15.4512/No EMA 200 Target,9.18/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.21,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),9.35
"ASML, Long, 2026-02-01 (Price: 1423.0)",No Exit Yet,"-0.54%, 11 days","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2026-01-30",Already confirmed,"2026-02-12 (Price: 1415.385), 0.54% below",11 days,"2, 2016-02-07 (Price: 92.74)",2026-01-18 (Price: 1358.5699),2026-02-01 (Price: 1423.0),25/11/11 days,4.18% above/0.54% below/0.54% below,2016-02-07 (Price: 92.74)/2026-02-01 (Price: 1290.8753),26.23%/2.69%/11.69%,"25.72%, 56.36%",8.9 months/1.2 month/3.2 months,2027-02-22/2026-03-25/2026-06-20,11.19%,15.92%,-4.73%,0.6,0.77,1564.4462/1589.3487/2221.16/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,689.82/576.784/1034.6774/832.8601/No F-Track Level/No F-Track Level/907.93,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets),1385.87
