"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"HYG, Long, 2026-02-22 (Price: 81.0)",No Exit Yet,"-0.23%, 2 days","100.0%, Past 18 years, 8","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-02-24 (Price: 80.81), 0.23% below",2 days,Upmove Bounce Back,23.66% (Price: 79.8742),1.17% above,"2025-04-13 (Price: 75.08), 2025-09-28 (Price: 81.36)",1.64%/1.64%/1.64%,"-0.0%, 5.0%",5.6 months/5.6 months/5.6 months,2026-10-23 (Max),4.91%,-0.94%,5.85%,0.25,-0.45,81.2592/82.3284/84.77/87.0575/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,79.95/72.2733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/80.45,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets),80.82
"AMD, Long, 2026-02-22 (Price: 200.15)",No Exit Yet,"6.84%, 2 days","83.33%, Past 20 years, 12","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-02-24 (Price: 213.84), 6.84% above",2 days,Upmove Bounce Back,38.2% (Price: 194.2708),10.07% above,"2025-04-13 (Price: 76.48), 2025-11-02 (Price: 267.08)",30.66%/15.55%/20.18%,"17.29%, 60.71%",1.8 year/7 days/9.5 months,2028-09-17/2026-03-04/2027-04-10,11.53%,7.36%,4.17%,1.23,0.44,262.3366/240.5403/314.51/No Horizontal Resistance/273.8526/307.9609/No EMA 200 Target,151.14/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/185.07,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets),202.145
"RELIANCE.NS, Long, 2026-02-22 (Price: 1419.4)",No Exit Yet,"0.66%, 2 days","90.48%, Past 20 years, 21","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-02-24 (Price: 1428.8), 0.66% above",2 days,Upmove Bounce Back,23.66% (Price: 1325.1633),7.82% above,"2020-03-29 (Price: 400.3177), 2026-01-11 (Price: 1611.8)",22.17%/4.72%/16.08%,"1.69%, 20.86%",2.6 years/14 days/6.4 months,2029-11-08/2026-03-14/2026-11-27,15.84%,11.94%,3.9%,1.68,0.6,1524.0098/1647.6395/2146.29/1610.3/1879.7264/2065.5547/1451.73,1386.1/1006.0696/1375.0525/1288.3015/No F-Track Level/No F-Track Level/No EMA 200 Support,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets),1420.1
"^NSEI, Long, 2026-02-22 (Price: 25571.25)",No Exit Yet,"-0.57%, 2 days","95.24%, Past 18 years, 21","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-02-24 (Price: 25424.6504), 0.57% below",2 days,Upmove Bounce Back,23.66% (Price: 24114.8878),5.43% above,"2023-03-26 (Price: 16828.3496), 2026-01-11 (Price: 26373.1992)",17.47%/0.05%/14.61%,"8.34%, 34.56%",2.6 years/28 days/1.1 year,2029-11-08/2026-04-03/2027-09-18,10.12%,6.7%,3.42%,1.18,0.37,27647.6355/29307.2096/31298.16/26106.6328/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,25048.65/16662.0827/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/25334.69,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets),25423.5996
"SONY, Long, 2026-02-22 (Price: 21.93)",No Exit Yet,"-1.5%, 2 days","100.0%, Past 20 years, 18","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-02-24 (Price: 21.6), 1.5% below",2 days,Upmove Bounce Back,61.8% (Price: 20.8735),3.48% above,"2024-05-12 (Price: 15.022), 2025-11-16 (Price: 30.34)",22.46%/3.67%/15.62%,"-0.0%, 82.39%",11.3 years/14 days/1.3 year,2042-04-11/2026-03-14/2027-12-31,9.4%,4.91%,4.49%,2.5,0.26,22.9607/25.3555/31.12/26.85/33.2191/35.3948/26.39,21.82/14.992/16.3295/14.1868/No F-Track Level/No F-Track Level/No EMA 200 Support,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets),22.71
"VGT, Long, 2026-02-22 (Price: 737.6)",No Exit Yet,"-0.04%, 2 days","100.0%, Past 20 years, 15","Weekly, was CONFIRMED on 2026-02-22",Already confirmed,"2026-02-24 (Price: 737.3), 0.04% below",2 days,Upmove Bounce Back,23.66% (Price: 722.7628),2.01% above,"2025-04-13 (Price: 451.0), 2025-11-02 (Price: 806.99)",20.12%/15.11%/16.2%,"0%, 27.55%",1.8 year/1.2 month/9.2 months,2028-09-17/2026-04-15/2027-03-28,14.28%,9.95%,4.33%,12.76,0.59,784.6589/857.0912/951.19/No Horizontal Resistance/946.1588/993.4664/No EMA 200 Target,730.8/311.83/702.1644/626.0547/No F-Track Level/No F-Track Level/713.39,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets),726.23
"GOOG, Long, 2026-02-19 (Price: 303.56)",No Exit Yet,"2.42%, 5 days","91.67%, Past 5 years, 12","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-24 (Price: 310.92), 2.42% above",5 days,Upmove Bounce Back,23.66% (Price: 301.0579),3.28% above,"2025-04-07 (Price: 142.66), 2026-02-03 (Price: 350.15)",14.46%/1.56%/10.0%,"3.48%, 43.86%",2 years/25 days/5.4 months,2028-12-27/2026-03-27/2026-10-11,22.02%,19.29%,2.73%,1.63,0.99,342.2335/333.916/428.05/No Horizontal Resistance/345.4418/365.3613/No EMA 200 Target,302.82/84.51/285.4807/240.3589/No F-Track Level/No F-Track Level/248.02,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets),302.52
"^TNX, Long, 2026-02-19 (Price: 4.075)",No Exit Yet,"-1.03%, 5 days","100.0%, Past 5 years, 14","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-24 (Price: 4.033), 1.03% below",5 days,Upmove Bounce Back,61.8% (Price: 4.086),1.3% below,"2025-10-22 (Price: 3.947), 2026-01-20 (Price: 4.311)",12.7%/10.13%/11.28%,"-0.0%, 30.74%",9 months/15 days/3.3 months,2027-03-17/2026-03-12/2026-07-12,24.16%,24.06%,0.1%,1.29,1.16,4.3566/4.5347/4.29/4.6918/17.4008/18.8284/4.22,4.05/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets),4.104
"GLD, Long, 2026-02-19 (Price: 459.56)",No Exit Yet,"3.27%, 5 days","100.0%, Past 5 years, 18","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-24 (Price: 474.61), 3.27% above",5 days,Upmove Bounce Back,23.66% (Price: 444.9733),6.66% above,"2024-11-14 (Price: 236.13), 2026-01-29 (Price: 509.7)",11.32%/1.34%/8.92%,"-0.0%, 18.1%",2 years/1.4 month/5.2 months,2028-12-27/2026-04-20/2026-10-02,26.16%,11.89%,14.27%,2.41,0.93,494.7163/500.5528/623.7/No Horizontal Resistance/624.146/947.1834/No EMA 200 Target,427.13/150.8/424.4974/301.1087/No F-Track Level/No F-Track Level/359.59,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets),457.34
"SLV, Long, 2026-02-19 (Price: 71.01)",2026-02-23 (Price: 80.57),"13.46%, 4 days","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-24 (Price: 79.08), 11.36% above",5 days,Upmove Bounce Back,50% (Price: 64.105),23.36% above,"2023-03-09 (Price: 18.38), 2026-01-29 (Price: 109.83)",14.88%/7.53%/10.91%,"7.24%, 33.28%",2.9 years/14 days/8 months,2030-04-11/2026-03-11/2027-02-01,24.18%,11.56%,12.62%,1.56,0.61,76.3002/78.7572/125.88/No Horizontal Resistance/79.0727/89.0774/No EMA 200 Target,66.37/18.99/67.9787/59.1217/No F-Track Level/No F-Track Level/47.35,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets),70.68
"BTI, Long, 2026-02-19 (Price: 60.99)",No Exit Yet,"1.51%, 5 days","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-24 (Price: 61.91), 1.51% above",5 days,Upmove Bounce Back,38.2% (Price: 59.3055),4.39% above,"2026-01-07 (Price: 53.28), 2026-02-06 (Price: 63.03)",11.33%/1.41%/8.86%,"-0.0%, 37.23%",3.3 years/1.4 month/1.2 year,2030-11-05/2026-04-20/2027-11-06,11.0%,5.81%,5.19%,1.67,0.3,65.9241/66.3937/66.84/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,58.87/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.7,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets),59.03
"DBC, Long, 2026-02-19 (Price: 24.43)",No Exit Yet,"1.19%, 5 days","100.0%, Past 5 years, 10","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-24 (Price: 24.72), 1.19% above",5 days,Upmove Bounce Back,50% (Price: 23.99),3.04% above,"2026-01-02 (Price: 22.29), 2026-01-29 (Price: 25.69)",10.01%/0.04%/4.6%,"-0.0%, 10.48%",3.8 months/29 days/1.9 month,2026-08-03/2026-04-02/2026-05-12,7.63%,6.83%,0.8%,0.42,0.39,24.794/25.5538/26.47/28.58/60.6441/65.878/No EMA 200 Target,23.59/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/22.59,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets),24.29
"ENZL, Long, 2026-02-19 (Price: 46.0172)",No Exit Yet,"1.53%, 5 days","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-24 (Price: 46.72), 1.53% above",5 days,Upmove Bounce Back,38.2% (Price: 44.6836),4.56% above,"2025-04-07 (Price: 38.93), 2026-02-10 (Price: 48.24)",10.76%/5.53%/8.9%,"-0.0%, 17.13%",7.9 months/2.5 months/5.1 months,2027-01-28/2026-06-07/2026-09-28,9.1%,-5.47%,14.57%,0.51,-0.57,45.7825/50.1127/51.6/65.1933/79.7363/84.688/No EMA 200 Target,44.9/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.74,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets),45.78
"USCI, Long, 2026-02-19 (Price: 82.76)",No Exit Yet,"1.37%, 5 days","94.44%, Past 5 years, 18","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-24 (Price: 83.8925), 1.37% above",5 days,Upmove Bounce Back,23.66% (Price: 80.0409),4.81% above,"2023-05-04 (Price: 51.36), 2026-01-29 (Price: 88.93)",11.87%/8.4%/10.4%,"4.19%, 12.02%",1.8 year/1.1 month/7 months,2028-09-14/2026-04-07/2026-12-20,22.67%,13.72%,8.95%,1.7,0.99,87.8746/91.367/105.3/No Horizontal Resistance/90.2685/96.4537/No EMA 200 Target,79.86/38.42/81.0354/75.2881/No F-Track Level/No F-Track Level/76.93,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets),82.05
"USO, Long, 2026-02-19 (Price: 81.19)",No Exit Yet,"-0.53%, 5 days","84.62%, Past 5 years, 13","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-24 (Price: 80.76), 0.53% below",5 days,Upmove Bounce Back,23.66% (Price: 76.7206),5.27% above,"2025-08-13 (Price: 71.56), 2025-09-26 (Price: 78.32)",11.41%/0.99%/9.11%,"1.2%, 23.64%",1 year/2.8 months/6.6 months,2027-07-25/2026-06-20/2026-12-02,14.43%,11.69%,2.74%,0.77,0.58,83.7718/88.5864/85.25/83.49/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.73/58.7667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/72.98,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets),80.43
"WPM, Long, 2026-02-19 (Price: 145.34)",No Exit Yet,"8.28%, 5 days","100.0%, Past 5 years, 18","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-24 (Price: 157.38), 8.28% above",5 days,Upmove Bounce Back,38.2% (Price: 134.4642),17.04% above,"2025-10-28 (Price: 92.57), 2026-01-29 (Price: 160.36)",13.39%/1.64%/9.35%,"-0.0%, 36.58%",11.9 months/6 days/4.1 months,2027-07-21/2026-02-27/2026-08-14,31.01%,14.41%,16.6%,1.92,0.71,155.1068/158.9293/186.01/No Horizontal Resistance/145.6176/157.2683/No EMA 200 Target,130.9/38.3375/131.4439/98.515/No F-Track Level/No F-Track Level/106.17,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets),143.5
"FPH.NZ, Long, 2026-02-19 (Price: 37.6)",No Exit Yet,"5.56%, 5 days","90.0%, Past 5 years, 10","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-24 (Price: 39.69), 5.56% above",5 days,Upmove Bounce Back,23.66% (Price: 35.6878),11.21% above,"2023-10-30 (Price: 20.29), 2025-11-26 (Price: 40.46)",10.94%/2.55%/7.81%,"1.6%, 46.76%",3.3 years/28 days/1.1 year,2030-11-05/2026-03-31/2027-09-15,8.47%,1.81%,6.66%,1.1,0.09,38.5776/40.5366/49.7/39.407/40.9296/48.5677/No EMA 200 Target,35.68/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/37.26,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets),37.0
"DIS, Long, 2026-01-31 (Price: 112.8)",No Exit Yet,"-5.98%, 24 days","80.0%, Past 64 years, 20","Monthly, was CONFIRMED on 2026-01-31",Already confirmed,"2026-02-24 (Price: 106.05), 5.98% below",24 days,Upmove Bounce Back,50% (Price: 102.395),3.57% above,"2025-04-30 (Price: 80.1), 2025-06-30 (Price: 124.69)",30.57%/6.96%/23.02%,"18.11%, 60.42%",4.2 years/1 month/11.1 months,2032-01-30/2026-03-15/2027-05-28,7.35%,7.97%,-0.62%,0.97,0.4,129.3139/138.7666/139.55/168.455/207.5364/245.6322/113.32,90.95/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/No EMA 200 Support,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets),113.44
"GBPUSD=X, Long, 2026-01-31 (Price: 1.3806)",No Exit Yet,"-2.26%, 24 days","83.33%, Past 56 years, 6","Monthly, was CONFIRMED on 2026-01-31",Already confirmed,"2026-02-24 (Price: 1.3494), 2.26% below",24 days,Upmove Bounce Back,23.66% (Price: 1.271),6.17% above,"2022-09-30 (Price: 1.0379), 2024-09-30 (Price: 1.3433)",3.79%/3.79%/3.79%,"0.37%, 7.17%",2.9 years/2.9 years/2.9 years,2030-03-23 (Max),4.04%,-0.96%,5.0%,0.36,-0.64,1.3879/1.4329/1.56/No Horizontal Resistance/2.4831/2.6524/No EMA 200 Target,1.24/1.1912/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/1.34,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets),1.3475
"NZDCAD=X, Long, 2026-01-31 (Price: 0.8195)",No Exit Yet,"-0.49%, 24 days","76.92%, Past 22 years, 13","Monthly, was CONFIRMED on 2026-01-31",Already confirmed,"2026-02-24 (Price: 0.8155), 0.49% below",24 days,Upmove Bounce Back,78.6% (Price: 0.8038),1.46% above,"2023-12-31 (Price: 0.7882), 2024-09-30 (Price: 0.8609)",20.75%/1.64%/9.84%,"3.81%, 24.45%",7.4 years/1 year/3.2 years,2036-08-24/2027-07-06/2030-08-26,0.56%,-0.19%,0.75%,0.44,-0.46,0.8673/0.9001/0.86/0.8586/1.0924/1.3117/No EMA 200 Target,0.79/0.7834/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/0.81,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets),0.7896
"NVO, Long, 2026-01-31 (Price: 59.43)",No Exit Yet,"-35.07%, 24 days","100.0%, Past 44 years, 14","Monthly, was CONFIRMED on 2026-01-31",Already confirmed,"2026-02-24 (Price: 38.59), 35.07% below",24 days,Upmove Bounce Back,78.6% (Price: 43.8439),11.98% below,"2016-11-30 (Price: 15.445), 2024-06-30 (Price: 148.15)",42.36%/20.21%/26.41%,"-0.0%, 47.55%",3.3 years/4 months/1.3 year,2030-10-17/2026-07-23/2027-12-09,10.33%,9.37%,0.96%,1.75,0.5,72.7067/75.1255/139.05/139.01/157.4212/201.8641/No EMA 200 Target,47.07/45.4025/51.1046/45.3824/No F-Track Level/No F-Track Level/57.58,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets),51.61
