Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-11-28 (Price: 683.39)",No Exit Yet,"0.0%, 0 days","90.48%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-11-28 (Price: 683.39), 0.0% below",0 days,No Information,"^GSPC, Tangent Case",No Information,No Information,No Information,No Information,10.23%/0.46%/4.63%,"5.53%, 12.25%",4.1 months/1.5 month/2.5 months,2026-05-26/2026-01-30/2026-03-16,8.38%,12.23%,-3.85%,0.78,0.56,740.9314/715.031/737.061/No Horizontal Resistance/737.061/912.7117/No Moving Avg Target,505.28/412.1625/594.461/499.7412/608.8798/559.2126/616.06,88.89%/27/2.9 months (Across ALL Assets),85.45%/55/2.5 months (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-11-28 (Price: 37.23)",No Exit Yet,"0.0%, 0 days","88.89%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-11-28 (Price: 37.23), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.39% above/0.0% below/0.0% below,26.0%/1.9%/9.06%,"53.48%, 76.43%",4.3 months/24 days/1.8 month,2026-06-02/2026-01-01/2026-02-15,4.38%,15.83%,-11.45%,0.07,0.55,39.3074/40.603/51.08/No Horizontal Resistance/48.884/73.5584/No Moving Avg Target,34.92/11.7733/33.6344/24.2096/30.6746/26.0131/33.64,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"DBC, Long, 2025-11-28 (Price: 23.06)",No Exit Yet,"0.0%, 0 days","85.71%, Past 4 years, 21","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-11-28 (Price: 23.06), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,1.32% above/0.0% below/0.0% below,5.33%/1.09%/2.64%,"7.94%, 13.15%",2.4 months/4 days/19 days,2026-03-10/2025-12-03/2025-12-25,11.28%,6.28%,5.0%,0.33,0.21,23.4889/23.6688/23.61/28.58/48.2362/53.5099/No Moving Avg Target,22.52/19.55/No F-Stack Support/No F-Stack Support/23.7971/24.2624/22.08,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
OSCILLATOR DELTA,"TFII.TO, Long, 2025-11-28 (Price: 121.87)",No Exit Yet,"0.0%, 0 days","85.19%, Past 6 years, 27","Daily, is Confirmed on 2025-11-28",No Cancellation Possible,"2025-11-28 (Price: 121.87), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,30.6%/5.59%/11.26%,"25.08%, 28.63%",2 months/1 day/22 days,2026-02-22/2025-11-29/2025-12-29,34.87%,19.04%,15.83%,0.15,0.63,124.9777/135.5926/127.96/219.9933/218.6478/242.6984/123.45,No Recent Minima/102.925/108.3725/94.3258/142.8914/146.3214/No Moving Avg Support,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"TD, Long, 2025-11-28 (Price: 83.93)",No Exit Yet,"0.0%, 0 days","82.35%, Past 4 years, 34","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-11-28 (Price: 83.93), 0.0% below",0 days,No Information,No Information,No Information,No Information,No Information,0.59% above/0.0% below/0.0% below,8.23%/0.22%/2.92%,"19.84%, 40.97%",2.4 months/4 days/11 days,2026-03-10/2025-12-03/2025-12-13,2.49%,5.91%,-3.43%,0.02,0.2,86.9179/86.3808/86.32/No Horizontal Resistance/92.1326/106.6129/No Moving Avg Target,81.32/54.526/76.2219/67.0746/77.0128/75.6468/70.82,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"TSLA, Long, 2025-11-28 (Price: 430.17)",No Exit Yet,"0.0%, 0 days","80.65%, Past 15 years, 31","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-11-28 (Price: 430.17), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 375.7432), 14.49% above, Upmove Bounce Back","2019-06-09 (Price: 11.7993), 2024-12-22 (Price: 488.54)",No Information,6815.74%/3.62%/968.91%,"19.51%, 72.25%",6.4 years/3.1 months/2.1 years,2035-01-31/2026-04-13/2028-12-01,14.07%,45.46%,-31.4%,0.27,1.18,475.682/4598.1301/716.21/No Horizontal Resistance/461.2057/510.3573/No Moving Avg Target,391.09/181.0784/117.6011/73.4077/397.0397/340.8091/340.42,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"META, Short, 2025-11-28 (Price: 647.95)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 5","Monthly, was CONFIRMED on 2025-11-07",No Cancellation Possible,"2025-11-28 (Price: 647.95), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 628.6993), 3.06% above, Upmove Break Below","2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",No Information,32.63%/3.19%/11.97%,"-0.0%, 32.63%",2.2 months/20 days/1.2 month,2026-03-02/2025-12-26/2026-01-20,94.49%,5.3%,89.19%,0.68,0.8,579.1377/570.3904/223.05/280.19/627.6205/591.2141/No Moving Avg Target,773.44/280.19/627.6205/591.2141/646.7986/617.1746/673.05,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2025-11-28 (Price: 53.44)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2025-11-28 (Price: 53.44), 0.0% below",0 days,No Information,No Information,No Information,"50.0% (Price: 53.39), 0.09% above, Upmove Break Below","2022-06-30 (Price: 16.78), 2025-11-28 (Price: 90.0)",No Information,22.05%/16.72%/18.57%,"0%, 22.05%",6.5 months/2.2 months/3.3 months,2026-09-06/2026-03-02/2026-04-18,14.54%,5.4%,9.14%,7.65,0.48,57.5976/43.5162/9.51/16.82/48.0625/43.9946/43.11,63.3/16.82/48.0625/43.9946/53.39/44.75/No Moving Avg Support,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-11-28 (Price: 107.58)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 23 years, 7","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2025-11-28 (Price: 107.58), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 106.2331), 1.27% above, Upmove Break Below","2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,57.17%/10.52%/34.09%,"-0.0%, 57.17%",2.2 months/2.2 months/2.2 months,2026-03-03/2026-03-02/2026-03-02,106.75%,5.4%,101.35%,1.28,0.89,206.8548/70.906/36.87/34.8663/101.6781/77.3488/No Moving Avg Target,133.91/34.8663/101.6781/77.3488/106.2331/89.0986/113.39,0.0%/1/3 months (Across ALL Assets),53.33%/15/3.1 months (Across ALL Assets)
FRACTAL TRACK,"KWEB, Short, 2025-11-28 (Price: 37.57)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 12 years, 9","Monthly, was CONFIRMED on 2025-11-20",No Cancellation Possible,"2025-11-28 (Price: 37.57), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 37.1791), 1.05% above, Upmove Break Below","2022-10-31 (Price: 17.22), 2025-10-31 (Price: 43.365)",No Information,10.4%/3.11%/6.98%,"19.33%, 16.82%",2.2 months/21 days/1.2 month,2026-03-03/2025-12-28/2026-01-19,21.98%,5.3%,16.68%,0.3,0.14,34.5343/34.9476/21.88/24.5062/No F-Stack Support/No F-Stack Support/36.31,42.01/24.5062/No F-Stack Support/No F-Stack Support/39.3865/41.3508/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-11-28 (Price: 107.58)",No Exit Yet,"-0.0%, 0 days","87.5%, Past 23 years, 16","Monthly, was CONFIRMED on 2025-11-24",No Cancellation Possible,"2025-11-28 (Price: 107.58), 0.0% below",0 days,No Information,No Information,No Information,"23.66% (Price: 106.2331), 1.27% above, Upmove Break Below","2022-05-31 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,51.8%/3.55%/19.68%,"21.42%, 51.8%",2.1 months/20 days/27 days,2026-02-28/2025-12-26/2026-01-06,107.65%,5.4%,102.25%,0.58,0.92,198.0978/86.4083/36.87/34.8663/101.6781/77.3488/No Moving Avg Target,133.91/34.8663/101.6781/77.3488/106.2331/89.0986/113.39,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
