Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2023-12-31 (Price: 78.03)",Monthly,No Exit Yet,85.1229 (Backtested Min),No Date Target,1.23%/8.43%,"8.11%, 2.2 years","2026-02-24 (Price: 84.36), 8.11% above",102.3051 (Historic Rise or Fall to Pivot)/91.4746 (Avg % Gain of Historic Winning trades)/124.56 (Function Specific Target)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/103.2025 (Backtested Max),No Next Date Target,38.63/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level/70.09,"100.0%, Past 20 years, 14",77.26,No Information,No Information,No Information,No Information,No Information,8.11% above/8.99% above/8.11% above,32.26%/9.09%/17.23%,"-0.0%, 18.24%",1.4 year/5 months/8.2 months,13.63%,14.53%,-0.9%,2.3,0.72,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
FRACTAL TRACK,"DOL.TO, Long, 2026-02-03 (Price: 187.65)",Daily,No Exit Yet,195.7002 (Historic Rise or Fall to Pivot),No Date Target,0.61%/4.19%,"4.65%, 21 days","2026-02-24 (Price: 196.37), 4.65% above",204.5948 (Avg % Gain of Historic Winning trades)/259.67 (Function Specific Target)/197.56 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/209.6801 (Backtested Max),2027-01-29 (Max)/2026-03-03 (Min)/2026-06-13 (Avg),183.5/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.19%, Past 5 years, 27",187.4,No Information,No Information,No Information,"23.66% (Price: 181.5609), 8.16% above, Upmove Bounce Back","2023-12-15 (Price: 89.93), 2025-12-11 (Price: 209.96)",No Information,11.74%/1.29%/9.03%,"4.51%, 11.58%",8.3 months/20 days/3 months,30.23%,20.61%,9.62%,1.18,1.4,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
DELTADRIFT,"DOL.TO, Long, 2026-01-23 (Price: 192.22)",Daily,No Exit Yet,No Price Target,2026-02-23 (Max),0.28%/0.61%,"2.16%, 1.1 month","2026-02-24 (Price: 196.37), 2.16% above",212.0955 (Historic Rise or Fall to Pivot)/198.2557 (Avg % Gain of Historic Winning trades)/205.18 (Function Specific Target)/197.56 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/198.8708 (Backtested Max)/196.9102 (Backtested Min),No Next Date Target,180.3/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/189.15,"80.0%, Past 4 years, 5",193.26,No Information,No Information,No Information,No Information,No Information,No Information,3.46%/2.44%/3.14%,"4.54%, 4.54%",22 days/3 days/8 days,6.16%,20.38%,-14.22%,0.47,1.39,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,2026-02-24 (Price: 196.37),No Price Target,No Date Target,4.06%/6.89%,"11.26%, 9 months","2026-02-24 (Price: 196.37), 11.26% above",209.8938 (Historic Rise or Fall to Pivot)/204.3517 (Avg % Gain of Historic Winning trades)/279.99 (Function Specific Target)/294.0831 (F-Stack 2)/220.0779 (Backtested Max),2026-11-03 (Max)/2026-07-09 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 9",170.49,No Information,No Information,No Information,No Information,No Information,11.26% above/14.51% above/11.26% above,24.69%/6.61%/15.78%,"0%, 12.12%",1 year/5 months/9.3 months,8.62%,19.19%,-10.57%,2.59,1.27,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-11-23 (Price: 197.68)",Weekly,No Exit Yet,No Price Target,2026-02-22 (Min),8.67%/11.46%,"-0.66%, 3.1 months","2026-02-24 (Price: 196.37), 0.66% below",218.8713 (Historic Rise or Fall to Pivot)/213.3956 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/253.2874 (Backtested Max),2026-07-15 (Max)/2026-04-02 (Avg),174.88/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/189.15,"84.81%, Past 10 years, 79",194.41,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,No Exit Yet,95.0177 (F-Stack 1)/95.9858 (Backtested Min),No Date Target,5.98%/6.73%,"19.86%, 3.9 months","2026-02-24 (Price: 95.42), 19.86% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 27.42% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-02-24 (Price: 95.42),95.0177 (F-Stack 1)/94.6354 (Backtested Min),No Date Target,4.49%/5.22%,"21.57%, 8 months","2026-02-24 (Price: 95.42), 21.57% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 54.51% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-02-01 (Price: 91.3)",Weekly,2026-02-24 (Price: 95.42),No Price Target,No Date Target,5.44%/6.76%,"4.51%, 23 days","2026-02-24 (Price: 95.42), 4.51% above",101.8725 (Historic Rise or Fall to Pivot)/100.6126 (Avg % Gain of Historic Winning trades)/115.15 (Function Specific Target)/123.2166 (F-Stack 2)/113.1207 (Backtested Max),2027-07-07 (Max)/2026-03-25 (Min)/2026-08-24 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/79.76,"84.62%, Past 10 years, 26",88.65,No Information,No Information,No Information,No Information,No Information,4.51% above/4.51% above/4.51% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-11 (Price: 88.81)",Weekly,2026-02-24 (Price: 95.42),No Price Target,No Date Target,2.57%/3.85%,"7.44%, 1.5 month","2026-02-24 (Price: 95.42), 7.44% above",99.0942 (Historic Rise or Fall to Pivot)/97.8686 (Avg % Gain of Historic Winning trades)/111.17 (Function Specific Target)/123.2166 (F-Stack 2)/110.0356 (Backtested Max),2027-06-16 (Max)/2026-03-04 (Min)/2026-08-03 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,"84.62%, Past 10 years, 26",86.08,No Information,No Information,No Information,No Information,No Information,7.44% above/8.9% above/7.44% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",Monthly,2026-02-24 (Price: 213.84),No Price Target,No Date Target,17.54%/58.08%,"21.29%, 6.9 months","2026-02-24 (Price: 213.84), 21.29% above",338.0392 (Historic Rise or Fall to Pivot)/355.6878 (Avg % Gain of Historic Winning trades)/251.3512 (F-Stack 2)/512.4979 (Backtested Max),2029-02-23 (Max)/2026-03-09 (Min)/2026-11-12 (Avg),97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,"87.5%, Past 20 years, 16",138.77,No Information,No Information,No Information,No Information,No Information,93.12% above/48.34% above/21.29% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-02-29 (Price: 192.53)",Monthly,2026-02-24 (Price: 213.84),No Price Target,No Date Target,72.62%/81.64%,"11.07%, 2 years","2026-02-24 (Price: 213.84), 11.07% above",369.1378 (Historic Rise or Fall to Pivot)/388.41 (Avg % Gain of Historic Winning trades)/559.6462 (Backtested Max),2027-09-24 (Max),60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/124.45,"87.5%, Past 20 years, 16",169.27,No Information,No Information,No Information,No Information,No Information,45.06% above/17.58% above/11.07% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-01-31 (Price: 167.69)",Monthly,2026-02-24 (Price: 213.84),No Price Target,No Date Target,50.35%/58.2%,"27.52%, 2.1 years","2026-02-24 (Price: 213.84), 27.52% above",321.512 (Historic Rise or Fall to Pivot)/338.2978 (Avg % Gain of Historic Winning trades)/487.4413 (Backtested Max),2027-08-26 (Max),60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/116.01,"87.5%, Past 20 years, 16",144.28,No Information,No Information,No Information,No Information,No Information,45.06% above/46.29% above/27.52% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-20 (Price: 62.08)",Daily,No Exit Yet,No Price Target,2026-02-25 (Min),1.09%/2.99%,"-0.27%, 4 days","2026-02-24 (Price: 61.91), 0.27% below",67.7231 (Historic Rise or Fall to Pivot)/63.7624 (Avg % Gain of Historic Winning trades)/64.11 (Function Specific Target)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.6796 (Backtested Max)/62.5828 (Backtested Min),2026-03-20 (Max)/2026-02-25 (Min)/2026-03-06 (Avg),58.87/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.53,"100.0%, Past 4 years, 13",61.93,No Information,No Information,No Information,No Information,No Information,1.51% above/0.27% below/0.27% below,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,11.13%,4.24%,6.89%,0.97,0.2,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-12 (Price: 60.61)",Daily,No Exit Yet,No Price Target,2026-02-26 (Avg),0.55%/6.73%,"2.14%, 12 days","2026-02-24 (Price: 61.91), 2.14% above",66.1194 (Historic Rise or Fall to Pivot)/62.2525 (Avg % Gain of Historic Winning trades)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/66.077 (Backtested Max),2026-03-12 (Max)/2026-02-26 (Avg),60.19/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.11,"100.0%, Past 4 years, 13",59.18,No Information,No Information,No Information,No Information,No Information,2.14% above/2.14% above/2.14% above,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,11.13%,4.24%,6.89%,0.97,0.2,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-08-10 (Price: 57.24)",Weekly,2026-02-22 (Price: 62.08),62.2886 (Avg % Gain of Historic Winning trades),No Date Target,8.51%/32.82%,"8.16%, 6.6 months","2026-02-24 (Price: 61.91), 8.16% above",82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.1769 (Backtested Max),2026-11-17 (Max),35.9/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/41.89,"95.65%, Past 10 years, 23",55.02,No Information,No Information,No Information,No Information,No Information,13.91% above/8.16% above/8.16% above,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,-0.68%,2.1%,-2.78%,0.55,0.05,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",Monthly,No Exit Yet,No Price Target,2026-02-24 (Min),33.06%/39.3%,"-8.85%, 2.9 months","2026-02-24 (Price: 1428.8), 8.85% below",2292.7823 (Historic Rise or Fall to Pivot)/1990.2548 (Avg % Gain of Historic Winning trades)/2292.59 (Function Specific Target)/2250.6285 (F-Stack 1)/2387.5727 (F-Stack 2)/2233.6875 (Backtested Max)/1901.2207 (Backtested Min),2028-03-13 (Max)/2026-10-08 (Avg),1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1451.73,"90.0%, Past 48 years, 10",1486.0,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 8.01% above, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/26.97%,"6.47%, 28.2%",1.6 year/2 months/7.2 months,11.26%,13.7%,-2.44%,1.21,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"RELIANCE.NS, Long, 2024-02-29 (Price: 1460.8)",Monthly,No Exit Yet,No Price Target,2026-02-26 (Max),9.7%/10.26%,"-2.19%, 2 years","2026-02-24 (Price: 1428.8), 2.19% below",2144.8926 (Historic Rise or Fall to Pivot)/1725.643 (Avg % Gain of Historic Winning trades)/1575.43 (Function Specific Target)/2250.6285 (F-Stack 2)/2080.9096 (Backtested Max)/1567.4384 (Backtested Min),2026-02-26 (Max),1071.86/853.4344/1393.886/957.4297/No F-Track Level/No F-Track Level/1244.6,"100.0%, Past 20 years, 13",1435.0,No Information,No Information,No Information,No Information,No Information,0.15% above/2.19% below/2.19% below,42.45%/7.3%/18.13%,"-0.0%, 36.79%",1.4 year/7.1 months/1.1 year,7.63%,11.53%,-3.9%,1.41,0.59,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
