Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-06-30 (Price: 40.83)",Monthly,No Exit Yet,46.7626 (Avg % Gain of Historic Winning trades),No Date Target,7.18%/7.32%,"12.93%, 7.8 months","2026-02-19 (Price: 46.11), 12.93% above",49.42 (Function Specific Target)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2)/49.5554 (Backtested Max),2033-12-01 (Max)/2026-10-25 (Min)/2027-12-03 (Avg),29.46/29.48/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.31%, Past 27 years, 13",40.785,No Information,No Information,No Information,"38.2% (Price: 36.2348), 27.25% above, Upmove Bounce Back","2023-10-31 (Price: 27.385), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,5.35%,2.87%,2.48%,1.11,0.06,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2026-02-10 (Price: 44.2)",Daily,2026-02-18 (Price: 45.61),No Price Target,2026-02-18 (Min),7.32%/41.5%,"4.32%, 9 days","2026-02-19 (Price: 46.11), 4.32% above",49.4858 (F-Stack 1)/65.2454 (F-Stack 2),2026-06-11 (Max)/2026-03-16 (Avg),42.56/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/42.6,"85.19%, Past 4 years, 27",43.75,No Information,No Information,No Information,No Information,No Information,6.37% above/4.32% above/4.32% above,4.38%/0.62%/2.23%,"10.13%, 19.69%",2.8 months/6 days/24 days,8.66%,2.65%,6.01%,0.1,0.09,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"XLU, Long, 2026-01-28 (Price: 43.33)",Daily,2026-02-19 (Price: 46.11),No Price Target,No Date Target,2.52%/7.14%,"6.42%, 22 days","2026-02-19 (Price: 46.11), 6.42% above",47.273 (Avg % Gain of Historic Winning trades)/49.4 (Function Specific Target)/49.4858 (F-Stack 1)/65.2454 (F-Stack 2)/55.0941 (Backtested Max),2026-12-28 (Max)/2026-05-20 (Avg),No Recent Minima/29.8725/35.4254/30.3912/No F-Track Level/No F-Track Level/42.78,"80.0%, Past 6 years, 15",43.5,No Information,No Information,No Information,No Information,No Information,No Information,27.15%/5.01%/9.1%,"11.19%, 14.07%",7.7 months/10 days/2.6 months,16.95%,4.08%,12.87%,0.47,0.18,100.0%/41/27 days (Across ALL Assets),83.5%/400/27 days (Across ALL Assets)
DELTADRIFT,"BTC-USD, Long, 2026-02-06 (Price: 70555.3906)",Daily,No Exit Yet,No Price Target,2026-02-20 (Avg),8.15%/8.48%,"-5.18%, 13 days","2026-02-19 (Price: 66899.125), 5.18% below",72573.2748 (Historic Rise or Fall to Pivot)/74760.4919 (Avg % Gain of Historic Winning trades)/73666.88 (Function Specific Target)/124582.2656 (Horizontal)/136097.3501 (F-Stack 1)/177421.0223 (F-Stack 2)/99636.58 (EMA 200)/78810.3713 (Backtested Max)/72354.5531 (Backtested Min),2026-04-29 (Max)/2026-02-20 (Avg),62702.1/18304.4229/57447.2152/51395.9501/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 4 years, 15",62704.4531,No Information,No Information,No Information,No Information,No Information,No Information,11.7%/2.55%/5.96%,"26.18%, 26.18%",1.9 month/2 days/10 days,6.02%,14.76%,-8.74%,0.14,0.5,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Exit Yet,No Price Target,2026-02-20 (Max),92.08%/103.44%,"-36.07%, 8.8 months","2026-02-19 (Price: 66899.125), 36.07% below",360750.2922 (Historic Rise or Fall to Pivot)/283025.1161 (Avg % Gain of Historic Winning trades)/128503.09 (Function Specific Target)/136097.3501 (F-Stack 2)/404352.9859 (Backtested Max)/155178.2931 (Backtested Min),2026-02-20 (Max),16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level/94736.72,"100.0%, Past 20 years, 5",94212.8594,No Information,No Information,No Information,No Information,No Information,28.99% below/36.07% below/36.07% below,286.43%/48.3%/170.48%,"-0.0%, 15.0%",6.1 months/5.1 months/5.8 months,56.19%,37.5%,18.69%,0.89,1.29,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-12 (Price: 60.61)",Daily,No Exit Yet,No Price Target,2026-02-17 (Min),0.18%/1.26%,"0.63%, 7 days","2026-02-19 (Price: 60.99), 0.63% above",66.1194 (Historic Rise or Fall to Pivot)/62.2525 (Avg % Gain of Historic Winning trades)/61.76 (Function Specific Target)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/66.077 (Backtested Max)/61.1009 (Backtested Min),2026-03-12 (Max)/2026-02-26 (Avg),60.19/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.11,"100.0%, Past 4 years, 13",59.18,No Information,No Information,No Information,No Information,No Information,0.63% above/0.63% above/0.63% above,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,11.13%,4.24%,6.89%,0.97,0.2,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-08-10 (Price: 57.24)",Weekly,2026-02-19 (Price: 60.99),No Price Target,No Date Target,2.13%/10.14%,"6.55%, 6.4 months","2026-02-19 (Price: 60.99), 6.55% above",62.2886 (Avg % Gain of Historic Winning trades)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.1769 (Backtested Max),2026-11-17 (Max),35.9/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/41.89,"95.65%, Past 10 years, 23",55.02,No Information,No Information,No Information,No Information,No Information,12.22% above/6.55% above/6.55% above,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,-0.68%,2.1%,-2.78%,0.55,0.05,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"ATD.TO, Long, 2025-05-31 (Price: 71.15)",Monthly,No Exit Yet,85.51 (Horizontal)/85.3936 (F-Stack 1)/85.4583 (Backtested Min),No Date Target,14.26%/15.89%,"18.26%, 8.8 months","2026-02-19 (Price: 84.14), 18.26% above",97.5111 (Avg % Gain of Historic Winning trades)/122.48 (Function Specific Target)/96.14 (F-Stack 2)/121.7946 (Backtested Max),2027-05-29 (Max)/2026-04-04 (Avg),70.97/42.44/59.8475/53.4732/No F-Track Level/No F-Track Level/No EMA 200 Support,"75.0%, Past 37 years, 8",71.96,No Information,No Information,No Information,"23.66% (Price: 67.0289), 25.53% above, Upmove Bounce Back","2008-07-31 (Price: 1.72), 2024-02-29 (Price: 87.27)",No Information,71.18%/20.11%/37.05%,"19.57%, 21.5%",1.4 year/3.1 months/7.1 months,7.71%,15.49%,-7.78%,0.49,0.78,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
FRACTAL TRACK,"ATD.TO, Long, 2025-09-30 (Price: 74.25)",Quarterly,No Exit Yet,85.3936 (F-Stack 1),No Date Target,1.63%/9.54%,"13.32%, 4.7 months","2026-02-19 (Price: 84.14), 13.32% above",92.1665 (Historic Rise or Fall to Pivot)/102.8066 (Avg % Gain of Historic Winning trades)/125.58 (Function Specific Target)/85.51 (Horizontal)/96.14 (F-Stack 2)/103.5045 (Backtested Max)/101.4255 (Backtested Min),2028-04-25 (Max)/2027-08-08 (Min)/2027-11-21 (Avg),67.69/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/72.68,"100.0%, Past 37 years, 4",67.86,No Information,No Information,No Information,"23.66% (Price: 67.0289), 25.53% above, Upmove Bounce Back","2008-09-30 (Price: 1.72), 2024-03-31 (Price: 87.27)",No Information,39.4%/36.6%/38.46%,"-0.0%, 19.07%",1.8 year/1.3 year/1.5 year,8.92%,15.67%,-6.75%,1.46,0.72,100.0%/3/1.4 year (Across ALL Assets),100.0%/1/1.5 year (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-02-12 (Price: 11.3)",Daily,No Exit Yet,No Price Target,2026-02-20 (Min),2.89%/4.06%,"-1.95%, 7 days","2026-02-19 (Price: 11.08), 1.95% below",11.8119 (Historic Rise or Fall to Pivot)/11.7644 (Avg % Gain of Historic Winning trades)/12.23 (Function Specific Target)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/11.53 (EMA 200)/12.3712 (Backtested Max)/11.4006 (Backtested Min),2026-07-05 (Max)/2026-02-20 (Min)/2026-03-31 (Avg),10.83/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Support,"96.15%, Past 4 years, 26",11.27,No Information,No Information,No Information,No Information,No Information,1.77% below/1.95% below/1.95% below,9.48%/0.89%/4.11%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.16%,8.14%,7.02%,0.86,0.43,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
SIGMASHELL,"IFT.NZ, Long, 2025-12-02 (Price: 11.75)",Daily,No Exit Yet,No Price Target,2026-02-18 (Min),7.63%/10.08%,"-5.7%, 2.6 months","2026-02-19 (Price: 11.08), 5.7% below",12.1965 (Historic Rise or Fall to Pivot)/13.1835 (Avg % Gain of Historic Winning trades)/18.927 (Function Specific Target)/11.925 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/14.1658 (Backtested Max)/12.321 (Backtested Min),2026-06-02 (Max)/2026-03-24 (Avg),11.39/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.54,"100.0%, Past 5 years, 9",11.58,"-3.31, 87.5%",No Information,No Information,No Information,No Information,No Information,20.56%/4.86%/12.2%,"0%, 16.37%",4.2 months/1.8 month/2.6 months,30.94%,8.0%,22.94%,2.04,0.45,75.47%/53/4.6 months (Across ALL Assets),71.43%/224/3.8 months (Across ALL Assets)
FRACTAL TRACK,"MFT.NZ, Long, 2026-02-17 (Price: 62.5)",Daily,No Exit Yet,64.81 (EMA 200),No Date Target,1.18%/8.19%,"3.38%, 2 days","2026-02-19 (Price: 64.61), 3.38% above",65.375 (Avg % Gain of Historic Winning trades)/69.9 (Function Specific Target)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/70.9062 (Backtested Max),2028-07-22 (Max)/2026-03-07 (Min)/2026-11-30 (Avg),62.0/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 12",63.41,No Information,No Information,No Information,"61.8% (Price: 62.0801), 4.08% above, Upmove Bounce Back","2025-07-31 (Price: 57.37), 2026-01-14 (Price: 69.7)",No Information,13.45%/0.01%/4.6%,"-0.0%, 26.79%",1.7 year/13 days/6.6 months,6.61%,0.8%,5.81%,0.39,0.01,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2025-12-28 (Price: 69.01)",Weekly,No Exit Yet,No Price Target,2026-02-18 (Min),8.71%/13.29%,"-6.38%, 1.8 month","2026-02-19 (Price: 64.61), 6.38% below",73.1989 (Historic Rise or Fall to Pivot)/73.2955 (Avg % Gain of Historic Winning trades)/87.47 (Function Specific Target)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/78.3471 (Backtested Max)/70.2384 (Backtested Min),2027-09-14 (Max)/2026-05-29 (Avg),58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.83,"91.3%, Past 10 years, 23",68.29,No Information,No Information,No Information,No Information,No Information,5.35% below/6.38% below/6.38% below,13.53%/1.78%/6.21%,"5.83%, 27.74%",1.2 year/1.2 month/3.5 months,8.44%,10.06%,-1.62%,1.12,0.58,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,2026-02-19 (Price: 96.6),95.0177 (F-Stack 1)/95.9858 (Backtested Min),No Date Target,4.69%/5.42%,"21.34%, 3.7 months","2026-02-19 (Price: 96.6), 21.34% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 28.99% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-02-19 (Price: 96.6),95.0177 (F-Stack 1),No Date Target,3.22%/3.94%,"23.07%, 7.8 months","2026-02-19 (Price: 96.6), 23.07% above",99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 56.42% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
DELTADRIFT,"SUM.NZ, Long, 2026-02-19 (Price: 10.51)",Daily,No Exit Yet,No Price Target,2026-02-20 (Min),1.29%/2.32%,"0.0%, 0 days","2026-02-19 (Price: 10.51), 0.0% below",10.6456 (Historic Rise or Fall to Pivot)/10.9062 (Avg % Gain of Historic Winning trades)/10.78 (Function Specific Target)/12.55 (Horizontal)/16.7981 (F-Stack 1)/18.5763 (F-Stack 2)/11.51 (EMA 200)/11.0849 (Backtested Max)/10.7538 (Backtested Min),2026-05-16 (Max)/2026-02-20 (Min)/2026-03-18 (Avg),10.42/9.1367/8.9354/8.0661/No support/No support/No EMA 200 Support,"71.43%, Past 4 years, 14",10.41,No Information,No Information,No Information,No Information,No Information,No Information,5.47%/2.32%/3.77%,"6.69%, 10.0%",2 months/1 day/19 days,5.72%,-0.28%,6.0%,0.18,-0.09,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
DELTADRIFT,"SUM.NZ, Long, 2026-02-10 (Price: 11.25)",Daily,2026-02-17 (Price: 10.46),No Price Target,No Date Target,8.42%/9.51%,"-6.58%, 9 days","2026-02-19 (Price: 10.51), 6.58% below",11.3951 (Historic Rise or Fall to Pivot)/11.6741 (Avg % Gain of Historic Winning trades)/11.53 (Function Specific Target)/12.64 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/11.51 (EMA 200)/11.8654 (Backtested Max)/11.511 (Backtested Min),2026-05-07 (Max)/2026-03-09 (Avg),11.13/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"71.43%, Past 4 years, 14",11.16,No Information,No Information,No Information,No Information,No Information,No Information,5.47%/2.32%/3.77%,"6.69%, 10.0%",2 months/1 day/19 days,5.72%,-0.28%,6.0%,0.18,-0.09,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
