"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"ETH-USD, Long, 2025-12-10 (Price: 3325.3901)",No Exit Yet,"-7.28%, 2 days","92.86%, Past 4 years, 42","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-12 (Price: 3083.262), 7.28% below",2 days,"4, 2025-09-29 (Price: 4217.3418)",2025-12-09 (Price: 3321.115),2025-12-10 (Price: 3325.3901),3/2/2 days,7.16% below/7.28% below/7.28% below,2025-09-29 (Price: 4957.0403)/2025-12-10 (Price: 3140.6592),39.76%/1.01%/13.37%,"17.31%, 42.86%",3 days/5 days/23 days,2026-04-19/2025-12-17/2026-01-12,60.18%,45.2%,14.98%,0.97,1.15,4053.318/3769.9948/3860.56/4922.7188/4887.278/5298.9816/3550.99,2800.19/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"ABNB, Long, 2025-12-10 (Price: 127.57)",No Exit Yet,"0.64%, 2 days","88.89%, Past 4 years, 18","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-12 (Price: 128.39), 0.64% above",2 days,"0, 2024-02-26 (Price: 149.27)",2025-12-09 (Price: 125.39),2025-12-10 (Price: 127.57),3/2/2 days,2.39% above/0.64% above/0.64% above,2024-02-26 (Price: 192.9862)/2025-12-10 (Price: 124.1457),13.07%/1.63%/7.15%,"39.55%, 57.01%",3 days/6 days/26 days,2026-04-28/2025-12-18/2026-01-16,10.28%,-2.98%,13.26%,0.22,0.05,126.8939/136.6913/140.59/178.025/223.5359/256.334/No EMA 200 Target,111.54/99.795/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/126.77,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"MX.TO, Long, 2025-12-10 (Price: 54.01)",No Exit Yet,"0.35%, 2 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-12 (Price: 54.2), 0.35% above",2 days,"2, 2025-09-16 (Price: 54.14)",2025-12-09 (Price: 54.14),2025-12-10 (Price: 54.01),3/2/2 days,0.11% above/0.35% above/0.35% above,2025-09-16 (Price: 58.0859)/2025-12-10 (Price: 53.1714),8.52%/0.48%/4.54%,"6.93%, 41.4%",3 days/6 days/1 day,2026-05-15/2025-12-18/2026-01-26,15.61%,-0.38%,15.99%,1.09,0.16,60.0537/56.4621/54.09/73.435/104.8718/122.9238/No EMA 200 Target,48.06/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/48.98,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"^TNX, Long, 2025-12-08 (Price: 4.172)",No Exit Yet,"0.53%, 4 days","90.62%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-08",Already confirmed,"2025-12-12 (Price: 4.194), 0.53% above",4 days,"6, 2025-03-21 (Price: 4.252)",2025-12-05 (Price: 4.139),2025-12-08 (Price: 4.172),7/4/4 days,1.33% above/0.53% above/0.53% above,2025-03-21 (Price: 4.7122)/2025-12-08 (Price: 4.12),14.35%/1.59%/5.42%,"7.92%, 30.24%",2 days/6 days/19 days,2026-03-09/2025-12-16/2026-01-04,26.36%,9.62%,16.74%,0.75,0.51,4.6939/4.3981/4.22/4.6918/17.4008/18.8284/4.25,4.0/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"BNS.TO, Long, 2025-12-08 (Price: 99.39)",No Exit Yet,"0.78%, 4 days","93.1%, Past 4 years, 29","Daily, is CONFIRMED on 2025-12-08",Already confirmed,"2025-12-12 (Price: 100.17), 0.78% above",4 days,"2, 2025-10-08 (Price: 88.42)",2025-12-08 (Price: 99.39),2025-12-08 (Price: 99.39),4/4/4 days,0.78% above/0.78% above/0.78% above,2025-10-08 (Price: 89.7202)/2025-12-08 (Price: 98.7121),4.49%/0.55%/2.32%,"5.65%, 21.81%",3 days/6 days/22 days,2026-04-30/2025-12-16/2026-01-08,6.73%,3.09%,3.64%,0.73,0.12,106.2976/101.6958/105.97/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,88.42/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.2,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"BNS.TO, Long, 2025-12-07 (Price: 99.26)",No Exit Yet,"0.92%, 5 days","100.0%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-12 (Price: 100.17), 0.92% above",5 days,"2, 2024-10-13 (Price: 72.18)",2025-11-30 (Price: 96.94),2025-12-02 (Price: 98.72),12/10/5 days,3.33% above/1.47% above/0.92% above,2024-10-13 (Price: 75.69)/2025-12-07 (Price: 94.2113),12.4%/0.79%/4.02%,"0%, 33.13%",1 day/28 days/3 days,2027-07-03/2026-01-16/2026-04-25,7.58%,2.54%,5.04%,1.18,0.04,103.8557/103.2503/115.51/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,63.97/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.06,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"BAC, Long, 2025-12-07 (Price: 53.95)",No Exit Yet,"2.21%, 5 days","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-12 (Price: 55.14), 2.21% above",5 days,"2, 2025-01-05 (Price: 44.81)",2025-12-07 (Price: 53.95),2025-12-05 (Price: 53.95),5/7/5 days,2.21% above/2.21% above/2.21% above,2025-01-05 (Price: 47.0713)/2025-12-07 (Price: 53.4227),16.63%/0.1%/7.69%,"5.06%, 34.47%",8 days/1 day/3 days,2026-12-07/2026-01-28/2026-04-25,6.48%,6.95%,-0.47%,0.61,0.35,56.5558/58.0988/59.43/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,48.65/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/46.62,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"MCD, Long, 2025-12-07 (Price: 311.23)",No Exit Yet,"1.76%, 5 days","100.0%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-12 (Price: 316.72), 1.76% above",5 days,"2, 2025-06-22 (Price: 287.46)",2025-12-07 (Price: 311.23),2025-12-05 (Price: 311.23),5/7/5 days,1.76% above/1.76% above/1.76% above,2025-06-22 (Price: 329.8643)/2025-12-07 (Price: 307.0986),10.85%/0.38%/4.66%,"0%, 16.82%",10 days/1 day/4 days,2027-02-27/2026-01-28/2026-06-24,9.08%,6.77%,2.31%,1.49,0.4,333.7008/325.7333/325.49/321.3575/370.0426/590.3302/No EMA 200 Target,297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"FBU.NZ, Long, 2025-12-07 (Price: 3.64)",No Exit Yet,"0.55%, 5 days","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-12 (Price: 3.66), 0.55% above",5 days,"4, 2024-07-21 (Price: 3.31)",2025-12-07 (Price: 3.64),2025-12-07 (Price: 3.64),5/5/5 days,0.55% above/0.55% above/0.55% above,2024-07-21 (Price: 3.5705)/2025-12-07 (Price: 3.3277),5.66%/3.22%/4.85%,"41.61%, 51.08%",1 day/3 days/10 days,2027-07-03/2026-05-08/2027-02-14,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.5239/3.8165/3.84/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.5015/3.1474/No F-Track Level/No F-Track Level/3.2,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"IFT.NZ, Long, 2025-12-07 (Price: 11.78)",No Exit Yet,"-3.4%, 5 days","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-12 (Price: 11.38), 3.4% below",5 days,"0, 2021-08-15 (Price: 7.51)",2025-12-07 (Price: 11.78),2025-12-05 (Price: 11.78),5/7/5 days,3.4% below/3.4% below/3.4% below,2021-08-15 (Price: 15.2992)/2025-12-07 (Price: 11.6078),32.14%/0.49%/7.8%,"0%, 24.36%",1 day/1 day/4 days,2027-07-03/2026-02-05/2026-06-29,9.48%,8.73%,0.75%,1.08,0.54,12.839/12.6988/14.34/11.925/18.927/29.733/No EMA 200 Target,11.55/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.34,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"WIPRO.NS, Long, 2025-12-03 (Price: 254.69)",2025-12-09 (Price: 257.41),"1.07%, 6 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-12 (Price: 260.6), 2.32% above",9 days,"8, 2025-05-09 (Price: 242.01)",2025-12-02 (Price: 250.17),2025-12-03 (Price: 254.69),10/9/9 days,4.17% above/2.32% above/2.32% above,2025-05-09 (Price: 280.1774)/2025-12-03 (Price: 249.3043),12.97%/1.07%/3.55%,"4.22%, 15.72%",2 days/6 days/22 days,2026-04-03/2025-12-11/2026-01-03,15.14%,9.33%,5.81%,1.08,0.49,272.8749/263.7315/262.3/366.6625/412.2037/473.5829/255.05,236.49/187.6063/216.7036/198.5041/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"SLV, Long, 2025-12-01 (Price: 52.52)",2025-12-12 (Price: 56.1) (Today),"6.82%, 11 days","100.0%, Past 4 years, 9","Daily, is CONFIRMED on 2025-12-01",Already confirmed,"2025-12-12 (Price: 56.1), 6.82% above",11 days,"2, 2025-10-09 (Price: 44.71)",2025-11-26 (Price: 48.4),2025-12-01 (Price: 52.52),16/11/11 days,15.91% above/6.82% above/6.82% above,2025-10-09 (Price: 49.3947)/2025-12-01 (Price: 48.3526),9.5%/2.69%/4.56%,"0%, 15.17%",3 days/8 days/26 days,2026-04-10/2025-12-12/2026-01-07,16.09%,13.98%,2.11%,1.95,0.71,56.6061/54.9149/57.21/No Horizontal Resistance/48.7992/52.3128/No EMA 200 Target,45.3/18.99/45.3667/37.8142/No F-Track Level/No F-Track Level/35.39,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"JETS, Long, 2025-12-01 (Price: 26.2)",2025-12-08 (Price: 27.43),"4.69%, 7 days","80.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-12-01",Already confirmed,"2025-12-12 (Price: 28.28), 7.94% above",11 days,"2, 2025-10-09 (Price: 24.83)",2025-12-01 (Price: 26.2),2025-12-01 (Price: 26.2),11/11/11 days,7.94% above/7.94% above/7.94% above,2025-10-09 (Price: 25.5514)/2025-12-01 (Price: 25.9916),8.17%/0.83%/3.6%,"14.2%, 35.94%",2 days/8 days/22 days,2026-03-06/2025-12-12/2026-01-01,-14.22%,-2.09%,-12.13%,0.14,0.02,26.1424/27.1432/27.02/27.1773/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,23.68/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.56,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"CNR.TO, Long, 2025-12-01 (Price: 133.81)",2025-12-08 (Price: 136.2),"1.79%, 7 days","88.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-12-01",Already confirmed,"2025-12-12 (Price: 134.71), 0.67% above",11 days,"0, 2024-02-15 (Price: 174.92)",2025-11-27 (Price: 131.82),2025-12-01 (Price: 133.81),15/11/11 days,2.19% above/0.67% above/0.67% above,2024-02-15 (Price: 198.739)/2025-12-01 (Price: 132.1121),6.98%/0.37%/2.17%,"18.84%, 26.48%",2 days/4 days/16 days,2026-04-01/2025-12-06/2025-12-24,5.85%,1.19%,4.66%,0.01,-0.01,138.6807/136.7137/158.48/173.435/218.156/349.4971/136.95,128.08/127.762/86.815/55.8095/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
"GOOG, Long, 2025-11-30 (Price: 320.12)",No Exit Yet,"-3.0%, 12 days","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-12 (Price: 310.52), 3.0% below",12 days,"2, 2025-05-18 (Price: 167.43)",2025-11-23 (Price: 299.65),2025-11-30 (Price: 320.12),19/12/12 days,3.63% above/3.0% below/3.0% below,2025-05-18 (Price: 168.6944)/2025-11-30 (Price: 304.0583),19.02%/3.15%/10.32%,"-0.0%, 15.08%",6 days/1 day/1 day,2026-08-22/2026-01-21/2026-02-20,15.16%,15.34%,-0.18%,1.56,0.83,377.3575/353.1564/411.73/No Horizontal Resistance/285.4807/322.8294/No EMA 200 Target,147.74/84.51/240.3589/219.0619/No F-Track Level/No F-Track Level/203.2,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
"HDFCBANK.NS, Long, 2025-11-30 (Price: 1007.6)",No Exit Yet,"-0.61%, 12 days","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-12 (Price: 1001.5), 0.61% below",12 days,"0, 2020-11-30 (Price: 720.425)",2025-11-30 (Price: 1007.6),2025-11-28 (Price: 1007.6),12/14/12 days,0.61% below/0.61% below/0.61% below,2020-11-30 (Price: 763.4559)/2025-11-30 (Price: 979.6324),23.14%/5.97%/13.11%,"11.13%, 17.76%",9 days/5 days/6 days,2026-12-30/2026-07-05/2026-08-26,11.02%,13.41%,-2.39%,0.59,0.75,1218.9945/1139.6964/1179.9/1009.6/1098.0619/1305.7899/No EMA 200 Target,701.7/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"XIU.TO, Long, 2025-11-30 (Price: 46.43)",No Exit Yet,"0.58%, 12 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-12 (Price: 46.7), 0.58% above",12 days,"2, 2023-05-31 (Price: 29.68)",2025-09-30 (Price: 44.77),2025-11-24 (Price: 45.37),73/18/12 days,4.31% above/2.93% above/0.58% above,2023-05-31 (Price: 31.8)/2025-11-30 (Price: 43.425),12.69%/8.05%/10.4%,"6.95%, 19.49%",1 day/4 days/8 days,2027-08-17/2026-05-22/2026-11-30,6.01%,3.56%,2.45%,0.45,0.12,51.0823/51.2587/56.48/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/41.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
"IEI, Long, 2025-11-30 (Price: 120.26)",No Exit Yet,"-0.75%, 12 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-12 (Price: 119.36), 0.75% below",12 days,"2, 2024-09-30 (Price: 119.61)",2025-11-30 (Price: 120.26),2025-11-21 (Price: 120.08),12/21/12 days,0.75% below/0.6% below/0.75% below,2024-09-30 (Price: 120.33)/2025-11-30 (Price: 119.47),1.93%/1.13%/1.45%,"15.13%, 15.6%",11 days/6 days/8 days,2027-03-31/2026-08-22/2026-11-16,1.43%,0.7%,0.73%,-0.36,-0.87,123.3146/122.0038/120.65/129.9625/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/118.54,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
