Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2025-12-16 (Price: 657.15)",No Exit Yet,"1.11%, 2 days","80.0%, Past 5 years, 10","Daily, was CONFIRMED on 2025-12-16",Already confirmed,"2025-12-18 (Price: 664.45), 1.11% above",2 days,No Information,No Information,No Information,"23.66% (Price: 634.4653), 4.73% above, Upmove Bounce Back","2022-12-20 (Price: 112.46), 2025-08-15 (Price: 796.25)",No Information,11.18%/3.89%/9.7%,"3.02%, 27.47%",4 months/11 days/2.4 months,2026-06-07/2025-12-31/2026-03-30,26.51%,13.27%,13.24%,0.96,0.62,694.0161/720.8936/1067.42/No Horizontal Resistance/842.484/1305.5879/671.11,589.15/276.89/556.264/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"NVDA, Long, 2025-12-16 (Price: 177.72)",No Exit Yet,"-2.01%, 2 days","95.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-12-16",Already confirmed,"2025-12-18 (Price: 174.14), 2.01% below",2 days,No Information,No Information,No Information,"78.6% (Price: 174.3677), 0.13% below, Upmove Bounce Back","2025-09-05 (Price: 164.07), 2025-10-29 (Price: 212.19)",No Information,16.19%/10.04%/11.72%,"6.56%, 60.82%",1.4 year/5 days/2.5 months,2027-12-14/2025-12-23/2026-04-03,41.13%,44.79%,-3.66%,2.14,1.73,221.0304/198.5488/206.59/No Horizontal Resistance/239.8943/283.6698/No EMA 200 Target,175.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/157.21,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
DELTADRIFT,"CAD=X, Long, 2025-12-16 (Price: 1.3769)",No Exit Yet,"-0.09%, 1 day","81.82%, Past 4 years, 11","Daily, was CONFIRMED on 2025-12-16",Already confirmed,"2025-12-17 (Price: 1.3756), 0.09% below",1 day,No Information,No Information,No Information,No Information,No Information,No Information,1.24%/0.49%/0.73%,"1.99%, 2.15%",26 days/2 days/10 days,2026-01-22/2025-12-18/2025-12-30,5.03%,1.76%,3.27%,0.25,-0.29,1.3973/1.387/1.39/1.3921/No Next Fib Ext/No Next Fib Ext/1.39,No support/1.2339/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
TRENDPULSE,"^TNX, Long, 2025-12-15 (Price: 4.182)",No Exit Yet,"-1.58%, 3 days","90.62%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-15",Already confirmed,"2025-12-18 (Price: 4.116), 1.58% below",3 days,No Information,No Information,No Information,No Information,No Information,0.6% below/1.58% below/1.58% below,14.35%/1.59%/5.42%,"7.92%, 30.24%",2.1 months/6 days/19 days,2026-03-16/2025-12-23/2026-01-11,26.36%,9.62%,16.74%,0.75,0.51,4.7052/4.4087/4.23/4.6918/17.4008/18.8284/4.24,4.0/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"IFT.NZ, Long, 2025-12-15 (Price: 11.3)",No Exit Yet,"-5.31%, 3 days","84.21%, Past 5 years, 19","Daily, was CONFIRMED on 2025-12-15",Already confirmed,"2025-12-18 (Price: 10.7), 5.31% below",3 days,No Information,No Information,No Information,"50% (Price: 11.435), 6.43% below, Upmove Bounce Back","2025-06-11 (Price: 10.02), 2025-11-13 (Price: 12.85)",No Information,14.62%/1.62%/8.47%,"0.96%, 12.64%",8.6 months/20 days/3.2 months,2026-12-23/2026-01-12/2026-05-03,20.51%,6.63%,13.88%,1.02,0.36,11.6254/12.2571/13.0/11.925/18.927/29.733/11.38,10.25/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Support,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Long, 2025-12-15 (Price: 222.94)",No Exit Yet,"0.03%, 3 days","85.71%, Past 5 years, 14","Daily, was CONFIRMED on 2025-12-15",Already confirmed,"2025-12-18 (Price: 223.0), 0.03% above",3 days,No Information,No Information,No Information,"50% (Price: 223.09), 0.04% below, Upmove Bounce Back","2025-10-30 (Price: 204.5), 2025-12-02 (Price: 241.68)",No Information,12.1%/10.05%/11.03%,"1.1%, 48.71%",2.1 years/26 days/4.6 months,2028-12-14/2026-01-21/2026-07-02,27.71%,0.9%,26.81%,1.63,0.03,238.256/247.5303/245.25/256.6133/367.2583/388.6839/No EMA 200 Target,221.25/190.7867/147.1212/139.9966/No F-Track Level/No F-Track Level/215.42,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
FRACTAL TRACK,"MSE.PA, Long, 2025-12-15 (Price: 64.11)",No Exit Yet,"-0.19%, 3 days","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2025-12-15",Already confirmed,"2025-12-18 (Price: 63.99), 0.19% below",3 days,No Information,No Information,No Information,"23.66% (Price: 62.9255), 1.69% above, Upmove Bounce Back","2025-08-01 (Price: 57.2), 2025-11-13 (Price: 64.7)",No Information,10.86%/2.75%/8.53%,"0%, 23.33%",1.6 year/1.3 month/5.5 months,2028-03-28/2026-02-09/2026-08-10,22.9%,9.15%,13.75%,2.88,0.6,66.1679/69.5786/68.61/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,61.34/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/59.88,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
DELTADRIFT,"MEL.NZ, Long, 2025-12-15 (Price: 5.46)",2025-12-16 (Price: 5.6),"2.56%, 1 day","83.33%, Past 4 years, 6","Daily, was CONFIRMED on 2025-12-15",Already confirmed,"2025-12-18 (Price: 5.48), 0.37% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,4.7%/2.65%/3.63%,"5.86%, 6.64%",23 days/6 days/13 days,2026-01-17/2025-12-23/2026-01-02,8.78%,3.44%,5.34%,0.55,0.16,5.8586/5.6582/5.76/6.825/7.4565/8.4213/5.72,5.44/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/No EMA 200 Support,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-12-14 (Price: 116.7)",No Exit Yet,"-1.6%, 4 days","86.36%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-18 (Price: 114.83), 1.6% below",4 days,No Information,No Information,No Information,No Information,No Information,3.91% above/1.6% below/1.6% below,10.45%/2.48%/5.29%,"1.31%, 24.69%",1.5 year/28 days/5.7 months,2028-02-04/2026-01-23/2026-08-18,8.78%,8.74%,0.04%,1.42,0.53,124.1221/122.8734/156.43/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,101.18/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.71,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"MFT.NZ, Long, 2025-12-14 (Price: 67.4)",No Exit Yet,"0.52%, 4 days","90.91%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-18 (Price: 67.75), 0.52% above",4 days,No Information,No Information,No Information,No Information,No Information,0.52% above/0.74% above/0.52% above,13.53%/1.78%/5.86%,"5.83%, 27.74%",1.2 year/28 days/4.4 months,2027-08-31/2026-01-23/2026-06-23,9.15%,10.41%,-1.26%,1.17,0.61,72.5831/71.3496/70.16/85.45/105.252/119.9356/No EMA 200 Target,58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/63.86,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-14 (Price: 125.8)",No Exit Yet,"1.34%, 4 days","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-12-12",Already confirmed,"2025-12-18 (Price: 127.49), 1.34% above",4 days,No Information,No Information,No Information,No Information,No Information,1.34% above/3.26% above/1.34% above,12.32%/1.31%/6.58%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,2028-07-09/2026-01-23/2026-07-06,7.49%,5.65%,1.84%,1.01,0.31,134.9205/134.0776/141.61/No Horizontal Resistance/128.6672/152.0396/No EMA 200 Target,81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/100.5,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-12-14 (Price: 478.53)",No Exit Yet,"1.14%, 4 days","100.0%, Past 20 years, 16","Weekly, was CONFIRMED on 2025-12-14",Already confirmed,"2025-12-18 (Price: 483.98), 1.14% above",4 days,No Information,No Information,No Information,"38.2% (Price: 474.9779), 1.9% above, Upmove Bounce Back","2025-04-13 (Price: 344.79), 2025-08-03 (Price: 555.45)",No Information,25.02%/6.95%/15.92%,"0%, 45.68%",3.7 years/1.4 month/11.4 months,2031-03-27/2026-02-12/2027-04-23,11.58%,10.65%,0.93%,3.32,0.59,511.6443/554.712/604.93/554.585/553.3726/615.9924/No EMA 200 Target,472.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/473.58,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
TRENDPULSE,"ABNB, Long, 2025-12-11 (Price: 128.0)",2025-12-17 (Price: 133.78),"4.52%, 6 days","88.89%, Past 4 years, 18","Daily, is CONFIRMED on 2025-12-11",Already confirmed,"2025-12-18 (Price: 133.99), 4.68% above",7 days,No Information,No Information,No Information,No Information,No Information,5.03% above/4.68% above/4.68% above,13.07%/1.63%/7.15%,"39.55%, 57.01%",3.2 months/6 days/26 days,2026-04-29/2025-12-19/2026-01-17,10.28%,-2.98%,13.26%,0.22,0.05,127.3216/137.152/142.44/178.025/223.5359/256.334/No EMA 200 Target,111.54/99.795/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/126.69,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"ABNB, Long, 2025-12-10 (Price: 127.57)",2025-12-17 (Price: 133.78),"4.87%, 7 days","88.89%, Past 4 years, 18","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-18 (Price: 133.99), 5.03% above",8 days,No Information,No Information,No Information,No Information,No Information,6.86% above/5.03% above/5.03% above,13.07%/1.63%/7.15%,"39.55%, 57.01%",3.2 months/6 days/26 days,2026-04-28/2025-12-18/2026-01-16,10.28%,-2.98%,13.26%,0.22,0.05,126.8939/136.6913/140.59/178.025/223.5359/256.334/No EMA 200 Target,111.54/99.795/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/126.77,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2025-12-08 (Price: 99.39)",2025-12-15 (Price: 100.55),"1.17%, 7 days","93.1%, Past 4 years, 29","Daily, is CONFIRMED on 2025-12-08",Already confirmed,"2025-12-18 (Price: 99.34), 0.05% below",10 days,No Information,No Information,No Information,No Information,No Information,0.05% below/0.05% below/0.05% below,4.49%/0.55%/2.32%,"5.65%, 21.81%",3.3 months/6 days/22 days,2026-04-30/2025-12-16/2026-01-08,6.73%,3.09%,3.64%,0.73,0.12,106.2976/101.6958/105.97/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,88.42/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.2,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-05 (Price: 122.2)",2025-12-15 (Price: 126.75),"3.72%, 10 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-18 (Price: 127.49), 4.33% above",13 days,No Information,No Information,No Information,No Information,No Information,6.16% above/4.33% above/4.33% above,4.43%/0.31%/2.53%,"4.88%, 19.34%",1.4 month/4 days/12 days,2026-02-03/2025-12-10/2025-12-22,5.23%,5.65%,-0.42%,1.2,0.29,127.4424/125.2917/134.15/No Horizontal Resistance/128.6672/152.0396/No EMA 200 Target,113.54/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/99.51,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-12-04 (Price: 114.84)",2025-12-17 (Price: 115.66),"0.71%, 13 days","100.0%, Past 4 years, 23","Daily, is CONFIRMED on 2025-12-04",Already confirmed,"2025-12-18 (Price: 114.83), 0.01% below",14 days,No Information,No Information,No Information,No Information,No Information,0.37% above/0.01% below/0.01% below,4.8%/0.97%/2.87%,"-0.0%, 26.01%",2.6 months/6 days/21 days,2026-03-26/2025-12-12/2026-01-03,12.68%,12.5%,0.18%,2.03,0.74,120.3179/118.1359/121.73/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,100.61/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.14,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-12-03 (Price: 114.41)",2025-12-17 (Price: 115.66),"1.09%, 14 days","100.0%, Past 4 years, 23","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-18 (Price: 114.83), 0.37% above",15 days,No Information,No Information,No Information,No Information,No Information,0.37% above/0.37% above/0.37% above,4.8%/0.97%/2.87%,"-0.0%, 26.01%",2.6 months/6 days/21 days,2026-03-25/2025-12-11/2026-01-02,12.68%,12.5%,0.18%,2.03,0.74,119.8674/117.6936/123.47/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,100.61/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/98.09,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-11-30 (Price: 1007.6)",No Exit Yet,"-2.77%, 18 days","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-18 (Price: 979.7), 2.77% below",18 days,No Information,No Information,No Information,No Information,No Information,2.77% below/2.77% below/2.77% below,23.14%/5.97%/13.11%,"11.13%, 17.76%",9.1 months/5 months/6.2 months,2026-12-30/2026-07-05/2026-08-26,11.02%,13.41%,-2.39%,0.59,0.75,1218.9945/1139.6964/1179.9/1009.6/1098.0619/1305.7899/No EMA 200 Target,701.7/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-11-30 (Price: 46.43)",No Exit Yet,"0.51%, 18 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-18 (Price: 46.665), 0.51% above",18 days,No Information,No Information,No Information,No Information,No Information,4.23% above/2.85% above/0.51% above,12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-08-17/2026-05-22/2026-11-30,6.01%,3.56%,2.45%,0.45,0.12,51.0823/51.2587/56.48/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/41.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"IEI, Long, 2025-11-30 (Price: 120.26)",No Exit Yet,"-0.34%, 18 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-18 (Price: 119.85), 0.34% below",18 days,No Information,No Information,No Information,No Information,No Information,0.34% below/0.19% below/0.34% below,1.93%/1.13%/1.45%,"15.13%, 15.6%",11.2 months/6.1 months/8.1 months,2027-03-31/2026-08-22/2026-11-16,1.43%,0.7%,0.73%,-0.36,-0.87,123.3146/122.0038/120.65/129.9625/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/118.54,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
