Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-03-27 (Price: 11.71)",No Exit Yet,"0.0%, 3 days","96.15%, Past 4 years, 26","Daily, is CONFIRMED on 2026-03-27",Already confirmed,"2026-03-30 (Price: 11.71), 0.0% below",3 days,11.39,No Information,No Information,No Information,No Information,No Information,4.74% above/0.0% below/0.0% below,9.48%/0.89%/4.11%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,2026-08-17/2026-04-04/2026-05-13,15.16%,8.14%,7.02%,0.86,0.43,12.2405/12.1913/12.36/12.825/18.927/29.733/No EMA 200 Target,10.65/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.52,91.76%/279/1.3 month (Across ALL Assets),80.08%/512/1.4 month (Across ALL Assets)
DELTADRIFT,"DOL.TO, Long, 2026-03-27 (Price: 166.76)",No Exit Yet,"0.76%, 3 days","80.0%, Past 4 years, 5","Daily, was CONFIRMED on 2026-03-27",Already confirmed,"2026-03-30 (Price: 168.02), 0.76% above",3 days,168.42,No Information,No Information,No Information,No Information,No Information,No Information,3.46%/2.44%/3.14%,"4.54%, 4.54%",22 days/3 days/8 days,2026-04-27/2026-03-31/2026-04-07,6.16%,20.38%,-14.22%,0.47,1.39,184.003/171.9963/178.0/197.56/294.0831/455.769/191.06,163.59/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,69.85%/136/15 days (Across ALL Assets),71.95%/524/16 days (Across ALL Assets)
OSCILLATOR DELTA,"DOL.TO, Long, 2026-03-26 (Price: 168.84)",No Exit Yet,"-0.49%, 4 days","88.24%, Past 6 years, 17","Daily, is Confirmed on 2026-03-26",No Cancellation Possible,"2026-03-30 (Price: 168.02), 0.49% below",4 days,171.36,No Information,No Information,No Information,No Information,No Information,No Information,21.22%/5.64%/10.31%,"10.55%, 13.94%",5.8 months/2 days/2.3 months,2026-12-03/2026-03-28/2026-07-03,19.66%,19.52%,0.14%,0.91,1.22,181.7563/186.2474/177.28/197.56/294.0831/455.769/191.06,No Recent Minima/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,97.5%/40/29 days (Across ALL Assets),78.29%/410/26 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2026-03-26 (Price: 61.52)",No Exit Yet,"0.72%, 4 days","92.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-03-26",Already confirmed,"2026-03-30 (Price: 61.96), 0.72% above",4 days,60.67,No Information,No Information,No Information,No Information,No Information,1.84% above/0.72% above/0.72% above,6.25%/0.35%/2.8%,"17.66%, 40.87%",3.5 months/6 days/1 month,2026-08-25/2026-04-03/2026-05-08,9.51%,8.03%,1.48%,0.31,0.41,64.9528/63.2426/81.83/No Horizontal Resistance/72.1064/81.0569/No EMA 200 Target,55.6/37.6833/54.1372/37.4998/No F-Track Level/No F-Track Level/46.72,91.76%/279/1.3 month (Across ALL Assets),80.08%/512/1.4 month (Across ALL Assets)
FRACTAL TRACK,"ASHR, Long, 2026-03-26 (Price: 31.91)",No Exit Yet,"0.94%, 4 days","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2026-03-26",Already confirmed,"2026-03-30 (Price: 32.21), 0.94% above",4 days,32.09,No Information,No Information,No Information,"23.66% (Price: 31.7285), 1.52% above, Upmove Bounce Back","2025-04-07 (Price: 23.27), 2026-01-12 (Price: 34.35)",No Information,17.94%/2.73%/10.86%,"-0.0%, 32.83%",2.3 years/1.7 month/10.3 months,2029-07-05/2026-06-07/2027-06-16,18.64%,-2.16%,20.8%,1.79,-0.19,No Target/35.3754/38.56/39.9467/60.2967/80.3432/No EMA 200 Target,31.79/23.36/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/31.8,91.63%/263/5.4 months (Across ALL Assets),45.28%/53/5.8 months (Across ALL Assets)
FRACTAL TRACK,"BTI, Long, 2026-03-25 (Price: 58.45)",No Exit Yet,"-0.33%, 5 days","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2026-03-25",Already confirmed,"2026-03-30 (Price: 58.26), 0.33% below",5 days,58.145,No Information,No Information,No Information,"50% (Price: 58.2488), 0.02% above, Upmove Bounce Back","2026-01-07 (Price: 53.28), 2026-02-25 (Price: 63.2176)",No Information,11.33%/1.41%/8.86%,"-0.0%, 37.23%",3.3 years/1.4 month/1.2 year,2030-12-09/2026-05-24/2027-12-10,11.0%,5.81%,5.19%,1.67,0.3,63.1786/63.6287/64.41/59.135/82.226/92.0468/No EMA 200 Target,57.37/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/55.49,91.63%/263/5.4 months (Across ALL Assets),45.28%/53/5.8 months (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2025-09-30 (Price: 76.4)",2026-03-30 (Price: 85.79),"12.29%, 6 months","100.0%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-03-30 (Price: 85.79), 12.29% above",6 months,64.39,No Information,No Information,No Information,No Information,No Information,35.81% above/14.88% above/12.29% above,64.32%/20.13%/42.14%,"-0.0%, 37.94%",1.5 year/6.1 months/10.4 months,2027-11-21/2026-06-22/2026-12-25,8.21%,3.31%,4.9%,1.9,0.2,96.6842/108.595/96.69/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,33.91/25.645/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/49.26,92.0%/75/11 months (Across ALL Assets),59.06%/127/9.8 months (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Short, 2026-03-30 (Price: 11.02)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 14 years, 4","Quarterly, is CONFIRMED on 2026-03-30",No Cancellation Possible,"2026-03-30 (Price: 11.02), 0.0% below",0 days,14.2475,No Information,No Information,No Information,"50.0% (Price: 12.16), 9.38% below, Upmove Break Below","2012-12-31 (Price: 1.82), 2025-12-31 (Price: 22.5)",No Information,18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-08-11 (Max),12.53%,5.4%,7.13%,1.47,0.38,9.9015/9.1014/-1.39/4.205/10.9987/9.1801/No EMA 200 Target,15.82/11.9025/22.5282/24.0279/No stop loss/No stop loss/13.55,100.0%/1/3 months (Across ALL Assets),36.36%/11/2.5 months (Across ALL Assets)
FRACTAL TRACK,"WIPRO.NS, Short, 2026-03-30 (Price: 187.64)",No Exit Yet,"-0.0%, 0 days","85.71%, Past 80 years, 7","Quarterly, is CONFIRMED on 2026-03-30",No Cancellation Possible,"2026-03-30 (Price: 187.64), 0.0% below",0 days,264.5,No Information,No Information,No Information,"88.6% (Price: 192.9404), 2.75% below, Upmove Break Below","2023-06-30 (Price: 176.0), 2025-03-31 (Price: 324.6)",No Information,29.71%/7.32%/15.86%,"11.67%, 29.71%",1.3 year/3 months/5.6 months,2028-02-05/2026-08-07/2026-11-28,7.99%,5.5%,2.49%,0.99,0.56,No Target/157.8803/98.48/187.6062/179.092/142.8471/No EMA 200 Target,301.85/366.6625/412.2037/473.5829/357.2745/377.3542/243.75,100.0%/1/3 months (Across ALL Assets),36.36%/11/2.5 months (Across ALL Assets)
TRENDPULSE,"ORCL, Short, 2026-03-30 (Price: 138.8)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 4 years, 9","Daily, is CONFIRMED on 2026-03-30",Already confirmed,"2026-03-30 (Price: 138.8), 0.0% below",0 days,140.04,No Information,No Information,No Information,No Information,No Information,2.81% below/0.0% below/0.0% below,15.65%/3.55%/6.53%,"13.18%, 19.61%",20 days/7 days/11 days,2026-04-27/2026-04-09/2026-04-14,11.64%,4.02%,7.62%,0.58,0.53,124.2815/129.7364/87.1/82.7925/129.2165/115.2661/No EMA 200 Target,163.12/No Horizontal Resistance/287.7444/314.8727/144.722/167.408/219.15,80.0%/5/14 days (Across ALL Assets),64.71%/17/20 days (Across ALL Assets)
