"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"BAC, Long, 2025-11-05 (Price: 52.45)",No Exit Yet,"0.0%, 0 days","100.0%, Past 39 years, 22","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 33.07 prior to 2025-12-31,"2025-11-05 (Price: 52.45), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 32.8474),59.68% above,"2011-12-31 (Price: 4.92), 2022-03-31 (Price: 50.11)",361.65%/15.25%/133.27%,"-0.0%, 59.29%",4305 days/587 days/1663 days,2042-12-01/2028-03-04/2032-06-09,5.77%,4.61%,1.16%,0.41,0.21,54.7316/122.3501/79.56/No Horizontal Resistance/60.5768/64.246,27.38/29.49/50.5717/44.5293/51.6314/53.8138,51.16/45.92,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"INFY, Long, 2025-11-05 (Price: 16.42)",No Exit Yet,"0.0%, 0 days","100.0%, Past 26 years, 11","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 15.82 prior to 2025-12-31,"2025-11-05 (Price: 16.42), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 15.5656),5.49% above,"2012-09-30 (Price: 4.7413), 2022-03-31 (Price: 26.39)",146.88%/22.51%/84.7%,"-0.0%, 40.77%",1369 days/783 days/1076 days,2031-04-10/2028-12-13/2030-02-10,12.46%,12.49%,-0.03%,0.37,0.38,16.6663/30.3277/29.41/23.796/25.6134/28.2828,16.27/16.074/15.2985/14.1529/16.6189/15.7269,16.81/18.13,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"IWM, Long, 2025-11-05 (Price: 244.68)",No Exit Yet,"0.0%, 0 days","100.0%, Past 25 years, 8","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 171.73 prior to 2025-12-31,"2025-11-05 (Price: 244.68), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 170.075),43.87% above,"2020-03-31 (Price: 95.69), 2021-12-31 (Price: 244.46)",56.32%/25.19%/40.76%,"-0.0%, 20.56%",716 days/715 days/715 days,2028-09-07/2028-09-05/2028-09-05,11.21%,6.21%,5.0%,0.5,0.2,236.3609/344.4116/333.94/244.72/270.9222/282.5179,164.92/162.3167/196.8345/160.6663/233.5959/221.8127,242.37/219.4,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"IFT.NZ, Long, 2025-11-05 (Price: 12.3)",No Exit Yet,"0.0%, 0 days","100.0%, Past 31 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 9.13 prior to 2025-12-31,"2025-11-05 (Price: 12.3), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 9.2141),33.49% above,"2016-12-31 (Price: 2.5393), 2024-12-31 (Price: 13.34)",103.41%/23.86%/63.63%,"-0.0%, 22.42%",978 days/717 days/847 days,2029-09-21/2028-09-08/2029-03-15,13.15%,12.57%,0.58%,0.46,0.51,14.1536/20.1265/18.78/No Horizontal Resistance/13.8771/15.9169,2.72/7.3167/11.3804/9.6206/14.3361/14.9482,12.25/11.27,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"SUM.NZ, Long, 2025-11-05 (Price: 11.85)",No Exit Yet,"0.0%, 0 days","100.0%, Past 14 years, 7","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 10.5 prior to 2025-12-31,"2025-11-05 (Price: 11.85), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 10.74),10.34% above,"2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",21.12%/21.12%/21.12%,"-0.0%, 38.76%",718 days/718 days/718 days,2028-09-09/2028-09-09/2028-09-09,7.04%,16.47%,-9.43%,0.34,0.57,11.7042/14.3527/15.09/13.345/16.7981/18.5763,8.8/9.1367/11.1928/8.9354/11.3772/10.74,11.16/11.49,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"BDGI.TO, Long, 2025-11-05 (Price: 73.99)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 33.62 prior to 2025-12-31,"2025-11-05 (Price: 73.99), 0.0% below",0 days,Upmove Bounce Back,61.8% (Price: 33.6027),120.19% above,"2022-03-31 (Price: 22.54), 2024-03-31 (Price: 51.5)",35.15%/35.15%/35.15%,"-0.0%, 52.34%",1108 days/1108 days/1108 days,2030-03-28/2030-03-28/2030-03-28,7.18%,12.22%,-5.04%,0.42,0.42,77.6303/99.9975/91.37/No Horizontal Resistance/87.1484/97.3919,26.66/24.32/73.041/66.9303/64.4766/58.5996,63.04/48.76,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"CNQ.TO, Long, 2025-11-05 (Price: 45.01)",No Exit Yet,"0.0%, 0 days","100.0%, Past 52 years, 9","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 34.92 prior to 2025-12-31,"2025-11-05 (Price: 45.01), 0.0% below",0 days,Upmove Bounce Back,23.66% (Price: 34.1015),31.99% above,"2020-03-31 (Price: 4.7992), 2022-06-30 (Price: 43.1832)",880.76%/124.37%/387.49%,"-0.0%, 59.43%",2087 days/1631 days/1891 days,2034-02-13/2032-04-24/2033-05-05,12.07%,13.02%,-0.95%,0.46,0.46,47.256/219.4192/68.04/51.51/57.5622/59.9244,42.8/34.9317/44.0597/41.1349/61.5996/64.7366,43.93/42.88,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"MX.TO, Long, 2025-11-05 (Price: 51.41)",No Exit Yet,"0.0%, 0 days","85.71%, Past 33 years, 7","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 36.1 prior to 2025-12-31,"2025-11-05 (Price: 51.41), 0.0% below",0 days,Upmove Bounce Back,61.8% (Price: 36.7101),40.04% above,"2020-03-31 (Price: 13.24), 2023-03-31 (Price: 74.68)",68.59%/44.74%/56.66%,"40.03%, 69.12%",1955 days/717 days/1336 days,2033-08-06/2028-09-08/2031-02-22,4.14%,4.51%,-0.37%,0.3,0.25,53.3636/80.5389/88.27/73.435/118.0011/153.5474,45.09/38.425/47.9234/44.2912/88.1361/94.2546,51.92/51.45,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"TFII.TO, Long, 2025-11-05 (Price: 125.38)",No Exit Yet,"0.0%, 0 days","100.0%, Past 25 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 102.57 prior to 2025-12-31,"2025-11-05 (Price: 125.38), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 100.7196),24.48% above,"2020-03-31 (Price: 23.21), 2021-12-31 (Price: 148.63)",171.07%/171.07%/171.07%,"-0.0%, 27.17%",717 days/717 days/717 days,2028-09-08/2028-09-08/2028-09-08,42.57%,12.24%,30.33%,0.5,0.41,134.3823/339.8676/200.63/219.9933/218.6478/242.6984,111.42/102.925/108.3725/94.3258/248.934/266.1435,128.2/129.86,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
"LYFT, Long, 2025-11-03 (Price: 20.95)",No Exit Yet,"-4.15%, 2 days","96.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-05 (Price: 20.08), 4.15% below",2 days,Upmove Bounce Back,38.2% (Price: 19.552),2.7% above,"2025-08-11 (Price: 13.165), 2025-09-17 (Price: 23.5)",52.96%/0.97%/21.59%,"5.88%, 53.48%",394 days/27 days/190 days,2027-05-27/2025-12-12/2026-08-05,19.21%,-6.72%,25.93%,0.41,0.2,20.8306/25.4731/27.15/57.19/81.0416/101.3843,19.75/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,20.02/15.42,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"SONY, Long, 2025-11-03 (Price: 27.95)",No Exit Yet,"0.47%, 2 days","89.47%, Past 5 years, 19","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-05 (Price: 28.08), 0.47% above",2 days,Upmove Bounce Back,38.2% (Price: 27.8032),1.0% above,"2025-07-16 (Price: 23.78), 2025-10-09 (Price: 30.29)",24.5%/7.06%/17.24%,"5.03%, 23.78%",183 days/63 days/95 days,2026-07-26/2026-02-02/2026-03-20,23.93%,9.83%,14.1%,0.54,0.36,28.6487/32.7686/31.86/No Horizontal Resistance/33.2191/35.3948,27.75/14.992/26.0795/24.8529/No F-Track Level/No F-Track Level,28.75/25.76,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"BIPC.TO, Long, 2025-11-03 (Price: 64.43)",No Exit Yet,"1.75%, 2 days","95.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-05 (Price: 65.56), 1.75% above",2 days,Upmove Bounce Back,23.66% (Price: 59.4945),10.2% above,"2023-10-30 (Price: 35.31), 2025-10-16 (Price: 66.99)",18.49%/5.22%/10.88%,"2.3%, 12.67%",110 days/13 days/51 days,2026-04-11/2025-11-21/2026-01-15,47.75%,4.17%,43.58%,0.53,0.14,64.604/71.44/83.44/66.5925/No Next Fib Ext/No Next Fib Ext,60.76/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,59.1/56.0,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"MX.TO, Long, 2025-11-03 (Price: 52.3)",No Exit Yet,"-1.7%, 2 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-05 (Price: 51.41), 1.7% below",2 days,Upmove Bounce Back,88.6% (Price: 46.0338),11.68% above,"2025-08-12 (Price: 44.57), 2025-10-07 (Price: 57.41)",56.52%/5.07%/26.08%,"-0.0%, 41.4%",715 days/33 days/192 days,2028-09-03/2025-12-20/2026-08-08,19.49%,7.34%,12.15%,0.51,0.31,52.4098/65.9398/60.0/73.435/104.8718/122.9238,47.41/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level,51.92/51.45,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"DIS, Long, 2025-11-02 (Price: 112.62)",No Exit Yet,"-1.12%, 2 days","92.86%, Past 20 years, 42","Weekly, was CONFIRMED on 2025-11-02",Already confirmed,"2025-11-05 (Price: 111.36), 1.12% below",2 days,Upmove Bounce Back,38.2% (Price: 107.6566),3.44% above,"2025-04-13 (Price: 80.1), 2025-07-06 (Price: 124.69)",338.75%/2.06%/55.12%,"7.93%, 55.37%",2544 days/29 days/449 days,2035-12-04/2025-12-14/2027-08-14,8.38%,7.54%,0.84%,0.32,0.27,115.4693/174.6961/139.37/168.455/207.5364/245.6322,109.19/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level,113.87/110.11,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"CNU.NZ, Long, 2025-11-02 (Price: 9.36)",No Exit Yet,"1.18%, 2 days","100.0%, Past 13 years, 24","Weekly, was CONFIRMED on 2025-11-02",Already confirmed,"2025-11-05 (Price: 9.47), 1.18% above",2 days,Upmove Bounce Back,38.2% (Price: 9.046),4.69% above,"2025-03-23 (Price: 7.535), 2025-09-07 (Price: 9.98)",167.25%/5.27%/46.32%,"-0.0%, 32.23%",1554 days/64 days/638 days,2031-12-31/2026-02-02/2028-05-14,7.15%,7.61%,-0.47%,0.46,0.27,9.681/13.6956/10.83/No Horizontal Resistance/10.0225/12.705,9.2/6.0983/9.3249/7.51/No F-Track Level/No F-Track Level,9.46/8.69,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
"BTC-USD, Long, 2025-11-01 (Price: 110064.0156)",No Exit Yet,"-5.52%, 2 days","93.75%, Past 5 years, 64","Daily, was CONFIRMED on 2025-11-01",Already confirmed,"2025-11-05 (Price: 103987.2031), 5.52% below",2 days,Upmove Bounce Back,23.66% (Price: 107961.6918),3.68% below,"2024-08-05 (Price: 49121.2383), 2025-10-06 (Price: 126198.0703)",133.41%/2.6%/33.78%,"10.03%, 72.69%",600 days/5 days/148 days,2028-03-19/2025-11-08/2026-06-03,16.74%,49.32%,-32.58%,0.38,0.92,114070.3458/147243.6401/156310.11/124582.2656/122105.3521/133759.1807,108305.55/18304.4229/88987.7198/76786.0499/No F-Track Level/No F-Track Level,113443.35/109961.97,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"BRK-B, Long, 2025-10-31 (Price: 477.54)",No Exit Yet,"2.35%, 3 days","92.31%, Past 29 years, 26","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-05 (Price: 488.77), 2.35% above",3 days,Upmove Bounce Back,23.66% (Price: 451.5539),8.24% above,"2020-03-31 (Price: 159.5), 2025-05-31 (Price: 542.07)",204.24%/9.94%/55.24%,"11.32%, 45.86%",3131 days/238 days/873 days,2038-03-31/2026-10-10/2029-04-17,5.06%,11.04%,-5.98%,0.48,0.46,510.2992/741.3331/707.08/488.245/630.85/709.9376,267.02/268.082/449.7662/405.99/No F-Track Level/No F-Track Level,493.58/494.7,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"-1.46%, 3 days","90.0%, Past 30 years, 30","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-05 (Price: 1043.75), 1.46% below",3 days,Upmove Bounce Back,38.2% (Price: 692.3064),50.76% above,"2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",569.94%/9.57%/122.25%,"6.56%, 50.14%",2240 days/173 days/587 days,2034-09-18/2026-07-08/2028-02-28,10.68%,20.11%,-9.43%,0.34,0.62,1116.6403/2354.1387/1715.43/No Horizontal Resistance/1091.1724/1155.2236,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level,936.93/779.75,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"SJ.TO, Long, 2025-10-31 (Price: 79.61)",No Exit Yet,"4.21%, 3 days","100.0%, Past 31 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-11-05 (Price: 82.96), 4.21% above",3 days,Upmove Bounce Back,23.66% (Price: 74.8871),10.78% above,"1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",7355.0%/9.52%/1157.17%,"-0.0%, 70.23%",3717 days/153 days/1242 days,2040-07-27/2026-06-09/2030-10-03,13.79%,17.66%,-3.88%,0.26,0.62,88.7492/1000.833/138.22/84.3925/95.0177/123.2166,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,79.2/74.55,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets)
"GLD, Long, 2025-10-30 (Price: 370.13)",No Exit Yet,"-0.98%, 4 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-10-30",Already confirmed,"2025-11-05 (Price: 366.51), 0.98% below",4 days,Upmove Bounce Back,23.66% (Price: 363.7476),0.76% above,"2024-11-14 (Price: 236.13), 2025-10-20 (Price: 403.3)",68.69%/1.34%/18.74%,"-0.0%, 21.03%",873 days/34 days/258 days,2029-04-16/2025-12-18/2026-11-07,10.57%,15.19%,-4.62%,0.41,0.8,374.2384/439.4924/470.43/No Horizontal Resistance/424.4974/624.146,363.0/150.8/301.1087/224.8487/No F-Track Level/No F-Track Level,353.76/308.22,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"WPM.TO, Long, 2025-10-30 (Price: 137.22)",No Exit Yet,"-0.63%, 4 days","97.3%, Past 5 years, 37","Daily, was CONFIRMED on 2025-10-30",Already confirmed,"2025-11-05 (Price: 136.35), 0.63% below",4 days,Upmove Bounce Back,38.2% (Price: 129.6661),5.15% above,"2024-12-30 (Price: 79.88), 2025-10-16 (Price: 160.44)",69.2%/2.13%/25.88%,"0.62%, 39.55%",788 days/15 days/182 days,2028-12-14/2025-11-20/2026-07-20,14.82%,17.12%,-2.29%,0.59,0.6,140.8152/172.7325/185.56/No Horizontal Resistance/178.0989/194.7923,132.14/52.782/125.9496/92.3678/No F-Track Level/No F-Track Level,144.34/121.11,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
"SLV, Long, 2025-10-29 (Price: 43.23)",No Exit Yet,"0.97%, 5 days","96.15%, Past 5 years, 26","Daily, was CONFIRMED on 2025-10-29",Already confirmed,"2025-11-05 (Price: 43.65), 0.97% above",5 days,Upmove Bounce Back,23.66% (Price: 41.9462),4.06% above,"2023-03-09 (Price: 18.38), 2025-10-16 (Price: 49.25)",53.49%/6.61%/24.46%,"7.24%, 37.46%",1125 days/18 days/381 days,2030-04-15/2025-11-24/2027-05-03,7.81%,14.3%,-6.49%,0.64,0.53,44.3064/53.8041/61.75/No Horizontal Resistance/48.7992/54.635,42.4/18.99/41.7135/37.8198/No F-Track Level/No F-Track Level,41.51/33.77,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
