Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2026-02-19 (Price: 37.6)",Daily,No Exit Yet,40.9296 (F-Stack 1),No Date Target,1.74%/18.46%,"9.04%, 7 days","2026-02-26 (Price: 41.0), 9.04% above",49.7 (Function Specific Target)/48.5677 (F-Stack 2)/41.7134 (Backtested Max),2030-11-05 (Max)/2026-03-31 (Min)/2027-09-15 (Avg),35.68/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/37.31,"90.0%, Past 5 years, 10",37.0,No Information,No Information,No Information,"23.66% (Price: 35.6878), 14.89% above, Upmove Bounce Back","2023-10-30 (Price: 20.29), 2025-11-26 (Price: 40.46)",No Information,10.94%/2.55%/7.81%,"1.6%, 46.76%",3.3 years/28 days/1.1 year,8.47%,1.81%,6.66%,1.1,0.09,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-05-11 (Price: 35.95)",Weekly,No Exit Yet,40.9296 (F-Stack 1)/41.4468 (Backtested Min),No Date Target,2.62%/5.12%,"14.05%, 9.7 months","2026-02-26 (Price: 41.0), 14.05% above",42.0723 (Avg % Gain of Historic Winning trades)/52.54 (Function Specific Target)/48.5677 (F-Stack 2)/43.1005 (Backtested Max),2029-07-01 (Max)/2026-12-05 (Avg),32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 20 years, 11",35.3,No Information,No Information,No Information,"23.66% (Price: 32.958), 24.4% above, Upmove Bounce Back","2018-12-16 (Price: 11.85), 2025-01-26 (Price: 39.5)",No Information,19.89%/15.29%/17.03%,"-0.0%, 42.34%",2.9 years/3.3 months/1.1 year,9.13%,8.49%,0.64%,1.13,0.45,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-31 (Price: 37.75)",Monthly,No Exit Yet,40.9296 (F-Stack 1),No Date Target,11.08%/11.69%,"8.61%, 1.9 month","2026-02-26 (Price: 41.0), 8.61% above",47.0516 (Historic Rise or Fall to Pivot)/45.7945 (Avg % Gain of Historic Winning trades)/49.28 (Function Specific Target)/48.5677 (F-Stack 2)/46.3306 (Backtested Max)/45.5416 (Backtested Min),2035-02-19 (Max)/2026-06-22 (Min)/2030-09-16 (Avg),33.54/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/37.31,"85.71%, Past 24 years, 7",37.5,No Information,No Information,No Information,"23.66% (Price: 34.9549), 17.29% above, Upmove Bounce Back","2023-10-31 (Price: 20.29), 2025-01-31 (Price: 39.5)",No Information,22.73%/20.64%/21.31%,"10.15%, 45.89%",6.4 years/4 months/3.3 years,4.68%,9.29%,-4.61%,0.75,0.49,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-02-18 (Price: 5.64)",Daily,No Exit Yet,No Price Target,2026-02-28 (Min),4.61%/5.13%,"-1.42%, 8 days","2026-02-26 (Price: 5.56), 1.42% below",5.8453 (Historic Rise or Fall to Pivot)/5.8165 (Avg % Gain of Historic Winning trades)/5.89 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/5.979 (Backtested Max),2027-02-13 (Max)/2026-02-28 (Min)/2026-06-24 (Avg),5.58/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.24%, Past 4 years, 34",5.6,No Information,No Information,No Information,No Information,No Information,0.71% below/1.42% below/1.42% below,6.01%/0.46%/3.13%,"6.51%, 16.22%",8.3 months/7 days/2.9 months,14.44%,0.14%,14.3%,0.3,0.02,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-10-22 (Price: 5.98)",Daily,No Exit Yet,No Price Target,2026-02-25 (Avg),10.79%/10.92%,"-7.02%, 4.2 months","2026-02-26 (Price: 5.56), 7.02% below",6.1977 (Historic Rise or Fall to Pivot)/6.1672 (Avg % Gain of Historic Winning trades)/6.16 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/6.3394 (Backtested Max),2026-10-17 (Max),5.8/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.75,"88.24%, Past 4 years, 34",5.85,No Information,No Information,No Information,No Information,No Information,7.02% below/7.02% below/7.02% below,6.01%/0.46%/3.13%,"6.51%, 16.22%",8.3 months/7 days/2.9 months,14.44%,0.14%,14.3%,0.3,0.02,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-10-12 (Price: 5.98)",Weekly,No Exit Yet,No Price Target,2026-02-23 (Avg),9.66%/16.01%,"-7.02%, 4.6 months","2026-02-26 (Price: 5.56), 7.02% below",6.593 (Historic Rise or Fall to Pivot)/6.5654 (Avg % Gain of Historic Winning trades)/6.45 (Function Specific Target)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/7.4337 (Backtested Max)/6.0972 (Backtested Min),2026-11-02 (Max),5.56/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.75,"100.0%, Past 10 years, 16",5.9,No Information,No Information,No Information,No Information,No Information,7.02% below/7.02% below/7.02% below,24.31%/1.96%/9.79%,"-0.0%, 22.1%",8.9 months/1.2 month/3.1 months,11.4%,7.53%,3.87%,1.15,0.39,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-12-12 (Price: 42.83)",Daily,2026-02-24 (Price: 47.2),47.6312 (Backtested Max),No Date Target,4.89%/15.58%,"10.16%, 2.5 months","2026-02-26 (Price: 47.18), 10.16% above",54.53 (Function Specific Target)/49.4858 (F-Stack 1)/65.2454 (F-Stack 2),2029-05-16 (Max)/2027-02-10 (Avg),42.72/29.6267/35.4254/30.3912/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 16",43.17,No Information,No Information,No Information,"23.66% (Price: 42.2713), 11.61% above, Upmove Bounce Back","2023-10-06 (Price: 27.385), 2025-10-16 (Price: 46.885)",No Information,11.21%/2.82%/8.7%,"-0.0%, 28.07%",2.4 years/1.2 month/9.8 months,18.46%,5.33%,13.13%,2.44,0.28,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-06-30 (Price: 40.83)",Monthly,No Exit Yet,46.7626 (Avg % Gain of Historic Winning trades),No Date Target,4.75%/4.89%,"15.55%, 8 months","2026-02-26 (Price: 47.18), 15.55% above",49.42 (Function Specific Target)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2)/49.5554 (Backtested Max),2033-12-01 (Max)/2026-10-25 (Min)/2027-12-03 (Avg),29.46/29.48/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.31%, Past 27 years, 13",40.785,No Information,No Information,No Information,"38.2% (Price: 36.2348), 30.21% above, Upmove Bounce Back","2023-10-31 (Price: 27.385), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,5.35%,2.87%,2.48%,1.11,0.06,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",Monthly,2026-01-31 (Price: 43.25),47.8501 (Backtested Max),No Date Target,4.89%/8.99%,"19.67%, 11.1 months","2026-02-26 (Price: 47.18), 19.67% above",51.42 (Function Specific Target)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2),2033-09-01 (Max)/2026-07-26 (Min)/2027-09-03 (Avg),29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.31%, Past 27 years, 13",39.57,No Information,No Information,No Information,"23.66% (Price: 36.9765), 27.59% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,5.35%,2.87%,2.48%,1.11,0.06,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2026-02-22 (Price: 78.67)",Weekly,2026-02-26 (Price: 84.59),No Price Target,No Date Target,6.66%/7.27%,"7.53%, 4 days","2026-02-26 (Price: 84.59), 7.53% above",90.738 (Historic Rise or Fall to Pivot)/91.3595 (Avg % Gain of Historic Winning trades)/91.05 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/110.22 (EMA 200)/92.4215 (Backtested Max)/90.2266 (Backtested Min),2026-08-01 (Max)/2026-03-24 (Min)/2026-05-28 (Avg),76.87/34.8663/77.567/72.1834/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 15 years, 5",76.92,No Information,No Information,No Information,No Information,No Information,No Information,17.48%/14.69%/16.13%,"53.59%, 53.59%",3.7 months/21 days/2.2 months,0.19%,16.07%,-15.88%,-0.03,0.7,72.73%/11/3.4 months (Across ALL Assets),90.36%/83/2.3 months (Across ALL Assets)
SIGMASHELL,"NFLX, Long, 2025-12-03 (Price: 103.96)",Daily,No Exit Yet,No Price Target,2026-02-27 (Min),30.3%/33.15%,"-18.63%, 2.8 months","2026-02-26 (Price: 84.59), 18.63% below",112.6303 (Historic Rise or Fall to Pivot)/132.2475 (Avg % Gain of Historic Winning trades)/139.352 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/110.22 (EMA 200)/150.0974 (Backtested Max)/117.4852 (Backtested Min),2026-09-20 (Max)/2026-02-27 (Min)/2026-04-16 (Avg),85.59/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 5",106.59,"-3.77, 63.64%",No Information,No Information,No Information,No Information,No Information,44.38%/13.01%/27.21%,"0%, 18.45%",6.7 months/2 months/3.1 months,64.2%,22.33%,41.87%,2.41,0.93,75.47%/53/4.6 months (Across ALL Assets),71.43%/224/3.8 months (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Long, 2026-02-22 (Price: 1957.8059)",Weekly,No Exit Yet,2026.7207 (Historic Rise or Fall to Pivot),No Date Target,13.06%/19.67%,"3.71%, 4 days","2026-02-26 (Price: 2030.5295), 3.71% above",2430.0287 (Avg % Gain of Historic Winning trades)/4097.97 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/3445.67 (EMA 200)/2608.7764 (Backtested Max)/2295.7232 (Backtested Min),2026-10-14 (Max)/2026-03-04 (Min)/2026-06-23 (Avg),1576.73/1370.4997/1681.3515/1572.5258/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 10 years, 5",1965.1317,No Information,No Information,No Information,"88.6% (Price: 1793.4297), 13.22% above, Upmove Bounce Back","2025-04-13 (Price: 1386.7993), 2025-08-24 (Price: 4953.7329)",No Information,33.25%/17.26%/24.12%,"-0.0%, 44.11%",5.4 months/7 days/2.8 months,44.95%,44.58%,0.37%,1.56,1.59,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Long, 2025-10-26 (Price: 4157.9893)",Weekly,No Exit Yet,No Price Target,2026-02-24 (Avg),111.98%/140.12%,"-51.17%, 4.1 months","2026-02-26 (Price: 2030.5295), 51.17% below",4304.3505 (Historic Rise or Fall to Pivot)/5160.8963 (Avg % Gain of Historic Winning trades)/6592.56 (Function Specific Target)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/5540.5207 (Backtested Max)/4875.6583 (Backtested Min),2026-06-17 (Max),3984.65/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level/3445.67,"100.0%, Past 10 years, 5",3984.6963,No Information,No Information,No Information,"38.2% (Price: 3403.7206), 40.34% below, Upmove Bounce Back","2022-06-19 (Price: 896.109), 2025-08-24 (Price: 4953.7329)",No Information,33.25%/17.26%/24.12%,"-0.0%, 44.11%",5.4 months/7 days/2.8 months,44.95%,44.58%,0.37%,1.56,1.59,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",Monthly,No Exit Yet,No Price Target,2026-02-24 (Min),35.15%/41.47%,"-10.25%, 2.9 months","2026-02-26 (Price: 1406.8), 10.25% below",2292.7823 (Historic Rise or Fall to Pivot)/1990.2548 (Avg % Gain of Historic Winning trades)/2292.59 (Function Specific Target)/2250.6285 (F-Stack 1)/2387.5727 (F-Stack 2)/2233.6875 (Backtested Max)/1901.2207 (Backtested Min),2028-03-13 (Max)/2026-10-08 (Avg),1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1451.5,"90.0%, Past 48 years, 10",1486.0,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 6.34% above, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/26.97%,"6.47%, 28.2%",1.6 year/2 months/7.2 months,11.26%,13.7%,-2.44%,1.21,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"RELIANCE.NS, Long, 2024-02-29 (Price: 1460.8)",Monthly,No Exit Yet,No Price Target,2026-02-26 (Max),11.42%/11.99%,"-3.7%, 2 years","2026-02-26 (Price: 1406.8), 3.7% below",2144.8926 (Historic Rise or Fall to Pivot)/1725.643 (Avg % Gain of Historic Winning trades)/1575.43 (Function Specific Target)/2250.6285 (F-Stack 2)/2080.9096 (Backtested Max)/1567.4384 (Backtested Min),No Next Date Target,1071.86/853.4344/1393.886/957.4297/No F-Track Level/No F-Track Level/1244.6,"100.0%, Past 20 years, 13",1435.0,No Information,No Information,No Information,No Information,No Information,1.39% below/3.7% below/3.7% below,42.45%/7.3%/18.13%,"-0.0%, 36.79%",1.4 year/7.1 months/1.1 year,7.63%,11.53%,-3.9%,1.41,0.59,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-02-25 (Price: 2629.3)",Daily,No Exit Yet,No Price Target,2026-02-26 (Min),1.02%/2.56%,"0.7%, 1 day","2026-02-26 (Price: 2647.7), 0.7% above",2805.989 (Historic Rise or Fall to Pivot)/2715.541 (Avg % Gain of Historic Winning trades)/2760.77 (Function Specific Target)/4543.575 (Horizontal)/5051.5642 (F-Stack 1)/5692.579 (F-Stack 2)/3159.59 (EMA 200)/2778.6442 (Backtested Max)/2674.7869 (Backtested Min),2026-03-27 (Max)/2026-03-11 (Avg),2573.7/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Support,"86.67%, Past 4 years, 15",2596.0,No Information,No Information,No Information,No Information,No Information,No Information,5.68%/1.73%/3.28%,"4.58%, 4.96%",21 days/1 day/10 days,12.04%,-0.2%,12.24%,0.76,-0.13,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2026-02-10 (Price: 2984.6001)",Daily,2026-02-24 (Price: 2573.7),No Price Target,2026-02-24 (Avg),14.67%/16.42%,"-11.29%, 16 days","2026-02-26 (Price: 2647.7), 11.29% below",3185.1652 (Historic Rise or Fall to Pivot)/3082.495 (Avg % Gain of Historic Winning trades)/3133.83 (Function Specific Target)/4543.575 (Horizontal)/5637.7577 (F-Stack 1)/6110.9256 (F-Stack 2)/3159.59 (EMA 200)/3154.1254 (Backtested Max)/3036.2337 (Backtested Min),2026-03-12 (Max),2941.6/2934.3251/2637.2425/2286.8248/No F-Track Level/No F-Track Level/No EMA 200 Support,"86.67%, Past 4 years, 15",2949.8,No Information,No Information,No Information,No Information,No Information,No Information,5.68%/1.73%/3.28%,"4.58%, 4.96%",21 days/1 day/10 days,12.04%,-0.2%,12.24%,0.76,-0.13,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
