Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-20 (Price: 62.08)",Daily,No Exit Yet,No Price Target,2026-02-25 (Min),1.78%/2.33%,"0.92%, 7 days","2026-02-27 (Price: 62.65), 0.92% above",67.7231 (Historic Rise or Fall to Pivot)/63.7624 (Avg % Gain of Historic Winning trades)/64.11 (Function Specific Target)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.6796 (Backtested Max),2026-03-20 (Max)/2026-03-06 (Avg),58.87/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.53,"100.0%, Past 4 years, 13",61.93,No Information,No Information,No Information,No Information,No Information,2.72% above/0.92% above/0.92% above,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,11.13%,4.24%,6.89%,0.97,0.2,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-02-12 (Price: 60.61)",Daily,2026-02-25 (Price: 63.03),No Price Target,2026-02-26 (Avg),5.47%/5.54%,"3.37%, 15 days","2026-02-27 (Price: 62.65), 3.37% above",66.1194 (Historic Rise or Fall to Pivot)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/66.077 (Backtested Max),2026-03-12 (Max),60.19/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.11,"100.0%, Past 4 years, 13",59.18,No Information,No Information,No Information,No Information,No Information,3.37% above/3.37% above/3.37% above,9.02%/0.81%/2.71%,"-0.0%, 8.72%",20 days/4 days/10 days,11.13%,4.24%,6.89%,0.97,0.2,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2025-08-10 (Price: 57.24)",Weekly,2026-02-22 (Price: 62.08),62.2886 (Avg % Gain of Historic Winning trades),No Date Target,7.23%/31.25%,"9.45%, 6.7 months","2026-02-27 (Price: 62.65), 9.45% above",82.226 (F-Stack 1)/92.0468 (F-Stack 2)/67.1769 (Backtested Max),2026-11-17 (Max),35.9/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/41.89,"95.65%, Past 10 years, 23",55.02,No Information,No Information,No Information,No Information,No Information,15.27% above/9.45% above/9.45% above,17.36%/1.81%/8.82%,"38.64%, 57.11%",10.7 months/1.2 month/3.4 months,-0.68%,2.1%,-2.78%,0.55,0.05,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2026-02-19 (Price: 37.6)",Daily,No Exit Yet,40.9296 (F-Stack 1),No Date Target,1.99%/18.75%,"8.78%, 8 days","2026-02-27 (Price: 40.9), 8.78% above",49.7 (Function Specific Target)/48.5677 (F-Stack 2)/41.7134 (Backtested Max),2030-11-05 (Max)/2026-03-31 (Min)/2027-09-15 (Avg),35.68/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/37.33,"90.0%, Past 5 years, 10",37.0,No Information,No Information,No Information,"23.66% (Price: 35.6878), 14.6% above, Upmove Bounce Back","2023-10-30 (Price: 20.29), 2025-11-26 (Price: 40.46)",No Information,10.94%/2.55%/7.81%,"1.6%, 46.76%",3.3 years/28 days/1.1 year,8.47%,1.81%,6.66%,1.1,0.09,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-05-11 (Price: 35.95)",Weekly,No Exit Yet,40.9296 (F-Stack 1)/41.4468 (Backtested Min),No Date Target,2.87%/5.38%,"13.77%, 9.7 months","2026-02-27 (Price: 40.9), 13.77% above",42.0723 (Avg % Gain of Historic Winning trades)/52.54 (Function Specific Target)/48.5677 (F-Stack 2)/43.1005 (Backtested Max),2029-07-01 (Max)/2026-12-05 (Avg),32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 20 years, 11",35.3,No Information,No Information,No Information,"23.66% (Price: 32.958), 24.1% above, Upmove Bounce Back","2018-12-16 (Price: 11.85), 2025-01-26 (Price: 39.5)",No Information,19.89%/15.29%/17.03%,"-0.0%, 42.34%",2.9 years/3.3 months/1.1 year,9.13%,8.49%,0.64%,1.13,0.45,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2025-12-31 (Price: 37.75)",Monthly,No Exit Yet,40.9296 (F-Stack 1),No Date Target,11.35%/11.97%,"8.34%, 1.9 month","2026-02-27 (Price: 40.9), 8.34% above",47.0516 (Historic Rise or Fall to Pivot)/45.7945 (Avg % Gain of Historic Winning trades)/49.28 (Function Specific Target)/48.5677 (F-Stack 2)/46.3306 (Backtested Max)/45.5416 (Backtested Min),2035-02-19 (Max)/2026-06-22 (Min)/2030-09-16 (Avg),33.54/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/37.33,"85.71%, Past 24 years, 7",37.5,No Information,No Information,No Information,"23.66% (Price: 34.9549), 17.01% above, Upmove Bounce Back","2023-10-31 (Price: 20.29), 2025-01-31 (Price: 39.5)",No Information,22.73%/20.64%/21.31%,"10.15%, 45.89%",6.4 years/4 months/3.3 years,4.68%,9.29%,-4.61%,0.75,0.49,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2026-02-25 (Price: 47.1645)",Daily,No Exit Yet,47.4994 (Historic Rise or Fall to Pivot),No Date Target,1.11%/4.48%,"0.66%, 2 days","2026-02-27 (Price: 47.4776), 0.66% above",48.004 (Avg % Gain of Historic Winning trades)/56.29 (Function Specific Target)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/49.6029 (Backtested Max),2026-05-18 (Max)/2026-03-05 (Min)/2026-03-24 (Avg),44.9/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.75,"88.24%, Past 4 years, 17",46.83,No Information,No Information,No Information,No Information,No Information,3.36% above/0.66% above/0.66% above,5.17%/0.29%/1.78%,"10.32%, 33.2%",1.9 month/6 days/19 days,-4.35%,-2.2%,-2.15%,0.15,-0.21,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2026-02-20 (Price: 45.8355)",Daily,2026-02-26 (Price: 47.225),No Price Target,2026-02-28 (Min),1.53%/23.53%,"3.58%, 7 days","2026-02-27 (Price: 47.4776), 3.58% above",58.65 (Function Specific Target)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/48.2052 (Backtested Max),2026-05-13 (Max)/2026-02-28 (Min)/2026-03-19 (Avg),44.9/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.72,"88.24%, Past 4 years, 17",45.29,No Information,No Information,No Information,No Information,No Information,3.58% above/3.58% above/3.58% above,5.17%/0.29%/1.78%,"10.32%, 33.2%",1.9 month/6 days/19 days,-4.35%,-2.2%,-2.15%,0.15,-0.21,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2025-12-07 (Price: 46.0)",Weekly,No Exit Yet,47.5824 (Historic Rise or Fall to Pivot),No Date Target,1.65%/4.59%,"3.21%, 2.7 months","2026-02-27 (Price: 47.4776), 3.21% above",48.2632 (Avg % Gain of Historic Winning trades)/59.09 (Function Specific Target)/65.1933 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/49.657 (Backtested Max),2027-05-12 (Max)/2026-09-11 (Avg),44.33/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.79,"81.25%, Past 10 years, 16",45.67,No Information,No Information,No Information,No Information,No Information,4.05% above/3.21% above/3.21% above,7.95%/2.73%/4.92%,"0.65%, 24.58%",1 year/1.2 month/6.4 months,6.58%,2.1%,4.48%,1.03,0.01,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
DELTADRIFT,"NFLX, Long, 2026-02-22 (Price: 78.67)",Weekly,2026-02-27 (Price: 96.24),No Price Target,No Date Target,14.45%/44.8%,"22.33%, 5 days","2026-02-27 (Price: 96.24), 22.33% above",139.352 (F-Stack 1)/152.4292 (F-Stack 2)/110.15 (EMA 200),2026-08-01 (Max)/2026-03-24 (Min)/2026-05-28 (Avg),76.87/34.8663/77.567/72.1834/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 15 years, 5",76.92,No Information,No Information,No Information,No Information,No Information,No Information,17.48%/14.69%/16.13%,"53.59%, 53.59%",3.7 months/21 days/2.2 months,0.19%,16.07%,-15.88%,-0.03,0.7,72.73%/11/3.4 months (Across ALL Assets),90.36%/83/2.3 months (Across ALL Assets)
SIGMASHELL,"NFLX, Long, 2025-12-03 (Price: 103.96)",Daily,No Exit Yet,No Price Target,2026-02-27 (Min),14.45%/17.03%,"-7.43%, 2.9 months","2026-02-27 (Price: 96.24), 7.43% below",112.6303 (Historic Rise or Fall to Pivot)/132.2475 (Avg % Gain of Historic Winning trades)/139.352 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/110.15 (EMA 200)/150.0974 (Backtested Max)/117.4852 (Backtested Min),2026-09-20 (Max)/2026-04-16 (Avg),85.59/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 5",106.59,"-3.77, 63.64%",No Information,No Information,No Information,No Information,No Information,44.38%/13.01%/27.21%,"0%, 18.45%",6.7 months/2 months/3.1 months,64.2%,22.33%,41.87%,2.41,0.93,75.47%/53/4.6 months (Across ALL Assets),71.43%/224/3.8 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",Monthly,No Exit Yet,No Price Target,2026-02-24 (Min),36.4%/42.78%,"-11.07%, 3 months","2026-02-27 (Price: 1393.9), 11.07% below",2292.7823 (Historic Rise or Fall to Pivot)/1990.2548 (Avg % Gain of Historic Winning trades)/2292.59 (Function Specific Target)/2250.6285 (F-Stack 1)/2387.5727 (F-Stack 2)/2233.6875 (Backtested Max)/1901.2207 (Backtested Min),2028-03-13 (Max)/2026-10-08 (Avg),1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1451.35,"90.0%, Past 48 years, 10",1486.0,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 5.37% above, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/26.97%,"6.47%, 28.2%",1.6 year/2 months/7.2 months,11.26%,13.7%,-2.44%,1.21,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"RELIANCE.NS, Long, 2024-02-29 (Price: 1460.8)",Monthly,No Exit Yet,No Price Target,2026-02-26 (Max),12.45%/13.02%,"-4.58%, 2 years","2026-02-27 (Price: 1393.9), 4.58% below",2144.8926 (Historic Rise or Fall to Pivot)/1725.643 (Avg % Gain of Historic Winning trades)/1575.43 (Function Specific Target)/2250.6285 (F-Stack 2)/2080.9096 (Backtested Max)/1567.4384 (Backtested Min),No Next Date Target,1071.86/853.4344/1393.886/957.4297/No F-Track Level/No F-Track Level/1244.6,"100.0%, Past 20 years, 13",1435.0,No Information,No Information,No Information,No Information,No Information,2.29% below/4.58% below/4.58% below,42.45%/7.3%/18.13%,"-0.0%, 36.79%",1.4 year/7.1 months/1.1 year,7.63%,11.53%,-3.9%,1.41,0.59,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-10-20 (Price: 1002.95)",Daily,No Exit Yet,No Price Target,2026-02-27 (Max),14.02%/16.03%,"-11.49%, 4.3 months","2026-02-27 (Price: 887.75), 11.49% below",1030.0296 (Historic Rise or Fall to Pivot)/1032.0356 (Avg % Gain of Historic Winning trades)/1215.77 (Function Specific Target)/1098.0619 (F-Stack 1)/1305.7899 (F-Stack 2)/1084.6904 (Backtested Max)/1012.1771 (Backtested Min),No Next Date Target,945.05/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/935.19,"100.0%, Past 4 years, 20",997.0,No Information,No Information,No Information,No Information,No Information,11.49% below/11.49% below/11.49% below,8.15%/0.92%/2.9%,"-0.0%, 9.57%",3 months/6 days/1.1 month,14.28%,4.79%,9.49%,1.44,0.24,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-05-31 (Price: 972.45)",Monthly,No Exit Yet,No Price Target,2026-02-24 (Avg),16.08%/23.9%,"-8.71%, 9.1 months","2026-02-27 (Price: 887.75), 8.71% below",1167.4262 (Historic Rise or Fall to Pivot)/1099.9382 (Avg % Gain of Historic Winning trades)/1547.55 (Function Specific Target)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1197.4749 (Backtested Max)/1030.5053 (Backtested Min),2026-06-30 (Max),701.7/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level/876.52,"80.0%, Past 20 years, 15",964.9,No Information,No Information,No Information,No Information,No Information,8.71% below/8.71% below/8.71% below,23.14%/5.97%/13.11%,"11.13%, 17.76%",9.1 months/5 months/6.2 months,10.25%,12.73%,-2.48%,0.59,0.71,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
DELTADRIFT,"TRI.TO, Long, 2026-02-06 (Price: 120.18)",Daily,2026-02-25 (Price: 135.92),No Price Target,No Date Target,65.42%/83.43%,"9.28%, 21 days","2026-02-27 (Price: 131.33), 9.28% above",240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/217.25 (EMA 200),2026-03-04 (Max),No Recent Minima/No Horizontal Support/93.0152/69.3828/No F-Track Level/No F-Track Level/No EMA 200 Support,"76.92%, Past 4 years, 13",121.94,No Information,No Information,No Information,No Information,No Information,No Information,4.82%/1.26%/2.69%,"8.44%, 9.99%",18 days/2 days/8 days,4.66%,6.27%,-1.61%,0.1,0.34,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2025-12-22 (Price: 182.89)",Daily,No Exit Yet,No Price Target,2026-03-01 (Avg),40.08%/44.52%,"-28.19%, 2.2 months","2026-02-27 (Price: 131.33), 28.19% below",192.1442 (Historic Rise or Fall to Pivot)/189.8032 (Avg % Gain of Historic Winning trades)/252.7 (Function Specific Target)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/239.03 (EMA 200)/196.6799 (Backtested Max)/183.9691 (Backtested Min),2026-08-22 (Max)/2026-03-01 (Avg),178.26/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 4 years, 23",182.27,No Information,No Information,No Information,No Information,No Information,27.85% below/28.19% below/28.19% below,7.54%/0.59%/3.78%,"-0.0%, 12.09%",5.6 months/6 days/1.6 month,13.47%,0.63%,12.84%,1.42,-0.04,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
DELTADRIFT,"DOL.TO, Long, 2026-01-23 (Price: 192.22)",Daily,2026-02-25 (Price: 198.22),No Price Target,No Date Target,2.17%/5.61%,"4.47%, 1.2 month","2026-02-27 (Price: 200.82), 4.47% above",212.0955 (Historic Rise or Fall to Pivot)/205.18 (Function Specific Target)/294.0831 (F-Stack 1)/455.769 (F-Stack 2),No Next Date Target,180.3/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/189.63,"80.0%, Past 4 years, 5",193.26,No Information,No Information,No Information,No Information,No Information,No Information,3.46%/2.44%/3.14%,"4.54%, 4.54%",22 days/3 days/8 days,6.16%,20.38%,-14.22%,0.47,1.39,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
