Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
OSCILLATOR DELTA,"TRI.TO, Long, 2026-01-07 (Price: 177.22)",Daily,No Exit Yet,No Price Target,2026-01-14 (Min),7.91%/9.78%,"-2.67%, 9 days","2026-01-16 (Price: 172.49), 2.67% below",189.3596 (Historic Rise or Fall to Pivot)/189.3773 (Avg % Gain of Historic Winning trades)/217.98 (Exit Rule)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/233.6 (EMA 200)/201.4637 (Backtested Max)/186.1342 (Backtested Min),2026-11-07 (Max)/2026-03-26 (Avg),No Recent Minima/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"78.57%, Past 6 years, 14",No Information,No Information,No Information,No Information,No Information,No Information,13.68%/5.03%/6.86%,"11.12%, 16.9%",7 months/5 days/1.8 month,10.61%,7.98%,2.63%,0.34,0.45,88.52%/61/1.9 month (Across ALL Assets),68.58%/261/2.6 months (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-11-26 (Price: 188.16)",Daily,No Exit Yet,No Price Target,2026-01-17 (Min),10.13%/10.47%,"-8.33%, 1.7 month","2026-01-16 (Price: 172.49), 8.33% below",190.5496 (Historic Rise or Fall to Pivot)/206.2422 (Avg % Gain of Historic Winning trades)/293.2329 (Exit Rule)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/233.6 (EMA 200)/213.1476 (Backtested Max)/189.9663 (Backtested Min),2026-03-05 (Max)/2026-01-17 (Min)/2026-02-16 (Avg),185.77/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"90.0%, Past 5 years, 10","-3.35, 100.0",No Information,No Information,No Information,No Information,No Information,13.28%/0.96%/9.61%,"5.24%, 12.83%",2.3 months/1.2 month/1.9 month,11.85%,6.18%,5.67%,0.52,0.33,85.45%/55/4.2 months (Across ALL Assets),74.3%/214/3.9 months (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-12-22 (Price: 168.04)",Daily,2026-01-14 (Price: 184.93),187.59 (Exit Rule),No Date Target,3.46%,"12.04%, 25 days","2026-01-16 (Price: 188.28), 12.04% above",194.7923 (F-Stack 2),2026-07-01 (Max)/2026-02-03 (Avg),145.49/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/130.56,"78.95%, Past 4 years, 19",No Information,No Information,No Information,No Information,No Information,18.39% above/12.04% above/12.04% above,9.09%/1.23%/5.04%,"19.7%, 28.41%",4.4 months/6 days/1 month,12.04%,18.03%,-5.99%,0.06,0.87,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-09-21 (Price: 148.53)",Weekly,2026-01-11 (Price: 173.79),187.3 (Exit Rule)/188.7668 (Backtested Max),No Date Target,No Next Target,"26.76%, 3.9 months","2026-01-16 (Price: 188.28), 26.76% above",No Next Target,2026-03-31 (Max),82.12/48.855/125.9496/92.3678/No F-Track Level/No F-Track Level/111.59,"86.67%, Past 10 years, 30",No Information,No Information,No Information,No Information,No Information,26.76% above/26.76% above/26.76% above,27.09%/5.0%/11.19%,"14.05%, 49.41%",4.4 months/1.2 month/2.6 months,3.49%,6.66%,-3.17%,0.68,0.35,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",Monthly,2026-01-16 (Price: 43.39) (Today),No Price Target,No Date Target,4.06%/10.28%,"10.06%, 9.7 months","2026-01-16 (Price: 43.39), 10.06% above",45.1535 (Avg % Gain of Historic Winning trades)/51.42 (Exit Rule)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2)/47.8501 (Backtested Max),2033-09-01 (Max)/2026-07-26 (Min)/2027-09-03 (Avg),29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.31%, Past 27 years, 13",No Information,No Information,No Information,"23.66% (Price: 36.9765), 17.34% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,5.35%,2.87%,2.48%,1.11,0.06,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2022-03-31 (Price: 37.23)",Quarterly,No Exit Yet,43.1607 (Avg % Gain of Historic Winning trades)/43.7042 (F-Stack 2)/43.1607 (Backtested Max)/43.1607 (Backtested Min),No Date Target,8.18%,"16.55%, 3.9 years","2026-01-16 (Price: 43.39), 16.55% above",46.94 (Exit Rule),2026-03-28 (Max)/2026-03-28 (Max)/2026-03-28 (Max),12.78/23.93/35.4254/30.3912/No F-Track Level/No F-Track Level/33.84,"75.0%, Past 27 years, 4",No Information,No Information,No Information,No Information,No Information,16.55% above/16.55% above/16.55% above,15.93%/15.93%/15.93%,"8.81%, 39.64%",2.8 years/2.8 years/2.8 years,1.15%,2.87%,-1.72%,0.42,0.05,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
TRENDPULSE,"BRK-B, Long, 2026-01-09 (Price: 499.1)",Daily,No Exit Yet,No Price Target,2026-01-17 (Min),1.68%/1.89%,"-1.16%, 7 days","2026-01-16 (Price: 493.29), 1.16% below",528.3473 (Historic Rise or Fall to Pivot)/513.8734 (Avg % Gain of Historic Winning trades)/501.6 (Exit Rule)/512.255 (Horizontal)/630.85 (F-Stack 1)/709.9376 (F-Stack 2)/524.1548 (Backtested Max)/502.5937 (Backtested Min),2026-03-15 (Max)/2026-01-17 (Min)/2026-01-26 (Avg),496.12/268.082/491.88/449.7662/No F-Track Level/No F-Track Level/497.22,"100.0%, Past 4 years, 19",No Information,No Information,No Information,No Information,No Information,1.16% below/1.16% below/1.16% below,5.02%/0.7%/2.96%,"0%, 7.4%",1.5 month/6 days/12 days,14.99%,9.63%,5.36%,2.13,0.58,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",Monthly,2026-01-16 (Price: 621.26) (Today),No Price Target,No Date Target,3.08%/4.49%,"8.92%, 4.6 months","2026-01-16 (Price: 621.26), 8.92% above",649.1722 (Historic Rise or Fall to Pivot)/640.3881 (Avg % Gain of Historic Winning trades)/735.71 (Exit Rule)/836.2536 (F-Stack 2)/664.2308 (Backtested Max),2026-11-17 (Max)/2026-04-05 (Min)/2026-07-18 (Avg),468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,"100.0%, Past 20 years, 14",No Information,No Information,No Information,No Information,No Information,8.92% above/8.92% above/8.92% above,16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,8.4%,6.82%,1.58%,1.2,0.37,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-01-13 (Price: 33.2)",Daily,No Exit Yet,No Price Target,2026-01-14 (Min),3.05%/6.06%,"-1.66%, 3 days","2026-01-16 (Price: 32.65), 1.66% below",36.2046 (Historic Rise or Fall to Pivot)/34.6276 (Avg % Gain of Historic Winning trades)/35.42 (Exit Rule)/39.3812 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/36.22 (EMA 200)/37.7119 (Backtested Max)/33.6449 (Backtested Min),2026-04-27 (Max)/2026-02-12 (Avg),33.1/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 4 years, 14",No Information,No Information,No Information,No Information,No Information,No Information,13.59%/1.34%/4.3%,"0%, 9.88%",2.4 months/1 day/21 days,20.91%,2.11%,18.8%,1.43,0.09,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-01-16 (Price: 931.1)",Daily,No Exit Yet,No Price Target,2026-01-18 (Min),1.34%/3.18%,"0.0%, 0 days","2026-01-16 (Price: 931.1), 0.0% below",972.534 (Historic Rise or Fall to Pivot)/960.709 (Avg % Gain of Historic Winning trades)/966.62 (Exit Rule)/1009.6 (Horizontal)/1299.7536 (F-Stack 1)/1565.406 (F-Stack 2)/976.84 (EMA 200)/1008.8468 (Backtested Max)/943.5767 (Backtested Min),2026-05-13 (Max)/2026-01-18 (Min)/2026-02-24 (Avg),925.45/640.9/762.8018/626.4465/No support/No support/No EMA 200 Support,"88.89%, Past 4 years, 9",No Information,No Information,No Information,No Information,No Information,No Information,8.35%/1.34%/3.18%,"4.83%, 8.72%",2.7 months/2 days/27 days,9.59%,4.97%,4.62%,0.63,0.25,86.49%/111/12 days (Across ALL Assets),78.66%/478/16 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-14 (Price: 125.8)",Weekly,2026-01-16 (Price: 130.55) (Today),No Price Target,No Date Target,2.7%/3.35%,"3.78%, 1.1 month","2026-01-16 (Price: 130.55), 3.78% above",134.9205 (Historic Rise or Fall to Pivot)/134.0776 (Avg % Gain of Historic Winning trades)/141.61 (Exit Rule)/152.0396 (F-Stack 2)/141.2986 (Backtested Max),2028-07-09 (Max)/2026-01-23 (Min)/2026-07-06 (Avg),81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/100.5,"90.0%, Past 10 years, 30",No Information,No Information,No Information,No Information,No Information,3.78% above/5.73% above/3.78% above,12.32%/1.31%/6.58%,"9.57%, 31.6%",1.8 year/28 days/4.7 months,7.49%,5.65%,1.84%,1.01,0.31,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
TRENDPULSE,"BTI, Long, 2026-01-12 (Price: 55.68)",Daily,No Exit Yet,No Price Target,2026-01-17 (Min),4.26%/4.48%,"4.56%, 4 days","2026-01-16 (Price: 58.22), 4.56% above",60.8304 (Historic Rise or Fall to Pivot)/71.16 (Exit Rule)/82.226 (F-Stack 1)/92.0468 (F-Stack 2)/60.7023 (Backtested Max),2026-05-31 (Max)/2026-01-17 (Min)/2026-02-20 (Avg),53.29/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/51.09,"100.0%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,5.49% above/4.56% above/4.56% above,9.02%/0.81%/3.05%,"0%, 8.72%",3.2 months/4 days/27 days,13.01%,4.6%,8.41%,1.21,0.22,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"IBIT, Long, 2026-01-02 (Price: 50.94)",Daily,2026-01-14 (Price: 55.44),No Price Target,No Date Target,1.44%/1.6%,"6.48%, 14 days","2026-01-16 (Price: 54.24), 6.48% above",55.02 (Exit Rule)/70.855 (Horizontal)/74.3812 (F-Stack 1)/88.2877 (F-Stack 2)/59.02 (EMA 200)/55.1069 (Backtested Max),2026-02-27 (Max)/2026-01-23 (Min)/2026-02-13 (Avg),No Recent Minima/41.99/45.1961/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 2 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,8.18%/7.68%/7.94%,"13.32%, 14.42%",1.3 month/15 days/29 days,22.32%,27.39%,-5.07%,0.36,1.11,88.52%/61/1.9 month (Across ALL Assets),68.58%/261/2.6 months (Across ALL Assets)
FRACTAL TRACK,"CNQ.TO, Long, 2025-12-18 (Price: 43.41)",Daily,2026-01-14 (Price: 48.03),47.7163 (Avg % Gain of Historic Winning trades)/47.93 (Exit Rule)/48.1113 (Backtested Max),No Date Target,7.78%/37.76%,"10.09%, 29 days","2026-01-16 (Price: 47.79), 10.09% above",51.51 (Horizontal)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2),2027-01-30 (Max)/2026-02-03 (Min)/2026-06-18 (Avg),43.0/34.9317/41.121/33.7618/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 12",No Information,No Information,No Information,"78.6% (Price: 43.2814), 10.42% above, Upmove Bounce Back","2025-10-21 (Price: 41.67), 2025-11-20 (Price: 49.2)",No Information,10.83%/7.23%/9.92%,"-0.0%, 17.04%",9.4 months/1.1 month/4.2 months,20.54%,16.68%,3.86%,1.1,0.86,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2026-01-08 (Price: 75.49)",Daily,No Exit Yet,No Price Target,2026-01-18 (Min),3.5%/3.57%,"-2.24%, 8 days","2026-01-16 (Price: 73.8), 2.24% below",76.4336 (Historic Rise or Fall to Pivot)/78.2529 (Avg % Gain of Historic Winning trades)/78.6 (Exit Rule)/85.51 (Horizontal)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/78.9172 (Backtested Max)/76.3808 (Backtested Min),2026-07-18 (Max)/2026-01-18 (Min)/2026-04-26 (Avg),73.81/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/71.81,"100.0%, Past 4 years, 21",No Information,No Information,No Information,No Information,No Information,0.55% below/2.24% below/2.24% below,4.54%/1.18%/3.66%,"-0.0%, 15.84%",4.4 months/7 days/2.5 months,12.4%,6.76%,5.64%,3.05,0.35,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"EFN.TO, Long, 2026-01-15 (Price: 35.11)",Daily,No Exit Yet,No Price Target,2026-01-17 (Min),6.95%/8.22%,"-1.79%, 1 day","2026-01-16 (Price: 34.48), 1.79% below",37.3149 (Historic Rise or Fall to Pivot)/37.9504 (Avg % Gain of Historic Winning trades)/44.59 (Exit Rule)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/40.2536 (Backtested Max)/36.876 (Backtested Min),2026-07-07 (Max)/2026-01-17 (Min)/2026-03-16 (Avg),No Recent Minima/12.67/29.5041/No support/No F-Track Level/No F-Track Level/34.82,"70.59%, Past 6 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,14.65%/5.03%/8.09%,"11.05%, 13.79%",4 months/2 days/1.4 month,8.48%,15.16%,-6.68%,0.24,0.8,88.52%/61/1.9 month (Across ALL Assets),68.58%/261/2.6 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-01-06 (Price: 11.73)",Daily,No Exit Yet,No Price Target,2026-01-14 (Min),5.1%/7.96%,"-4.01%, 10 days","2026-01-16 (Price: 11.26), 4.01% below",12.3177 (Historic Rise or Fall to Pivot)/12.1558 (Avg % Gain of Historic Winning trades)/12.25 (Exit Rule)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/12.842 (Backtested Max)/11.8344 (Backtested Min),2026-05-25 (Max)/2026-02-11 (Avg),10.7/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.42,"96.0%, Past 4 years, 25",No Information,No Information,No Information,No Information,No Information,1.62% above/4.01% below/4.01% below,9.48%/0.89%/3.63%,"10.91%, 28.9%",3.2 months/6 days/25 days,16.02%,10.32%,5.7%,0.78,0.55,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
