Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"ABNB, Long, 2025-12-10 (Price: 127.57)",No Exit Yet,"0.34%, 1 day","88.89%, Past 4 years, 18","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-11 (Price: 128.0), 0.34% above",1 day,No Information,No Information,No Information,No Information,No Information,2.08% above/0.34% above/0.34% above,13.07%/1.63%/7.15%,"39.55%, 57.01%",3 days/6 days/26 days,2026-04-28/2025-12-18/2026-01-16,10.28%,-2.98%,13.26%,0.22,0.05,126.8939/136.6913/140.59/178.025/223.5359/256.334/No EMA 200 Target,111.54/99.795/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/126.77,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2025-12-10 (Price: 54.01)",No Exit Yet,"-1.11%, 1 day","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-12-10",Already confirmed,"2025-12-11 (Price: 53.41), 1.11% below",1 day,No Information,No Information,No Information,No Information,No Information,1.35% below/1.11% below/1.11% below,8.52%/0.48%/4.54%,"6.93%, 41.4%",3 days/6 days/1 day,2026-05-15/2025-12-18/2026-01-26,15.61%,-0.38%,15.99%,1.09,0.16,60.0537/56.4621/54.09/73.435/104.8718/122.9238/No EMA 200 Target,48.06/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/48.98,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
DELTADRIFT,"STI, Long, 2025-12-10 (Price: 7.86)",No Exit Yet,"-2.04%, 1 day","75.0%, Past 3 years, 8","Daily, was CONFIRMED on 2025-12-10",Already confirmed,"2025-12-11 (Price: 7.7), 2.04% below",1 day,No Information,No Information,No Information,No Information,No Information,No Information,134.48%/0.8%/45.53%,"61.13%, 65.0%",1 day/2 days/12 days,2026-02-04/2025-12-12/2025-12-27,48.55%,-52.87%,101.42%,0.42,0.38,6.7682/11.4387/9.1/588.75/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,7.82/2.965/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/6.44,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
DELTADRIFT,"TCEHY, Long, 2025-12-10 (Price: 77.33)",No Exit Yet,"0.45%, 1 day","77.78%, Past 4 years, 9","Daily, was CONFIRMED on 2025-12-10",Already confirmed,"2025-12-11 (Price: 77.68), 0.45% above",1 day,No Information,No Information,No Information,No Information,No Information,No Information,10.88%/4.05%/5.86%,"19.68%, 19.68%",22 days/2 days/7 days,2026-01-10/2025-12-12/2025-12-20,7.25%,5.28%,1.97%,0.13,0.31,85.6352/81.8615/83.75/No Horizontal Resistance/91.9947/116.3817/No EMA 200 Target,77.31/36.36/76.6795/58.4956/No F-Track Level/No F-Track Level/71.65,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
TRENDPULSE,"^TNX, Long, 2025-12-08 (Price: 4.172)",No Exit Yet,"-0.74%, 3 days","90.62%, Past 4 years, 32","Daily, is CONFIRMED on 2025-12-08",Already confirmed,"2025-12-11 (Price: 4.141), 0.74% below",3 days,No Information,No Information,No Information,No Information,No Information,0.05% above/0.74% below/0.74% below,14.35%/1.59%/5.42%,"7.92%, 30.24%",2 days/6 days/19 days,2026-03-09/2025-12-16/2026-01-04,26.36%,9.62%,16.74%,0.75,0.51,4.6939/4.3981/4.22/4.6918/17.4008/18.8284/4.25,4.0/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2025-12-08 (Price: 99.39)",No Exit Yet,"1.02%, 3 days","93.1%, Past 4 years, 29","Daily, is CONFIRMED on 2025-12-08",Already confirmed,"2025-12-11 (Price: 100.4), 1.02% above",3 days,No Information,No Information,No Information,No Information,No Information,1.02% above/1.02% above/1.02% above,4.49%/0.55%/2.32%,"5.65%, 21.81%",3 days/6 days/22 days,2026-04-30/2025-12-16/2026-01-08,6.73%,3.09%,3.64%,0.73,0.12,106.2976/101.6958/105.97/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,88.42/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.2,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2025-12-07 (Price: 99.26)",No Exit Yet,"1.15%, 4 days","100.0%, Past 10 years, 22","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-11 (Price: 100.4), 1.15% above",4 days,No Information,No Information,No Information,No Information,No Information,3.57% above/1.7% above/1.15% above,12.4%/0.79%/4.02%,"0%, 33.13%",1 day/28 days/3 days,2027-07-03/2026-01-16/2026-04-25,7.58%,2.54%,5.04%,1.18,0.04,103.8557/103.2503/115.51/No Horizontal Resistance/113.9126/137.6923/No EMA 200 Target,63.97/62.2517/92.969/69.3218/No F-Track Level/No F-Track Level/79.06,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-12-07 (Price: 53.95)",No Exit Yet,"1.13%, 4 days","76.47%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-11 (Price: 54.56), 1.13% above",4 days,No Information,No Information,No Information,No Information,No Information,1.13% above/1.13% above/1.13% above,16.63%/0.1%/7.69%,"5.06%, 34.47%",8 days/1 day/3 days,2026-12-07/2026-01-28/2026-04-25,6.48%,6.95%,-0.47%,0.61,0.35,56.5558/58.0988/59.43/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,48.65/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/46.62,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2025-12-07 (Price: 311.23)",No Exit Yet,"-0.49%, 4 days","100.0%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-11 (Price: 309.71), 0.49% below",4 days,No Information,No Information,No Information,No Information,No Information,0.49% below/0.49% below/0.49% below,10.85%/0.38%/4.66%,"0%, 16.82%",10 days/1 day/4 days,2027-02-27/2026-01-28/2026-06-24,9.08%,6.77%,2.31%,1.49,0.4,333.7008/325.7333/325.49/321.3575/370.0426/590.3302/No EMA 200 Target,297.01/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/305.89,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"FBU.NZ, Long, 2025-12-07 (Price: 3.64)",No Exit Yet,"0.0%, 4 days","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-11 (Price: 3.64), 0.0% below",4 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,5.66%/3.22%/4.85%,"41.61%, 51.08%",1 day/3 days/10 days,2027-07-03/2026-05-08/2027-02-14,-4.06%,-3.73%,-0.33%,-0.25,-0.19,3.5239/3.8165/3.84/7.985/12.7156/14.3053/No EMA 200 Target,2.94/2.82/3.5015/3.1474/No F-Track Level/No F-Track Level/3.2,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2025-12-07 (Price: 11.78)",No Exit Yet,"-3.9%, 4 days","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-12-05",Already confirmed,"2025-12-11 (Price: 11.32), 3.9% below",4 days,No Information,No Information,No Information,No Information,No Information,3.9% below/3.9% below/3.9% below,32.14%/0.49%/7.8%,"0%, 24.36%",1 day/1 day/4 days,2027-07-03/2026-02-05/2026-06-29,9.48%,8.73%,0.75%,1.08,0.54,12.839/12.6988/14.34/11.925/18.927/29.733/No EMA 200 Target,11.55/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.34,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
FRACTAL TRACK,"UBER, Long, 2025-12-07 (Price: 91.32)",No Exit Yet,"-6.44%, 4 days","100.0%, Past 6 years, 4","Weekly, was CONFIRMED on 2025-12-07",Already confirmed,"2025-12-11 (Price: 85.44), 6.44% below",4 days,No Information,No Information,No Information,"23.66% (Price: 82.5663), 3.48% above, Upmove Bounce Back","2022-07-03 (Price: 19.895), 2025-09-28 (Price: 101.99)",No Information,18.06%/15.5%/16.66%,"0%, 6.35%",1 day/14 days/29 days,2026-02-14/2025-12-27/2026-01-18,23.54%,8.01%,15.53%,14.78,0.43,82.3706/106.5339/140.58/No Horizontal Resistance/99.1711/103.8185/No EMA 200 Target,83.87/34.6025/88.7885/84.8096/No F-Track Level/No F-Track Level/87.47,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"XLY, Long, 2025-12-07 (Price: 119.73)",No Exit Yet,"0.38%, 4 days","92.86%, Past 20 years, 14","Weekly, was CONFIRMED on 2025-12-07",Already confirmed,"2025-12-11 (Price: 120.18), 0.38% above",4 days,No Information,No Information,No Information,"38.2% (Price: 108.2727), 11.0% above, Upmove Bounce Back","2025-04-13 (Price: 86.55), 2025-09-21 (Price: 121.7)",No Information,19.19%/0.05%/14.75%,"14.45%, 57.22%",4 days/7 days/1 day,2032-05-10/2025-12-17/2027-07-03,8.81%,7.06%,1.75%,1.55,0.38,130.0028/137.3902/140.82/120.92/125.4815/133.9156/No EMA 200 Target,112.75/66.775/86.1124/56.5683/No F-Track Level/No F-Track Level/109.98,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"MA, Long, 2025-12-07 (Price: 545.52)",No Exit Yet,"3.27%, 4 days","88.89%, Past 19 years, 18","Weekly, was CONFIRMED on 2025-12-07",Already confirmed,"2025-12-11 (Price: 563.37), 3.27% above",4 days,No Information,No Information,No Information,"38.2% (Price: 535.7184), 5.16% above, Upmove Bounce Back","2024-07-28 (Price: 428.86), 2025-08-24 (Price: 601.77)",No Information,20.8%/7.86%/16.28%,"10.74%, 25.66%",1 day/1 day/6 days,2028-03-20/2026-02-05/2026-09-11,14.25%,18.73%,-4.48%,1.65,0.96,592.3256/634.3307/649.27/592.9033/716.5814/751.3605/559.43,540.4/306.91/515.4888/442.8637/No F-Track Level/No F-Track Level/No EMA 200 Support,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"BN.TO, Long, 2025-12-07 (Price: 64.54)",No Exit Yet,"-0.64%, 4 days","92.31%, Past 2 years, 13","Weekly, was CONFIRMED on 2025-12-07",Already confirmed,"2025-12-11 (Price: 64.13), 0.64% below",4 days,No Information,No Information,No Information,"38.2% (Price: 58.0258), 10.52% above, Upmove Bounce Back","2025-04-13 (Price: 41.2533), 2025-09-28 (Price: 68.3933)",No Information,18.15%/4.17%/14.91%,"0.94%, 29.1%",2 days/1 day/10 days,2028-10-14/2026-01-28/2027-02-23,10.18%,8.84%,1.34%,2.08,0.46,74.4017/74.1629/80.82/No Horizontal Resistance/69.5978/79.2394/No EMA 200 Target,43.89/27.0034/63.3841/59.2857/No F-Track Level/No F-Track Level/57.52,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"IBKR, Long, 2025-12-07 (Price: 64.5)",No Exit Yet,"2.42%, 4 days","100.0%, Past 18 years, 14","Weekly, was CONFIRMED on 2025-12-07",Already confirmed,"2025-12-11 (Price: 66.06), 2.42% above",4 days,No Information,No Information,No Information,"38.2% (Price: 57.8675), 14.16% above, Upmove Bounce Back","2025-04-13 (Price: 32.82), 2025-10-12 (Price: 73.35)",No Information,29.17%/15.14%/18.21%,"0%, 40.57%",2 days/1 day/9 days,2029-08-23/2026-02-14/2027-01-23,15.51%,8.23%,7.28%,4.51,0.42,71.5047/76.2454/88.82/No Horizontal Resistance/81.4292/98.2092/No EMA 200 Target,61.05/13.0762/62.0029/55.579/No F-Track Level/No F-Track Level/57.23,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
TRENDPULSE,"WIPRO.NS, Long, 2025-12-03 (Price: 254.69)",2025-12-09 (Price: 257.41),"1.07%, 6 days","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2025-12-03",Already confirmed,"2025-12-11 (Price: 259.25), 1.79% above",8 days,No Information,No Information,No Information,No Information,No Information,3.63% above/1.79% above/1.79% above,12.97%/1.07%/3.55%,"4.22%, 15.72%",2 days/6 days/22 days,2026-04-03/2025-12-11/2026-01-03,15.14%,9.33%,5.81%,1.08,0.49,272.8749/263.7315/262.3/366.6625/412.2037/473.5829/255.05,236.49/187.6063/216.7036/198.5041/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"JETS, Long, 2025-12-01 (Price: 26.2)",2025-12-08 (Price: 27.43),"4.69%, 7 days","80.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-12-01",Already confirmed,"2025-12-11 (Price: 28.25), 7.82% above",10 days,No Information,No Information,No Information,No Information,No Information,7.82% above/7.82% above/7.82% above,8.17%/0.83%/3.6%,"14.2%, 35.94%",2 days/8 days/22 days,2026-03-06/2025-12-12/2026-01-01,-14.22%,-2.09%,-12.13%,0.14,0.02,26.1424/27.1432/27.02/27.1773/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,23.68/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.56,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2025-12-01 (Price: 133.81)",2025-12-08 (Price: 136.2),"1.79%, 7 days","88.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-12-01",Already confirmed,"2025-12-11 (Price: 134.9), 0.81% above",10 days,No Information,No Information,No Information,No Information,No Information,2.34% above/0.81% above/0.81% above,6.98%/0.37%/2.17%,"18.84%, 26.48%",2 days/4 days/16 days,2026-04-01/2025-12-06/2025-12-24,5.85%,1.19%,4.66%,0.01,-0.01,138.6807/136.7137/158.48/173.435/218.156/349.4971/136.95,128.08/127.762/86.815/55.8095/No F-Track Level/No F-Track Level/No EMA 200 Support,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-11-30 (Price: 1007.6)",No Exit Yet,"-0.72%, 11 days","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-11 (Price: 1000.3), 0.72% below",11 days,No Information,No Information,No Information,No Information,No Information,0.72% below/0.72% below/0.72% below,23.14%/5.97%/13.11%,"11.13%, 17.76%",9 days/5 days/6 days,2026-12-30/2026-07-05/2026-08-26,11.02%,13.41%,-2.39%,0.59,0.75,1218.9945/1139.6964/1179.9/1009.6/1098.0619/1305.7899/No EMA 200 Target,701.7/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-11-30 (Price: 46.43)",No Exit Yet,"0.79%, 11 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-11 (Price: 46.795), 0.79% above",11 days,No Information,No Information,No Information,No Information,No Information,4.52% above/3.14% above/0.79% above,12.69%/8.05%/10.4%,"6.95%, 19.49%",1 day/4 days/8 days,2027-08-17/2026-05-22/2026-11-30,6.01%,3.56%,2.45%,0.45,0.12,51.0823/51.2587/56.48/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/41.03,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"IEI, Long, 2025-11-30 (Price: 120.26)",No Exit Yet,"-0.66%, 11 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-11 (Price: 119.47), 0.66% below",11 days,No Information,No Information,No Information,No Information,No Information,0.66% below/0.51% below/0.66% below,1.93%/1.13%/1.45%,"15.13%, 15.6%",11 days/6 days/8 days,2027-03-31/2026-08-22/2026-11-16,1.43%,0.7%,0.73%,-0.36,-0.87,123.3146/122.0038/120.65/129.9625/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,112.29/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/118.54,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
