Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-02-28 (Price: 46.1)",2025-12-04 (Price: 54.16) (Today),"17.48%, 9.3 months","75.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-04 (Price: 54.16), 17.48% above",9.3 months,No Information,No Information,No Information,No Information,No Information,23.23% above/17.48% above/17.48% above,30.69%/9.64%/20.1%,"25.08%, 44.87%",1.1 year/2.9 months/6.9 months,2026-10-17/2025-07-05/2025-12-23,4.84%,3.94%,0.9%,0.33,0.19,51.3692/55.3661/56.66/48.96/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,26.34/22.67/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/42.38,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2025-10-12 (Price: 3028.3)",2025-12-04 (Price: 3229.2) (Today),"6.63%, 1.8 month","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2025-10-12",Already confirmed,"2025-12-04 (Price: 3229.2), 6.63% above",1.8 month,No Information,No Information,No Information,No Information,No Information,No Information,14.06%/3.68%/8.87%,"14.47%, 16.73%",19 days/14 days/16 days,2025-11-08/2025-11-01/2025-11-04,4.81%,11.95%,-7.14%,0.07,0.46,3172.7499/3296.9102/3234.83/4543.575/5637.7577/6110.9256/3283.32,2899.1/2937.675/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No Moving Avg Support,94.87%/39/1.3 month (Across ALL Assets),89.42%/104/1.6 month (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2025-07-06 (Price: 280.03)",2025-12-04 (Price: 296.0) (Today),"5.7%, 5.0 months","94.59%, Past 10 years, 37","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-12-04 (Price: 296.0), 5.7% above",5.0 months,No Information,No Information,No Information,No Information,No Information,8.24% above/6.45% above/5.7% above,17.69%/2.51%/8.94%,"12.52%, 61.32%",7.6 months/19 days/2.1 months,2026-06-02/2025-08-02/2025-10-06,18.08%,13.74%,4.35%,1.1,0.49,302.9085/305.0647/281.74/No Horizontal Resistance/372.972/399.3723/No Moving Avg Target,214.58/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/264.74,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
DELTADRIFT,"META, Long, 2025-11-10 (Price: 631.76)",2025-12-04 (Price: 661.53) (Today),"4.71%, 24 days","75.0%, Past 4 years, 8","Daily, was CONFIRMED on 2025-11-10",Already confirmed,"2025-12-04 (Price: 661.53), 4.71% above",24 days,No Information,No Information,No Information,No Information,No Information,No Information,14.76%/3.27%/8.73%,"19.19%, 19.41%",17 days/1 day/7 days,2025-12-04/2025-11-11/2025-11-20,6.71%,17.48%,-10.77%,0.15,0.58,698.2212/686.9126/692.57/No Horizontal Resistance/842.484/1305.5879/671.57,618.94/280.19/556.264/2054.9119/No F-Track Level/No F-Track Level/No Moving Avg Support,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2025-07-31 (Price: 48.56)",2025-12-04 (Price: 54.33) (Today),"11.88%, 4.2 months","80.0%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-04 (Price: 54.33), 11.88% above",4.2 months,No Information,No Information,No Information,No Information,No Information,19.35% above/11.88% above/11.88% above,23.15%/1.8%/12.25%,"17.13%, 38.01%",1.1 year/2.9 months/6.2 months,2027-03-22/2025-12-04/2026-04-26,4.02%,6.97%,-2.95%,0.38,0.24,53.7074/54.5086/51.72/51.3833/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,36.7/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/44.66,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"ATM.NZ, Long, 2025-02-28 (Price: 8.84)",2025-12-04 (Price: 10.73) (Today),"21.38%, 9.3 months","100.0%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-12-04 (Price: 10.73), 21.38% above",9.3 months,No Information,No Information,No Information,No Information,No Information,66.61% above/21.38% above/21.38% above,131.71%/45.45%/77.13%,"-0.0%, 48.4%",1.6 year/5.8 months/1.1 year,2027-06-26/2025-11-07/2026-09-20,27.09%,19.2%,7.89%,1.97,0.6,10.5055/15.6583/13.32/No Horizontal Resistance/21.86/25.8879/No Moving Avg Target,4.15/5.185/8.6495/8.0201/No F-Track Level/No F-Track Level/6.78,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"BDGI.TO, Long, 2025-07-31 (Price: 52.29)",2025-12-04 (Price: 75.96) (Today),"45.27%, 4.2 months","89.66%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-12-04 (Price: 75.96), 45.27% above",4.2 months,No Information,No Information,No Information,No Information,No Information,70.28% above/56.23% above/45.27% above,159.21%/3.87%/50.82%,"37.81%, 54.03%",1.1 year/3.5 months/6.0 months,2027-03-21/2025-12-31/2026-04-16,17.99%,19.81%,-1.82%,0.67,0.65,79.3187/78.8638/64.4/No Horizontal Resistance/50.7492/58.5532/No Moving Avg Target,35.88/24.32/46.0323/42.8299/No F-Track Level/No F-Track Level/41.26,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"MSE.PA, Long, 2025-01-31 (Price: 57.37)",2025-12-04 (Price: 63.74) (Today),"11.1%, 10.2 months","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-01-31",Already confirmed,"2025-12-04 (Price: 63.74), 11.1% above",10.2 months,No Information,No Information,No Information,No Information,No Information,19.52% above/17.88% above/11.1% above,14.35%/2.24%/8.34%,"-0.0%, 28.4%",2.5 years/3.6 months/1.3 year,2028-08-16/2025-07-04/2026-12-24,5.98%,2.81%,3.17%,0.92,-0.0,58.2764/62.1547/73.34/No Horizontal Resistance/58.4776/81.1364/No Moving Avg Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.19,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2025-09-21 (Price: 72.36)",2025-12-04 (Price: 81.39) (Today),"12.48%, 2.5 months","91.67%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-12-04 (Price: 81.39), 12.48% above",2.5 months,No Information,No Information,No Information,No Information,No Information,22.69% above/12.48% above/12.48% above,27.5%/0.75%/11.96%,"1.9%, 52.31%",11.6 months/19 days/2.0 month,2027-02-08/2025-10-18/2025-12-15,19.85%,1.2%,18.66%,1.67,0.09,75.4642/81.0143/93.79/No Horizontal Resistance/72.73/90.9746/No Moving Avg Target,34.26/25.645/50.0225/36.1563/No F-Track Level/No F-Track Level/47.97,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
FRACTAL TRACK,"RHHBY, Long, 2024-12-31 (Price: 34.88)",2025-12-04 (Price: 48.19) (Today),"38.16%, 11.3 months","100.0%, Past 24 years, 9","Quarterly, was CONFIRMED on 2024-12-31",Already confirmed,"2025-12-04 (Price: 48.19), 38.16% above",11.3 months,No Information,No Information,No Information,"88.6% (Price: 29.4418), 63.68% above, Upmove Bounce Back","2018-06-30 (Price: 26.3), 2022-06-30 (Price: 53.86)",No Information,15.79%/12.77%/14.28%,"-0.0%, 30.62%",4.7 years/4.2 years/4.4 years,2031-09-21/2030-12-12/2031-05-02,2.03%,6.19%,-4.16%,0.46,0.19,34.1824/39.8609/51.42/52.46/58.6089/65.2057/41.51,31.92/34.87/31.0544/130.7472/No F-Track Level/No F-Track Level/No Moving Avg Support,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2022-12-31 (Price: 85.85)",2025-12-04 (Price: 122.62) (Today),"42.83%, 3.0 years","100.0%, Past 33 years, 10","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-12-04 (Price: 122.62), 42.83% above",3.0 years,No Information,No Information,No Information,No Information,No Information,98.77% above/43.82% above/42.83% above,74.14%/5.29%/44.68%,"-0.0%, 24.28%",2.5 years/10.9 months/1.4 year,2026-08-14/2024-04-17/2025-01-06,12.82%,17.18%,-4.36%,1.5,0.52,96.8989/124.2078/90.9/No Horizontal Resistance/123.4541/140.4376/No Moving Avg Target,58.26/56.99/75.3922/65.1312/No F-Track Level/No F-Track Level/67.59,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
FRACTAL TRACK,"IWM, Long, 2023-06-30 (Price: 187.27)",2025-12-04 (Price: 251.82) (Today),"34.47%, 2.5 years","100.0%, Past 25 years, 8","Quarterly, was CONFIRMED on 2023-06-30",Already confirmed,"2025-12-04 (Price: 251.82), 34.47% above",2.5 years,No Information,No Information,No Information,"38.2% (Price: 164.1636), 53.4% above, Upmove Bounce Back","2009-03-31 (Price: 34.26), 2021-12-31 (Price: 244.46)",No Information,56.32%/25.19%/40.76%,"-0.0%, 20.56%",2.0 year/2.0 year/2.0 year,2026-05-02/2026-04-30/2026-04-30,11.21%,6.21%,5.0%,0.5,0.2,180.9028/263.6013/313.39/232.67/348.4025/539.5308/220.9,164.92/144.954/157.2742/112.1542/No F-Track Level/No F-Track Level/No Moving Avg Support,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
FRACTAL TRACK,"^BVSP, Long, 2024-08-31 (Price: 136004.0)",2025-12-04 (Price: 164455.6094) (Today),"20.92%, 1.3 year","93.33%, Past 57 years, 30","Monthly, was CONFIRMED on 2024-08-31",Already confirmed,"2025-12-04 (Price: 164455.6094), 20.92% above",1.3 year,No Information,No Information,No Information,"38.2% (Price: 119446.25), 37.68% above, Upmove Bounce Back","2022-07-31 (Price: 95267.0), 2023-12-31 (Price: 134392.0)",No Information,195.55%/4.94%/55.92%,"17.81%, 51.61%",9.2 years/3.6 months/3.0 years,2037-11-08/2025-02-04/2028-12-26,3.98%,30.03%,-26.05%,0.44,0.88,147550.7396/212057.4368/159479.0/No Horizontal Resistance/173653.968/192289.6/138851.64,101882.0/95217.0/121313.6/110617.73/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
PULSEGAUGE,"NA.TO, Long, 2025-07-06 (Price: 141.41)",2025-12-04 (Price: 172.3) (Today),"21.84%, 5.0 months","94.12%, Past 25 years, 17","Weekly, was CONFIRMED on 2025-07-06",No Cancellation Possible,"2025-12-04 (Price: 172.3), 21.84% above",5.0 months,No Information,No Information,No Information,No Information,No Information,No Information,24.84%/20.45%/21.62%,"24.51%, 35.98%",8.0 months/1.3 month/4.1 months,2026-06-17/2025-08-31/2025-12-29,22.55%,10.54%,12.01%,0.56,0.41,149.4562/171.9828/188.6608/No Horizontal Resistance/188.6608/207.1743/No Moving Avg Target,112.96/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/138.92,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
FRACTAL TRACK,"HYG, Long, 2025-06-30 (Price: 80.65)",2025-12-04 (Price: 80.75) (Today),"0.12%, 5.2 months","90.91%, Past 18 years, 11","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-04 (Price: 80.75), 0.12% above",5.2 months,No Information,No Information,No Information,"38.2% (Price: 76.5615), 5.47% above, Upmove Bounce Back","2022-10-31 (Price: 70.4), 2024-09-30 (Price: 80.37)",No Information,2.15%/2.15%/2.15%,"3.95%, 5.88%",1.2 year/1.2 year/1.2 year,2027-03-20/2027-03-20/2027-03-20,-0.69%,-1.4%,0.72%,-0.15,-0.53,80.2064/82.384/86.63/86.99/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,78.6/72.2733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/79.86,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2023-12-31 (Price: 134185.0)",2025-12-04 (Price: 164455.6094) (Today),"22.56%, 2.0 year","92.31%, Past 20 years, 13","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-12-04 (Price: 164455.6094), 22.56% above",2.0 year,No Information,No Information,No Information,No Information,No Information,29.16% above/22.56% above/22.56% above,65.67%/2.63%/24.36%,"18.7%, 34.07%",2.4 years/5.1 months/1.0 year,2027-05-09/2024-08-07/2025-06-20,8.58%,9.96%,-1.38%,0.5,0.37,142759.4215/166872.466/161963.8/No Horizontal Resistance/173653.968/192289.6/No Moving Avg Target,101882.0/90496.5/121313.6/110617.73/No F-Track Level/No F-Track Level/115493.12,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"TSLA, Long, 2025-11-18 (Price: 401.25)",2025-12-03 (Price: 446.74),"11.34%, 15 days","100.0%, Past 5 years, 34","Daily, was CONFIRMED on 2025-11-18",Already confirmed,"2025-12-04 (Price: 454.53), 13.28% above",16 days,No Information,No Information,No Information,"38.2% (Price: 374.8188), 21.27% above, Upmove Bounce Back","2025-04-07 (Price: 214.25), 2025-11-03 (Price: 474.07)",No Information,69.86%/7.58%/26.58%,"-0.0%, 65.02%",1.6 year/25 days/6.6 months,2028-02-21/2025-12-24/2026-09-02,21.17%,25.99%,-4.83%,0.4,0.79,411.6424/507.9023/557.14/408.5817/490.132/554.3681/No Moving Avg Target,320.11/181.0784/330.0827/262.8246/No F-Track Level/No F-Track Level/342.09,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"WMT, Long, 2025-10-14 (Price: 107.21)",2025-12-03 (Price: 114.41),"6.72%, 1.7 month","96.88%, Past 4 years, 32","Daily, is CONFIRMED on 2025-10-14",Already confirmed,"2025-12-04 (Price: 114.84), 7.12% above",1.7 month,No Information,No Information,No Information,No Information,No Information,12.46% above/7.12% above/7.12% above,12.24%/0.97%/3.78%,"14.39%, 26.01%",1.8 month/4 days/19 days,2026-01-01/2025-10-19/2025-11-10,43.52%,16.53%,26.99%,0.61,0.68,109.7616/111.2625/113.44/No Horizontal Resistance/137.8139/No Next Fib Ext/No Moving Avg Target,101.7/42.3916/85.5556/53.2582/No F-Track Level/No F-Track Level/96.5,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
DELTADRIFT,"COIN, Long, 2025-11-24 (Price: 255.97)",2025-12-03 (Price: 276.92),"8.18%, 9 days","85.71%, Past 4 years, 7","Daily, was CONFIRMED on 2025-11-24",Already confirmed,"2025-12-04 (Price: 274.05), 7.06% above",10 days,No Information,No Information,No Information,No Information,No Information,No Information,19.07%/7.08%/10.13%,"27.31%, 39.8%",1.9 month/1 day/15 days,2026-02-16/2025-11-25/2025-12-15,11.79%,-0.05%,11.84%,0.3,0.5,263.1628/281.8998/272.53/289.6467/466.299/494.3788/281.92,238.16/86.505/234.936/157.903/No F-Track Level/No F-Track Level/No Moving Avg Support,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
DELTADRIFT,"PLTR, Long, 2025-11-24 (Price: 162.25)",2025-12-03 (Price: 176.08),"8.52%, 9 days","85.71%, Past 4 years, 7","Daily, was CONFIRMED on 2025-11-24",Already confirmed,"2025-12-04 (Price: 177.92), 9.66% above",10 days,No Information,No Information,No Information,No Information,No Information,No Information,19.0%/3.53%/11.32%,"14.06%, 15.26%",17 days/1 day/5 days,2025-12-18/2025-11-25/2025-12-01,20.7%,64.21%,-43.51%,0.68,1.53,206.4469/180.6167/193.53/No Horizontal Resistance/232.7649/248.6965/No Moving Avg Target,154.85/7.205/156.1054/148.2704/No F-Track Level/No F-Track Level/141.69,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
