Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-01-31 (Price: 167.69)",Monthly,2026-02-20 (Price: 200.15),No Price Target,No Date Target,60.64%/69.02%,"19.36%, 2.1 years","2026-02-20 (Price: 200.15), 19.36% above",321.512 (Historic Rise or Fall to Pivot)/338.2978 (Avg % Gain of Historic Winning trades)/487.4413 (Backtested Max),2027-08-26 (Max),60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/116.01,"87.5%, Past 20 years, 16",144.28,No Information,No Information,No Information,No Information,No Information,35.78% above/36.92% above/19.36% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-12-28 (Price: 205.3)",Weekly,No Exit Yet,No Price Target,2026-02-18 (Min),9.64%/10.86%,"-6.43%, 1.8 month","2026-02-20 (Price: 192.09), 6.43% below",241.3096 (Historic Rise or Fall to Pivot)/223.2022 (Avg % Gain of Historic Winning trades)/210.6 (Function Specific Target)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/235.5202 (Backtested Max)/212.9577 (Backtested Min),2026-07-07 (Max)/2026-03-11 (Avg),174.88/53.2967/194.1559/132.3972/No F-Track Level/No F-Track Level/182.17,"100.0%, Past 10 years, 15",202.62,No Information,No Information,No Information,No Information,No Information,6.43% below/6.43% below/6.43% below,14.72%/3.73%/8.72%,"-0.0%, 10.74%",4.4 months/1.2 month/1.7 month,10.04%,18.73%,-8.69%,2.04,1.19,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,2026-02-20 (Price: 192.09),No Price Target,No Date Target,6.38%/9.27%,"8.83%, 8.8 months","2026-02-20 (Price: 192.09), 8.83% above",209.8938 (Historic Rise or Fall to Pivot)/204.3517 (Avg % Gain of Historic Winning trades)/279.99 (Function Specific Target)/294.0831 (F-Stack 2)/220.0779 (Backtested Max),2026-11-03 (Max)/2026-07-09 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 9",170.49,No Information,No Information,No Information,No Information,No Information,8.83% above/12.02% above/8.83% above,24.69%/6.61%/15.78%,"0%, 12.12%",1 year/5 months/9.3 months,8.62%,19.19%,-10.57%,2.59,1.27,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
BASELINEDIVERGENCE,"DOL.TO, Long, 2025-11-23 (Price: 197.68)",Weekly,No Exit Yet,No Price Target,2026-02-22 (Min),11.09%/13.94%,"-2.83%, 3 months","2026-02-20 (Price: 192.09), 2.83% below",218.8713 (Historic Rise or Fall to Pivot)/213.3956 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/253.2874 (Backtested Max),2026-07-15 (Max)/2026-02-22 (Min)/2026-04-02 (Avg),174.88/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/188.91,"84.81%, Past 10 years, 79",194.41,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,28.13%/0.04%/7.95%,"9.81%, 20.94%",5.4 months/2.1 months/3 months,31.56%,15.32%,16.24%,0.92,0.93,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
FRACTAL TRACK,"AIA.NZ, Long, 2025-04-27 (Price: 8.0)",Weekly,No Exit Yet,8.8962 (Horizontal),No Date Target,2.14%/2.66%,"11.0%, 10 months","2026-02-20 (Price: 8.88), 11.0% above",9.116 (Avg % Gain of Historic Winning trades)/9.07 (Function Specific Target)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.6424 (Backtested Max),2028-03-04 (Max)/2026-09-21 (Avg),7.79/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.94,"93.33%, Past 20 years, 15",7.965,No Information,No Information,No Information,"61.8% (Price: 7.75), 14.58% above, Upmove Bounce Back","2024-09-22 (Price: 7.07), 2025-02-09 (Price: 8.85)",No Information,20.53%/2.63%/13.95%,"4.23%, 15.35%",2 years/2.1 months/11.8 months,9.21%,4.75%,4.46%,0.88,0.23,94.52%/73/1.2 year (Across ALL Assets),63.64%/132/7.5 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-01-12 (Price: 8.6)",Daily,No Exit Yet,8.8963 (Horizontal),No Date Target,0.45%/0.59%,"3.26%, 1.3 month","2026-02-20 (Price: 8.88), 3.26% above",9.0567 (Historic Rise or Fall to Pivot)/8.9328 (Avg % Gain of Historic Winning trades)/8.92 (Function Specific Target)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.3301 (Backtested Max),2026-08-04 (Max)/2026-02-28 (Avg),7.91/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.87,"82.05%, Past 4 years, 39",8.57,No Information,No Information,No Information,No Information,No Information,3.98% above/3.26% above/3.26% above,8.49%/0.39%/3.87%,"6.37%, 18.81%",4.7 months/7 days/1.1 month,10.6%,-0.09%,10.69%,0.66,-0.03,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-01-11 (Price: 8.54)",Weekly,No Exit Yet,8.8962 (Horizontal),2026-02-20 (Min),1.8%/4.86%,"3.98%, 1.3 month","2026-02-20 (Price: 8.88), 3.98% above",9.3112 (Historic Rise or Fall to Pivot)/9.0396 (Avg % Gain of Historic Winning trades)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/9.6297 (Backtested Max),2026-07-03 (Max)/2026-04-29 (Avg),7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.87,"100.0%, Past 10 years, 20",8.35,No Information,No Information,No Information,No Information,No Information,7.25% above/4.47% above/3.98% above,12.76%/0.47%/5.85%,"-0.0%, 7.89%",4 months/28 days/2.5 months,10.91%,5.79%,5.12%,1.45,0.3,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-02-12 (Price: 11.3)",Daily,No Exit Yet,No Price Target,2026-02-20 (Min),5.17%/6.37%,"-4.07%, 8 days","2026-02-20 (Price: 10.84), 4.07% below",11.8119 (Historic Rise or Fall to Pivot)/11.7644 (Avg % Gain of Historic Winning trades)/12.23 (Function Specific Target)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/11.53 (EMA 200)/12.3712 (Backtested Max)/11.4006 (Backtested Min),2026-07-05 (Max)/2026-03-31 (Avg),10.83/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/No EMA 200 Support,"96.15%, Past 4 years, 26",11.27,No Information,No Information,No Information,No Information,No Information,3.9% below/4.07% below/4.07% below,9.48%/0.89%/4.11%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.16%,8.14%,7.02%,0.86,0.43,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2026-01-06 (Price: 11.73)",Daily,No Exit Yet,No Price Target,2026-02-22 (Avg),9.17%/12.66%,"-7.59%, 1.5 month","2026-02-20 (Price: 10.84), 7.59% below",12.2614 (Historic Rise or Fall to Pivot)/12.2121 (Avg % Gain of Historic Winning trades)/12.4 (Function Specific Target)/12.825 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/12.842 (Backtested Max)/11.8344 (Backtested Min),2026-05-29 (Max)/2026-02-22 (Avg),10.7/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.42,"96.15%, Past 4 years, 26",11.48,No Information,No Information,No Information,No Information,No Information,2.17% below/7.59% below/7.59% below,9.48%/0.89%/4.11%,"10.91%, 28.9%",3.3 months/6 days/1.1 month,15.16%,8.14%,7.02%,0.86,0.43,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
SIGMASHELL,"IFT.NZ, Long, 2025-12-02 (Price: 11.75)",Daily,No Exit Yet,No Price Target,2026-02-18 (Min),10.01%/12.51%,"-7.74%, 2.7 months","2026-02-20 (Price: 10.84), 7.74% below",12.1965 (Historic Rise or Fall to Pivot)/13.1835 (Avg % Gain of Historic Winning trades)/18.927 (Function Specific Target)/11.925 (Horizontal)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/14.1658 (Backtested Max)/12.321 (Backtested Min),2026-06-02 (Max)/2026-03-24 (Avg),11.39/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.53,"100.0%, Past 5 years, 9",11.58,"-3.31, 87.5%",No Information,No Information,No Information,No Information,No Information,20.56%/4.86%/12.2%,"0%, 16.37%",4.2 months/1.8 month/2.6 months,30.94%,8.0%,22.94%,2.04,0.45,75.47%/53/4.6 months (Across ALL Assets),71.43%/224/3.8 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,2026-02-20 (Price: 97.6),95.9858 (Backtested Min),No Date Target,3.62%/4.34%,"22.6%, 3.7 months","2026-02-20 (Price: 97.6), 22.6% above",101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades)/138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 30.33% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-02-20 (Price: 97.6),99.7058 (Historic Rise or Fall to Pivot),No Date Target,2.87%/14.5%,"24.35%, 7.8 months","2026-02-20 (Price: 97.6), 24.35% above",100.4044 (Avg % Gain of Historic Winning trades)/135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 58.04% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,92.68%/41/1.5 year (Across ALL Assets),66.67%/63/10.2 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-11 (Price: 88.81)",Weekly,No Exit Yet,97.8686 (Avg % Gain of Historic Winning trades),No Date Target,1.53%/12.74%,"9.9%, 1.3 month","2026-02-20 (Price: 97.6), 9.9% above",99.0942 (Historic Rise or Fall to Pivot)/111.17 (Function Specific Target)/123.2166 (F-Stack 2)/110.0356 (Backtested Max),2027-06-16 (Max)/2026-03-04 (Min)/2026-08-03 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,"84.62%, Past 10 years, 26",86.08,No Information,No Information,No Information,No Information,No Information,9.9% above/11.39% above/9.9% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
DELTADRIFT,"BTC-USD, Long, 2026-02-06 (Price: 70555.3906)",Daily,No Exit Yet,No Price Target,2026-02-20 (Avg),6.75%/7.07%,"-3.94%, 14 days","2026-02-20 (Price: 67778.1719), 3.94% below",72573.2748 (Historic Rise or Fall to Pivot)/74760.4919 (Avg % Gain of Historic Winning trades)/73666.88 (Function Specific Target)/124582.2656 (Horizontal)/136097.3501 (F-Stack 1)/177421.0223 (F-Stack 2)/99400.11 (EMA 200)/78810.3713 (Backtested Max)/72354.5531 (Backtested Min),2026-04-29 (Max),62702.1/18304.4229/57447.2152/51395.9501/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 4 years, 15",62704.4531,No Information,No Information,No Information,No Information,No Information,No Information,11.7%/2.55%/5.96%,"26.18%, 26.18%",1.9 month/2 days/10 days,6.02%,14.76%,-8.74%,0.14,0.5,83.85%/130/12 days (Across ALL Assets),77.16%/394/15 days (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Exit Yet,No Price Target,2026-02-20 (Max),89.59%/100.8%,"-35.23%, 8.8 months","2026-02-20 (Price: 67778.1719), 35.23% below",360750.2922 (Historic Rise or Fall to Pivot)/283025.1161 (Avg % Gain of Historic Winning trades)/128503.09 (Function Specific Target)/136097.3501 (F-Stack 2)/404352.9859 (Backtested Max)/155178.2931 (Backtested Min),No Next Date Target,16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level/94736.72,"100.0%, Past 20 years, 5",94212.8594,No Information,No Information,No Information,No Information,No Information,28.05% below/35.23% below/35.23% below,286.43%/48.3%/170.48%,"-0.0%, 15.0%",6.1 months/5.1 months/5.8 months,56.19%,37.5%,18.69%,0.89,1.29,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2026-01-30 (Price: 162.25)",Daily,2026-02-20 (Price: 178.7),180.1786 (Avg % Gain of Historic Winning trades)/178.5075 (Backtested Min),No Date Target,4.64%/5.57%,"10.14%, 21 days","2026-02-20 (Price: 178.7), 10.14% above",204.77 (Function Specific Target)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/186.9931 (Backtested Max),2029-01-29 (Max)/2026-04-26 (Min)/2027-01-08 (Avg),161.96/82.9367/148.3746/134.0186/No F-Track Level/No F-Track Level/152.74,"100.0%, Past 5 years, 9",163.43,No Information,No Information,No Information,"23.66% (Price: 160.7722), 11.15% above, Upmove Bounce Back","2025-04-09 (Price: 106.67), 2025-12-22 (Price: 177.54)",No Information,15.25%/10.02%/11.05%,"0%, 19.4%",2.1 years/2 months/7.9 months,24.66%,12.6%,12.06%,7.0,0.93,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
SIGMASHELL,"NA.TO, Long, 2026-02-02 (Price: 163.94)",Daily,No Exit Yet,177.547 (Avg % Gain of Historic Winning trades),No Date Target,3.93%/5.57%,"9.0%, 18 days","2026-02-20 (Price: 178.7), 9.0% above",188.6608 (Function Specific Target)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/185.7276 (Backtested Max),2027-07-08 (Max)/2026-05-04 (Min)/2026-08-25 (Avg),161.96/82.9367/148.3746/134.0186/No F-Track Level/No F-Track Level/152.74,"100.0%, Past 5 years, 7",162.22,"-3.34, 87.5%",No Information,No Information,No Information,No Information,No Information,13.29%/0.09%/8.3%,"0%, 20.53%",1 year/2.1 months/4.7 months,16.54%,8.46%,8.08%,1.72,0.47,75.47%/53/4.6 months (Across ALL Assets),71.43%/224/3.8 months (Across ALL Assets)
