Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2025-12-22 (Price: 182.89)",Daily,No Exit Yet,No Price Target,2025-12-30 (Min),1.13%/4.25%,"-0.53%, 8 days","2025-12-30 (Price: 181.92), 0.53% below",195.4911 (Historic Rise or Fall to Pivot)/189.6569 (Avg % Gain of Historic Winning trades)/235.1 (Exit Rule)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/239.03 (EMA 200)/196.6799 (Backtested Max)/183.9691 (Backtested Min),2026-08-22 (Max)/2026-03-01 (Avg),178.26/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 4 years, 22",No Information,No Information,No Information,No Information,No Information,0.05% below/0.53% below/0.53% below,7.54%/0.59%/3.7%,"0%, 12.09%",5.6 months/6 days/1.6 month,14.91%,7.98%,6.93%,1.41,0.45,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"AIA.NZ, Long, 2025-11-18 (Price: 7.77)",Daily,No Exit Yet,8.3201 (Avg % Gain of Historic Winning trades)/8.33 (Exit Rule),No Date Target,5.16%/7.44%,"6.56%, 1.4 month","2025-12-30 (Price: 8.28), 6.56% above",8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.7071 (Backtested Max),2027-09-26 (Max)/2026-03-10 (Min)/2026-11-18 (Avg),7.6/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 6",No Information,No Information,No Information,"38.2% (Price: 7.9428), 4.25% above, Upmove Bounce Back","2025-07-16 (Price: 7.365), 2025-11-04 (Price: 8.3)",No Information,12.06%/1.24%/7.08%,"-0.0%, 14.0%",1.3 year/2.6 months/8.4 months,14.01%,-0.21%,14.22%,1.2,-0.11,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",Weekly,2025-12-30 (Price: 8.28) (Today),8.3171 (Avg % Gain of Historic Winning trades),No Date Target,1.09%/3.65%,"5.48%, 3.3 months","2025-12-30 (Price: 8.28), 5.48% above",8.5824 (Historic Rise or Fall to Pivot)/8.37 (Exit Rule)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.8517 (Backtested Max),2026-08-12 (Max)/2026-01-20 (Avg),7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 10 years, 19",No Information,No Information,No Information,No Information,No Information,6.29% above/5.48% above/5.48% above,12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,11.42%,5.83%,5.59%,1.52,0.3,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2025-02-02 (Price: 238.35)",Weekly,2025-12-30 (Price: 219.53) (Today),No Price Target,No Date Target,11.62%/16.42%,"-7.9%, 11 months","2025-12-30 (Price: 219.53), 7.9% below",257.2035 (Historic Rise or Fall to Pivot)/255.5827 (Avg % Gain of Historic Winning trades)/255.83 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/271.4091 (Backtested Max)/245.0476 (Backtested Min),No Next Date Target,208.54/187.425/229.0045/147.1212/No F-Track Level/No F-Track Level/230.01,"100.0%, Past 10 years, 31",No Information,No Information,No Information,No Information,No Information,0.9% below/7.9% below/7.9% below,13.87%/2.81%/7.23%,"-0.0%, 50.63%",7.2 months/28 days/4.3 months,12.02%,17.33%,-5.31%,1.5,0.91,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2023-12-31 (Price: 278.49)",Monthly,No Exit Yet,No Price Target,2025-12-28 (Max),54.36%/67.29%,"-21.17%, 2 years","2025-12-30 (Price: 219.53), 21.17% below",425.8948 (Historic Rise or Fall to Pivot)/377.81 (Exit Rule)/367.2583 (F-Stack 2)/338.8666 (Backtested Max),No Next Date Target,138.66/166.48/229.0045/147.1212/No F-Track Level/No F-Track Level/241.57,"100.0%, Past 20 years, 15",No Information,No Information,No Information,No Information,No Information,15.15% below/21.17% below/21.17% below,21.68%/5.8%/12.59%,"-0.0%, 33.29%",1.4 year/5.1 months/9.6 months,15.34%,14.3%,1.04%,1.57,0.45,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,No Exit Yet,317.3575 (Backtested Min),No Date Target,2.63%/9.29%,"11.61%, 2 months","2025-12-30 (Price: 314.55), 11.61% above",343.764 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/402.28 (Exit Rule)/322.8294 (F-Stack 2)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",No Information,No Information,No Information,No Information,No Information,29.15% above/24.97% above/11.61% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,13.15%,17.12%,-3.97%,1.16,0.87,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2025-12-16 (Price: 657.15)",Daily,No Exit Yet,No Price Target,2025-12-31 (Min),1.05%/2.52%,"1.34%, 14 days","2025-12-30 (Price: 665.95), 1.34% above",694.0161 (Historic Rise or Fall to Pivot)/720.8936 (Avg % Gain of Historic Winning trades)/1060.18 (Exit Rule)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/672.94 (EMA 200)/730.6194 (Backtested Max)/682.7131 (Backtested Min),2026-06-07 (Max)/2025-12-31 (Min)/2026-03-30 (Avg),589.15/276.89/556.264/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 5 years, 10",No Information,No Information,No Information,"23.66% (Price: 637.3234), 4.49% above, Upmove Bounce Back","2023-01-05 (Price: 124.54), 2025-08-15 (Price: 796.25)",No Information,11.18%/3.89%/9.7%,"3.02%, 27.47%",4 months/11 days/2.4 months,26.51%,13.27%,13.24%,0.96,0.62,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-12-12 (Price: 571.93)",Daily,2025-12-29 (Price: 577.9),No Price Target,No Date Target,0.52%/1.96%,"0.96%, 18 days","2025-12-30 (Price: 577.42), 0.96% above",588.7447 (Avg % Gain of Historic Winning trades)/580.4 (Exit Rule)/592.9033 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/616.5977 (Backtested Max),2026-05-13 (Max)/2026-02-06 (Avg),537.55/306.91/554.0572/515.4888/No F-Track Level/No F-Track Level/559.47,"96.15%, Past 4 years, 26",No Information,No Information,No Information,No Information,No Information,2.49% above/0.96% above/0.96% above,7.81%/1.11%/2.94%,"5.85%, 28.57%",3.5 months/4 days/1.3 month,5.71%,7.58%,-1.87%,0.98,0.39,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"MCD, Long, 2025-12-18 (Price: 319.65)",Daily,No Exit Yet,No Price Target,2025-12-28 (Min),4.33%/4.51%,"-3.64%, 12 days","2025-12-30 (Price: 308.03), 3.64% below",330.2624 (Historic Rise or Fall to Pivot)/327.8011 (Avg % Gain of Historic Winning trades)/327.6 (Exit Rule)/321.3575 (Horizontal)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/335.4727 (Backtested Max)/321.9195 (Backtested Min),2026-06-05 (Max)/2026-02-12 (Avg),300.72/228.4467/254.2758/233.8976/No F-Track Level/No F-Track Level/306.22,"83.33%, Past 4 years, 18",No Information,No Information,No Information,No Information,No Information,3.34% below/3.64% below/3.64% below,4.95%/0.71%/2.55%,"0.45%, 11.38%",3.9 months/7 days/1.3 month,12.38%,5.6%,6.78%,1.08,0.28,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2025-11-02 (Price: 112.62)",Weekly,No Exit Yet,114.94 (Backtested Min),2026-01-01 (Min),3.07%/14.35%,"1.93%, 1.9 month","2025-12-30 (Price: 114.79), 1.93% above",118.3186 (Historic Rise or Fall to Pivot)/131.2586 (Avg % Gain of Historic Winning trades)/139.37 (Exit Rule)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/143.1175 (Backtested Max),2028-05-28 (Max)/2026-01-01 (Min)/2026-12-15 (Avg),109.19/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/110.06,"100.0%, Past 20 years, 13",No Information,No Information,No Information,"38.2% (Price: 107.6566), 6.63% above, Upmove Bounce Back","2025-04-13 (Price: 80.1), 2025-07-06 (Price: 124.69)",No Information,27.08%/2.06%/16.55%,"-0.0%, 53.97%",1.8 year/1.4 month/9.4 months,10.84%,5.19%,5.65%,1.27,0.26,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Long, 2025-09-21 (Price: 35.45)",Weekly,No Exit Yet,No Price Target,2025-12-29 (Min),4.1%/7.14%,"2.79%, 3.3 months","2025-12-30 (Price: 36.44), 2.79% above",37.935 (Historic Rise or Fall to Pivot)/41.5155 (Avg % Gain of Historic Winning trades)/43.69 (Exit Rule)/39.042 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/43.639 (Backtested Max)/40.8136 (Backtested Min),2027-07-30 (Max)/2026-07-26 (Avg),35.07/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.0%, Past 20 years, 20",No Information,No Information,No Information,"38.2% (Price: 34.562), 5.43% above, Upmove Bounce Back","2024-02-18 (Price: 26.08), 2025-07-27 (Price: 39.805)",No Information,23.1%/15.13%/17.11%,"5.55%, 32.59%",1.3 year/2.3 months/7.1 months,14.56%,9.73%,4.83%,1.1,0.49,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
DELTADRIFT,"ARM, Long, 2025-12-24 (Price: 111.55)",Daily,No Exit Yet,No Price Target,2025-12-31 (Min),3.01%/7.27%,"-0.62%, 6 days","2025-12-30 (Price: 110.86), 0.62% below",114.1937 (Historic Rise or Fall to Pivot)/123.642 (Avg % Gain of Historic Winning trades)/118.92 (Exit Rule)/184.93 (Horizontal)/209.6611 (F-Stack 1)/292.8214 (F-Stack 2)/137.51 (EMA 200)/126.3192 (Backtested Max)/120.1282 (Backtested Min),2026-02-14 (Max)/2025-12-31 (Min)/2026-01-14 (Avg),96.83/No Horizontal Support/102.2246/89.5435/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 2 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,13.24%/7.69%/10.84%,"19.77%, 19.77%",1.2 month/5 days/15 days,17.56%,26.25%,-8.69%,0.29,1.04,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
FRACTAL TRACK,"TCS.NS, Long, 2025-11-11 (Price: 3047.0)",Daily,No Exit Yet,No Price Target,2025-12-28 (Min),4.12%/7.25%,"6.56%, 1.6 month","2025-12-30 (Price: 3246.8), 6.56% above",3380.6465 (Avg % Gain of Historic Winning trades)/4543.575 (Horizontal)/5637.7577 (F-Stack 1)/6711.0756 (F-Stack 2)/3482.1116 (Backtested Max),2028-09-18 (Max)/2026-07-16 (Avg),2990.2/2923.4601/2637.2425/2299.5932/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 16",No Information,No Information,No Information,"88.6% (Price: 3015.6997), 7.66% above, Upmove Bounce Back","2025-08-04 (Price: 2991.6001), 2025-09-18 (Price: 3203.0)",No Information,14.28%/5.12%/10.95%,"-0.0%, 22.67%",2 years/1.1 month/5.7 months,29.88%,2.0%,27.88%,1.83,0.03,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-12-22 (Price: 168.04)",Daily,No Exit Yet,No Price Target,2025-12-30 (Min),4.51%/8.44%,"-3.14%, 8 days","2025-12-30 (Price: 162.77), 3.14% below",180.8951 (Historic Rise or Fall to Pivot)/176.5092 (Avg % Gain of Historic Winning trades)/187.59 (Exit Rule)/178.0989 (F-Stack 1)/194.7923 (F-Stack 2)/183.3148 (Backtested Max)/170.1069 (Backtested Min),2026-07-01 (Max)/2026-02-03 (Avg),145.49/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/130.56,"78.95%, Past 4 years, 19",No Information,No Information,No Information,No Information,No Information,2.35% above/3.14% below/3.14% below,9.09%/1.23%/5.04%,"19.7%, 28.41%",4.4 months/6 days/1 month,12.04%,18.03%,-5.99%,0.06,0.87,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2023-12-31 (Price: 78.03)",Monthly,No Exit Yet,No Price Target,2025-12-28 (Max),13.95%/14.32%,"-4.27%, 2 years","2025-12-30 (Price: 74.7), 4.27% below",102.3051 (Historic Rise or Fall to Pivot)/93.8311 (Avg % Gain of Historic Winning trades)/94.0 (Exit Rule)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/120.6968 (Backtested Max)/85.1229 (Backtested Min),No Next Date Target,38.63/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level/70.09,"100.0%, Past 20 years, 14",No Information,No Information,No Information,No Information,No Information,4.27% below/3.49% below/4.27% below,54.68%/9.09%/20.25%,"-0.0%, 18.24%",1.4 year/5 months/8.2 months,14.44%,14.61%,-0.17%,1.34,0.73,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2025-06-30 (Price: 140.52)",Monthly,2025-11-30 (Price: 168.95),170.8442 (Avg % Gain of Historic Winning trades),No Date Target,4.45%/8.63%,"23.6%, 6.1 months","2025-12-30 (Price: 173.68), 23.6% above",222.66 (Exit Rule)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/181.4113 (Backtested Max),2032-01-22 (Max)/2027-08-21 (Avg),118.77/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.86%, Past 43 years, 14",No Information,No Information,No Information,"23.66% (Price: 108.7595), 59.69% above, Upmove Bounce Back","1995-01-31 (Price: 4.25), 2024-12-31 (Price: 141.15)",No Information,29.1%/8.19%/21.58%,"3.99%, 52.46%",4.6 years/4 months/1.5 year,8.81%,8.57%,0.24%,1.75,0.52,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,No Exit Yet,205.7637 (Avg % Gain of Historic Winning trades),No Date Target,2.43%/6.87%,"16.68%, 7.1 months","2025-12-30 (Price: 205.94), 16.68% above",210.9352 (Historic Rise or Fall to Pivot)/233.0 (Exit Rule)/294.0831 (F-Stack 2)/220.0779 (Backtested Max),2026-11-03 (Max)/2026-01-03 (Min)/2026-07-13 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,16.68% above/20.1% above/16.68% above,24.69%/6.61%/16.58%,"-0.0%, 12.12%",1 year/5 months/9.4 months,9.06%,19.7%,-10.64%,1.65,1.31,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
