Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"IEI, Long, 2025-11-30 (Price: 120.26)",No Exit Yet,"-0.5%, 1 day","91.67%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 119.66), 0.5% below",1 day,No Information,No Information,No Information,No Information,No Information,0.5% below/0.35% below/0.5% below,2.72%/1.13%/1.87%,"15.13%, 15.6%",1.1 year/3.6 months/7.6 months,2027-06-19/2026-05-06/2026-10-26,0.4%,0.95%,-0.55%,0.05,-0.88,121.9797/122.5089/120.65/129.9625/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,112.29/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/118.54,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"XLV, Long, 2025-11-30 (Price: 157.65)",No Exit Yet,"-2.09%, 1 day","86.21%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 154.36), 2.09% below",1 day,No Information,No Information,No Information,No Information,No Information,10.91% above/2.78% below/2.09% below,17.42%/2.58%/8.85%,"20.84%, 36.99%",1.9 year/2.9 months/7.8 months,2028-09-01/2026-04-03/2026-11-02,5.12%,6.82%,-1.7%,0.64,0.25,165.501/171.602/159.83/No Horizontal Resistance/174.1807/202.706/No Moving Avg Target,130.43/120.178/153.114/117.2225/No F-Track Level/No F-Track Level/139.6,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2025-11-30 (Price: 76.94)",No Exit Yet,"-0.09%, 1 day","81.82%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 76.87), 0.09% below",1 day,No Information,No Information,No Information,No Information,No Information,5.14% above/0.66% below/0.09% below,25.25%/6.97%/16.78%,"26.7%, 42.44%",11.6 months/3.6 months/6.6 months,2027-04-16/2026-05-03/2026-09-11,6.7%,1.67%,5.03%,0.55,0.08,83.7877/89.8505/97.29/No Horizontal Resistance/78.7458/109.6316/No Moving Avg Target,46.5/40.92/75.1101/68.2017/No F-Track Level/No F-Track Level/66.03,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"ATZ.TO, Long, 2025-11-30 (Price: 110.5)",No Exit Yet,"0.58%, 1 day","100.0%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-02 (Price: 111.14), 0.58% above",1 day,No Information,No Information,No Information,No Information,No Information,4.9% above/0.58% above/0.58% above,31.79%/5.83%/20.18%,"0%, 57.81%",9.5 months/24 days/4.5 months,2027-01-15/2026-01-03/2026-06-14,25.42%,20.42%,5.0%,2.19,0.65,113.7708/132.7989/137.05/No Horizontal Resistance/99.4929/119.4832/No Moving Avg Target,41.91/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/72.64,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-11-30 (Price: 37.23)",No Exit Yet,"-2.01%, 1 day","88.89%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-02 (Price: 36.48), 2.01% below",1 day,No Information,No Information,No Information,No Information,No Information,0.65% below/2.01% below/2.01% below,26.0%/1.9%/9.06%,"53.48%, 76.43%",4.3 months/24 days/1.8 month,2026-06-04/2026-01-03/2026-02-17,4.38%,15.83%,-11.45%,0.07,0.55,39.3074/40.603/51.08/No Horizontal Resistance/45.1741/70.5281/No Moving Avg Target,34.92/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level/33.64,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-30 (Price: 168.95)",No Exit Yet,"1.28%, 1 day","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 171.12), 1.28% above",1 day,No Information,No Information,No Information,No Information,No Information,9.2% above/1.28% above/1.28% above,28.7%/1.41%/17.14%,"5.23%, 30.62%",1.9 year/3.6 months/7.4 months,2028-08-31/2026-05-05/2026-10-18,11.63%,10.7%,0.94%,1.75,0.45,179.2222/197.908/227.16/No Horizontal Resistance/188.6608/207.1743/No Moving Avg Target,118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2025-11-30 (Price: 87.09)",No Exit Yet,"-4.13%, 1 day","80.95%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 83.49), 4.13% below",1 day,No Information,No Information,No Information,No Information,No Information,4.13% below/3.95% below/4.13% below,52.17%/3.61%/37.17%,"45.19%, 70.23%",1.7 year/2.9 months/6.3 months,2028-04-30/2026-04-05/2026-08-29,11.4%,21.44%,-10.04%,0.91,0.78,123.032/119.4614/90.57/No Horizontal Resistance/95.0177/123.2166/No Moving Avg Target,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/75.72,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"TSLA, Long, 2025-11-30 (Price: 430.17)",No Exit Yet,"-0.22%, 1 day","80.65%, Past 15 years, 31","Weekly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 429.24), 0.22% below",1 day,No Information,No Information,No Information,"23.66% (Price: 375.7432), 14.24% above, Upmove Bounce Back","2019-06-09 (Price: 11.7993), 2024-12-22 (Price: 488.54)",No Information,6815.74%/3.62%/968.91%,"19.51%, 72.25%",6.4 years/3.1 months/2.1 years,2035-02-02/2026-04-15/2028-12-03,14.07%,45.46%,-31.4%,0.27,1.18,475.682/4598.1301/716.21/No Horizontal Resistance/490.132/554.3681/No Moving Avg Target,391.09/181.0784/413.6779/330.0827/No F-Track Level/No F-Track Level/341.15,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"WIPRO.NS, Long, 2025-11-30 (Price: 249.53)",No Exit Yet,"0.26%, 1 day","88.0%, Past 80 years, 25","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 250.17), 0.26% above",1 day,No Information,No Information,No Information,"61.8% (Price: 232.7652), 7.48% above, Upmove Bounce Back","2023-04-30 (Price: 176.0), 2025-01-31 (Price: 324.6)",No Information,196.24%/14.77%/97.8%,"25.41%, 71.77%",3.8 years/8 months/1.8 year,2031-05-04/2026-11-12/2028-07-15,9.34%,22.33%,-12.98%,0.43,0.63,243.4664/493.5703/338.69/366.6625/412.2037/473.5829/255.34,239.37/187.6062/216.7036/198.5041/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",No Exit Yet,"-1.35%, 1 day","88.46%, Past 48 years, 26","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 1546.3), 1.35% below",1 day,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 16.89% above, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,415.66%/5.67%/156.39%,"26.03%, 38.57%",6.2 years/6.5 months/2.3 years,2034-09-16/2026-09-08/2029-03-20,8.96%,19.65%,-10.68%,0.38,0.63,1774.5667/4018.9132/2292.59/No Horizontal Resistance/2250.6285/2387.5727/No Moving Avg Target,1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1389.5,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"PG, Long, 2025-11-30 (Price: 148.16)",No Exit Yet,"-1.55%, 1 day","97.73%, Past 20 years, 44","Weekly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 145.86), 1.55% below",1 day,No Information,No Information,No Information,"23.66% (Price: 142.4353), 2.4% above, Upmove Bounce Back","1996-04-14 (Price: 19.8438), 2024-12-01 (Price: 180.43)",No Information,97.61%/1.34%/25.52%,"5.37%, 38.6%",8.5 years/1.8 month/2.2 years,2038-02-07/2026-02-16/2029-01-04,2.95%,4.92%,-1.97%,0.48,0.12,151.7158/185.9704/244.51/179.4533/186.6499/209.3631/158.9,146.98/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No Moving Avg Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-11-30 (Price: 683.39)",No Exit Yet,"-0.27%, 1 day","90.48%, Past 10 years, 21","Weekly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-02 (Price: 681.53), 0.27% below",1 day,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,10.23%/0.46%/4.63%,"5.53%, 12.25%",4.1 months/1.5 month/2.5 months,2026-05-28/2026-02-01/2026-03-18,8.38%,12.23%,-3.85%,0.78,0.56,740.9314/715.031/969.1148/No Horizontal Resistance/969.1148/1522.3697/No Moving Avg Target,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/616.77,88.89%/27/2.9 months (Across ALL Assets),85.45%/55/2.5 months (Across ALL Assets)
OSCILLATOR DELTA,"TFII.TO, Long, 2025-11-28 (Price: 121.87)",No Exit Yet,"3.24%, 2 days","85.19%, Past 6 years, 27","Daily, is Confirmed on 2025-11-28",No Cancellation Possible,"2025-12-02 (Price: 125.82), 3.24% above",2 days,No Information,No Information,No Information,No Information,No Information,No Information,30.6%/5.59%/11.26%,"25.08%, 28.63%",2 months/1 day/22 days,2026-02-22/2025-11-29/2025-12-29,34.87%,19.04%,15.83%,0.15,0.63,124.9777/135.5926/127.96/219.9933/223.9051/280.6304/122.87,No Recent Minima/102.925/113.6809/104.714/No F-Track Level/No F-Track Level/No Moving Avg Support,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-11-28 (Price: 1007.6)",No Exit Yet,"-1.77%, 2 days","100.0%, Past 4 years, 29","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-02 (Price: 989.8), 1.77% below",2 days,No Information,No Information,No Information,No Information,No Information,1.4% below/1.77% below/1.77% below,9.65%/0.92%/4.39%,"-0.0%, 11.99%",2.2 months/4 days/28 days,2026-03-05/2025-12-03/2026-01-07,48.18%,7.98%,40.2%,1.18,0.29,1018.6836/1051.8336/1024.94/1009.6/1098.0619/1305.7899/No Moving Avg Target,982.3/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-11-28 (Price: 153.47)",No Exit Yet,"-1.85%, 2 days","93.33%, Past 4 years, 30","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-02 (Price: 150.63), 1.85% below",2 days,No Information,No Information,No Information,No Information,No Information,0.8% above/1.85% below/1.85% below,16.03%/1.23%/5.13%,"19.7%, 28.41%",3.1 months/4 days/17 days,2026-04-13/2025-12-03/2025-12-22,31.81%,24.47%,7.34%,0.41,0.82,159.2251/161.343/155.78/No Horizontal Resistance/180.0371/199.4231/No Moving Avg Target,139.91/52.782/146.152/133.3839/No F-Track Level/No F-Track Level/125.98,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"DBC, Long, 2025-11-28 (Price: 23.06)",No Exit Yet,"-0.17%, 2 days","85.71%, Past 4 years, 21","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-02 (Price: 23.02), 0.17% below",2 days,No Information,No Information,No Information,No Information,No Information,1.14% above/0.17% below/0.17% below,5.33%/1.09%/2.64%,"7.94%, 13.15%",2.4 months/4 days/19 days,2026-03-10/2025-12-03/2025-12-25,11.28%,6.28%,5.0%,0.33,0.21,23.4889/23.6688/23.61/28.58/61.3269/86.3141/No Moving Avg Target,22.52/19.55/22.4363/93.8694/No F-Track Level/No F-Track Level/22.08,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"TD, Long, 2025-11-28 (Price: 83.93)",No Exit Yet,"0.74%, 2 days","82.35%, Past 4 years, 34","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-02 (Price: 84.55), 0.74% above",2 days,No Information,No Information,No Information,No Information,No Information,1.33% above/0.74% above/0.74% above,8.23%/0.22%/2.92%,"19.84%, 40.97%",2.4 months/4 days/11 days,2026-03-10/2025-12-03/2025-12-13,2.49%,5.91%,-3.43%,0.02,0.2,86.9179/86.3808/86.32/No Horizontal Resistance/91.6167/97.2953/No Moving Avg Target,81.32/54.526/74.6074/62.3451/No F-Track Level/No F-Track Level/70.82,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"WPM, Long, 2025-11-28 (Price: 110.05)",No Exit Yet,"-2.09%, 2 days","97.22%, Past 4 years, 36","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-02 (Price: 107.75), 2.09% below",2 days,No Information,No Information,No Information,No Information,No Information,0.93% above/2.09% below/2.09% below,15.63%/0.69%/6.07%,"14.18%, 36.59%",5.4 months/4 days/28 days,2026-07-20/2025-12-03/2026-01-07,37.84%,23.17%,14.67%,1.01,0.77,115.1783/116.73/111.75/No Horizontal Resistance/132.4733/148.0295/No Moving Avg Target,99.27/38.3375/99.8674/92.8869/No F-Track Level/No F-Track Level/90.49,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-28 (Price: 168.95)",No Exit Yet,"1.28%, 2 days","93.1%, Past 4 years, 29","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-02 (Price: 171.12), 1.28% above",2 days,No Information,No Information,No Information,No Information,No Information,1.28% above/1.28% above/1.28% above,4.34%/1.0%/2.44%,"4.62%, 23.98%",2.1 months/4 days/17 days,2026-02-28/2025-12-03/2025-12-22,18.74%,14.44%,4.3%,1.0,0.56,173.2751/173.0724/196.84/No Horizontal Resistance/188.6608/207.1743/No Moving Avg Target,147.83/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"NVDA, Long, 2025-11-28 (Price: 177.0)",No Exit Yet,"2.52%, 2 days","95.92%, Past 5 years, 49","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-02 (Price: 181.46), 2.52% above",2 days,No Information,No Information,No Information,"88.6% (Price: 169.5557), 7.02% above, Upmove Bounce Back","2025-09-05 (Price: 164.07), 2025-10-29 (Price: 212.19)",No Information,252.44%/5.31%/85.14%,"4.7%, 66.36%",1.8 year/12 days/4.4 months,2028-06-27/2025-12-15/2026-06-07,36.06%,69.24%,-33.18%,0.44,1.76,182.7348/327.6978/205.87/No Horizontal Resistance/239.8943/283.6698/No Moving Avg Target,167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/154.1,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"SFTBY, Long, 2025-11-28 (Price: 53.81)",No Exit Yet,"-3.77%, 2 days","96.55%, Past 5 years, 29","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-02 (Price: 51.78), 3.77% below",2 days,No Information,No Information,No Information,"61.8% (Price: 46.6535), 10.99% above, Upmove Bounce Back","2025-04-07 (Price: 19.86), 2025-10-29 (Price: 90.0)",No Information,163.68%/8.12%/48.76%,"1.65%, 38.56%",11.3 months/13 days/5.4 months,2027-04-04/2025-12-16/2026-07-19,29.01%,21.88%,7.12%,0.45,0.69,55.5319/80.0478/95.89/No Horizontal Resistance/95.4524/115.3755/No Moving Avg Target,50.04/16.82/48.3837/40.3224/No F-Track Level/No F-Track Level/43.32,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-11-28 (Price: 492.01)",No Exit Yet,"-0.41%, 2 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-02 (Price: 490.0), 0.41% below",2 days,No Information,No Information,No Information,"23.66% (Price: 475.9287), 2.96% above, Upmove Bounce Back","2023-01-06 (Price: 219.35), 2025-07-31 (Price: 555.45)",No Information,34.35%/1.23%/14.24%,"-0.0%, 37.56%",1.3 year/1.5 month/5.6 months,2027-10-19/2026-02-02/2026-07-30,14.25%,18.64%,-4.39%,0.5,0.73,498.7505/562.0722/693.67/No Horizontal Resistance/553.3726/615.9924/No Moving Avg Target,472.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/468.79,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
