Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
DELTADRIFT,"SUM.NZ, Long, 2026-01-26 (Price: 11.92)",No Exit Yet,"-1.59%, 1 day","71.43%, Past 4 years, 14","Daily, was CONFIRMED on 2026-01-26",Already confirmed,"2026-01-27 (Price: 11.73), 1.59% below",1 day,11.95,No Information,No Information,No Information,No Information,No Information,No Information,5.47%/2.32%/3.77%,"6.69%, 10.0%",2 months/1 day/19 days,2026-04-22/2026-01-27/2026-02-22,5.72%,-0.28%,6.0%,0.18,-0.09,12.0738/12.3694/12.22/12.6867/19.8479/26.5969/No EMA 200 Target,11.82/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/11.5,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2026-01-25 (Price: 200.26)",No Exit Yet,"1.42%, 2 days","86.67%, Past 10 years, 30","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 203.1), 1.42% above",2 days,191.85,No Information,No Information,No Information,No Information,No Information,7.87% above/1.42% above/1.42% above,27.09%/5.0%/11.19%,"14.05%, 49.41%",4.4 months/1.2 month/2.6 months,2026-08-04/2026-03-18/2026-05-17,3.49%,6.66%,-3.17%,0.68,0.35,213.0366/222.6691/250.6/No Horizontal Resistance/178.0989/194.7923/No EMA 200 Target,135.45/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/137.99,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2026-01-25 (Price: 59.07)",No Exit Yet,"2.15%, 2 days","96.15%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 60.34), 2.15% above",2 days,57.35,No Information,No Information,No Information,No Information,No Information,2.15% above/2.15% above/2.15% above,11.23%/1.19%/3.84%,"20.12%, 35.1%",1.4 year/28 days/3.4 months,2028-01-23/2026-03-06/2026-06-21,3.49%,0.73%,2.76%,0.51,-0.08,61.1906/61.3383/68.56/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,40.58/37.485/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/50.68,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"WPM, Long, 2026-01-25 (Price: 146.16)",No Exit Yet,"2.2%, 2 days","84.62%, Past 10 years, 26","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 149.38), 2.2% above",2 days,140.0,No Information,No Information,No Information,No Information,No Information,10.37% above/2.2% above/2.2% above,30.46%/2.87%/10.34%,"13.4%, 61.17%",2.8 months/28 days/1.6 month,2026-05-26/2026-03-06/2026-04-04,5.32%,5.11%,0.21%,0.63,0.29,157.9843/161.2729/183.45/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,96.52/38.3375/98.515/93.6878/No F-Track Level/No F-Track Level/99.6,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"EFA, Long, 2026-01-25 (Price: 99.97)",No Exit Yet,"2.12%, 2 days","85.71%, Past 10 years, 21","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 102.09), 2.12% above",2 days,98.0,No Information,No Information,No Information,No Information,No Information,2.12% above/2.12% above/2.12% above,7.21%/1.24%/3.66%,"13.66%, 23.59%",7.2 months/1.2 month/3.1 months,2026-12-03/2026-03-18/2026-06-08,2.99%,2.36%,0.63%,0.4,0.03,103.1291/103.6289/105.73/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,75.02/66.265/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/91.35,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2026-01-25 (Price: 42.56)",No Exit Yet,"2.04%, 2 days","100.0%, Past 20 years, 19","Weekly, was CONFIRMED on 2026-01-25",Already confirmed,"2026-01-27 (Price: 43.43), 2.04% above",2 days,43.12,No Information,No Information,No Information,"38.2% (Price: 42.5398), 2.09% above, Upmove Bounce Back","2025-04-13 (Price: 35.51), 2025-10-19 (Price: 46.885)",No Information,18.94%/4.73%/14.15%,"0%, 42.71%",6.5 years/4.2 months/1.3 year,2035-05-07/2026-07-26/2027-12-03,10.1%,3.65%,6.45%,3.45,0.14,43.773/48.5822/49.39/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,42.51/29.8725/35.4254/30.3912/No F-Track Level/No F-Track Level/42.36,94.55%/55/0 days (Across ALL Assets),74.31%/144/0 days (Across ALL Assets)
FRACTAL TRACK,"BABA, Long, 2026-01-25 (Price: 173.23)",No Exit Yet,"-0.29%, 2 days","100.0%, Past 11 years, 7","Weekly, was CONFIRMED on 2026-01-25",Already confirmed,"2026-01-27 (Price: 172.72), 0.29% below",2 days,161.83,No Information,No Information,No Information,"38.2% (Price: 144.5227), 19.51% above, Upmove Bounce Back","2024-01-28 (Price: 66.63), 2025-10-05 (Price: 192.67)",No Information,38.47%/16.72%/24.63%,"-0.0%, 19.88%",9.1 months/2.6 months/4.8 months,2027-02-24/2026-05-17/2026-08-21,20.27%,3.28%,16.99%,1.72,0.23,195.646/215.8965/248.85/No Horizontal Resistance/399.1612/524.2534/No EMA 200 Target,149.79/67.495/144.416/No support/No F-Track Level/No F-Track Level/140.55,94.55%/55/0 days (Across ALL Assets),74.31%/144/0 days (Across ALL Assets)
BAND MATRIX,"HDB, Long, 2026-01-25 (Price: 32.06)",No Exit Yet,"1.19%, 2 days","100.0%, Past 15 years, 5","Weekly, was CONFIRMED on 2026-01-25",No Cancellation Possible,"2026-01-27 (Price: 32.44), 1.19% above",2 days,32.18,No Information,No Information,No Information,No Information,No Information,No Information,218.12%/6.34%/64.35%,"0%, 32.59%",6.4 years/1.1 year/2.5 years,2035-03-16/2027-08-21/2029-08-20,16.45%,7.23%,9.22%,0.72,0.37,29.1586/52.6906/40.92/39.3812/40.717/47.4928/36.21,29.16/25.6925/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets)
TRENDPULSE,"DBC, Long, 2026-01-23 (Price: 24.18)",No Exit Yet,"1.82%, 4 days","75.0%, Past 4 years, 16","Daily, is CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 24.62), 1.82% above",4 days,24.05,No Information,No Information,No Information,No Information,No Information,3.71% above/1.82% above/1.82% above,5.33%/0.57%/2.1%,"7.94%, 13.15%",3.3 months/6 days/22 days,2026-06-15/2026-01-31/2026-02-23,5.64%,4.38%,1.26%,0.13,0.2,24.8546/24.6878/25.61/28.58/60.6441/65.878/No EMA 200 Target,22.36/19.55/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/22.23,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2026-01-23 (Price: 46.62)",No Exit Yet,"1.93%, 4 days","87.5%, Past 4 years, 16","Daily, is CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 47.52), 1.93% above",4 days,46.49,No Information,No Information,No Information,No Information,No Information,3.06% above/1.93% above/1.93% above,5.17%/0.29%/1.92%,"10.32%, 33.2%",1.9 month/8 days/20 days,2026-04-15/2026-02-03/2026-02-20,-5.23%,-2.63%,-2.6%,0.15,-0.23,46.9184/47.5151/47.35/65.1933/79.7363/84.688/No EMA 200 Target,44.64/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/45.34,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2026-01-23 (Price: 135.93)",No Exit Yet,"3.71%, 4 days","96.0%, Past 4 years, 25","Daily, is CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 140.97), 3.71% above",4 days,131.26,No Information,No Information,No Information,No Information,No Information,9.19% above/3.71% above/3.71% above,8.4%/1.52%/3.99%,"5.96%, 27.45%",3.3 months/7 days/1.1 month,2026-06-15/2026-02-02/2026-03-11,10.05%,7.71%,2.34%,1.26,0.4,141.9789/141.3536/142.49/No Horizontal Resistance/146.167/154.7608/No EMA 200 Target,118.3/57.18/121.083/104.5806/No F-Track Level/No F-Track Level/114.82,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2026-01-23 (Price: 5.7)",No Exit Yet,"0.18%, 4 days","93.94%, Past 4 years, 33","Daily, is CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 5.71), 0.18% above",4 days,5.65,No Information,No Information,No Information,No Information,No Information,0.35% above/0.18% above/0.18% above,6.97%/1.45%/3.64%,"6.51%, 16.22%",8.3 months/20 days/2.9 months,2027-01-18/2026-02-20/2026-05-29,15.17%,1.53%,13.64%,0.66,0.09,5.9006/5.9075/5.9/6.825/7.4565/8.4564/5.73,5.52/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Support,88.26%/298/0 days (Across ALL Assets),82.89%/637/0 days (Across ALL Assets)
FRACTAL TRACK,"WIPRO.NS, Long, 2026-01-23 (Price: 238.4)",No Exit Yet,"-1.51%, 4 days","92.31%, Past 5 years, 13","Daily, was CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 234.8), 1.51% below",4 days,242.3,No Information,No Information,No Information,"78.6% (Price: 243.1613), 3.44% below, Upmove Bounce Back","2025-09-26 (Price: 235.01), 2025-12-22 (Price: 273.1)",No Information,13.44%/1.91%/8.04%,"2.84%, 40.55%",2.8 years/1.1 month/8 months,2030-01-20/2026-03-11/2027-01-05,11.91%,5.4%,6.51%,0.76,0.28,235.5869/257.5674/261.25/366.6625/412.2037/473.5829/251.51,236.49/187.6063/216.7036/198.5041/No F-Track Level/No F-Track Level/No EMA 200 Support,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"^NSEI, Long, 2026-01-23 (Price: 25048.6504)",No Exit Yet,"0.51%, 4 days","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 25175.4004), 0.51% above",4 days,25344.5996,No Information,No Information,No Information,"23.66% (Price: 25277.848), 0.41% below, Upmove Bounce Back","2025-04-07 (Price: 21743.6504), 2026-01-05 (Price: 26373.1992)",No Information,10.8%/2.67%/8.86%,"-0.0%, 16.47%",1.9 year/1.5 month/8 months,2028-10-09/2026-03-29/2027-01-05,17.28%,9.77%,7.51%,1.9,0.8,25454.4385/27267.9608/27826.38/25973.3496/No Next Fib Ext/No Next Fib Ext/25154.13,24611.1/16662.0827/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"PLTR, Long, 2026-01-23 (Price: 169.6)",No Exit Yet,"-2.3%, 4 days","100.0%, Past 5 years, 18","Daily, was CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 165.7), 2.3% below",4 days,167.27,No Information,No Information,No Information,"23.66% (Price: 160.1432), 3.47% above, Upmove Bounce Back","2023-05-04 (Price: 7.28), 2025-11-03 (Price: 207.52)",No Information,33.44%/10.15%/15.79%,"0%, 74.37%",2.3 years/10 days/3.4 months,2029-05-04/2026-02-06/2026-06-19,47.99%,28.98%,19.01%,2.63,1.12,185.4237/196.3798/289.74/No Horizontal Resistance/232.7649/248.6965/No EMA 200 Target,165.33/7.205/156.1054/148.2704/No F-Track Level/No F-Track Level/157.99,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"NIFTY_MIDCAP_100.NS, Long, 2026-01-23 (Price: 57145.6484)",No Exit Yet,"0.59%, 4 days","92.86%, Past 5 years, 14","Daily, was CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 57483.6484), 0.59% above",4 days,58410.3516,No Information,No Information,No Information,"23.66% (Price: 58074.8177), 1.02% below, Upmove Bounce Back","2025-03-03 (Price: 46865.6992), 2026-01-07 (Price: 61548.8516)",No Information,11.12%/5.89%/9.55%,"0.28%, 21.42%",1.6 year/1 month/6.4 months,2028-05-06/2026-03-07/2026-10-28,20.49%,16.66%,3.83%,1.2,1.27,61751.5877/62603.0578/65955.54/59773.5488/69983.5191/76335.2565/58081.47,56378.55/26608.2998/51648.171/44465.2214/No F-Track Level/No F-Track Level/No EMA 200 Support,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"MSE.PA, Long, 2026-01-23 (Price: 66.36)",No Exit Yet,"0.83%, 4 days","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 66.91), 0.83% above",4 days,66.21,No Information,No Information,No Information,"23.66% (Price: 65.979), 1.41% above, Upmove Bounce Back","2025-11-21 (Price: 60.91), 2026-01-15 (Price: 67.55)",No Information,10.86%/2.75%/8.53%,"0%, 23.33%",1.6 year/1.3 month/5.5 months,2028-05-06/2026-03-20/2026-09-18,22.9%,9.15%,13.75%,2.88,0.6,68.4902/72.0205/70.34/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,65.6/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/61.03,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"^NZ50, Long, 2026-01-23 (Price: 13448.2402)",No Exit Yet,"-0.14%, 3 days","100.0%, Past 5 years, 8","Daily, was CONFIRMED on 2026-01-23",Already confirmed,"2026-01-26 (Price: 13428.8203), 0.14% below",3 days,13556.8701,No Information,No Information,No Information,"23.66% (Price: 13279.875), 1.12% above, Upmove Bounce Back","2025-04-08 (Price: 11738.1201), 2026-01-14 (Price: 13757.71)",No Information,10.49%/1.11%/5.43%,"-0.0%, 19.48%",4.1 years/7.1 months/1.6 year,2031-11-29/2026-11-27/2028-05-06,1.64%,0.55%,1.09%,0.94,-0.28,13694.343/14178.4796/14659.99/No Horizontal Resistance/14773.8816/17170.3822/No EMA 200 Target,13290.06/10608.2731/12904.4271/10062.5272/No F-Track Level/No F-Track Level/13021.16,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
FRACTAL TRACK,"ORCL, Long, 2026-01-23 (Price: 177.16)",No Exit Yet,"-1.28%, 4 days","100.0%, Past 5 years, 23","Daily, was CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 174.9), 1.28% below",4 days,172.62,No Information,No Information,No Information,"78.6% (Price: 167.408), 4.48% above, Upmove Bounce Back","2025-04-07 (Price: 118.86), 2025-09-10 (Price: 345.72)",No Information,47.23%/10.04%/15.81%,"-0.0%, 41.08%",1.6 year/3 days/4.4 months,2028-05-06/2026-01-27/2026-08-02,57.24%,18.71%,38.53%,1.43,0.86,186.4255/205.169/313.28/No Horizontal Resistance/300.069/376.1425/219.07,173.88/82.7925/167.1709/152.3597/No F-Track Level/No F-Track Level/No EMA 200 Support,94.1%/288/0 days (Across ALL Assets),51.67%/60/0 days (Across ALL Assets)
DELTADRIFT,"DOL.TO, Long, 2026-01-23 (Price: 192.22)",No Exit Yet,"-3.05%, 4 days","80.0%, Past 4 years, 5","Daily, was CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 186.36), 3.05% below",4 days,193.26,No Information,No Information,No Information,No Information,No Information,No Information,3.46%/2.44%/3.14%,"4.54%, 4.54%",22 days/3 days/8 days,2026-02-23/2026-01-27/2026-02-03,6.16%,20.38%,-14.22%,0.47,1.39,212.0955/198.2557/205.18/197.56/294.0831/455.769/No EMA 200 Target,180.3/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/187.09,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
DELTADRIFT,"KXS.TO, Long, 2026-01-23 (Price: 149.09)",No Exit Yet,"-2.03%, 4 days","71.43%, Past 4 years, 14","Daily, was CONFIRMED on 2026-01-23",Already confirmed,"2026-01-27 (Price: 146.06), 2.03% below",4 days,148.62,No Information,No Information,No Information,No Information,No Information,No Information,7.06%/2.13%/4.15%,"15.86%, 17.85%",1.8 month/2 days/12 days,2026-04-11/2026-01-25/2026-02-09,3.12%,-2.75%,5.87%,0.03,-0.07,158.751/155.2772/157.01/209.885/222.5978/243.8843/185.15,148.69/127.09/123.9058/118.5983/No F-Track Level/No F-Track Level/No EMA 200 Support,83.04%/112/0 days (Across ALL Assets),78.71%/479/0 days (Across ALL Assets)
