Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
SIGMASHELL,"MCY.NZ, Long, 2025-12-02 (Price: 6.3)",No Exit Yet,"1.11%, 1 day","75.0%, Past 5 years, 16","Daily, was CONFIRMED on 2025-12-02",Already confirmed,"2025-12-03 (Price: 6.37), 1.11% above",1 day,"-3.38, 76.56",No Information,No Information,No Information,No Information,No Information,22.29%/3.65%/11.33%,"5.11%, 24.61%",1.0 year/28 days/3.2 months,2027-06-01/2026-01-11/2026-04-20,22.84%,8.05%,14.79%,1.03,0.29,6.5501/7.0138/7.8394/7.085/7.8394/8.9737/No Moving Avg Target,6.07/5.13/5.8309/4.54/No F-Track Level/No F-Track Level/6.21,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
OSCILLATOR DELTA,"BABA, Long, 2025-12-01 (Price: 164.26)",No Exit Yet,"-3.76%, 2 days","76.19%, Past 6 years, 42","Daily, is Confirmed on 2025-12-01",No Cancellation Possible,"2025-12-03 (Price: 158.08), 3.76% below",2 days,No Information,No Information,No Information,No Information,No Information,No Information,16.48%/5.33%/8.72%,"17.74%, 17.74%",2.1 months/1 day/11 days,2026-03-02/2025-12-02/2025-12-16,26.59%,-1.07%,27.65%,0.13,0.14,173.36/178.5835/183.97/No Horizontal Resistance/399.1612/524.2534/No Moving Avg Target,No Recent Minima/67.495/144.416/811.577/No F-Track Level/No F-Track Level/136.05,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
OSCILLATOR DELTA,"IFT.NZ, Long, 2025-12-01 (Price: 11.6)",No Exit Yet,"2.24%, 2 days","86.96%, Past 6 years, 23","Daily, is Confirmed on 2025-12-01",No Cancellation Possible,"2025-12-03 (Price: 11.86), 2.24% above",2 days,No Information,No Information,No Information,No Information,No Information,No Information,20.52%/5.06%/8.27%,"21.0%, 21.0%",2.6 months/13 days/1.3 month,2026-03-22/2025-12-19/2026-01-25,17.79%,15.95%,1.84%,0.14,0.6,12.1034/12.5593/12.18/11.925/18.927/29.733/No Moving Avg Target,No Recent Minima/7.3167/8.121/5.57/No F-Track Level/No F-Track Level/11.34,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"SLV, Long, 2025-12-01 (Price: 52.52)",No Exit Yet,"1.05%, 2 days","100.0%, Past 4 years, 13","Daily, is CONFIRMED on 2025-12-01",Already confirmed,"2025-12-03 (Price: 53.07), 1.05% above",2 days,No Information,No Information,No Information,No Information,No Information,9.65% above/1.05% above/1.05% above,9.5%/2.69%/5.62%,"-0.0%, 15.17%",2.2 months/4 days/15 days,2026-03-05/2025-12-06/2025-12-22,113.36%,17.43%,95.93%,1.35,0.62,54.9727/55.4716/57.21/No Horizontal Resistance/48.7992/52.3128/No Moving Avg Target,45.3/18.99/45.3667/37.8142/No F-Track Level/No F-Track Level/35.39,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2025-12-01 (Price: 133.81)",No Exit Yet,"2.9%, 2 days","86.11%, Past 4 years, 36","Daily, is CONFIRMED on 2025-12-01",Already confirmed,"2025-12-03 (Price: 137.69), 2.9% above",2 days,No Information,No Information,No Information,No Information,No Information,4.45% above/2.9% above/2.9% above,11.3%/0.17%/2.84%,"18.84%, 26.48%",2.0 month/4 days/10 days,2026-02-24/2025-12-06/2025-12-15,10.09%,1.42%,8.67%,0.18,-0.02,136.4059/137.6102/158.48/173.435/218.156/349.4971/136.95,128.08/127.762/86.815/55.8095/No F-Track Level/No F-Track Level/No Moving Avg Support,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-11-30 (Price: 320.12)",No Exit Yet,"0.16%, 2 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 320.62), 0.16% above",2 days,No Information,No Information,No Information,No Information,No Information,7.0% above/0.16% above/0.16% above,19.02%/3.15%/8.18%,"-0.0%, 15.08%",4.3 months/24 days/1.6 month,2026-06-04/2026-01-03/2026-02-06,35.83%,21.1%,14.73%,1.74,0.79,353.2204/346.3058/411.73/No Horizontal Resistance/285.4807/322.8294/No Moving Avg Target,147.74/84.51/240.3589/219.0619/No F-Track Level/No F-Track Level/203.2,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-11-30 (Price: 1007.6)",No Exit Yet,"-0.7%, 2 days","90.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 1000.5), 0.7% below",2 days,No Information,No Information,No Information,No Information,No Information,0.7% below/0.7% below/0.7% below,54.15%/5.97%/24.32%,"11.13%, 17.76%",9.4 months/3.6 months/6.6 months,2027-01-12/2026-05-03/2026-09-14,15.97%,19.29%,-3.32%,0.9,0.75,1134.6584/1252.6483/1179.9/1009.6/1098.0619/1305.7899/No Moving Avg Target,701.7/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-11-30 (Price: 46.43)",No Exit Yet,"-0.56%, 2 days","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 46.17), 0.56% below",2 days,No Information,No Information,No Information,No Information,No Information,3.13% above/1.76% above/0.56% below,13.41%/2.94%/9.31%,"6.95%, 19.49%",10.1 months/2.8 months/4.8 months,2027-02-13/2026-03-31/2026-06-26,8.8%,4.94%,3.87%,0.91,0.11,49.3412/50.7526/56.48/No Horizontal Resistance/53.8646/79.5406/No Moving Avg Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/41.03,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"IEI, Long, 2025-11-30 (Price: 120.26)",No Exit Yet,"-0.38%, 2 days","91.67%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 119.8), 0.38% below",2 days,No Information,No Information,No Information,No Information,No Information,0.38% below/0.23% below/0.38% below,2.72%/1.13%/1.87%,"15.13%, 15.6%",1.1 year/3.6 months/7.6 months,2027-06-19/2026-05-06/2026-10-26,0.4%,0.95%,-0.55%,0.05,-0.88,121.9797/122.5089/120.65/129.9625/No Next Fib Ext/No Next Fib Ext/No Moving Avg Target,112.29/113.0583/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/118.54,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"XLV, Long, 2025-11-30 (Price: 157.65)",No Exit Yet,"-1.63%, 2 days","86.21%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 155.08), 1.63% below",2 days,No Information,No Information,No Information,No Information,No Information,11.43% above/2.32% below/1.63% below,17.42%/2.58%/8.85%,"20.84%, 36.99%",1.9 year/2.9 months/7.8 months,2028-09-01/2026-04-03/2026-11-02,5.12%,6.82%,-1.7%,0.64,0.25,165.501/171.602/159.83/No Horizontal Resistance/174.1807/202.706/No Moving Avg Target,130.43/120.178/153.114/117.2225/No F-Track Level/No F-Track Level/139.6,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2025-11-30 (Price: 76.94)",No Exit Yet,"1.05%, 2 days","81.82%, Past 20 years, 11","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 77.75), 1.05% above",2 days,No Information,No Information,No Information,No Information,No Information,6.35% above/0.48% above/1.05% above,25.25%/6.97%/16.78%,"26.7%, 42.44%",11.6 months/3.6 months/6.6 months,2027-04-16/2026-05-03/2026-09-11,6.7%,1.67%,5.03%,0.55,0.08,83.7877/89.8505/97.29/No Horizontal Resistance/78.7458/109.6316/No Moving Avg Target,46.5/40.92/75.1101/68.2017/No F-Track Level/No F-Track Level/66.03,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"ATZ.TO, Long, 2025-11-30 (Price: 110.5)",No Exit Yet,"0.0%, 2 days","100.0%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 110.5), 0.0% below",2 days,No Information,No Information,No Information,No Information,No Information,4.29% above/0.0% below/0.0% below,31.79%/5.83%/20.18%,"0%, 57.81%",9.5 months/24 days/4.5 months,2027-01-15/2026-01-03/2026-06-14,25.42%,20.42%,5.0%,2.19,0.65,113.7708/132.7989/137.05/No Horizontal Resistance/99.4929/119.4832/No Moving Avg Target,41.91/32.3325/82.0832/66.1919/No F-Track Level/No F-Track Level/72.64,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-11-30 (Price: 37.23)",No Exit Yet,"-2.28%, 2 days","88.89%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 36.38), 2.28% below",2 days,No Information,No Information,No Information,No Information,No Information,0.93% below/2.28% below/2.28% below,26.0%/1.9%/9.06%,"53.48%, 76.43%",4.3 months/24 days/1.8 month,2026-06-04/2026-01-03/2026-02-17,4.38%,15.83%,-11.45%,0.07,0.55,39.3074/40.603/51.08/No Horizontal Resistance/45.1741/70.5281/No Moving Avg Target,34.92/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level/33.64,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-30 (Price: 168.95)",No Exit Yet,"-0.33%, 2 days","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 168.4), 0.33% below",2 days,No Information,No Information,No Information,No Information,No Information,7.47% above/0.33% below/0.33% below,28.7%/1.41%/17.14%,"5.23%, 30.62%",1.9 year/3.6 months/7.4 months,2028-08-31/2026-05-05/2026-10-18,11.63%,10.7%,0.94%,1.75,0.45,179.2222/197.908/227.16/No Horizontal Resistance/188.6608/207.1743/No Moving Avg Target,118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2025-11-30 (Price: 87.09)",No Exit Yet,"-1.96%, 2 days","80.95%, Past 20 years, 21","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 85.38), 1.96% below",2 days,No Information,No Information,No Information,No Information,No Information,1.96% below/1.77% below/1.96% below,52.17%/3.61%/37.17%,"45.19%, 70.23%",1.7 year/2.9 months/6.3 months,2028-04-30/2026-04-05/2026-08-29,11.4%,21.44%,-10.04%,0.91,0.78,123.032/119.4614/90.57/No Horizontal Resistance/95.0177/123.2166/No Moving Avg Target,67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/75.72,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"TSLA, Long, 2025-11-30 (Price: 430.17)",No Exit Yet,"3.85%, 2 days","80.65%, Past 15 years, 31","Weekly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 446.74), 3.85% above",2 days,No Information,No Information,No Information,"23.66% (Price: 375.7432), 18.9% above, Upmove Bounce Back","2019-06-09 (Price: 11.7993), 2024-12-22 (Price: 488.54)",No Information,6815.74%/3.62%/968.91%,"19.51%, 72.25%",6.4 years/3.1 months/2.1 years,2035-02-02/2026-04-15/2028-12-03,14.07%,45.46%,-31.4%,0.27,1.18,475.682/4598.1301/716.21/No Horizontal Resistance/490.132/554.3681/No Moving Avg Target,391.09/181.0784/413.6779/330.0827/No F-Track Level/No F-Track Level/341.62,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
FRACTAL TRACK,"WIPRO.NS, Long, 2025-11-30 (Price: 249.53)",No Exit Yet,"2.07%, 2 days","88.0%, Past 80 years, 25","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 254.69), 2.07% above",2 days,No Information,No Information,No Information,"61.8% (Price: 232.7652), 9.42% above, Upmove Bounce Back","2023-04-30 (Price: 176.0), 2025-01-31 (Price: 324.6)",No Information,196.24%/14.77%/97.8%,"25.41%, 71.77%",3.8 years/8 months/1.8 year,2031-05-04/2026-11-12/2028-07-15,9.34%,22.33%,-12.98%,0.43,0.63,243.4664/493.5703/338.69/366.6625/412.2037/473.5829/255.05,239.37/187.6062/216.7036/198.5041/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",No Exit Yet,"-1.83%, 2 days","88.46%, Past 48 years, 26","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 1538.8), 1.83% below",2 days,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 16.32% above, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,415.66%/5.67%/156.39%,"26.03%, 38.57%",6.2 years/6.5 months/2.3 years,2034-09-16/2026-09-08/2029-03-20,8.96%,19.65%,-10.68%,0.38,0.63,1774.5667/4018.9132/2292.59/No Horizontal Resistance/2250.6285/2387.5727/No Moving Avg Target,1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1391.02,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"PG, Long, 2025-11-30 (Price: 148.16)",No Exit Yet,"-0.98%, 2 days","97.73%, Past 20 years, 44","Weekly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 146.71), 0.98% below",2 days,No Information,No Information,No Information,"23.66% (Price: 142.4353), 3.0% above, Upmove Bounce Back","1996-04-14 (Price: 19.8438), 2024-12-01 (Price: 180.43)",No Information,97.61%/1.34%/25.52%,"5.37%, 38.6%",8.5 years/1.8 month/2.2 years,2038-02-07/2026-02-16/2029-01-04,2.95%,4.92%,-1.97%,0.48,0.12,151.7158/185.9704/244.51/179.4533/186.6499/209.3631/158.81,146.98/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No Moving Avg Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
BASELINEDIVERGENCE,"SPY, Long, 2025-11-30 (Price: 683.39)",No Exit Yet,"0.07%, 2 days","90.48%, Past 10 years, 21","Weekly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 683.89), 0.07% above",2 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,10.23%/0.46%/4.63%,"5.53%, 12.25%",4.1 months/1.5 month/2.5 months,2026-05-28/2026-02-01/2026-03-18,8.38%,12.23%,-3.85%,0.78,0.56,740.9314/715.031/969.1148/No Horizontal Resistance/969.1148/1522.3697/No Moving Avg Target,505.28/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/617.13,88.89%/27/2.9 months (Across ALL Assets),85.45%/55/2.5 months (Across ALL Assets)
OSCILLATOR DELTA,"TFII.TO, Long, 2025-11-28 (Price: 121.87)",2025-12-03 (Price: 129.88) (Today),"6.57%, 3 days","85.19%, Past 6 years, 27","Daily, is Confirmed on 2025-11-28",No Cancellation Possible,"2025-12-03 (Price: 129.88), 6.57% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,30.6%/5.59%/11.26%,"25.08%, 28.63%",2 months/1 day/22 days,2026-02-22/2025-11-29/2025-12-29,34.87%,19.04%,15.83%,0.15,0.63,124.9777/135.5926/127.96/219.9933/223.9051/280.6304/122.61,No Recent Minima/102.925/113.6809/104.714/No F-Track Level/No F-Track Level/No Moving Avg Support,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-11-28 (Price: 1007.6)",No Exit Yet,"-0.7%, 3 days","100.0%, Past 4 years, 29","Daily, is CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 1000.5), 0.7% below",3 days,No Information,No Information,No Information,No Information,No Information,0.34% below/0.7% below/0.7% below,9.65%/0.92%/4.39%,"-0.0%, 11.99%",2.2 months/4 days/28 days,2026-03-05/2025-12-03/2026-01-07,48.18%,7.98%,40.2%,1.18,0.29,1018.6836/1051.8336/1024.94/1009.6/1098.0619/1305.7899/No Moving Avg Target,982.3/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level/956.63,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
