Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2026-02-11 (Price: 44.495)",Daily,No Exit Yet,45.4872 (Avg % Gain of Historic Winning trades),No Date Target,0.82%/1.11%,"2.38%, 1 day","2026-02-12 (Price: 45.555), 2.38% above",46.0612 (Historic Rise or Fall to Pivot)/45.93 (Function Specific Target)/49.4858 (F-Stack 1)/65.2454 (F-Stack 2)/46.4439 (Backtested Max),2026-06-12 (Max)/2026-02-19 (Min)/2026-03-17 (Avg),42.56/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/42.6,"85.19%, Past 4 years, 27",44.36,No Information,No Information,No Information,No Information,No Information,4.77% above/2.38% above/2.38% above,4.38%/0.62%/2.23%,"10.13%, 19.69%",2.8 months/6 days/24 days,8.66%,2.65%,6.01%,0.1,0.09,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
OSCILLATOR DELTA,"XLU, Long, 2026-01-28 (Price: 43.33)",Daily,No Exit Yet,45.5008 (Backtested Min),2026-02-11 (Min),1.03%/3.77%,"5.14%, 15 days","2026-02-12 (Price: 45.555), 5.14% above",46.0251 (Historic Rise or Fall to Pivot)/47.273 (Avg % Gain of Historic Winning trades)/49.4 (Function Specific Target)/49.4858 (F-Stack 1)/65.2454 (F-Stack 2)/55.0941 (Backtested Max),2026-12-28 (Max)/2026-05-20 (Avg),No Recent Minima/29.8725/35.4254/30.3912/No F-Track Level/No F-Track Level/42.64,"80.0%, Past 6 years, 15",43.5,No Information,No Information,No Information,No Information,No Information,No Information,27.15%/5.01%/9.1%,"11.19%, 14.07%",7.7 months/10 days/2.6 months,16.95%,4.08%,12.87%,0.47,0.18,68.21%/151/1.5 month (Across ALL Assets),63.74%/353/1.4 month (Across ALL Assets)
FRACTAL TRACK,"CEN.NZ, Long, 2025-12-17 (Price: 9.22)",Daily,No Exit Yet,No Price Target,2026-02-11 (Min),0.78%/1.53%,"6.07%, 1.9 month","2026-02-12 (Price: 9.78), 6.07% above",9.8562 (Avg % Gain of Historic Winning trades)/9.93 (Function Specific Target)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.3292 (Backtested Max),2030-02-06 (Max)/2027-04-08 (Avg),8.95/6.86/8.6706/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"90.91%, Past 5 years, 11",9.19,No Information,No Information,No Information,"50% (Price: 9.305), 5.1% above, Upmove Bounce Back","2025-08-27 (Price: 8.71), 2025-11-26 (Price: 9.9)",No Information,12.03%/1.09%/6.9%,"3.1%, 17.16%",2.9 years/1.3 month/11 months,8.13%,2.77%,5.36%,0.86,0.1,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2026-02-02 (Price: 9.48)",Daily,2026-02-12 (Price: 9.78),No Price Target,No Date Target,0.72%/4.26%,"3.16%, 10 days","2026-02-12 (Price: 9.78), 3.16% above",9.85 (Horizontal)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.1967 (Backtested Max),2026-07-12 (Max)/2026-03-04 (Min)/2026-04-03 (Avg),9.18/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.21,"83.33%, Past 4 years, 30",9.35,No Information,No Information,No Information,No Information,No Information,3.16% above/3.16% above/3.16% above,7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,0.18%,2.84%,-2.66%,0.35,0.12,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2026-01-19 (Price: 9.36)",Daily,2026-02-11 (Price: 9.67),No Price Target,No Date Target,0.72%/2.94%,"4.49%, 24 days","2026-02-12 (Price: 9.78), 4.49% above",9.85 (Horizontal)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.0676 (Backtested Max),2026-06-28 (Max)/2026-02-18 (Min)/2026-03-20 (Avg),9.18/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.19,"83.33%, Past 4 years, 30",9.34,No Information,No Information,No Information,No Information,No Information,4.49% above/4.49% above/4.49% above,7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,0.18%,2.84%,-2.66%,0.35,0.12,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-11-04 (Price: 9.53)",Daily,No Exit Yet,9.793 (Avg % Gain of Historic Winning trades),No Date Target,4.81%/7.46%,"2.62%, 3.3 months","2026-02-12 (Price: 9.78), 2.62% above",10.51 (Function Specific Target)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/10.2505 (Backtested Max),2026-04-13 (Max),8.95/6.86/8.6706/No support/No F-Track Level/No F-Track Level/9.12,"83.33%, Past 4 years, 30",9.45,No Information,No Information,No Information,No Information,No Information,3.6% above/2.62% above/2.62% above,7.56%/1.51%/2.76%,"5.63%, 16.17%",3.7 months/21 days/1.4 month,0.18%,2.84%,-2.66%,0.35,0.12,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"CEN.NZ, Long, 2025-03-31 (Price: 9.16)",Monthly,No Exit Yet,9.7352 (Avg % Gain of Historic Winning trades),No Date Target,5.93%/6.32%,"6.77%, 10.6 months","2026-02-12 (Price: 9.78), 6.77% above",10.3984 (Historic Rise or Fall to Pivot)/10.36 (Function Specific Target)/11.2606 (F-Stack 1)/15.4512 (F-Stack 2)/12.1324 (Backtested Max),2028-09-02 (Max)/2027-03-29 (Avg),7.79/7.0025/8.6706/No support/No F-Track Level/No F-Track Level/8.8,"71.43%, Past 20 years, 14",9.15,No Information,No Information,No Information,No Information,No Information,6.77% above/6.77% above/6.77% above,32.45%/1.65%/6.28%,"18.71%, 36.63%",2.4 years/5 months/1.4 year,3.7%,3.85%,-0.15%,0.12,0.16,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-12-14 (Price: 478.53)",Weekly,No Exit Yet,No Price Target,2026-02-12 (Min),20.2%/26.26%,"-15.32%, 2 months","2026-02-12 (Price: 405.215), 15.32% below",511.6443 (Historic Rise or Fall to Pivot)/554.712 (Avg % Gain of Historic Winning trades)/604.93 (Function Specific Target)/554.585 (Horizontal)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/487.08 (EMA 200)/598.2582 (Backtested Max)/511.7878 (Backtested Min),2031-03-27 (Max)/2027-04-23 (Avg),472.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 20 years, 16",484.89,No Information,No Information,No Information,"38.2% (Price: 474.9779), 14.69% below, Upmove Bounce Back","2025-04-13 (Price: 344.79), 2025-08-03 (Price: 555.45)",No Information,25.02%/6.95%/15.92%,"0%, 45.68%",3.7 years/1.4 month/11.4 months,11.58%,10.65%,0.93%,3.32,0.59,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
DELTADRIFT,"MSFT, Long, 2026-02-11 (Price: 404.89)",Daily,No Exit Yet,No Price Target,2026-02-12 (Min),1.94%/3.41%,"0.08%, 1 day","2026-02-12 (Price: 405.215), 0.08% above",420.0734 (Historic Rise or Fall to Pivot)/419.0207 (Avg % Gain of Historic Winning trades)/419.55 (Function Specific Target)/554.585 (Horizontal)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/487.08 (EMA 200)/426.0657 (Backtested Max)/413.0688 (Backtested Min),2026-05-26 (Max)/2026-02-26 (Avg),393.67/216.39/386.873/350.287/No F-Track Level/No F-Track Level/No EMA 200 Support,"75.0%, Past 4 years, 12",416.094,No Information,No Information,No Information,No Information,No Information,No Information,5.23%/2.02%/3.49%,"8.2%, 14.53%",2.4 months/1 day/11 days,5.6%,7.01%,-1.41%,0.17,0.37,83.04%/112/11 days (Across ALL Assets),78.71%/479/15 days (Across ALL Assets)
BAND MATRIX,"MSFT, Long, 2025-03-16 (Price: 388.56)",Weekly,No Exit Yet,No Price Target,2026-02-13 (Min),27.7%/35.2%,"4.29%, 11.1 months","2026-02-12 (Price: 405.215), 4.29% above",547.8307 (Avg % Gain of Historic Winning trades)/517.4523 (F-Stack 1)/553.3726 (F-Stack 2)/617.5773 (Backtested Max),2027-12-01 (Max)/2026-02-13 (Min)/2026-12-01 (Avg),367.75/216.39/386.873/350.287/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 15 years, 4",385.84,No Information,No Information,No Information,No Information,No Information,No Information,58.94%/17.96%/40.99%,"-0.0%, 24.16%",1.9 year/7.7 months/1.2 year,11.47%,13.25%,-1.78%,1.24,0.78,100.0%/5/1.5 year (Across ALL Assets),80.68%/88/9.5 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",Monthly,2026-02-12 (Price: 207.21),No Price Target,No Date Target,21.3%/63.14%,"17.53%, 6.5 months","2026-02-12 (Price: 207.21), 17.53% above",338.0392 (Historic Rise or Fall to Pivot)/355.6878 (Avg % Gain of Historic Winning trades)/251.3512 (F-Stack 2)/512.4979 (Backtested Max),2029-02-23 (Max)/2026-03-09 (Min)/2026-11-12 (Avg),97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,"87.5%, Past 20 years, 16",138.77,No Information,No Information,No Information,No Information,No Information,87.13% above/17.53% above/17.53% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-02-29 (Price: 192.53)",Monthly,2026-02-12 (Price: 207.21),No Price Target,No Date Target,78.15%/87.45%,"7.62%, 2 years","2026-02-12 (Price: 207.21), 7.62% above",369.1378 (Historic Rise or Fall to Pivot)/388.41 (Avg % Gain of Historic Winning trades)/559.6462 (Backtested Max),2027-09-24 (Max),60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/124.45,"87.5%, Past 20 years, 16",169.27,No Information,No Information,No Information,No Information,No Information,40.57% above/7.62% above/7.62% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2024-01-31 (Price: 167.69)",Monthly,2026-02-12 (Price: 207.21),No Price Target,No Date Target,55.16%/63.26%,"23.57%, 2.1 years","2026-02-12 (Price: 207.21), 23.57% above",321.512 (Historic Rise or Fall to Pivot)/338.2978 (Avg % Gain of Historic Winning trades)/487.4413 (Backtested Max),2027-08-26 (Max),60.06/27.54/140.6278/116.4823/No F-Track Level/No F-Track Level/116.01,"87.5%, Past 20 years, 16",144.28,No Information,No Information,No Information,No Information,No Information,40.57% above/23.57% above/23.57% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,20.96%,6.33%,14.63%,1.29,0.43,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-10-31 (Price: 79.61)",Monthly,2026-02-12 (Price: 99.08),101.1286 (Historic Rise or Fall to Pivot)/101.8371 (Avg % Gain of Historic Winning trades),No Date Target,14.4%/24.36%,"24.46%, 3.5 months","2026-02-12 (Price: 99.08), 24.46% above",138.22 (Function Specific Target)/123.2166 (F-Stack 2)/113.3487 (Backtested Max),2031-09-06 (Max)/2028-04-04 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",79.32,No Information,No Information,No Information,"23.66% (Price: 74.8871), 32.31% above, Upmove Bounce Back","1996-10-31 (Price: 0.3125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-06-30 (Price: 78.49)",Monthly,2026-02-12 (Price: 99.08),99.7058 (Historic Rise or Fall to Pivot)/100.4044 (Avg % Gain of Historic Winning trades),No Date Target,12.79%/24.36%,"26.23%, 7.6 months","2026-02-12 (Price: 99.08), 26.23% above",135.41 (Function Specific Target)/123.2166 (F-Stack 2)/111.7541 (Backtested Max),2031-05-06 (Max)/2027-12-03 (Avg),67.6/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 31 years, 8",77.78,No Information,No Information,No Information,"38.2% (Price: 61.7578), 60.43% above, Upmove Bounce Back","2009-03-31 (Price: 3.125), 2024-07-31 (Price: 98.0)",No Information,42.38%/20.57%/27.92%,"-0.0%, 63.57%",4.1 years/2.1 months/1.7 year,8.5%,12.52%,-4.02%,1.5,0.63,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-01-11 (Price: 88.81)",Weekly,No Exit Yet,99.0942 (Historic Rise or Fall to Pivot),No Date Target,11.06%/12.2%,"11.56%, 1.1 month","2026-02-12 (Price: 99.08), 11.56% above",111.17 (Function Specific Target)/123.2166 (F-Stack 2)/110.0356 (Backtested Max),2027-06-16 (Max)/2026-03-04 (Min)/2026-08-03 (Avg),76.55/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/78.08,"84.62%, Past 10 years, 26",86.08,No Information,No Information,No Information,No Information,No Information,11.56% above/11.56% above/11.56% above,23.9%/3.84%/10.2%,"6.63%, 46.57%",1 year/1.2 month/4.7 months,12.95%,11.64%,1.31%,0.84,0.65,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-01-30 (Price: 151.77)",Daily,2026-02-12 (Price: 162.595),No Price Target,No Date Target,3.75%/10.37%,"7.13%, 13 days","2026-02-12 (Price: 162.595), 7.13% above",168.7 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2),2026-06-22 (Max)/2026-03-18 (Avg),138.04/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.0%, Past 4 years, 25",150.43,No Information,No Information,No Information,No Information,No Information,8.47% above/7.13% above/7.13% above,4.14%/0.91%/2.08%,"6.35%, 12.85%",3.3 months/7 days/1.1 month,9.02%,2.82%,6.2%,0.37,0.09,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-09-17 (Price: 160.33)",Daily,No Exit Yet,162.7029 (Historic Rise or Fall to Pivot),No Date Target,0.66%/0.67%,"1.41%, 4.9 months","2026-02-12 (Price: 162.595), 1.41% above",163.6649 (Avg % Gain of Historic Winning trades)/172.13 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/163.68 (EMA 200)/166.9677 (Backtested Max),No Next Date Target,156.83/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Support,"88.0%, Past 4 years, 25",158.43,No Information,No Information,No Information,No Information,No Information,2.88% above/1.41% above/1.41% above,4.14%/0.91%/2.08%,"6.35%, 12.85%",3.3 months/7 days/1.1 month,9.02%,2.82%,6.2%,0.37,0.09,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
