"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"ORCL, Long, 2025-12-31 (Price: 194.91)",No Exit Yet,"0.0%, 0 days","86.21%, Past 20 years, 29","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 177.07 prior to 2026-01-02,"2025-12-31 (Price: 194.91), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 174.323),11.81% above,"1996-01-21 (Price: 2.9259), 2025-09-14 (Price: 345.72)",24.18%/5.64%/16.61%,"12.23%, 26.99%",2.6 years/1.4 month/10.1 months,2029-09-16/2026-03-01/2027-03-14,12.55%,10.22%,2.33%,1.29,0.53,230.7929/227.2846/400.59/No Horizontal Resistance/287.7444/314.8727/215.19,189.97/82.7925/140.8739/129.2165/167.408/144.722/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"WMT, Long, 2025-12-29 (Price: 112.53)",No Exit Yet,"-1.0%, 2 days","83.33%, Past 5 years, 18","Daily, was CONFIRMED on 2025-12-29",Already confirmed,"2025-12-31 (Price: 111.41), 1.0% below",2 days,Upmove Bounce Back,23.66% (Price: 113.0563),1.46% below,"2025-11-14 (Price: 98.88), 2025-12-15 (Price: 117.45)",12.93%/0.49%/9.21%,"1.46%, 23.5%",1.4 year/23 days/3.8 months,2027-12-27/2026-01-31/2026-06-12,27.4%,11.93%,15.47%,1.3,0.75,115.7596/122.894/123.67/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,110.9/42.9289/85.5556/53.2582/No F-Track Level/No F-Track Level/100.05,No Data (Across ALL Assets),No Data (Across ALL Assets)
"TCEHY, Long, 2025-12-28 (Price: 78.08)",No Exit Yet,"-1.96%, 3 days","92.31%, Past 18 years, 13","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2025-12-31 (Price: 76.55), 1.96% below",3 days,Upmove Bounce Back,23.66% (Price: 74.7427),2.42% above,"2024-02-25 (Price: 33.0), 2025-10-12 (Price: 87.68)",19.21%/15.1%/17.52%,"9.2%, 60.01%",4 years/21 days/10.7 months,2031-09-13/2026-01-27/2027-04-06,12.94%,13.58%,-0.64%,1.45,0.67,86.6141/91.7596/110.89/No Horizontal Resistance/91.9947/116.3817/No EMA 200 Target,77.81/36.36/76.6795/58.4956/No F-Track Level/No F-Track Level/72.4,No Data (Across ALL Assets),No Data (Across ALL Assets)
"GNE.NZ, Long, 2025-12-28 (Price: 2.4)",No Exit Yet,"0.0%, 3 days","77.78%, Past 11 years, 9","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2025-12-31 (Price: 2.4), 0.0% below",3 days,Upmove Bounce Back,38.2% (Price: 2.3652),1.47% above,"2024-06-09 (Price: 2.05), 2025-10-19 (Price: 2.56)",18.96%/17.54%/18.08%,"3.54%, 29.05%",1.2 year/3.3 months/9.6 months,2027-09-14/2026-05-20/2027-02-18,8.62%,2.18%,6.44%,0.59,0.05,2.4466/2.8339/2.71/3.575/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,2.36/2.0733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/2.35,No Data (Across ALL Assets),No Data (Across ALL Assets)
"ATM.NZ, Long, 2025-12-28 (Price: 10.52)",No Exit Yet,"2.47%, 3 days","100.0%, Past 20 years, 11","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2025-12-31 (Price: 10.78), 2.47% above",3 days,Upmove Bounce Back,23.66% (Price: 9.6935),11.21% above,"2024-11-17 (Price: 5.22), 2025-11-09 (Price: 11.08)",28.57%/15.19%/20.26%,"-0.0%, 35.59%",1.4 year/7 days/4.4 months,2027-12-26/2026-01-07/2026-07-07,12.78%,17.84%,-5.06%,2.5,0.78,11.713/12.6514/14.04/10.965/21.86/25.8879/No EMA 200 Target,10.16/5.2267/9.9254/9.2893/No F-Track Level/No F-Track Level/9.5,No Data (Across ALL Assets),No Data (Across ALL Assets)
"TRI.TO, Long, 2025-12-28 (Price: 181.76)",No Exit Yet,"-0.35%, 3 days","91.67%, Past 20 years, 12","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2025-12-31 (Price: 181.13), 0.35% below",3 days,Upmove Bounce Back,88.6% (Price: 178.5402),1.45% above,"2023-10-29 (Price: 163.01), 2025-07-20 (Price: 299.24)",17.45%/1.4%/11.27%,"1.51%, 22.04%",1.5 year/1.6 month/5.6 months,2028-02-18/2026-03-07/2026-08-28,9.55%,6.23%,3.32%,1.2,0.33,215.6764/202.2444/263.5/240.8933/293.2329/455.2123/237.39,179.89/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"CVS, Long, 2025-12-21 (Price: 77.72)",No Exit Yet,"2.11%, 10 days","90.91%, Past 20 years, 11","Weekly, was CONFIRMED on 2025-12-21",Already confirmed,"2025-12-31 (Price: 79.36), 2.11% above",10 days,Upmove Bounce Back,23.66% (Price: 75.3098),5.38% above,"2024-12-29 (Price: 43.56), 2025-11-02 (Price: 85.15)",19.47%/0.13%/12.94%,"6.64%, 50.05%",6.2 years/2.1 months/2.3 years,2034-10-27/2026-03-22/2029-04-01,4.71%,3.7%,1.01%,0.98,0.17,78.6837/87.777/102.67/106.045/116.3721/144.3517/No EMA 200 Target,75.63/58.425/76.2419/70.3769/No F-Track Level/No F-Track Level/70.86,No Data (Across ALL Assets),No Data (Across ALL Assets)
"GILD, Long, 2025-12-12 (Price: 120.4)",2025-12-29 (Price: 124.91),"3.75%, 17 days","100.0%, Past 5 years, 14","Daily, was CONFIRMED on 2025-12-12",Already confirmed,"2025-12-31 (Price: 122.74), 1.94% above",19 days,Upmove Bounce Back,38.2% (Price: 120.9683),1.46% above,"2025-10-02 (Price: 108.46), 2025-11-20 (Price: 128.7)",17.08%/2.06%/9.98%,"0%, 27.82%",1.8 year/28 days/5.7 months,2028-07-07/2026-01-21/2026-08-16,29.7%,11.0%,18.7%,2.35,0.63,130.3691/132.4159/132.54/120.895/140.4376/146.167/No EMA 200 Target,119.36/57.18/104.5806/96.4152/No F-Track Level/No F-Track Level/113.7,No Data (Across ALL Assets),No Data (Across ALL Assets)
"HYG, Long, 2025-06-30 (Price: 80.65)",2025-12-31 (Price: 80.63) (Today),"-0.02%, 6.1 months","80.0%, Past 18 years, 5","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-31 (Price: 80.63), 0.02% below",6.1 months,Upmove Bounce Back,38.2% (Price: 76.5615),5.31% above,"2022-10-31 (Price: 70.4), 2024-09-30 (Price: 80.37)",2.15%/2.15%/2.15%,"3.95%, 5.88%",1.7 year/1.7 year/1.7 year,2027-12-03/2027-12-03/2027-12-03,3.9%,-0.99%,4.89%,-0.17,-0.53,79.4967/82.384/86.63/86.99/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,78.6/72.2733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/79.96,No Data (Across ALL Assets),No Data (Across ALL Assets)
"BPCL.NS, Long, 2025-05-31 (Price: 318.4)",2025-12-31 (Price: 384.0) (Today),"20.6%, 7.1 months","100.0%, Past 30 years, 4","Monthly, was CONFIRMED on 2025-05-31",Already confirmed,"2025-12-31 (Price: 384.0), 20.6% above",7.1 months,Upmove Bounce Back,61.8% (Price: 232.6394),65.06% above,"2022-10-31 (Price: 144.025), 2024-09-30 (Price: 376.0)",30.51%/20.62%/27.17%,"-0.0%, 29.42%",1.8 year/3 months/1.1 year,2027-12-25/2025-10-08/2026-12-25,9.39%,8.87%,0.52%,1.53,0.44,327.2834/404.9093/457.58/343.7375/372.4081/393.108/328.3,237.3/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"SFTBY, Short, 2025-12-31 (Price: 56.58)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2025-12-31 (Price: 56.58), 0.0% below",0 days,Upmove Break Below,50.0% (Price: 53.39),5.97% above,"2022-06-30 (Price: 16.78), 2025-12-31 (Price: 90.0)",18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-14/2026-05-14/2026-05-14,12.53%,5.4%,7.13%,1.47,0.38,50.8371/46.7294/12.65/16.82/48.0625/43.9946/46.15,No support/16.82/48.0625/43.9946/53.39/44.75/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"KWEB, Short, 2025-12-31 (Price: 34.05)",No Exit Yet,"-0.0%, 0 days","85.71%, Past 12 years, 7","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2025-12-31 (Price: 34.05), 0.0% below",0 days,Upmove Break Below,38.2% (Price: 35.4633),3.99% below,"2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",10.4%/3.11%/7.13%,"19.33%, 16.82%",3.1 months/1 month/1.6 month,2026-05-14/2026-02-12/2026-03-10,5.83%,5.4%,0.43%,0.25,0.12,31.1762/31.6222/21.64/24.5062/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/24.5062/No F-Stack Support/No F-Stack Support/No support/No support/No support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"NFLX, Short, 2025-12-31 (Price: 93.76)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 23 years, 6","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2025-12-31 (Price: 93.76), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 106.2331),11.74% below,"2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-14/2026-05-10/2026-05-10,11.77%,5.5%,6.27%,1.3,0.88,184.1259/66.1196/23.05/34.8663/77.3488/70.5306/No EMA 200 Target,No support/34.8663/77.3488/70.5306/89.0986/75.193/No support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"C6L.SI, Short, 2025-12-31 (Price: 6.4)",No Exit Yet,"-0.0%, 0 days","92.86%, Past 40 years, 14","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2025-12-31 (Price: 6.4), 0.0% below",0 days,Upmove Break Below,78.6% (Price: 7.5813),15.58% below,"2023-06-30 (Price: 6.44), 2024-08-31 (Price: 6.4)",13.97%/3.18%/6.42%,"3.38%, 13.97%",3.1 months/1 month/1.7 month,2026-05-14/2026-02-12/2026-03-14,8.07%,5.5%,2.57%,1.46,-0.19,5.9699/5.9891/6.38/4.7975/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/4.7975/No F-Stack Support/No F-Stack Support/No support/No support/No support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"AMD, Short, 2025-12-30 (Price: 215.34)",No Exit Yet,"0.55%, 1 day","85.0%, Past 5 years, 40","Daily, was CONFIRMED on 2025-12-30",Already confirmed,"2025-12-31 (Price: 214.16), 0.55% below",1 day,Upmove Break Below,38.2% (Price: 222.0896),3.57% below,"2025-10-29 (Price: 257.4), 2025-11-25 (Price: 206.58)",8.59%/0.06%/4.31%,"24.21%, 11.06%",1.8 month/1 day/8 days,2026-03-18/2025-12-31/2026-01-10,20.24%,5.1%,15.14%,0.39,0.6,214.4786/206.0588/184.85/72.6533/187.3421/170.075/162.63,No support/72.6533/187.3421/170.075/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"UBER, Short, 2025-12-21 (Price: 79.31)",No Exit Yet,"-3.03%, 10 days","90.0%, Past 6 years, 10","Weekly, was CONFIRMED on 2025-12-21",Already confirmed,"2025-12-31 (Price: 81.71), 3.03% above",10 days,Upmove Break Below,23.66% (Price: 82.5663),1.04% below,"2022-07-03 (Price: 19.895), 2025-09-28 (Price: 101.99)",11.18%/4.08%/7.12%,"16.62%, 11.18%",21 days/7 days/11 days,2026-01-20/2025-12-31/2026-01-05,12.48%,5.2%,7.28%,0.51,0.43,78.961/73.6631/30.05/34.6025/75.9736/63.3753/No EMA 200 Target,No support/34.6025/75.9736/63.3753/No F-Track Level/No F-Track Level/No support,No Data (Across ALL Assets),No Data (Across ALL Assets)
"KWEB, Short, 2025-11-30 (Price: 37.57)",2025-12-31 (Price: 34.05) (Today),"9.37%, 1 month","85.71%, Past 12 years, 7","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-31 (Price: 34.05), 9.37% below",1 month,Upmove Break Below,23.66% (Price: 37.1791),8.42% below,"2022-10-31 (Price: 17.22), 2025-10-31 (Price: 43.365)",10.4%/3.11%/7.13%,"19.33%, 16.82%",3.1 months/1 month/1.6 month,2026-04-13/2026-01-12/2026-02-07,5.83%,5.4%,0.43%,0.25,0.12,34.3991/34.8913/21.88/24.5062/No F-Stack Support/No F-Stack Support/36.38,No support/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,No Data (Across ALL Assets),No Data (Across ALL Assets)
