Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2025-11-04 (Price: 11.85)",2025-11-05 (Price: 11.76) (Today),"-0.76%, 1 days","90.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-11-04",Already confirmed,"2025-11-05 (Price: 11.76), 0.76% below",1 days,No Information,No Information,No Information,No Information,No Information,0.76% below/0.76% below/0.76% below,8.54%/1.38%/4.55%,"6.4%, 20.48%",133 days/4 days/16 days,2026-05-15/2025-11-09/2025-11-27,46.12%,9.64%,36.48%,0.79,0.35,12.2434/12.3892/12.59/13.345/19.8479/26.5969,11.6/9.1367/11.0645/56.4607/No F-Track Level/No F-Track Level,11.16/11.49,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
FRACTAL TRACK,"GILD, Long, 2025-11-04 (Price: 123.0)",No Exit Yet,"0.33%, 2 days","100.0%, Past 5 years, 28","Daily, was CONFIRMED on 2025-11-04",Already confirmed,"2025-11-06 (Price: 123.4), 0.33% above",2 days,No Information,No Information,No Information,"50% (Price: 116.535), 5.89% above, Upmove Bounce Back","2025-10-02 (Price: 108.46), 2025-10-21 (Price: 124.61)",No Information,29.99%/0.5%/11.55%,"-0.0%, 27.82%",471 days/7 days/193 days,2027-09-17/2025-11-14/2026-08-10,10.34%,14.55%,-4.21%,0.57,0.58,125.9397/137.2065/132.69/No Horizontal Resistance/121.083/140.4376,117.88/56.9733/104.5806/96.4152/No F-Track Level/No F-Track Level,116.19/110.28,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"NIO, Long, 2025-11-04 (Price: 7.16)",No Exit Yet,"0.0%, 2 days","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2025-11-04",Already confirmed,"2025-11-06 (Price: 7.16), 0.0% below",2 days,No Information,No Information,No Information,"23.66% (Price: 6.837), 4.72% above, Upmove Bounce Back","2025-04-08 (Price: 3.02), 2025-10-02 (Price: 8.02)",No Information,49.89%/49.89%/49.89%,"-0.0%, 25.1%",69 days/69 days/69 days,2026-02-11/2026-02-11/2026-02-11,346.26%,-27.6%,373.86%,0.26,-0.14,7.0512/10.7321/10.16/24.205/No Next Fib Ext/No Next Fib Ext,6.71/3.62/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,6.94/4.87,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"WMT, Long, 2025-11-04 (Price: 102.27)",No Exit Yet,"-0.58%, 2 days","90.62%, Past 5 years, 32","Daily, was CONFIRMED on 2025-11-04",Already confirmed,"2025-11-06 (Price: 101.68), 0.58% below",2 days,No Information,No Information,No Information,"23.66% (Price: 102.5364), 0.84% below, Upmove Bounce Back","2025-04-07 (Price: 79.81), 2025-10-16 (Price: 109.58)",No Information,14.63%/0.49%/9.29%,"4.76%, 26.01%",453 days/33 days/142 days,2027-08-22/2025-12-21/2026-05-28,10.62%,16.05%,-5.43%,0.64,0.7,104.0086/111.7709/120.13/105.01/108.7906/137.8139,101.18/42.3916/98.8222/85.5556/No F-Track Level/No F-Track Level,102.8/97.56,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-11-04 (Price: 206.63)",No Exit Yet,"-5.03%, 2 days","87.5%, Past 5 years, 8","Daily, was CONFIRMED on 2025-11-04",Already confirmed,"2025-11-06 (Price: 196.24), 5.03% below",2 days,"-3.94, 65.62",No Information,No Information,No Information,No Information,No Information,13.28%/0.96%/7.07%,"6.87%, 12.05%",50 days/38 days/44 days,2026-01-15/2025-12-29/2026-01-06,8.31%,9.6%,-1.29%,0.39,0.37,209.2542/221.2387/293.2329/240.8933/293.2329/455.2123,No Recent Minima/116.89/193.124/131.2534/No F-Track Level/No F-Track Level,225.41/249.01,85.95%/121/73 days (Across ALL Assets),74.78%/230/78 days (Across ALL Assets)
FRACTAL TRACK,"LYFT, Long, 2025-11-03 (Price: 20.95)",No Exit Yet,"1.43%, 3 days","96.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-06 (Price: 21.25), 1.43% above",3 days,No Information,No Information,No Information,"38.2% (Price: 19.552), 8.68% above, Upmove Bounce Back","2025-08-11 (Price: 13.165), 2025-09-17 (Price: 23.5)",No Information,52.96%/0.97%/21.59%,"5.88%, 53.48%",394 days/27 days/190 days,2027-05-27/2025-12-12/2026-08-05,19.21%,-6.72%,25.93%,0.41,0.2,20.8306/25.4731/27.15/57.19/81.0416/101.3843,19.75/8.8875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,20.09/15.46,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"SONY, Long, 2025-11-03 (Price: 27.95)",No Exit Yet,"1.22%, 3 days","89.47%, Past 5 years, 19","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-06 (Price: 28.29), 1.22% above",3 days,No Information,No Information,No Information,"38.2% (Price: 27.8032), 1.75% above, Upmove Bounce Back","2025-07-16 (Price: 23.78), 2025-10-09 (Price: 30.29)",No Information,24.5%/7.06%/17.24%,"5.03%, 23.78%",183 days/63 days/95 days,2026-07-26/2026-02-02/2026-03-20,23.93%,9.83%,14.1%,0.54,0.36,28.6487/32.7686/31.86/No Horizontal Resistance/33.2191/35.3948,27.75/14.992/26.0795/24.8529/No F-Track Level/No F-Track Level,28.76/25.79,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"BIPC.TO, Long, 2025-11-03 (Price: 64.43)",No Exit Yet,"1.75%, 3 days","95.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-06 (Price: 65.56), 1.75% above",3 days,No Information,No Information,No Information,"23.66% (Price: 59.4945), 10.2% above, Upmove Bounce Back","2023-10-30 (Price: 35.31), 2025-10-16 (Price: 66.99)",No Information,18.49%/5.22%/10.88%,"2.3%, 12.67%",110 days/13 days/51 days,2026-04-11/2025-11-21/2026-01-15,47.75%,4.17%,43.58%,0.53,0.14,64.604/71.44/83.44/66.5925/No Next Fib Ext/No Next Fib Ext,60.76/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,59.29/56.03,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
FRACTAL TRACK,"MX.TO, Long, 2025-11-03 (Price: 52.3)",No Exit Yet,"-2.79%, 3 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-06 (Price: 50.84), 2.79% below",3 days,No Information,No Information,No Information,"88.6% (Price: 46.0338), 10.44% above, Upmove Bounce Back","2025-08-12 (Price: 44.57), 2025-10-07 (Price: 57.41)",No Information,56.52%/5.07%/26.08%,"-0.0%, 41.4%",715 days/33 days/192 days,2028-09-03/2025-12-20/2026-08-08,19.49%,7.34%,12.15%,0.51,0.31,52.4098/65.9398/60.0/73.435/104.8718/122.9238,47.41/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level,51.94/51.34,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
DELTADRIFT,"RHHBY, Long, 2025-11-03 (Price: 40.15)",2025-11-06 (Price: 41.22) (Today),"2.67%, 3 days","72.73%, Past 4 years, 11","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-06 (Price: 41.22), 2.67% above",3 days,No Information,No Information,No Information,No Information,No Information,No Information,6.91%/2.23%/3.18%,"9.92%, 11.39%",48 days/1 days/11 days,2026-01-11/2025-11-04/2025-11-18,2.84%,-5.55%,8.39%,-0.06,-0.34,41.6034/41.4268/41.52/52.46/58.6089/65.2057,39.59/34.5167/31.0544/179.717/No F-Track Level/No F-Track Level,42.48/40.81,83.04%/112/11 days (Across ALL Assets),78.16%/467/11 days (Across ALL Assets)
SIGMASHELL,"NVO, Long, 2025-11-03 (Price: 49.11)",No Exit Yet,"-5.29%, 3 days","80.0%, Past 5 years, 10","Daily, was CONFIRMED on 2025-11-03",Already confirmed,"2025-11-06 (Price: 46.51), 5.29% below",3 days,"-7.96, 83.33",No Information,No Information,No Information,No Information,No Information,24.95%/14.95%/20.78%,"28.06%, 44.04%",137 days/51 days/88 days,2026-05-20/2026-01-15/2026-03-10,5.37%,13.17%,-7.8%,0.12,0.48,50.4753/59.3151/157.4212/139.01/157.4212/201.8641,45.38/37.445/45.3824/37.3162/No F-Track Level/No F-Track Level,55.68/66.67,85.95%/121/73 days (Across ALL Assets),74.78%/230/78 days (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2025-11-02 (Price: 47562.8711)",2025-11-06 (Price: 46912.3008) (Today),"-1.37%, 3 days","93.75%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-06 (Price: 46912.3008), 1.37% below",3 days,No Information,No Information,No Information,No Information,No Information,1.56% above/1.37% below/1.37% below,6.98%/0.22%/3.8%,"3.06%, 34.78%",249 days/19 days/101 days,2026-10-28/2025-11-29/2026-03-28,6.99%,9.91%,-2.92%,1.11,0.44,48742.4303/49370.2602/55178.5/No Horizontal Resistance/54129.8938/83218.843,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level,46229.44/43702.44,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"NIFTY_MIDCAP_100.NS, Long, 2025-11-02 (Price: 59825.8984)",2025-11-06 (Price: 59468.6016) (Today),"-0.6%, 3 days","89.13%, Past 10 years, 46","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-06 (Price: 59468.6016), 0.6% below",3 days,No Information,No Information,No Information,No Information,No Information,0.96% above/0.6% below/0.6% below,11.35%/2.01%/6.62%,"21.92%, 38.39%",259 days/19 days/71 days,2026-11-12/2025-11-29/2026-02-12,7.9%,12.8%,-4.9%,0.6,0.56,63104.3576/63786.3729/61485.14/60182.9323/69983.5191/76335.2565,55727.4/24894.2998/51648.171/44465.2214/No F-Track Level/No F-Track Level,58144.29/55609.45,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-11-02 (Price: 475.67)",2025-11-06 (Price: 469.28) (Today),"-1.34%, 3 days","100.0%, Past 10 years, 28","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-06 (Price: 469.28), 1.34% below",3 days,No Information,No Information,No Information,No Information,No Information,1.62% above/1.34% below/1.34% below,8.64%/1.23%/3.89%,"-0.0%, 14.86%",209 days/19 days/87 days,2026-08-31/2025-11-29/2026-03-08,10.29%,9.9%,0.39%,1.56,0.44,487.419/494.1736/551.83/No Horizontal Resistance/538.1343/826.9871,454.87/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,462.56/437.18,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"UPS, Long, 2025-11-02 (Price: 96.42)",2025-11-06 (Price: 93.6) (Today),"-2.92%, 3 days","91.43%, Past 10 years, 35","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-11-06 (Price: 93.6), 2.92% below",3 days,No Information,No Information,No Information,No Information,No Information,8.32% above/3.9% below/2.92% below,31.22%/1.77%/7.51%,"13.76%, 27.26%",244 days/19 days/109 days,2026-10-21/2025-11-29/2026-04-08,13.13%,2.3%,10.84%,0.5,0.04,94.8869/103.6611/117.32/221.2667/228.7501/295.6013,82.87/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,86.31/99.82,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2025-11-02 (Price: 112.62)",No Exit Yet,"-1.89%, 3 days","92.86%, Past 20 years, 42","Weekly, was CONFIRMED on 2025-11-02",Already confirmed,"2025-11-06 (Price: 110.49), 1.89% below",3 days,No Information,No Information,No Information,"38.2% (Price: 107.6566), 2.63% above, Upmove Bounce Back","2025-04-13 (Price: 80.1), 2025-07-06 (Price: 124.69)",No Information,338.75%/2.06%/55.12%,"7.93%, 55.37%",2544 days/29 days/449 days,2035-12-04/2025-12-14/2027-08-14,8.38%,7.54%,0.84%,0.32,0.27,115.4693/174.6961/139.37/168.455/207.5364/245.6322,109.19/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level,113.73/110.12,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
FRACTAL TRACK,"CNU.NZ, Long, 2025-11-02 (Price: 9.36)",No Exit Yet,"1.82%, 3 days","100.0%, Past 13 years, 24","Weekly, was CONFIRMED on 2025-11-02",Already confirmed,"2025-11-06 (Price: 9.53), 1.82% above",3 days,No Information,No Information,No Information,"38.2% (Price: 9.046), 5.35% above, Upmove Bounce Back","2025-03-23 (Price: 7.535), 2025-09-07 (Price: 9.98)",No Information,167.25%/5.27%/46.32%,"-0.0%, 32.23%",1554 days/64 days/638 days,2031-12-31/2026-02-02/2028-05-14,7.15%,7.61%,-0.47%,0.46,0.27,9.681/13.6956/10.83/No Horizontal Resistance/10.0225/12.705,9.2/6.0983/9.3249/7.51/No F-Track Level/No F-Track Level,9.46/8.69,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets)
FRACTAL TRACK,"BTC-USD, Long, 2025-11-01 (Price: 110064.0156)",No Exit Yet,"-8.61%, 3 days","93.75%, Past 5 years, 64","Daily, was CONFIRMED on 2025-11-01",Already confirmed,"2025-11-06 (Price: 100585.8594), 8.61% below",3 days,No Information,No Information,No Information,"23.66% (Price: 107961.6918), 6.83% below, Upmove Bounce Back","2024-08-05 (Price: 49121.2383), 2025-10-06 (Price: 126198.0703)",No Information,133.41%/2.6%/33.78%,"10.03%, 72.69%",600 days/5 days/148 days,2028-03-19/2025-11-08/2026-06-03,16.74%,49.32%,-32.58%,0.38,0.92,114070.3458/147243.6401/156310.11/124582.2656/122105.3521/133759.1807,108305.55/18304.4229/88987.7198/76786.0499/No F-Track Level/No F-Track Level,113070.27/110027.6,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets)
OSCILLATOR DELTA,"NFLX, Long, 2025-10-31 (Price: 1118.86)",No Exit Yet,"-1.95%, 4 days","86.21%, Past 6 years, 29","Daily, is Confirmed on 2025-10-31",No Cancellation Possible,"2025-11-06 (Price: 1097.02), 1.95% below",4 days,No Information,No Information,No Information,No Information,No Information,No Information,13.15%/5.22%/7.5%,"35.12%, 35.12%",26 days/2 days/8 days,2025-12-07/2025-11-02/2025-11-11,39.66%,24.78%,14.88%,0.1,0.78,1145.377/1202.7745/1174.8/No Horizontal Resistance/1393.524/1524.2919,No Recent Minima/348.6633/1008.8519/864.7664/No F-Track Level/No F-Track Level,1188.39/1125.38,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
OSCILLATOR DELTA,"JPM, Long, 2025-10-31 (Price: 311.12)",No Exit Yet,"0.74%, 4 days","83.33%, Past 6 years, 30","Daily, is Confirmed on 2025-10-31",No Cancellation Possible,"2025-11-06 (Price: 313.42), 0.74% above",4 days,No Information,No Information,No Information,No Information,No Information,No Information,17.78%/5.3%/7.87%,"14.96%, 18.99%",25 days/2 days/12 days,2025-12-06/2025-11-02/2025-11-17,27.42%,15.43%,11.99%,0.14,0.55,324.7159/335.6051/326.68/No Horizontal Resistance/328.9175/381.492,No Recent Minima/125.7575/300.9735/287.5071/No F-Track Level/No F-Track Level,305.67/275.53,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets)
