"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"SBUX, Long, 2025-10-31 (Price: 80.87)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 75.5 prior to 2025-12-31,"2025-10-31 (Price: 80.87), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 75.28),7.43% above,"2016-12-31 (Price: 50.84), 2019-09-30 (Price: 99.72)",1221.05%/15.29%/581.66%,"-0.0%, 74.95%",5283 days/717 days/2935 days,2046-10-12/2028-09-03/2037-06-21,20.74%,17.47%,3.27%,0.62,0.57,89.9274/551.2584/110.2/117.438/140.7332/167.7583,77.85/71.675/79.7489/69.0577/78.891/73.984,84.43/91.95,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"WIPRO.NS, Long, 2025-10-31 (Price: 240.67)",No Exit Yet,"0.0%, 0 days","83.33%, Past 80 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 228.0 prior to 2025-12-31,"2025-10-31 (Price: 240.67), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 224.8125),7.05% above,"2020-03-31 (Price: 79.7), 2021-12-31 (Price: 369.925)",94.07%/1.52%/60.96%,"6.32%, 83.05%",5935 days/717 days/2456 days,2049-05-14/2028-09-03/2035-07-28,4.25%,22.57%,-18.32%,0.6,0.56,339.4169/387.3824/414.81/366.6625/373.9738/404.5107,182.62/187.6063/184.3156/1117.2371/347.4556/361.5012,246.96/262.2,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"0.0%, 0 days","85.71%, Past 30 years, 7","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 578.51 prior to 2025-12-31,"2025-10-31 (Price: 1059.23), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 583.1637),81.64% above,"2016-03-31 (Price: 77.17), 2021-09-30 (Price: 895.93)",3807.85%/162.78%/1736.16%,"6.66%, 52.63%",5089 days/914 days/3245 days,2046-01-04/2029-06-15/2038-09-13,19.02%,19.16%,-0.14%,0.69,0.59,1609.0763/19449.1576/1550.49/No Horizontal Resistance/1081.4334/1218.8523,415.35/561.385/998.2461/956.961/1235.8618/1313.1536,924.91/776.73,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"PFE, Long, 2025-10-31 (Price: 24.65)",No Exit Yet,"0.0%, 0 days","78.57%, Past 48 years, 14","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 20.92 prior to 2025-12-31,"2025-10-31 (Price: 24.65), 0.0% below",0 days,Upmove Bounce Back,78.6% (Price: 20.9228),17.81% above,"2005-12-31 (Price: 19.2315), 2006-12-31 (Price: 27.1347)",1467.39%/5.85%/255.06%,"32.45%, 71.63%",8349 days/718 days/3574 days,2058-12-09/2028-09-04/2040-01-02,6.44%,6.41%,0.03%,0.46,0.21,28.2982/87.5223/29.39/55.39/66.4624/71.5868,24.24/23.345/22.7912/20.6368/71.3609/77.2918,24.8/24.67,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"BAC, Long, 2025-10-31 (Price: 53.45)",No Exit Yet,"0.0%, 0 days","92.86%, Past 39 years, 14","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 33.07 prior to 2025-12-31,"2025-10-31 (Price: 53.45), 0.0% below",0 days,Upmove Bounce Back,61.8% (Price: 33.1459),61.26% above,"2018-12-31 (Price: 22.66), 2022-03-31 (Price: 50.11)",590.59%/37.48%/259.03%,"7.22%, 59.29%",4305 days/587 days/2315 days,2042-11-26/2028-02-28/2035-01-05,10.28%,4.52%,5.76%,0.62,0.21,62.2158/191.9015/69.92/No Horizontal Resistance/60.5768/64.246,27.38/29.49/50.5717/44.5293/53.8138/55.585,51.02/45.86,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"EEM, Long, 2025-10-31 (Price: 55.3)",No Exit Yet,"0.0%, 0 days","80.0%, Past 22 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 38.19 prior to 2025-12-31,"2025-10-31 (Price: 55.3), 0.0% below",0 days,Upmove Bounce Back,88.6% (Price: 38.6828),42.96% above,"2013-06-30 (Price: 36.16), 2021-03-31 (Price: 58.29)",14.61%/14.61%/14.61%,"5.22%, 19.1%",650 days/650 days/650 days,2028-05-29/2028-05-29/2028-05-29,3.9%,6.2%,-2.3%,0.26,0.2,54.3046/63.3793/68.58/No Horizontal Resistance/59.1317/64.643,34.88/36.64/54.2403/251.522/54.7105/55.6355,52.95/47.42,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"INFY, Long, 2025-10-31 (Price: 16.57)",No Exit Yet,"0.0%, 0 days","100.0%, Past 26 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 15.82 prior to 2025-12-31,"2025-10-31 (Price: 16.57), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 15.5656),6.45% above,"2012-09-30 (Price: 4.7413), 2022-03-31 (Price: 26.39)",22.51%/22.51%/22.51%,"-0.0%, 40.77%",783 days/783 days/783 days,2028-12-08/2028-12-08/2028-12-08,5.53%,12.66%,-7.13%,0.48,0.38,17.2212/20.2999/29.56/23.796/25.6134/28.2828,16.27/16.074/16.4829/15.2985/16.6189/15.7269,16.85/18.18,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"IWM, Long, 2025-10-31 (Price: 246.23)",No Exit Yet,"0.0%, 0 days","100.0%, Past 25 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 171.73 prior to 2025-12-31,"2025-10-31 (Price: 246.23), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 170.075),44.78% above,"2020-03-31 (Price: 95.69), 2021-12-31 (Price: 244.46)",107.29%/12.13%/53.02%,"-0.0%, 32.09%",2674 days/914 days/1848 days,2036-06-08/2029-06-15/2033-02-27,6.13%,6.14%,-0.01%,0.65,0.2,277.1565/376.7811/335.49/No Horizontal Resistance/245.3626/270.9222,164.92/162.3167/196.8345/160.6663/233.5959/221.8127,241.91/219.2,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"SUM.NZ, Long, 2025-10-31 (Price: 11.6)",No Exit Yet,"0.0%, 0 days","100.0%, Past 14 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 10.5 prior to 2025-12-31,"2025-10-31 (Price: 11.6), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 10.74),8.01% above,"2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",40.92%/21.12%/31.02%,"-0.0%, 38.76%",1109 days/718 days/913 days,2030-03-25/2028-09-04/2029-06-14,7.21%,16.0%,-8.79%,0.81,0.56,10.9597/15.1983/14.84/13.345/16.7981/18.5763,8.8/9.1367/11.1928/8.9354/11.3772/10.74,11.12/11.5,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"CNQ.TO, Long, 2025-10-31 (Price: 44.87)",No Exit Yet,"0.0%, 0 days","100.0%, Past 52 years, 9","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 34.92 prior to 2025-12-31,"2025-10-31 (Price: 44.87), 0.0% below",0 days,Upmove Bounce Back,23.66% (Price: 34.1015),31.58% above,"2020-03-31 (Price: 4.7992), 2022-06-30 (Price: 43.1832)",880.76%/8.06%/414.73%,"-0.0%, 51.66%",2087 days/718 days/1457 days,2034-02-08/2028-09-04/2031-08-11,15.27%,12.92%,2.35%,0.42,0.46,47.1314/230.9594/67.9/51.51/57.5622/59.9244,42.8/34.9317/44.0597/41.1349/61.5996/64.7366,43.83/42.88,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"GLD, Long, 2025-10-30 (Price: 370.13)",No Exit Yet,"-0.54%, 1 days","100.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-10-30",Already confirmed,"2025-10-31 (Price: 368.12), 0.54% below",1 days,Upmove Bounce Back,23.66% (Price: 363.7476),1.2% above,"2024-11-14 (Price: 236.13), 2025-10-20 (Price: 403.3)",14.47%/1.81%/6.53%,"-0.0%, 10.21%",303 days/38 days/117 days,2027-01-11/2025-12-24/2026-04-17,8.69%,12.55%,-3.86%,0.39,0.64,372.2397/394.2995/470.43/No Horizontal Resistance/424.4974/624.146,363.0/150.8/301.1087/224.8487/No F-Track Level/No F-Track Level,351.46/307.04,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
"SLV, Long, 2025-10-29 (Price: 43.23)",No Exit Yet,"1.8%, 2 days","84.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-10-29",Already confirmed,"2025-10-31 (Price: 44.01), 1.8% above",2 days,Upmove Bounce Back,23.66% (Price: 41.7238),5.48% above,"2022-11-03 (Price: 17.44), 2025-10-16 (Price: 49.25)",31.49%/7.53%/19.18%,"6.26%, 37.46%",1125 days/14 days/530 days,2030-04-15/2025-11-18/2027-12-05,9.34%,8.5%,0.84%,0.3,0.31,44.2978/51.5215/62.32/No Horizontal Resistance/48.7992/54.635,42.4/18.99/41.7135/37.8198/No F-Track Level/No F-Track Level,41.17/33.61,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
"NFLX, Long, 2025-10-29 (Price: 1100.41)",No Exit Yet,"1.68%, 2 days","93.94%, Past 5 years, 33","Daily, was CONFIRMED on 2025-10-29",Already confirmed,"2025-10-31 (Price: 1118.86), 1.68% above",2 days,Upmove Bounce Back,23.66% (Price: 1105.397),1.22% above,"2023-10-18 (Price: 344.73), 2025-06-30 (Price: 1341.15)",81.64%/0.95%/25.23%,"11.2%, 75.95%",834 days/11 days/171 days,2029-02-17/2025-11-13/2026-07-03,42.54%,20.19%,22.35%,0.57,0.66,1191.9641/1378.0434/1698.26/No Horizontal Resistance/1393.524/1524.2919,1094.56/348.6633/1008.8519/864.7664/No F-Track Level/No F-Track Level,1195.57/1121.78,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
"ETH-USD, Long, 2025-10-26 (Price: 4157.9893)",No Exit Yet,"-7.11%, 4 days","83.33%, Past 10 years, 6","Weekly, was CONFIRMED on 2025-10-26",Already confirmed,"2025-10-31 (Price: 3862.2021), 7.11% below",4 days,Upmove Bounce Back,38.2% (Price: 3403.7206),13.47% above,"2022-06-19 (Price: 896.109), 2025-08-24 (Price: 4953.7329)",4.78%/4.78%/4.78%,"22.37%, 27.67%",39 days/39 days/39 days,2025-12-21/2025-12-21/2025-12-21,-6.09%,39.5%,-45.59%,-0.31,1.16,3681.8995/4356.7412/6592.56/4922.7188/4887.278/5344.0381,3984.65/1370.4997/3929.1537/3454.2267/No F-Track Level/No F-Track Level,4198.26/3329.39,94.0%/50/558 days (Across ALL Assets),72.73%/165/214 days (Across ALL Assets)
"TRI.TO, Long, 2025-10-26 (Price: 227.55)",No Exit Yet,"-5.59%, 4 days","100.0%, Past 20 years, 14","Weekly, was CONFIRMED on 2025-10-26",Already confirmed,"2025-10-31 (Price: 214.84), 5.59% below",4 days,Upmove Bounce Back,38.2% (Price: 205.33),4.63% above,"2018-05-13 (Price: 53.4023), 2025-07-20 (Price: 299.24)",218.9%/1.4%/46.83%,"-0.0%, 26.29%",1864 days/34 days/451 days,2033-03-17/2025-12-14/2027-08-10,17.16%,10.46%,6.7%,0.56,0.41,253.3769/334.1117/375.05/240.8933/293.2329/316.3836,212.03/116.89/193.124/131.2534/No F-Track Level/No F-Track Level,227.71/249.35,94.0%/50/558 days (Across ALL Assets),72.73%/165/214 days (Across ALL Assets)
"WPM.TO, Long, 2025-10-24 (Price: 137.43)",No Exit Yet,"-1.44%, 5 days","96.3%, Past 5 years, 27","Daily, was CONFIRMED on 2025-10-24",Already confirmed,"2025-10-31 (Price: 135.45), 1.44% below",5 days,Upmove Bounce Back,38.2% (Price: 129.6661),4.46% above,"2024-12-30 (Price: 79.88), 2025-10-16 (Price: 160.44)",69.2%/2.17%/22.41%,"0.62%, 39.55%",788 days/15 days/161 days,2028-12-08/2025-11-14/2026-06-14,35.74%,16.59%,19.15%,0.57,0.59,143.257/168.2281/185.77/No Horizontal Resistance/178.0989/194.7923,134.31/52.782/125.9496/92.3678/No F-Track Level/No F-Track Level,144.15/120.58,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
"WPM, Long, 2025-10-24 (Price: 98.15)",No Exit Yet,"-1.66%, 5 days","100.0%, Past 5 years, 20","Daily, was CONFIRMED on 2025-10-24",Already confirmed,"2025-10-31 (Price: 96.52), 1.66% below",5 days,Upmove Bounce Back,38.2% (Price: 91.864),5.07% above,"2024-12-30 (Price: 55.47), 2025-10-16 (Price: 114.36)",47.65%/5.21%/23.57%,"-0.0%, 25.67%",491 days/38 days/176 days,2027-10-05/2025-12-18/2026-07-05,26.76%,15.48%,11.28%,0.55,0.54,101.9779/121.284/133.48/No Horizontal Resistance/114.4872/133.5026,95.84/38.3375/85.7049/76.3674/No F-Track Level/No F-Track Level,103.96/86.74,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
"SJ.TO, Long, 2025-10-24 (Price: 78.46)",No Exit Yet,"1.47%, 5 days","100.0%, Past 5 years, 31","Daily, was CONFIRMED on 2025-10-24",Already confirmed,"2025-10-31 (Price: 79.61), 1.47% above",5 days,Upmove Bounce Back,23.66% (Price: 78.1235),1.9% above,"2025-04-09 (Price: 62.26), 2025-10-15 (Price: 83.04)",37.31%/4.37%/16.41%,"-0.0%, 15.24%",218 days/11 days/62 days,2026-09-04/2025-11-08/2026-01-21,28.85%,12.22%,16.63%,0.42,0.46,79.9194/91.3353/90.93/84.3925/95.0177/123.2166,78.12/38.015/66.807/60.0601/No F-Track Level/No F-Track Level,79.07/74.45,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
"HOOD, Long, 2025-10-24 (Price: 139.79)",No Exit Yet,"5.0%, 5 days","100.0%, Past 4 years, 14","Daily, was CONFIRMED on 2025-10-24",Already confirmed,"2025-10-31 (Price: 146.78), 5.0% above",5 days,Upmove Bounce Back,23.66% (Price: 119.2466),23.09% above,"2022-12-28 (Price: 7.565), 2025-10-06 (Price: 153.86)",129.73%/9.09%/78.62%,"-0.0%, 56.69%",668 days/67 days/235 days,2028-06-17/2026-01-29/2026-09-29,101.75%,34.23%,67.52%,0.95,0.97,165.0501/249.6929/227.57/No Horizontal Resistance/164.8517/245.4076,127.22/8.2917/115.0659/84.2959/No F-Track Level/No F-Track Level,127.08/81.78,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
"TCS.NS, Long, 2025-10-19 (Price: 2962.2)",No Exit Yet,"3.23%, 9 days","95.65%, Past 20 years, 23","Weekly, was CONFIRMED on 2025-10-19",Already confirmed,"2025-10-31 (Price: 3058.0), 3.23% above",9 days,Upmove Bounce Back,50% (Price: 2809.1),8.86% above,"2016-11-20 (Price: 1025.95), 2024-09-01 (Price: 4592.25)",163.97%/0.89%/58.77%,"5.76%, 64.77%",1639 days/79 days/561 days,2032-04-18/2026-02-10/2028-01-09,16.08%,15.1%,0.98%,0.63,0.57,3293.9664/4703.0849/5101.98/4543.575/5637.7577/6110.9256,2899.1/2937.675/2637.2425/2286.8248/No F-Track Level/No F-Track Level,3048.79/3403.66,94.0%/50/558 days (Across ALL Assets),72.73%/165/214 days (Across ALL Assets)
"BPCL.NS, Long, 2025-09-30 (Price: 339.65)",No Exit Yet,"5.05%, 23 days","100.0%, Past 29 years, 9","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-10-31 (Price: 356.8), 5.05% above",23 days,Upmove Bounce Back,23.66% (Price: 237.7738),50.06% above,"2018-12-31 (Price: 119.275), 2019-12-31 (Price: 274.5)",235.98%/69.81%/135.85%,"-0.0%, 57.26%",1891 days/716 days/1010 days,2033-03-30/2028-08-02/2029-10-01,16.85%,11.42%,5.43%,0.75,0.39,377.0115/801.0645/432.78/343.7375/372.4081/393.108,152.4/145.35/295.7614/248.4289/No F-Track Level/No F-Track Level,329.03/305.92,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
"INDA, Long, 2025-09-30 (Price: 52.06)",No Exit Yet,"3.67%, 23 days","100.0%, Past 13 years, 5","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-10-31 (Price: 53.97), 3.67% above",23 days,Upmove Bounce Back,50% (Price: 48.63),10.98% above,"2023-03-31 (Price: 37.77), 2024-09-30 (Price: 59.49)",27.54%/16.24%/21.39%,"-0.0%, 19.16%",707 days/512 days/623 days,2028-07-20/2027-10-11/2028-03-20,6.43%,5.69%,0.74%,1.04,0.17,57.1306/63.1956/65.09/55.3633/66.8401/79.771,39.36/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level,53.28/52.63,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets)
