Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-10-26 (Price: 37.71)",Weekly,No Exit Yet,No Price Target,2025-11-29 (Min),4.25%/8.01%,"-2.25%, 1.3 month","2025-12-04 (Price: 36.86), 2.25% below",39.8142 (Historic Rise or Fall to Pivot)/41.1265 (Avg % Gain of Historic Winning trades)/47.64 (Exit Rule)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/47.5146 (Backtested Best)/38.4265 (Backtested Worst),2026-04-30 (Max)/2026-01-13 (Avg),36.01/11.7733/29.5041/177.9303/No F-Track Level/No F-Track Level/32.61,"88.89%, Past 10 years, 27",No Information,No Information,No Information,No Information,No Information,0.35% above/1.5% below/2.25% below,26.0%/1.9%/9.06%,"53.48%, 76.43%",4.3 months/24 days/1.8 month,4.38%,15.83%,-11.45%,0.07,0.55,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-10-22 (Price: 5.98)",Daily,No Exit Yet,No Price Target,2025-12-05 (Avg),7.43%/7.99%,"-5.52%, 1.4 month","2025-12-04 (Price: 5.65), 5.52% below",6.1014 (Historic Rise or Fall to Pivot)/6.3101 (Avg % Gain of Historic Winning trades)/6.07 (Exit Rule)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/7.0845 (Backtested Best),2026-07-06 (Max)/2025-12-05 (Avg),5.8/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/5.75,"91.3%, Past 4 years, 46",No Information,No Information,No Information,No Information,No Information,5.52% below/5.52% below/5.52% below,18.47%/0.46%/5.52%,"6.51%, 17.02%",5.9 months/5 days/1.0 month,19.9%,4.2%,15.69%,0.73,0.16,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
DELTADRIFT,"TCS.NS, Long, 2025-10-12 (Price: 3028.3)",Weekly,2025-12-04 (Price: 3229.2) (Today),3234.83 (Exit Rule),No Date Target,1.68%/2.1%,"6.63%, 1.8 month","2025-12-04 (Price: 3229.2), 6.63% above",3296.9102 (Avg % Gain of Historic Winning trades)/4543.575 (Horizontal)/5637.7577 (F-Stack 1)/6110.9256 (F-Stack 2)/3283.32 (Moving Avg)/3454.079 (Backtested Best),No Next Date Target,2899.1/2937.675/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No Moving Avg Support,"75.0%, Past 15 years, 4",No Information,No Information,No Information,No Information,No Information,No Information,14.06%/3.68%/8.87%,"14.47%, 16.73%",19 days/14 days/16 days,4.81%,11.95%,-7.14%,0.07,0.46,94.87%/39/1.3 month (Across ALL Assets),89.42%/104/1.6 month (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-10-02 (Price: 211.55)",Daily,No Exit Yet,No Price Target,2025-12-04 (Avg),28.4%/29.07%,"-11.77%, 2.1 months","2025-12-04 (Price: 186.64), 11.77% below",293.2329 (Exit Rule)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/243.39 (Moving Avg)/239.6438 (Backtested Best),2025-12-13 (Max),No Recent Minima/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/No Moving Avg Support,"87.5%, Past 5 years, 8","-8.06, 75.0",No Information,No Information,No Information,No Information,No Information,13.28%/0.96%/7.07%,"6.87%, 12.05%",1.7 month/1.3 month/1.5 month,8.31%,9.6%,-1.29%,0.39,0.37,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2025-10-01 (Price: 181.79)",Daily,No Exit Yet,202.2414 (Avg % Gain of Historic Winning trades),No Date Target,5.83%/46.98%,"10.06%, 2.1 months","2025-12-04 (Price: 200.08), 10.06% above",294.0831 (F-Stack 2)/211.749 (Backtested Best),2026-01-06 (Max)/2025-12-12 (Avg),175.34/53.835/132.3972/94.2286/No F-Track Level/No F-Track Level/178.54,"100.0%, Past 5 years, 5","-4.42, 93.33",No Information,No Information,No Information,No Information,No Information,16.48%/8.78%/11.25%,"-0.0%, 7.51%",2.2 months/1.3 month/1.7 month,14.73%,27.78%,-13.05%,1.6,1.2,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-09-26 (Price: 29.78)",Daily,No Exit Yet,No Price Target,2025-12-03 (Max),8.84%/8.9%,"-5.0%, 2.3 months","2025-12-04 (Price: 28.29), 5.0% below",30.8074 (Historic Rise or Fall to Pivot)/30.7895 (Avg % Gain of Historic Winning trades)/32.7 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/32.0999 (Backtested Best),No Next Date Target,26.95/14.992/26.0795/24.8529/No F-Track Level/No F-Track Level/24.72,"93.55%, Past 4 years, 31",No Information,No Information,No Information,No Information,No Information,5.0% below/5.0% below/5.0% below,7.79%/0.97%/3.39%,"15.95%, 32.85%",1.6 month/4 days/13 days,29.57%,14.31%,15.27%,0.53,0.52,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
SIGMASHELL,"ATD.TO, Long, 2025-09-02 (Price: 69.24)",Daily,2025-12-03 (Price: 73.21),No Price Target,No Date Target,7.02%/14.64%,"7.58%, 3.1 months","2025-12-04 (Price: 74.49), 7.58% above",85.3936 (Exit Rule)/85.51 (Horizontal)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/79.7229 (Backtested Best),2025-12-25 (Max),68.82/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/No Moving Avg Support,"83.33%, Past 5 years, 6","-4.21, 78.12",No Information,No Information,No Information,No Information,No Information,15.14%/2.95%/7.5%,"1.75%, 19.86%",2.6 months/1.1 month/1.7 month,10.67%,22.58%,-11.91%,0.78,0.75,85.95%/121/2.4 months (Across ALL Assets),74.78%/230/2.6 months (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-08-21 (Price: 591.92)",Daily,No Exit Yet,No Price Target,2025-12-07 (Max),10.36%/12.17%,"-8.38%, 3.5 months","2025-12-04 (Price: 542.31), 8.38% below",611.4534 (Avg % Gain of Historic Winning trades)/608.31 (Exit Rule)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/638.149 (Backtested Best)/598.4903 (Backtested Worst),2025-12-07 (Max),550.18/279.035/554.0572/515.4888/No F-Track Level/No F-Track Level/547.22,"76.32%, Past 4 years, 38",No Information,No Information,No Information,No Information,No Information,8.38% below/8.38% below/8.38% below,7.81%/1.11%/3.3%,"12.46%, 28.57%",2.5 months/4 days/22 days,7.89%,12.44%,-4.55%,0.18,0.45,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-08-21 (Price: 38.45)",Daily,2025-12-02 (Price: 38.0),No Price Target,2025-12-06 (Max),1.13%/2.15%,"-0.65%, 3.5 months","2025-12-04 (Price: 38.2), 0.65% below",39.7304 (Historic Rise or Fall to Pivot)/40.1341 (Avg % Gain of Historic Winning trades)/39.02 (Exit Rule)/39.1917 (Horizontal)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/43.0602 (Backtested Best)/38.6307 (Backtested Worst),2025-12-06 (Max),35.78/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.19,"75.86%, Past 4 years, 58",No Information,No Information,No Information,No Information,No Information,1.46% above/0.65% below/0.65% below,11.99%/0.47%/4.38%,"35.23%, 43.46%",2.5 months/5 days/29 days,0%,10.77%,0%,-0.18,0.39,88.26%/298/1 month (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2025-07-31 (Price: 253.77)",Monthly,No Exit Yet,No Price Target,2025-12-04 (Min),42.19%/73.92%,"-15.54%, 4.2 months","2025-12-04 (Price: 214.33), 15.54% below",304.7524 (Avg % Gain of Historic Winning trades)/372.76 (Exit Rule)/391.0849 (Backtested Best),2027-06-23 (Max)/2026-05-31 (Avg),139.81/62.38/167.1709/145.7273/No F-Track Level/No F-Track Level/175.23,"81.25%, Past 20 years, 16",No Information,No Information,No Information,No Information,No Information,1.97% below/15.54% below/15.54% below,54.11%/7.78%/20.09%,"6.17%, 28.67%",1.3 year/2.9 months/7 months,9.74%,9.41%,0.32%,1.04,0.34,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
PULSEGAUGE,"RELIANCE.NS, Long, 2025-07-06 (Price: 1527.3)",Weekly,No Exit Yet,No Price Target,2025-12-07 (Avg),8.67%/20.48%,"0.54%, 5.0 months","2025-12-04 (Price: 1535.6), 0.54% above",1668.728 (Historic Rise or Fall to Pivot)/1895.2266 (Avg % Gain of Historic Winning trades)/1879.7264 (Exit Rule)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/1946.5438 (Backtested Best)/1850.0185 (Backtested Worst),2026-07-16 (Max)/2025-12-07 (Avg),1200.1/853.4344/1503.6962/1375.0525/No F-Track Level/No F-Track Level/1392.62,"94.12%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,27.45%/21.13%/24.09%,"17.85%, 27.74%",8.6 months/9 days/3.6 months,30.85%,17.88%,12.97%,0.58,0.62,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"TWR.NZ, Long, 2025-07-06 (Price: 1.6)",Weekly,2025-11-30 (Price: 1.94),1.92 (Backtested Worst),No Date Target,6.71%/20.48%,"21.25%, 5.0 months","2025-12-04 (Price: 1.94), 21.25% above",2.0702 (Avg % Gain of Historic Winning trades)/7.3695 (Exit Rule)/7.3695 (F-Stack 1)/7.9211 (F-Stack 2)/2.3374 (Backtested Best),2027-02-25 (Max)/2026-01-20 (Avg),1.35/0.6344/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,46.09%/20.0%/29.39%,"19.52%, 29.37%",1.1 year/1.1 month/4.6 months,17.75%,-4.18%,21.93%,0.48,-0.09,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"DOL.TO, Long, 2025-07-06 (Price: 190.96)",Weekly,No Exit Yet,199.6869 (Historic Rise or Fall to Pivot),No Date Target,14.55%/15.81%,"4.78%, 5.0 months","2025-12-04 (Price: 200.08), 4.78% above",231.7109 (Avg % Gain of Historic Winning trades)/294.0831 (F-Stack 2)/237.9362 (Backtested Best)/229.1902 (Backtested Worst),2026-06-09 (Max)/2026-01-04 (Avg),133.34/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/178.54,"100.0%, Past 16 years, 10",No Information,No Information,No Information,No Information,No Information,No Information,24.6%/20.02%/21.34%,"-0.0%, 10.31%",7.8 months/1.3 month/4.2 months,34.17%,27.78%,6.39%,1.03,1.22,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"NA.TO, Long, 2025-07-06 (Price: 141.41)",Weekly,2025-12-04 (Price: 172.3) (Today),171.9828 (Avg % Gain of Historic Winning trades)/176.5362 (Backtested Best)/170.3283 (Backtested Worst),No Date Target,9.5%/9.5%,"21.84%, 5.0 months","2025-12-04 (Price: 172.3), 21.84% above",188.6608 (Exit Rule)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2),2026-06-17 (Max)/2025-12-29 (Avg),112.96/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/138.92,"94.12%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,24.84%/20.45%/21.62%,"24.51%, 35.98%",8.0 months/1.3 month/4.1 months,22.55%,10.54%,12.01%,0.56,0.41,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"FPH.NZ, Long, 2025-07-06 (Price: 36.58)",Weekly,No Exit Yet,No Price Target,2025-12-07 (Avg),2.6%/7.15%,"4.43%, 5.0 months","2025-12-04 (Price: 38.2), 4.43% above",44.2399 (Avg % Gain of Historic Winning trades)/40.9296 (Exit Rule)/39.1917 (Horizontal)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/44.7849 (Backtested Best)/43.9984 (Backtested Worst),2026-06-09 (Max)/2025-12-07 (Avg),32.55/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.12,"82.35%, Past 24 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,22.43%/20.28%/20.94%,"23.57%, 30.74%",7.8 months/24 days/3.6 months,8.41%,13.69%,-5.28%,0.21,0.51,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
PULSEGAUGE,"TD.TO, Long, 2025-07-06 (Price: 101.69)",Weekly,No Exit Yet,122.3026 (Backtested Worst),No Date Target,2.3%/3.12%,"18.09%, 5.0 months","2025-12-04 (Price: 120.09), 18.09% above",122.8517 (Avg % Gain of Historic Winning trades)/128.6672 (Exit Rule)/128.6672 (F-Stack 1)/152.0396 (F-Stack 2)/123.8381 (Backtested Best),2027-07-27 (Max)/2026-07-07 (Avg),81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/99.33,"88.24%, Past 25 years, 17",No Information,No Information,No Information,No Information,No Information,No Information,21.78%/20.27%/20.81%,"32.27%, 42.55%",1.4 year/19 days/8.4 months,7.2%,6.93%,0.27%,0.31,0.24,73.47%/49/5.2 months (Across ALL Assets),72.58%/124/4.9 months (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2025-06-30 (Price: 140.52)",Monthly,2025-11-30 (Price: 168.95),No Price Target,No Date Target,9.5%/13.9%,"22.62%, 5.2 months","2025-12-04 (Price: 172.3), 22.62% above",196.2502 (Avg % Gain of Historic Winning trades)/222.66 (Exit Rule)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/328.6763 (Backtested Best),2034-04-13 (Max)/2026-01-02 (Min)/2028-03-19 (Avg),118.77/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/138.92,"94.12%, Past 42 years, 34",No Information,No Information,No Information,"23.66% (Price: 108.7595), 58.42% above, Upmove Bounce Back","1995-01-31 (Price: 4.25), 2024-12-31 (Price: 141.15)",No Information,133.9%/2.69%/39.66%,"11.85%, 52.46%",6.2 years/4.3 months/1.9 year,5.1%,11.99%,-6.9%,0.45,0.51,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
TRENDPULSE,"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",Monthly,2025-11-30 (Price: 7.75),No Price Target,No Date Target,7.38%/8.69%,"19.29%, 5.2 months","2025-12-04 (Price: 7.849), 19.29% above",8.4283 (Avg % Gain of Historic Winning trades)/8.67 (Exit Rule)/8.5311 (F-Stack 1)/12.0421 (F-Stack 2)/9.4791 (Backtested Best),2026-12-17 (Max)/2026-01-04 (Min)/2026-05-23 (Avg),3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level/5.37,"100.0%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,27.63% above/22.64% above/19.29% above,44.06%/6.89%/28.09%,"-0.0%, 15.01%",1.0 year/4.3 months/7.5 months,27.24%,1.15%,26.09%,1.21,-0.07,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,No Exit Yet,201.8101 (Avg % Gain of Historic Winning trades),No Date Target,9.99%/16.45%,"13.36%, 6.2 months","2025-12-04 (Price: 200.08), 13.36% above",233.0 (Exit Rule)/294.0831 (F-Stack 2)/220.0779 (Backtested Best),2026-06-11 (Max)/2026-01-24 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 12",No Information,No Information,No Information,No Information,No Information,13.36% above/16.68% above/13.36% above,24.69%/2.92%/14.34%,"-0.0%, 12.12%",8.7 months/3.6 months/5.5 months,19.68%,27.97%,-8.29%,1.55,1.28,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",Monthly,No Exit Yet,No Price Target,2025-12-06 (Max),47.68%/68.39%,"-11.93%, 6.2 months","2025-12-04 (Price: 92156.4297), 11.93% below",290297.4636 (Historic Rise or Fall to Pivot)/332895.6316 (Avg % Gain of Historic Winning trades)/161744.31 (Exit Rule)/136097.3501 (F-Stack 2)/468339.1802 (Backtested Best)/155178.2931 (Backtested Worst),2025-12-06 (Max),16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level/94736.72,"100.0%, Past 20 years, 6",No Information,No Information,No Information,No Information,No Information,2.18% below/11.93% below/11.93% below,347.58%/48.3%/218.14%,"-0.0%, 15.0%",4.4 months/3.6 months/4.2 months,256.42%,64.47%,191.95%,1.22,1.44,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Quarterly,No Exit Yet,28.4546 (Historic Rise or Fall to Pivot),No Date Target,10.53%/17.42%,"11.42%, 8.3 months","2025-12-04 (Price: 28.29), 11.42% above",40.9896 (Avg % Gain of Historic Winning trades)/36.14 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/80.8164 (Backtested Best)/31.2678 (Backtested Worst),2031-03-11 (Max)/2026-04-13 (Min)/2028-03-14 (Avg),12.81/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/19.99,"88.89%, Past 55 years, 18",No Information,No Information,No Information,No Information,No Information,33.7% above/10.94% above/11.42% above,218.3%/23.15%/61.44%,"75.81%, 80.33%",4.2 years/8.7 months/2.1 years,7.15%,5.75%,1.4%,0.67,0.23,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Monthly,2025-12-04 (Price: 28.29) (Today),No Price Target,No Date Target,3.85%/16.1%,"11.42%, 8.3 months","2025-12-04 (Price: 28.29), 11.42% above",32.8445 (Avg % Gain of Historic Winning trades)/29.38 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/37.6204 (Backtested Best),2026-10-16 (Max)/2026-02-03 (Avg),16.47/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/19.99,"75.0%, Past 20 years, 20",No Information,No Information,No Information,No Information,No Information,28.53% above/13.3% above/11.42% above,48.17%/7.34%/29.36%,"31.07%, 31.13%",1.1 year/3.6 months/7.1 months,10.26%,2.49%,7.77%,0.63,0.12,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-01-31 (Price: 8.64)",Monthly,No Exit Yet,No Price Target,2025-12-02 (Avg),9.36%/9.8%,"-8.45%, 10.2 months","2025-12-04 (Price: 7.91), 8.45% below",8.7558 (Historic Rise or Fall to Pivot)/9.326 (Avg % Gain of Historic Winning trades)/8.65 (Exit Rule)/8.9117 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/10.9184 (Backtested Best)/8.6849 (Backtested Worst),2027-01-23 (Max),7.3/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.76,"88.24%, Past 20 years, 17",No Information,No Information,No Information,No Information,No Information,8.45% below/8.45% below/8.45% below,26.37%/0.52%/7.94%,"22.94%, 49.34%",1.4 year/3.6 months/7.0 months,4.72%,8.05%,-3.33%,0.41,0.3,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"ASHR, Long, 2024-10-06 (Price: 32.82)",Weekly,2025-11-30 (Price: 32.58),No Price Target,No Date Target,4.25%/8.7%,"-0.49%, 1.2 year","2025-12-04 (Price: 32.66), 0.49% below",34.0475 (Historic Rise or Fall to Pivot)/36.4171 (Avg % Gain of Historic Winning trades)/35.5 (Exit Rule)/39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2)/40.9298 (Backtested Best),No Next Date Target,22.46/23.852/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/23.97,"75.76%, Past 10 years, 33",No Information,No Information,No Information,No Information,No Information,19.5% above/11.16% above/0.49% below,24.71%/0.16%/10.96%,"38.84%, 52.68%",7.3 months/19 days/3.2 months,2.29%,2.49%,-0.19%,0.16,0.06,95.35%/129/3.1 months (Across ALL Assets),78.95%/266/2.5 months (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",Monthly,2025-12-04 (Price: 9.13) (Today),No Price Target,No Date Target,14.65%/20.76%,"4.7%, 1.2 year","2025-12-04 (Price: 9.13), 4.7% above",10.4675 (Avg % Gain of Historic Winning trades)/11.0256 (Backtested Best),2026-02-17 (Max),7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/7.84,"100.0%, Past 20 years, 8",No Information,No Information,No Information,No Information,No Information,6.91% above/4.7% above/4.7% above,26.44%/7.23%/20.04%,"-0.0%, 15.86%",11.6 months/3.6 months/7.0 months,20.51%,7.62%,12.9%,1.86,0.27,92.45%/53/9.5 months (Across ALL Assets),73.83%/107/6.0 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2024-06-30 (Price: 246.63)",Quarterly,No Exit Yet,301.3628 (F-Stack 2),No Date Target,6.28%/15.11%,"24.19%, 1.4 year","2025-12-04 (Price: 306.28), 24.19% above",352.5576 (Avg % Gain of Historic Winning trades)/376.19 (Exit Rule)/430.394 (Backtested Best)/325.5269 (Backtested Worst),2027-11-08 (Max)/2026-01-30 (Avg),106.24/95.6666/226.8328/161.2/No F-Track Level/No F-Track Level/198.64,"100.0%, Past 24 years, 9",No Information,No Information,No Information,No Information,No Information,24.19% above/31.3% above/24.19% above,74.51%/31.99%/42.95%,"-0.0%, 41.23%",2.4 years/10.8 months/1.1 year,17.9%,12.73%,5.17%,1.39,0.46,86.67%/15/1.7 year (Across ALL Assets),100.0%/1/5.2 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-11-30 (Price: 107.58)",Monthly,2025-12-04 (Price: 103.22) (Today),No Price Target,No Date Target,-66.22%/-64.28%,"4.05%, 3 days","2025-12-04 (Price: 103.22), 4.05% below",86.4083 (Avg % Gain of Historic Winning trades)/36.87 (Exit Rule)/34.8663 (Horizontal)/100.8852 (F-Stack 1)/86.4764 (F-Stack 2),2026-03-02 (Max)/2025-12-28 (Min)/2026-01-08 (Avg),133.91/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/113.43,"87.5%, Past 23 years, 16",No Information,No Information,No Information,"23.66% (Price: 106.2331), 2.84% below, Upmove Break Below","2022-05-31 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,51.8%/3.55%/19.68%,"21.42%, 51.8%",2.1 months/20 days/27 days,107.65%,5.4%,102.25%,0.58,0.92,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2025-09-30 (Price: 216.1)",Monthly,No Exit Yet,186.14 (Exit Rule),No Date Target,-37.37%/-29.68%,"13.63%, 2.2 months","2025-12-04 (Price: 186.64), 13.63% below",170.1787 (Avg % Gain of Historic Winning trades)/116.89 (Horizontal)/131.2534 (F-Stack 2),2026-04-07 (Max)/2026-03-05 (Min)/2026-03-18 (Avg),278.08/116.89/193.124/131.2534/No F-Track Level/No F-Track Level/250.82,"88.89%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,23.48% below/22.85% below/13.63% below,25.37%/7.99%/21.25%,"21.18%, 25.96%",4.4 months/3.6 months/3.9 months,35.0%,5.4%,29.6%,0.54,0.45,100.0%/1/9.4 months (Across ALL Assets),0.0%/4/3.7 months (Across ALL Assets)
TRENDPULSE,"BYD.TO, Short, 2025-04-30 (Price: 198.0)",Monthly,2025-12-04 (Price: 238.0) (Today),No Price Target,No Date Target,-41.18%/-39.4%,"-20.2%, 7.3 months","2025-12-04 (Price: 238.0), 20.2% above",183.7242 (Historic Rise or Fall to Pivot)/144.2232 (Avg % Gain of Historic Winning trades)/187.425 (Horizontal)/147.1212 (F-Stack 1)/139.9966 (F-Stack 2),2026-06-11 (Max)/2026-01-28 (Avg),242.2/187.425/147.1212/139.9966/No F-Track Level/No F-Track Level/220.9,"90.0%, Past 20 years, 10",No Information,No Information,No Information,No Information,No Information,15.04% above/20.2% above/20.2% above,51.71%/6.25%/27.16%,"27.85%, 51.71%",9.4 months/3.6 months/6.3 months,17.19%,5.4%,11.79%,0.36,0.45,100.0%/1/9.4 months (Across ALL Assets),0.0%/4/3.7 months (Across ALL Assets)
