Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2024-09-08 (Price: 37.4)",Weekly,2025-12-28 (Price: 37.86),No Price Target,No Date Target,5.93%/8.42%,"0.94%, 1.3 year","2025-12-31 (Price: 37.75), 0.94% above",43.7879 (Historic Rise or Fall to Pivot)/40.953 (Avg % Gain of Historic Winning trades)/45.55 (Exit Rule)/40.9296 (F-Stack 1)/48.5677 (F-Stack 2)/44.0161 (Backtested Max)/39.9881 (Backtested Min),No Next Date Target,23.8/22.675/30.9793/26.1935/No F-Track Level/No F-Track Level/27.55,"100.0%, Past 10 years, 15",No Information,No Information,No Information,No Information,No Information,6.64% above/0.94% above/0.94% above,17.69%/6.92%/9.5%,"-0.0%, 27.7%",3.3 months/1.2 month/2.4 months,12.27%,12.4%,-0.13%,1.68,0.68,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"AIA.NZ, Long, 2025-11-18 (Price: 7.77)",Daily,No Exit Yet,8.3201 (Avg % Gain of Historic Winning trades)/8.33 (Exit Rule),No Date Target,4.53%/6.8%,"7.21%, 1.4 month","2025-12-31 (Price: 8.33), 7.21% above",8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.7071 (Backtested Max),2027-09-26 (Max)/2026-03-10 (Min)/2026-11-18 (Avg),7.6/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 5 years, 6",No Information,No Information,No Information,"38.2% (Price: 7.9428), 4.87% above, Upmove Bounce Back","2025-07-16 (Price: 7.365), 2025-11-04 (Price: 8.3)",No Information,12.06%/1.24%/7.08%,"-0.0%, 14.0%",1.3 year/2.6 months/8.4 months,14.01%,-0.21%,14.22%,1.2,-0.11,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",Weekly,2025-12-31 (Price: 8.33) (Today),8.3171 (Avg % Gain of Historic Winning trades)/8.37 (Exit Rule),No Date Target,3.03%/6.26%,"6.11%, 3.4 months","2025-12-31 (Price: 8.33), 6.11% above",8.5824 (Historic Rise or Fall to Pivot)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.8517 (Backtested Max),2026-08-12 (Max)/2026-01-20 (Avg),7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,"100.0%, Past 10 years, 19",No Information,No Information,No Information,No Information,No Information,6.93% above/6.11% above/6.11% above,12.76%/0.47%/5.95%,"-0.0%, 7.89%",7.5 months/28 days/2.8 months,11.42%,5.83%,5.59%,1.52,0.3,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2025-02-02 (Price: 238.35)",Weekly,2025-12-31 (Price: 218.63) (Today),No Price Target,No Date Target,12.08%/16.9%,"-8.27%, 11.1 months","2025-12-31 (Price: 218.63), 8.27% below",257.2035 (Historic Rise or Fall to Pivot)/255.5827 (Avg % Gain of Historic Winning trades)/255.83 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/271.4091 (Backtested Max)/245.0476 (Backtested Min),No Next Date Target,208.54/187.425/229.0045/147.1212/No F-Track Level/No F-Track Level/230.01,"100.0%, Past 10 years, 31",No Information,No Information,No Information,No Information,No Information,1.31% below/8.27% below/8.27% below,13.87%/2.81%/7.23%,"-0.0%, 50.63%",7.2 months/28 days/4.3 months,12.02%,17.33%,-5.31%,1.5,0.91,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2023-12-31 (Price: 278.49)",Monthly,No Exit Yet,No Price Target,2025-12-28 (Max),55.0%/67.98%,"-21.49%, 2 years","2025-12-31 (Price: 218.63), 21.49% below",425.8948 (Historic Rise or Fall to Pivot)/377.81 (Exit Rule)/367.2583 (F-Stack 2)/338.8666 (Backtested Max),No Next Date Target,138.66/166.48/229.0045/147.1212/No F-Track Level/No F-Track Level/241.57,"100.0%, Past 20 years, 15",No Information,No Information,No Information,No Information,No Information,15.5% below/21.49% below/21.49% below,21.68%/5.8%/12.59%,"-0.0%, 33.29%",1.4 year/5.1 months/9.6 months,15.34%,14.3%,1.04%,1.57,0.45,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"GOOG, Long, 2025-10-31 (Price: 281.82)",Monthly,No Exit Yet,317.3575 (Backtested Min),No Date Target,2.88%/9.55%,"11.35%, 2 months","2025-12-31 (Price: 313.8), 11.35% above",343.764 (Historic Rise or Fall to Pivot)/412.669 (Avg % Gain of Historic Winning trades)/402.28 (Exit Rule)/322.8294 (F-Stack 2)/459.4793 (Backtested Max),2027-01-17 (Max)/2026-06-09 (Min)/2026-07-27 (Avg),156.23/84.6567/240.3589/219.0619/No F-Track Level/No F-Track Level/194.01,"100.0%, Past 20 years, 11",No Information,No Information,No Information,No Information,No Information,28.84% above/24.67% above/11.35% above,63.04%/12.61%/46.43%,"-0.0%, 18.92%",10.2 months/5.1 months/6.2 months,13.15%,17.12%,-3.97%,1.16,0.87,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"META, Long, 2025-12-16 (Price: 657.15)",Daily,No Exit Yet,No Price Target,2025-12-31 (Min),1.99%/3.43%,"0.45%, 15 days","2025-12-31 (Price: 660.09), 0.45% above",694.0161 (Historic Rise or Fall to Pivot)/720.8936 (Avg % Gain of Historic Winning trades)/1060.18 (Exit Rule)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/673.21 (EMA 200)/730.6194 (Backtested Max)/682.7131 (Backtested Min),2026-06-07 (Max)/2026-03-30 (Avg),589.15/276.89/556.264/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,"80.0%, Past 5 years, 10",No Information,No Information,No Information,"23.66% (Price: 637.3234), 3.57% above, Upmove Bounce Back","2023-01-05 (Price: 124.54), 2025-08-15 (Price: 796.25)",No Information,11.18%/3.89%/9.7%,"3.02%, 27.47%",4 months/11 days/2.4 months,26.51%,13.27%,13.24%,0.96,0.62,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-12-12 (Price: 571.93)",Daily,2025-12-29 (Price: 577.9),No Price Target,No Date Target,1.67%/3.13%,"-0.18%, 19 days","2025-12-31 (Price: 570.88), 0.18% below",588.7447 (Avg % Gain of Historic Winning trades)/580.4 (Exit Rule)/592.9033 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/616.5977 (Backtested Max),2026-05-13 (Max)/2026-02-06 (Avg),537.55/306.91/554.0572/515.4888/No F-Track Level/No F-Track Level/559.47,"96.15%, Past 4 years, 26",No Information,No Information,No Information,No Information,No Information,1.33% above/0.18% below/0.18% below,7.81%/1.11%/2.94%,"5.85%, 28.57%",3.5 months/4 days/1.3 month,5.71%,7.58%,-1.87%,0.98,0.39,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"ETH-USD, Long, 2025-12-27 (Price: 2947.9983)",Daily,No Exit Yet,2977.7731 (Backtested Min),No Date Target,12.28%/20.44%,"0.97%, 4 days","2025-12-31 (Price: 2976.7212), 0.97% above",3593.3151 (Historic Rise or Fall to Pivot)/3342.1457 (Avg % Gain of Historic Winning trades)/3872.72 (Exit Rule)/4922.7188 (Horizontal)/4887.278 (F-Stack 1)/5344.0381 (F-Stack 2)/3585.05 (EMA 200)/4120.1224 (Backtested Max),2026-05-06 (Max)/2026-01-03 (Min)/2026-01-29 (Avg),2827.07/1370.4997/2637.9184/2491.3487/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.86%, Past 4 years, 42",No Information,No Information,No Information,No Information,No Information,1.74% above/0.97% above/0.97% above,39.76%/1.01%/13.37%,"17.31%, 42.86%",3 months/5 days/23 days,60.18%,45.2%,14.98%,0.97,1.15,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"PG, Long, 2024-09-30 (Price: 173.2)",Monthly,No Exit Yet,No Price Target,2026-01-03 (Avg),27.87%/28.16%,"-17.26%, 1.3 year","2025-12-31 (Price: 143.31), 17.26% below",183.6613 (Historic Rise or Fall to Pivot)/190.9357 (Avg % Gain of Historic Winning trades)/193.77 (Exit Rule)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/202.5228 (Backtested Max)/183.2456 (Backtested Min),2026-08-08 (Max)/2026-01-03 (Avg),126.25/122.9033/161.0808/140.2317/No F-Track Level/No F-Track Level/162.39,"92.86%, Past 20 years, 14",No Information,No Information,No Information,No Information,No Information,16.46% below/17.26% below/17.26% below,16.93%/5.8%/10.24%,"3.8%, 22.42%",1.3 year/5.1 months/10.6 months,5.42%,3.8%,1.62%,1.1,0.14,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"RELIANCE.NS, Long, 2024-02-29 (Price: 1460.8)",Monthly,No Exit Yet,1567.4384 (Backtested Min),No Date Target,10.04%/27.33%,"7.5%, 1.9 year","2025-12-31 (Price: 1570.4), 7.5% above",2216.3258 (Historic Rise or Fall to Pivot)/1728.1264 (Avg % Gain of Historic Winning trades)/1999.6 (Exit Rule)/2250.6285 (F-Stack 2)/2080.9096 (Backtested Max),2026-11-15 (Max),1071.86/853.4344/1393.886/957.4297/No F-Track Level/No F-Track Level/1244.6,"92.86%, Past 20 years, 14",No Information,No Information,No Information,No Information,No Information,10.08% above/7.5% above/7.5% above,42.45%/7.3%/18.3%,"26.02%, 36.79%",1.9 year/7.1 months/1.1 year,8.89%,12.31%,-3.42%,0.95,0.63,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2025-11-02 (Price: 112.62)",Weekly,No Exit Yet,No Price Target,2026-01-01 (Min),1.03%/4.0%,"1.02%, 2 months","2025-12-31 (Price: 113.77), 1.02% above",118.3186 (Historic Rise or Fall to Pivot)/131.2586 (Avg % Gain of Historic Winning trades)/139.37 (Exit Rule)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/143.1175 (Backtested Max)/114.94 (Backtested Min),2028-05-28 (Max)/2026-01-01 (Min)/2026-12-15 (Avg),109.19/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/110.13,"100.0%, Past 20 years, 13",No Information,No Information,No Information,"38.2% (Price: 107.6566), 5.68% above, Upmove Bounce Back","2025-04-13 (Price: 80.1), 2025-07-06 (Price: 124.69)",No Information,27.08%/2.06%/16.55%,"-0.0%, 53.97%",1.8 year/1.4 month/9.4 months,10.84%,5.19%,5.65%,1.27,0.26,No Data (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"HDB, Long, 2025-09-21 (Price: 35.45)",Weekly,No Exit Yet,No Price Target,2025-12-29 (Min),3.82%/6.85%,"3.07%, 3.4 months","2025-12-31 (Price: 36.54), 3.07% above",37.935 (Historic Rise or Fall to Pivot)/41.5155 (Avg % Gain of Historic Winning trades)/43.69 (Exit Rule)/39.042 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/43.639 (Backtested Max)/40.8136 (Backtested Min),2027-07-30 (Max)/2026-07-26 (Avg),35.07/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/No EMA 200 Support,"85.0%, Past 20 years, 20",No Information,No Information,No Information,"38.2% (Price: 34.562), 5.72% above, Upmove Bounce Back","2024-02-18 (Price: 26.08), 2025-07-27 (Price: 39.805)",No Information,23.1%/15.13%/17.11%,"5.55%, 32.59%",1.3 year/2.3 months/7.1 months,14.56%,9.73%,4.83%,1.1,0.49,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-05-31 (Price: 972.45)",Monthly,No Exit Yet,No Price Target,2026-01-03 (Min),3.97%/10.97%,"1.93%, 7.1 months","2025-12-31 (Price: 991.2), 1.93% above",1176.47 (Historic Rise or Fall to Pivot)/1099.9382 (Avg % Gain of Historic Winning trades)/1270.43 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1197.4749 (Backtested Max)/1030.5053 (Backtested Min),2026-06-30 (Max)/2026-01-03 (Min)/2026-02-24 (Avg),701.7/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level/876.52,"80.0%, Past 20 years, 15",No Information,No Information,No Information,No Information,No Information,1.93% above/1.93% above/1.93% above,23.14%/5.97%/13.11%,"11.13%, 17.76%",9.1 months/5 months/6.2 months,11.02%,13.41%,-2.39%,0.59,0.75,No Data (Across ALL Assets),No Data (Across ALL Assets)
DELTADRIFT,"ARM, Long, 2025-12-24 (Price: 111.55)",Daily,No Exit Yet,No Price Target,2025-12-31 (Min),4.47%/8.79%,"-2.01%, 7 days","2025-12-31 (Price: 109.31), 2.01% below",114.1937 (Historic Rise or Fall to Pivot)/123.642 (Avg % Gain of Historic Winning trades)/118.92 (Exit Rule)/184.93 (Horizontal)/209.6611 (F-Stack 1)/292.8214 (F-Stack 2)/137.45 (EMA 200)/126.3192 (Backtested Max)/120.1282 (Backtested Min),2026-02-14 (Max)/2026-01-14 (Avg),96.83/No Horizontal Support/102.2246/89.5435/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 2 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,13.24%/7.69%/10.84%,"19.77%, 19.77%",1.2 month/5 days/15 days,17.56%,26.25%,-8.69%,0.29,1.04,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-12-22 (Price: 168.04)",Daily,No Exit Yet,No Price Target,2025-12-30 (Min),5.42%/9.39%,"-3.98%, 9 days","2025-12-31 (Price: 161.36), 3.98% below",180.8951 (Historic Rise or Fall to Pivot)/176.5092 (Avg % Gain of Historic Winning trades)/187.59 (Exit Rule)/178.0989 (F-Stack 1)/194.7923 (F-Stack 2)/183.3148 (Backtested Max)/170.1069 (Backtested Min),2026-07-01 (Max)/2026-02-03 (Avg),145.49/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/130.56,"78.95%, Past 4 years, 19",No Information,No Information,No Information,No Information,No Information,1.46% above/3.98% below/3.98% below,9.09%/1.23%/5.04%,"19.7%, 28.41%",4.4 months/6 days/1 month,12.04%,18.03%,-5.99%,0.06,0.87,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2023-12-31 (Price: 78.03)",Monthly,No Exit Yet,No Price Target,2025-12-28 (Max),13.56%/13.92%,"-3.93%, 2 years","2025-12-31 (Price: 74.96), 3.93% below",102.3051 (Historic Rise or Fall to Pivot)/93.8311 (Avg % Gain of Historic Winning trades)/94.0 (Exit Rule)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/120.6968 (Backtested Max)/85.1229 (Backtested Min),No Next Date Target,38.63/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level/70.09,"100.0%, Past 20 years, 14",No Information,No Information,No Information,No Information,No Information,3.93% below/3.15% below/3.93% below,54.68%/9.09%/20.25%,"-0.0%, 18.24%",1.4 year/5 months/8.2 months,14.44%,14.61%,-0.17%,1.34,0.73,No Data (Across ALL Assets),No Data (Across ALL Assets)
TRENDPULSE,"DOL.TO, Long, 2025-05-31 (Price: 176.5)",Monthly,No Exit Yet,205.7637 (Avg % Gain of Historic Winning trades),2026-01-03 (Min),2.82%/7.28%,"16.23%, 7.1 months","2025-12-31 (Price: 205.14), 16.23% above",210.9352 (Historic Rise or Fall to Pivot)/233.0 (Exit Rule)/294.0831 (F-Stack 2)/220.0779 (Backtested Max),2026-11-03 (Max)/2026-01-03 (Min)/2026-07-13 (Avg),39.04/45.99/132.3972/94.2286/No F-Track Level/No F-Track Level/147.05,"100.0%, Past 20 years, 9",No Information,No Information,No Information,No Information,No Information,16.23% above/19.63% above/16.23% above,24.69%/6.61%/16.58%,"-0.0%, 12.12%",1 year/5 months/9.4 months,9.06%,19.7%,-10.64%,1.65,1.31,No Data (Across ALL Assets),No Data (Across ALL Assets)
