"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"FPH.NZ, Long, 2025-12-03 (Price: 38.38)",No Exit Yet,"0.0%, 0 days","92.86%, Past 24 years, 14","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 34.75 prior to 2025-12-31,"2025-12-03 (Price: 38.38), 0.0% below",0 days,Upmove Bounce Back,23.66% (Price: 34.9549),9.8% above,"2023-10-31 (Price: 20.29), 2025-01-31 (Price: 39.5)",338.94%/27.3%/113.16%,"1.22%, 45.89%",7.8 years/7.9 months/2.6 years,2037-02-16/2026-11-12/2029-08-16,11.44%,13.21%,-1.77%,0.39,0.49,39.2589/81.8108/49.91/39.1438/40.9296/48.5677/No Moving Avg Target,33.54/22.5167/30.9793/26.1935/35.1507/31.8879/36.1,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"IFT.NZ, Long, 2025-12-03 (Price: 11.86)",No Exit Yet,"0.0%, 0 days","100.0%, Past 31 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 9.13 prior to 2025-12-31,"2025-12-03 (Price: 11.86), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 9.2141),28.72% above,"2016-12-31 (Price: 2.5393), 2024-12-31 (Price: 13.34)",103.41%/23.86%/63.63%,"-0.0%, 22.42%",2.7 years/2.0 year/2.4 years,2029-10-19/2028-10-06/2029-04-12,13.15%,12.57%,0.58%,0.46,0.51,13.6473/19.4065/18.34/11.925/13.8771/15.9169/No Moving Avg Target,2.72/7.3167/11.3804/9.6206/14.3361/14.9482/11.34,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
"SUM.NZ, Long, 2025-12-03 (Price: 12.5)",No Exit Yet,"0.0%, 0 days","100.0%, Past 14 years, 7","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 10.5 prior to 2025-12-31,"2025-12-03 (Price: 12.5), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 10.74),16.39% above,"2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",21.12%/21.12%/21.12%,"-0.0%, 38.76%",2.0 year/2.0 year/2.0 year,2028-10-07/2028-10-07/2028-10-07,7.04%,16.47%,-9.43%,0.34,0.57,12.3462/15.14/15.74/13.345/16.7981/18.5763/No Moving Avg Target,8.8/9.1367/11.1928/8.9354/12.1624/11.3772/11.42,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
"BDGI.TO, Long, 2025-12-03 (Price: 72.84)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 33.62 prior to 2025-12-31,"2025-12-03 (Price: 72.84), 0.0% below",0 days,Upmove Bounce Back,61.8% (Price: 33.6027),116.77% above,"2022-03-31 (Price: 22.54), 2024-03-31 (Price: 51.5)",35.15%/35.15%/35.15%,"-0.0%, 52.34%",3.1 years/3.1 years/3.1 years,2030-04-25/2030-04-25/2030-04-25,7.18%,12.22%,-5.04%,0.42,0.42,76.4237/98.4433/90.22/No Horizontal Resistance/87.1484/97.3919/No Moving Avg Target,26.66/24.32/66.9303/63.4408/66.2172/60.0086/52.2,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
"BN.TO, Long, 2025-12-03 (Price: 64.88)",No Exit Yet,"0.0%, 0 days","96.3%, Past 1 years, 27","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 58.75 prior to 2025-12-05,"2025-12-03 (Price: 64.88), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 58.0258),11.81% above,"2025-04-13 (Price: 41.2533), 2025-09-28 (Price: 68.3933)",150.14%/4.17%/65.27%,"0.94%, 36.57%",3.8 years/3.6 months/1.8 year,2031-04-24/2026-05-09/2028-06-30,6.26%,12.66%,-6.4%,0.77,0.46,66.3722/107.2272/81.16/No Horizontal Resistance/69.5978/79.2394/No Moving Avg Target,43.89/27.0034/63.3841/59.2857/No F-Track Level/No F-Track Level/57.25,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"CNQ.TO, Long, 2025-12-03 (Price: 47.64)",No Exit Yet,"0.0%, 0 days","100.0%, Past 52 years, 9","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 34.92 prior to 2025-12-31,"2025-12-03 (Price: 47.64), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 35.7534),33.25% above,"2001-12-31 (Price: 2.1976), 2024-06-30 (Price: 56.495)",880.76%/124.37%/387.49%,"-0.0%, 59.43%",5.8 years/4.5 years/5.3 years,2034-03-13/2032-05-22/2033-06-02,12.07%,13.02%,-0.95%,0.46,0.46,50.0172/232.2402/80.22/51.51/57.5622/59.9244/No Moving Avg Target,42.8/34.9317/44.0597/41.1349/61.5996/64.7366/43.11,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
"MX.TO, Long, 2025-12-03 (Price: 52.09)",No Exit Yet,"0.0%, 0 days","85.71%, Past 33 years, 7","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 36.1 prior to 2025-12-31,"2025-12-03 (Price: 52.09), 0.0% below",0 days,Upmove Bounce Back,61.8% (Price: 36.7101),41.9% above,"2020-03-31 (Price: 13.24), 2023-03-31 (Price: 74.68)",68.59%/44.74%/56.66%,"40.03%, 69.12%",5.4 years/2.0 year/3.7 years,2033-09-03/2028-10-06/2031-03-22,4.14%,4.51%,-0.37%,0.3,0.25,54.0694/81.6042/88.95/73.435/118.0011/153.5474/No Moving Avg Target,45.09/38.425/47.9234/44.2912/88.1361/94.2546/49.25,92.31%/13/4.7 years (Across ALL Assets),69.23%/13/9.3 months (Across ALL Assets)
"IBKR, Long, 2025-12-03 (Price: 64.96)",No Exit Yet,"0.0%, 0 days","100.0%, Past 18 years, 31","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 58.95 prior to 2025-12-05,"2025-12-03 (Price: 64.96), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 57.8675),12.26% above,"2025-04-13 (Price: 32.82), 2025-10-12 (Price: 73.35)",264.61%/8.43%/69.0%,"-0.0%, 53.27%",5.1 years/2.0 month/2.0 years,2033-04-03/2026-02-26/2028-11-03,6.02%,12.31%,-6.29%,0.53,0.43,69.0395/109.7824/89.28/No Horizontal Resistance/77.1458/95.5947/No Moving Avg Target,61.05/13.0762/64.9573/52.397/59.0818/50.3135/56.88,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"COIN, Long, 2025-12-03 (Price: 276.92)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 4","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 231.17 prior to 2025-12-05,"2025-12-03 (Price: 276.92), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 228.1976),21.35% above,"2023-01-08 (Price: 31.55), 2024-12-08 (Price: 349.75)",22.41%/22.41%/22.41%,"-0.0%, 30.3%",3.3 months/3.3 months/3.3 months,2026-04-25/2026-04-25/2026-04-25,68.35%,0.11%,68.24%,0.51,0.47,269.2216/338.9778/467.84/289.6467/484.6953/510.6138/281.84,240.41/86.505/No F-Stack Support/No F-Stack Support/238.1/189.3542/No Moving Avg Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"SUM.NZ, Long, 2025-12-02 (Price: 12.48)",No Exit Yet,"0.16%, 1 day","96.55%, Past 5 years, 29","Daily, was CONFIRMED on 2025-12-02",Already confirmed,"2025-12-03 (Price: 12.5), 0.16% above",1 day,Upmove Bounce Back,23.66% (Price: 12.2582),1.97% above,"2025-08-27 (Price: 10.51), 2025-11-18 (Price: 12.8)",7.52%/0.86%/3.34%,"1.14%, 17.77%",3.1 months/12 days/1.4 month,2026-04-14/2025-12-19/2026-02-02,16.56%,2.28%,14.28%,0.28,0.03,12.4925/12.8968/13.85/13.345/19.8479/26.5969/No Moving Avg Target,12.29/9.1367/11.0645/56.4607/No F-Track Level/No F-Track Level/11.42,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"TSLA, Long, 2025-11-30 (Price: 430.17)",No Exit Yet,"3.85%, 2 days","80.65%, Past 15 years, 31","Weekly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 446.74), 3.85% above",2 days,Upmove Bounce Back,23.66% (Price: 375.7432),18.9% above,"2019-06-09 (Price: 11.7993), 2024-12-22 (Price: 488.54)",6815.74%/3.62%/968.91%,"19.51%, 72.25%",6.4 years/3.1 months/2.1 years,2035-02-02/2026-04-15/2028-12-03,14.07%,45.46%,-31.4%,0.27,1.18,475.682/4598.1301/716.21/No Horizontal Resistance/490.132/554.3681/No Moving Avg Target,391.09/181.0784/413.6779/330.0827/No F-Track Level/No F-Track Level/341.62,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"WIPRO.NS, Long, 2025-11-30 (Price: 249.53)",No Exit Yet,"2.07%, 2 days","88.0%, Past 80 years, 25","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 254.69), 2.07% above",2 days,Upmove Bounce Back,61.8% (Price: 232.7652),9.42% above,"2023-04-30 (Price: 176.0), 2025-01-31 (Price: 324.6)",196.24%/14.77%/97.8%,"25.41%, 71.77%",3.8 years/8 months/1.8 year,2031-05-04/2026-11-12/2028-07-15,9.34%,22.33%,-12.98%,0.43,0.63,243.4664/493.5703/338.69/366.6625/412.2037/473.5829/255.05,239.37/187.6062/216.7036/198.5041/No F-Track Level/No F-Track Level/No Moving Avg Support,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",No Exit Yet,"-1.83%, 2 days","88.46%, Past 48 years, 26","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 1538.8), 1.83% below",2 days,Upmove Bounce Back,23.66% (Price: 1322.8731),16.32% above,"2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",415.66%/5.67%/156.39%,"26.03%, 38.57%",6.2 years/6.5 months/2.3 years,2034-09-16/2026-09-08/2029-03-20,8.96%,19.65%,-10.68%,0.38,0.63,1774.5667/4018.9132/2292.59/No Horizontal Resistance/2250.6285/2387.5727/No Moving Avg Target,1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1391.02,84.44%/45/3.6 years (Across ALL Assets),76.0%/100/6.9 months (Across ALL Assets)
"PG, Long, 2025-11-30 (Price: 148.16)",No Exit Yet,"-0.98%, 2 days","97.73%, Past 20 years, 44","Weekly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 146.71), 0.98% below",2 days,Upmove Bounce Back,23.66% (Price: 142.4353),3.0% above,"1996-04-14 (Price: 19.8438), 2024-12-01 (Price: 180.43)",97.61%/1.34%/25.52%,"5.37%, 38.6%",8.5 years/1.8 month/2.2 years,2038-02-07/2026-02-16/2029-01-04,2.95%,4.92%,-1.97%,0.48,0.12,151.7158/185.9704/244.51/179.4533/186.6499/209.3631/158.81,146.98/121.86/140.2317/117.5404/No F-Track Level/No F-Track Level/No Moving Avg Support,94.55%/55/1.5 year (Across ALL Assets),74.31%/144/5.2 months (Across ALL Assets)
"NVDA, Long, 2025-11-28 (Price: 177.0)",No Exit Yet,"1.46%, 3 days","95.92%, Past 5 years, 49","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 179.59), 1.46% above",3 days,Upmove Bounce Back,88.6% (Price: 169.5557),5.92% above,"2025-09-05 (Price: 164.07), 2025-10-29 (Price: 212.19)",252.44%/5.31%/85.14%,"4.7%, 66.36%",1.8 year/12 days/4.4 months,2028-06-27/2025-12-15/2026-06-07,36.06%,69.24%,-33.18%,0.44,1.76,182.7348/327.6978/205.87/No Horizontal Resistance/239.8943/283.6698/No Moving Avg Target,167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/154.31,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"SFTBY, Long, 2025-11-28 (Price: 53.81)",No Exit Yet,"2.1%, 3 days","96.55%, Past 5 years, 29","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 54.94), 2.1% above",3 days,Upmove Bounce Back,61.8% (Price: 46.6535),17.76% above,"2025-04-07 (Price: 19.86), 2025-10-29 (Price: 90.0)",163.68%/8.12%/48.76%,"1.65%, 38.56%",11.3 months/13 days/5.4 months,2027-04-04/2025-12-16/2026-07-19,29.01%,21.88%,7.12%,0.45,0.69,55.5319/80.0478/95.89/No Horizontal Resistance/95.4524/115.3755/No Moving Avg Target,50.04/16.82/48.3837/40.3224/No F-Track Level/No F-Track Level/43.44,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"MSFT, Long, 2025-11-28 (Price: 492.01)",No Exit Yet,"-2.9%, 3 days","100.0%, Past 5 years, 33","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 477.73), 2.9% below",3 days,Upmove Bounce Back,23.66% (Price: 475.9287),0.38% above,"2023-01-06 (Price: 219.35), 2025-07-31 (Price: 555.45)",34.35%/1.23%/14.24%,"-0.0%, 37.56%",1.3 year/1.5 month/5.6 months,2027-10-19/2026-02-02/2026-07-30,14.25%,18.64%,-4.39%,0.5,0.73,498.7505/562.0722/693.67/No Horizontal Resistance/553.3726/615.9924/No Moving Avg Target,472.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/469.13,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"DBC, Long, 2025-11-28 (Price: 23.06)",No Exit Yet,"0.3%, 3 days","100.0%, Past 5 years, 25","Daily, was CONFIRMED on 2025-11-28",Already confirmed,"2025-12-03 (Price: 23.13), 0.3% above",3 days,Upmove Bounce Back,23.66% (Price: 22.9107),0.96% above,"2025-08-19 (Price: 21.59), 2025-11-11 (Price: 23.32)",29.66%/0.04%/14.35%,"-0.0%, 9.05%",2 months/22 days/1.5 month,2026-02-22/2025-12-29/2026-02-02,93.76%,11.54%,82.22%,0.27,0.5,23.1499/26.3691/24.1/28.58/61.3269/86.3141/No Moving Avg Target,22.52/19.55/22.4363/93.8694/No F-Track Level/No F-Track Level/22.09,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"BPCL.NS, Long, 2025-11-27 (Price: 364.7)",No Exit Yet,"-1.73%, 4 days","87.88%, Past 5 years, 33","Daily, was CONFIRMED on 2025-11-27",Already confirmed,"2025-12-03 (Price: 358.4), 1.73% below",4 days,Upmove Bounce Back,38.2% (Price: 352.9955),1.53% above,"2025-09-01 (Price: 306.8), 2025-11-17 (Price: 381.55)",90.37%/10.81%/54.83%,"11.24%, 36.83%",2.2 years/2.0 month/1.1 year,2029-01-15/2026-02-20/2027-06-04,12.84%,15.69%,-2.85%,0.47,0.59,364.4447/564.665/409.55/No Horizontal Resistance/372.4081/393.108/No Moving Avg Target,355.85/145.35/353.1485/295.7614/No F-Track Level/No F-Track Level/317.7,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
"FSF.NZ, Long, 2025-11-26 (Price: 7.7)",No Exit Yet,"1.56%, 5 days","100.0%, Past 5 years, 26","Daily, was CONFIRMED on 2025-11-26",Already confirmed,"2025-12-03 (Price: 7.82), 1.56% above",5 days,Upmove Bounce Back,23.66% (Price: 7.5388),3.73% above,"2025-01-15 (Price: 4.76), 2025-10-14 (Price: 8.4)",77.7%/0.21%/30.68%,"-0.0%, 31.25%",2.5 years/4 days/9 months,2029-06-27/2025-12-01/2026-12-22,12.36%,12.69%,-0.32%,0.72,0.48,7.9988/10.0624/9.88/No Horizontal Resistance/8.4284/9.7443/No Moving Avg Target,7.2/2.942/6.3611/37.689/No F-Track Level/No F-Track Level/6.73,94.1%/288/7.3 months (Across ALL Assets),51.67%/60/3.6 months (Across ALL Assets)
