"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"ACWX, Long, 2026-01-06 (Price: 69.14)",No Exit Yet,"0.0%, 0 days","90.0%, Past 20 years, 10","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 68.01 prior to 2026-01-30,"2026-01-06 (Price: 69.14), 0.0% below",0 days,"2, 2023-07-31 (Price: 51.15)",2025-11-30 (Price: 66.49),2026-01-02 (Price: 68.13),37/4/0 days,3.99% above/1.48% above/0.0% below,2023-07-31 (Price: 51.3)/2026-01-06 (Price: 65.5714),15.1%/1.97%/6.76%,"10.07%, 26.55%",3.3 years/4.1 months/1.4 year,2030-09-22/2026-07-01/2028-01-04,1.22%,0.78%,0.44%,0.41,-0.09,73.9591/73.8139/79.93/No Horizontal Resistance/67.4663/76.2652/No EMA 200 Target,52.16/45.07/60.1332/51.8814/62.0517/57.625/62.11,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"^BVSP, Long, 2026-01-06 (Price: 163663.875)",No Exit Yet,"0.0%, 0 days","88.89%, Past 20 years, 9","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 161124.0 prior to 2026-01-30,"2026-01-06 (Price: 163663.875), 0.0% below",0 days,"4, 2022-09-30 (Price: 110037.0)",2025-11-30 (Price: 159072.0),2026-01-05 (Price: 161870.0),37/1/0 days,2.89% above/1.11% above/0.0% below,2022-09-30 (Price: 118704.842)/2026-01-06 (Price: 152013.9293),14.35%/2.63%/9.45%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2030-09-22/2026-12-23/2028-09-22,6.15%,6.78%,-0.63%,0.48,0.36,181077.7113/179130.1112/195840.0/No Horizontal Resistance/166057.916/178771.431/No EMA 200 Target,120283.0/96132.0/151418.724/142375.45/153960.0442/147153.434/142031.67,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"GS, Long, 2026-01-06 (Price: 955.47)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 884.0 prior to 2026-01-30,"2026-01-06 (Price: 955.47), 0.0% below",0 days,"2, 2023-07-31 (Price: 355.87)",2025-12-31 (Price: 879.0),2026-01-02 (Price: 914.34),6/4/0 days,8.7% above/4.5% above/0.0% below,2023-07-31 (Price: 351.8948)/2026-01-06 (Price: 831.3002),53.25%/7.0%/28.8%,"-0.0%, 34.98%",2.5 years/4 months/1.1 year,2029-08-01/2026-06-28/2027-08-02,10.95%,5.86%,5.09%,1.01,0.3,1151.3414/1230.6454/1315.23/No Horizontal Resistance/916.0326/973.4919/No EMA 200 Target,303.61/288.555/818.1554/728.9736/765.1133/644.3091/711.72,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"IWM, Long, 2026-01-06 (Price: 256.08)",No Exit Yet,"0.0%, 0 days","100.0%, Past 25 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 247.63 prior to 2026-03-31,"2026-01-06 (Price: 256.08), 0.0% below",0 days,"2, 2021-09-30 (Price: 218.75)",2025-12-31 (Price: 246.16),2026-01-02 (Price: 248.78),6/4/0 days,4.03% above/2.93% above/0.0% below,2021-09-30 (Price: 244.4167)/2026-01-06 (Price: 245.1967),22.48%/22.48%/22.48%,"-0.0%, 49.28%",1 year/1 year/1 year,2027-06-11/2027-06-11/2027-06-11,3.33%,4.39%,-1.06%,0.87,0.2,235.7216/313.6468/278.48/No Horizontal Resistance/270.9222/282.5179/No EMA 200 Target,164.92/162.3167/245.3626/196.8345/237.7412/225.1685/225.42,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
"PPH, Long, 2026-01-06 (Price: 104.99)",No Exit Yet,"0.0%, 0 days","85.0%, Past 20 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 103.4 prior to 2026-01-30,"2026-01-06 (Price: 104.99), 0.0% below",0 days,"0, 2021-01-31 (Price: 68.14)",2025-12-31 (Price: 103.17),2026-01-06 (Price: 104.99),6/0/0 days,1.76% above/0.0% below/0.0% below,2021-01-31 (Price: 78.5883)/2026-01-06 (Price: 98.4383),15.31%/2.34%/9.66%,"3.25%, 39.01%",4.4 years/5 months/1.3 year,2032-04-18/2026-08-11/2027-11-14,1.56%,1.67%,-0.11%,1.06,-0.07,116.6964/115.132/127.1/No Horizontal Resistance/110.0139/120.2747/No EMA 200 Target,82.93/65.915/100.0174/96.0365/98.9536/94.8998/90.78,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"CNR.TO, Long, 2026-01-06 (Price: 139.0)",No Exit Yet,"0.0%, 0 days","88.0%, Past 10 years, 25","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 137.85 prior to 2026-01-09,"2026-01-06 (Price: 139.0), 0.0% below",0 days,"4, 2024-01-14 (Price: 169.22)",2026-01-06 (Price: 139.0),2026-01-06 (Price: 139.0),0/0/0 days,0.0% below/0.0% below/0.0% below,2024-01-14 (Price: 183.8891)/2026-01-06 (Price: 135.4996),10.37%/1.53%/6.76%,"5.75%, 17.25%",1.3 year/1.2 month/5 months,2027-11-14/2026-02-27/2026-08-11,8.16%,6.53%,1.63%,1.11,0.37,147.6597/148.3964/157.13/167.5729/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,131.11/127.536/No F-Stack Support/No F-Stack Support/No support/No support/136.13,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"NA.TO, Long, 2026-01-06 (Price: 174.95)",No Exit Yet,"0.0%, 0 days","83.33%, Past 20 years, 12","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 172.8 prior to 2026-01-30,"2026-01-06 (Price: 174.95), 0.0% below",0 days,"2, 2023-07-31 (Price: 103.28)",2025-12-31 (Price: 172.61),2026-01-02 (Price: 173.25),6/4/0 days,1.36% above/0.98% above/0.0% below,2023-07-31 (Price: 101.3062)/2026-01-06 (Price: 171.6188),28.7%/8.86%/18.76%,"5.23%, 30.62%",1.5 year/5.1 months/9.5 months,2028-02-27/2026-08-15/2027-02-22,8.11%,7.36%,0.75%,1.24,0.44,191.7977/207.7706/217.95/No Horizontal Resistance/185.717/204.2705/No EMA 200 Target,118.77/82.9367/162.0277/152.3147/160.7722/150.4677/144.39,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"NA.TO, Long, 2026-01-06 (Price: 174.95)",No Exit Yet,"0.0%, 0 days","100.0%, Past 43 years, 5","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 172.8 prior to 2026-03-31,"2026-01-06 (Price: 174.95), 0.0% below",0 days,"0, 2018-09-30 (Price: 64.51)",2025-12-31 (Price: 172.61),2026-01-02 (Price: 173.25),6/4/0 days,1.36% above/0.98% above/0.0% below,2018-09-30 (Price: 65.95)/2026-01-06 (Price: 156.19),41.25%/20.33%/29.84%,"0%, 21.01%",3.6 years/1.8 year/2.5 years,2031-02-26/2028-08-01/2029-08-01,7.75%,8.35%,-0.6%,3.36,0.49,221.4167/227.1551/241.21/No Horizontal Resistance/185.717/204.2705/No EMA 200 Target,54.39/82.9367/162.0277/152.3147/160.7722/150.4677/144.39,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
"SJ.TO, Long, 2026-01-06 (Price: 89.43)",No Exit Yet,"0.0%, 0 days","83.33%, Past 10 years, 24","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 86.5651 prior to 2026-01-09,"2026-01-06 (Price: 89.43), 0.0% below",0 days,"4, 2024-12-15 (Price: 71.63)",2026-01-06 (Price: 89.43),2026-01-05 (Price: 86.74),0/1/0 days,0.0% below/3.1% above/0.0% below,2024-12-15 (Price: 75.637)/2026-01-06 (Price: 86.1345),23.9%/1.55%/7.87%,"6.63%, 46.57%",1 year/1.2 month/2.6 months,2027-06-11/2026-02-27/2026-04-28,13.27%,11.85%,1.42%,0.6,0.66,99.3567/96.4681/100.11/No Horizontal Resistance/108.5192/133.8092/No EMA 200 Target,76.55/38.015/50.2755/47.8005/No support/No support/77.77,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"BAC, Long, 2026-01-05 (Price: 56.89)",No Exit Yet,"0.63%, 1 day","92.86%, Past 4 years, 28","Daily, is CONFIRMED on 2026-01-05",Already confirmed,"2026-01-06 (Price: 57.25), 0.63% above",1 day,"6, 2025-07-31 (Price: 47.27)",2026-01-02 (Price: 55.95),2026-01-05 (Price: 56.89),4/1/1 days,2.32% above/0.63% above/0.63% above,2025-07-31 (Price: 51.4662)/2026-01-05 (Price: 55.7436),7.68%/1.08%/3.17%,"13.24%, 27.96%",5.8 months/6 days/26 days,2026-09-14/2026-01-13/2026-02-11,8.97%,5.09%,3.88%,0.53,0.27,57.6523/58.6934/62.66/No Horizontal Resistance/72.41/85.2389/No EMA 200 Target,55.0/29.49/54.1889/No support/No F-Track Level/No F-Track Level/47.83,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"TCEHY, Long, 2026-01-05 (Price: 81.07)",No Exit Yet,"-0.21%, 1 day","87.5%, Past 4 years, 16","Daily, is CONFIRMED on 2026-01-05",Already confirmed,"2026-01-06 (Price: 80.9), 0.21% below",1 day,"2, 2025-11-11 (Price: 83.77)",2025-12-31 (Price: 76.55),2026-01-05 (Price: 81.07),6/1/1 days,5.68% above/0.21% below/0.21% below,2025-11-11 (Price: 86.3821)/2026-01-05 (Price: 75.973),11.98%/0.95%/5.68%,"35.17%, 59.22%",19 days/4 days/9 days,2026-02-01/2026-01-10/2026-01-18,-2.67%,6.59%,-9.26%,0.04,0.36,90.4903/85.6748/82.69/No Horizontal Resistance/91.9947/116.3817/No EMA 200 Target,76.55/36.36/76.6795/58.4956/No F-Track Level/No F-Track Level/72.51,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"NVO, Long, 2026-01-04 (Price: 52.39)",No Exit Yet,"7.39%, 2 days","85.71%, Past 10 years, 21","Weekly, is CONFIRMED on 2026-01-02",Already confirmed,"2026-01-06 (Price: 56.26), 7.39% above",2 days,"2, 2025-03-02 (Price: 90.65)",2025-12-28 (Price: 52.4),2026-01-02 (Price: 52.39),9/4/2 days,7.37% above/7.39% above/7.39% above,2025-03-02 (Price: 95.0201)/2026-01-04 (Price: 47.1478),20.26%/3.25%/8.42%,"16.75%, 27.09%",4.4 months/28 days/1.9 month,2026-07-14/2026-02-13/2026-03-27,9.13%,7.21%,1.92%,0.46,0.37,57.6971/56.8012/75.35/139.01/157.4212/201.8641/59.76,45.68/45.4025/51.1046/45.3824/No F-Track Level/No F-Track Level/No EMA 200 Support,91.25%/160/4.9 months (Across ALL Assets),82.63%/334/3.7 months (Across ALL Assets)
"MSE.PA, Long, 2026-01-02 (Price: 65.3)",No Exit Yet,"1.32%, 4 days","100.0%, Past 4 years, 18","Daily, is CONFIRMED on 2026-01-02",Already confirmed,"2026-01-06 (Price: 66.16), 1.32% above",4 days,"2, 2025-11-10 (Price: 63.02)",2025-12-31 (Price: 64.71),2026-01-02 (Price: 65.3),6/4/4 days,2.24% above/1.32% above/1.32% above,2025-11-10 (Price: 64.7186)/2026-01-02 (Price: 64.4957),4.76%/0.41%/2.29%,"0%, 13.59%",3.5 months/6 days/1.3 month,2026-06-03/2026-01-10/2026-02-27,9.16%,6.81%,2.35%,1.46,0.37,67.5594/66.7954/66.67/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,63.33/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/60.1,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"JPY=X, Long, 2025-12-31 (Price: 156.413)",No Exit Yet,"0.37%, 6 days","73.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-05 (Price: 156.989), 0.37% above",6 days,"2, 2024-06-30 (Price: 160.687)",2025-11-30 (Price: 156.284),2025-12-22 (Price: 157.676),36/14/5 days,0.45% above/0.44% below/0.37% above,2024-06-30 (Price: 162.4562)/2025-12-31 (Price: 153.2012),18.95%/3.25%/10.93%,"19.82%, 27.01%",1.1 year/5 months/9.2 months,2027-07-27/2026-08-05/2027-02-03,-1.08%,0.88%,-1.96%,0.37,-0.3,172.2576/173.5089/158.98/159.6617/175.8568/187.2285/No EMA 200 Target,142.3/110.2702/138.2059/No support/No F-Track Level/No F-Track Level/148.77,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"SOXX, Long, 2025-12-31 (Price: 301.15)",No Exit Yet,"9.03%, 6 days","100.0%, Past 24 years, 7","Quarterly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-06 (Price: 328.35), 9.03% above",6 days,"6, 2015-06-30 (Price: 30.6967)",2025-12-31 (Price: 301.15),2025-11-21 (Price: 270.83),6/46/6 days,9.03% above/21.24% above/9.03% above,2015-06-30 (Price: 22.1158)/2025-12-31 (Price: 264.9375),74.51%/31.99%/47.75%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,2030-09-16/2027-11-08/2028-09-16,16.0%,8.74%,7.26%,0.66,0.45,401.8546/444.9491/463.42/No Horizontal Resistance/348.2242/411.0319/No EMA 200 Target,106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
"BAC, Long, 2025-12-31 (Price: 55.0)",No Exit Yet,"4.09%, 6 days","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-06 (Price: 57.25), 4.09% above",6 days,"4, 2022-08-31 (Price: 33.61)",2025-11-30 (Price: 53.65),2025-12-30 (Price: 55.28),37/7/6 days,6.71% above/3.56% above/4.09% above,2022-08-31 (Price: 37.3153)/2025-12-31 (Price: 51.7863),30.69%/9.64%/18.15%,"25.08%, 44.87%",1.3 year/5 months/9 months,2027-11-08/2026-08-05/2027-01-26,4.68%,2.37%,2.31%,0.29,0.18,64.064/64.9825/67.83/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,26.34/29.49/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/47.69,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"MAR, Long, 2025-12-31 (Price: 310.24)",No Exit Yet,"3.75%, 6 days","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-01-06 (Price: 321.86), 3.75% above",6 days,"2, 2024-12-31 (Price: 278.94)",2025-11-30 (Price: 304.79),2025-12-31 (Price: 310.24),37/6/6 days,5.6% above/3.75% above/3.75% above,2024-12-31 (Price: 317.028)/2025-12-31 (Price: 259.98),30.2%/3.49%/16.71%,"0%, 34.42%",2.2 years/5 months/10.1 months,2029-02-20/2026-08-05/2027-03-14,9.36%,7.98%,1.38%,1.77,0.4,379.9199/362.0811/329.02/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,136.01/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/267.22,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
