"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"BIPC.TO, Long, 2025-12-30 (Price: 62.36)",No Exit Yet,"0.0%, 0 days","100.0%, Past 17 years, 4","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 60.29 prior to 2026-01-02,"2025-12-30 (Price: 62.36), 0.0% below",0 days,Upmove Bounce Back,38.2% (Price: 58.8572),5.95% above,"2025-04-13 (Price: 45.7), 2025-10-19 (Price: 66.99)",16.58%/15.85%/16.24%,"-0.0%, 8.87%",6.3 months/1.6 month/3.4 months,2026-09-29/2026-03-09/2026-05-26,16.31%,8.39%,7.92%,1.53,0.43,63.5698/72.4873/75.13/66.672/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,53.03/44.9667/No F-Stack Support/No F-Stack Support/59.4945/54.8882/57.05,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
"ORCL, Long, 2025-12-30 (Price: 197.21)",No Exit Yet,"0.0%, 0 days","86.21%, Past 20 years, 29","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 177.07 prior to 2026-01-02,"2025-12-30 (Price: 197.21), 0.0% below",0 days,Upmove Bounce Back,50% (Price: 174.323),13.13% above,"1996-01-21 (Price: 2.9259), 2025-09-14 (Price: 345.72)",24.18%/5.64%/16.61%,"12.23%, 26.99%",2.6 years/1.4 month/10.1 months,2029-09-15/2026-02-28/2027-03-13,12.55%,10.22%,2.33%,1.29,0.53,233.5164/229.9666/402.89/No Horizontal Resistance/287.7444/314.8727/214.98,189.97/82.7925/140.8739/129.2165/167.408/144.722/No EMA 200 Support,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
"WMT, Long, 2025-12-29 (Price: 112.53)",No Exit Yet,"-0.54%, 1 day","83.33%, Past 5 years, 18","Daily, was CONFIRMED on 2025-12-29",Already confirmed,"2025-12-30 (Price: 111.92), 0.54% below",1 day,Upmove Bounce Back,23.66% (Price: 113.0563),1.01% below,"2025-11-14 (Price: 98.88), 2025-12-15 (Price: 117.45)",12.93%/0.49%/9.21%,"1.46%, 23.5%",1.4 year/23 days/3.8 months,2027-12-27/2026-01-31/2026-06-12,27.4%,11.93%,15.47%,1.3,0.75,115.7596/122.894/123.67/No Horizontal Resistance/137.8139/No Next Fib Ext/No EMA 200 Target,110.9/42.9289/85.5556/53.2582/No F-Track Level/No F-Track Level/99.93,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"TCEHY, Long, 2025-12-28 (Price: 78.08)",No Exit Yet,"-1.32%, 2 days","92.31%, Past 18 years, 13","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2025-12-30 (Price: 77.05), 1.32% below",2 days,Upmove Bounce Back,23.66% (Price: 74.7427),3.09% above,"2024-02-25 (Price: 33.0), 2025-10-12 (Price: 87.68)",19.21%/15.1%/17.52%,"9.2%, 60.01%",4 years/21 days/10.7 months,2031-09-13/2026-01-27/2027-04-06,12.94%,13.58%,-0.64%,1.45,0.67,86.6141/91.7596/110.89/No Horizontal Resistance/91.9947/116.3817/No EMA 200 Target,77.81/36.36/76.6795/58.4956/No F-Track Level/No F-Track Level/72.36,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
"GNE.NZ, Long, 2025-12-28 (Price: 2.4)",No Exit Yet,"0.0%, 2 days","77.78%, Past 11 years, 9","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2025-12-30 (Price: 2.4), 0.0% below",2 days,Upmove Bounce Back,38.2% (Price: 2.3652),1.47% above,"2024-06-09 (Price: 2.05), 2025-10-19 (Price: 2.56)",18.96%/17.54%/18.08%,"3.54%, 29.05%",1.2 year/3.3 months/9.6 months,2027-09-14/2026-05-20/2027-02-18,8.62%,2.18%,6.44%,0.59,0.05,2.4466/2.8339/2.71/3.575/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,2.36/2.0733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/2.35,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
"ATM.NZ, Long, 2025-12-28 (Price: 10.52)",No Exit Yet,"2.19%, 2 days","100.0%, Past 20 years, 11","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2025-12-30 (Price: 10.75), 2.19% above",2 days,Upmove Bounce Back,23.66% (Price: 9.6935),10.9% above,"2024-11-17 (Price: 5.22), 2025-11-09 (Price: 11.08)",28.57%/15.19%/20.26%,"-0.0%, 35.59%",1.4 year/7 days/4.4 months,2027-12-26/2026-01-07/2026-07-07,12.78%,17.84%,-5.06%,2.5,0.78,11.713/12.6514/14.04/10.965/21.86/25.8879/No EMA 200 Target,10.16/5.2267/9.9254/9.2893/No F-Track Level/No F-Track Level/9.49,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
"TRI.TO, Long, 2025-12-28 (Price: 181.76)",No Exit Yet,"0.09%, 2 days","91.67%, Past 20 years, 12","Weekly, was CONFIRMED on 2025-12-28",Already confirmed,"2025-12-30 (Price: 181.92), 0.09% above",2 days,Upmove Bounce Back,88.6% (Price: 178.5402),1.89% above,"2023-10-29 (Price: 163.01), 2025-07-20 (Price: 299.24)",17.45%/1.4%/11.27%,"1.51%, 22.04%",1.5 year/1.6 month/5.6 months,2028-02-18/2026-03-07/2026-08-28,9.55%,6.23%,3.32%,1.2,0.33,215.6764/202.2444/263.5/240.8933/293.2329/455.2123/237.72,179.89/116.89/131.2534/93.0152/No F-Track Level/No F-Track Level/No EMA 200 Support,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
"CVS, Long, 2025-12-21 (Price: 77.72)",No Exit Yet,"2.74%, 9 days","90.91%, Past 20 years, 11","Weekly, was CONFIRMED on 2025-12-21",Already confirmed,"2025-12-30 (Price: 79.85), 2.74% above",9 days,Upmove Bounce Back,23.66% (Price: 75.3098),6.03% above,"2024-12-29 (Price: 43.56), 2025-11-02 (Price: 85.15)",19.47%/0.13%/12.94%,"6.64%, 50.05%",6.2 years/2.1 months/2.3 years,2034-10-27/2026-03-22/2029-04-01,4.71%,3.7%,1.01%,0.98,0.17,78.6837/87.777/102.67/106.045/116.3721/144.3517/No EMA 200 Target,75.63/58.425/76.2419/70.3769/No F-Track Level/No F-Track Level/70.8,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
"GILD, Long, 2025-12-12 (Price: 120.4)",2025-12-29 (Price: 124.91),"3.75%, 17 days","100.0%, Past 5 years, 14","Daily, was CONFIRMED on 2025-12-12",Already confirmed,"2025-12-30 (Price: 123.18), 2.31% above",18 days,Upmove Bounce Back,38.2% (Price: 120.9683),1.83% above,"2025-10-02 (Price: 108.46), 2025-11-20 (Price: 128.7)",17.08%/2.06%/9.98%,"0%, 27.82%",1.8 year/28 days/5.7 months,2028-07-07/2026-01-21/2026-08-16,29.7%,11.0%,18.7%,2.35,0.63,130.3691/132.4159/132.54/120.895/140.4376/146.167/No EMA 200 Target,119.36/57.18/104.5806/96.4152/No F-Track Level/No F-Track Level/113.65,95.82%/359/0 days (Across ALL Assets),56.14%/57/0 days (Across ALL Assets)
"WIPRO.NS, Long, 2025-11-30 (Price: 249.53)",No Exit Yet,"5.66%, 1 month","77.78%, Past 80 years, 9","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-30 (Price: 263.65), 5.66% above",1 month,Upmove Bounce Back,61.8% (Price: 232.7652),13.27% above,"2023-04-30 (Price: 176.0), 2025-01-31 (Price: 324.6)",30.71%/20.0%/24.36%,"25.41%, 60.52%",1.9 year/5.1 months/11.6 months,2028-08-16/2026-07-09/2027-04-18,6.46%,15.61%,-9.15%,0.44,0.63,293.597/310.3155/338.69/366.6625/412.2037/473.5829/251.97,239.37/187.6062/216.7036/198.5041/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",No Exit Yet,"-1.77%, 1 month","90.0%, Past 48 years, 10","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-30 (Price: 1539.8), 1.77% below",1 month,Upmove Bounce Back,23.66% (Price: 1322.8731),16.4% above,"2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",42.5%/21.29%/26.97%,"6.47%, 28.2%",1.6 year/2 months/7.2 months,2028-03-13/2026-02-24/2026-10-08,11.26%,13.7%,-2.44%,1.21,0.63,2292.7823/1990.2548/2292.59/No Horizontal Resistance/2250.6285/2387.5727/No EMA 200 Target,1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1421.36,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"HYG, Long, 2025-06-30 (Price: 80.65)",2025-12-30 (Price: 80.71) (Today),"0.07%, 6.1 months","80.0%, Past 18 years, 5","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-30 (Price: 80.71), 0.07% above",6.1 months,Upmove Bounce Back,38.2% (Price: 76.5615),5.42% above,"2022-10-31 (Price: 70.4), 2024-09-30 (Price: 80.37)",2.15%/2.15%/2.15%,"3.95%, 5.88%",1.7 year/1.7 year/1.7 year,2027-12-03/2027-12-03/2027-12-03,3.9%,-0.99%,4.89%,-0.17,-0.53,79.4967/82.384/86.63/86.99/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,78.6/72.2733/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/79.95,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"NA.TO, Long, 2025-06-30 (Price: 140.52)",2025-11-30 (Price: 168.95),"20.23%, 5.1 months","92.86%, Past 43 years, 14","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-30 (Price: 173.68), 23.6% above",6.1 months,Upmove Bounce Back,23.66% (Price: 108.7595),59.69% above,"1995-01-31 (Price: 4.25), 2024-12-31 (Price: 141.15)",29.1%/8.19%/21.58%,"3.99%, 52.46%",4.6 years/4 months/1.5 year,2032-01-22/2025-12-20/2027-08-21,8.81%,8.57%,0.24%,1.75,0.52,154.9795/170.8442/222.66/No Horizontal Resistance/188.6608/207.1743/143.26,118.77/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"RY.TO, Long, 2025-06-30 (Price: 179.47)",2025-11-30 (Price: 216.14),"20.43%, 5.1 months","94.44%, Past 49 years, 18","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2025-12-30 (Price: 235.0), 30.94% above",6.1 months,Upmove Bounce Back,38.2% (Price: 152.7435),53.85% above,"2023-10-31 (Price: 107.92), 2024-12-31 (Price: 180.45)",25.48%/3.95%/19.36%,"8.99%, 47.82%",3.6 years/6 months/1.7 year,2030-08-20/2026-03-17/2027-12-03,8.56%,8.11%,0.45%,1.79,0.51,201.132/214.2154/222.99/No Horizontal Resistance/221.431/339.4883/189.22,162.1/108.18/148.4673/103.3737/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"^BVSP, Long, 2025-03-31 (Price: 130260.0)",2025-11-30 (Price: 159072.0),"22.12%, 8.1 months","81.82%, Past 58 years, 11","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2025-12-30 (Price: 161125.375), 23.7% above",9.1 months,Upmove Bounce Back,50% (Price: 116368.0),38.46% above,"2022-07-31 (Price: 95267.0), 2024-08-31 (Price: 137469.0)",27.02%/4.94%/21.13%,"17.81%, 34.07%",4.8 years/4 months/1.9 year,2032-02-05/2025-09-20/2027-12-16,5.99%,20.73%,-14.74%,0.68,0.88,155608.596/157783.938/155581.2/134350.3333/173653.968/192289.6/141575.4,120283.0/95217.0/121313.6/110617.73/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"RHHBY, Long, 2025-02-28 (Price: 41.74)",2025-12-30 (Price: 51.88) (Today),"24.29%, 10.2 months","85.71%, Past 24 years, 7","Monthly, was CONFIRMED on 2025-02-28",Already confirmed,"2025-12-30 (Price: 51.88), 24.29% above",10.2 months,Upmove Bounce Back,61.8% (Price: 34.2539),51.46% above,"2024-05-31 (Price: 29.2), 2024-08-31 (Price: 42.43)",29.63%/5.85%/20.48%,"5.23%, 30.29%",6 years/1 year/3.2 years,2033-09-22/2026-08-03/2029-09-23,5.03%,5.2%,-0.17%,0.93,0.26,46.0559/50.2884/49.68/52.46/58.6089/65.2057/42.22,29.82/34.4/41.5794/31.0544/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"RHHBY, Long, 2023-05-31 (Price: 39.59)",2025-11-30 (Price: 47.83),"20.81%, 2.5 years","85.71%, Past 24 years, 7","Monthly, was CONFIRMED on 2023-05-31",Already confirmed,"2025-12-30 (Price: 51.88), 31.04% above",2.6 years,Upmove Bounce Back,50% (Price: 34.8525),48.86% above,"2010-07-31 (Price: 15.845), 2022-04-30 (Price: 53.86)",29.63%/5.85%/20.48%,"5.23%, 30.29%",6 years/1 year/3.2 years,2031-12-23/2024-11-02/2027-12-24,5.03%,5.2%,-0.17%,0.93,0.26,43.6836/47.698/62.4/52.46/58.6089/61.4729/42.22,35.86/29.095/31.0544/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
"NFLX, Short, 2025-12-30 (Price: 93.78)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 23 years, 6","Quarterly, is CONFIRMED on 2025-12-30",No Cancellation Possible,"2025-12-30 (Price: 93.78), 0.0% below",0 days,Upmove Break Below,23.66% (Price: 106.2331),11.72% below,"2022-06-30 (Price: 16.271), 2025-06-30 (Price: 134.115)",53.32%/10.52%/29.48%,"0.0%, 53.32%",3.1 months/3 months/3 months,2026-05-13/2026-05-09/2026-05-09,11.77%,5.5%,6.27%,1.3,0.88,184.1652/66.1337/23.07/34.8663/77.3488/70.5306/No EMA 200 Target,No support/34.8663/77.3488/70.5306/89.0986/75.193/No support,75.0%/4/0 days (Across ALL Assets),57.14%/14/0 days (Across ALL Assets)
"AMD, Short, 2025-12-30 (Price: 215.34)",No Exit Yet,"-0.0%, 0 days","85.0%, Past 5 years, 40","Daily, is CONFIRMED on 2025-12-30",Already confirmed,"2025-12-30 (Price: 215.34), 0.0% below",0 days,Upmove Break Below,38.2% (Price: 222.0896),3.04% below,"2025-10-29 (Price: 257.4), 2025-11-25 (Price: 206.58)",8.59%/0.06%/4.31%,"24.21%, 11.06%",1.8 month/1 day/8 days,2026-03-18/2025-12-31/2026-01-10,20.24%,5.1%,15.14%,0.39,0.6,214.4786/206.0588/184.85/72.6533/210.12/167.5998/162.09,No support/72.6533/210.12/167.5998/No support/185.9012/No EMA 200 Support,66.67%/9/0 days (Across ALL Assets),43.52%/108/0 days (Across ALL Assets)
"SFTBY, Short, 2025-12-30 (Price: 57.05)",No Exit Yet,"-0.0%, 0 days","100.0%, Past 13 years, 4","Quarterly, was CONFIRMED on None",No Cancellation Possible,"2025-12-30 (Price: 57.05), 0.0% below",0 days,Upmove Break Below,50.0% (Price: 53.39),6.86% above,"2022-06-30 (Price: 16.78), 2025-12-30 (Price: 90.0)",18.34%/16.72%/17.41%,"0.0%, 18.34%",3.1 months/3.1 months/3.1 months,2026-05-13/2026-05-13/2026-05-13,12.53%,5.4%,7.13%,1.47,0.38,51.2594/47.1176/13.12/16.82/48.0625/43.9946/46.01,No support/16.82/48.0625/43.9946/53.39/44.75/No EMA 200 Support,75.0%/4/0 days (Across ALL Assets),57.14%/14/0 days (Across ALL Assets)
"KWEB, Short, 2025-12-30 (Price: 34.39)",No Exit Yet,"-0.0%, 0 days","85.71%, Past 12 years, 7","Monthly, was CONFIRMED on 2025-12-22",No Cancellation Possible,"2025-12-30 (Price: 34.39), 0.0% below",0 days,Upmove Break Below,38.2% (Price: 35.4633),3.03% below,"2024-01-31 (Price: 22.68), 2025-10-31 (Price: 43.365)",10.4%/3.11%/7.13%,"19.33%, 16.82%",3.1 months/1 month/1.6 month,2026-05-13/2026-02-11/2026-03-09,5.83%,5.4%,0.43%,0.25,0.12,31.4875/31.938/21.98/24.5062/No F-Stack Support/No F-Stack Support/No EMA 200 Target,No support/24.5062/No F-Stack Support/No F-Stack Support/No support/No support/No support,85.71%/7/0 days (Across ALL Assets),36.84%/19/0 days (Across ALL Assets)
