"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"GS, Long, 2026-01-16 (Price: 962.0)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 884.0 prior to 2026-01-30,"2026-01-16 (Price: 962.0), 0.0% below",0 days,"2, 2023-07-31 (Price: 355.87)",2025-12-31 (Price: 879.0),2026-01-02 (Price: 914.34),16/14/0 days,9.44% above/5.21% above/0.0% below,2023-07-31 (Price: 351.8948)/2026-01-16 (Price: 831.3002),53.25%/7.0%/28.8%,"-0.0%, 34.98%",2.5 years/4 months/1.1 year,2029-08-11/2026-07-08/2027-08-12,10.95%,5.86%,5.09%,1.01,0.3,1159.21/1239.056/1325.68/No Horizontal Resistance/916.0326/973.4919/No EMA 200 Target,303.61/288.555/818.1554/728.9736/782.6791/658.5293/727.07,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"IWM, Long, 2026-01-16 (Price: 265.76)",No Exit Yet,"0.0%, 0 days","100.0%, Past 25 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 247.63 prior to 2026-03-31,"2026-01-16 (Price: 265.76), 0.0% below",0 days,"2, 2021-09-30 (Price: 218.75)",2025-12-31 (Price: 246.16),2026-01-02 (Price: 248.78),16/14/0 days,7.96% above/6.83% above/0.0% below,2021-09-30 (Price: 244.4167)/2026-01-16 (Price: 245.1967),22.48%/22.48%/22.48%,"-0.0%, 49.28%",1 year/1 year/1 year,2027-06-21/2027-06-21/2027-06-21,3.33%,4.39%,-1.06%,0.87,0.2,244.6321/325.5028/293.97/No Horizontal Resistance/270.9222/282.5179/No EMA 200 Target,164.92/162.3167/245.3626/196.8345/244.6194/230.7366/227.73,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
"PPH, Long, 2026-01-16 (Price: 105.32)",No Exit Yet,"0.0%, 0 days","85.0%, Past 20 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 103.4 prior to 2026-01-30,"2026-01-16 (Price: 105.32), 0.0% below",0 days,"0, 2021-01-31 (Price: 68.14)",2025-12-31 (Price: 103.17),2026-01-16 (Price: 105.32),16/0/0 days,2.08% above/0.0% below/0.0% below,2021-01-31 (Price: 78.5883)/2026-01-16 (Price: 98.4383),15.31%/2.34%/9.66%,"3.25%, 39.01%",4.4 years/5 months/1.3 year,2032-04-28/2026-08-21/2027-11-24,1.56%,1.67%,-0.11%,1.06,-0.07,117.0632/115.4939/127.63/No Horizontal Resistance/110.0139/120.2747/No EMA 200 Target,82.93/65.915/100.0174/96.0365/100.2743/95.969/91.37,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"ATZ.TO, Long, 2026-01-16 (Price: 125.22)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 4","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 118.13 prior to 2026-01-30,"2026-01-16 (Price: 125.22), 0.0% below",0 days,"2, 2024-01-31 (Price: 32.71)",2025-11-30 (Price: 110.5),2026-01-15 (Price: 126.52),47/1/0 days,13.32% above/1.03% below/0.0% below,2024-01-31 (Price: 38.3236)/2026-01-16 (Price: 108.5564),9.72%/9.72%/9.72%,"-0.0%, 27.64%",7.1 months/7.1 months/7.1 months,2026-11-20/2026-11-20/2026-11-20,13.41%,14.86%,-1.45%,1.61,0.68,216.1297/137.3914/180.73/No Horizontal Resistance/164.6254/250.1031/No EMA 200 Target,21.57/32.3325/111.7977/79.1477/111.4535/94.1626/82.07,95.24%/63/1 year (Across ALL Assets),74.68%/158/8.8 months (Across ALL Assets)
"BDGI.TO, Long, 2026-01-16 (Price: 81.81)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 76.2661 prior to 2026-03-31,"2026-01-16 (Price: 81.81), 0.0% below",0 days,"0, 2018-09-30 (Price: 29.6)",2025-09-30 (Price: 61.38),2026-01-12 (Price: 76.6),108/4/0 days,33.28% above/6.8% above/0.0% below,2018-09-30 (Price: 49.1411)/2026-01-16 (Price: 52.3578),227.42%/21.67%/158.83%,"-0.0%, 36.34%",1.8 year/1.3 year/1.6 year,2028-08-11/2027-11-24/2028-04-29,16.49%,8.5%,7.99%,0.7,0.42,168.7495/211.7488/113.14/No Horizontal Resistance/87.1484/97.3919/No EMA 200 Target,26.66/24.32/73.041/66.9303/70.935/63.8278/57.46,100.0%/9/2.2 years (Across ALL Assets),75.0%/4/6.2 months (Across ALL Assets)
"IHI, Long, 2026-01-15 (Price: 62.42)",No Exit Yet,"-0.95%, 1 day","72.22%, Past 4 years, 18","Daily, is CONFIRMED on 2026-01-15",Already confirmed,"2026-01-16 (Price: 61.83), 0.95% below",1 day,"2, 2025-11-21 (Price: 62.7)",2026-01-14 (Price: 62.55),2026-01-15 (Price: 62.42),2/1/1 days,1.15% below/0.95% below/0.95% below,2025-11-21 (Price: 64.9306)/2026-01-15 (Price: 61.9235),3.38%/0.37%/2.16%,"5.66%, 22.97%",3.2 months/4 days/1.1 month,2026-06-03/2026-01-20/2026-03-03,2.58%,4.74%,-2.16%,0.01,0.23,63.3001/63.7683/62.59/65.925/68.9264/76.3906/No EMA 200 Target,61.89/46.725/56.0899/46.1919/No F-Track Level/No F-Track Level/61.12,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"^BVSP, Long, 2026-01-15 (Price: 165568.0)",No Exit Yet,"-0.46%, 1 day","95.45%, Past 4 years, 22","Daily, is CONFIRMED on 2026-01-15",Already confirmed,"2026-01-16 (Price: 164799.9844), 0.46% below",1 day,"2, 2025-11-19 (Price: 155381.0)",2026-01-14 (Price: 165146.0),2026-01-15 (Price: 165568.0),2/1/1 days,0.21% below/0.46% below/0.46% below,2025-11-19 (Price: 165586.6111)/2026-01-15 (Price: 163784.6111),5.29%/0.69%/2.87%,"1.68%, 18.35%",5.9 months/7 days/1 month,2026-09-28/2026-01-25/2026-02-27,10.46%,4.14%,6.32%,1.7,0.2,175601.4208/170319.8016/171680.2/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,157327.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/143125.97,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"WPM, Long, 2026-01-15 (Price: 135.5)",No Exit Yet,"-0.11%, 1 day","96.3%, Past 4 years, 27","Daily, is CONFIRMED on 2026-01-15",Already confirmed,"2026-01-16 (Price: 135.35), 0.11% below",1 day,"2, 2025-11-21 (Price: 99.27)",2026-01-15 (Price: 135.5),2026-01-15 (Price: 135.5),1/1/1 days,0.11% below/0.11% below/0.11% below,2025-11-21 (Price: 110.0779)/2026-01-15 (Price: 131.5351),15.63%/1.33%/6.3%,"14.18%, 36.59%",3.8 months/4 days/1.3 month,2026-06-29/2026-01-20/2026-03-12,22.59%,17.13%,5.46%,1.09,0.81,146.0148/144.0365/157.24/No Horizontal Resistance/131.4439/145.6176/No EMA 200 Target,104.96/38.3375/98.515/93.6878/No F-Track Level/No F-Track Level/97.95,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"ETH-USD, Long, 2026-01-14 (Price: 3354.7227)",No Exit Yet,"-1.81%, 2 days","92.86%, Past 4 years, 42","Daily, is CONFIRMED on 2026-01-14",Already confirmed,"2026-01-16 (Price: 3294.063), 1.81% below",2 days,"6, 2025-08-23 (Price: 4776.0903)",2026-01-12 (Price: 3092.3252),2026-01-14 (Price: 3354.7227),4/2/2 days,6.52% above/1.81% below/1.81% below,2025-08-23 (Price: 5104.5698)/2026-01-14 (Price: 3059.6537),39.76%/1.01%/13.37%,"17.31%, 42.86%",3 months/5 days/23 days,2026-05-24/2026-01-21/2026-02-16,60.18%,45.2%,14.98%,0.97,1.15,4089.0715/3803.2491/4207.54/4922.7188/4887.278/5306.7298/3641.92,3082.4/1370.4997/2637.9184/2471.5754/No F-Track Level/No F-Track Level/No EMA 200 Support,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"WPM.TO, Long, 2026-01-14 (Price: 184.93)",No Exit Yet,"1.81%, 2 days","78.95%, Past 4 years, 19","Daily, is CONFIRMED on 2026-01-14",Already confirmed,"2026-01-16 (Price: 188.28), 1.81% above",2 days,"2, 2025-11-12 (Price: 150.99)",2026-01-12 (Price: 178.39),2026-01-14 (Price: 184.93),4/2/2 days,5.54% above/1.81% above/1.81% above,2025-11-12 (Price: 151.1722)/2026-01-14 (Price: 177.7597),9.09%/1.23%/5.04%,"19.7%, 28.41%",4.4 months/6 days/1 month,2026-07-24/2026-01-22/2026-02-26,12.04%,18.03%,-5.99%,0.06,0.87,199.0771/194.2505/205.29/No Horizontal Resistance/178.0989/194.7923/No EMA 200 Target,145.49/52.782/146.152/125.9496/No F-Track Level/No F-Track Level/135.01,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"MEL.NZ, Long, 2026-01-14 (Price: 5.63)",No Exit Yet,"-0.71%, 2 days","93.94%, Past 4 years, 33","Daily, is CONFIRMED on 2026-01-14",Already confirmed,"2026-01-16 (Price: 5.59), 0.71% below",2 days,"2, 2025-10-23 (Price: 5.93)",2026-01-14 (Price: 5.63),2026-01-14 (Price: 5.63),2/2/2 days,0.71% below/0.71% below/0.71% below,2025-10-23 (Price: 6.0709)/2026-01-14 (Price: 5.5835),6.97%/1.45%/3.64%,"6.51%, 16.22%",8.3 months/20 days/2.9 months,2027-01-09/2026-02-11/2026-05-20,15.17%,1.53%,13.64%,0.66,0.09,5.8282/5.8349/5.81/6.825/7.4565/8.4564/5.73,5.55/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Support,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"^VIX, Long, 2026-01-14 (Price: 16.75)",No Exit Yet,"-5.31%, 2 days","72.73%, Past 4 years, 22","Daily, is CONFIRMED on 2026-01-14",Already confirmed,"2026-01-16 (Price: 15.86), 5.31% below",2 days,"10, 2025-03-14 (Price: 21.77)",2026-01-13 (Price: 15.98),2026-01-14 (Price: 16.75),3/2/2 days,0.75% below/5.31% below/5.31% below,2025-03-14 (Price: 63.8482)/2026-01-14 (Price: 15.0467),74.44%/1.64%/19.51%,"31.33%, 51.66%",4.3 months/6 days/1.9 month,2026-07-19/2026-01-22/2026-04-06,8.92%,2.46%,6.46%,0.35,0.98,17.1286/20.0179/19.76/35.1/71.5114/81.8014/18.91,13.47/11.665/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"XLU, Long, 2026-01-13 (Price: 42.85)",No Exit Yet,"1.26%, 3 days","88.46%, Past 4 years, 26","Daily, is CONFIRMED on 2026-01-13",Already confirmed,"2026-01-16 (Price: 43.39), 1.26% above",3 days,"2, 2025-11-19 (Price: 44.235)",2026-01-13 (Price: 42.85),2026-01-13 (Price: 42.85),3/3/3 days,1.26% above/1.26% above/1.26% above,2025-11-19 (Price: 45.6995)/2026-01-13 (Price: 42.4671),4.38%/0.63%/2.34%,"10.13%, 19.69%",4.1 months/6 days/1.1 month,2026-07-08/2026-01-21/2026-03-01,9.58%,4.29%,5.29%,0.22,0.2,44.384/43.8527/43.68/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,41.87/29.6267/35.4254/30.3912/No F-Track Level/No F-Track Level/42.15,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"BABA, Long, 2026-01-13 (Price: 167.01)",No Exit Yet,"-0.96%, 3 days","73.33%, Past 4 years, 30","Daily, is CONFIRMED on 2026-01-13",Already confirmed,"2026-01-16 (Price: 165.4), 0.96% below",3 days,"2, 2025-10-24 (Price: 174.7)",2026-01-09 (Price: 150.96),2026-01-13 (Price: 167.01),7/3/3 days,9.57% above/0.96% below/0.96% below,2025-10-24 (Price: 182.7225)/2026-01-13 (Price: 148.7306),13.07%/3.26%/7.2%,"49.23%, 66.54%",2.5 months/6 days/1.2 month,2026-05-01/2026-01-21/2026-03-06,-7.81%,-3.01%,-4.8%,-0.14,0.07,170.6508/179.0347/171.62/No Horizontal Resistance/399.1612/524.2534/No EMA 200 Target,146.58/67.495/144.416/No support/No F-Track Level/No F-Track Level/138.31,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"^NDX, Long, 2026-01-12 (Price: 25787.6602)",No Exit Yet,"-1.0%, 4 days","95.83%, Past 4 years, 24","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-16 (Price: 25529.2637), 1.0% below",4 days,"2, 2025-10-23 (Price: 25097.4102)",2026-01-09 (Price: 25766.2598),2026-01-12 (Price: 25787.6602),7/4/4 days,0.92% below/1.0% below/1.0% below,2025-10-23 (Price: 26227.2504)/2026-01-12 (Price: 25595.3094),6.54%/0.57%/3.17%,"1.79%, 22.93%",2.3 months/6 days/18 days,2026-04-21/2026-01-20/2026-02-07,13.31%,13.29%,0.02%,1.25,0.74,26968.735/26605.129/26201.81/No Horizontal Resistance/33965.62/36701.6323/No EMA 200 Target,25206.17/10555.915/25025.4383/22796.2371/No F-Track Level/No F-Track Level/23119.95,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"TSM, Long, 2026-01-12 (Price: 331.77)",No Exit Yet,"3.2%, 4 days","100.0%, Past 4 years, 28","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-16 (Price: 342.4), 3.2% above",4 days,"2, 2025-10-23 (Price: 290.73)",2026-01-08 (Price: 318.01),2026-01-12 (Price: 331.77),8/4/4 days,7.67% above/3.2% above/3.2% above,2025-10-23 (Price: 307.9819)/2026-01-12 (Price: 317.9404),11.63%/1.91%/6.59%,"0%, 57.14%",1.2 month/6 days/16 days,2026-03-05/2026-01-20/2026-02-04,17.19%,20.61%,-3.42%,1.78,0.94,367.6343/353.6336/356.39/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,276.96/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/243.38,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
"ASML, Long, 2026-01-12 (Price: 1281.23)",No Exit Yet,"6.04%, 4 days","85.71%, Past 4 years, 14","Daily, is CONFIRMED on 2026-01-12",Already confirmed,"2026-01-16 (Price: 1358.5699), 6.04% above",4 days,"4, 2025-09-11 (Price: 804.16)",2026-01-09 (Price: 1273.88),2026-01-12 (Price: 1281.23),7/4/4 days,6.65% above/6.04% above/6.04% above,2025-09-11 (Price: 980.0751)/2026-01-12 (Price: 1224.9633),21.88%/0.41%/10.18%,"34.28%, 51.77%",3.8 months/7 days/1.3 month,2026-06-26/2026-01-22/2026-03-09,11.06%,16.29%,-5.23%,0.48,0.74,1317.2326/1411.6592/1567.47/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,1015.43/576.784/1034.6774/832.8601/No F-Track Level/No F-Track Level/861.02,91.01%/278/1.3 month (Across ALL Assets),82.21%/669/1.4 month (Across ALL Assets)
