Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Current Trading Date/Price[$], Current Price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades","Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
SIGMASHELL,"NZDUSD=X, Long, 2025-10-01 (Price: 0.5796)",Daily,2025-12-16 (Price: 0.5786),No Price Target,No Date Target,1.91%/2.22%,"-0.41%, 2.6 months","2025-12-17 (Price: 0.5772), 0.41% below",0.5882 (Historic Rise or Fall to Pivot)/0.6031 (Avg % Gain of Historic Winning trades)/0.7479 (Horizontal)/0.59 (EMA 200)/0.6563 (Backtested Max),2026-11-22 (Max)/2025-12-22 (Min)/2026-03-19 (Avg),No support/0.5509/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,"84.21%, Past 5 years, 19","-3.71, 82.29",No Information,No Information,No Information,No Information,No Information,13.24%/0.27%/4.06%,"4.2%, 15.06%",9.6 months/1.9 month/3.9 months,7.12%,-0.45%,7.57%,0.64,-0.35,91.43%/70/0 days (Across ALL Assets),75.11%/237/0 days (Across ALL Assets)
SIGMASHELL,"NZDUSD=X, Long, 2025-08-01 (Price: 0.5889)",Daily,2025-12-16 (Price: 0.5786),No Price Target,No Date Target,6.17%/15.54%,"-1.99%, 4.6 months","2025-12-17 (Price: 0.5772), 1.99% below",0.6128 (Avg % Gain of Historic Winning trades)/0.7332 (Horizontal)/0.6669 (Backtested Max),2026-09-22 (Max)/2026-01-17 (Avg),No support/0.5509/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Support,"84.21%, Past 5 years, 19","-3.98, 88.46",No Information,No Information,No Information,No Information,No Information,13.24%/0.27%/4.06%,"4.2%, 15.06%",9.6 months/1.9 month/3.9 months,7.12%,-0.45%,7.57%,0.64,-0.35,91.43%/70/0 days (Across ALL Assets),75.11%/237/0 days (Across ALL Assets)
DELTADRIFT,"MSFT, Long, 2025-11-26 (Price: 485.5)",Daily,No Exit Yet,No Price Target,2025-12-16 (Avg),4.03%/5.72%,"-1.93%, 21 days","2025-12-17 (Price: 476.12), 1.93% below",510.2605 (Historic Rise or Fall to Pivot)/503.3664 (Avg % Gain of Historic Winning trades)/506.81 (Exit Rule)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/510.8917 (Backtested Max)/495.3071 (Backtested Min),2026-03-10 (Max),472.12/216.39/386.873/350.287/No F-Track Level/No F-Track Level/473.16,"72.73%, Past 4 years, 11",No Information,No Information,No Information,No Information,No Information,No Information,5.23%/2.02%/3.68%,"8.2%, 14.53%",2.4 months/1 day/14 days,5.1%,6.53%,-1.43%,0.07,0.34,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
DELTADRIFT,"BTC-USD, Long, 2025-11-19 (Price: 91465.9922)",Daily,No Exit Yet,No Price Target,2025-12-17 (Max),9.62%/10.2%,"-5.97%, 28 days","2025-12-17 (Price: 86001.9219), 5.97% below",94777.0611 (Historic Rise or Fall to Pivot)/97118.5905 (Avg % Gain of Historic Winning trades)/95947.83 (Exit Rule)/124582.2656 (Horizontal)/122105.3521 (F-Stack 1)/133759.1807 (F-Stack 2)/108300.88 (EMA 200)/102167.5133 (Backtested Max)/94273.9982 (Backtested Min),No Next Date Target,76271.95/18304.4229/88987.7198/76786.0499/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 4 years, 12",No Information,No Information,No Information,No Information,No Information,No Information,11.7%/3.07%/6.18%,"15.01%, 18.23%",20 days/2 days/6 days,11.57%,11.17%,0.4%,0.31,0.4,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-26 (Price: 617.1)",Weekly,No Exit Yet,No Price Target,2025-12-17 (Min),9.56%/12.62%,"-2.7%, 1.7 month","2025-12-17 (Price: 600.41), 2.7% below",700.9022 (Historic Rise or Fall to Pivot)/657.8286 (Avg % Gain of Historic Winning trades)/676.16 (Exit Rule)/836.2536 (F-Stack 2)/691.584 (Backtested Max),2026-04-26 (Max)/2026-02-02 (Avg),422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/533.99,"88.24%, Past 10 years, 17",No Information,No Information,No Information,No Information,No Information,0.58% below/1.67% below/2.7% below,12.07%/1.74%/6.6%,"10.15%, 35.46%",4.2 months/1.2 month/2.3 months,8.62%,11.98%,-3.36%,0.65,0.79,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"HDFCBANK.NS, Long, 2025-06-29 (Price: 1007.45)",Weekly,No Exit Yet,No Price Target,2025-12-19 (Avg),3.49%/7.69%,"-2.33%, 5.7 months","2025-12-17 (Price: 984.0), 2.33% below",1107.792 (Historic Rise or Fall to Pivot)/1059.6359 (Avg % Gain of Historic Winning trades)/1152.92 (Exit Rule)/1263.3223 (F-Stack 1)/2016.6114 (F-Stack 2)/1095.7026 (Backtested Max)/1018.3305 (Backtested Min),2027-05-07 (Max)/2025-12-19 (Avg),818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level/892.58,"100.0%, Past 10 years, 22",No Information,No Information,No Information,No Information,No Information,0.17% above/0.62% below/2.33% below,8.76%/1.08%/5.18%,"-0.0%, 23.57%",1.3 year/28 days/4 months,9.17%,10.82%,-1.65%,1.55,0.65,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"SONY, Long, 2025-03-31 (Price: 25.39)",Monthly,2025-12-17 (Price: 25.96) (Today),No Price Target,No Date Target,12.26%/13.17%,"2.24%, 8.7 months","2025-12-17 (Price: 25.96), 2.24% above",29.1426 (Historic Rise or Fall to Pivot)/32.8343 (Avg % Gain of Historic Winning trades)/29.38 (Exit Rule)/33.2191 (F-Stack 1)/35.3948 (F-Stack 2)/37.6204 (Backtested Max),2027-02-06 (Max)/2026-05-22 (Avg),16.47/14.992/24.8529/22.354/No F-Track Level/No F-Track Level/19.99,"87.5%, Past 20 years, 16",No Information,No Information,No Information,No Information,No Information,17.95% above/3.96% above/2.24% above,48.17%/7.34%/29.32%,"31.07%, 31.13%",1.3 year/5 months/9.6 months,7.48%,2.09%,5.39%,0.95,0.13,95.08%/61/0 days (Across ALL Assets),80.0%/110/0 days (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-05 (Price: 122.2)",Daily,2025-12-15 (Price: 126.75),No Price Target,No Date Target,1.32%/1.46%,"2.93%, 12 days","2025-12-17 (Price: 125.78), 2.93% above",127.4424 (Historic Rise or Fall to Pivot)/134.15 (Exit Rule)/128.6672 (F-Stack 1)/152.0396 (F-Stack 2)/127.6135 (Backtested Max),2026-02-03 (Max)/2025-12-22 (Avg),113.54/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/99.51,"95.45%, Past 4 years, 22",No Information,No Information,No Information,No Information,No Information,4.74% above/2.93% above/2.93% above,4.43%/0.31%/2.53%,"4.88%, 19.34%",1.4 month/4 days/12 days,5.23%,5.65%,-0.42%,1.2,0.29,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2024-02-11 (Price: 173.01)",Weekly,No Exit Yet,No Price Target,2025-12-19 (Max),36.83%/37.51%,"-22.36%, 1.9 year","2025-12-17 (Price: 134.32), 22.36% below",183.7885 (Historic Rise or Fall to Pivot)/184.7055 (Avg % Gain of Historic Winning trades)/207.91 (Exit Rule)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/190.9511 (Backtested Max),2025-12-19 (Max),145.05/125.9933/136.9828/86.815/No F-Track Level/No F-Track Level/157.05,"88.0%, Past 10 years, 25",No Information,No Information,No Information,No Information,No Information,21.24% below/22.36% below/22.36% below,10.37%/1.53%/6.76%,"5.75%, 17.25%",1.3 year/1.2 month/5 months,8.16%,6.53%,1.63%,1.11,0.37,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-11-28 (Price: 153.47)",Daily,2025-12-16 (Price: 157.61),No Price Target,No Date Target,1.71%/4.24%,"3.27%, 19 days","2025-12-17 (Price: 158.49), 3.27% above",165.2105 (Historic Rise or Fall to Pivot)/161.2049 (Avg % Gain of Historic Winning trades)/180.0371 (F-Stack 1)/199.4231 (F-Stack 2)/167.4204 (Backtested Max),2026-06-07 (Max)/2026-01-10 (Avg),139.91/52.782/146.152/133.3839/No F-Track Level/No F-Track Level/125.98,"78.95%, Past 4 years, 19",No Information,No Information,No Information,No Information,No Information,6.06% above/3.27% above/3.27% above,9.09%/1.23%/5.04%,"19.7%, 28.41%",4.4 months/6 days/1 month,12.04%,18.03%,-5.99%,0.06,0.87,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2025-06-30 (Price: 140.52)",Monthly,2025-11-30 (Price: 168.95),170.8442 (Avg % Gain of Historic Winning trades),2025-12-20 (Min),5.28%/9.48%,"22.63%, 5.7 months","2025-12-17 (Price: 172.32), 22.63% above",222.66 (Exit Rule)/188.6608 (F-Stack 1)/207.1743 (F-Stack 2)/181.4113 (Backtested Max),2032-01-22 (Max)/2025-12-20 (Min)/2027-08-21 (Avg),118.77/73.9933/134.0186/119.9028/No F-Track Level/No F-Track Level/No EMA 200 Support,"92.86%, Past 42 years, 14",No Information,No Information,No Information,"23.66% (Price: 108.7595), 58.44% above, Upmove Bounce Back","1995-01-31 (Price: 4.25), 2024-12-31 (Price: 141.15)",No Information,29.1%/8.19%/21.58%,"3.99%, 52.46%",4.6 years/4 months/1.5 year,8.81%,8.57%,0.24%,1.75,0.52,84.62%/39/0 days (Across ALL Assets),68.29%/82/0 days (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2025-10-01 (Price: 181.79)",Daily,2025-12-17 (Price: 200.08) (Today),202.2414 (Avg % Gain of Historic Winning trades),No Date Target,5.83%/46.98%,"10.06%, 2.6 months","2025-12-17 (Price: 200.08), 10.06% above",294.0831 (F-Stack 2)/211.749 (Backtested Max),2026-02-17 (Max)/2025-12-22 (Min)/2026-01-08 (Avg),175.34/53.835/132.3972/94.2286/No F-Track Level/No F-Track Level/180.63,"100.0%, Past 5 years, 5","-4.42, 93.33",No Information,No Information,No Information,No Information,No Information,16.48%/8.78%/11.25%,"-0.0%, 7.51%",3.2 months/1.9 month/2.3 months,14.73%,19.58%,-4.85%,1.4,1.24,91.43%/70/0 days (Across ALL Assets),75.11%/237/0 days (Across ALL Assets)
TRENDPULSE,"EFN.TO, Long, 2025-10-26 (Price: 37.71)",Weekly,No Exit Yet,No Price Target,2025-12-17 (Min),7.77%/14.1%,"-5.12%, 1.7 month","2025-12-17 (Price: 35.78), 5.12% below",40.8248 (Historic Rise or Fall to Pivot)/41.2849 (Avg % Gain of Historic Winning trades)/47.64 (Exit Rule)/45.1741 (F-Stack 1)/70.5281 (F-Stack 2)/47.5146 (Backtested Max)/38.5585 (Backtested Min),2026-07-18 (Max)/2026-02-15 (Avg),36.01/11.7733/29.5041/No support/No F-Track Level/No F-Track Level/32.61,"100.0%, Past 10 years, 22",No Information,No Information,No Information,No Information,No Information,2.59% below/4.38% below/5.12% below,26.0%/2.25%/9.48%,"-0.0%, 76.43%",6.1 months/1.2 month/2.6 months,-1.48%,10.86%,-12.34%,1.09,0.54,95.21%/146/0 days (Across ALL Assets),81.88%/276/0 days (Across ALL Assets)
DELTADRIFT,"MEL.NZ, Long, 2025-12-15 (Price: 5.46)",Daily,2025-12-16 (Price: 5.6),No Price Target,No Date Target,3.22%/4.2%,"-0.55%, 2 days","2025-12-17 (Price: 5.43), 0.55% below",5.8586 (Historic Rise or Fall to Pivot)/5.6582 (Avg % Gain of Historic Winning trades)/5.76 (Exit Rule)/6.825 (Horizontal)/7.4565 (F-Stack 1)/8.4213 (F-Stack 2)/5.72 (EMA 200)/5.7166 (Backtested Max)/5.6047 (Backtested Min),2026-01-17 (Max)/2025-12-23 (Min)/2026-01-02 (Avg),5.44/4.3875/4.5145/3.5923/No F-Track Level/No F-Track Level/No EMA 200 Support,"83.33%, Past 4 years, 6",No Information,No Information,No Information,No Information,No Information,No Information,4.7%/2.65%/3.63%,"5.86%, 6.64%",23 days/6 days/13 days,8.78%,3.44%,5.34%,0.55,0.16,88.12%/101/0 days (Across ALL Assets),77.89%/484/0 days (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2025-11-12 (Price: 12.67)",Daily,No Exit Yet,No Price Target,2025-12-18 (Avg),17.25%/17.27%,"-13.97%, 1.2 month","2025-12-17 (Price: 10.9), 13.97% below",13.3048 (Historic Rise or Fall to Pivot)/13.1299 (Avg % Gain of Historic Winning trades)/12.78 (Exit Rule)/18.927 (F-Stack 1)/29.733 (F-Stack 2)/13.8711 (Backtested Max)/12.7828 (Backtested Min),2026-03-31 (Max)/2025-12-18 (Avg),12.27/7.3167/12.2485/8.121/No F-Track Level/No F-Track Level/11.29,"96.0%, Past 4 years, 25",No Information,No Information,No Information,No Information,No Information,13.49% below/13.97% below/13.97% below,9.48%/0.89%/3.63%,"10.91%, 28.9%",3.2 months/6 days/25 days,16.02%,10.32%,5.7%,0.78,0.55,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
FRACTAL TRACK,"KXS.TO, Long, 2025-10-12 (Price: 182.12)",Weekly,No Exit Yet,No Price Target,2025-12-20 (Min),4.98%/10.3%,"-3.69%, 2.2 months","2025-12-17 (Price: 175.4), 3.69% below",212.9529 (Avg % Gain of Historic Winning trades)/232.11 (Exit Rule)/209.885 (Horizontal)/222.1498 (F-Stack 1)/245.5558 (F-Stack 2)/184.13 (EMA 200)/224.9 (Backtested Max)/193.4661 (Backtested Min),2027-10-10 (Max)/2025-12-20 (Min)/2026-12-03 (Avg),175.17/125.3967/177.4966/151.1683/No F-Track Level/No F-Track Level/No EMA 200 Support,"90.0%, Past 11 years, 10",No Information,No Information,No Information,"50% (Price: 170.79), 2.7% above, Upmove Bounce Back","2023-10-29 (Price: 129.13), 2025-08-03 (Price: 212.45)",No Information,23.49%/6.23%/16.93%,"14.59%, 37.82%",1.4 year/1.6 month/9.6 months,12.74%,17.23%,-4.49%,0.84,0.8,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
FRACTAL TRACK,"SJ.TO, Long, 2025-08-24 (Price: 78.13)",Weekly,No Exit Yet,86.9118 (Historic Rise or Fall to Pivot),No Date Target,5.18%/10.1%,"10.24%, 3.8 months","2025-12-17 (Price: 86.13), 10.24% above",90.5917 (Avg % Gain of Historic Winning trades)/136.68 (Exit Rule)/95.0177 (F-Stack 1)/123.2166 (F-Stack 2)/94.8264 (Backtested Max),2035-12-04 (Max)/2027-07-02 (Avg),76.98/38.015/66.807/60.0601/No F-Track Level/No F-Track Level/76.75,"92.31%, Past 20 years, 13",No Information,No Information,No Information,"23.66% (Price: 74.9138), 14.97% above, Upmove Bounce Back","1999-03-07 (Price: 0.425), 2024-07-28 (Price: 98.0)",No Information,21.37%/7.04%/15.95%,"14.17%, 49.7%",7.2 years/1.2 month/1.3 year,8.85%,12.31%,-3.46%,1.52,0.64,98.94%/94/0 days (Across ALL Assets),62.9%/124/0 days (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2025-12-10 (Price: 54.01)",Daily,No Exit Yet,No Price Target,2025-12-18 (Min),1.67%/5.77%,"-1.17%, 7 days","2025-12-17 (Price: 53.38), 1.17% below",60.0537 (Historic Rise or Fall to Pivot)/56.4621 (Avg % Gain of Historic Winning trades)/73.435 (Horizontal)/104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/58.6117 (Backtested Max)/54.2692 (Backtested Min),2026-05-15 (Max)/2025-12-18 (Min)/2026-01-26 (Avg),48.06/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/48.98,"95.45%, Past 4 years, 22",No Information,No Information,No Information,No Information,No Information,1.4% below/1.17% below/1.17% below,8.52%/0.48%/4.54%,"6.93%, 41.4%",3.6 months/6 days/1.1 month,15.61%,-0.38%,15.99%,1.09,0.16,88.27%/307/0 days (Across ALL Assets),82.44%/655/0 days (Across ALL Assets)
