"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Type,Track Level/Price($),Price on Latest Trading day vs Track Level,"Reference Upmove or Downmove start Date/Price($), end Date/Price($)",Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"IEI, Long, 2026-01-11 (Price: 119.33)",No Exit Yet,"-0.04%, 1 day","88.24%, Past 18 years, 17","Weekly, was CONFIRMED on 2026-01-11",Already confirmed,"2026-01-12 (Price: 119.28), 0.04% below",1 day,Upmove Bounce Back,23.66% (Price: 119.037),0.2% above,"2025-01-19 (Price: 114.51), 2025-11-30 (Price: 120.44)",15.01%/1.09%/4.1%,"2.66%, 7.33%",9.5 years/4 months/2.4 years,2039-08-04/2026-07-03/2029-06-15,-3.74%,0.69%,-4.43%,0.36,-0.89,121.0722/124.2225/122.89/129.9625/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,119.32/113.8775/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/118.88,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
"EFN.TO, Long, 2026-01-09 (Price: 35.19)",No Exit Yet,"-0.14%, 3 days","85.0%, Past 5 years, 20","Daily, was CONFIRMED on 2026-01-09",Already confirmed,"2026-01-12 (Price: 35.14), 0.14% below",3 days,Upmove Bounce Back,23.66% (Price: 33.5848),4.63% above,"2023-10-23 (Price: 18.5), 2025-10-28 (Price: 38.26)",18.43%/2.81%/10.12%,"6.91%, 23.72%",1.1 year/1.1 month/3.6 months,2027-08-05/2026-02-25/2026-06-14,27.0%,15.63%,11.37%,1.17,0.95,37.3155/38.7512/47.05/No Horizontal Resistance/45.1741/70.5281/No EMA 200 Target,34.5/12.67/29.5041/No support/No F-Track Level/No F-Track Level/34.7,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
"ATD.TO, Long, 2026-01-08 (Price: 75.49)",No Exit Yet,"-0.37%, 4 days","91.3%, Past 5 years, 23","Daily, was CONFIRMED on 2026-01-08",Already confirmed,"2026-01-12 (Price: 75.21), 0.37% below",4 days,Upmove Bounce Back,23.66% (Price: 74.7813),0.57% above,"2025-11-07 (Price: 68.3), 2025-11-28 (Price: 76.79)",11.38%/1.13%/7.56%,"1.21%, 14.84%",5.9 months/18 days/2.5 months,2026-09-21/2026-02-03/2026-04-26,29.53%,7.89%,21.64%,0.97,0.43,75.8297/81.197/80.58/85.51/85.3936/96.14/No EMA 200 Target,73.81/45.49/59.8475/53.4732/No F-Track Level/No F-Track Level/71.86,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
"INFY, Long, 2026-01-07 (Price: 18.23)",No Exit Yet,"-2.36%, 5 days","92.86%, Past 5 years, 14","Daily, was CONFIRMED on 2026-01-07",Already confirmed,"2026-01-12 (Price: 17.8), 2.36% below",5 days,Upmove Bounce Back,78.6% (Price: 17.9821),1.01% below,"2023-04-24 (Price: 14.71), 2025-12-19 (Price: 30.0)",12.21%/2.02%/9.78%,"1.69%, 24.19%",1.2 year/1.6 month/5.5 months,2027-09-24/2026-03-17/2026-09-02,19.54%,1.44%,18.1%,0.98,0.04,18.0495/20.0129/27.4/23.796/31.8515/41.1179/No EMA 200 Target,17.68/16.0317/13.0115/No support/No F-Track Level/No F-Track Level/17.49,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
"AMZN, Long, 2026-01-04 (Price: 226.5)",No Exit Yet,"8.82%, 8 days","93.75%, Past 20 years, 16","Weekly, was CONFIRMED on 2026-01-04",Already confirmed,"2026-01-12 (Price: 246.47), 8.82% above",8 days,Upmove Bounce Back,38.2% (Price: 221.462),11.29% above,"2025-04-13 (Price: 161.38), 2025-11-09 (Price: 258.6)",31.25%/0.75%/16.86%,"0.32%, 56.17%",2.8 years/28 days/7.4 months,2030-01-01/2026-02-13/2026-11-21,13.55%,17.13%,-3.58%,1.66,0.81,266.9529/264.6879/284.83/239.3/317.6152/339.3352/No EMA 200 Target,213.04/86.995/213.1321/193.0625/No F-Track Level/No F-Track Level/218.32,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
"UBER, Long, 2026-01-04 (Price: 82.86)",No Exit Yet,"2.18%, 8 days","100.0%, Past 6 years, 4","Weekly, was CONFIRMED on 2026-01-04",Already confirmed,"2026-01-12 (Price: 84.67), 2.18% above",8 days,Upmove Bounce Back,50% (Price: 78.415),7.98% above,"2024-08-11 (Price: 54.84), 2025-09-28 (Price: 101.99)",18.06%/15.5%/16.66%,"0%, 6.35%",1.6 month/14 days/29 days,2026-03-14/2026-01-24/2026-02-15,23.54%,8.01%,15.53%,14.78,0.43,74.7397/96.6645/111.15/No Horizontal Resistance/109.2759/122.511/88.33,79.31/34.6025/75.9736/63.3753/No F-Track Level/No F-Track Level/No EMA 200 Support,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
"FXI, Long, 2026-01-04 (Price: 39.82)",No Exit Yet,"2.06%, 8 days","93.75%, Past 20 years, 16","Weekly, was CONFIRMED on 2026-01-04",Already confirmed,"2026-01-12 (Price: 40.64), 2.06% above",8 days,Upmove Bounce Back,23.66% (Price: 36.9983),9.84% above,"2024-01-28 (Price: 20.86), 2025-10-05 (Price: 42.0)",20.93%/0.55%/14.72%,"1.3%, 33.51%",4.3 years/2.3 months/1.8 year,2032-02-24/2026-04-13/2028-07-30,8.74%,2.27%,6.47%,1.68,0.1,41.2296/45.6815/52.5/42.665/90.5742/95.3274/No EMA 200 Target,38.6/20.865/38.0047/No support/No F-Track Level/No F-Track Level/37.86,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
"FRW.NZ, Long, 2026-01-04 (Price: 14.45)",No Exit Yet,"-2.28%, 8 days","100.0%, Past 20 years, 15","Weekly, was CONFIRMED on 2026-01-04",Already confirmed,"2026-01-12 (Price: 14.12), 2.28% below",8 days,Upmove Bounce Back,23.66% (Price: 13.0889),7.88% above,"2023-11-05 (Price: 7.31), 2025-11-02 (Price: 14.88)",20.66%/2.33%/14.04%,"0%, 39.81%",3.7 years/3.7 months/1.1 year,2031-04-17/2026-06-13/2027-07-31,10.07%,5.08%,4.99%,2.43,0.25,14.6032/16.4788/18.99/No Horizontal Resistance/16.2179/21.849/No EMA 200 Target,10.0/7.405/11.0078/7.8689/No F-Track Level/No F-Track Level/12.16,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
"BIPC.TO, Long, 2026-01-04 (Price: 62.15)",No Exit Yet,"-1.5%, 8 days","100.0%, Past 17 years, 4","Weekly, was CONFIRMED on 2026-01-04",Already confirmed,"2026-01-12 (Price: 61.22), 1.5% below",8 days,Upmove Bounce Back,38.2% (Price: 58.8572),4.01% above,"2025-04-13 (Price: 45.7), 2025-10-19 (Price: 66.99)",16.58%/15.85%/16.24%,"-0.0%, 8.87%",6.3 months/1.6 month/3.4 months,2026-10-04/2026-03-14/2026-05-31,16.31%,8.39%,7.92%,1.53,0.43,63.3557/72.2432/74.92/66.672/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,53.03/44.9667/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/57.47,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
"ORCL, Long, 2026-01-04 (Price: 195.71)",No Exit Yet,"4.58%, 8 days","86.21%, Past 20 years, 29","Weekly, was CONFIRMED on 2026-01-04",Already confirmed,"2026-01-12 (Price: 204.68), 4.58% above",8 days,Upmove Bounce Back,50% (Price: 174.3317),17.41% above,"1996-04-14 (Price: 2.9433), 2025-09-14 (Price: 345.72)",24.18%/5.64%/16.61%,"12.23%, 26.99%",2.6 years/1.4 month/10.1 months,2029-09-20/2026-03-05/2027-03-18,12.55%,10.22%,2.33%,1.29,0.53,231.7402/228.2174/401.38/No Horizontal Resistance/300.069/376.1425/216.71,189.97/82.7925/167.1709/152.3597/No F-Track Level/No F-Track Level/No EMA 200 Support,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
"AAPL, Long, 2025-12-31 (Price: 271.86)",No Exit Yet,"-4.27%, 12 days","100.0%, Past 45 years, 5","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 260.25), 4.27% below",12 days,Upmove Bounce Back,38.2% (Price: 169.2862),53.73% above,"2016-06-30 (Price: 22.3675), 2024-12-31 (Price: 260.1)",37.72%/33.07%/35.65%,"-0.0%, 10.93%",1 year/9.1 months/10.6 months,2027-06-05/2027-01-30/2027-04-05,12.11%,12.37%,-0.26%,1.91,0.56,390.1463/368.7781/414.5/No Horizontal Resistance/289.238/325.3828/No EMA 200 Target,23.9/136.57/202.8031/187.5583/No F-Track Level/No F-Track Level/233.32,75.0%/4/1.4 year (Across ALL Assets),100.0%/1/1.5 year (Across ALL Assets)
"HDB, Long, 2025-12-31 (Price: 36.54)",No Exit Yet,"-8.26%, 12 days","88.89%, Past 26 years, 9","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 33.52), 8.26% below",12 days,Upmove Bounce Back,38.2% (Price: 34.562),3.01% below,"2024-02-29 (Price: 26.08), 2025-07-31 (Price: 39.805)",26.63%/20.05%/23.77%,"32.26%, 39.31%",3.3 years/4.1 months/1.4 year,2030-09-16/2026-06-25/2027-12-29,8.78%,11.88%,-3.1%,0.83,0.59,42.3754/45.2256/44.77/39.3812/40.717/47.4928/No EMA 200 Target,26.75/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level/36.23,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
"TCS.NS, Long, 2025-12-31 (Price: 3206.2)",No Exit Yet,"1.04%, 12 days","87.5%, Past 21 years, 8","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 3239.6001), 1.04% above",12 days,Upmove Bounce Back,50% (Price: 2809.1),15.33% above,"2016-11-30 (Price: 1025.95), 2024-08-31 (Price: 4592.25)",26.36%/7.31%/19.71%,"10.18%, 12.85%",1.3 year/3 months/8.3 months,2027-11-08/2026-05-10/2026-12-26,7.28%,13.73%,-6.45%,0.82,0.62,3337.6542/3838.142/5345.98/4543.575/5637.7577/6110.9256/3230.29,2888.4/2923.4601/3006.8346/2637.2425/No F-Track Level/No F-Track Level/No EMA 200 Support,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
"FPH.NZ, Long, 2025-12-31 (Price: 37.75)",No Exit Yet,"1.91%, 12 days","85.71%, Past 24 years, 7","Monthly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 38.47), 1.91% above",12 days,Upmove Bounce Back,23.66% (Price: 34.9549),10.06% above,"2023-10-31 (Price: 20.29), 2025-01-31 (Price: 39.5)",22.73%/20.64%/21.31%,"10.15%, 45.89%",6.4 years/4 months/3.3 years,2035-02-19/2026-06-22/2030-09-16,4.68%,9.29%,-4.61%,0.75,0.49,47.0516/45.7945/49.28/39.1438/40.9296/48.5677/No EMA 200 Target,33.54/22.5167/30.9793/26.1935/No F-Track Level/No F-Track Level/36.58,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
"SUM.NZ, Long, 2025-12-31 (Price: 12.29)",No Exit Yet,"1.71%, 12 days","100.0%, Past 14 years, 4","Quarterly, was CONFIRMED on 2025-12-31",Already confirmed,"2026-01-12 (Price: 12.5), 1.71% above",12 days,Upmove Bounce Back,50% (Price: 10.74),16.39% above,"2023-06-30 (Price: 8.04), 2024-12-31 (Price: 13.44)",48.88%/41.01%/44.94%,"-0.0%, 38.76%",1.3 year/1 year/1.1 year,2027-11-08/2027-06-05/2027-07-27,11.55%,11.73%,-0.18%,0.86,0.59,12.6169/17.8131/15.53/13.345/19.8479/26.5969/No EMA 200 Target,8.8/9.1367/11.0645/No support/No F-Track Level/No F-Track Level/11.45,75.0%/4/1.4 year (Across ALL Assets),100.0%/1/1.5 year (Across ALL Assets)
"MSE.PA, Long, 2025-12-15 (Price: 64.11)",2026-01-07 (Price: 66.05),"3.03%, 23 days","100.0%, Past 5 years, 15","Daily, was CONFIRMED on 2025-12-15",Already confirmed,"2026-01-12 (Price: 67.13), 4.71% above",28 days,Upmove Bounce Back,23.66% (Price: 62.9255),6.68% above,"2025-08-01 (Price: 57.2), 2025-11-13 (Price: 64.7)",10.86%/2.75%/8.53%,"0%, 23.33%",1.6 year/1.3 month/5.5 months,2028-03-28/2026-02-09/2026-08-10,22.9%,9.15%,13.75%,2.88,0.6,66.1679/69.5786/68.61/No Horizontal Resistance/81.1364/117.7989/No EMA 200 Target,61.34/33.6667/58.4776/44.4738/No F-Track Level/No F-Track Level/60.33,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
"TSLA, Long, 2025-11-30 (Price: 430.17)",2026-01-12 (Price: 448.96) (Today),"4.37%, 1.4 month","73.33%, Past 15 years, 15","Weekly, was CONFIRMED on 2025-11-30",Already confirmed,"2026-01-12 (Price: 448.96), 4.37% above",1.4 month,Upmove Bounce Back,23.66% (Price: 375.7432),19.49% above,"2019-06-09 (Price: 11.7993), 2024-12-22 (Price: 488.54)",32.79%/4.5%/18.29%,"19.51%, 42.05%",1.5 year/1.2 month/4.7 months,2028-01-21/2026-01-21/2026-06-22,12.11%,30.11%,-18.0%,0.69,1.16,622.2409/508.8481/716.21/No Horizontal Resistance/490.132/554.3681/No EMA 200 Target,391.09/181.0784/413.6779/330.0827/No F-Track Level/No F-Track Level/365.63,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
"AIA.NZ, Long, 2025-11-18 (Price: 7.77)",2026-01-12 (Price: 8.6) (Today),"10.68%, 1.8 month","100.0%, Past 5 years, 6","Daily, was CONFIRMED on 2025-11-18",Already confirmed,"2026-01-12 (Price: 8.6), 10.68% above",1.8 month,Upmove Bounce Back,38.2% (Price: 7.9428),8.27% above,"2025-07-16 (Price: 7.365), 2025-11-04 (Price: 8.3)",12.06%/1.24%/7.08%,"-0.0%, 14.0%",1.3 year/2.6 months/8.4 months,2027-09-26/2026-03-10/2026-11-18,14.01%,-0.21%,14.22%,1.2,-0.11,7.9899/8.3201/8.33/8.8962/11.1706/12.8535/7.87,7.6/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/No EMA 200 Support,94.15%/325/5.2 months (Across ALL Assets),62.26%/53/5.5 months (Across ALL Assets)
"ASML, Long, 2025-10-31 (Price: 1059.23)",2026-01-12 (Price: 1281.23) (Today),"20.96%, 2.4 months","92.31%, Past 30 years, 13","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-01-12 (Price: 1281.23), 20.96% above",2.4 months,Upmove Bounce Back,38.2% (Price: 692.3064),85.07% above,"2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",30.95%/20.8%/23.81%,"6.56%, 49.5%",2.6 years/1 month/8.9 months,2029-07-17/2025-12-13/2026-11-21,12.71%,13.9%,-1.19%,1.74,0.62,1226.5883/1311.4327/1715.43/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/861.02,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
"MX.TO, Long, 2025-08-31 (Price: 48.78)",2026-01-11 (Price: 65.19),"33.64%, 4.4 months","94.44%, Past 20 years, 18","Weekly, was CONFIRMED on 2025-08-31",Already confirmed,"2026-01-12 (Price: 65.86), 35.01% above",4.5 months,Upmove Bounce Back,50% (Price: 45.71),44.08% above,"2020-03-29 (Price: 13.24), 2025-02-09 (Price: 78.18)",22.38%/3.19%/16.45%,"5.57%, 73.13%",3.2 years/28 days/10 months,2030-03-26/2025-10-10/2026-11-08,13.05%,2.99%,10.06%,1.75,0.22,49.341/56.8043/87.74/73.435/104.8718/122.9238/49.01,45.56/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/No EMA 200 Support,96.55%/87/1.1 year (Across ALL Assets),70.5%/139/7.1 months (Across ALL Assets)
"MSFT, Long, 2025-06-30 (Price: 497.41)",2026-01-12 (Price: 477.18) (Today),"-4.07%, 6.5 months","92.31%, Past 39 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-12 (Price: 477.18), 4.07% below",6.5 months,Upmove Bounce Back,50% (Price: 340.89),39.98% above,"2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,2045-10-07/2025-11-07/2028-01-24,7.9%,16.21%,-8.31%,1.65,0.79,669.6133/608.4319/650.36/No Horizontal Resistance/517.4523/553.3726/No EMA 200 Target,375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/480.66,88.57%/35/2.2 years (Across ALL Assets),60.29%/68/9.3 months (Across ALL Assets)
