Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"NA.TO, Long, 2025-11-30 (Price: 168.95)",Monthly,No Exit Yet,200.645 (Avg % Gain of Historic Winning trades),No Date Target,4.88%/10.07%,"16.92%, 4.5 months","2026-04-13 (Price: 197.54), 16.92% above",259.77 (Function Specific Target)/207.1743 (F-Stack 2)/217.4386 (Backtested Max),2028-01-21 (Max)/2026-07-09 (Min)/2027-01-16 (Avg),118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,"83.33%, Past 20 years, 12",157.19,No Information,No Information,No Information,No Information,No Information,26.06% above/16.92% above/16.92% above,28.7%/8.86%/18.76%,"5.23%, 30.62%",1.5 year/5.1 months/9.5 months,7.48%,7.69%,-0.21%,0.0,0.46,90.43%/94/11 months (Across ALL Assets),65.48%/197/9.4 months (Across ALL Assets)
OSCILLATOR DELTA,"DOL.TO, Long, 2026-03-26 (Price: 168.84)",Daily,No Exit Yet,177.28 (Function Specific Target),No Date Target,2.67%/4.16%,"4.48%, 18 days","2026-04-13 (Price: 176.4), 4.48% above",183.7317 (Historic Rise or Fall to Pivot)/197.56 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/190.27 (EMA 200)/181.1147 (Backtested Max),2026-06-07 (Max)/2026-04-18 (Avg),No Recent Minima/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 6 years, 16",171.36,No Information,No Information,No Information,No Information,No Information,No Information,7.27%/0.23%/2.69%,"-0.0%, 8.07%",1.7 month/2 days/16 days,10.56%,18.66%,-8.1%,0.0,1.22,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
SIGMASHELL,"DOL.TO, Long, 2026-04-01 (Price: 171.3)",Daily,No Exit Yet,176.6103 (Historic Rise or Fall to Pivot),No Date Target,5.66%/7.78%,"2.98%, 12 days","2026-04-13 (Price: 176.4), 2.98% above",190.1259 (Avg % Gain of Historic Winning trades)/294.0831 (Function Specific Target)/197.56 (Horizontal)/294.0831 (F-Stack 1)/455.769 (F-Stack 2)/190.27 (EMA 200)/199.5302 (Backtested Max)/186.3915 (Backtested Min),2026-08-18 (Max)/2026-05-27 (Min)/2026-07-05 (Avg),166.76/53.2967/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 7",173.34,"-7.08, 100.0%",No Information,No Information,No Information,No Information,No Information,16.48%/8.81%/10.99%,"-0.0%, 7.51%",3.2 months/1.3 month/2.2 months,14.65%,18.4%,-3.75%,2.63,1.15,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
DELTADRIFT,"AIA.NZ, Long, 2026-03-25 (Price: 8.08)",Daily,No Exit Yet,No Price Target,2026-04-14 (Avg),1.58%/1.58%,"1.73%, 19 days","2026-04-13 (Price: 8.22), 1.73% above",8.3596 (Historic Rise or Fall to Pivot)/8.3499 (Avg % Gain of Historic Winning trades)/8.35 (Function Specific Target)/8.8962 (Horizontal)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/8.7296 (Backtested Max),2026-06-06 (Max)/2026-04-14 (Avg),7.93/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/8.04,"90.0%, Past 4 years, 10",7.96,No Information,No Information,No Information,No Information,No Information,No Information,8.04%/1.35%/3.34%,"5.72%, 9.11%",1.7 month/1 day/14 days,8.04%,0.66%,7.38%,0.91,-0.06,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2026-03-01 (Price: 9.16)",Weekly,No Exit Yet,No Price Target,2026-04-10 (Min),11.96%/18.04%,"-10.26%, 1.4 month","2026-04-13 (Price: 8.22), 10.26% below",9.9423 (Historic Rise or Fall to Pivot)/9.7032 (Avg % Gain of Historic Winning trades)/9.8 (Function Specific Target)/11.1706 (F-Stack 1)/12.8535 (F-Stack 2)/10.3288 (Backtested Max)/9.2031 (Backtested Min),2027-01-20 (Max)/2026-06-26 (Avg),7.47/7.0017/7.3934/6.6643/No F-Track Level/No F-Track Level/7.97,"100.0%, Past 10 years, 21",8.85,No Information,No Information,No Information,No Information,No Information,7.43% below/10.26% below/10.26% below,12.76%/0.47%/5.93%,"-0.0%, 7.89%",7.5 months/28 days/2.7 months,10.83%,5.76%,5.07%,0.0,0.3,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2025-10-19 (Price: 45.785)",Weekly,No Exit Yet,No Price Target,2026-04-10 (Avg),3.09%/5.69%,"1.32%, 5.9 months","2026-04-13 (Price: 46.39), 1.32% above",47.8224 (Historic Rise or Fall to Pivot)/49.0312 (Avg % Gain of Historic Winning trades)/58.29 (Function Specific Target)/49.4858 (F-Stack 1)/72.2363 (F-Stack 2)/52.2407 (Backtested Max),2026-12-27 (Max),41.74/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/40.73,"82.14%, Past 10 years, 28",45.13,No Information,No Information,No Information,No Information,No Information,2.86% above/1.32% above/1.32% above,14.1%/1.28%/7.09%,"9.77%, 32.06%",10 months/1.2 month/4 months,5.54%,5.05%,0.49%,0.0,0.25,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2022-03-31 (Price: 37.23)",Quarterly,2026-04-13 (Price: 46.39),46.1689 (Backtested Max),No Date Target,No Next Target,"24.6%, 4.1 years","2026-04-13 (Price: 46.39), 24.6% above",No Next Target,2028-02-04 (Max)/2026-10-24 (Avg),12.78/23.93/35.4254/30.3912/No F-Track Level/No F-Track Level/33.84,"100.0%, Past 27 years, 5",35.775,No Information,No Information,No Information,No Information,No Information,24.6% above/24.6% above/24.6% above,24.01%/15.95%/18.64%,"-0.0%, 39.64%",4.1 years/2.8 years/3.2 years,1.32%,2.9%,-1.58%,0.0,0.05,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
FRACTAL TRACK,"FXI, Long, 2026-04-12 (Price: 36.25)",Weekly,No Exit Yet,36.4494 (Backtested Min),No Date Target,3.02%/6.03%,"0.58%, 1 day","2026-04-13 (Price: 36.46), 0.58% above",37.5622 (Historic Rise or Fall to Pivot)/41.6766 (Avg % Gain of Historic Winning trades)/48.93 (Function Specific Target)/42.105 (Horizontal)/90.5742 (F-Stack 1)/95.3274 (F-Stack 2)/38.66 (EMA 200)/43.8371 (Backtested Max),2032-06-01 (Max)/2026-07-20 (Min)/2028-11-05 (Avg),34.85/20.865/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.44%, Past 20 years, 18",35.34,No Information,No Information,No Information,"38.2% (Price: 33.9245), 7.47% above, Upmove Bounce Back","2024-01-28 (Price: 20.86), 2025-10-05 (Price: 42.0)",No Information,20.93%/0.55%/14.97%,"1.3%, 33.51%",4.3 years/2.3 months/1.8 year,9.45%,1.16%,8.29%,0.0,0.04,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
FRACTAL TRACK,"FXI, Long, 2026-01-04 (Price: 39.82)",Weekly,No Exit Yet,No Price Target,2026-04-13 (Min),9.82%/13.17%,"-8.44%, 3.3 months","2026-04-13 (Price: 36.46), 8.44% below",41.2615 (Historic Rise or Fall to Pivot)/45.7811 (Avg % Gain of Historic Winning trades)/52.5 (Function Specific Target)/42.665 (Horizontal)/90.5742 (F-Stack 1)/95.3274 (F-Stack 2)/48.1543 (Backtested Max)/40.039 (Backtested Min),2032-02-24 (Max)/2028-07-30 (Avg),38.6/20.865/38.0047/No stop loss/No F-Track Level/No F-Track Level/38.66,"94.44%, Past 20 years, 18",38.24,No Information,No Information,No Information,"23.66% (Price: 36.9983), 1.45% below, Upmove Bounce Back","2024-01-28 (Price: 20.86), 2025-10-05 (Price: 42.0)",No Information,20.93%/0.55%/14.97%,"1.3%, 33.51%",4.3 years/2.3 months/1.8 year,9.45%,1.16%,8.29%,0.0,0.04,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2026-02-28 (Price: 352.29)",Monthly,No Exit Yet,397.9116 (Historic Rise or Fall to Pivot),No Date Target,4.5%/6.79%,"11.65%, 1.5 month","2026-04-13 (Price: 393.34), 11.65% above",420.0354 (Avg % Gain of Historic Winning trades)/548.36 (Function Specific Target)/411.0319 (F-Stack 2)/444.7661 (Backtested Max),2026-11-20 (Max)/2026-10-03 (Min)/2026-10-20 (Avg),183.84/110.475/301.3628/285.4342/No F-Track Level/No F-Track Level/277.64,"70.0%, Past 20 years, 10",342.37,No Information,No Information,No Information,No Information,No Information,13.58% above/11.65% above/11.65% above,26.25%/7.49%/19.23%,"12.25%, 59.88%",6.1 months/5 months/5.4 months,-2.14%,7.74%,-9.88%,0.0,0.4,90.43%/94/11 months (Across ALL Assets),65.48%/197/9.4 months (Across ALL Assets)
TRENDPULSE,"SOXX, Long, 2025-12-31 (Price: 301.15)",Quarterly,No Exit Yet,394.627 (Historic Rise or Fall to Pivot)/397.4879 (Backtested Min),No Date Target,4.5%/13.78%,"30.61%, 3.4 months","2026-04-13 (Price: 393.34), 30.61% above",447.539 (Avg % Gain of Historic Winning trades)/467.71 (Function Specific Target)/411.0319 (F-Stack 2)/525.5369 (Backtested Max),2030-09-16 (Max)/2027-11-08 (Min)/2028-09-16 (Avg),106.24/110.475/285.4342/254.997/No F-Track Level/No F-Track Level/246.22,"100.0%, Past 24 years, 8",269.38,No Information,No Information,No Information,No Information,No Information,30.61% above/45.24% above/30.61% above,74.51%/31.99%/48.61%,"-0.0%, 41.23%",3.3 years/1.3 year/1.9 year,15.16%,9.13%,6.03%,0.0,0.47,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
OSCILLATOR DELTA,"SUM.NZ, Long, 2026-04-07 (Price: 8.93)",Daily,No Exit Yet,No Price Target,2026-04-11 (Min),4.66%/5.93%,"-2.02%, 6 days","2026-04-13 (Price: 8.75), 2.02% below",9.2693 (Historic Rise or Fall to Pivot)/9.1577 (Avg % Gain of Historic Winning trades)/9.64 (Function Specific Target)/12.55 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/11.26 (EMA 200)/9.6917 (Backtested Max),2026-09-30 (Max)/2026-05-24 (Avg),No Recent Minima/No Horizontal Support/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"84.21%, Past 6 years, 19",8.93,No Information,No Information,No Information,No Information,No Information,No Information,8.53%/0.08%/2.55%,"11.53%, 11.95%",4.1 months/3 days/1.1 month,3.69%,5.55%,-1.86%,0.0,0.28,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
SIGMASHELL,"SUM.NZ, Long, 2026-02-03 (Price: 11.49)",Daily,No Exit Yet,No Price Target,2026-04-13 (Min),33.97%/34.7%,"-23.85%, 2.3 months","2026-04-13 (Price: 8.75), 23.85% below",11.7864 (Historic Rise or Fall to Pivot)/12.8389 (Avg % Gain of Historic Winning trades)/19.8479 (Function Specific Target)/12.64 (Horizontal)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/14.2717 (Backtested Max)/11.7221 (Backtested Min),2026-09-29 (Max)/2026-05-26 (Avg),11.33/9.1367/11.0645/No stop loss/No F-Track Level/No F-Track Level/11.26,"78.57%, Past 5 years, 14",11.71,"-3.09, 71.88%",No Information,No Information,No Information,No Information,No Information,24.21%/2.02%/11.74%,"14.49%, 34.68%",5.5 months/1.6 month/2.6 months,10.76%,9.33%,1.43%,0.0,0.52,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
DELTADRIFT,"BEL.NS, Long, 2026-03-25 (Price: 413.45)",Daily,2026-04-08 (Price: 433.1),440.72 (Function Specific Target),No Date Target,2.18%/3.46%,"6.8%, 19 days","2026-04-13 (Price: 441.55), 6.8% above",451.1566 (Historic Rise or Fall to Pivot)/456.8119 (F-Stack 1)/613.9011 (F-Stack 2),2026-04-21 (Max),405.5/61.7416/382.9941/287.8162/No F-Track Level/No F-Track Level/411.56,"88.89%, Past 4 years, 9",416.3,No Information,No Information,No Information,No Information,No Information,No Information,6.18%/2.69%/4.07%,"11.23%, 12.53%",19 days/2 days/9 days,12.03%,37.48%,-25.45%,0.74,1.95,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
TRENDPULSE,"BEL.NS, Long, 2025-05-31 (Price: 384.6)",Monthly,2026-04-13 (Price: 441.55),No Price Target,No Date Target,3.46%/31.34%,"14.81%, 10.6 months","2026-04-13 (Price: 441.55), 14.81% above",697.6259 (Historic Rise or Fall to Pivot)/579.9383 (Avg % Gain of Historic Winning trades)/456.8119 (F-Stack 2)/653.8585 (Backtested Max),2026-08-21 (Max),246.25/39.05/287.8162/240.2858/No F-Track Level/No F-Track Level/293.59,"100.0%, Past 20 years, 9",310.8,No Information,No Information,No Information,No Information,No Information,40.58% above/39.8% above/14.81% above,70.01%/11.06%/50.79%,"0%, 18.14%",10.3 months/4.1 months/6.8 months,20.79%,17.26%,3.53%,0.0,0.78,90.43%/94/11 months (Across ALL Assets),65.48%/197/9.4 months (Across ALL Assets)
BASELINEDIVERGENCE,"MSFT, Long, 2025-11-16 (Price: 510.18)",Weekly,No Exit Yet,No Price Target,2026-04-12 (Avg),33.47%/43.97%,"-24.66%, 4.9 months","2026-04-13 (Price: 384.37), 24.66% below",570.5343 (Historic Rise or Fall to Pivot)/571.2996 (Avg % Gain of Historic Winning trades)/553.3726 (Function Specific Target)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/698.8956 (Backtested Max)/513.037 (Backtested Min),2026-10-25 (Max),496.82/216.39/386.873/350.287/No F-Track Level/No F-Track Level/473.63,"80.68%, Past 10 years, 88",500.04,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,36.99%/0.56%/11.98%,"16.39%, 25.9%",7.9 months/2.1 months/3.4 months,23.4%,14.4%,9.0%,0.0,0.86,74.36%/39/3.3 months (Across ALL Assets),64.9%/396/3.4 months (Across ALL Assets)
TRENDPULSE,"META, Long, 2026-04-09 (Price: 628.39)",Daily,No Exit Yet,634.234 (Backtested Min),No Date Target,3.31%/6.91%,"0.98%, 4 days","2026-04-13 (Price: 634.53), 0.98% above",688.7783 (Historic Rise or Fall to Pivot)/655.5364 (Avg % Gain of Historic Winning trades)/697.76 (Function Specific Target)/742.455 (Horizontal)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2)/683.13 (EMA 200)/678.347 (Backtested Max),2026-10-21 (Max)/2026-04-20 (Min)/2026-05-15 (Avg),525.72/276.89/556.264/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 16",626.97,No Information,No Information,No Information,No Information,No Information,3.61% above/0.98% above/0.98% above,7.95%/0.93%/4.32%,"0%, 60.2%",4.5 months/8 days/25 days,11.73%,15.29%,-3.56%,0.0,0.7,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
FRACTAL TRACK,"TSLA, Long, 2026-02-22 (Price: 411.82)",Weekly,No Exit Yet,No Price Target,2026-04-15 (Min),18.84%/36.46%,"-14.42%, 1.7 month","2026-04-13 (Price: 352.42), 14.42% below",579.2248 (Historic Rise or Fall to Pivot)/480.9234 (Avg % Gain of Historic Winning trades)/704.04 (Function Specific Target)/487.1467 (Horizontal)/541.282 (F-Stack 1)/564.9603 (F-Stack 2)/546.8558 (Backtested Max)/418.8209 (Backtested Min),2028-04-14 (Max)/2026-04-15 (Min)/2026-09-01 (Avg),411.11/196.47/353.8797/223.4247/No F-Track Level/No F-Track Level/397.47,"75.0%, Past 15 years, 16",412.36,No Information,No Information,No Information,"23.66% (Price: 383.5985), 8.13% below, Upmove Bounce Back","2019-06-09 (Price: 11.7993), 2025-12-28 (Price: 498.83)",No Information,32.79%/1.7%/16.78%,"19.51%, 42.05%",1.5 year/1.2 month/4.4 months,11.3%,28.27%,-16.97%,0.0,1.1,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
SIGMASHELL,"MA, Long, 2026-04-01 (Price: 491.65)",Daily,No Exit Yet,510.136 (Historic Rise or Fall to Pivot),No Date Target,5.07%/8.46%,"3.44%, 12 days","2026-04-13 (Price: 508.58), 3.44% above",534.3744 (Avg % Gain of Historic Winning trades)/716.5814 (Function Specific Target)/592.095 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/551.6 (EMA 200)/570.8548 (Backtested Max),2027-09-04 (Max)/2026-06-22 (Min)/2026-10-26 (Avg),484.24/305.0867/442.8637/361.9068/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"70.0%, Past 5 years, 10",502.23,"-4.25, 75.0%",No Information,No Information,No Information,No Information,No Information,16.11%/0.04%/8.69%,"2.12%, 28.57%",1 year/1.9 month/4.8 months,11.95%,17.92%,-5.97%,0.0,0.89,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
DELTADRIFT,"BABA, Long, 2026-03-24 (Price: 125.48)",Daily,No Exit Yet,No Price Target,2026-04-11 (Avg),1.92%/4.61%,"2.02%, 20 days","2026-04-13 (Price: 128.01), 2.02% above",137.3755 (Historic Rise or Fall to Pivot)/133.9123 (Avg % Gain of Historic Winning trades)/135.64 (Function Specific Target)/181.595 (Horizontal)/395.5515 (F-Stack 1)/453.696 (F-Stack 2)/146.58 (EMA 200)/140.8638 (Backtested Max)/130.4616 (Backtested Min),2026-05-15 (Max),122.41/67.495/108.0763/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 14",124.36,No Information,No Information,No Information,No Information,No Information,No Information,12.26%/3.97%/6.72%,"17.99%, 17.99%",1.2 month/1 day/13 days,12.35%,-8.19%,20.54%,1.04,-0.08,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"PG, Long, 2026-03-23 (Price: 143.99)",Daily,No Exit Yet,No Price Target,2026-04-12 (Avg),2.78%/3.9%,"-0.28%, 21 days","2026-04-13 (Price: 143.58), 0.28% below",152.4854 (Historic Rise or Fall to Pivot)/147.5754 (Avg % Gain of Historic Winning trades)/150.03 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/151.55 (EMA 200)/149.1736 (Backtested Max),2026-06-09 (Max),138.04/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 14",146.15,No Information,No Information,No Information,No Information,No Information,No Information,3.6%/1.35%/2.49%,"8.75%, 11.0%",1.8 month/1 day/14 days,5.85%,0.6%,5.25%,0.22,-0.12,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"QQQ, Long, 2026-03-24 (Price: 583.98)",Daily,2026-04-08 (Price: 606.09),616.7997 (Historic Rise or Fall to Pivot)/615.2813 (Backtested Max),No Date Target,3.14%/35.45%,"5.72%, 20 days","2026-04-13 (Price: 617.39), 5.72% above",636.805 (Horizontal)/836.2536 (F-Stack 1)/910.0135 (F-Stack 2),2026-07-14 (Max)/2026-04-23 (Avg),582.06/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"90.91%, Past 4 years, 11",584.82,No Information,No Information,No Information,No Information,No Information,No Information,5.36%/1.84%/3.44%,"7.84%, 13.67%",2.6 months/2 days/21 days,8.44%,8.34%,0.1%,1.28,0.47,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"MCD, Long, 2026-03-24 (Price: 307.84)",Daily,No Exit Yet,No Price Target,2026-04-11 (Max),2.46%/3.83%,"-1.08%, 20 days","2026-04-13 (Price: 304.51), 1.08% below",326.0333 (Historic Rise or Fall to Pivot)/316.1825 (Avg % Gain of Historic Winning trades)/321.11 (Function Specific Target)/321.444 (Horizontal)/370.0426 (F-Stack 1)/590.3302 (F-Stack 2)/322.4932 (Backtested Max)/311.9958 (Backtested Min),No Next Date Target,302.84/230.37/254.2758/233.8976/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"75.0%, Past 4 years, 16",306.39,No Information,No Information,No Information,No Information,No Information,No Information,4.76%/1.35%/2.71%,"6.54%, 6.54%",13 days/1 day/7 days,5.25%,4.08%,1.17%,-0.36,0.17,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"DIS, Long, 2026-04-05 (Price: 96.61)",Weekly,No Exit Yet,101.4212 (Backtested Min),2026-04-15 (Min),4.52%/6.62%,"4.73%, 8 days","2026-04-13 (Price: 101.18), 4.73% above",110.0195 (Historic Rise or Fall to Pivot)/105.7493 (Avg % Gain of Historic Winning trades)/107.88 (Function Specific Target)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/110.93 (EMA 200)/114.6761 (Backtested Max),2026-08-13 (Max)/2026-04-15 (Min)/2026-06-09 (Avg),92.42/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 15 years, 9",92.89,No Information,No Information,No Information,No Information,No Information,No Information,18.7%/4.98%/9.46%,"22.55%, 25.06%",3 months/7 days/1.5 month,7.0%,3.97%,3.03%,0.77,0.18,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-04-05 (Price: 24.83)",Weekly,2026-04-12 (Price: 26.73),26.7618 (Backtested Min),2026-04-15 (Min),2.49%/2.84%,"7.93%, 8 days","2026-04-13 (Price: 26.8), 7.93% above",27.6482 (Historic Rise or Fall to Pivot)/27.4669 (Avg % Gain of Historic Winning trades)/27.56 (Function Specific Target)/39.3812 (Horizontal)/40.717 (F-Stack 1)/51.346 (F-Stack 2)/34.41 (EMA 200)/29.0039 (Backtested Max),2026-07-05 (Max)/2026-04-15 (Min)/2026-05-31 (Avg),24.35/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 15 years, 8",24.11,No Information,No Information,No Information,No Information,No Information,No Information,16.81%/7.78%/10.62%,"-0.0%, 13.44%",2.1 months/7 days/1.3 month,13.48%,5.22%,8.26%,1.54,0.26,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
PULSEGAUGE,"TD.TO, Long, 2026-01-28 (Price: 126.9)",Weekly,2026-04-13 (Price: 140.67),No Price Target,No Date Target,2.41%/2.82%,"10.85%, 2.5 months","2026-04-13 (Price: 140.67), 10.85% above",144.6406 (Avg % Gain of Historic Winning trades)/152.0396 (Function Specific Target)/152.0396 (F-Stack 1)/161.295 (F-Stack 2)/145.3766 (Backtested Max)/144.0569 (Backtested Min),2029-03-20 (Max)/2026-12-24 (Avg),81.05/73.6233/103.0479/83.3451/No F-Track Level/No F-Track Level/117.5,"72.22%, Past 25 years, 18",130.41,No Information,No Information,No Information,No Information,No Information,No Information,14.56%/13.52%/13.98%,"26.93%, 26.97%",2.2 years/15 days/7.6 months,3.07%,5.54%,-2.47%,-0.48,-0.25,69.84%/63/6.2 months (Across ALL Assets),72.92%/277/6.5 months (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2025-03-31 (Price: 112.05)",Quarterly,No Exit Yet,141.7433 (Historic Rise or Fall to Pivot)/140.4376 (F-Stack 2),No Date Target,12.26%/18.99%,"24.08%, 1.1 year","2026-04-13 (Price: 139.03), 24.08% above",156.0744 (Avg % Gain of Historic Winning trades)/165.4306 (Backtested Max),2029-07-12 (Max)/2027-05-22 (Min)/2028-09-02 (Avg),58.26/56.99/102.2986/87.442/No F-Track Level/No F-Track Level/88.22,"100.0%, Past 34 years, 7",92.62,No Information,No Information,No Information,No Information,No Information,50.51% above/28.86% above/24.08% above,47.64%/11.57%/39.29%,"-0.0%, 24.28%",3 years/1.5 year/2.4 years,9.04%,12.19%,-3.15%,0.0,0.53,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
TRENDPULSE,"ARM, Long, 2026-04-01 (Price: 155.07)",Daily,No Exit Yet,No Price Target,2026-04-15 (Min),1.39%/2.0%,"1.62%, 12 days","2026-04-13 (Price: 157.58), 1.62% above",160.7301 (Historic Rise or Fall to Pivot)/169.8637 (Avg % Gain of Historic Winning trades)/214.04 (Function Specific Target)/184.93 (Horizontal)/209.6611 (F-Stack 1)/292.8214 (F-Stack 2)/181.6645 (Backtested Max)/159.7686 (Backtested Min),2026-06-18 (Max)/2026-04-15 (Min)/2026-05-11 (Avg),114.38/No Horizontal Support/122.7432/102.2246/No F-Track Level/No F-Track Level/138.55,"83.33%, Past 4 years, 6",154.3896,No Information,No Information,No Information,No Information,No Information,4.16% above/1.62% above/1.62% above,17.15%/3.03%/9.54%,"11.36%, 41.47%",1.8 month/10 days/28 days,17.74%,26.09%,-8.35%,0.0,1.03,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
OSCILLATOR DELTA,"TCS.NS, Long, 2026-04-06 (Price: 2473.8999)",Daily,No Exit Yet,No Price Target,2026-04-14 (Min),5.05%/10.05%,"-0.05%, 7 days","2026-04-13 (Price: 2472.6001), 0.05% below",2597.59 (Function Specific Target)/4543.575 (Horizontal)/5901.7523 (F-Stack 1)/6711.0756 (F-Stack 2)/3019.48 (EMA 200)/2721.0425 (Backtested Max),2026-05-19 (Max)/2026-04-14 (Min)/2026-04-30 (Avg),No Recent Minima/No Horizontal Support/2286.8248/1821.1782/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.0%, Past 6 years, 20",2474.0,No Information,No Information,No Information,No Information,No Information,No Information,9.99%/0.02%/2.89%,"10.44%, 10.44%",1 month/6 days/17 days,5.65%,3.94%,1.71%,1.18,0.18,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
