Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"BTI, Long, 2026-02-19 (Price: 60.99)",No Exit Yet,"1.79%, 1 day","100.0%, Past 5 years, 12","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-20 (Price: 62.08), 1.79% above",1 day,59.03,No Information,No Information,No Information,"38.2% (Price: 59.3055), 4.68% above, Upmove Bounce Back","2026-01-07 (Price: 53.28), 2026-02-06 (Price: 63.03)",No Information,11.33%/1.41%/8.86%,"-0.0%, 37.23%",3.3 years/1.4 month/1.2 year,2030-11-05/2026-04-20/2027-11-06,11.0%,5.81%,5.19%,1.67,0.3,65.9241/66.3937/66.84/No Horizontal Resistance/82.226/92.0468/No EMA 200 Target,58.87/28.5067/52.4418/49.3734/No F-Track Level/No F-Track Level/53.53,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"SLV, Long, 2026-02-19 (Price: 71.01)",No Exit Yet,"7.9%, 1 day","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-20 (Price: 76.62), 7.9% above",1 day,70.68,No Information,No Information,No Information,"50% (Price: 64.105), 19.52% above, Upmove Bounce Back","2023-03-09 (Price: 18.38), 2026-01-29 (Price: 109.83)",No Information,14.88%/7.53%/10.91%,"7.24%, 33.28%",2.9 years/14 days/8 months,2030-04-11/2026-03-11/2027-02-01,24.18%,11.56%,12.62%,1.56,0.61,76.3002/78.7572/125.88/No Horizontal Resistance/79.0727/89.0774/No EMA 200 Target,66.37/18.99/67.9787/59.1217/No F-Track Level/No F-Track Level/46.85,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"WPM, Long, 2026-02-19 (Price: 145.34)",No Exit Yet,"3.47%, 1 day","100.0%, Past 5 years, 18","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-20 (Price: 150.38), 3.47% above",1 day,143.5,No Information,No Information,No Information,"38.2% (Price: 134.4642), 11.84% above, Upmove Bounce Back","2025-10-28 (Price: 92.57), 2026-01-29 (Price: 160.36)",No Information,13.39%/1.64%/9.35%,"-0.0%, 36.58%",11.9 months/6 days/4.1 months,2027-07-21/2026-02-27/2026-08-14,31.01%,14.41%,16.6%,1.92,0.71,155.1068/158.9293/186.01/No Horizontal Resistance/145.6176/157.2683/No EMA 200 Target,130.9/38.3375/131.4439/98.515/No F-Track Level/No F-Track Level/105.46,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"GLD, Long, 2026-02-19 (Price: 459.56)",No Exit Yet,"1.97%, 1 day","100.0%, Past 5 years, 18","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-20 (Price: 468.62), 1.97% above",1 day,457.34,No Information,No Information,No Information,"23.66% (Price: 444.9733), 5.31% above, Upmove Bounce Back","2024-11-14 (Price: 236.13), 2026-01-29 (Price: 509.7)",No Information,11.32%/1.34%/8.92%,"-0.0%, 18.1%",2 years/1.4 month/5.2 months,2028-12-27/2026-04-20/2026-10-02,26.16%,11.89%,14.27%,2.41,0.93,494.7163/500.5528/623.7/No Horizontal Resistance/624.146/947.1834/No EMA 200 Target,427.13/150.8/424.4974/301.1087/No F-Track Level/No F-Track Level/357.94,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
FRACTAL TRACK,"USCI, Long, 2026-02-19 (Price: 82.76)",No Exit Yet,"0.34%, 1 day","94.44%, Past 5 years, 18","Daily, was CONFIRMED on 2026-02-19",Already confirmed,"2026-02-20 (Price: 83.04), 0.34% above",1 day,82.05,No Information,No Information,No Information,"23.66% (Price: 80.0409), 3.75% above, Upmove Bounce Back","2023-05-04 (Price: 51.36), 2026-01-29 (Price: 88.93)",No Information,11.87%/8.4%/10.4%,"4.19%, 12.02%",1.8 year/1.1 month/7 months,2028-09-14/2026-04-07/2026-12-20,22.67%,13.72%,8.95%,1.7,0.99,87.8746/91.367/105.3/No Horizontal Resistance/90.2685/96.4537/No EMA 200 Target,79.86/38.42/81.0354/75.2881/No F-Track Level/No F-Track Level/76.78,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"USCI, Long, 2026-02-19 (Price: 82.76)",No Exit Yet,"0.34%, 1 day","100.0%, Past 4 years, 14","Daily, is CONFIRMED on 2026-02-19",Already confirmed,"2026-02-20 (Price: 83.04), 0.34% above",1 day,82.05,No Information,No Information,No Information,No Information,No Information,1.27% above/0.34% above/0.34% above,3.77%/0.89%/2.27%,"0%, 7.84%",3.2 months/6 days/1 month,2026-07-08/2026-02-27/2026-04-03,9.0%,11.01%,-2.01%,1.78,0.74,87.1132/84.6387/86.53/No Horizontal Resistance/90.2685/96.4537/No EMA 200 Target,79.86/38.42/81.0354/75.2881/No F-Track Level/No F-Track Level/76.71,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2026-02-18 (Price: 356.0)",No Exit Yet,"-2.27%, 2 days","100.0%, Past 4 years, 18","Daily, is CONFIRMED on 2026-02-18",Already confirmed,"2026-02-20 (Price: 347.93), 2.27% below",2 days,355.53,No Information,No Information,No Information,No Information,No Information,1.68% below/2.27% below/2.27% below,7.63%/1.53%/4.31%,"0%, 12.09%",2.9 months/6 days/1.3 month,2026-06-24/2026-02-26/2026-04-15,21.38%,9.79%,11.59%,1.88,0.48,387.2924/371.3436/479.22/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,312.07/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/282.48,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2026-02-15 (Price: 353.89)",No Exit Yet,"-1.68%, 5 days","85.71%, Past 10 years, 28","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-20 (Price: 347.93), 1.68% below",5 days,331.25,No Information,No Information,No Information,No Information,No Information,10.35% above/3.18% below/1.68% below,16.53%/2.51%/8.59%,"12.52%, 61.32%",11.4 months/28 days/4.1 months,2027-06-25/2026-03-27/2026-08-10,11.35%,10.48%,0.87%,0.65,0.53,405.8057/384.2892/521.89/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,260.2/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/281.31,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2026-02-15 (Price: 146.42)",No Exit Yet,"3.26%, 5 days","88.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-20 (Price: 151.19), 3.26% above",5 days,138.58,No Information,No Information,No Information,No Information,No Information,9.12% above/3.26% above/3.26% above,10.37%/1.53%/6.76%,"5.75%, 17.25%",1.3 year/1.2 month/5 months,2027-12-24/2026-04-08/2026-09-20,8.06%,6.5%,1.56%,1.1,0.37,155.542/156.318/165.6/171.0825/218.156/349.4971/No EMA 200 Target,130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.09,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"PG, Long, 2026-02-15 (Price: 160.07)",No Exit Yet,"0.44%, 5 days","100.0%, Past 10 years, 19","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-20 (Price: 160.78), 0.44% above",5 days,158.76,No Information,No Information,No Information,No Information,No Information,5.94% above/1.07% above/0.44% above,10.46%/1.28%/3.78%,"0%, 24.03%",10.7 months/28 days/3.2 months,2027-05-25/2026-03-27/2026-07-04,6.36%,4.3%,2.06%,1.76,0.19,170.1224/166.1206/172.02/179.4533/186.6499/209.3631/No EMA 200 Target,141.79/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/153.67,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-02-15 (Price: 66.46)",No Exit Yet,"1.53%, 5 days","82.61%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-13",Already confirmed,"2026-02-20 (Price: 67.48), 1.53% above",5 days,64.36,No Information,No Information,No Information,No Information,No Information,1.53% above/1.53% above/1.53% above,35.52%/4.99%/17.34%,"20.89%, 73.13%",1.2 year/28 days/4.6 months,2027-11-02/2026-03-27/2026-09-02,11.89%,3.89%,8.0%,0.73,0.26,76.4024/77.9842/76.97/73.435/104.8718/122.9238/No EMA 200 Target,47.63/38.425/48.7635/45.8359/No F-Track Level/No F-Track Level/51.76,91.56%/154/4.6 months (Across ALL Assets),80.3%/269/3.6 months (Across ALL Assets)
BASELINEDIVERGENCE,"NVDA, Long, 2026-02-15 (Price: 182.78)",No Exit Yet,"3.85%, 5 days","83.7%, Past 10 years, 92","Weekly, was CONFIRMED on 2026-02-15",Already confirmed,"2026-02-20 (Price: 189.82), 3.85% above",5 days,184.26,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,175.83%/0.32%/40.35%,"35.55%, 47.56%",8.9 months/2.1 months/4 months,2027-03-08/2026-05-17/2026-08-07,75.78%,46.22%,29.56%,0.69,1.86,229.6265/256.5317/239.8943/No Horizontal Resistance/239.8943/283.6698/No EMA 200 Target,175.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/173.19,73.68%/19/3.9 months (Across ALL Assets),68.44%/564/3.3 months (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2026-02-10 (Price: 44.2)",2026-02-18 (Price: 45.61),"3.19%, 8 days","85.19%, Past 4 years, 27","Daily, is CONFIRMED on 2026-02-10",Already confirmed,"2026-02-20 (Price: 46.33), 4.82% above",10 days,43.75,No Information,No Information,No Information,No Information,No Information,6.87% above/4.82% above/4.82% above,4.38%/0.62%/2.23%,"10.13%, 19.69%",2.8 months/6 days/24 days,2026-06-11/2026-02-18/2026-03-16,8.66%,2.65%,6.01%,0.1,0.09,45.7558/45.1857/45.81/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,42.56/29.8725/43.7042/35.4254/No F-Track Level/No F-Track Level/42.6,92.11%/304/1.2 month (Across ALL Assets),82.2%/528/1.4 month (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2026-01-31 (Price: 330.56)",No Exit Yet,"12.09%, 20 days","100.0%, Past 20 years, 21","Monthly, is CONFIRMED on 2026-01-31",Already confirmed,"2026-02-20 (Price: 370.54), 12.09% above",20 days,311.98,No Information,No Information,No Information,No Information,No Information,21.93% above/8.25% above/12.09% above,62.44%/6.14%/35.38%,"-0.0%, 49.81%",1.4 year/5 months/9.3 months,2028-01-29/2026-09-05/2027-03-11,9.27%,10.69%,-1.42%,1.28,0.53,441.4629/447.5121/521.62/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,166.0/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/254.82,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
OSCILLATOR DELTA,"XLU, Long, 2026-01-28 (Price: 43.33)",2026-02-19 (Price: 46.11),"6.42%, 22 days","80.0%, Past 6 years, 15","Daily, is Confirmed on 2026-01-28",No Cancellation Possible,"2026-02-20 (Price: 46.33), 6.92% above",23 days,43.5,No Information,No Information,No Information,No Information,No Information,No Information,27.15%/5.01%/9.1%,"11.19%, 14.07%",7.7 months/10 days/2.6 months,2026-12-28/2026-02-11/2026-05-20,16.95%,4.08%,12.87%,0.47,0.18,46.0251/47.273/49.4/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,No Recent Minima/29.8725/35.4254/30.3912/No F-Track Level/No F-Track Level/42.82,100.0%/41/27 days (Across ALL Assets),83.5%/400/27 days (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-11-05 (Price: 44.425)",2026-02-20 (Price: 46.33),"4.29%, 3.6 months","100.0%, Past 5 years, 16","Daily, was CONFIRMED on 2025-11-05",Already confirmed,"2026-02-20 (Price: 46.33), 4.29% above",3.6 months,44.405,No Information,No Information,No Information,"23.66% (Price: 43.7891), 5.8% above, Upmove Bounce Back","2024-07-01 (Price: 33.8), 2025-10-16 (Price: 46.885)",No Information,11.21%/2.82%/8.7%,"-0.0%, 28.07%",2.4 years/1.2 month/9.8 months,2029-04-09/2025-12-27/2027-01-04,18.46%,5.33%,13.13%,2.44,0.28,47.0016/48.29/52.28/No Horizontal Resistance/49.4858/65.2454/No EMA 200 Target,44.42/29.6267/43.7042/35.4254/No F-Track Level/No F-Track Level/42.82,93.09%/304/4.8 months (Across ALL Assets),67.74%/62/5.1 months (Across ALL Assets)
TRENDPULSE,"AMD, Long, 2025-07-31 (Price: 176.31)",2026-02-20 (Price: 200.15),"13.52%, 6.8 months","87.5%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-02-20 (Price: 200.15), 13.52% above",6.8 months,138.77,No Information,No Information,No Information,No Information,No Information,80.75% above/38.84% above/13.52% above,190.68%/9.18%/101.74%,"0.02%, 94.83%",2.5 years/5.1 months/10.8 months,2029-02-23/2026-03-09/2026-11-12,20.96%,6.33%,14.63%,1.29,0.43,338.0392/355.6878/206.9/No Horizontal Resistance/219.0648/251.3512/No EMA 200 Target,97.35/73.114/170.075/140.6278/No F-Track Level/No F-Track Level/123.49,95.89%/73/1 year (Across ALL Assets),73.02%/126/9.3 months (Across ALL Assets)
